"X","Y","H30_Lusit (TWT)"
532680.01,2262961.01,413.982559
532680.01,2263061.01,412.143677
532680.01,2263161.01,409.566757
532680.01,2263261.01,408.492172
532680.01,2263361.01,406.892883
532680.01,2263461.01,403.413467
532680.01,2263561.01,403.028015
532680.01,2263661.01,402.469543
532680.01,2263761.01,398.872223
532680.01,2263861.01,393.830772
532680.01,2263961.01,391.815582
532680.01,2264061.01,386.879654
532680.01,2264161.01,383.116547
532680.01,2264261.01,379.460007
532680.01,2264361.01,377.086548
532680.01,2264461.01,374.168976
532680.01,2264561.01,371.544144
532680.01,2264661.01,368.526443
532680.01,2264761.01,367.471191
532680.01,2264861.01,366.805481
532680.01,2264961.01,364.242119
532680.01,2265061.01,363.507385
532680.01,2265161.01,365.414116
532680.01,2265261.01,367.355743
532680.01,2265361.01,372.533875
532680.01,2265461.01,377.006989
532680.01,2265561.01,377.639618
532680.01,2265661.01,377.17923
532680.01,2265761.01,377.000404
532680.01,2265861.01,378.119965
532680.01,2265961.01,381.275497
532680.01,2266061.01,382.31723
532680.01,2266161.01,384.453705
532680.01,2266261.01,386.406876
532680.01,2266361.01,390.730286
532680.01,2266461.01,395.196526
532680.01,2266561.01,397.247589
532680.01,2266661.01,399.557724
532680.01,2266761.01,401.694061
532680.01,2266861.01,402.606834
532680.01,2266961.01,402.809113
532680.01,2267061.01,394.024864
532680.01,2267161.01,393.429169
532680.01,2267261.01,395.780167
532680.01,2267361.01,397.19603
532680.01,2267461.01,397.008118
532680.01,2267561.01,397.500092
532680.01,2267661.01,397.561508
532680.01,2267761.01,396.760033
532680.01,2267861.01,397.795654
532680.01,2267961.01,398.121094
532680.01,2268061.01,397.229919
532680.01,2268161.01,396.759735
532680.01,2268261.01,394.494354
532680.01,2268361.01,390.876114
532680.01,2268461.01,387.667419
532680.01,2268561.01,389.460724
532680.01,2268661.01,391.687653
532680.01,2268761.01,-9999
532780.01,2261761.01,429.540741
532780.01,2261861.01,426.565842
532780.01,2261961.01,425.838135
532780.01,2262061.01,424.69664
532780.01,2262161.01,421.722458
532780.01,2262261.01,421.487404
532780.01,2262361.01,419.609802
532780.01,2262461.01,413.533615
532780.01,2262561.01,413.515991
532780.01,2262661.01,414.634995
532780.01,2262761.01,415.543167
532780.01,2262861.01,413.842758
532780.01,2262961.01,411.564636
532780.01,2263061.01,410.780975
532780.01,2263161.01,410.467987
532780.01,2263261.01,409.070313
532780.01,2263361.01,408.08046
532780.01,2263461.01,406.133621
532780.01,2263561.01,403.662781
532780.01,2263661.01,402.682098
532780.01,2263761.01,400.117264
532780.01,2263861.01,394.704819
532780.01,2263961.01,392.294586
532780.01,2264061.01,388.707809
532780.01,2264161.01,385.473511
532780.01,2264261.01,383.948822
532780.01,2264361.01,378.805084
532780.01,2264461.01,375.784088
532780.01,2264561.01,373.842712
532780.01,2264661.01,369.981407
532780.01,2264761.01,365.805008
532780.01,2264861.01,363.190033
532780.01,2264961.01,362.088379
532780.01,2265061.01,363.759293
532780.01,2265161.01,365.687958
532780.01,2265261.01,368.824829
532780.01,2265361.01,373.599937
532780.01,2265461.01,374.865875
532780.01,2265561.01,374.876785
532780.01,2265661.01,374.305542
532780.01,2265761.01,374.720444
532780.01,2265861.01,377.980484
532780.01,2265961.01,380.868294
532780.01,2266061.01,382.329514
532780.01,2266161.01,383.218185
532780.01,2266261.01,385.757782
532780.01,2266361.01,390.216171
532780.01,2266461.01,395.914795
532780.01,2266561.01,398.349609
532780.01,2266661.01,401.276825
532780.01,2266761.01,403.177292
532780.01,2266861.01,403.941467
532780.01,2266961.01,401.811615
532780.01,2267061.01,394.882935
532780.01,2267161.01,392.024429
532780.01,2267261.01,391.569862
532780.01,2267361.01,394.685806
532780.01,2267461.01,395.759277
532780.01,2267561.01,396.569977
532780.01,2267661.01,396.92395
532780.01,2267761.01,398.94812
532780.01,2267861.01,399.607635
532780.01,2267961.01,399.791283
532780.01,2268061.01,399.603455
532780.01,2268161.01,396.472366
532780.01,2268261.01,394.731964
532780.01,2268361.01,392.263474
532780.01,2268461.01,392.340714
532780.01,2268561.01,392.792778
532780.01,2268661.01,393.247253
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,441.822708
532880.01,2261761.01,441.279587
532880.01,2261861.01,441.31562
532880.01,2261961.01,439.414093
532880.01,2262061.01,437.939194
532880.01,2262161.01,432.517639
532880.01,2262261.01,429.466263
532880.01,2262361.01,428.802048
532880.01,2262461.01,423.474663
532880.01,2262561.01,418.443909
532880.01,2262661.01,418.347961
532880.01,2262761.01,416.155518
532880.01,2262861.01,414.636032
532880.01,2262961.01,415.837044
532880.01,2263061.01,414.045197
532880.01,2263161.01,412.7034
532880.01,2263261.01,410.873032
532880.01,2263361.01,409.957855
532880.01,2263461.01,408.367279
532880.01,2263561.01,404.911758
532880.01,2263661.01,403.414337
532880.01,2263761.01,400.490913
532880.01,2263861.01,396.259872
532880.01,2263961.01,394.533615
532880.01,2264061.01,390.58963
532880.01,2264161.01,387.358932
532880.01,2264261.01,385.982224
532880.01,2264361.01,379.568253
532880.01,2264461.01,372.621803
532880.01,2264561.01,368.160583
532880.01,2264661.01,365.45694
532880.01,2264761.01,362.16037
532880.01,2264861.01,360.142883
532880.01,2264961.01,361.923141
532880.01,2265061.01,363.983978
532880.01,2265161.01,365.470963
532880.01,2265261.01,368.333847
532880.01,2265361.01,373.858246
532880.01,2265461.01,373.895065
532880.01,2265561.01,371.439758
532880.01,2265661.01,370.987305
532880.01,2265761.01,374.852371
532880.01,2265861.01,377.144958
532880.01,2265961.01,377.316223
532880.01,2266061.01,379.281616
532880.01,2266161.01,380.056496
532880.01,2266261.01,382.660461
532880.01,2266361.01,388.240593
532880.01,2266461.01,391.299652
532880.01,2266561.01,396.786987
532880.01,2266661.01,401.789886
532880.01,2266761.01,404.259766
532880.01,2266861.01,406.100624
532880.01,2266961.01,402.858383
532880.01,2267061.01,394.516472
532880.01,2267161.01,391.470428
532880.01,2267261.01,391.210815
532880.01,2267361.01,393.702606
532880.01,2267461.01,394.297249
532880.01,2267561.01,395.701462
532880.01,2267661.01,396.269348
532880.01,2267761.01,397.703308
532880.01,2267861.01,398.866898
532880.01,2267961.01,399.121368
532880.01,2268061.01,399.507912
532880.01,2268161.01,398.967346
532880.01,2268261.01,398.262955
532880.01,2268361.01,398.91983
532880.01,2268461.01,397.35553
532880.01,2268561.01,394.878021
532880.01,2268661.01,395.652069
532880.01,2268761.01,395.784363
532880.01,2268861.01,-9999
532980.01,2261561.01,448.373917
532980.01,2261661.01,447.972137
532980.01,2261761.01,445.494766
532980.01,2261861.01,446.320496
532980.01,2261961.01,447.395294
532980.01,2262061.01,446.668091
532980.01,2262161.01,444.337936
532980.01,2262261.01,438.801231
532980.01,2262361.01,435.283905
532980.01,2262461.01,433.65715
532980.01,2262561.01,431.529999
532980.01,2262661.01,428.090279
532980.01,2262761.01,421.892838
532980.01,2262861.01,419.459839
532980.01,2262961.01,420.07312
532980.01,2263061.01,417.880783
532980.01,2263161.01,415.524384
532980.01,2263261.01,414.098938
532980.01,2263361.01,411.558212
532980.01,2263461.01,406.250931
532980.01,2263561.01,405.01091
532980.01,2263661.01,403.624298
532980.01,2263761.01,401.352081
532980.01,2263861.01,397.475708
532980.01,2263961.01,396.09877
532980.01,2264061.01,392.324081
532980.01,2264161.01,388.484375
532980.01,2264261.01,384.250031
532980.01,2264361.01,374.694107
532980.01,2264461.01,368.472748
532980.01,2264561.01,366.698677
532980.01,2264661.01,364.515114
532980.01,2264761.01,361.42981
532980.01,2264861.01,361.209641
532980.01,2264961.01,363.270477
532980.01,2265061.01,364.272415
532980.01,2265161.01,363.990067
532980.01,2265261.01,368.80851
532980.01,2265361.01,371.540039
532980.01,2265461.01,371.003578
532980.01,2265561.01,369.120026
532980.01,2265661.01,368.555405
532980.01,2265761.01,373.63031
532980.01,2265861.01,376.541069
532980.01,2265961.01,375.604683
532980.01,2266061.01,376.54863
532980.01,2266161.01,378.185318
532980.01,2266261.01,381.811798
532980.01,2266361.01,387.119171
532980.01,2266461.01,390.442581
532980.01,2266561.01,396.32151
532980.01,2266661.01,403.041687
532980.01,2266761.01,405.432816
532980.01,2266861.01,407.208405
532980.01,2266961.01,405.211197
532980.01,2267061.01,401.749863
532980.01,2267161.01,395.547012
532980.01,2267261.01,394.89061
532980.01,2267361.01,395.162155
532980.01,2267461.01,395.129852
532980.01,2267561.01,394.733704
532980.01,2267661.01,395.957855
532980.01,2267761.01,397.509796
532980.01,2267861.01,399.329216
532980.01,2267961.01,400.361481
532980.01,2268061.01,402.265198
532980.01,2268161.01,401.815765
532980.01,2268261.01,400.792877
532980.01,2268361.01,401.018372
532980.01,2268461.01,398.069489
532980.01,2268561.01,397.35173
532980.01,2268661.01,399.971252
532980.01,2268761.01,401.053925
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,449.529266
533080.01,2261561.01,449.513153
533080.01,2261661.01,448.246765
533080.01,2261761.01,448.862595
533080.01,2261861.01,449.941727
533080.01,2261961.01,450.678909
533080.01,2262061.01,450.182312
533080.01,2262161.01,446.230804
533080.01,2262261.01,440.541687
533080.01,2262361.01,437.170815
533080.01,2262461.01,435.158539
533080.01,2262561.01,430.757736
533080.01,2262661.01,428.838501
533080.01,2262761.01,426.170807
533080.01,2262861.01,424.058395
533080.01,2262961.01,422.553421
533080.01,2263061.01,419.219398
533080.01,2263161.01,416.063431
533080.01,2263261.01,413.71106
533080.01,2263361.01,411.351074
533080.01,2263461.01,406.869553
533080.01,2263561.01,406.503616
533080.01,2263661.01,404.678253
533080.01,2263761.01,402.071136
533080.01,2263861.01,401.255829
533080.01,2263961.01,396.3396
533080.01,2264061.01,388.024078
533080.01,2264161.01,380.073883
533080.01,2264261.01,374.03595
533080.01,2264361.01,369.735764
533080.01,2264461.01,365.725906
533080.01,2264561.01,364.279205
533080.01,2264661.01,365.336456
533080.01,2264761.01,363.209579
533080.01,2264861.01,362.690491
533080.01,2264961.01,362.185371
533080.01,2265061.01,363.149521
533080.01,2265161.01,364.873291
533080.01,2265261.01,368.23439
533080.01,2265361.01,368.713806
533080.01,2265461.01,368.823959
533080.01,2265561.01,366.836472
533080.01,2265661.01,366.946976
533080.01,2265761.01,371.219574
533080.01,2265861.01,373.777191
533080.01,2265961.01,373.841888
533080.01,2266061.01,375.188675
533080.01,2266161.01,376.987228
533080.01,2266261.01,380.972229
533080.01,2266361.01,385.431534
533080.01,2266461.01,389.275452
533080.01,2266561.01,394.72142
533080.01,2266661.01,400.216705
533080.01,2266761.01,402.608627
533080.01,2266861.01,406.13327
533080.01,2266961.01,406.86335
533080.01,2267061.01,406.317474
533080.01,2267161.01,400.596619
533080.01,2267261.01,397.138885
533080.01,2267361.01,397.571968
533080.01,2267461.01,397.020203
533080.01,2267561.01,395.819588
533080.01,2267661.01,397.456818
533080.01,2267761.01,400.221832
533080.01,2267861.01,402.947922
533080.01,2267961.01,401.577698
533080.01,2268061.01,401.316673
533080.01,2268161.01,402.615463
533080.01,2268261.01,401.01812
533080.01,2268361.01,399.693268
533080.01,2268461.01,397.23288
533080.01,2268561.01,398.70816
533080.01,2268661.01,402.527443
533080.01,2268761.01,402.213303
533080.01,2268861.01,403.939972
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,447.981018
533180.01,2261561.01,449.407822
533180.01,2261661.01,449.678009
533180.01,2261761.01,450.251434
533180.01,2261861.01,450.70871
533180.01,2261961.01,451.28167
533180.01,2262061.01,450.556671
533180.01,2262161.01,446.237732
533180.01,2262261.01,444.343872
533180.01,2262361.01,438.998413
533180.01,2262461.01,434.877136
533180.01,2262561.01,432.105598
533180.01,2262661.01,429.18309
533180.01,2262761.01,427.145477
533180.01,2262861.01,424.90683
533180.01,2262961.01,421.263031
533180.01,2263061.01,418.102066
533180.01,2263161.01,415.159424
533180.01,2263261.01,413.947723
533180.01,2263361.01,411.972778
533180.01,2263461.01,408.519814
533180.01,2263561.01,406.713593
533180.01,2263661.01,404.366959
533180.01,2263761.01,402.407532
533180.01,2263861.01,398.987381
533180.01,2263961.01,391.202087
533180.01,2264061.01,381.140594
533180.01,2264161.01,377.320618
533180.01,2264261.01,374.327301
533180.01,2264361.01,370.279846
533180.01,2264461.01,365.237244
533180.01,2264561.01,364.409737
533180.01,2264661.01,363.85733
533180.01,2264761.01,362.311035
533180.01,2264861.01,361.698669
533180.01,2264961.01,361.032776
533180.01,2265061.01,362.360291
533180.01,2265161.01,364.945152
533180.01,2265261.01,367.847794
533180.01,2265361.01,367.955948
533180.01,2265461.01,367.59726
533180.01,2265561.01,366.08548
533180.01,2265661.01,367.778198
533180.01,2265761.01,370.469681
533180.01,2265861.01,371.393944
533180.01,2265961.01,372.427536
533180.01,2266061.01,374.479675
533180.01,2266161.01,377.745178
533180.01,2266261.01,382.306732
533180.01,2266361.01,385.895294
533180.01,2266461.01,389.024162
533180.01,2266561.01,394.109573
533180.01,2266661.01,398.545959
533180.01,2266761.01,400.014069
533180.01,2266861.01,401.947235
533180.01,2266961.01,406.101044
533180.01,2267061.01,406.990799
533180.01,2267161.01,404.426476
533180.01,2267261.01,400.618988
533180.01,2267361.01,400.464203
533180.01,2267461.01,399.469421
533180.01,2267561.01,397.394012
533180.01,2267661.01,398.04277
533180.01,2267761.01,401.9562
533180.01,2267861.01,404.290878
533180.01,2267961.01,402.249268
533180.01,2268061.01,400.608673
533180.01,2268161.01,400.945496
533180.01,2268261.01,399.071594
533180.01,2268361.01,399.253189
533180.01,2268461.01,400.062012
533180.01,2268561.01,402.062286
533180.01,2268661.01,404.86937
533180.01,2268761.01,406.264557
533180.01,2268861.01,406.121597
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,443.82962
533280.01,2261461.01,446.21022
533280.01,2261561.01,448.446655
533280.01,2261661.01,448.773735
533280.01,2261761.01,449.400253
533280.01,2261861.01,450.385979
533280.01,2261961.01,450.770691
533280.01,2262061.01,449.236603
533280.01,2262161.01,445.923187
533280.01,2262261.01,443.688446
533280.01,2262361.01,438.004364
533280.01,2262461.01,433.218964
533280.01,2262561.01,431.00798
533280.01,2262661.01,428.846313
533280.01,2262761.01,424.627823
533280.01,2262861.01,421.30719
533280.01,2262961.01,419.744759
533280.01,2263061.01,417.593536
533280.01,2263161.01,414.705017
533280.01,2263261.01,413.512299
533280.01,2263361.01,409.183075
533280.01,2263461.01,406.234467
533280.01,2263561.01,401.051666
533280.01,2263661.01,397.749786
533280.01,2263761.01,392.120056
533280.01,2263861.01,387.580093
533280.01,2263961.01,383.043671
533280.01,2264061.01,378.16626
533280.01,2264161.01,376.408005
533280.01,2264261.01,373.996765
533280.01,2264361.01,370.817062
533280.01,2264461.01,367.888397
533280.01,2264561.01,363.941864
533280.01,2264661.01,362.748901
533280.01,2264761.01,361.651955
533280.01,2264861.01,360.884827
533280.01,2264961.01,359.87603
533280.01,2265061.01,361.164841
533280.01,2265161.01,364.786469
533280.01,2265261.01,366.500305
533280.01,2265361.01,368.127563
533280.01,2265461.01,368.052643
533280.01,2265561.01,367.423096
533280.01,2265661.01,369.587921
533280.01,2265761.01,371.010635
533280.01,2265861.01,370.510773
533280.01,2265961.01,373.470154
533280.01,2266061.01,375.913506
533280.01,2266161.01,379.601547
533280.01,2266261.01,382.988045
533280.01,2266361.01,385.668976
533280.01,2266461.01,389.994339
533280.01,2266561.01,394.821777
533280.01,2266661.01,397.180771
533280.01,2266761.01,398.054535
533280.01,2266861.01,399.584656
533280.01,2266961.01,402.947571
533280.01,2267061.01,404.173141
533280.01,2267161.01,404.934204
533280.01,2267261.01,403.612396
533280.01,2267361.01,403.092216
533280.01,2267461.01,402.188065
533280.01,2267561.01,400.526817
533280.01,2267661.01,400.333313
533280.01,2267761.01,398.645477
533280.01,2267861.01,401.056549
533280.01,2267961.01,401.123672
533280.01,2268061.01,401.473953
533280.01,2268161.01,402.40358
533280.01,2268261.01,401.938629
533280.01,2268361.01,399.623428
533280.01,2268461.01,399.92804
533280.01,2268561.01,401.623474
533280.01,2268661.01,400.721298
533280.01,2268761.01,397.790176
533280.01,2268861.01,397.29924
533280.01,2268961.01,396.033905
533280.01,2269061.01,-9999
533280.01,2269161.01,-9999
533380.01,2261261.01,-9999
533380.01,2261361.01,443.795502
533380.01,2261461.01,446.580696
533380.01,2261561.01,447.11972
533380.01,2261661.01,447.344055
533380.01,2261761.01,448.466675
533380.01,2261861.01,448.976654
533380.01,2261961.01,449.584335
533380.01,2262061.01,448.793571
533380.01,2262161.01,445.155441
533380.01,2262261.01,443.051086
533380.01,2262361.01,437.960602
533380.01,2262461.01,431.238739
533380.01,2262561.01,428.408218
533380.01,2262661.01,424.30629
533380.01,2262761.01,420.952148
533380.01,2262861.01,419.030426
533380.01,2262961.01,416.954819
533380.01,2263061.01,415.75061
533380.01,2263161.01,413.042114
533380.01,2263261.01,409.979721
533380.01,2263361.01,404.486382
533380.01,2263461.01,400.742569
533380.01,2263561.01,395.009796
533380.01,2263661.01,391.617432
533380.01,2263761.01,385.735107
533380.01,2263861.01,383.115555
533380.01,2263961.01,380.478867
533380.01,2264061.01,377.258652
533380.01,2264161.01,374.826233
533380.01,2264261.01,372.294037
533380.01,2264361.01,370.642365
533380.01,2264461.01,368.494232
533380.01,2264561.01,364.047516
533380.01,2264661.01,362.30323
533380.01,2264761.01,361.615906
533380.01,2264861.01,360.552643
533380.01,2264961.01,359.83252
533380.01,2265061.01,363.270157
533380.01,2265161.01,366.477577
533380.01,2265261.01,367.860764
533380.01,2265361.01,368.409142
533380.01,2265461.01,368.439362
533380.01,2265561.01,370.018036
533380.01,2265661.01,373.611816
533380.01,2265761.01,373.559784
533380.01,2265861.01,372.265533
533380.01,2265961.01,374.844894
533380.01,2266061.01,377.211456
533380.01,2266161.01,379.970337
533380.01,2266261.01,382.541473
533380.01,2266361.01,385.886047
533380.01,2266461.01,389.720894
533380.01,2266561.01,393.207764
533380.01,2266661.01,394.481888
533380.01,2266761.01,396.720123
533380.01,2266861.01,398.38414
533380.01,2266961.01,398.945358
533380.01,2267061.01,400.178841
533380.01,2267161.01,402.125549
533380.01,2267261.01,404.401146
533380.01,2267361.01,404.08902
533380.01,2267461.01,402.202347
533380.01,2267561.01,400.765594
533380.01,2267661.01,396.385025
533380.01,2267761.01,397.505569
533380.01,2267861.01,399.990372
533380.01,2267961.01,400.749405
533380.01,2268061.01,403.201965
533380.01,2268161.01,403.542587
533380.01,2268261.01,402.077667
533380.01,2268361.01,399.375237
533380.01,2268461.01,398.904892
533380.01,2268561.01,396.996185
533380.01,2268661.01,395.823456
533380.01,2268761.01,394.563065
533380.01,2268861.01,396.035828
533380.01,2268961.01,397.520294
533380.01,2269061.01,-9999
533380.01,2269161.01,-9999
533480.01,2261161.01,-9999
533480.01,2261261.01,444.2276
533480.01,2261361.01,443.392212
533480.01,2261461.01,445.482788
533480.01,2261561.01,445.679504
533480.01,2261661.01,444.92025
533480.01,2261761.01,445.820221
533480.01,2261861.01,445.613556
533480.01,2261961.01,447.589813
533480.01,2262061.01,446.591766
533480.01,2262161.01,442.04776
533480.01,2262261.01,439.292473
533480.01,2262361.01,435.679382
533480.01,2262461.01,430.185287
533480.01,2262561.01,426.419342
533480.01,2262661.01,422.778656
533480.01,2262761.01,419.678192
533480.01,2262861.01,416.710175
533480.01,2262961.01,415.236061
533480.01,2263061.01,409.212616
533480.01,2263161.01,403.693985
533480.01,2263261.01,402.852783
533480.01,2263361.01,398.054932
533480.01,2263461.01,394.10881
533480.01,2263561.01,390.57679
533480.01,2263661.01,387.455429
533480.01,2263761.01,385.410782
533480.01,2263861.01,382.820587
533480.01,2263961.01,380.578842
533480.01,2264061.01,377.740723
533480.01,2264161.01,374.315491
533480.01,2264261.01,369.707207
533480.01,2264361.01,366.80098
533480.01,2264461.01,362.849396
533480.01,2264561.01,359.767487
533480.01,2264661.01,360.244171
533480.01,2264761.01,360.382034
533480.01,2264861.01,360.235672
533480.01,2264961.01,360.556717
533480.01,2265061.01,364.088028
533480.01,2265161.01,366.241974
533480.01,2265261.01,367.47023
533480.01,2265361.01,366.945984
533480.01,2265461.01,368.249954
533480.01,2265561.01,372.464516
533480.01,2265661.01,375.880524
533480.01,2265761.01,376.198502
533480.01,2265861.01,374.208221
533480.01,2265961.01,374.760803
533480.01,2266061.01,375.790298
533480.01,2266161.01,378.944031
533480.01,2266261.01,382.564697
533480.01,2266361.01,384.769638
533480.01,2266461.01,388.374634
533480.01,2266561.01,391.269394
533480.01,2266661.01,392.719788
533480.01,2266761.01,395.66275
533480.01,2266861.01,398.065674
533480.01,2266961.01,399.245514
533480.01,2267061.01,400.930832
533480.01,2267161.01,402.246643
533480.01,2267261.01,404.622772
533480.01,2267361.01,403.998535
533480.01,2267461.01,402.962158
533480.01,2267561.01,398.398834
533480.01,2267661.01,396.919022
533480.01,2267761.01,397.362091
533480.01,2267861.01,399.282776
533480.01,2267961.01,400.190765
533480.01,2268061.01,401.582489
533480.01,2268161.01,401.496979
533480.01,2268261.01,399.25354
533480.01,2268361.01,397.737091
533480.01,2268461.01,398.465302
533480.01,2268561.01,397.855736
533480.01,2268661.01,396.280609
533480.01,2268761.01,394.06321
533480.01,2268861.01,394.745453
533480.01,2268961.01,396.241913
533480.01,2269061.01,394.170395
533480.01,2269161.01,-9999
533480.01,2269261.01,-9999
533580.01,2261161.01,441.330078
533580.01,2261261.01,440.75795
533580.01,2261361.01,440.779327
533580.01,2261461.01,444.336884
533580.01,2261561.01,443.978165
533580.01,2261661.01,442.744751
533580.01,2261761.01,443.815903
533580.01,2261861.01,443.696396
533580.01,2261961.01,443.047195
533580.01,2262061.01,439.917206
533580.01,2262161.01,436.904785
533580.01,2262261.01,435.224762
533580.01,2262361.01,430.547058
533580.01,2262461.01,425.823929
533580.01,2262561.01,424.091461
533580.01,2262661.01,420.65361
533580.01,2262761.01,418.076065
533580.01,2262861.01,417.01239
533580.01,2262961.01,413.657745
533580.01,2263061.01,406.385239
533580.01,2263161.01,402.632858
533580.01,2263261.01,399.891586
533580.01,2263361.01,396.586655
533580.01,2263461.01,393.855927
533580.01,2263561.01,389.606216
533580.01,2263661.01,385.73056
533580.01,2263761.01,383.833778
533580.01,2263861.01,381.539154
533580.01,2263961.01,378.84697
533580.01,2264061.01,376.532715
533580.01,2264161.01,372.843292
533580.01,2264261.01,367.73349
533580.01,2264361.01,363.95665
533580.01,2264461.01,361.28537
533580.01,2264561.01,359.332092
533580.01,2264661.01,360.390114
533580.01,2264761.01,360.832764
533580.01,2264861.01,362.332062
533580.01,2264961.01,364.653931
533580.01,2265061.01,365.417618
533580.01,2265161.01,365.24913
533580.01,2265261.01,366.164459
533580.01,2265361.01,366.698792
533580.01,2265461.01,370.115494
533580.01,2265561.01,375.092255
533580.01,2265661.01,376.31102
533580.01,2265761.01,375.312744
533580.01,2265861.01,370.556702
533580.01,2265961.01,370.254395
533580.01,2266061.01,372.838287
533580.01,2266161.01,376.797791
533580.01,2266261.01,380.623718
533580.01,2266361.01,382.70285
533580.01,2266461.01,386.309677
533580.01,2266561.01,389.420547
533580.01,2266661.01,391.251129
533580.01,2266761.01,394.53891
533580.01,2266861.01,397.92038
533580.01,2266961.01,399.656776
533580.01,2267061.01,401.494003
533580.01,2267161.01,405.839111
533580.01,2267261.01,405.347351
533580.01,2267361.01,403.848145
533580.01,2267461.01,404.966202
533580.01,2267561.01,404.647766
533580.01,2267661.01,399.392181
533580.01,2267761.01,399.892609
533580.01,2267861.01,401.094818
533580.01,2267961.01,400.553986
533580.01,2268061.01,400.776016
533580.01,2268161.01,399.232147
533580.01,2268261.01,398.33429
533580.01,2268361.01,397.614883
533580.01,2268461.01,396.993576
533580.01,2268561.01,397.95192
533580.01,2268661.01,397.811035
533580.01,2268761.01,396.203354
533580.01,2268861.01,392.641891
533580.01,2268961.01,390.334465
533580.01,2269061.01,388.837036
533580.01,2269161.01,-9999
533580.01,2269261.01,-9999
533680.01,2261061.01,-9999
533680.01,2261161.01,436.272041
533680.01,2261261.01,437.095551
533680.01,2261361.01,439.847748
533680.01,2261461.01,440.165375
533680.01,2261561.01,439.548645
533680.01,2261661.01,438.868973
533680.01,2261761.01,439.491814
533680.01,2261861.01,438.738037
533680.01,2261961.01,438.232788
533680.01,2262061.01,436.615265
533680.01,2262161.01,434.255287
533680.01,2262261.01,431.697739
533680.01,2262361.01,425.272522
533680.01,2262461.01,424.124786
533680.01,2262561.01,423.855896
533680.01,2262661.01,420.651062
533680.01,2262761.01,417.721375
533680.01,2262861.01,411.828506
533680.01,2262961.01,406.786346
533680.01,2263061.01,402.941658
533680.01,2263161.01,401.3591
533680.01,2263261.01,399.819031
533680.01,2263361.01,397.00647
533680.01,2263461.01,394.332024
533680.01,2263561.01,389.983688
533680.01,2263661.01,384.77475
533680.01,2263761.01,382.420868
533680.01,2263861.01,379.741272
533680.01,2263961.01,376.56105
533680.01,2264061.01,373.014496
533680.01,2264161.01,367.743294
533680.01,2264261.01,364.588821
533680.01,2264361.01,362.050995
533680.01,2264461.01,360.519409
533680.01,2264561.01,360.507309
533680.01,2264661.01,361.211075
533680.01,2264761.01,361.54126
533680.01,2264861.01,361.957886
533680.01,2264961.01,365.421387
533680.01,2265061.01,365.792648
533680.01,2265161.01,365.603485
533680.01,2265261.01,365.783401
533680.01,2265361.01,368.256226
533680.01,2265461.01,372.116257
533680.01,2265561.01,372.339249
533680.01,2265661.01,369.075424
533680.01,2265761.01,364.971436
533680.01,2265861.01,365.978638
533680.01,2265961.01,367.378662
533680.01,2266061.01,370.205658
533680.01,2266161.01,374.597
533680.01,2266261.01,377.932465
533680.01,2266361.01,381.394028
533680.01,2266461.01,385.095612
533680.01,2266561.01,389.15451
533680.01,2266661.01,391.093658
533680.01,2266761.01,394.876785
533680.01,2266861.01,398.584747
533680.01,2266961.01,402.218948
533680.01,2267061.01,404.834595
533680.01,2267161.01,407.83139
533680.01,2267261.01,405.67511
533680.01,2267361.01,404.293854
533680.01,2267461.01,405.580078
533680.01,2267561.01,404.159119
533680.01,2267661.01,400.098389
533680.01,2267761.01,398.724304
533680.01,2267861.01,398.028595
533680.01,2267961.01,398.542374
533680.01,2268061.01,400.816895
533680.01,2268161.01,401.40036
533680.01,2268261.01,399.53833
533680.01,2268361.01,399.027679
533680.01,2268461.01,398.800247
533680.01,2268561.01,399.508423
533680.01,2268661.01,397.382149
533680.01,2268761.01,395.262451
533680.01,2268861.01,394.114258
533680.01,2268961.01,391.496933
533680.01,2269061.01,388.794037
533680.01,2269161.01,389.04248
533680.01,2269261.01,-9999
533680.01,2269361.01,-9999
533780.01,2261061.01,-9999
533780.01,2261161.01,433.129028
533780.01,2261261.01,435.965454
533780.01,2261361.01,438.365402
533780.01,2261461.01,436.545593
533780.01,2261561.01,436.911575
533780.01,2261661.01,436.366913
533780.01,2261761.01,434.796555
533780.01,2261861.01,432.848755
533780.01,2261961.01,431.748566
533780.01,2262061.01,430.258514
533780.01,2262161.01,426.643463
533780.01,2262261.01,424.424225
533780.01,2262361.01,423.219925
533780.01,2262461.01,422.508347
533780.01,2262561.01,423.345383
533780.01,2262661.01,419.987167
533780.01,2262761.01,409.814484
533780.01,2262861.01,406.041443
533780.01,2262961.01,402.912354
533780.01,2263061.01,401.49601
533780.01,2263161.01,399.123535
533780.01,2263261.01,396.568359
533780.01,2263361.01,394.470703
533780.01,2263461.01,392.195023
533780.01,2263561.01,388.616028
533780.01,2263661.01,384.812897
533780.01,2263761.01,382.123642
533780.01,2263861.01,379.65686
533780.01,2263961.01,376.302979
533780.01,2264061.01,371.194092
533780.01,2264161.01,365.62149
533780.01,2264261.01,362.721008
533780.01,2264361.01,361.772179
533780.01,2264461.01,360.722534
