"X","Y","H30_Lusit (TWT)"
536080.01,2265061.01,337.577332
536080.01,2265161.01,335.174866
536080.01,2265261.01,332.933228
536080.01,2265361.01,333.57515
536080.01,2265461.01,330.294548
536080.01,2265561.01,324.759735
536080.01,2265661.01,326.69751
536080.01,2265761.01,327.920624
536080.01,2265861.01,330.500153
536080.01,2265961.01,334.717957
536080.01,2266061.01,337.142929
536080.01,2266161.01,343.275795
536080.01,2266261.01,350.196533
536080.01,2266361.01,353.816864
536080.01,2266461.01,358.64505
536080.01,2266561.01,362.859634
536080.01,2266661.01,366.886169
536080.01,2266761.01,372.550797
536080.01,2266861.01,375.768494
536080.01,2266961.01,377.687378
536080.01,2267061.01,382.285507
536080.01,2267161.01,385.072754
536080.01,2267261.01,386.246391
536080.01,2267361.01,387.143295
536080.01,2267461.01,390.267677
536080.01,2267561.01,394.851089
536080.01,2267661.01,397.281097
536080.01,2267761.01,405.595001
536080.01,2267861.01,410.369736
536080.01,2267961.01,407.520889
536080.01,2268061.01,399.1064
536080.01,2268161.01,396.773972
536080.01,2268261.01,398.419281
536080.01,2268361.01,399.052658
536080.01,2268461.01,402.017578
536080.01,2268561.01,405.335793
536080.01,2268661.01,410.846115
536080.01,2268761.01,412.664612
536080.01,2268861.01,410.467804
536080.01,2268961.01,410.359985
536080.01,2269061.01,414.568146
536080.01,2269161.01,415.862862
536080.01,2269261.01,415.024963
536080.01,2269361.01,415.288101
536080.01,2269461.01,415.949539
536080.01,2269561.01,409.598022
536080.01,2269661.01,406.612946
536080.01,2269761.01,409.285614
536080.01,2269861.01,411.894409
536080.01,2269961.01,413.775009
536080.01,2270061.01,412.291748
536080.01,2270161.01,414.348572
536080.01,2270261.01,416.094833
536080.01,2270361.01,415.34964
536080.01,2270461.01,414.842628
536080.01,2270561.01,421.741501
536080.01,2270661.01,428.469543
536080.01,2270761.01,428.185272
536080.01,2270861.01,427.252869
536080.01,2270961.01,430.743713
536080.01,2271061.01,432.194778
536080.01,2271161.01,430.363785
536080.01,2271261.01,432.722168
536080.01,2271361.01,437.232803
536080.01,2271461.01,438.112335
536080.01,2271561.01,435.505661
536080.01,2271661.01,433.714081
536080.01,2271761.01,432.874016
536080.01,2271861.01,430.2061
536080.01,2271961.01,429.870956
536080.01,2272061.01,430.241058
536080.01,2272161.01,433.359192
536080.01,2272261.01,436.03981
536080.01,2272361.01,437.069656
536080.01,2272461.01,-9999
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,385.277847
536180.01,2261661.01,383.990326
536180.01,2261761.01,383.286301
536180.01,2261861.01,383.064026
536180.01,2261961.01,382.048492
536180.01,2262061.01,380.828659
536180.01,2262161.01,380.380249
536180.01,2262261.01,380.101028
536180.01,2262361.01,376.994537
536180.01,2262461.01,374.733276
536180.01,2262561.01,369.509354
536180.01,2262661.01,367.578575
536180.01,2262761.01,366.956512
536180.01,2262861.01,367.589081
536180.01,2262961.01,367.176208
536180.01,2263061.01,365.679535
536180.01,2263161.01,364.772034
536180.01,2263261.01,365.107399
536180.01,2263361.01,364.59729
536180.01,2263461.01,364.462128
536180.01,2263561.01,360.536148
536180.01,2263661.01,357.609528
536180.01,2263761.01,356.226669
536180.01,2263861.01,353.370682
536180.01,2263961.01,351.878601
536180.01,2264061.01,351.15387
536180.01,2264161.01,350.29599
536180.01,2264261.01,349.517487
536180.01,2264361.01,347.76268
536180.01,2264461.01,346.557556
536180.01,2264561.01,345.087677
536180.01,2264661.01,342.645584
536180.01,2264761.01,341.794159
536180.01,2264861.01,339.530807
536180.01,2264961.01,337.578644
536180.01,2265061.01,337.533134
536180.01,2265161.01,336.96283
536180.01,2265261.01,336.339478
536180.01,2265361.01,335.495819
536180.01,2265461.01,333.485092
536180.01,2265561.01,330.500671
536180.01,2265661.01,331.003151
536180.01,2265761.01,329.294632
536180.01,2265861.01,331.108681
536180.01,2265961.01,333.207947
536180.01,2266061.01,335.004913
536180.01,2266161.01,342.837494
536180.01,2266261.01,350.04538
536180.01,2266361.01,354.357185
536180.01,2266461.01,360.709183
536180.01,2266561.01,366.959229
536180.01,2266661.01,368.521667
536180.01,2266761.01,372.024765
536180.01,2266861.01,373.892334
536180.01,2266961.01,376.064468
536180.01,2267061.01,380.256256
536180.01,2267161.01,382.891006
536180.01,2267261.01,383.948212
536180.01,2267361.01,387.020782
536180.01,2267461.01,389.933167
536180.01,2267561.01,390.624878
536180.01,2267661.01,396.630066
536180.01,2267761.01,403.151291
536180.01,2267861.01,404.375717
536180.01,2267961.01,406.336792
536180.01,2268061.01,404.545868
536180.01,2268161.01,398.231201
536180.01,2268261.01,399.22271
536180.01,2268361.01,400.227737
536180.01,2268461.01,404.398216
536180.01,2268561.01,407.751007
536180.01,2268661.01,412.402893
536180.01,2268761.01,408.719299
536180.01,2268861.01,410.116974
536180.01,2268961.01,415.366364
536180.01,2269061.01,417.394272
536180.01,2269161.01,417.171021
536180.01,2269261.01,415.233002
536180.01,2269361.01,411.840515
536180.01,2269461.01,408.345703
536180.01,2269561.01,405.530266
536180.01,2269661.01,405.31282
536180.01,2269761.01,409.146225
536180.01,2269861.01,411.582062
536180.01,2269961.01,414.287903
536180.01,2270061.01,412.747101
536180.01,2270161.01,412.58728
536180.01,2270261.01,414.856354
536180.01,2270361.01,414.37085
536180.01,2270461.01,417.560211
536180.01,2270561.01,424.077789
536180.01,2270661.01,427.599854
536180.01,2270761.01,427.189804
536180.01,2270861.01,427.937416
536180.01,2270961.01,430.450851
536180.01,2271061.01,431.824982
536180.01,2271161.01,430.701599
536180.01,2271261.01,436.097443
536180.01,2271361.01,437.968063
536180.01,2271461.01,437.415512
536180.01,2271561.01,438.539642
536180.01,2271661.01,437.350449
536180.01,2271761.01,437.193634
536180.01,2271861.01,434.572632
536180.01,2271961.01,433.33284
536180.01,2272061.01,433.741425
536180.01,2272161.01,434.31221
536180.01,2272261.01,437.125992
536180.01,2272361.01,438.410843
536180.01,2272461.01,439.62854
536180.01,2272561.01,439.460938
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,387.63002
536280.01,2261661.01,387.402069
536280.01,2261761.01,386.448174
536280.01,2261861.01,386.281189
536280.01,2261961.01,384.568817
536280.01,2262061.01,382.362915
536280.01,2262161.01,381.262383
536280.01,2262261.01,380.127686
536280.01,2262361.01,377.521469
536280.01,2262461.01,374.249146
536280.01,2262561.01,369.531631
536280.01,2262661.01,368.114944
536280.01,2262761.01,367.270401
536280.01,2262861.01,365.592979
536280.01,2262961.01,365.924377
536280.01,2263061.01,366.098373
536280.01,2263161.01,366.647064
536280.01,2263261.01,365.990738
536280.01,2263361.01,365.398987
536280.01,2263461.01,364.07029
536280.01,2263561.01,360.243759
536280.01,2263661.01,357.216034
536280.01,2263761.01,356.315918
536280.01,2263861.01,353.405472
536280.01,2263961.01,352.431488
536280.01,2264061.01,353.196289
536280.01,2264161.01,351.317665
536280.01,2264261.01,350.324463
536280.01,2264361.01,350.261932
536280.01,2264461.01,348.573486
536280.01,2264561.01,345.796005
536280.01,2264661.01,344.471786
536280.01,2264761.01,343.551987
536280.01,2264861.01,341.147598
536280.01,2264961.01,339.415535
536280.01,2265061.01,338.81427
536280.01,2265161.01,338.04628
536280.01,2265261.01,338.011414
536280.01,2265361.01,336.788391
536280.01,2265461.01,334.462082
536280.01,2265561.01,335.583817
536280.01,2265661.01,334.605209
536280.01,2265761.01,333.038666
536280.01,2265861.01,333.103958
536280.01,2265961.01,333.827652
536280.01,2266061.01,333.798225
536280.01,2266161.01,341.442703
536280.01,2266261.01,346.297256
536280.01,2266361.01,351.797119
536280.01,2266461.01,358.853455
536280.01,2266561.01,363.767273
536280.01,2266661.01,366.338013
536280.01,2266761.01,370.375618
536280.01,2266861.01,373.652313
536280.01,2266961.01,375.542908
536280.01,2267061.01,378.296936
536280.01,2267161.01,380.338669
536280.01,2267261.01,381.435471
536280.01,2267361.01,385.200729
536280.01,2267461.01,387.671249
536280.01,2267561.01,388.83075
536280.01,2267661.01,395.285645
536280.01,2267761.01,402.019073
536280.01,2267861.01,404.469894
536280.01,2267961.01,405.470642
536280.01,2268061.01,398.344612
536280.01,2268161.01,397.610107
536280.01,2268261.01,400.946411
536280.01,2268361.01,403.389435
536280.01,2268461.01,407.053619
536280.01,2268561.01,409.340485
536280.01,2268661.01,412.849548
536280.01,2268761.01,410.038925
536280.01,2268861.01,411.518127
536280.01,2268961.01,415.409302
536280.01,2269061.01,413.650055
536280.01,2269161.01,407.504364
536280.01,2269261.01,403.512573
536280.01,2269361.01,401.500473
536280.01,2269461.01,398.641357
536280.01,2269561.01,400.898071
536280.01,2269661.01,405.818481
536280.01,2269761.01,408.049149
536280.01,2269861.01,411.560486
536280.01,2269961.01,413.448349
536280.01,2270061.01,411.617828
536280.01,2270161.01,411.747055
536280.01,2270261.01,413.028809
536280.01,2270361.01,416.481384
536280.01,2270461.01,422.090195
536280.01,2270561.01,414.849075
536280.01,2270661.01,420.640289
536280.01,2270761.01,425.776794
536280.01,2270861.01,427.692108
536280.01,2270961.01,430.244141
536280.01,2271061.01,430.274948
536280.01,2271161.01,431.400467
536280.01,2271261.01,434.658714
536280.01,2271361.01,432.726959
536280.01,2271461.01,432.122971
536280.01,2271561.01,436.759827
536280.01,2271661.01,433.850113
536280.01,2271761.01,435.125084
536280.01,2271861.01,434.122406
536280.01,2271961.01,434.219582
536280.01,2272061.01,435.993744
536280.01,2272161.01,437.147919
536280.01,2272261.01,438.474762
536280.01,2272361.01,440.265762
536280.01,2272461.01,439.200165
536280.01,2272561.01,439.07196
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,388.702148
536380.01,2261661.01,389.642609
536380.01,2261761.01,389.74292
536380.01,2261861.01,388.898392
536380.01,2261961.01,385.1035
536380.01,2262061.01,381.65329
536380.01,2262161.01,380.841629
536380.01,2262261.01,378.535339
536380.01,2262361.01,375.404861
536380.01,2262461.01,371.59903
536380.01,2262561.01,370.599289
536380.01,2262661.01,369.596878
536380.01,2262761.01,368.355103
536380.01,2262861.01,365.955414
536380.01,2262961.01,365.366852
536380.01,2263061.01,367.353363
536380.01,2263161.01,366.984634
536380.01,2263261.01,362.261841
536380.01,2263361.01,361.127731
536380.01,2263461.01,360.764099
536380.01,2263561.01,359.719727
536380.01,2263661.01,356.496353
536380.01,2263761.01,356.635666
536380.01,2263861.01,355.719864
536380.01,2263961.01,354.232193
536380.01,2264061.01,354.025696
536380.01,2264161.01,354.063049
536380.01,2264261.01,352.791107
536380.01,2264361.01,353.041702
536380.01,2264461.01,348.673569
536380.01,2264561.01,345.04509
536380.01,2264661.01,343.738678
536380.01,2264761.01,342.252426
536380.01,2264861.01,341.037659
536380.01,2264961.01,340.782616
536380.01,2265061.01,338.796692
536380.01,2265161.01,338.754135
536380.01,2265261.01,338.09494
536380.01,2265361.01,337.281982
536380.01,2265461.01,335.985901
536380.01,2265561.01,337.142349
536380.01,2265661.01,336.985939
536380.01,2265761.01,334.500717
536380.01,2265861.01,335.13488
536380.01,2265961.01,335.806213
536380.01,2266061.01,336.889969
536380.01,2266161.01,343.102905
536380.01,2266261.01,345.6091
536380.01,2266361.01,350.516083
536380.01,2266461.01,355.842812
536380.01,2266561.01,358.14563
536380.01,2266661.01,363.902512
536380.01,2266761.01,369.935486
536380.01,2266861.01,371.539345
536380.01,2266961.01,375.588318
536380.01,2267061.01,378.845047
536380.01,2267161.01,380.232246
536380.01,2267261.01,380.443756
536380.01,2267361.01,380.841446
536380.01,2267461.01,384.063324
536380.01,2267561.01,386.58931
536380.01,2267661.01,393.622238
536380.01,2267761.01,400.792923
536380.01,2267861.01,403.515381
536380.01,2267961.01,405.770782
536380.01,2268061.01,397.520935
536380.01,2268161.01,398.272217
536380.01,2268261.01,404.42524
536380.01,2268361.01,408.308563
536380.01,2268461.01,410.796387
536380.01,2268561.01,411.685699
536380.01,2268661.01,413.948166
536380.01,2268761.01,413.18103
536380.01,2268861.01,411.472725
536380.01,2268961.01,409.335846
536380.01,2269061.01,403.648079
536380.01,2269161.01,399.10495
536380.01,2269261.01,399.435867
536380.01,2269361.01,398.778473
536380.01,2269461.01,396.573547
536380.01,2269561.01,399.916588
536380.01,2269661.01,405.711395
536380.01,2269761.01,408.624786
536380.01,2269861.01,412.499908
536380.01,2269961.01,409.798004
536380.01,2270061.01,408.39743
536380.01,2270161.01,410.669937
536380.01,2270261.01,412.112228
536380.01,2270361.01,414.741547
536380.01,2270461.01,422.055786
536380.01,2270561.01,413.966309
536380.01,2270661.01,417.129822
536380.01,2270761.01,425.141678
536380.01,2270861.01,423.01741
536380.01,2270961.01,422.948929
536380.01,2271061.01,417.103745
536380.01,2271161.01,414.105042
536380.01,2271261.01,415.670105
536380.01,2271361.01,415.854828
536380.01,2271461.01,418.181145
536380.01,2271561.01,423.711884
536380.01,2271661.01,427.048187
536380.01,2271761.01,433.30307
536380.01,2271861.01,432.865417
536380.01,2271961.01,432.349213
536380.01,2272061.01,435.547791
536380.01,2272161.01,438.808052
536380.01,2272261.01,441.067047
536380.01,2272361.01,439.915909
536380.01,2272461.01,439.747375
536380.01,2272561.01,440.184555
536380.01,2272661.01,440.87326
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,392.375015
536480.01,2261761.01,392.252502
536480.01,2261861.01,389.503601
536480.01,2261961.01,384.785187
536480.01,2262061.01,381.60997
536480.01,2262161.01,382.292969
536480.01,2262261.01,378.50827
536480.01,2262361.01,373.760124
536480.01,2262461.01,372.301422
536480.01,2262561.01,371.658798
536480.01,2262661.01,370.471222
536480.01,2262761.01,369.705475
536480.01,2262861.01,368.36853
536480.01,2262961.01,367.173431
536480.01,2263061.01,367.241974
536480.01,2263161.01,365.872955
536480.01,2263261.01,361.946289
536480.01,2263361.01,360.078789
536480.01,2263461.01,358.571014
536480.01,2263561.01,358.082047
536480.01,2263661.01,358.622116
536480.01,2263761.01,359.140839
536480.01,2263861.01,358.299225
536480.01,2263961.01,357.321167
536480.01,2264061.01,356.197945
536480.01,2264161.01,354.958969
536480.01,2264261.01,352.938644
536480.01,2264361.01,350.714203
536480.01,2264461.01,346.883682
536480.01,2264561.01,344.376465
536480.01,2264661.01,343.249466
536480.01,2264761.01,341.457001
536480.01,2264861.01,339.407333
536480.01,2264961.01,338.597458
536480.01,2265061.01,337.744934
536480.01,2265161.01,337.706131
536480.01,2265261.01,337.088837
536480.01,2265361.01,337.034439
536480.01,2265461.01,336.04628
536480.01,2265561.01,336.854446
536480.01,2265661.01,337.990112
536480.01,2265761.01,335.3741
536480.01,2265861.01,334.19101
536480.01,2265961.01,334.416061
536480.01,2266061.01,340.167923
536480.01,2266161.01,344.976837
536480.01,2266261.01,346.352036
536480.01,2266361.01,351.223969
536480.01,2266461.01,356.429153
536480.01,2266561.01,358.985977
536480.01,2266661.01,362.113663
536480.01,2266761.01,367.948792
536480.01,2266861.01,370.138626
536480.01,2266961.01,373.908722
536480.01,2267061.01,378.401108
536480.01,2267161.01,379.704666
536480.01,2267261.01,380.165054
536480.01,2267361.01,381.731613
536480.01,2267461.01,384.968857
536480.01,2267561.01,388.33847
536480.01,2267661.01,393.663177
536480.01,2267761.01,400.212784
536480.01,2267861.01,403.542191
536480.01,2267961.01,403.538841
536480.01,2268061.01,399.360779
536480.01,2268161.01,403.785431
536480.01,2268261.01,407.850739
536480.01,2268361.01,410.017563
536480.01,2268461.01,411.053879
536480.01,2268561.01,411.078934
536480.01,2268661.01,405.807114
536480.01,2268761.01,402.276794
536480.01,2268861.01,398.688644
536480.01,2268961.01,396.120056
536480.01,2269061.01,394.282913
536480.01,2269161.01,394.732803
536480.01,2269261.01,396.846291
536480.01,2269361.01,396.168442
536480.01,2269461.01,396.104889
536480.01,2269561.01,399.265015
536480.01,2269661.01,404.22113
536480.01,2269761.01,407.857391
536480.01,2269861.01,411.098831
536480.01,2269961.01,406.173836
536480.01,2270061.01,408.351105
536480.01,2270161.01,412.877319
536480.01,2270261.01,416.99707
536480.01,2270361.01,423.463417
536480.01,2270461.01,431.228912
536480.01,2270561.01,424.662346
536480.01,2270661.01,424.679779
536480.01,2270761.01,424.134674
536480.01,2270861.01,419.386444
536480.01,2270961.01,412.478119
536480.01,2271061.01,410.423523
536480.01,2271161.01,410.783653
536480.01,2271261.01,414.872589
536480.01,2271361.01,417.988281
536480.01,2271461.01,418.646301
536480.01,2271561.01,419.981476
536480.01,2271661.01,424.905212
536480.01,2271761.01,432.73201
536480.01,2271861.01,429.765533
536480.01,2271961.01,429.12149
536480.01,2272061.01,433.79892
536480.01,2272161.01,437.734955
536480.01,2272261.01,439.481346
536480.01,2272361.01,438.882645
536480.01,2272461.01,439.840805
536480.01,2272561.01,439.72319
536480.01,2272661.01,440.480988
536480.01,2272761.01,441.100845
536480.01,2272861.01,-9999
536580.01,2261561.01,-9999
536580.01,2261661.01,-9999
536580.01,2261761.01,391.935547
536580.01,2261861.01,389.944298
536580.01,2261961.01,385.836761
536580.01,2262061.01,384.762146
536580.01,2262161.01,383.12207
536580.01,2262261.01,378.566711
536580.01,2262361.01,374.600098
536580.01,2262461.01,373.585602
536580.01,2262561.01,373.263748
536580.01,2262661.01,371.646118
536580.01,2262761.01,371.23941
536580.01,2262861.01,370.250397
536580.01,2262961.01,368.967056
536580.01,2263061.01,368.251358
536580.01,2263161.01,364.796707
536580.01,2263261.01,361.29007
536580.01,2263361.01,360.121902
536580.01,2263461.01,358.709015
536580.01,2263561.01,358.917969
536580.01,2263661.01,360.084061
536580.01,2263761.01,359.439003
536580.01,2263861.01,353.842697
536580.01,2263961.01,352.138214
536580.01,2264061.01,350.251877
536580.01,2264161.01,349.016815
536580.01,2264261.01,348.360016
536580.01,2264361.01,348.672821
536580.01,2264461.01,346.366844
536580.01,2264561.01,344.3134
536580.01,2264661.01,343.716446
536580.01,2264761.01,342.044952
536580.01,2264861.01,340.475723
536580.01,2264961.01,339.998718
536580.01,2265061.01,338.864899
536580.01,2265161.01,337.228477
536580.01,2265261.01,335.863892
536580.01,2265361.01,334.751755
536580.01,2265461.01,334.969269
536580.01,2265561.01,334.607742
536580.01,2265661.01,334.576569
536580.01,2265761.01,334.230598
536580.01,2265861.01,334.383179
536580.01,2265961.01,335.900848
536580.01,2266061.01,341.171021
536580.01,2266161.01,345.213562
536580.01,2266261.01,346.857376
536580.01,2266361.01,350.579941
536580.01,2266461.01,357.918022
536580.01,2266561.01,360.88678
536580.01,2266661.01,366.128159
536580.01,2266761.01,369.597656
536580.01,2266861.01,371.678734
536580.01,2266961.01,373.714127
536580.01,2267061.01,377.483337
536580.01,2267161.01,379.147003
536580.01,2267261.01,380.27478
536580.01,2267361.01,383.231323
536580.01,2267461.01,384.785896
536580.01,2267561.01,388.340179
536580.01,2267661.01,394.056511
536580.01,2267761.01,400.636459
536580.01,2267861.01,405.249695
536580.01,2267961.01,403.153168
536580.01,2268061.01,404.796021
536580.01,2268161.01,407.3172
536580.01,2268261.01,409.244446
536580.01,2268361.01,407.922958
536580.01,2268461.01,404.569946
536580.01,2268561.01,402.489944
536580.01,2268661.01,400.502747
536580.01,2268761.01,399.866592
536580.01,2268861.01,397.018982
536580.01,2268961.01,394.93383
536580.01,2269061.01,393.864166
536580.01,2269161.01,394.278503
536580.01,2269261.01,396.341614
536580.01,2269361.01,397.576782
536580.01,2269461.01,397.387901
536580.01,2269561.01,399.628159
536580.01,2269661.01,403.61441
536580.01,2269761.01,406.552979
536580.01,2269861.01,407.781723
536580.01,2269961.01,405.034637
536580.01,2270061.01,408.764694
536580.01,2270161.01,415.010223
536580.01,2270261.01,420.685204
536580.01,2270361.01,433.159805
536580.01,2270461.01,443.810059
536580.01,2270561.01,437.253036
536580.01,2270661.01,426.75267
536580.01,2270761.01,415.5476
536580.01,2270861.01,410.198303
536580.01,2270961.01,410.408081
536580.01,2271061.01,412.032104
536580.01,2271161.01,416.517776
536580.01,2271261.01,420.065079
536580.01,2271361.01,420.635353
536580.01,2271461.01,421.242035
536580.01,2271561.01,422.605644
536580.01,2271661.01,426.958542
536580.01,2271761.01,427.340668
536580.01,2271861.01,424.957047
536580.01,2271961.01,426.25885
536580.01,2272061.01,429.592323
536580.01,2272161.01,433.625656
536580.01,2272261.01,435.128021
536580.01,2272361.01,437.365295
536580.01,2272461.01,438.218628
536580.01,2272561.01,438.155167
536580.01,2272661.01,439.276649
536580.01,2272761.01,440.67424
536580.01,2272861.01,441.125183
536580.01,2272961.01,-9999
536680.01,2261761.01,391.904694
536680.01,2261861.01,391.747925
536680.01,2261961.01,389.369263
536680.01,2262061.01,387.529503
536680.01,2262161.01,382.628021
536680.01,2262261.01,377.800331
536680.01,2262361.01,376.707367
536680.01,2262461.01,375.365738
536680.01,2262561.01,374.259003
536680.01,2262661.01,373.623817
536680.01,2262761.01,372.042587
536680.01,2262861.01,370.815727
536680.01,2262961.01,369.606903
536680.01,2263061.01,368.191681
536680.01,2263161.01,363.521744
536680.01,2263261.01,361.690948
536680.01,2263361.01,361.550484
536680.01,2263461.01,359.218185
536680.01,2263561.01,358.20742
536680.01,2263661.01,356.201385
536680.01,2263761.01,353.396378
536680.01,2263861.01,352.2771
536680.01,2263961.01,352.089973
536680.01,2264061.01,350.730637
536680.01,2264161.01,349.425385
536680.01,2264261.01,349.632812
536680.01,2264361.01,348.92218
536680.01,2264461.01,347.544403
536680.01,2264561.01,346.986679
536680.01,2264661.01,344.952354
536680.01,2264761.01,341.926971
536680.01,2264861.01,340.184044
536680.01,2264961.01,339.448822
536680.01,2265061.01,338.984848
536680.01,2265161.01,338.065033
536680.01,2265261.01,337.286301
536680.01,2265361.01,336.674622
536680.01,2265461.01,336.123711
536680.01,2265561.01,336.43837
536680.01,2265661.01,335.478088
536680.01,2265761.01,336.070389
536680.01,2265861.01,336.43222
536680.01,2265961.01,340.092171
536680.01,2266061.01,345.979477
536680.01,2266161.01,348.262726
536680.01,2266261.01,349.42984
536680.01,2266361.01,353.827194
536680.01,2266461.01,358.821655
536680.01,2266561.01,362.072113
536680.01,2266661.01,366.769958
536680.01,2266761.01,370.438332
536680.01,2266861.01,369.131577
536680.01,2266961.01,373.060944
536680.01,2267061.01,377.132721
536680.01,2267161.01,378.751938
536680.01,2267261.01,380.95443
536680.01,2267361.01,386.383652
536680.01,2267461.01,390.532898
536680.01,2267561.01,390.036041
536680.01,2267661.01,397.422516
536680.01,2267761.01,402.051636
536680.01,2267861.01,405.899406
536680.01,2267961.01,403.2435
536680.01,2268061.01,402.664719
536680.01,2268161.01,405.302795
536680.01,2268261.01,405.57428
536680.01,2268361.01,403.401047
536680.01,2268461.01,401.313934
536680.01,2268561.01,399.412354
536680.01,2268661.01,399.824814
536680.01,2268761.01,399.379456
536680.01,2268861.01,395.400085
536680.01,2268961.01,394.190063
536680.01,2269061.01,394.001358
536680.01,2269161.01,394.765434
536680.01,2269261.01,396.779709
536680.01,2269361.01,397.033646
536680.01,2269461.01,398.383591
536680.01,2269561.01,400.654602
536680.01,2269661.01,402.565971
536680.01,2269761.01,406.163818
536680.01,2269861.01,407.781013
536680.01,2269961.01,405.513062
536680.01,2270061.01,411.613892
536680.01,2270161.01,417.550415
536680.01,2270261.01,424.169464
536680.01,2270361.01,427.956818
536680.01,2270461.01,435.729645
536680.01,2270561.01,427.732819
536680.01,2270661.01,418.328888
536680.01,2270761.01,414.222794
536680.01,2270861.01,413.483673
536680.01,2270961.01,414.490288
536680.01,2271061.01,415.6745
536680.01,2271161.01,420.59124
536680.01,2271261.01,423.227722
536680.01,2271361.01,422.138168
536680.01,2271461.01,424.59903
536680.01,2271561.01,426.781471
536680.01,2271661.01,429.294327
536680.01,2271761.01,428.079872
536680.01,2271861.01,425.111633
536680.01,2271961.01,425.751495
536680.01,2272061.01,428.469772
536680.01,2272161.01,431.03064
536680.01,2272261.01,431.330002
536680.01,2272361.01,433.465118
536680.01,2272461.01,436.224121
536680.01,2272561.01,436.558655
536680.01,2272661.01,437.919067
536680.01,2272761.01,439.744354
536680.01,2272861.01,-9999
536780.01,2261761.01,-9999
536780.01,2261861.01,392.502808
536780.01,2261961.01,391.117592
536780.01,2262061.01,389.809113
536780.01,2262161.01,383.833282
536780.01,2262261.01,380.458221
536780.01,2262361.01,380.040161
536780.01,2262461.01,377.678085
536780.01,2262561.01,375.297897
536780.01,2262661.01,374.301987
536780.01,2262761.01,372.404968
536780.01,2262861.01,372.157135
536780.01,2262961.01,371.465042
536780.01,2263061.01,368.335823
536780.01,2263161.01,363.813263
536780.01,2263261.01,362.486572
536780.01,2263361.01,360.335892
536780.01,2263461.01,357.58316
536780.01,2263561.01,356.523895
536780.01,2263661.01,355.650101
536780.01,2263761.01,354.146812
536780.01,2263861.01,353.435196
536780.01,2263961.01,353.349899
536780.01,2264061.01,352.114716
536780.01,2264161.01,350.832886
536780.01,2264261.01,350.875473
536780.01,2264361.01,350.51841
536780.01,2264461.01,348.843872
536780.01,2264561.01,348.582016
536780.01,2264661.01,347.518204
536780.01,2264761.01,344.285889
536780.01,2264861.01,345.034447
536780.01,2264961.01,343.354019
536780.01,2265061.01,341.490654
536780.01,2265161.01,339.909958
536780.01,2265261.01,339.319626
536780.01,2265361.01,339.381348
536780.01,2265461.01,339.919098
536780.01,2265561.01,339.367279
536780.01,2265661.01,337.72068
536780.01,2265761.01,337.791992
536780.01,2265861.01,338.718872
536780.01,2265961.01,342.386932
536780.01,2266061.01,346.890106
536780.01,2266161.01,349.08075
536780.01,2266261.01,351.09613
536780.01,2266361.01,357.462334
536780.01,2266461.01,360.281555
536780.01,2266561.01,364.637939
536780.01,2266661.01,368.199188
536780.01,2266761.01,370.219215
536780.01,2266861.01,368.497604
536780.01,2266961.01,371.636581
536780.01,2267061.01,375.810516
536780.01,2267161.01,380.407455
536780.01,2267261.01,397.697968
536780.01,2267361.01,401.013062
536780.01,2267461.01,403.304924
536780.01,2267561.01,402.036377
536780.01,2267661.01,404.261864
536780.01,2267761.01,406.369415
536780.01,2267861.01,407.210434
536780.01,2267961.01,402.052948
536780.01,2268061.01,401.428612
536780.01,2268161.01,404.941727
536780.01,2268261.01,405.812988
536780.01,2268361.01,404.720764
536780.01,2268461.01,399.57637
536780.01,2268561.01,399.920212
536780.01,2268661.01,400.544312
536780.01,2268761.01,397.884308
536780.01,2268861.01,394.172226
536780.01,2268961.01,393.852028
536780.01,2269061.01,393.847198
536780.01,2269161.01,393.288223
536780.01,2269261.01,395.697083
536780.01,2269361.01,397.056564
536780.01,2269461.01,397.917007
536780.01,2269561.01,399.141418
536780.01,2269661.01,401.06076
536780.01,2269761.01,405.12854
536780.01,2269861.01,411.556793
536780.01,2269961.01,415.904541
536780.01,2270061.01,420.636452
536780.01,2270161.01,420.07164
536780.01,2270261.01,416.169785
536780.01,2270361.01,414.074982
536780.01,2270461.01,415.10733
536780.01,2270561.01,415.684021
536780.01,2270661.01,414.991333
536780.01,2270761.01,414.79483
536780.01,2270861.01,416.096191
536780.01,2270961.01,418.133392
536780.01,2271061.01,421.508942
536780.01,2271161.01,426.007462
536780.01,2271261.01,427.043533
536780.01,2271361.01,425.497948
536780.01,2271461.01,426.773087
536780.01,2271561.01,428.892258
536780.01,2271661.01,432.819733
536780.01,2271761.01,431.125198
536780.01,2271861.01,428.059494
536780.01,2271961.01,426.913521
536780.01,2272061.01,427.945618
536780.01,2272161.01,429.483566
