"X","Y","H20_Kimm (TWT)"
532080.01,2262961.01,285.280151
532080.01,2263061.01,284.393799
532080.01,2263161.01,283.860733
532080.01,2263261.01,282.978622
532080.01,2263361.01,283.229591
532080.01,2263461.01,283.177032
532080.01,2263561.01,282.71608
532080.01,2263661.01,281.136398
532080.01,2263761.01,278.84314
532080.01,2263861.01,277.041977
532080.01,2263961.01,274.824432
532080.01,2264061.01,271.278282
532080.01,2264161.01,270.018127
532080.01,2264261.01,267.862076
532080.01,2264361.01,265.663391
532080.01,2264461.01,264.555405
532080.01,2264561.01,264.557724
532080.01,2264661.01,261.420609
532080.01,2264761.01,258.893829
532080.01,2264861.01,257.50061
532080.01,2264961.01,255.556686
532080.01,2265061.01,255.16378
532080.01,2265161.01,254.569569
532080.01,2265261.01,256.402908
532080.01,2265361.01,260.86702
532080.01,2265461.01,262.918884
532080.01,2265561.01,264.553223
532080.01,2265661.01,266.862549
532080.01,2265761.01,268.191124
532080.01,2265861.01,268.774078
532080.01,2265961.01,269.096725
532080.01,2266061.01,270.598297
532080.01,2266161.01,274.332062
532080.01,2266261.01,279.636017
532080.01,2266361.01,282.463608
532080.01,2266461.01,285.728477
532080.01,2266561.01,287.623611
532080.01,2266661.01,289.374588
532080.01,2266761.01,292.744263
532080.01,2266861.01,296.25238
532080.01,2266961.01,296.419083
532080.01,2267061.01,292.51223
532080.01,2267161.01,290.407181
532080.01,2267261.01,289.810371
532080.01,2267361.01,289.369873
532080.01,2267461.01,289.662674
532080.01,2267561.01,288.36412
532080.01,2267661.01,287.927673
532080.01,2267761.01,286.563591
532080.01,2267861.01,285.493988
532080.01,2267961.01,284.961349
532080.01,2268061.01,282.715851
532080.01,2268161.01,280.663559
532080.01,2268261.01,279.558746
532080.01,2268361.01,279.110474
532080.01,2268461.01,-9999
532180.01,2262161.01,297.826447
532180.01,2262261.01,297.584534
532180.01,2262361.01,295.830078
532180.01,2262461.01,295.19297
532180.01,2262561.01,295.269867
532180.01,2262661.01,291.979752
532180.01,2262761.01,288.570618
532180.01,2262861.01,288.161697
532180.01,2262961.01,286.24691
532180.01,2263061.01,284.996353
532180.01,2263161.01,284.975632
532180.01,2263261.01,283.933105
532180.01,2263361.01,283.04422
532180.01,2263461.01,282.408279
532180.01,2263561.01,281.266045
532180.01,2263661.01,279.722855
532180.01,2263761.01,278.43454
532180.01,2263861.01,276.016144
532180.01,2263961.01,273.881302
532180.01,2264061.01,269.311905
532180.01,2264161.01,266.508789
532180.01,2264261.01,262.909378
532180.01,2264361.01,259.08284
532180.01,2264461.01,256.310669
532180.01,2264561.01,256.067108
532180.01,2264661.01,256.53495
532180.01,2264761.01,254.364571
532180.01,2264861.01,255.164791
532180.01,2264961.01,255.46209
532180.01,2265061.01,255.223358
532180.01,2265161.01,255.927963
532180.01,2265261.01,257.510025
532180.01,2265361.01,261.71656
532180.01,2265461.01,264.248703
532180.01,2265561.01,265.527924
532180.01,2265661.01,267.424561
532180.01,2265761.01,268.908875
532180.01,2265861.01,269.746429
532180.01,2265961.01,271.330292
532180.01,2266061.01,273.240082
532180.01,2266161.01,276.175117
532180.01,2266261.01,280.281128
532180.01,2266361.01,283.3862
532180.01,2266461.01,287.05011
532180.01,2266561.01,289.574615
532180.01,2266661.01,292.484673
532180.01,2266761.01,294.889755
532180.01,2266861.01,297.891304
532180.01,2266961.01,299.239197
532180.01,2267061.01,296.008057
532180.01,2267161.01,292.752502
532180.01,2267261.01,292.076141
532180.01,2267361.01,291.043442
532180.01,2267461.01,290.160614
532180.01,2267561.01,288.484436
532180.01,2267661.01,287.757965
532180.01,2267761.01,286.772949
532180.01,2267861.01,285.941925
532180.01,2267961.01,284.522369
532180.01,2268061.01,282.79715
532180.01,2268161.01,280.888138
532180.01,2268261.01,280.265259
532180.01,2268361.01,279.523285
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,300.736145
532280.01,2262161.01,300.218079
532280.01,2262261.01,298.383896
532280.01,2262361.01,298.365692
532280.01,2262461.01,299.044464
532280.01,2262561.01,296.689041
532280.01,2262661.01,292.03949
532280.01,2262761.01,289.381088
532280.01,2262861.01,288.536163
532280.01,2262961.01,286.593048
532280.01,2263061.01,285.925201
532280.01,2263161.01,286.247025
532280.01,2263261.01,285.493958
532280.01,2263361.01,284.107765
532280.01,2263461.01,283.356689
532280.01,2263561.01,282.601517
532280.01,2263661.01,280.915344
532280.01,2263761.01,279.925858
532280.01,2263861.01,276.704956
532280.01,2263961.01,273.274551
532280.01,2264061.01,270.323059
532280.01,2264161.01,264.957947
532280.01,2264261.01,261.004242
532280.01,2264361.01,255.820419
532280.01,2264461.01,252.779716
532280.01,2264561.01,251.803131
532280.01,2264661.01,251.317287
532280.01,2264761.01,250.243851
532280.01,2264861.01,251.124229
532280.01,2264961.01,253.912811
532280.01,2265061.01,254.590626
532280.01,2265161.01,256.76442
532280.01,2265261.01,260.120415
532280.01,2265361.01,262.838562
532280.01,2265461.01,265.868973
532280.01,2265561.01,267.526794
532280.01,2265661.01,270.165871
532280.01,2265761.01,273.825668
532280.01,2265861.01,273.102966
532280.01,2265961.01,274.130722
532280.01,2266061.01,275.713593
532280.01,2266161.01,278.442291
532280.01,2266261.01,282.219971
532280.01,2266361.01,284.81028
532280.01,2266461.01,288.050797
532280.01,2266561.01,290.661858
532280.01,2266661.01,292.234222
532280.01,2266761.01,295.24025
532280.01,2266861.01,299.028015
532280.01,2266961.01,300.671852
532280.01,2267061.01,298.14753
532280.01,2267161.01,294.453522
532280.01,2267261.01,294.29837
532280.01,2267361.01,293.20755
532280.01,2267461.01,291.620407
532280.01,2267561.01,290.802338
532280.01,2267661.01,288.786743
532280.01,2267761.01,287.292191
532280.01,2267861.01,285.614868
532280.01,2267961.01,284.914673
532280.01,2268061.01,283.236816
532280.01,2268161.01,281.559326
532280.01,2268261.01,280.886162
532280.01,2268361.01,280.498596
532280.01,2268461.01,280.341278
532280.01,2268561.01,-9999
532380.01,2262061.01,300.883301
532380.01,2262161.01,301.073318
532380.01,2262261.01,300.361397
532380.01,2262361.01,299.696014
532380.01,2262461.01,298.076416
532380.01,2262561.01,294.174133
532380.01,2262661.01,290.832306
532380.01,2262761.01,290.161606
532380.01,2262861.01,289.454109
532380.01,2262961.01,288.157913
532380.01,2263061.01,287.177017
532380.01,2263161.01,287.640961
532380.01,2263261.01,287.820496
532380.01,2263361.01,286.159119
532380.01,2263461.01,286.088531
532380.01,2263561.01,284.911354
532380.01,2263661.01,282.667343
532380.01,2263761.01,281.130295
532380.01,2263861.01,277.494476
532380.01,2263961.01,271.585007
532380.01,2264061.01,267.926208
532380.01,2264161.01,263.76664
532380.01,2264261.01,259.203308
532380.01,2264361.01,257.096725
532380.01,2264461.01,254.21051
532380.01,2264561.01,252.399155
532380.01,2264661.01,251.294968
532380.01,2264761.01,250.003719
532380.01,2264861.01,249.431137
532380.01,2264961.01,253.009476
532380.01,2265061.01,255.06427
532380.01,2265161.01,257.806152
532380.01,2265261.01,263.116638
532380.01,2265361.01,267.768311
532380.01,2265461.01,272.922165
532380.01,2265561.01,277.256989
532380.01,2265661.01,279.778915
532380.01,2265761.01,277.82666
532380.01,2265861.01,275.053329
532380.01,2265961.01,275.01709
532380.01,2266061.01,275.372833
532380.01,2266161.01,278.31675
532380.01,2266261.01,279.855377
532380.01,2266361.01,283.479614
532380.01,2266461.01,287.135376
532380.01,2266561.01,290.552261
532380.01,2266661.01,292.573257
532380.01,2266761.01,295.635719
532380.01,2266861.01,299.784103
532380.01,2266961.01,301.689407
532380.01,2267061.01,299.454132
532380.01,2267161.01,294.481461
532380.01,2267261.01,294.833618
532380.01,2267361.01,295.102867
532380.01,2267461.01,294.874847
532380.01,2267561.01,294.089935
532380.01,2267661.01,291.194214
532380.01,2267761.01,288.598022
532380.01,2267861.01,287.15583
532380.01,2267961.01,284.479492
532380.01,2268061.01,283.168793
532380.01,2268161.01,282.428558
532380.01,2268261.01,281.083023
532380.01,2268361.01,280.485382
532380.01,2268461.01,280.33606
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,299.737556
532480.01,2262061.01,299.531784
532480.01,2262161.01,299.68956
532480.01,2262261.01,298.849457
532480.01,2262361.01,298.041611
532480.01,2262461.01,296.453018
532480.01,2262561.01,293.156677
532480.01,2262661.01,290.28952
532480.01,2262761.01,290.07486
532480.01,2262861.01,290.018814
532480.01,2262961.01,289.645691
532480.01,2263061.01,289.581039
532480.01,2263161.01,289.939056
532480.01,2263261.01,290.125237
532480.01,2263361.01,289.152771
532480.01,2263461.01,287.719269
532480.01,2263561.01,285.319885
532480.01,2263661.01,282.432968
532480.01,2263761.01,280.200821
532480.01,2263861.01,276.498138
532480.01,2263961.01,269.623009
532480.01,2264061.01,266.741638
532480.01,2264161.01,263.082458
532480.01,2264261.01,259.77124
532480.01,2264361.01,257.254333
532480.01,2264461.01,254.119911
532480.01,2264561.01,252.324215
532480.01,2264661.01,251.061295
532480.01,2264761.01,249.766685
532480.01,2264861.01,249.919144
532480.01,2264961.01,251.595177
532480.01,2265061.01,255.904587
532480.01,2265161.01,259.988037
532480.01,2265261.01,268.146317
532480.01,2265361.01,272.361176
532480.01,2265461.01,277.026154
532480.01,2265561.01,279.612762
532480.01,2265661.01,279.104446
532480.01,2265761.01,278.310852
532480.01,2265861.01,275.406914
532480.01,2265961.01,274.451599
532480.01,2266061.01,275.029739
532480.01,2266161.01,277.516937
532480.01,2266261.01,279.054001
532480.01,2266361.01,282.778336
532480.01,2266461.01,286.344154
532480.01,2266561.01,290.060638
532480.01,2266661.01,293.431488
532480.01,2266761.01,296.125214
532480.01,2266861.01,298.024719
532480.01,2266961.01,301.098671
532480.01,2267061.01,298.572006
532480.01,2267161.01,293.083267
532480.01,2267261.01,294.156708
532480.01,2267361.01,297.3134
532480.01,2267461.01,296.856079
532480.01,2267561.01,296.209557
532480.01,2267661.01,293.842667
532480.01,2267761.01,290.379585
532480.01,2267861.01,289.099747
532480.01,2267961.01,287.462189
532480.01,2268061.01,285.871719
532480.01,2268161.01,285.022629
532480.01,2268261.01,282.788475
532480.01,2268361.01,281.215591
532480.01,2268461.01,281.171402
532480.01,2268561.01,281.129547
532480.01,2268661.01,-9999
532580.01,2261861.01,306.901031
532580.01,2261961.01,304.051056
532580.01,2262061.01,301.457214
532580.01,2262161.01,300.989227
532580.01,2262261.01,298.954956
532580.01,2262361.01,297.082687
532580.01,2262461.01,295.741486
532580.01,2262561.01,292.706573
532580.01,2262661.01,291.90921
532580.01,2262761.01,291.55481
532580.01,2262861.01,291.218002
532580.01,2262961.01,291.765594
532580.01,2263061.01,292.733871
532580.01,2263161.01,291.78125
532580.01,2263261.01,289.926163
532580.01,2263361.01,288.71022
532580.01,2263461.01,286.496071
532580.01,2263561.01,283.713593
532580.01,2263661.01,282.280228
532580.01,2263761.01,279.777618
532580.01,2263861.01,275.958237
532580.01,2263961.01,270.902496
532580.01,2264061.01,268.241951
532580.01,2264161.01,263.843369
532580.01,2264261.01,260.078789
532580.01,2264361.01,257.246323
532580.01,2264461.01,254.18335
532580.01,2264561.01,252.715118
532580.01,2264661.01,252.305878
532580.01,2264761.01,251.762928
532580.01,2264861.01,252.742043
532580.01,2264961.01,254.143547
532580.01,2265061.01,257.688293
532580.01,2265161.01,262.421692
532580.01,2265261.01,264.99411
532580.01,2265361.01,270.275345
532580.01,2265461.01,274.604034
532580.01,2265561.01,276.167976
532580.01,2265661.01,272.197952
532580.01,2265761.01,273.334198
532580.01,2265861.01,273.636078
532580.01,2265961.01,273.284836
532580.01,2266061.01,274.08876
532580.01,2266161.01,276.598557
532580.01,2266261.01,278.84169
532580.01,2266361.01,283.82132
532580.01,2266461.01,287.381027
532580.01,2266561.01,289.280502
532580.01,2266661.01,292.105675
532580.01,2266761.01,295.446884
532580.01,2266861.01,297.254807
532580.01,2266961.01,300.141266
532580.01,2267061.01,296.356537
532580.01,2267161.01,291.505608
532580.01,2267261.01,293.081558
532580.01,2267361.01,296.316971
532580.01,2267461.01,297.300247
532580.01,2267561.01,296.412582
532580.01,2267661.01,294.506409
532580.01,2267761.01,292.267303
532580.01,2267861.01,291.472824
532580.01,2267961.01,289.383171
532580.01,2268061.01,288.190063
532580.01,2268161.01,287.431168
532580.01,2268261.01,285.117142
532580.01,2268361.01,282.964539
532580.01,2268461.01,282.668648
532580.01,2268561.01,283.425812
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,319.3405
532680.01,2261861.01,313.519691
532680.01,2261961.01,308.940598
532680.01,2262061.01,309.029999
532680.01,2262161.01,307.621872
532680.01,2262261.01,305.235291
532680.01,2262361.01,300.430344
532680.01,2262461.01,300.032593
532680.01,2262561.01,298.559616
532680.01,2262661.01,297.230255
532680.01,2262761.01,296.740616
532680.01,2262861.01,294.279266
532680.01,2262961.01,294.318314
532680.01,2263061.01,294.330856
532680.01,2263161.01,291.662231
532680.01,2263261.01,288.866989
532680.01,2263361.01,287.690887
532680.01,2263461.01,286.008179
532680.01,2263561.01,285.056305
532680.01,2263661.01,285.028648
532680.01,2263761.01,281.638885
532680.01,2263861.01,277.319359
532680.01,2263961.01,274.66507
532680.01,2264061.01,269.638794
532680.01,2264161.01,264.965485
532680.01,2264261.01,261.009903
532680.01,2264361.01,258.738937
532680.01,2264461.01,255.734528
532680.01,2264561.01,254.070267
532680.01,2264661.01,253.739838
532680.01,2264761.01,254.621689
532680.01,2264861.01,254.99649
532680.01,2264961.01,255.609959
532680.01,2265061.01,257.535141
532680.01,2265161.01,261.184151
532680.01,2265261.01,263.01712
532680.01,2265361.01,266.251495
532680.01,2265461.01,268.928955
532680.01,2265561.01,268.474579
532680.01,2265661.01,268.378571
532680.01,2265761.01,269.991951
532680.01,2265861.01,270.539764
532680.01,2265961.01,272.389801
532680.01,2266061.01,273.457245
532680.01,2266161.01,276.157867
532680.01,2266261.01,278.535477
532680.01,2266361.01,283.164612
532680.01,2266461.01,287.223358
532680.01,2266561.01,288.986603
532680.01,2266661.01,292.172745
532680.01,2266761.01,295.578003
532680.01,2266861.01,297.90583
532680.01,2266961.01,299.286682
532680.01,2267061.01,296.304367
532680.01,2267161.01,290.976013
532680.01,2267261.01,290.677612
532680.01,2267361.01,292.104279
532680.01,2267461.01,292.856659
532680.01,2267561.01,294.254166
532680.01,2267661.01,294.292282
532680.01,2267761.01,294.002335
532680.01,2267861.01,293.810974
532680.01,2267961.01,291.700943
532680.01,2268061.01,289.454407
532680.01,2268161.01,288.929787
532680.01,2268261.01,286.773376
532680.01,2268361.01,284.509239
532680.01,2268461.01,284.116455
532680.01,2268561.01,284.908829
532680.01,2268661.01,285.373917
532680.01,2268761.01,-9999
532780.01,2261761.01,326.245331
532780.01,2261861.01,319.608887
532780.01,2261961.01,316.517212
532780.01,2262061.01,320.579727
532780.01,2262161.01,319.805679
532780.01,2262261.01,316.164207
532780.01,2262361.01,317.548553
532780.01,2262461.01,309.351166
532780.01,2262561.01,310.020935
532780.01,2262661.01,308.930099
532780.01,2262761.01,303.497749
532780.01,2262861.01,297.641068
532780.01,2262961.01,294.756111
532780.01,2263061.01,293.876068
532780.01,2263161.01,291.576691
532780.01,2263261.01,288.893921
532780.01,2263361.01,288.313614
532780.01,2263461.01,287.367767
532780.01,2263561.01,286.132027
532780.01,2263661.01,286.059906
532780.01,2263761.01,283.641846
532780.01,2263861.01,278.028015
532780.01,2263961.01,275.798843
532780.01,2264061.01,271.888115
532780.01,2264161.01,267.590057
532780.01,2264261.01,265.665848
532780.01,2264361.01,261.80957
532780.01,2264461.01,258.144363
532780.01,2264561.01,255.816208
532780.01,2264661.01,255.523048
532780.01,2264761.01,255.100357
532780.01,2264861.01,254.816822
532780.01,2264961.01,254.280472
532780.01,2265061.01,255.586266
532780.01,2265161.01,259.089294
532780.01,2265261.01,261.879929
532780.01,2265361.01,264.330185
532780.01,2265461.01,265.234741
532780.01,2265561.01,265.151764
532780.01,2265661.01,265.28833
532780.01,2265761.01,267.393311
532780.01,2265861.01,268.354675
532780.01,2265961.01,269.986565
532780.01,2266061.01,272.191559
532780.01,2266161.01,274.517502
532780.01,2266261.01,277.641357
532780.01,2266361.01,281.737732
532780.01,2266461.01,287.622711
532780.01,2266561.01,290.59967
532780.01,2266661.01,294.34803
532780.01,2266761.01,297.162781
532780.01,2266861.01,298.866562
532780.01,2266961.01,299.109955
532780.01,2267061.01,294.864609
532780.01,2267161.01,290.461472
532780.01,2267261.01,287.515518
532780.01,2267361.01,289.33786
532780.01,2267461.01,289.998978
532780.01,2267561.01,292.091187
532780.01,2267661.01,293.033859
532780.01,2267761.01,293.158401
532780.01,2267861.01,292.75502
532780.01,2267961.01,291.506935
532780.01,2268061.01,291.417725
532780.01,2268161.01,290.344254
532780.01,2268261.01,289.368866
532780.01,2268361.01,287.328323
532780.01,2268461.01,287.171722
532780.01,2268561.01,286.985329
532780.01,2268661.01,287.105835
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,335.083374
532880.01,2261761.01,333.177048
532880.01,2261861.01,334.045509
532880.01,2261961.01,335.388901
532880.01,2262061.01,335.647202
532880.01,2262161.01,332.891083
532880.01,2262261.01,328.895462
532880.01,2262361.01,325.343323
532880.01,2262461.01,319.955421
532880.01,2262561.01,316.385193
532880.01,2262661.01,313.418304
532880.01,2262761.01,307.204315
532880.01,2262861.01,300.86853
532880.01,2262961.01,299.489815
532880.01,2263061.01,296.322037
532880.01,2263161.01,294.120712
532880.01,2263261.01,293.398392
532880.01,2263361.01,291.844788
532880.01,2263461.01,289.923035
532880.01,2263561.01,287.753052
532880.01,2263661.01,286.122345
532880.01,2263761.01,282.459885
532880.01,2263861.01,278.707825
532880.01,2263961.01,277.35051
532880.01,2264061.01,273.740021
532880.01,2264161.01,270.196396
532880.01,2264261.01,267.017296
532880.01,2264361.01,262.479797
532880.01,2264461.01,258.545967
532880.01,2264561.01,254.616638
532880.01,2264661.01,251.573959
532880.01,2264761.01,250.737518
532880.01,2264861.01,250.366123
532880.01,2264961.01,251.439201
532880.01,2265061.01,253.636677
532880.01,2265161.01,257.610062
532880.01,2265261.01,260.435898
532880.01,2265361.01,263.562531
532880.01,2265461.01,263.561813
532880.01,2265561.01,262.747093
532880.01,2265661.01,264.061386
532880.01,2265761.01,265.854378
532880.01,2265861.01,266.519867
532880.01,2265961.01,267.523651
532880.01,2266061.01,270.318817
532880.01,2266161.01,272.162613
532880.01,2266261.01,275.842789
532880.01,2266361.01,281.316635
532880.01,2266461.01,285.069397
532880.01,2266561.01,290.660049
532880.01,2266661.01,295.578766
532880.01,2266761.01,298.572739
532880.01,2266861.01,301.903282
532880.01,2266961.01,300.499054
532880.01,2267061.01,295.776329
532880.01,2267161.01,292.923187
532880.01,2267261.01,288.231247
532880.01,2267361.01,288.146027
532880.01,2267461.01,288.535591
532880.01,2267561.01,290.128708
532880.01,2267661.01,291.508415
532880.01,2267761.01,292.246857
532880.01,2267861.01,292.638779
532880.01,2267961.01,292.388763
532880.01,2268061.01,293.044884
532880.01,2268161.01,291.939384
532880.01,2268261.01,291.519409
532880.01,2268361.01,291.867203
532880.01,2268461.01,289.946014
532880.01,2268561.01,288.6465
532880.01,2268661.01,289.780609
532880.01,2268761.01,289.680725
532880.01,2268861.01,-9999
532980.01,2261561.01,339.070847
532980.01,2261661.01,337.228302
532980.01,2261761.01,335.604614
532980.01,2261861.01,336.756561
532980.01,2261961.01,336.654968
532980.01,2262061.01,335.906128
532980.01,2262161.01,331.630325
532980.01,2262261.01,325.718231
532980.01,2262361.01,321.576843
532980.01,2262461.01,316.773056
532980.01,2262561.01,313.638489
532980.01,2262661.01,310.618263
532980.01,2262761.01,305.653442
532980.01,2262861.01,302.796188
532980.01,2262961.01,301.950226
532980.01,2263061.01,298.867432
532980.01,2263161.01,296.84433
532980.01,2263261.01,296.685715
532980.01,2263361.01,293.930893
532980.01,2263461.01,290.961685
532980.01,2263561.01,287.338326
532980.01,2263661.01,285.345947
532980.01,2263761.01,282.39888
532980.01,2263861.01,279.837738
532980.01,2263961.01,278.690262
532980.01,2264061.01,275.125305
532980.01,2264161.01,270.434631
532980.01,2264261.01,267.294525
532980.01,2264361.01,261.774063
532980.01,2264461.01,256.134644
532980.01,2264561.01,252.429386
532980.01,2264661.01,249.185749
532980.01,2264761.01,248.929802
532980.01,2264861.01,249.484459
532980.01,2264961.01,251.088425
532980.01,2265061.01,253.498421
532980.01,2265161.01,255.827339
532980.01,2265261.01,259.42646
532980.01,2265361.01,261.938095
532980.01,2265461.01,261.95401
532980.01,2265561.01,261.529541
532980.01,2265661.01,263.388168
532980.01,2265761.01,265.146729
532980.01,2265861.01,265.44696
532980.01,2265961.01,264.308105
532980.01,2266061.01,266.877426
532980.01,2266161.01,268.35231
532980.01,2266261.01,272.75885
532980.01,2266361.01,279.0354
532980.01,2266461.01,283.297775
532980.01,2266561.01,290.22345
532980.01,2266661.01,296.599991
532980.01,2266761.01,299.21077
532980.01,2266861.01,302.236389
532980.01,2266961.01,301.403458
532980.01,2267061.01,300.414017
532980.01,2267161.01,296.588646
532980.01,2267261.01,292.665215
532980.01,2267361.01,290.12645
532980.01,2267461.01,289.809296
532980.01,2267561.01,289.769775
532980.01,2267661.01,291.237061
532980.01,2267761.01,292.375992
532980.01,2267861.01,293.163193
532980.01,2267961.01,294.269318
532980.01,2268061.01,294.842606
532980.01,2268161.01,293.877655
532980.01,2268261.01,292.687546
532980.01,2268361.01,292.736099
532980.01,2268461.01,291.387581
532980.01,2268561.01,291.486977
532980.01,2268661.01,292.326569
532980.01,2268761.01,293.266296
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,335.828613
533080.01,2261561.01,336.463638
533080.01,2261661.01,335.359436
533080.01,2261761.01,335.419609
533080.01,2261861.01,336.006973
533080.01,2261961.01,335.914459
533080.01,2262061.01,334.103607
533080.01,2262161.01,330.602493
533080.01,2262261.01,324.996063
533080.01,2262361.01,321.315865
533080.01,2262461.01,316.590851
533080.01,2262561.01,309.608215
533080.01,2262661.01,307.200455
533080.01,2262761.01,304.746277
533080.01,2262861.01,304.073242
533080.01,2262961.01,303.849579
533080.01,2263061.01,300.480423
533080.01,2263161.01,297.273315
533080.01,2263261.01,295.459137
533080.01,2263361.01,293.177673
533080.01,2263461.01,290.920929
533080.01,2263561.01,289.13913
533080.01,2263661.01,286.181709
533080.01,2263761.01,283.570374
533080.01,2263861.01,282.514954
533080.01,2263961.01,278.559937
533080.01,2264061.01,273.384033
533080.01,2264161.01,266.988403
533080.01,2264261.01,261.97319
533080.01,2264361.01,257.033112
533080.01,2264461.01,253.755043
533080.01,2264561.01,252.081711
533080.01,2264661.01,249.840912
533080.01,2264761.01,249.845741
533080.01,2264861.01,250.151421
533080.01,2264961.01,251.046127
533080.01,2265061.01,253.399574
533080.01,2265161.01,256.008759
533080.01,2265261.01,258.604919
533080.01,2265361.01,260.040405
533080.01,2265461.01,259.650055
533080.01,2265561.01,258.913284
533080.01,2265661.01,260.927498
533080.01,2265761.01,262.3638
533080.01,2265861.01,262.419708
533080.01,2265961.01,262.545105
533080.01,2266061.01,264.846832
533080.01,2266161.01,266.834564
533080.01,2266261.01,271.139336
533080.01,2266361.01,277.015335
533080.01,2266461.01,282.164795
533080.01,2266561.01,288.446014
533080.01,2266661.01,294.369781
533080.01,2266761.01,296.694923
533080.01,2266861.01,300.268845
533080.01,2266961.01,302.266487
533080.01,2267061.01,303.158478
533080.01,2267161.01,302.148346
533080.01,2267261.01,297.067871
533080.01,2267361.01,295.113365
533080.01,2267461.01,291.41716
533080.01,2267561.01,290.285988
533080.01,2267661.01,292.400528
533080.01,2267761.01,293.486511
533080.01,2267861.01,294.069504
533080.01,2267961.01,294.831421
533080.01,2268061.01,295.039787
533080.01,2268161.01,295.322876
533080.01,2268261.01,294.802376
533080.01,2268361.01,293.927368
533080.01,2268461.01,293.341614
533080.01,2268561.01,293.215698
533080.01,2268661.01,293.977211
533080.01,2268761.01,294.409546
533080.01,2268861.01,295.375381
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,333.577034
533180.01,2261561.01,334.04158
533180.01,2261661.01,332.711212
533180.01,2261761.01,334.337173
533180.01,2261861.01,335.06192
533180.01,2261961.01,334.811333
533180.01,2262061.01,332.793228
533180.01,2262161.01,328.677673
533180.01,2262261.01,324.664429
533180.01,2262361.01,319.767929
533180.01,2262461.01,316.028015
533180.01,2262561.01,312.402161
533180.01,2262661.01,307.574524
533180.01,2262761.01,305.202599
533180.01,2262861.01,304.995468
533180.01,2262961.01,302.428375
533180.01,2263061.01,298.777451
533180.01,2263161.01,295.313965
533180.01,2263261.01,294.015121
533180.01,2263361.01,292.179626
533180.01,2263461.01,290.114914
533180.01,2263561.01,288.910889
533180.01,2263661.01,287.017258
533180.01,2263761.01,285.263611
533180.01,2263861.01,283.567375
533180.01,2263961.01,278.551926
533180.01,2264061.01,270.896133
533180.01,2264161.01,265.067841
533180.01,2264261.01,258.397888
533180.01,2264361.01,255.660309
533180.01,2264461.01,253.821548
533180.01,2264561.01,252.786137
533180.01,2264661.01,251.396431
533180.01,2264761.01,251.162075
533180.01,2264861.01,251.272339
533180.01,2264961.01,252.037575
533180.01,2265061.01,253.969254
533180.01,2265161.01,255.26598
533180.01,2265261.01,257.227936
533180.01,2265361.01,258.076027
533180.01,2265461.01,257.830719
533180.01,2265561.01,258.65509
533180.01,2265661.01,260.5457
533180.01,2265761.01,261.226883
533180.01,2265861.01,261.34211
533180.01,2265961.01,262.688965
533180.01,2266061.01,265.287048
533180.01,2266161.01,268.917694
533180.01,2266261.01,273.384277
533180.01,2266361.01,278.29892
533180.01,2266461.01,281.748695
533180.01,2266561.01,286.865219
533180.01,2266661.01,291.427368
533180.01,2266761.01,293.161163
533180.01,2266861.01,295.790955
533180.01,2266961.01,299.890518
533180.01,2267061.01,301.787384
533180.01,2267161.01,304.305206
533180.01,2267261.01,302.230148
533180.01,2267361.01,299.455536
533180.01,2267461.01,293.407043
533180.01,2267561.01,292.450623
533180.01,2267661.01,293.315659
533180.01,2267761.01,293.785919
533180.01,2267861.01,294.494949
533180.01,2267961.01,294.496521
533180.01,2268061.01,294.344788
533180.01,2268161.01,294.899475
533180.01,2268261.01,295.615997
533180.01,2268361.01,294.555115
533180.01,2268461.01,294.207069
533180.01,2268561.01,294.462662
533180.01,2268661.01,295.374573
533180.01,2268761.01,296.44281
533180.01,2268861.01,297.578537
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,329.560516
533280.01,2261461.01,331.239929
533280.01,2261561.01,331.430511
533280.01,2261661.01,331.70845
533280.01,2261761.01,333.084412
533280.01,2261861.01,334.261101
533280.01,2261961.01,334.495148
533280.01,2262061.01,331.612793
533280.01,2262161.01,326.897964
533280.01,2262261.01,323.422653
533280.01,2262361.01,319.207596
533280.01,2262461.01,315.371094
533280.01,2262561.01,312.796936
533280.01,2262661.01,307.94342
533280.01,2262761.01,304.575607
533280.01,2262861.01,302.55925
533280.01,2262961.01,300.696999
533280.01,2263061.01,297.577362
533280.01,2263161.01,295.373581
533280.01,2263261.01,293.962372
533280.01,2263361.01,291.46283
533280.01,2263461.01,289.311615
533280.01,2263561.01,286.880661
533280.01,2263661.01,284.647774
533280.01,2263761.01,280.535294
533280.01,2263861.01,273.496597
533280.01,2263961.01,267.067017
533280.01,2264061.01,262.701477
533280.01,2264161.01,259.734573
533280.01,2264261.01,257.282158
533280.01,2264361.01,254.599251
533280.01,2264461.01,253.825096
533280.01,2264561.01,252.845413
533280.01,2264661.01,251.245499
533280.01,2264761.01,250.607262
533280.01,2264861.01,250.924446
533280.01,2264961.01,251.567184
