"X","Y","H02_TBeauce (TWT)"
536180.01,2267261.01,-49.09589386
536180.01,2267361.01,-46.909980774
536180.01,2267461.01,-45.450824738
536180.01,2267561.01,-44.191253662
536180.01,2267661.01,-42.667350769
536180.01,2267761.01,-41.441925049
536180.01,2267861.01,-41.074165344
536180.01,2267961.01,-40.802837372
536180.01,2268061.01,-40.790081024
536180.01,2268161.01,-40.899261475
536180.01,2268261.01,-40.56943512
536180.01,2268361.01,-40.872428894
536180.01,2268461.01,-41.205856323
536180.01,2268561.01,-40.6837883
536180.01,2268661.01,-40.020462036
536180.01,2268761.01,-37.956733704
536180.01,2268861.01,-37.513877869
536180.01,2268961.01,-37.750747681
536180.01,2269061.01,-37.484752655
536180.01,2269161.01,-38.524021149
536180.01,2269261.01,-40.373840332
536180.01,2269361.01,-41.011615753
536180.01,2269461.01,-40.697460175
536180.01,2269561.01,-40.234413147
536180.01,2269661.01,-39.812843323
536180.01,2269761.01,-38.046836853
536180.01,2269861.01,-36.14056015
536180.01,2269961.01,-34.274684906
536180.01,2270061.01,-32.492866516
536180.01,2270161.01,-30.709140778
536180.01,2270261.01,-28.853408813
536180.01,2270361.01,-27.065347672
536180.01,2270461.01,-25.439901352
536180.01,2270561.01,-23.935308456
536180.01,2270661.01,-22.700895309
536180.01,2270761.01,-21.741519928
536180.01,2270861.01,-21.036687851
536180.01,2270961.01,-20.550577164
536180.01,2271061.01,-20.089904785
536180.01,2271161.01,-19.726259232
536180.01,2271261.01,-19.42861557
536180.01,2271361.01,-19.15754509
536180.01,2271461.01,-18.884561539
536180.01,2271561.01,-18.65007782
536180.01,2271661.01,-18.428901672
536180.01,2271761.01,-18.267467499
536180.01,2271861.01,-18.169095993
536180.01,2271961.01,-18.146568298
536180.01,2272061.01,-18.172700882
536180.01,2272161.01,-18.293931961
536180.01,2272261.01,-18.498022079
536180.01,2272361.01,-18.785831451
536180.01,2272461.01,-19.139551163
536180.01,2272561.01,-19.56079483
536280.01,2261061.01,-31.206653595
536280.01,2261161.01,-32.094242096
536280.01,2261261.01,-31.848974228
536280.01,2261361.01,-31.222751617
536280.01,2261461.01,-30.336885452
536280.01,2261561.01,-30.985895157
536280.01,2261661.01,-33.142051697
536280.01,2261761.01,-33.197044373
536280.01,2261861.01,-30.753330231
536280.01,2261961.01,-29.024429321
536280.01,2262061.01,-26.692781448
536280.01,2262161.01,-25.200801849
536280.01,2262261.01,-24.62125206
536280.01,2262361.01,-23.271068573
536280.01,2262461.01,-23.420301437
536280.01,2262561.01,-26.162620544
536280.01,2262661.01,-28.208848953
536280.01,2262761.01,-30.476070404
536280.01,2262861.01,-31.524610519
536280.01,2262961.01,-32.402370453
536280.01,2263061.01,-35.097332001
536280.01,2263161.01,-37.107089996
536280.01,2263261.01,-37.393428802
536280.01,2263361.01,-36.602149963
536280.01,2263461.01,-36.616500854
536280.01,2263561.01,-37.266475677
536280.01,2263661.01,-37.137138367
536280.01,2263761.01,-36.647304535
536280.01,2263861.01,-35.531780243
536280.01,2263961.01,-36.753520966
536280.01,2264061.01,-38.518993378
536280.01,2264161.01,-40.155254364
536280.01,2264261.01,-41.559108734
536280.01,2264361.01,-43.27797699
536280.01,2264461.01,-45.249355316
536280.01,2264561.01,-48.209125519
536280.01,2264661.01,-51.555778503
536280.01,2264761.01,-53.948436737
536280.01,2264861.01,-55.583892822
536280.01,2264961.01,-56.86290741
536280.01,2265061.01,-57.769577026
536280.01,2265161.01,-58.623016357
536280.01,2265261.01,-59.418582916
536280.01,2265361.01,-59.430969238
536280.01,2265461.01,-58.872817993
536280.01,2265561.01,-58.591770172
536280.01,2265661.01,-58.424057007
536280.01,2265761.01,-57.961853027
536280.01,2265861.01,-57.291629791
536280.01,2265961.01,-56.801235199
536280.01,2266061.01,-56.137145996
536280.01,2266161.01,-55.620849609
536280.01,2266261.01,-55.092002869
536280.01,2266361.01,-54.476219177
536280.01,2266461.01,-55.677005768
536280.01,2266561.01,-58.426822662
536280.01,2266661.01,-60.459629059
536280.01,2266761.01,-60.366516113
536280.01,2266861.01,-58.018070221
536280.01,2266961.01,-55.408130646
536280.01,2267061.01,-53.087310791
536280.01,2267161.01,-51.121276855
536280.01,2267261.01,-48.41740799
536280.01,2267361.01,-46.320884705
536280.01,2267461.01,-45.268100739
536280.01,2267561.01,-44.010852814
536280.01,2267661.01,-42.718914032
536280.01,2267761.01,-41.586761475
536280.01,2267861.01,-41.467895508
536280.01,2267961.01,-40.940475464
536280.01,2268061.01,-40.960430145
536280.01,2268161.01,-41.195690155
536280.01,2268261.01,-41.334014893
536280.01,2268361.01,-41.730693817
536280.01,2268461.01,-42.317703247
536280.01,2268561.01,-43.017314911
536280.01,2268661.01,-41.976612091
536280.01,2268761.01,-39.29032135
536280.01,2268861.01,-38.193279266
536280.01,2268961.01,-38.607349396
536280.01,2269061.01,-38.912612915
536280.01,2269161.01,-39.832504272
536280.01,2269261.01,-40.830940247
536280.01,2269361.01,-40.670394897
536280.01,2269461.01,-40.421230316
536280.01,2269561.01,-40.17509079
536280.01,2269661.01,-39.47492981
536280.01,2269761.01,-37.691120148
536280.01,2269861.01,-35.882743835
536280.01,2269961.01,-34.004390717
536280.01,2270061.01,-32.168758392
536280.01,2270161.01,-30.320753098
536280.01,2270261.01,-28.389360428
536280.01,2270361.01,-26.555006027
536280.01,2270461.01,-24.879211426
536280.01,2270561.01,-23.427904129
536280.01,2270661.01,-22.277204514
536280.01,2270761.01,-21.404108047
536280.01,2270861.01,-20.796600342
536280.01,2270961.01,-20.393899918
536280.01,2271061.01,-20.029531479
536280.01,2271161.01,-19.770750046
536280.01,2271261.01,-19.578048706
536280.01,2271361.01,-19.406526566
536280.01,2271461.01,-19.207345963
536280.01,2271561.01,-19.009469986
536280.01,2271661.01,-18.793678284
536280.01,2271761.01,-18.590007782
536280.01,2271861.01,-18.427452087
536280.01,2271961.01,-18.304199219
536280.01,2272061.01,-18.166307449
536280.01,2272161.01,-18.172367096
536280.01,2272261.01,-18.230539322
536280.01,2272361.01,-18.375120163
536280.01,2272461.01,-18.633300781
536280.01,2272561.01,-18.973468781
536280.01,2272661.01,-19.346347809
536380.01,2261161.01,-32.824626923
536380.01,2261261.01,-33.247623444
536380.01,2261361.01,-33.810066223
536380.01,2261461.01,-32.358764648
536380.01,2261561.01,-31.427278519
536380.01,2261661.01,-32.582668304
536380.01,2261761.01,-34.585147858
536380.01,2261861.01,-32.681156158
536380.01,2261961.01,-30.094909668
536380.01,2262061.01,-27.636480331
536380.01,2262161.01,-25.693605423
536380.01,2262261.01,-24.455425262
536380.01,2262361.01,-23.40058136
536380.01,2262461.01,-23.156974792
536380.01,2262561.01,-25.635705948
536380.01,2262661.01,-27.415966034
536380.01,2262761.01,-30.238815308
536380.01,2262861.01,-31.396608353
536380.01,2262961.01,-32.011875153
536380.01,2263061.01,-33.59462738
536380.01,2263161.01,-35.097015381
536380.01,2263261.01,-36.471832275
536380.01,2263361.01,-36.020294189
536380.01,2263461.01,-35.958721161
536380.01,2263561.01,-35.852443695
536380.01,2263661.01,-34.505996704
536380.01,2263761.01,-35.37140274
536380.01,2263861.01,-35.743228912
536380.01,2263961.01,-37.492973328
536380.01,2264061.01,-38.75630188
536380.01,2264161.01,-40.408885956
536380.01,2264261.01,-41.865890503
536380.01,2264361.01,-43.474662781
536380.01,2264461.01,-45.025882721
536380.01,2264561.01,-46.884757996
536380.01,2264661.01,-49.476211548
536380.01,2264761.01,-52.020885468
536380.01,2264861.01,-54.276134491
536380.01,2264961.01,-55.825080872
536380.01,2265061.01,-56.060676575
536380.01,2265161.01,-56.875598907
536380.01,2265261.01,-58.155971527
536380.01,2265361.01,-58.929805756
536380.01,2265461.01,-58.888103485
536380.01,2265561.01,-58.719444275
536380.01,2265661.01,-57.319618225
536380.01,2265761.01,-55.811092377
536380.01,2265861.01,-56.518936157
536380.01,2265961.01,-57.330760956
536380.01,2266061.01,-56.858886719
536380.01,2266161.01,-56.668872833
536380.01,2266261.01,-55.314575195
536380.01,2266361.01,-53.083766937
536380.01,2266461.01,-54.634063721
536380.01,2266561.01,-57.413150787
536380.01,2266661.01,-58.186016083
536380.01,2266761.01,-57.577213287
536380.01,2266861.01,-56.264041901
536380.01,2266961.01,-52.823753357
536380.01,2267061.01,-48.661643982
536380.01,2267161.01,-48.298244476
536380.01,2267261.01,-45.966972351
536380.01,2267361.01,-44.456241608
536380.01,2267461.01,-44.272518158
536380.01,2267561.01,-43.69675827
536380.01,2267661.01,-43.071861267
536380.01,2267761.01,-42.021499634
536380.01,2267861.01,-41.710781097
536380.01,2267961.01,-41.155204773
536380.01,2268061.01,-41.327274323
536380.01,2268161.01,-41.134662628
536380.01,2268261.01,-41.310222626
536380.01,2268361.01,-41.740478516
536380.01,2268461.01,-42.35358429
536380.01,2268561.01,-43.058662415
536380.01,2268661.01,-43.724552155
536380.01,2268761.01,-40.164993286
536380.01,2268861.01,-38.618408203
536380.01,2268961.01,-38.463001251
536380.01,2269061.01,-40.716121674
536380.01,2269161.01,-41.449172974
536380.01,2269261.01,-41.328777313
536380.01,2269361.01,-40.603572845
536380.01,2269461.01,-40.288143158
536380.01,2269561.01,-40.16147995
536380.01,2269661.01,-38.891921997
536380.01,2269761.01,-37.03143692
536380.01,2269861.01,-35.160423279
536380.01,2269961.01,-33.313743591
536380.01,2270061.01,-31.455043793
536380.01,2270161.01,-29.519031525
536380.01,2270261.01,-27.567937851
536380.01,2270361.01,-25.689954758
536380.01,2270461.01,-24.063154221
536380.01,2270561.01,-22.731145859
536380.01,2270661.01,-21.699550629
536380.01,2270761.01,-20.95318985
536380.01,2270861.01,-20.441741943
536380.01,2270961.01,-20.128782272
536380.01,2271061.01,-19.866107941
536380.01,2271161.01,-19.717382431
536380.01,2271261.01,-19.632553101
536380.01,2271361.01,-19.558269501
536380.01,2271461.01,-19.458024979
536380.01,2271561.01,-19.322498322
536380.01,2271661.01,-19.118907928
536380.01,2271761.01,-18.889276505
536380.01,2271861.01,-18.652658463
536380.01,2271961.01,-18.38378334
536380.01,2272061.01,-18.186286926
536380.01,2272161.01,-18.043657303
536380.01,2272261.01,-17.985754013
536380.01,2272361.01,-18.014585495
536380.01,2272461.01,-18.168672562
536380.01,2272561.01,-18.422590256
536380.01,2272661.01,-18.737810135
536380.01,2272761.01,-19.052158356
536480.01,2261361.01,-35.093536377
536480.01,2261461.01,-33.881572723
536480.01,2261561.01,-32.625751495
536480.01,2261661.01,-33.268955231
536480.01,2261761.01,-35.080501556
536480.01,2261861.01,-33.890995026
536480.01,2261961.01,-31.391393661
536480.01,2262061.01,-29.280668259
536480.01,2262161.01,-27.073595047
536480.01,2262261.01,-25.271203995
536480.01,2262361.01,-23.893066406
536480.01,2262461.01,-23.743028641
536480.01,2262561.01,-26.653341293
536480.01,2262661.01,-26.25683403
536480.01,2262761.01,-28.391889572
536480.01,2262861.01,-30.199081421
536480.01,2262961.01,-31.168628693
536480.01,2263061.01,-31.878210068
536480.01,2263161.01,-33.015892029
536480.01,2263261.01,-34.801651001
536480.01,2263361.01,-35.271556854
536480.01,2263461.01,-35.217903137
536480.01,2263561.01,-34.494342804
536480.01,2263661.01,-34.296169281
536480.01,2263761.01,-35.517578125
536480.01,2263861.01,-35.615345001
536480.01,2263961.01,-37.072856903
536480.01,2264061.01,-37.914588928
536480.01,2264161.01,-39.60760498
536480.01,2264261.01,-40.291461945
536480.01,2264361.01,-41.560150146
536480.01,2264461.01,-42.775817871
536480.01,2264561.01,-44.122272491
536480.01,2264661.01,-45.955123901
536480.01,2264761.01,-48.853477478
536480.01,2264861.01,-51.668834686
536480.01,2264961.01,-53.19594574
536480.01,2265061.01,-53.96175766
536480.01,2265161.01,-55.36598587
536480.01,2265261.01,-56.873737335
536480.01,2265361.01,-58.25592041
536480.01,2265461.01,-58.994369507
536480.01,2265561.01,-58.707710266
536480.01,2265661.01,-55.276481628
536480.01,2265761.01,-53.26518631
536480.01,2265861.01,-54.710342407
536480.01,2265961.01,-56.709190369
536480.01,2266061.01,-56.397483826
536480.01,2266161.01,-56.415225983
536480.01,2266261.01,-55.033824921
536480.01,2266361.01,-52.175861359
536480.01,2266461.01,-54.074363708
536480.01,2266561.01,-55.546028137
536480.01,2266661.01,-54.458175659
536480.01,2266761.01,-53.028556824
536480.01,2266861.01,-52.741279602
536480.01,2266961.01,-50.51644516
536480.01,2267061.01,-46.261638641
536480.01,2267161.01,-44.828777313
536480.01,2267261.01,-43.158355713
536480.01,2267361.01,-43.244979858
536480.01,2267461.01,-42.434131622
536480.01,2267561.01,-42.659721375
536480.01,2267661.01,-43.210201263
536480.01,2267761.01,-42.609409332
536480.01,2267861.01,-41.960643768
536480.01,2267961.01,-41.288593292
536480.01,2268061.01,-41.390960693
536480.01,2268161.01,-41.178623199
536480.01,2268261.01,-41.317405701
536480.01,2268361.01,-41.750484467
536480.01,2268461.01,-42.361591339
536480.01,2268561.01,-43.049373627
536480.01,2268661.01,-43.744747162
536480.01,2268761.01,-41.858039856
536480.01,2268861.01,-38.893421173
536480.01,2268961.01,-37.822933197
536480.01,2269061.01,-39.378036499
536480.01,2269161.01,-41.670143127
536480.01,2269261.01,-41.299861908
536480.01,2269361.01,-40.662254333
536480.01,2269461.01,-40.441352844
536480.01,2269561.01,-39.96264267
536480.01,2269661.01,-38.099727631
536480.01,2269761.01,-36.166103363
536480.01,2269861.01,-34.205238342
536480.01,2269961.01,-32.249736786
536480.01,2270061.01,-30.316709518
536480.01,2270161.01,-28.368124008
536480.01,2270261.01,-26.412200928
536480.01,2270361.01,-24.602638245
536480.01,2270461.01,-23.112930298
536480.01,2270561.01,-21.955209732
536480.01,2270661.01,-21.079629898
536480.01,2270761.01,-20.454429626
536480.01,2270861.01,-20.04086113
536480.01,2270961.01,-19.809120178
536480.01,2271061.01,-19.63687706
536480.01,2271161.01,-19.583198547
536480.01,2271261.01,-19.598157883
536480.01,2271361.01,-19.63341713
536480.01,2271461.01,-19.631591797
536480.01,2271561.01,-19.560150146
536480.01,2271661.01,-19.381969452
536480.01,2271761.01,-19.135648727
536480.01,2271861.01,-18.845466614
536480.01,2271961.01,-18.481266022
536480.01,2272061.01,-18.200807571
536480.01,2272161.01,-17.951101303
536480.01,2272261.01,-17.783420563
536480.01,2272361.01,-17.717082977
536480.01,2272461.01,-17.769481659
536480.01,2272561.01,-17.93718338
536480.01,2272661.01,-18.168476105
536480.01,2272761.01,-18.46859169
536480.01,2272861.01,-18.782970428
536580.01,2261561.01,-34.110103607
536580.01,2261661.01,-34.408561707
536580.01,2261761.01,-35.286640167
536580.01,2261861.01,-34.719245911
536580.01,2261961.01,-33.23815155
536580.01,2262061.01,-31.274913788
536580.01,2262161.01,-28.917531967
536580.01,2262261.01,-26.697813034
536580.01,2262361.01,-25.916454315
536580.01,2262461.01,-26.140333176
536580.01,2262561.01,-27.011484146
536580.01,2262661.01,-24.250764847
536580.01,2262761.01,-24.840988159
536580.01,2262861.01,-27.770162582
536580.01,2262961.01,-29.894937515
536580.01,2263061.01,-30.376897812
536580.01,2263161.01,-31.28704071
536580.01,2263261.01,-32.602024078
536580.01,2263361.01,-33.563800812
536580.01,2263461.01,-34.360202789
536580.01,2263561.01,-34.441417694
536580.01,2263661.01,-34.827079773
536580.01,2263761.01,-34.245159149
536580.01,2263861.01,-33.629810333
536580.01,2263961.01,-34.890171051
536580.01,2264061.01,-36.58776474
536580.01,2264161.01,-37.805000305
536580.01,2264261.01,-38.216060638
536580.01,2264361.01,-39.681121826
536580.01,2264461.01,-40.990261078
536580.01,2264561.01,-41.962478638
536580.01,2264661.01,-42.986598969
536580.01,2264761.01,-45.619186401
536580.01,2264861.01,-48.273139954
536580.01,2264961.01,-49.636817932
536580.01,2265061.01,-51.352176666
536580.01,2265161.01,-53.674705505
536580.01,2265261.01,-55.676567078
536580.01,2265361.01,-57.869815826
536580.01,2265461.01,-58.429233551
536580.01,2265561.01,-57.176361084
536580.01,2265661.01,-53.580089569
536580.01,2265761.01,-51.153175354
536580.01,2265861.01,-52.246353149
536580.01,2265961.01,-53.75579071
536580.01,2266061.01,-53.680912018
536580.01,2266161.01,-54.818275452
536580.01,2266261.01,-54.908424377
536580.01,2266361.01,-52.148765564
536580.01,2266461.01,-53.258384705
536580.01,2266561.01,-52.880496979
536580.01,2266661.01,-50.461326599
536580.01,2266761.01,-47.867416382
536580.01,2266861.01,-47.894172668
536580.01,2266961.01,-47.252674103
536580.01,2267061.01,-44.294845581
536580.01,2267161.01,-42.612010956
536580.01,2267261.01,-41.820590973
536580.01,2267361.01,-42.271663666
536580.01,2267461.01,-41.409412384
536580.01,2267561.01,-42.13218689
536580.01,2267661.01,-43.520046234
536580.01,2267761.01,-43.000965118
536580.01,2267861.01,-41.921833038
536580.01,2267961.01,-40.789974213
536580.01,2268061.01,-41.405204773
536580.01,2268161.01,-41.254001617
536580.01,2268261.01,-41.341308594
536580.01,2268361.01,-41.729694366
536580.01,2268461.01,-42.291320801
536580.01,2268561.01,-42.975410461
536580.01,2268661.01,-43.642887115
536580.01,2268761.01,-42.684497833
536580.01,2268861.01,-39.507564545
536580.01,2268961.01,-38.548862457
536580.01,2269061.01,-40.067699432
536580.01,2269161.01,-41.649982452
536580.01,2269261.01,-41.140865326
536580.01,2269361.01,-40.78094101
536580.01,2269461.01,-40.513195038
536580.01,2269561.01,-39.09569931
536580.01,2269661.01,-37.173439026
536580.01,2269761.01,-35.182826996
536580.01,2269861.01,-33.146823883
536580.01,2269961.01,-31.114616394
536580.01,2270061.01,-29.114860535
536580.01,2270161.01,-27.152690887
536580.01,2270261.01,-25.241254807
536580.01,2270361.01,-23.577495575
536580.01,2270461.01,-22.266412735
536580.01,2270561.01,-21.268007278
536580.01,2270661.01,-20.528762817
536580.01,2270761.01,-20.00712204
536580.01,2270861.01,-19.674976349
536580.01,2270961.01,-19.491325378
536580.01,2271061.01,-19.387245178
536580.01,2271161.01,-19.401750565
536580.01,2271261.01,-19.498565674
536580.01,2271361.01,-19.627342224
536580.01,2271461.01,-19.718006134
536580.01,2271561.01,-19.710203171
536580.01,2271661.01,-19.560621262
536580.01,2271761.01,-19.306352615
536580.01,2271861.01,-18.927640915
536580.01,2271961.01,-18.551124573
536580.01,2272061.01,-18.191761017
536580.01,2272161.01,-17.859163284
536580.01,2272261.01,-17.599712372
536580.01,2272361.01,-17.467710495
536580.01,2272461.01,-17.436613083
536580.01,2272561.01,-17.447406769
536580.01,2272661.01,-17.692935944
536580.01,2272761.01,-17.961553574
536580.01,2272861.01,-18.205223083
536580.01,2272961.01,-18.296922684
536680.01,2261761.01,-35.670448303
536680.01,2261861.01,-35.310913086
536680.01,2261961.01,-34.160907745
536680.01,2262061.01,-31.908296585
536680.01,2262161.01,-30.620166779
536680.01,2262261.01,-28.492311478
536680.01,2262361.01,-27.633789063
536680.01,2262461.01,-26.239887238
536680.01,2262561.01,-26.010515213
536680.01,2262661.01,-24.317293167
536680.01,2262761.01,-24.123651505
536680.01,2262861.01,-27.000297546
536680.01,2262961.01,-28.905517578
536680.01,2263061.01,-28.85254097
536680.01,2263161.01,-30.10210228
536680.01,2263261.01,-30.816602707
536680.01,2263361.01,-31.354248047
536680.01,2263461.01,-32.896255493
536680.01,2263561.01,-33.656429291
536680.01,2263661.01,-33.261386871
536680.01,2263761.01,-33.168067932
536680.01,2263861.01,-34.219669342
536680.01,2263961.01,-35.278331757
536680.01,2264061.01,-35.913219452
536680.01,2264161.01,-34.204051971
536680.01,2264261.01,-36.529624939
536680.01,2264361.01,-38.107288361
536680.01,2264461.01,-39.868690491
536680.01,2264561.01,-40.384849548
536680.01,2264661.01,-40.946365356
536680.01,2264761.01,-42.834243774
536680.01,2264861.01,-44.815799713
536680.01,2264961.01,-46.536327362
536680.01,2265061.01,-49.001438141
536680.01,2265161.01,-51.478366852
536680.01,2265261.01,-53.883625031
536680.01,2265361.01,-56.28792572
536680.01,2265461.01,-56.445358276
536680.01,2265561.01,-54.732597351
536680.01,2265661.01,-52.498500824
536680.01,2265761.01,-50.722438812
536680.01,2265861.01,-50.894706726
536680.01,2265961.01,-50.873691559
536680.01,2266061.01,-51.499095917
536680.01,2266161.01,-53.729827881
536680.01,2266261.01,-54.806549072
536680.01,2266361.01,-51.890068054
536680.01,2266461.01,-51.778358459
536680.01,2266561.01,-50.36233139
536680.01,2266661.01,-47.345653534
536680.01,2266761.01,-44.336147308
536680.01,2266861.01,-43.926700592
536680.01,2266961.01,-43.827636719
536680.01,2267061.01,-42.405319214
536680.01,2267161.01,-41.317520142
536680.01,2267261.01,-40.527992249
536680.01,2267361.01,-40.51701355
536680.01,2267461.01,-40.767383575
536680.01,2267561.01,-41.999897003
536680.01,2267661.01,-43.388507843
536680.01,2267761.01,-42.689647675
536680.01,2267861.01,-40.95715332
536680.01,2267961.01,-39.181301117
536680.01,2268061.01,-40.303153992
536680.01,2268161.01,-41.304237366
536680.01,2268261.01,-41.306903839
536680.01,2268361.01,-41.625034332
536680.01,2268461.01,-42.152496338
536680.01,2268561.01,-42.777923584
536680.01,2268661.01,-43.398658752
536680.01,2268761.01,-41.87229538
536680.01,2268861.01,-40.075771332
536680.01,2268961.01,-39.619152069
536680.01,2269061.01,-41.219573975
536680.01,2269161.01,-41.55960083
536680.01,2269261.01,-40.922027588
536680.01,2269361.01,-40.718673706
536680.01,2269461.01,-39.935588837
536680.01,2269561.01,-38.136054993
536680.01,2269661.01,-36.201004028
536680.01,2269761.01,-34.193782806
536680.01,2269861.01,-32.147659302
536680.01,2269961.01,-30.091915131
536680.01,2270061.01,-28.086860657
536680.01,2270161.01,-26.170763016
536680.01,2270261.01,-24.350543976
536680.01,2270361.01,-22.822250366
536680.01,2270461.01,-21.66411972
536680.01,2270561.01,-20.80497551
536680.01,2270661.01,-20.169376373
536680.01,2270761.01,-19.705329895
536680.01,2270861.01,-19.413787842
536680.01,2270961.01,-19.246042252
536680.01,2271061.01,-19.160200119
536680.01,2271161.01,-19.195785522
536680.01,2271261.01,-19.335943222
536680.01,2271361.01,-19.534669876
536680.01,2271461.01,-19.704208374
536680.01,2271561.01,-19.748441696
536680.01,2271661.01,-19.626396179
536680.01,2271761.01,-19.375017166
536680.01,2271861.01,-18.975301743
536680.01,2271961.01,-18.558368683
536680.01,2272061.01,-18.129655838
536680.01,2272161.01,-17.753665924
536680.01,2272261.01,-17.456417084
536680.01,2272361.01,-17.237688065
536680.01,2272461.01,-17.126630783
536680.01,2272561.01,-17.163995743
536680.01,2272661.01,-17.293830872
536680.01,2272761.01,-17.407062531
536680.01,2272861.01,-17.697889328
536780.01,2261761.01,-36.041942596
536780.01,2261861.01,-35.589950562
536780.01,2261961.01,-34.579772949
536780.01,2262061.01,-32.955413818
536780.01,2262161.01,-31.490650177
536780.01,2262261.01,-30.413711548
536780.01,2262361.01,-29.62002182
536780.01,2262461.01,-26.945821762
536780.01,2262561.01,-25.67020607
536780.01,2262661.01,-24.928089142
536780.01,2262761.01,-25.056829453
536780.01,2262861.01,-27.174900055
536780.01,2262961.01,-28.310453415
536780.01,2263061.01,-28.276500702
536780.01,2263161.01,-29.518161774
536780.01,2263261.01,-30.097286224
536780.01,2263361.01,-30.140804291
536780.01,2263461.01,-31.467941284
536780.01,2263561.01,-32.774238586
536780.01,2263661.01,-32.054668427
536780.01,2263761.01,-33.892940521
536780.01,2263861.01,-36.435813904
536780.01,2263961.01,-37.525089264
536780.01,2264061.01,-38.262031555
536780.01,2264161.01,-36.106472015
536780.01,2264261.01,-36.658981323
536780.01,2264361.01,-34.970375061
536780.01,2264461.01,-36.558441162
536780.01,2264561.01,-38.381103516
536780.01,2264661.01,-39.106075287
536780.01,2264761.01,-40.263599396
536780.01,2264861.01,-42.135108948
536780.01,2264961.01,-44.798881531
536780.01,2265061.01,-47.818691254
536780.01,2265161.01,-50.140338898
536780.01,2265261.01,-52.15026474
536780.01,2265361.01,-54.358650208
536780.01,2265461.01,-54.614906311
536780.01,2265561.01,-53.333896637
536780.01,2265661.01,-51.701622009
536780.01,2265761.01,-51.030693054
536780.01,2265861.01,-50.503005981
536780.01,2265961.01,-49.349773407
536780.01,2266061.01,-50.835426331
536780.01,2266161.01,-52.387084961
536780.01,2266261.01,-53.105609894
536780.01,2266361.01,-51.411437988
536780.01,2266461.01,-50.254859924
536780.01,2266561.01,-48.483970642
536780.01,2266661.01,-45.697048187
536780.01,2266761.01,-42.985298157
536780.01,2266861.01,-41.996273041
536780.01,2266961.01,-41.836997986
536780.01,2267061.01,-41.729858398
536780.01,2267161.01,-40.938163757
536780.01,2267261.01,-39.466632843
536780.01,2267361.01,-39.21421051
536780.01,2267461.01,-39.651374817
536780.01,2267561.01,-40.422679901
536780.01,2267661.01,-41.001590729
536780.01,2267761.01,-41.191978455
536780.01,2267861.01,-39.212230682
536780.01,2267961.01,-36.859371185
536780.01,2268061.01,-37.725883484
536780.01,2268161.01,-40.465114594
536780.01,2268261.01,-41.203266144
536780.01,2268361.01,-41.419429779
536780.01,2268461.01,-41.881874084
536780.01,2268561.01,-42.424491882
536780.01,2268661.01,-42.800273895
536780.01,2268761.01,-41.771175385
536780.01,2268861.01,-40.828121185
536780.01,2268961.01,-40.168670654
536780.01,2269061.01,-40.710960388
536780.01,2269161.01,-41.175872803
536780.01,2269261.01,-40.755832672
536780.01,2269361.01,-40.452629089
536780.01,2269461.01,-38.981128693
536780.01,2269561.01,-37.192947388
536780.01,2269661.01,-35.288829803
536780.01,2269761.01,-33.309650421
536780.01,2269861.01,-31.283182144
536780.01,2269961.01,-29.261316299
536780.01,2270061.01,-27.333984375
536780.01,2270161.01,-25.500080109
536780.01,2270261.01,-23.837640762
536780.01,2270361.01,-22.462387085
536780.01,2270461.01,-21.428525925
536780.01,2270561.01,-20.638938904
536780.01,2270661.01,-20.051506042
536780.01,2270761.01,-19.626647949
536780.01,2270861.01,-19.33172226
536780.01,2270961.01,-19.127622604
536780.01,2271061.01,-19.00592041
536780.01,2271161.01,-19.003078461
536780.01,2271261.01,-19.128885269
536780.01,2271361.01,-19.343839645
536780.01,2271461.01,-19.557056427
536780.01,2271561.01,-19.644184113
536780.01,2271661.01,-19.550819397
536780.01,2271761.01,-19.271055222
536780.01,2271861.01,-18.920269012
536780.01,2271961.01,-18.490970612
536780.01,2272061.01,-18.034639359
536780.01,2272161.01,-17.600175858
536780.01,2272261.01,-17.29419899
536780.01,2272361.01,-17.036771774
536780.01,2272461.01,-16.884366989
536780.01,2272561.01,-16.885602951
536780.01,2272661.01,-16.997283936
536780.01,2272761.01,-17.15970993
536880.01,2261861.01,-36.200157166
536880.01,2261961.01,-35.765956879
536880.01,2262061.01,-34.603225708
536880.01,2262161.01,-32.395355225
536880.01,2262261.01,-31.687076569
536880.01,2262361.01,-30.795024872
536880.01,2262461.01,-28.563207626
536880.01,2262561.01,-26.180006027
536880.01,2262661.01,-24.875574112
536880.01,2262761.01,-24.884843826
536880.01,2262861.01,-26.646501541
536880.01,2262961.01,-27.491434097
536880.01,2263061.01,-28.38000679
536880.01,2263161.01,-29.694221497
536880.01,2263261.01,-30.143360138
536880.01,2263361.01,-29.998929977
536880.01,2263461.01,-31.10990715
536880.01,2263561.01,-31.734611511
536880.01,2263661.01,-30.961324692
536880.01,2263761.01,-33.909870148
536880.01,2263861.01,-36.576766968
536880.01,2263961.01,-38.307468414
536880.01,2264061.01,-40.797180176
536880.01,2264161.01,-40.371128082
536880.01,2264261.01,-37.986106873
536880.01,2264361.01,-33.865062714
536880.01,2264461.01,-34.19965744
536880.01,2264561.01,-36.097797394
536880.01,2264661.01,-37.12959671
536880.01,2264761.01,-38.651763916
536880.01,2264861.01,-41.343326569
536880.01,2264961.01,-44.288784027
536880.01,2265061.01,-47.485450745
536880.01,2265161.01,-50.155296326
