"X","Y","H10_Portl (TWT)"
532380.01,2262761.01,224.864799
532380.01,2262861.01,226.632717
532380.01,2262961.01,223.130722
532380.01,2263061.01,221.429207
532380.01,2263161.01,221.080917
532380.01,2263261.01,219.496277
532380.01,2263361.01,217.297379
532380.01,2263461.01,216.831997
532380.01,2263561.01,214.055504
532380.01,2263661.01,213.25087
532380.01,2263761.01,212.736572
532380.01,2263861.01,208.463043
532380.01,2263961.01,201.177971
532380.01,2264061.01,196.782814
532380.01,2264161.01,192.108505
532380.01,2264261.01,186.170563
532380.01,2264361.01,184.140579
532380.01,2264461.01,182.26297
532380.01,2264561.01,179.699615
532380.01,2264661.01,177.652283
532380.01,2264761.01,177.007019
532380.01,2264861.01,176.744652
532380.01,2264961.01,180.757454
532380.01,2265061.01,181.914024
532380.01,2265161.01,183.530243
532380.01,2265261.01,187.371536
532380.01,2265361.01,192.669067
532380.01,2265461.01,198.899864
532380.01,2265561.01,203.225922
532380.01,2265661.01,203.961761
532380.01,2265761.01,201.641434
532380.01,2265861.01,197.811203
532380.01,2265961.01,196.719414
532380.01,2266061.01,198.19339
532380.01,2266161.01,200.962173
532380.01,2266261.01,202.91713
532380.01,2266361.01,206.62516
532380.01,2266461.01,209.396698
532380.01,2266561.01,212.392479
532380.01,2266661.01,214.173676
532380.01,2266761.01,218.354225
532380.01,2266861.01,222.275719
532380.01,2266961.01,224.950241
532380.01,2267061.01,230.983994
532380.01,2267161.01,223.414703
532380.01,2267261.01,223.466522
532380.01,2267361.01,224.333229
532380.01,2267461.01,226.727119
532380.01,2267561.01,226.225784
532380.01,2267661.01,221.911942
532380.01,2267761.01,218.903854
532380.01,2267861.01,218.057217
532380.01,2267961.01,215.330055
532380.01,2268061.01,212.7216
532380.01,2268161.01,212.53804
532380.01,2268261.01,211.812531
532380.01,2268361.01,209.79364
532380.01,2268461.01,209.133423
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,232.023342
532480.01,2262061.01,232.082489
532480.01,2262161.01,233.479088
532480.01,2262261.01,233.375519
532480.01,2262361.01,231.916779
532480.01,2262461.01,231.129929
532480.01,2262561.01,229.131741
532480.01,2262661.01,226.418232
532480.01,2262761.01,226.340393
532480.01,2262861.01,225.296387
532480.01,2262961.01,224.809402
532480.01,2263061.01,223.910385
532480.01,2263161.01,222.590523
532480.01,2263261.01,221.404133
532480.01,2263361.01,218.811409
532480.01,2263461.01,216.225441
532480.01,2263561.01,213.718613
532480.01,2263661.01,213.376221
532480.01,2263761.01,209.686676
532480.01,2263861.01,204.495571
532480.01,2263961.01,196.707672
532480.01,2264061.01,194.042038
532480.01,2264161.01,190.279167
532480.01,2264261.01,186.327682
532480.01,2264361.01,183.669239
532480.01,2264461.01,181.052757
532480.01,2264561.01,178.631966
532480.01,2264661.01,175.663071
532480.01,2264761.01,174.419914
532480.01,2264861.01,174.214615
532480.01,2264961.01,174.346672
532480.01,2265061.01,178.376793
532480.01,2265161.01,182.619133
532480.01,2265261.01,189.081532
532480.01,2265361.01,193.836578
532480.01,2265461.01,199.37281
532480.01,2265561.01,201.95961
532480.01,2265661.01,202.278976
532480.01,2265761.01,201.706276
532480.01,2265861.01,198.149429
532480.01,2265961.01,197.378616
532480.01,2266061.01,197.556213
532480.01,2266161.01,200.032791
532480.01,2266261.01,202.770649
532480.01,2266361.01,207.134438
532480.01,2266461.01,209.084827
532480.01,2266561.01,212.431183
532480.01,2266661.01,215.58493
532480.01,2266761.01,218.928307
532480.01,2266861.01,221.896637
532480.01,2266961.01,226.064667
532480.01,2267061.01,228.137329
532480.01,2267161.01,220.909096
532480.01,2267261.01,222.725632
532480.01,2267361.01,226.004288
532480.01,2267461.01,227.830154
532480.01,2267561.01,227.683578
532480.01,2267661.01,224.198433
532480.01,2267761.01,220.214516
532480.01,2267861.01,222.05732
532480.01,2267961.01,219.6996
532480.01,2268061.01,217.45562
532480.01,2268161.01,216.522095
532480.01,2268261.01,213.644436
532480.01,2268361.01,211.285515
532480.01,2268461.01,210.830566
532480.01,2268561.01,210.594421
532480.01,2268661.01,-9999
532580.01,2261861.01,234.685272
532580.01,2261961.01,232.606667
532580.01,2262061.01,230.722809
532580.01,2262161.01,231.121815
532580.01,2262261.01,230.040344
532580.01,2262361.01,230.356548
532580.01,2262461.01,229.101959
532580.01,2262561.01,226.532181
532580.01,2262661.01,226.693146
532580.01,2262761.01,226.625256
532580.01,2262861.01,226.001038
532580.01,2262961.01,226.500763
532580.01,2263061.01,227.022133
532580.01,2263161.01,225.384857
532580.01,2263261.01,221.329025
532580.01,2263361.01,217.364624
532580.01,2263461.01,212.626537
532580.01,2263561.01,211.356735
532580.01,2263661.01,210.428093
532580.01,2263761.01,207.583618
532580.01,2263861.01,202.842804
532580.01,2263961.01,197.385208
532580.01,2264061.01,194.735737
532580.01,2264161.01,190.442009
532580.01,2264261.01,185.68536
532580.01,2264361.01,182.139404
532580.01,2264461.01,179.184723
532580.01,2264561.01,177.01046
532580.01,2264661.01,176.156219
532580.01,2264761.01,175.166
532580.01,2264861.01,175.581711
532580.01,2264961.01,176.544937
532580.01,2265061.01,178.148956
532580.01,2265161.01,182.160599
532580.01,2265261.01,185.843338
532580.01,2265361.01,193.332493
532580.01,2265461.01,198.572342
532580.01,2265561.01,200.156681
532580.01,2265661.01,197.721291
532580.01,2265761.01,198.85321
532580.01,2265861.01,197.318565
532580.01,2265961.01,196.845146
532580.01,2266061.01,197.821056
532580.01,2266161.01,199.56279
532580.01,2266261.01,202.147972
532580.01,2266361.01,207.519806
532580.01,2266461.01,211.064941
532580.01,2266561.01,212.953148
532580.01,2266661.01,216.155018
532580.01,2266761.01,219.11515
532580.01,2266861.01,221.081978
532580.01,2266961.01,224.93248
532580.01,2267061.01,225.048889
532580.01,2267161.01,219.491734
532580.01,2267261.01,219.910851
532580.01,2267361.01,225.177147
532580.01,2267461.01,225.395493
532580.01,2267561.01,225.424141
532580.01,2267661.01,223.416397
532580.01,2267761.01,222.58783
532580.01,2267861.01,222.424179
532580.01,2267961.01,221.321167
532580.01,2268061.01,219.083405
532580.01,2268161.01,218.400139
532580.01,2268261.01,215.204231
532580.01,2268361.01,213.257629
532580.01,2268461.01,212.82235
532580.01,2268561.01,212.729187
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,244.426369
532680.01,2261861.01,237.047997
532680.01,2261961.01,234.035538
532680.01,2262061.01,234.284309
532680.01,2262161.01,243.29998
532680.01,2262261.01,240.149841
532680.01,2262361.01,235.732384
532680.01,2262461.01,236.232689
532680.01,2262561.01,229.892788
532680.01,2262661.01,233.337891
532680.01,2262761.01,233.90609
532680.01,2262861.01,230.942047
532680.01,2262961.01,229.824814
532680.01,2263061.01,228.519745
532680.01,2263161.01,224.29287
532680.01,2263261.01,220.482277
532680.01,2263361.01,217.237656
532680.01,2263461.01,212.73793
532680.01,2263561.01,213.373962
532680.01,2263661.01,213.172096
532680.01,2263761.01,208.752113
532680.01,2263861.01,203.586208
532680.01,2263961.01,199.487946
532680.01,2264061.01,194.579987
532680.01,2264161.01,189.723907
532680.01,2264261.01,185.35952
532680.01,2264361.01,182.815338
532680.01,2264461.01,179.992447
532680.01,2264561.01,178.034142
532680.01,2264661.01,177.229851
532680.01,2264761.01,177.732338
532680.01,2264861.01,177.823578
532680.01,2264961.01,178.832233
532680.01,2265061.01,179.313576
532680.01,2265161.01,182.195747
532680.01,2265261.01,183.832703
532680.01,2265361.01,187.87265
532680.01,2265461.01,188.791306
532680.01,2265561.01,188.986336
532680.01,2265661.01,192.059563
532680.01,2265761.01,194.462547
532680.01,2265861.01,193.381454
532680.01,2265961.01,194.702866
532680.01,2266061.01,196.33963
532680.01,2266161.01,198.792618
532680.01,2266261.01,201.433624
532680.01,2266361.01,206.151421
532680.01,2266461.01,211.069489
532680.01,2266561.01,212.440384
532680.01,2266661.01,216.572395
532680.01,2266761.01,219.46167
532680.01,2266861.01,221.57362
532680.01,2266961.01,224.326363
532680.01,2267061.01,224.230366
532680.01,2267161.01,218.87114
532680.01,2267261.01,216.387466
532680.01,2267361.01,220.988182
532680.01,2267461.01,221.410126
532680.01,2267561.01,222.547211
532680.01,2267661.01,222.911598
532680.01,2267761.01,222.357414
532680.01,2267861.01,222.994858
532680.01,2267961.01,223.03125
532680.01,2268061.01,221.358994
532680.01,2268161.01,220.884876
532680.01,2268261.01,217.920799
532680.01,2268361.01,214.466572
532680.01,2268461.01,213.609833
532680.01,2268561.01,213.423141
532680.01,2268661.01,213.936913
532680.01,2268761.01,-9999
532780.01,2261761.01,253.590363
532780.01,2261861.01,250.224289
532780.01,2261961.01,252.482895
532780.01,2262061.01,256.939629
532780.01,2262161.01,255.965919
532780.01,2262261.01,253.368408
532780.01,2262361.01,252.68129
532780.01,2262461.01,247.863914
532780.01,2262561.01,243.733765
532780.01,2262661.01,241.889664
532780.01,2262761.01,238.056278
532780.01,2262861.01,234.440216
532780.01,2262961.01,230.146038
532780.01,2263061.01,226.928787
532780.01,2263161.01,224.121277
532780.01,2263261.01,219.008362
532780.01,2263361.01,216.767937
532780.01,2263461.01,214.919418
532780.01,2263561.01,214.045635
532780.01,2263661.01,213.822876
532780.01,2263761.01,208.910286
532780.01,2263861.01,203.051071
532780.01,2263961.01,201.3153
532780.01,2264061.01,196.984112
532780.01,2264161.01,191.975716
532780.01,2264261.01,189.317482
532780.01,2264361.01,184.600479
532780.01,2264461.01,181.811028
532780.01,2264561.01,180.460876
532780.01,2264661.01,180.282536
532780.01,2264761.01,179.427734
532780.01,2264861.01,179.41856
532780.01,2264961.01,179.008438
532780.01,2265061.01,177.529724
532780.01,2265161.01,178.294746
532780.01,2265261.01,181.617134
532780.01,2265361.01,185.778408
532780.01,2265461.01,186.227722
532780.01,2265561.01,186.225937
532780.01,2265661.01,187.675949
532780.01,2265761.01,188.992088
532780.01,2265861.01,189.464729
532780.01,2265961.01,191.365829
532780.01,2266061.01,194.293083
532780.01,2266161.01,196.974136
532780.01,2266261.01,200.250015
532780.01,2266361.01,204.038269
532780.01,2266461.01,208.693016
532780.01,2266561.01,212.15554
532780.01,2266661.01,217.6964
532780.01,2266761.01,221.936752
532780.01,2266861.01,223.701363
532780.01,2266961.01,225.052216
532780.01,2267061.01,222.059738
532780.01,2267161.01,214.812744
532780.01,2267261.01,211.441635
532780.01,2267361.01,216.894775
532780.01,2267461.01,218.866158
532780.01,2267561.01,221.37233
532780.01,2267661.01,222.607307
532780.01,2267761.01,222.567688
532780.01,2267861.01,223.97522
532780.01,2267961.01,224.646492
532780.01,2268061.01,224.326004
532780.01,2268161.01,222.937004
532780.01,2268261.01,221.287735
532780.01,2268361.01,218.132195
532780.01,2268461.01,217.399315
532780.01,2268561.01,215.768856
532780.01,2268661.01,216.085571
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,261.602081
532880.01,2261761.01,260.210327
532880.01,2261861.01,260.514694
532880.01,2261961.01,259.355118
532880.01,2262061.01,258.995911
532880.01,2262161.01,257.525269
532880.01,2262261.01,251.720833
532880.01,2262361.01,247.815613
532880.01,2262461.01,244.456203
532880.01,2262561.01,242.901054
532880.01,2262661.01,241.016975
532880.01,2262761.01,237.788773
532880.01,2262861.01,233.663567
532880.01,2262961.01,229.033474
532880.01,2263061.01,225.708588
532880.01,2263161.01,222.50729
532880.01,2263261.01,219.010323
532880.01,2263361.01,218.112686
532880.01,2263461.01,215.558426
532880.01,2263561.01,212.65522
532880.01,2263661.01,211.053513
532880.01,2263761.01,207.809544
532880.01,2263861.01,204.665627
532880.01,2263961.01,203.005821
532880.01,2264061.01,198.704559
532880.01,2264161.01,194.593971
532880.01,2264261.01,191.710049
532880.01,2264361.01,188.072327
532880.01,2264461.01,184.684029
532880.01,2264561.01,181.493958
532880.01,2264661.01,178.154175
532880.01,2264761.01,174.315842
532880.01,2264861.01,172.375084
532880.01,2264961.01,173.1894
532880.01,2265061.01,174.889542
532880.01,2265161.01,177.504318
532880.01,2265261.01,180.65097
532880.01,2265361.01,185.235931
532880.01,2265461.01,185.617523
532880.01,2265561.01,184.879128
532880.01,2265661.01,185.74543
532880.01,2265761.01,187.001373
532880.01,2265861.01,187.130539
532880.01,2265961.01,186.946861
532880.01,2266061.01,191.212936
532880.01,2266161.01,194.214359
532880.01,2266261.01,198.96566
532880.01,2266361.01,203.219543
532880.01,2266461.01,206.459167
532880.01,2266561.01,211.956573
532880.01,2266661.01,217.909134
532880.01,2266761.01,222.749123
532880.01,2266861.01,224.307095
532880.01,2266961.01,224.181976
532880.01,2267061.01,220.698162
532880.01,2267161.01,217.255325
532880.01,2267261.01,212.542969
532880.01,2267361.01,214.344559
532880.01,2267461.01,216.185226
532880.01,2267561.01,219.115189
532880.01,2267661.01,221.187355
532880.01,2267761.01,222.139893
532880.01,2267861.01,223.273697
532880.01,2267961.01,225.255753
532880.01,2268061.01,224.623753
532880.01,2268161.01,223.904007
532880.01,2268261.01,223.075455
532880.01,2268361.01,221.716286
532880.01,2268461.01,218.692947
532880.01,2268561.01,218.102707
532880.01,2268661.01,219.601501
532880.01,2268761.01,219.605133
532880.01,2268861.01,-9999
532980.01,2261561.01,262.573166
532980.01,2261661.01,261.66153
532980.01,2261761.01,259.795517
532980.01,2261861.01,259.901123
532980.01,2261961.01,259.521484
532980.01,2262061.01,258.195663
532980.01,2262161.01,253.206413
532980.01,2262261.01,247.513386
532980.01,2262361.01,243.751266
532980.01,2262461.01,241.319061
532980.01,2262561.01,240.459045
532980.01,2262661.01,238.070568
532980.01,2262761.01,235.088341
532980.01,2262861.01,231.770741
532980.01,2262961.01,229.230087
532980.01,2263061.01,226.967354
532980.01,2263161.01,224.466934
532980.01,2263261.01,222.686596
532980.01,2263361.01,219.211403
532980.01,2263461.01,215.370804
532980.01,2263561.01,211.420685
532980.01,2263661.01,209.824966
532980.01,2263761.01,207.458305
532980.01,2263861.01,203.758194
532980.01,2263961.01,201.931442
532980.01,2264061.01,198.907272
532980.01,2264161.01,195.637329
532980.01,2264261.01,192.805084
532980.01,2264361.01,188.429794
532980.01,2264461.01,183.231522
532980.01,2264561.01,178.839817
532980.01,2264661.01,174.82439
532980.01,2264761.01,172.476418
532980.01,2264861.01,172.607437
532980.01,2264961.01,173.950897
532980.01,2265061.01,175.558479
532980.01,2265161.01,177.645096
532980.01,2265261.01,182.849136
532980.01,2265361.01,184.262802
532980.01,2265461.01,184.418091
532980.01,2265561.01,184.754517
532980.01,2265661.01,185.63768
532980.01,2265761.01,186.949738
532980.01,2265861.01,186.272888
532980.01,2265961.01,183.046021
532980.01,2266061.01,187.110802
532980.01,2266161.01,190.086075
532980.01,2266261.01,196.657196
532980.01,2266361.01,202.739479
532980.01,2266461.01,206.779869
532980.01,2266561.01,213.206287
532980.01,2266661.01,219.964989
532980.01,2266761.01,222.22435
532980.01,2266861.01,224.776001
532980.01,2266961.01,224.843674
532980.01,2267061.01,224.362022
532980.01,2267161.01,221.859798
532980.01,2267261.01,217.779697
532980.01,2267361.01,213.943161
532980.01,2267461.01,215.810005
532980.01,2267561.01,218.134552
532980.01,2267661.01,220.196144
532980.01,2267761.01,222.227745
532980.01,2267861.01,224.80899
532980.01,2267961.01,225.903534
532980.01,2268061.01,225.532066
532980.01,2268161.01,225.082199
532980.01,2268261.01,224.359947
532980.01,2268361.01,222.379463
532980.01,2268461.01,219.310925
532980.01,2268561.01,219.366619
532980.01,2268661.01,220.721268
532980.01,2268761.01,223.841423
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,261.272095
533080.01,2261561.01,260.627625
533080.01,2261661.01,260.914993
533080.01,2261761.01,261.24202
533080.01,2261861.01,260.117798
533080.01,2261961.01,259.25116
533080.01,2262061.01,256.322052
533080.01,2262161.01,252.583717
533080.01,2262261.01,246.659927
533080.01,2262361.01,243.832329
533080.01,2262461.01,241.025612
533080.01,2262561.01,237.668396
533080.01,2262661.01,235.723495
533080.01,2262761.01,233.60054
533080.01,2262861.01,231.796532
533080.01,2262961.01,230.19426
533080.01,2263061.01,226.852016
533080.01,2263161.01,224.316277
533080.01,2263261.01,221.699387
533080.01,2263361.01,217.771378
533080.01,2263461.01,214.065987
533080.01,2263561.01,211.849907
533080.01,2263661.01,209.603184
533080.01,2263761.01,207.064964
533080.01,2263861.01,205.484268
533080.01,2263961.01,201.25045
533080.01,2264061.01,196.493347
533080.01,2264161.01,193.160202
533080.01,2264261.01,189.676292
533080.01,2264361.01,184.022449
533080.01,2264461.01,179.077965
533080.01,2264561.01,177.357338
533080.01,2264661.01,175.120514
533080.01,2264761.01,173.686852
533080.01,2264861.01,173.047226
533080.01,2264961.01,173.61504
533080.01,2265061.01,174.868088
533080.01,2265161.01,177.819809
533080.01,2265261.01,182.044395
533080.01,2265361.01,183.890808
533080.01,2265461.01,183.025002
533080.01,2265561.01,183.485191
533080.01,2265661.01,184.655434
533080.01,2265761.01,184.64711
533080.01,2265861.01,184.410561
533080.01,2265961.01,182.94458
533080.01,2266061.01,184.605736
533080.01,2266161.01,187.975777
533080.01,2266261.01,194.53273
533080.01,2266361.01,202.058685
533080.01,2266461.01,208.461243
533080.01,2266561.01,213.328491
533080.01,2266661.01,218.534714
533080.01,2266761.01,220.715965
533080.01,2266861.01,224.605743
533080.01,2266961.01,226.280064
533080.01,2267061.01,225.867218
533080.01,2267161.01,225.596855
533080.01,2267261.01,221.329636
533080.01,2267361.01,218.224464
533080.01,2267461.01,215.977112
533080.01,2267561.01,217.564873
533080.01,2267661.01,221.660728
533080.01,2267761.01,224.409241
533080.01,2267861.01,226.208649
533080.01,2267961.01,226.636597
533080.01,2268061.01,227.154526
533080.01,2268161.01,226.249863
533080.01,2268261.01,225.101913
533080.01,2268361.01,223.125671
533080.01,2268461.01,221.604713
533080.01,2268561.01,220.436111
533080.01,2268661.01,221.712708
533080.01,2268761.01,224.672798
533080.01,2268861.01,225.82032
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,258.344635
533180.01,2261561.01,259.846573
533180.01,2261661.01,259.333405
533180.01,2261761.01,260.270599
533180.01,2261861.01,259.342743
533180.01,2261961.01,257.892036
533180.01,2262061.01,254.395798
533180.01,2262161.01,250.03537
533180.01,2262261.01,246.680389
533180.01,2262361.01,243.2565
533180.01,2262461.01,239.827255
533180.01,2262561.01,238.272636
533180.01,2262661.01,235.479973
533180.01,2262761.01,233.364483
533180.01,2262861.01,232.037224
533180.01,2262961.01,227.286957
533180.01,2263061.01,223.840309
533180.01,2263161.01,221.052002
533180.01,2263261.01,218.890873
533180.01,2263361.01,215.757111
533180.01,2263461.01,213.310661
533180.01,2263561.01,210.990311
533180.01,2263661.01,208.871925
533180.01,2263761.01,206.954437
533180.01,2263861.01,206.102165
533180.01,2263961.01,201.776543
533180.01,2264061.01,195.702564
533180.01,2264161.01,191.388702
533180.01,2264261.01,186.07254
533180.01,2264361.01,182.619041
533180.01,2264461.01,178.229355
533180.01,2264561.01,176.902283
533180.01,2264661.01,175.295044
533180.01,2264761.01,173.35778
533180.01,2264861.01,173.12767
533180.01,2264961.01,173.12291
533180.01,2265061.01,174.584915
533180.01,2265161.01,177.378609
533180.01,2265261.01,179.416901
533180.01,2265361.01,182.035034
533180.01,2265461.01,181.075974
533180.01,2265561.01,180.874435
533180.01,2265661.01,181.501846
533180.01,2265761.01,181.838806
533180.01,2265861.01,182.357025
533180.01,2265961.01,183.49575
533180.01,2266061.01,186.286568
533180.01,2266161.01,191.164291
533180.01,2266261.01,197.13208
533180.01,2266361.01,204.01767
533180.01,2266461.01,206.748398
533180.01,2266561.01,210.478355
533180.01,2266661.01,215.005184
533180.01,2266761.01,217.218826
533180.01,2266861.01,220.177536
533180.01,2266961.01,224.946632
533180.01,2267061.01,225.722229
533180.01,2267161.01,227.096794
533180.01,2267261.01,225.777122
533180.01,2267361.01,223.379311
533180.01,2267461.01,216.744125
533180.01,2267561.01,219.380913
533180.01,2267661.01,221.53466
533180.01,2267761.01,224.13998
533180.01,2267861.01,226.029221
533180.01,2267961.01,226.531349
533180.01,2268061.01,226.893661
533180.01,2268161.01,225.356537
533180.01,2268261.01,223.093491
533180.01,2268361.01,221.643883
533180.01,2268461.01,220.811634
533180.01,2268561.01,222.583183
533180.01,2268661.01,223.568558
533180.01,2268761.01,224.568954
533180.01,2268861.01,225.441658
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,254.381485
533280.01,2261461.01,254.830795
533280.01,2261561.01,256.723083
533280.01,2261661.01,257.246666
533280.01,2261761.01,258.683212
533280.01,2261861.01,258.979713
533280.01,2261961.01,257.311981
533280.01,2262061.01,253.150116
533280.01,2262161.01,247.683685
533280.01,2262261.01,244.14978
533280.01,2262361.01,241.720989
533280.01,2262461.01,239.035492
533280.01,2262561.01,237.525871
533280.01,2262661.01,235.203201
533280.01,2262761.01,231.893402
533280.01,2262861.01,228.324188
533280.01,2262961.01,224.781376
533280.01,2263061.01,222.215485
533280.01,2263161.01,220.201008
533280.01,2263261.01,218.619751
533280.01,2263361.01,214.622437
533280.01,2263461.01,211.933807
533280.01,2263561.01,210.764633
533280.01,2263661.01,209.222721
533280.01,2263761.01,205.659195
533280.01,2263861.01,198.13282
533280.01,2263961.01,189.169205
533280.01,2264061.01,185.682961
533280.01,2264161.01,183.907623
533280.01,2264261.01,183.273407
533280.01,2264361.01,181.006828
533280.01,2264461.01,177.791832
533280.01,2264561.01,175.426468
533280.01,2264661.01,174.153152
533280.01,2264761.01,173.498814
533280.01,2264861.01,173.075279
533280.01,2264961.01,174.0014
533280.01,2265061.01,176.858093
533280.01,2265161.01,176.691322
533280.01,2265261.01,175.447052
533280.01,2265361.01,179.445648
533280.01,2265461.01,181.578529
533280.01,2265561.01,182.033066
533280.01,2265661.01,182.277206
533280.01,2265761.01,182.626587
533280.01,2265861.01,182.413422
533280.01,2265961.01,186.059204
533280.01,2266061.01,188.927181
533280.01,2266161.01,193.208679
533280.01,2266261.01,197.788372
533280.01,2266361.01,200.269913
533280.01,2266461.01,204.529709
533280.01,2266561.01,207.433029
533280.01,2266661.01,210.743172
533280.01,2266761.01,212.030411
533280.01,2266861.01,216.092014
533280.01,2266961.01,220.860764
533280.01,2267061.01,222.593216
533280.01,2267161.01,226.294662
533280.01,2267261.01,229.19841
533280.01,2267361.01,228.840145
533280.01,2267461.01,220.859703
533280.01,2267561.01,220.892456
533280.01,2267661.01,221.889069
533280.01,2267761.01,222.067993
533280.01,2267861.01,223.064072
533280.01,2267961.01,222.86393
533280.01,2268061.01,223.865433
533280.01,2268161.01,224.430889
533280.01,2268261.01,224.181656
533280.01,2268361.01,222.011612
533280.01,2268461.01,220.251251
533280.01,2268561.01,222.429276
533280.01,2268661.01,222.572906
533280.01,2268761.01,221.581223
533280.01,2268861.01,218.268913
533280.01,2268961.01,217.416046
533280.01,2269061.01,-9999
533280.01,2269161.01,-9999
533380.01,2261261.01,-9999
533380.01,2261361.01,252.045807
533380.01,2261461.01,253.258186
533380.01,2261561.01,253.552216
533380.01,2261661.01,254.786522
533380.01,2261761.01,256.051086
533380.01,2261861.01,256.501236
533380.01,2261961.01,255.57077
533380.01,2262061.01,252.733971
533380.01,2262161.01,246.956642
533380.01,2262261.01,243.891487
533380.01,2262361.01,241.307587
533380.01,2262461.01,238.106842
533380.01,2262561.01,235.883038
533380.01,2262661.01,231.502304
533380.01,2262761.01,226.818245
533380.01,2262861.01,223.997238
533380.01,2262961.01,221.453804
533380.01,2263061.01,220.232285
533380.01,2263161.01,219.034626
533380.01,2263261.01,216.087234
533380.01,2263361.01,212.82386
533380.01,2263461.01,211.282623
533380.01,2263561.01,207.38237
533380.01,2263661.01,203.540955
533380.01,2263761.01,190.692307
533380.01,2263861.01,188.633568
533380.01,2263961.01,185.824883
533380.01,2264061.01,182.753353
533380.01,2264161.01,181.481415
533380.01,2264261.01,179.566582
533380.01,2264361.01,177.508194
533380.01,2264461.01,175.312283
533380.01,2264561.01,174.940834
533380.01,2264661.01,174.260864
533380.01,2264761.01,172.866455
533380.01,2264861.01,171.666016
533380.01,2264961.01,171.778259
533380.01,2265061.01,174.889534
533380.01,2265161.01,178.043652
533380.01,2265261.01,180.251274
533380.01,2265361.01,183.046402
533380.01,2265461.01,184.872986
533380.01,2265561.01,186.333916
533380.01,2265661.01,185.544235
533380.01,2265761.01,185.057804
533380.01,2265861.01,183.988205
533380.01,2265961.01,186.778061
533380.01,2266061.01,188.895111
533380.01,2266161.01,192.596146
533380.01,2266261.01,196.861893
533380.01,2266361.01,199.690552
533380.01,2266461.01,202.353592
533380.01,2266561.01,205.669861
533380.01,2266661.01,207.246284
533380.01,2266761.01,210.766296
533380.01,2266861.01,213.558601
533380.01,2266961.01,214.920586
533380.01,2267061.01,219.118996
533380.01,2267161.01,224.431305
533380.01,2267261.01,229.589207
533380.01,2267361.01,232.169266
533380.01,2267461.01,226.05867
533380.01,2267561.01,219.769348
533380.01,2267661.01,217.830727
533380.01,2267761.01,218.223728
533380.01,2267861.01,220.192497
533380.01,2267961.01,222.185722
533380.01,2268061.01,223.496323
533380.01,2268161.01,224.486893
533380.01,2268261.01,223.859344
533380.01,2268361.01,223.423569
533380.01,2268461.01,222.948189
533380.01,2268561.01,221.574341
533380.01,2268661.01,219.487381
533380.01,2268761.01,217.192139
533380.01,2268861.01,217.04393
533380.01,2268961.01,216.310738
533380.01,2269061.01,-9999
533380.01,2269161.01,-9999
533480.01,2261161.01,-9999
533480.01,2261261.01,247.852264
533480.01,2261361.01,249.274849
533480.01,2261461.01,251.770844
533480.01,2261561.01,250.851768
533480.01,2261661.01,252.235405
533480.01,2261761.01,254.149155
533480.01,2261861.01,253.370094
533480.01,2261961.01,252.420517
533480.01,2262061.01,249.568619
533480.01,2262161.01,244.457703
533480.01,2262261.01,241.727303
533480.01,2262361.01,239.944
533480.01,2262461.01,237.264164
533480.01,2262561.01,233.739624
533480.01,2262661.01,229.208984
533480.01,2262761.01,225.78421
533480.01,2262861.01,222.763313
533480.01,2262961.01,220.221748
533480.01,2263061.01,217.359299
533480.01,2263161.01,214.506409
533480.01,2263261.01,210.117569
533480.01,2263361.01,204.707245
533480.01,2263461.01,200.990685
533480.01,2263561.01,196.667488
533480.01,2263661.01,193.35881
533480.01,2263761.01,191.589813
533480.01,2263861.01,189.751846
533480.01,2263961.01,186.379837
533480.01,2264061.01,182.988281
533480.01,2264161.01,181.73391
533480.01,2264261.01,179.018707
533480.01,2264361.01,175.754303
533480.01,2264461.01,172.643181
533480.01,2264561.01,169.695663
533480.01,2264661.01,168.410423
533480.01,2264761.01,167.668747
533480.01,2264861.01,170.022488
533480.01,2264961.01,172.694649
533480.01,2265061.01,175.985497
533480.01,2265161.01,178.956696
533480.01,2265261.01,180.906944
533480.01,2265361.01,182.69001
533480.01,2265461.01,188.365898
533480.01,2265561.01,190.430622
533480.01,2265661.01,189.041878
533480.01,2265761.01,187.823799
533480.01,2265861.01,185.559952
533480.01,2265961.01,187.776062
533480.01,2266061.01,189.428459
533480.01,2266161.01,192.382336
533480.01,2266261.01,196.250175
533480.01,2266361.01,197.802406
533480.01,2266461.01,200.839661
533480.01,2266561.01,204.254433
533480.01,2266661.01,205.832184
533480.01,2266761.01,209.379517
533480.01,2266861.01,212.136139
533480.01,2266961.01,214.712433
533480.01,2267061.01,221.044609
533480.01,2267161.01,227.015015
533480.01,2267261.01,230.114765
533480.01,2267361.01,232.076332
533480.01,2267461.01,224.254776
533480.01,2267561.01,218.514122
533480.01,2267661.01,217.214027
533480.01,2267761.01,217.099777
533480.01,2267861.01,219.859886
533480.01,2267961.01,221.577133
533480.01,2268061.01,223.449463
533480.01,2268161.01,225.279953
533480.01,2268261.01,224.893036
533480.01,2268361.01,222.956871
