"X","Y","H01_T20m (TWT)"
537680.01,2263161.01,-32.267402649
537680.01,2263261.01,-30.556362152
537680.01,2263361.01,-28.98242569
537680.01,2263461.01,-28.241592407
537680.01,2263561.01,-29.384689331
537680.01,2263661.01,-29.44153595
537680.01,2263761.01,-29.598535538
537680.01,2263861.01,-31.030754089
537680.01,2263961.01,-32.496681213
537680.01,2264061.01,-33.481182098
537680.01,2264161.01,-33.330276489
537680.01,2264261.01,-33.021007538
537680.01,2264361.01,-36.373420715
537680.01,2264461.01,-38.673912048
537680.01,2264561.01,-38.234828949
537680.01,2264661.01,-35.989456177
537680.01,2264761.01,-34.591140747
537680.01,2264861.01,-35.808139801
537680.01,2264961.01,-36.256450653
537680.01,2265061.01,-37.558223724
537680.01,2265161.01,-38.79252243
537680.01,2265261.01,-39.25856781
537680.01,2265361.01,-40.608150482
537680.01,2265461.01,-41.918838501
537680.01,2265561.01,-43.605426788
537680.01,2265661.01,-44.93290329
537680.01,2265761.01,-45.479167938
537680.01,2265861.01,-45.686183929
537680.01,2265961.01,-46.070297241
537680.01,2266061.01,-46.249324799
537680.01,2266161.01,-45.493480682
537680.01,2266261.01,-45.010028839
537680.01,2266361.01,-44.396526337
537680.01,2266461.01,-42.986717224
537680.01,2266561.01,-41.403408051
537680.01,2266661.01,-39.062980652
537680.01,2266761.01,-37.611709595
537680.01,2266861.01,-38.319732666
537680.01,2266961.01,-38.897335052
537680.01,2267061.01,-37.930519104
537680.01,2267161.01,-37.073852539
537680.01,2267261.01,-38.802238464
537680.01,2267361.01,-39.821727753
537680.01,2267461.01,-38.322807312
537680.01,2267561.01,-34.687824249
537680.01,2267661.01,-31.289197922
537680.01,2267761.01,-30.375234604
537680.01,2267861.01,-30.726325989
537680.01,2267961.01,-30.304552078
537680.01,2268061.01,-28.992912292
537680.01,2268161.01,-27.467573166
537680.01,2268261.01,-26.13829422
537680.01,2268361.01,-25.980545044
537680.01,2268461.01,-28.43595314
537680.01,2268561.01,-37.533397675
537680.01,2268661.01,-46.446357727
537680.01,2268761.01,-46.15215683
537680.01,2268861.01,-43.612319946
537680.01,2268961.01,-44.591934204
537680.01,2269061.01,-46.579753876
537680.01,2269161.01,-48.089851379
537680.01,2269261.01,-48.726467133
537680.01,2269361.01,-47.986278534
537680.01,2269461.01,-46.450454712
537680.01,2269561.01,-44.71672821
537680.01,2269661.01,-43.105911255
537680.01,2269761.01,-41.82793045
537680.01,2269861.01,-42.472675323
537680.01,2269961.01,-42.880687714
537680.01,2270061.01,-43.82730484
537680.01,2270161.01,-44.116825104
537680.01,2270261.01,-44.306629181
537680.01,2270361.01,-44.855258942
537680.01,2270461.01,-45.234714508
537680.01,2270561.01,-44.927906036
537680.01,2270661.01,-44.211994171
537680.01,2270761.01,-43.543888092
537680.01,2270861.01,-43.73910141
537680.01,2270961.01,-44.582794189
537680.01,2271061.01,-45.799900055
537680.01,2271161.01,-46.113254547
537680.01,2271261.01,-45.650596619
537680.01,2271361.01,-44.484485626
537680.01,2271461.01,-43.454875946
537680.01,2271561.01,-43.48008728
537680.01,2271661.01,-43.401359558
537680.01,2271761.01,-42.581653595
537680.01,2271861.01,-40.653434753
537680.01,2271961.01,-38.744354248
537780.01,2262461.01,-38.389846802
537780.01,2262561.01,-37.263900757
537780.01,2262661.01,-36.383022308
537780.01,2262761.01,-35.138450623
537780.01,2262861.01,-34.471824646
537780.01,2262961.01,-34.875293732
537780.01,2263061.01,-34.891704559
537780.01,2263161.01,-33.427680969
537780.01,2263261.01,-32.221538544
537780.01,2263361.01,-30.485122681
537780.01,2263461.01,-30.338430405
537780.01,2263561.01,-32.059055328
537780.01,2263661.01,-31.095914841
537780.01,2263761.01,-30.096155167
537780.01,2263861.01,-31.578493118
537780.01,2263961.01,-33.526809692
537780.01,2264061.01,-35.925174713
537780.01,2264161.01,-35.373176575
537780.01,2264261.01,-34.035919189
537780.01,2264361.01,-35.974277496
537780.01,2264461.01,-38.414783478
537780.01,2264561.01,-38.508148193
537780.01,2264661.01,-36.606746674
537780.01,2264761.01,-34.761657715
537780.01,2264861.01,-34.874771118
537780.01,2264961.01,-36.491371155
537780.01,2265061.01,-37.323516846
537780.01,2265161.01,-37.975402832
537780.01,2265261.01,-37.843463898
537780.01,2265361.01,-39.967594147
537780.01,2265461.01,-41.317779541
537780.01,2265561.01,-42.496376038
537780.01,2265661.01,-43.260604858
537780.01,2265761.01,-43.478839874
537780.01,2265861.01,-43.820667267
537780.01,2265961.01,-44.640045166
537780.01,2266061.01,-45.041965485
537780.01,2266161.01,-43.85395813
537780.01,2266261.01,-43.068935394
537780.01,2266361.01,-42.529140472
537780.01,2266461.01,-42.131275177
537780.01,2266561.01,-40.998844147
537780.01,2266661.01,-39.192989349
537780.01,2266761.01,-37.84349823
537780.01,2266861.01,-37.448127747
537780.01,2266961.01,-38.028709412
537780.01,2267061.01,-36.447406769
537780.01,2267161.01,-35.969882965
537780.01,2267261.01,-38.186203003
537780.01,2267361.01,-38.820823669
537780.01,2267461.01,-38.33588028
537780.01,2267561.01,-35.432647705
537780.01,2267661.01,-31.83641243
537780.01,2267761.01,-30.972349167
537780.01,2267861.01,-29.84677124
537780.01,2267961.01,-28.621669769
537780.01,2268061.01,-27.216457367
537780.01,2268161.01,-26.16204071
537780.01,2268261.01,-26.376310349
537780.01,2268361.01,-27.324661255
537780.01,2268461.01,-27.297567368
537780.01,2268561.01,-35.921142578
537780.01,2268661.01,-46.682121277
537780.01,2268761.01,-46.997322083
537780.01,2268861.01,-44.746673584
537780.01,2268961.01,-45.239212036
537780.01,2269061.01,-47.162261963
537780.01,2269161.01,-48.315769196
537780.01,2269261.01,-48.985263824
537780.01,2269361.01,-48.225784302
537780.01,2269461.01,-46.197288513
537780.01,2269561.01,-44.029647827
537780.01,2269661.01,-42.357177734
537780.01,2269761.01,-40.885551453
537780.01,2269861.01,-41.026416779
537780.01,2269961.01,-41.166469574
537780.01,2270061.01,-42.078884125
537780.01,2270161.01,-42.200325012
537780.01,2270261.01,-43.014411926
537780.01,2270361.01,-44.211212158
537780.01,2270461.01,-44.9935112
537780.01,2270561.01,-43.996620178
537780.01,2270661.01,-43.161972046
537780.01,2270761.01,-43.269058228
537780.01,2270861.01,-43.424537659
537780.01,2270961.01,-43.973945618
537780.01,2271061.01,-45.029243469
537780.01,2271161.01,-46.040851593
537780.01,2271261.01,-46.146484375
537780.01,2271361.01,-44.70160675
537780.01,2271461.01,-43.564395905
537780.01,2271561.01,-43.870861053
537780.01,2271661.01,-43.948020935
537780.01,2271761.01,-43.258750916
537780.01,2271861.01,-41.511077881
537780.01,2271961.01,-39.53527832
537880.01,2262461.01,-38.023612976
537880.01,2262561.01,-36.742664337
537880.01,2262661.01,-36.068225861
537880.01,2262761.01,-35.483577728
537880.01,2262861.01,-34.621494293
537880.01,2262961.01,-34.150623322
537880.01,2263061.01,-33.911010742
537880.01,2263161.01,-33.576271057
537880.01,2263261.01,-32.904750824
537880.01,2263361.01,-31.406179428
537880.01,2263461.01,-31.91799736
537880.01,2263561.01,-34.615505219
537880.01,2263661.01,-34.047981262
537880.01,2263761.01,-32.273174286
537880.01,2263861.01,-32.851917267
537880.01,2263961.01,-34.498035431
537880.01,2264061.01,-37.415428162
537880.01,2264161.01,-37.623344421
537880.01,2264261.01,-35.777305603
537880.01,2264361.01,-35.538928986
537880.01,2264461.01,-37.769535065
537880.01,2264561.01,-38.181587219
537880.01,2264661.01,-36.748947144
537880.01,2264761.01,-35.617160797
537880.01,2264861.01,-34.700908661
537880.01,2264961.01,-35.133705139
537880.01,2265061.01,-35.714912415
537880.01,2265161.01,-37.234172821
537880.01,2265261.01,-37.745456696
537880.01,2265361.01,-39.480644226
537880.01,2265461.01,-40.793140411
537880.01,2265561.01,-41.667171478
537880.01,2265661.01,-41.484577179
537880.01,2265761.01,-41.740219116
537880.01,2265861.01,-42.122455597
537880.01,2265961.01,-43.772636414
537880.01,2266061.01,-44.085338593
537880.01,2266161.01,-43.114177704
537880.01,2266261.01,-42.432323456
537880.01,2266361.01,-42.02507019
537880.01,2266461.01,-41.071525574
537880.01,2266561.01,-40.680549622
537880.01,2266661.01,-40.029125214
537880.01,2266761.01,-38.958278656
537880.01,2266861.01,-38.004272461
537880.01,2266961.01,-36.92583847
537880.01,2267061.01,-34.158790588
537880.01,2267161.01,-34.971000671
537880.01,2267261.01,-38.569095612
537880.01,2267361.01,-39.048683167
537880.01,2267461.01,-39.956668854
537880.01,2267561.01,-38.777248383
537880.01,2267661.01,-36.985183716
537880.01,2267761.01,-34.71711731
537880.01,2267861.01,-29.868057251
537880.01,2267961.01,-26.95548439
537880.01,2268061.01,-26.029363632
537880.01,2268161.01,-26.363658905
537880.01,2268261.01,-27.401544571
537880.01,2268361.01,-28.522993088
537880.01,2268461.01,-28.168926239
537880.01,2268561.01,-33.997615814
537880.01,2268661.01,-42.986392975
537880.01,2268761.01,-46.009124756
537880.01,2268861.01,-45.426177979
537880.01,2268961.01,-45.730926514
537880.01,2269061.01,-47.664482117
537880.01,2269161.01,-48.884433746
537880.01,2269261.01,-48.732696533
537880.01,2269361.01,-47.264850616
537880.01,2269461.01,-44.924957275
537880.01,2269561.01,-43.179473877
537880.01,2269661.01,-42.120754242
537880.01,2269761.01,-40.40435791
537880.01,2269861.01,-40.470924377
537880.01,2269961.01,-39.712917328
537880.01,2270061.01,-39.500679016
537880.01,2270161.01,-40.589584351
537880.01,2270261.01,-42.651622772
537880.01,2270361.01,-43.835056305
537880.01,2270461.01,-43.371936798
537880.01,2270561.01,-42.853279114
537880.01,2270661.01,-42.946922302
537880.01,2270761.01,-43.422405243
537880.01,2270861.01,-43.348991394
537880.01,2270961.01,-43.399799347
537880.01,2271061.01,-44.430355072
537880.01,2271161.01,-46.306179047
537880.01,2271261.01,-47.238014221
537880.01,2271361.01,-46.354656219
537880.01,2271461.01,-45.103191376
537880.01,2271561.01,-44.676017761
537880.01,2271661.01,-44.406856537
537880.01,2271761.01,-43.723747253
537880.01,2271861.01,-42.07857132
537980.01,2262561.01,-36.495265961
537980.01,2262661.01,-35.894321442
537980.01,2262761.01,-35.549697876
537980.01,2262861.01,-34.481575012
537980.01,2262961.01,-33.530281067
537980.01,2263061.01,-32.975456238
537980.01,2263161.01,-32.904315948
537980.01,2263261.01,-32.891429901
537980.01,2263361.01,-32.391223907
537980.01,2263461.01,-32.763122559
537980.01,2263561.01,-35.149837494
537980.01,2263661.01,-36.081314087
537980.01,2263761.01,-36.025375366
537980.01,2263861.01,-35.937042236
537980.01,2263961.01,-36.236679077
537980.01,2264061.01,-38.481636047
537980.01,2264161.01,-39.450084686
537980.01,2264261.01,-37.720241547
537980.01,2264361.01,-35.835567474
537980.01,2264461.01,-37.158374786
537980.01,2264561.01,-37.790729523
537980.01,2264661.01,-37.501846313
537980.01,2264761.01,-37.176811218
537980.01,2264861.01,-35.816524506
537980.01,2264961.01,-34.629852295
537980.01,2265061.01,-34.514030457
537980.01,2265161.01,-35.892292023
537980.01,2265261.01,-37.243022919
537980.01,2265361.01,-38.946941376
537980.01,2265461.01,-40.287189484
537980.01,2265561.01,-40.353572845
537980.01,2265661.01,-40.220092773
537980.01,2265761.01,-40.786857605
537980.01,2265861.01,-40.941650391
537980.01,2265961.01,-41.715507507
537980.01,2266061.01,-42.24148941
537980.01,2266161.01,-42.078994751
537980.01,2266261.01,-40.813137054
537980.01,2266361.01,-40.185504913
537980.01,2266461.01,-40.093521118
537980.01,2266561.01,-40.740474701
537980.01,2266661.01,-40.393543243
537980.01,2266761.01,-39.836296082
537980.01,2266861.01,-39.115943909
537980.01,2266961.01,-37.038028717
537980.01,2267061.01,-34.464725494
537980.01,2267161.01,-34.248199463
537980.01,2267261.01,-37.567573547
537980.01,2267361.01,-39.675411224
537980.01,2267461.01,-40.086833954
537980.01,2267561.01,-40.325752258
537980.01,2267661.01,-40.233772278
537980.01,2267761.01,-36.550262451
537980.01,2267861.01,-28.503482819
537980.01,2267961.01,-26.379507065
537980.01,2268061.01,-26.229188919
537980.01,2268161.01,-26.902873993
537980.01,2268261.01,-28.064874649
537980.01,2268361.01,-28.749109268
537980.01,2268461.01,-29.199817657
537980.01,2268561.01,-33.880363464
537980.01,2268661.01,-40.471302032
537980.01,2268761.01,-43.878341675
537980.01,2268861.01,-44.891086578
537980.01,2268961.01,-46.011940002
537980.01,2269061.01,-48.092136383
537980.01,2269161.01,-48.945209503
537980.01,2269261.01,-47.670578003
537980.01,2269361.01,-45.366790771
537980.01,2269461.01,-43.098773956
537980.01,2269561.01,-42.12021637
537980.01,2269661.01,-42.126846313
537980.01,2269761.01,-40.798435211
537980.01,2269861.01,-40.387519836
537980.01,2269961.01,-38.97612381
537980.01,2270061.01,-38.551132202
537980.01,2270161.01,-40.348545074
537980.01,2270261.01,-43.548557281
537980.01,2270361.01,-44.147609711
537980.01,2270461.01,-42.726673126
537980.01,2270561.01,-42.08581543
537980.01,2270661.01,-42.402000427
537980.01,2270761.01,-43.155075073
537980.01,2270861.01,-43.19550705
537980.01,2270961.01,-42.599563599
537980.01,2271061.01,-43.345809937
537980.01,2271161.01,-46.044448853
537980.01,2271261.01,-47.10811615
537980.01,2271361.01,-47.006717682
537980.01,2271461.01,-46.354324341
537980.01,2271561.01,-45.499324799
537980.01,2271661.01,-44.879592896
537980.01,2271761.01,-43.986637115
537980.01,2271861.01,-42.459819794
538080.01,2262661.01,-35.885032654
538080.01,2262761.01,-35.387275696
538080.01,2262861.01,-34.618473053
538080.01,2262961.01,-34.011562347
538080.01,2263061.01,-33.496547699
538080.01,2263161.01,-32.825431824
538080.01,2263261.01,-32.565406799
538080.01,2263361.01,-32.729640961
538080.01,2263461.01,-33.113399506
538080.01,2263561.01,-34.635326385
538080.01,2263661.01,-36.315776825
538080.01,2263761.01,-37.942810059
538080.01,2263861.01,-37.932361603
538080.01,2263961.01,-37.276229858
538080.01,2264061.01,-38.970363617
538080.01,2264161.01,-39.725414276
538080.01,2264261.01,-39.325721741
538080.01,2264361.01,-38.850009918
538080.01,2264461.01,-38.08140564
538080.01,2264561.01,-37.696193695
538080.01,2264661.01,-37.836360931
538080.01,2264761.01,-38.253730774
538080.01,2264861.01,-37.481105804
538080.01,2264961.01,-35.497085571
538080.01,2265061.01,-34.283168793
538080.01,2265161.01,-35.648735046
538080.01,2265261.01,-37.148105621
538080.01,2265361.01,-38.219352722
538080.01,2265461.01,-39.08914566
538080.01,2265561.01,-38.924320221
538080.01,2265661.01,-39.411518097
538080.01,2265761.01,-39.976287842
538080.01,2265861.01,-39.946159363
538080.01,2265961.01,-39.380477905
538080.01,2266061.01,-39.75983429
538080.01,2266161.01,-40.367404938
538080.01,2266261.01,-39.951015472
538080.01,2266361.01,-39.598022461
538080.01,2266461.01,-40.328918457
538080.01,2266561.01,-40.686122894
538080.01,2266661.01,-39.987785339
538080.01,2266761.01,-39.576499939
538080.01,2266861.01,-39.830970764
538080.01,2266961.01,-39.00415802
538080.01,2267061.01,-37.259750366
538080.01,2267161.01,-33.039360046
538080.01,2267261.01,-34.767917633
538080.01,2267361.01,-37.950767517
538080.01,2267461.01,-37.317386627
538080.01,2267561.01,-38.44480896
538080.01,2267661.01,-39.620479584
538080.01,2267761.01,-34.023975372
538080.01,2267861.01,-26.942276001
538080.01,2267961.01,-27.088312149
538080.01,2268061.01,-27.352712631
538080.01,2268161.01,-27.365880966
538080.01,2268261.01,-28.503166199
538080.01,2268361.01,-28.973913193
538080.01,2268461.01,-30.094007492
538080.01,2268561.01,-34.479373932
538080.01,2268661.01,-39.361618042
538080.01,2268761.01,-41.703853607
538080.01,2268861.01,-43.9181633
538080.01,2268961.01,-46.195919037
538080.01,2269061.01,-48.025707245
538080.01,2269161.01,-47.554347992
538080.01,2269261.01,-45.907798767
538080.01,2269361.01,-43.480625153
538080.01,2269461.01,-41.466243744
538080.01,2269561.01,-41.201385498
538080.01,2269661.01,-41.35451889
538080.01,2269761.01,-40.843986511
538080.01,2269861.01,-40.427547455
538080.01,2269961.01,-38.533611298
538080.01,2270061.01,-38.786605835
538080.01,2270161.01,-40.45368576
538080.01,2270261.01,-43.825153351
538080.01,2270361.01,-44.558433533
538080.01,2270461.01,-43.020000458
538080.01,2270561.01,-41.91708374
538080.01,2270661.01,-41.876945496
538080.01,2270761.01,-42.710521698
538080.01,2270861.01,-42.898593903
538080.01,2270961.01,-41.882911682
538080.01,2271061.01,-41.791919708
538080.01,2271161.01,-44.374389648
538080.01,2271261.01,-46.475704193
538080.01,2271361.01,-46.616954803
538080.01,2271461.01,-46.267925262
538080.01,2271561.01,-45.734111786
538080.01,2271661.01,-45.047626495
538080.01,2271761.01,-44.046447754
538180.01,2262661.01,-36.064022064
538180.01,2262761.01,-35.454528809
538180.01,2262861.01,-34.899669647
538180.01,2262961.01,-34.752105713
538180.01,2263061.01,-34.801567078
538180.01,2263161.01,-34.227970123
538180.01,2263261.01,-32.946029663
538180.01,2263361.01,-33.003032684
538180.01,2263461.01,-32.996547699
538180.01,2263561.01,-33.701854706
538180.01,2263661.01,-35.588668823
538180.01,2263761.01,-37.391407013
538180.01,2263861.01,-37.689487457
538180.01,2263961.01,-37.770320892
538180.01,2264061.01,-38.590354919
538180.01,2264161.01,-39.093357086
538180.01,2264261.01,-40.098018646
538180.01,2264361.01,-40.914699554
538180.01,2264461.01,-40.197452545
538180.01,2264561.01,-38.535072327
538180.01,2264661.01,-38.326534271
538180.01,2264761.01,-38.997554779
538180.01,2264861.01,-39.268817902
538180.01,2264961.01,-37.448116302
538180.01,2265061.01,-35.357429504
538180.01,2265161.01,-36.143497467
538180.01,2265261.01,-36.653713226
538180.01,2265361.01,-37.1171875
538180.01,2265461.01,-37.675754547
538180.01,2265561.01,-37.707790375
538180.01,2265661.01,-38.297054291
538180.01,2265761.01,-39.139278412
538180.01,2265861.01,-39.094104767
538180.01,2265961.01,-38.459739685
538180.01,2266061.01,-38.557327271
538180.01,2266161.01,-38.930168152
538180.01,2266261.01,-39.041007996
538180.01,2266361.01,-39.33864975
538180.01,2266461.01,-40.335071564
538180.01,2266561.01,-40.427265167
538180.01,2266661.01,-39.328990936
538180.01,2266761.01,-38.666492462
538180.01,2266861.01,-38.959312439
538180.01,2266961.01,-38.542312622
538180.01,2267061.01,-36.641933441
538180.01,2267161.01,-33.263179779
538180.01,2267261.01,-32.751621246
538180.01,2267361.01,-34.346862793
538180.01,2267461.01,-33.83732605
538180.01,2267561.01,-35.415790558
538180.01,2267661.01,-35.806266785
538180.01,2267761.01,-32.348106384
538180.01,2267861.01,-28.606773376
538180.01,2267961.01,-27.905145645
538180.01,2268061.01,-28.054914474
538180.01,2268161.01,-27.82674408
538180.01,2268261.01,-29.167602539
538180.01,2268361.01,-29.400518417
538180.01,2268461.01,-31.207298279
538180.01,2268561.01,-35.208393097
538180.01,2268661.01,-38.983139038
538180.01,2268761.01,-40.826519012
538180.01,2268861.01,-43.117389679
538180.01,2268961.01,-45.793621063
538180.01,2269061.01,-47.679840088
538180.01,2269161.01,-46.308757782
538180.01,2269261.01,-44.854846954
538180.01,2269361.01,-42.653388977
538180.01,2269461.01,-40.8618927
538180.01,2269561.01,-40.717269897
538180.01,2269661.01,-40.612911224
538180.01,2269761.01,-39.820587158
538180.01,2269861.01,-39.476299286
538180.01,2269961.01,-39.125762939
538180.01,2270061.01,-39.43176651
538180.01,2270161.01,-40.23519516
538180.01,2270261.01,-42.466522217
538180.01,2270361.01,-43.5744133
538180.01,2270461.01,-43.000926971
538180.01,2270561.01,-42.201904297
538180.01,2270661.01,-41.703403473
538180.01,2270761.01,-42.232440948
538180.01,2270861.01,-42.114192963
538180.01,2270961.01,-41.118835449
538180.01,2271061.01,-40.888950348
538180.01,2271161.01,-42.88105011
538180.01,2271261.01,-45.318817139
538180.01,2271361.01,-46.122631073
538180.01,2271461.01,-46.0154953
538180.01,2271561.01,-45.617488861
538180.01,2271661.01,-44.919395447
538180.01,2271761.01,-43.794700623
538280.01,2262761.01,-35.838787079
538280.01,2262861.01,-35.254676819
538280.01,2262961.01,-35.033706665
538280.01,2263061.01,-34.94550705
538280.01,2263161.01,-33.986373901
538280.01,2263261.01,-33.475318909
538280.01,2263361.01,-33.601821899
538280.01,2263461.01,-33.321029663
538280.01,2263561.01,-33.879821777
538280.01,2263661.01,-35.307796478
538280.01,2263761.01,-36.585884094
538280.01,2263861.01,-36.814266205
538280.01,2263961.01,-37.272647858
538280.01,2264061.01,-37.953777313
538280.01,2264161.01,-38.434947968
538280.01,2264261.01,-39.500762939
538280.01,2264361.01,-40.717132568
538280.01,2264461.01,-41.25176239
538280.01,2264561.01,-39.94070816
538280.01,2264661.01,-39.782772064
538280.01,2264761.01,-39.809074402
538280.01,2264861.01,-40.132076263
538280.01,2264961.01,-38.670444489
538280.01,2265061.01,-36.748790741
538280.01,2265161.01,-36.667434692
538280.01,2265261.01,-36.091976166
538280.01,2265361.01,-36.176048279
538280.01,2265461.01,-36.703937531
538280.01,2265561.01,-37.39138031
538280.01,2265661.01,-37.608985901
538280.01,2265761.01,-38.285610199
538280.01,2265861.01,-38.145599365
538280.01,2265961.01,-38.078746796
538280.01,2266061.01,-38.566772461
538280.01,2266161.01,-38.625823975
538280.01,2266261.01,-38.619281769
538280.01,2266361.01,-39.133911133
538280.01,2266461.01,-40.159946442
538280.01,2266561.01,-40.154209137
538280.01,2266661.01,-38.936161041
538280.01,2266761.01,-37.889022827
538280.01,2266861.01,-37.46453476
538280.01,2266961.01,-36.184333801
538280.01,2267061.01,-34.896812439
538280.01,2267161.01,-34.371105194
538280.01,2267261.01,-32.128505707
538280.01,2267361.01,-31.677511215
538280.01,2267461.01,-31.491987228
538280.01,2267561.01,-32.451030731
538280.01,2267661.01,-32.297340393
538280.01,2267761.01,-30.596256256
538280.01,2267861.01,-29.519813538
538280.01,2267961.01,-28.114761353
538280.01,2268061.01,-28.104063034
538280.01,2268161.01,-28.665025711
538280.01,2268261.01,-30.166200638
538280.01,2268361.01,-31.407680511
538280.01,2268461.01,-33.392814636
538280.01,2268561.01,-36.428543091
538280.01,2268661.01,-39.505451202
538280.01,2268761.01,-41.076759338
538280.01,2268861.01,-42.140365601
538280.01,2268961.01,-44.943630219
538280.01,2269061.01,-47.469940186
538280.01,2269161.01,-47.220394135
538280.01,2269261.01,-45.270244598
538280.01,2269361.01,-42.836841583
538280.01,2269461.01,-40.788253784
538280.01,2269561.01,-39.966545105
538280.01,2269661.01,-39.771038055
538280.01,2269761.01,-38.763858795
538280.01,2269861.01,-39.461128235
538280.01,2269961.01,-39.633209229
538280.01,2270061.01,-39.159469604
538280.01,2270161.01,-40.425361633
538280.01,2270261.01,-42.109817505
538280.01,2270361.01,-42.753787994
538280.01,2270461.01,-42.852218628
538280.01,2270561.01,-42.611225128
538280.01,2270661.01,-41.887748718
538280.01,2270761.01,-41.787761688
538280.01,2270861.01,-41.1001091
538280.01,2270961.01,-40.349910736
538280.01,2271061.01,-40.577766418
538280.01,2271161.01,-42.570518494
538280.01,2271261.01,-44.973052979
538280.01,2271361.01,-45.976818085
538280.01,2271461.01,-45.922714233
538280.01,2271561.01,-45.438800812
538280.01,2271661.01,-44.555335999
538280.01,2271761.01,-43.309936523
538380.01,2262761.01,-36.719158173
538380.01,2262861.01,-36.212211609
538380.01,2262961.01,-35.90952301
538380.01,2263061.01,-35.026699066
538380.01,2263161.01,-33.861064911
538380.01,2263261.01,-34.04599762
538380.01,2263361.01,-34.22026825
538380.01,2263461.01,-34.137550354
538380.01,2263561.01,-34.945251465
538380.01,2263661.01,-35.78037262
538380.01,2263761.01,-36.855091095
538380.01,2263861.01,-36.488636017
538380.01,2263961.01,-36.953132629
538380.01,2264061.01,-38.008045197
538380.01,2264161.01,-38.902851105
538380.01,2264261.01,-39.450649261
538380.01,2264361.01,-40.755867004
538380.01,2264461.01,-41.542461395
538380.01,2264561.01,-41.052230835
538380.01,2264661.01,-40.73765564
538380.01,2264761.01,-40.251155853
538380.01,2264861.01,-40.379665375
538380.01,2264961.01,-39.687675476
538380.01,2265061.01,-38.838993073
538380.01,2265161.01,-38.464679718
538380.01,2265261.01,-37.493988037
538380.01,2265361.01,-36.445037842
538380.01,2265461.01,-36.278507233
538380.01,2265561.01,-37.368400574
538380.01,2265661.01,-37.653388977
538380.01,2265761.01,-37.780212402
538380.01,2265861.01,-37.425544739
538380.01,2265961.01,-37.606136322
538380.01,2266061.01,-38.709686279
538380.01,2266161.01,-39.108665466
538380.01,2266261.01,-38.828971863
538380.01,2266361.01,-39.104007721
538380.01,2266461.01,-39.892116547
538380.01,2266561.01,-39.662246704
538380.01,2266661.01,-38.678955078
538380.01,2266761.01,-37.637016296
538380.01,2266861.01,-36.72864151
538380.01,2266961.01,-35.102626801
538380.01,2267061.01,-34.451377869
538380.01,2267161.01,-33.94070816
538380.01,2267261.01,-32.13886261
538380.01,2267361.01,-31.052471161
538380.01,2267461.01,-30.913972855
538380.01,2267561.01,-30.983957291
538380.01,2267661.01,-31.348165512
538380.01,2267761.01,-30.387525558
538380.01,2267861.01,-29.977590561
538380.01,2267961.01,-29.047826767
538380.01,2268061.01,-29.254673004
538380.01,2268161.01,-29.656616211
538380.01,2268261.01,-31.463619232
538380.01,2268361.01,-34.107990265
538380.01,2268461.01,-35.784900665
538380.01,2268561.01,-37.729885101
538380.01,2268661.01,-39.625747681
538380.01,2268761.01,-40.911243439
538380.01,2268861.01,-42.069656372
538380.01,2268961.01,-44.636882782
538380.01,2269061.01,-47.335945129
538380.01,2269161.01,-48.054309845
538380.01,2269261.01,-46.050712585
538380.01,2269361.01,-42.959842682
538380.01,2269461.01,-40.42603302
538380.01,2269561.01,-39.017551422
538380.01,2269661.01,-39.471534729
538380.01,2269761.01,-37.935016632
538380.01,2269861.01,-39.410648346
538380.01,2269961.01,-38.756046295
538380.01,2270061.01,-38.46150589
538380.01,2270161.01,-40.014942169
538380.01,2270261.01,-42.378925323
538380.01,2270361.01,-43.186161041
538380.01,2270461.01,-42.990341187
538380.01,2270561.01,-42.70816803
538380.01,2270661.01,-42.333202362
538380.01,2270761.01,-41.412223816
538380.01,2270861.01,-40.065315247
538380.01,2270961.01,-39.748729706
538380.01,2271061.01,-40.347606659
538380.01,2271161.01,-42.506858826
538380.01,2271261.01,-44.878818512
538380.01,2271361.01,-45.907634735
538380.01,2271461.01,-45.608222961
538380.01,2271561.01,-45.001598358
538380.01,2271661.01,-43.928039551
538480.01,2262861.01,-37.403869629
538480.01,2262961.01,-37.080230713
538480.01,2263061.01,-35.901851654
538480.01,2263161.01,-34.9974823
538480.01,2263261.01,-35.12946701
538480.01,2263361.01,-35.137695313
538480.01,2263461.01,-35.160301208
538480.01,2263561.01,-35.443271637
538480.01,2263661.01,-36.766666412
538480.01,2263761.01,-38.430591583
538480.01,2263861.01,-37.155361176
538480.01,2263961.01,-37.360050201
538480.01,2264061.01,-38.315986633
538480.01,2264161.01,-39.181819916
538480.01,2264261.01,-39.802879333
538480.01,2264361.01,-41.270523071
538480.01,2264461.01,-42.056446075
538480.01,2264561.01,-42.107688904
538480.01,2264661.01,-41.314903259
538480.01,2264761.01,-40.688034058
538480.01,2264861.01,-40.977596283
538480.01,2264961.01,-41.125629425
538480.01,2265061.01,-40.830970764
538480.01,2265161.01,-40.196022034
538480.01,2265261.01,-39.47303772
538480.01,2265361.01,-38.17647934
538480.01,2265461.01,-37.66229248
538480.01,2265561.01,-38.398906708
538480.01,2265661.01,-38.362579346
538480.01,2265761.01,-38.041278839
538480.01,2265861.01,-37.841011047
538480.01,2265961.01,-37.788593292
538480.01,2266061.01,-38.427013397
538480.01,2266161.01,-39.431781769
538480.01,2266261.01,-39.577697754
538480.01,2266361.01,-39.111610413
538480.01,2266461.01,-38.608680725
