"X","Y","H40_Batho (TWT)"
532280.01,2263361.01,609.836884
532280.01,2263461.01,608.20697
532280.01,2263561.01,605.204681
532280.01,2263661.01,602.12677
532280.01,2263761.01,599.756699
532280.01,2263861.01,596.511963
532280.01,2263961.01,593.505173
532280.01,2264061.01,591.505676
532280.01,2264161.01,588.507202
532280.01,2264261.01,585.807983
532280.01,2264361.01,583.672119
532280.01,2264461.01,581.916336
532280.01,2264561.01,579.501709
532280.01,2264661.01,577.418488
532280.01,2264761.01,576.09845
532280.01,2264861.01,576.337799
532280.01,2264961.01,576.474426
532280.01,2265061.01,575.109009
532280.01,2265161.01,573.021851
532280.01,2265261.01,572.238266
532280.01,2265361.01,572.000916
532280.01,2265461.01,571.230682
532280.01,2265561.01,571.261963
532280.01,2265661.01,572.539902
532280.01,2265761.01,575.403076
532280.01,2265861.01,578.228943
532280.01,2265961.01,580.04364
532280.01,2266061.01,585.155762
532280.01,2266161.01,591.753357
532280.01,2266261.01,597.479614
532280.01,2266361.01,599.749359
532280.01,2266461.01,601.980072
532280.01,2266561.01,601.043686
532280.01,2266661.01,596.638062
532280.01,2266761.01,595.204041
532280.01,2266861.01,596.729248
532280.01,2266961.01,598.462067
532280.01,2267061.01,603.445816
532280.01,2267161.01,607.144409
532280.01,2267261.01,608.448578
532280.01,2267361.01,609.967896
532280.01,2267461.01,609.858276
532280.01,2267561.01,609.18045
532280.01,2267661.01,608.451172
532280.01,2267761.01,607.914398
532280.01,2267861.01,606.588089
532280.01,2267961.01,605.982117
532280.01,2268061.01,604.180603
532280.01,2268161.01,602.150635
532280.01,2268261.01,601.606964
532280.01,2268361.01,600.317627
532280.01,2268461.01,599.425293
532280.01,2268561.01,-9999
532380.01,2262061.01,626.115051
532380.01,2262161.01,626.067108
532380.01,2262261.01,623.500351
532380.01,2262361.01,622.763733
532380.01,2262461.01,622.88739
532380.01,2262561.01,622.196899
532380.01,2262661.01,620.629456
532380.01,2262761.01,620.186127
532380.01,2262861.01,617.843628
532380.01,2262961.01,616.322876
532380.01,2263061.01,614.883789
532380.01,2263161.01,614.297424
532380.01,2263261.01,612.751251
532380.01,2263361.01,610.693481
532380.01,2263461.01,609.376038
532380.01,2263561.01,605.168686
532380.01,2263661.01,601.047241
532380.01,2263761.01,599.279205
532380.01,2263861.01,596.626282
532380.01,2263961.01,593.501587
532380.01,2264061.01,592.551971
532380.01,2264161.01,589.945267
532380.01,2264261.01,587.684387
532380.01,2264361.01,586.48349
532380.01,2264461.01,583.185486
532380.01,2264561.01,579.86853
532380.01,2264661.01,577.253723
532380.01,2264761.01,575.672379
532380.01,2264861.01,572.843155
532380.01,2264961.01,573.110107
532380.01,2265061.01,571.791168
532380.01,2265161.01,570.619629
532380.01,2265261.01,570.760376
532380.01,2265361.01,571.235016
532380.01,2265461.01,571.564163
532380.01,2265561.01,572.029816
532380.01,2265661.01,573.070679
532380.01,2265761.01,575.034363
532380.01,2265861.01,577.234406
532380.01,2265961.01,578.683716
532380.01,2266061.01,582.721191
532380.01,2266161.01,589.880768
532380.01,2266261.01,593.429321
532380.01,2266361.01,598.454376
532380.01,2266461.01,601.909363
532380.01,2266561.01,603.085144
532380.01,2266661.01,600.104614
532380.01,2266761.01,595.60112
532380.01,2266861.01,596.384613
532380.01,2266961.01,598.123688
532380.01,2267061.01,601.72229
532380.01,2267161.01,604.800934
532380.01,2267261.01,606.031342
532380.01,2267361.01,608.365753
532380.01,2267461.01,608.331726
532380.01,2267561.01,608.261719
532380.01,2267661.01,608.532745
532380.01,2267761.01,608.154175
532380.01,2267861.01,607.580826
532380.01,2267961.01,606.190002
532380.01,2268061.01,604.52269
532380.01,2268161.01,603.079346
532380.01,2268261.01,601.978973
532380.01,2268361.01,601.247559
532380.01,2268461.01,599.380493
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,625.341537
532480.01,2262061.01,626.403473
532480.01,2262161.01,625.827148
532480.01,2262261.01,623.573669
532480.01,2262361.01,623.403534
532480.01,2262461.01,623.09848
532480.01,2262561.01,622.587463
532480.01,2262661.01,623.707764
532480.01,2262761.01,624.544434
532480.01,2262861.01,623.273163
532480.01,2262961.01,621.38208
532480.01,2263061.01,623.757141
532480.01,2263161.01,622.315613
532480.01,2263261.01,619.360458
532480.01,2263361.01,615.644501
532480.01,2263461.01,616.556793
532480.01,2263561.01,610.314209
532480.01,2263661.01,604.253571
532480.01,2263761.01,603.569458
532480.01,2263861.01,599.645676
532480.01,2263961.01,598.99147
532480.01,2264061.01,598.091187
532480.01,2264161.01,594.15799
532480.01,2264261.01,591.612976
532480.01,2264361.01,590.429825
532480.01,2264461.01,586.063507
532480.01,2264561.01,580.57663
532480.01,2264661.01,578.069763
532480.01,2264761.01,574.310089
532480.01,2264861.01,571.184631
532480.01,2264961.01,569.512405
532480.01,2265061.01,569.264893
532480.01,2265161.01,568.959503
532480.01,2265261.01,568.802811
532480.01,2265361.01,569.406372
532480.01,2265461.01,571.2742
532480.01,2265561.01,572.837769
532480.01,2265661.01,574.301758
532480.01,2265761.01,576.759094
532480.01,2265861.01,578.939743
532480.01,2265961.01,581.063477
532480.01,2266061.01,584.619324
532480.01,2266161.01,589.358154
532480.01,2266261.01,592.850037
532480.01,2266361.01,597.298859
532480.01,2266461.01,601.054764
532480.01,2266561.01,602.64801
532480.01,2266661.01,600.670715
532480.01,2266761.01,594.634674
532480.01,2266861.01,593.871582
532480.01,2266961.01,595.70932
532480.01,2267061.01,598.758606
532480.01,2267161.01,600.965164
532480.01,2267261.01,602.122864
532480.01,2267361.01,605.313171
532480.01,2267461.01,606.923157
532480.01,2267561.01,607.187912
532480.01,2267661.01,607.810516
532480.01,2267761.01,607.782974
532480.01,2267861.01,606.861908
532480.01,2267961.01,605.562378
532480.01,2268061.01,604.032562
532480.01,2268161.01,602.805054
532480.01,2268261.01,601.653244
532480.01,2268361.01,601.235077
532480.01,2268461.01,600.378876
532480.01,2268561.01,600.011169
532480.01,2268661.01,-9999
532580.01,2261861.01,624.941772
532580.01,2261961.01,624.965332
532580.01,2262061.01,626.989807
532580.01,2262161.01,625.484955
532580.01,2262261.01,621.814117
532580.01,2262361.01,622.849701
532580.01,2262461.01,622.981689
532580.01,2262561.01,623.408264
532580.01,2262661.01,625.382141
532580.01,2262761.01,626.370438
532580.01,2262861.01,627.312317
532580.01,2262961.01,627.713638
532580.01,2263061.01,627.530914
532580.01,2263161.01,627.518372
532580.01,2263261.01,626.890137
532580.01,2263361.01,625.550171
532580.01,2263461.01,624.763855
532580.01,2263561.01,621.689697
532580.01,2263661.01,618.795502
532580.01,2263761.01,615.34436
532580.01,2263861.01,612.26825
532580.01,2263961.01,607.570557
532580.01,2264061.01,605.433563
532580.01,2264161.01,600.394379
532580.01,2264261.01,595.827774
532580.01,2264361.01,594.132782
532580.01,2264461.01,590.072205
532580.01,2264561.01,583.027008
532580.01,2264661.01,579.552399
532580.01,2264761.01,574.895264
532580.01,2264861.01,569.884247
532580.01,2264961.01,567.651672
532580.01,2265061.01,566.403198
532580.01,2265161.01,567.467682
532580.01,2265261.01,568.33548
532580.01,2265361.01,569.23764
532580.01,2265461.01,570.915619
532580.01,2265561.01,572.425827
532580.01,2265661.01,577.77243
532580.01,2265761.01,580.099976
532580.01,2265861.01,582.848145
532580.01,2265961.01,584.973083
532580.01,2266061.01,588.511887
532580.01,2266161.01,591.11618
532580.01,2266261.01,593.5466
532580.01,2266361.01,597.22406
532580.01,2266461.01,599.731567
532580.01,2266561.01,601.270569
532580.01,2266661.01,602.589157
532580.01,2266761.01,594.262207
532580.01,2266861.01,592.06897
532580.01,2266961.01,591.420044
532580.01,2267061.01,594.493042
532580.01,2267161.01,595.009171
532580.01,2267261.01,597.948151
532580.01,2267361.01,601.614395
532580.01,2267461.01,604.430878
532580.01,2267561.01,604.957214
532580.01,2267661.01,605.712646
532580.01,2267761.01,606.316833
532580.01,2267861.01,605.859711
532580.01,2267961.01,604.857803
532580.01,2268061.01,603.724731
532580.01,2268161.01,602.694489
532580.01,2268261.01,601.016998
532580.01,2268361.01,601.413391
532580.01,2268461.01,602.500778
532580.01,2268561.01,603.634583
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,628.942169
532680.01,2261861.01,627.453873
532680.01,2261961.01,626.331665
532680.01,2262061.01,626.09549
532680.01,2262161.01,621.515717
532680.01,2262261.01,619.664612
532680.01,2262361.01,620.439758
532680.01,2262461.01,620.037781
532680.01,2262561.01,621.286377
532680.01,2262661.01,623.051422
532680.01,2262761.01,623.379364
532680.01,2262861.01,624.644714
532680.01,2262961.01,625.323853
532680.01,2263061.01,624.651459
532680.01,2263161.01,624.805374
532680.01,2263261.01,624.112762
532680.01,2263361.01,623.096069
532680.01,2263461.01,621.667206
532680.01,2263561.01,618.857605
532680.01,2263661.01,617.238434
532680.01,2263761.01,614.458405
532680.01,2263861.01,611.353821
532680.01,2263961.01,609.072144
532680.01,2264061.01,604.605164
532680.01,2264161.01,600.290039
532680.01,2264261.01,596.257843
532680.01,2264361.01,594.036957
532680.01,2264461.01,590.910477
532680.01,2264561.01,585.187073
532680.01,2264661.01,580.088898
532680.01,2264761.01,577.13913
532680.01,2264861.01,575.160583
532680.01,2264961.01,575.307877
532680.01,2265061.01,573.837921
532680.01,2265161.01,573.873978
532680.01,2265261.01,576.456543
532680.01,2265361.01,576.965759
532680.01,2265461.01,580.140076
532680.01,2265561.01,584.389618
532680.01,2265661.01,586.283539
532680.01,2265761.01,585.793579
532680.01,2265861.01,585.356934
532680.01,2265961.01,585.095886
532680.01,2266061.01,589.354767
532680.01,2266161.01,593.072266
532680.01,2266261.01,595.039581
532680.01,2266361.01,598.305695
532680.01,2266461.01,600.017059
532680.01,2266561.01,601.500244
532680.01,2266661.01,603.358673
532680.01,2266761.01,592.554871
532680.01,2266861.01,589.370209
532680.01,2266961.01,589.600769
532680.01,2267061.01,591.659409
532680.01,2267161.01,592.652161
532680.01,2267261.01,595.592987
532680.01,2267361.01,598.220306
532680.01,2267461.01,599.679901
532680.01,2267561.01,601.887115
532680.01,2267661.01,603.214172
532680.01,2267761.01,603.759247
532680.01,2267861.01,603.035217
532680.01,2267961.01,602.258545
532680.01,2268061.01,601.745728
532680.01,2268161.01,601.227875
532680.01,2268261.01,601.163269
532680.01,2268361.01,601.592728
532680.01,2268461.01,602.902283
532680.01,2268561.01,605.242401
532680.01,2268661.01,605.626007
532680.01,2268761.01,-9999
532780.01,2261761.01,630.138794
532780.01,2261861.01,628.8284
532780.01,2261961.01,626.774841
532780.01,2262061.01,625.027222
532780.01,2262161.01,620.863647
532780.01,2262261.01,618.857727
532780.01,2262361.01,618.816162
532780.01,2262461.01,618.650116
532780.01,2262561.01,619.089142
532780.01,2262661.01,618.947174
532780.01,2262761.01,619.785019
532780.01,2262861.01,620.212799
532780.01,2262961.01,621.481445
532780.01,2263061.01,621.613098
532780.01,2263161.01,621.957672
532780.01,2263261.01,621.994446
532780.01,2263361.01,621.210373
532780.01,2263461.01,619.949707
532780.01,2263561.01,618.600159
532780.01,2263661.01,617.057617
532780.01,2263761.01,614.748779
532780.01,2263861.01,612.116943
532780.01,2263961.01,610.756744
532780.01,2264061.01,605.837051
532780.01,2264161.01,599.880981
532780.01,2264261.01,596.001831
532780.01,2264361.01,590.723389
532780.01,2264461.01,585.966187
532780.01,2264561.01,580.832458
532780.01,2264661.01,578.121429
532780.01,2264761.01,576.743134
532780.01,2264861.01,576.891525
532780.01,2264961.01,577.339294
532780.01,2265061.01,577.934387
532780.01,2265161.01,579.327362
532780.01,2265261.01,580.857727
532780.01,2265361.01,582.137482
532780.01,2265461.01,583.222412
532780.01,2265561.01,584.185791
532780.01,2265661.01,585.245728
532780.01,2265761.01,584.241394
532780.01,2265861.01,584.054443
532780.01,2265961.01,584.754608
532780.01,2266061.01,587.96698
532780.01,2266161.01,590.699493
532780.01,2266261.01,595.031433
532780.01,2266361.01,598.816986
532780.01,2266461.01,601.105804
532780.01,2266561.01,602.322571
532780.01,2266661.01,603.185791
532780.01,2266761.01,592.534485
532780.01,2266861.01,589.254883
532780.01,2266961.01,589.360229
532780.01,2267061.01,590.170685
532780.01,2267161.01,591.236267
532780.01,2267261.01,593.412964
532780.01,2267361.01,596.297607
532780.01,2267461.01,597.523132
532780.01,2267561.01,599.620605
532780.01,2267661.01,600.932831
532780.01,2267761.01,599.98967
532780.01,2267861.01,599.690399
532780.01,2267961.01,599.15593
532780.01,2268061.01,598.887878
532780.01,2268161.01,600.593933
532780.01,2268261.01,602.559082
532780.01,2268361.01,603.352417
532780.01,2268461.01,604.941071
532780.01,2268561.01,606.610458
532780.01,2268661.01,606.643494
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,631.351898
532880.01,2261761.01,630.99411
532880.01,2261861.01,629.002121
532880.01,2261961.01,626.304382
532880.01,2262061.01,625.408966
532880.01,2262161.01,623.570129
532880.01,2262261.01,620.964386
532880.01,2262361.01,620.476776
532880.01,2262461.01,619.218567
532880.01,2262561.01,618.285034
532880.01,2262661.01,618.010712
532880.01,2262761.01,617.965576
532880.01,2262861.01,617.889374
532880.01,2262961.01,617.336349
532880.01,2263061.01,618.201324
532880.01,2263161.01,618.339645
532880.01,2263261.01,617.81543
532880.01,2263361.01,617.223328
532880.01,2263461.01,617.132446
532880.01,2263561.01,616.976959
532880.01,2263661.01,616.66922
532880.01,2263761.01,615.692047
532880.01,2263861.01,613.853607
532880.01,2263961.01,612.342499
532880.01,2264061.01,607.984985
532880.01,2264161.01,601.115784
532880.01,2264261.01,592.878769
532880.01,2264361.01,587.290192
532880.01,2264461.01,582.946106
532880.01,2264561.01,579.743958
532880.01,2264661.01,576.12384
532880.01,2264761.01,574.624512
532880.01,2264861.01,574.304901
532880.01,2264961.01,574.074585
532880.01,2265061.01,575.450165
532880.01,2265161.01,578.859894
532880.01,2265261.01,580.666321
532880.01,2265361.01,581.881409
532880.01,2265461.01,581.856964
532880.01,2265561.01,582.258759
532880.01,2265661.01,582.930145
532880.01,2265761.01,583.106064
532880.01,2265861.01,582.461975
532880.01,2265961.01,583.06308
532880.01,2266061.01,586.789551
532880.01,2266161.01,589.215363
532880.01,2266261.01,595.111847
532880.01,2266361.01,599.996796
532880.01,2266461.01,601.886902
532880.01,2266561.01,602.668854
532880.01,2266661.01,604.165588
532880.01,2266761.01,597.262634
532880.01,2266861.01,591.60405
532880.01,2266961.01,592.045563
532880.01,2267061.01,593.948517
532880.01,2267161.01,594.388855
532880.01,2267261.01,594.02713
532880.01,2267361.01,595.121521
532880.01,2267461.01,595.965637
532880.01,2267561.01,597.521576
532880.01,2267661.01,598.752808
532880.01,2267761.01,599.115601
532880.01,2267861.01,598.975647
532880.01,2267961.01,598.813904
532880.01,2268061.01,600.124283
532880.01,2268161.01,604.00351
532880.01,2268261.01,605.46463
532880.01,2268361.01,606.77182
532880.01,2268461.01,607.241821
532880.01,2268561.01,608.755615
532880.01,2268661.01,609.494507
532880.01,2268761.01,609.236938
532880.01,2268861.01,-9999
532980.01,2261561.01,635.931839
532980.01,2261661.01,635.620117
532980.01,2261761.01,633.871429
532980.01,2261861.01,631.131348
532980.01,2261961.01,628.243469
532980.01,2262061.01,627.416504
532980.01,2262161.01,626.388977
532980.01,2262261.01,624.309708
532980.01,2262361.01,624.022888
532980.01,2262461.01,622.231415
532980.01,2262561.01,620.518127
532980.01,2262661.01,619.969086
532980.01,2262761.01,618.637268
532980.01,2262861.01,617.749481
532980.01,2262961.01,616.982666
532980.01,2263061.01,616.369904
532980.01,2263161.01,616.335999
532980.01,2263261.01,616.193878
532980.01,2263361.01,616.083862
532980.01,2263461.01,615.680267
532980.01,2263561.01,616.159912
532980.01,2263661.01,615.936829
532980.01,2263761.01,615.713379
532980.01,2263861.01,614.137451
532980.01,2263961.01,609.30777
532980.01,2264061.01,603.609497
532980.01,2264161.01,595.213959
532980.01,2264261.01,590.12854
532980.01,2264361.01,585.871735
532980.01,2264461.01,582.050049
532980.01,2264561.01,579.100464
532980.01,2264661.01,574.84201
532980.01,2264761.01,574.176971
532980.01,2264861.01,574.647675
532980.01,2264961.01,575.713867
532980.01,2265061.01,577.860596
532980.01,2265161.01,578.307648
532980.01,2265261.01,579.486893
532980.01,2265361.01,581.113525
532980.01,2265461.01,581.894699
532980.01,2265561.01,581.590149
532980.01,2265661.01,581.220581
532980.01,2265761.01,581.678528
532980.01,2265861.01,580.950821
532980.01,2265961.01,581.268539
532980.01,2266061.01,585.285004
532980.01,2266161.01,587.809296
532980.01,2266261.01,593.594421
532980.01,2266361.01,599.00061
532980.01,2266461.01,601.347961
532980.01,2266561.01,603.871735
532980.01,2266661.01,605.128265
532980.01,2266761.01,603.004425
532980.01,2266861.01,595.414185
532980.01,2266961.01,592.295624
532980.01,2267061.01,594.541565
532980.01,2267161.01,597.539154
532980.01,2267261.01,598.897614
532980.01,2267361.01,598.212494
532980.01,2267461.01,598.806427
532980.01,2267561.01,599.065918
532980.01,2267661.01,599.913239
532980.01,2267761.01,601.005493
532980.01,2267861.01,602.48204
532980.01,2267961.01,604.380035
532980.01,2268061.01,605.979431
532980.01,2268161.01,605.960083
532980.01,2268261.01,606.708496
532980.01,2268361.01,607.822632
532980.01,2268461.01,608.348679
532980.01,2268561.01,610.136459
532980.01,2268661.01,612.0979
532980.01,2268761.01,613.134125
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,640.122131
533080.01,2261561.01,639.920258
533080.01,2261661.01,642.404114
533080.01,2261761.01,642.807968
533080.01,2261861.01,641.551544
533080.01,2261961.01,644.649933
533080.01,2262061.01,641.910339
533080.01,2262161.01,638.342621
533080.01,2262261.01,634.0401
533080.01,2262361.01,637.467575
533080.01,2262461.01,631.935181
533080.01,2262561.01,635.12204
533080.01,2262661.01,635.356537
533080.01,2262761.01,627.254883
533080.01,2262861.01,620.767395
533080.01,2262961.01,620.999115
533080.01,2263061.01,618.98317
533080.01,2263161.01,617.13916
533080.01,2263261.01,616.810547
533080.01,2263361.01,615.152893
533080.01,2263461.01,614.049988
533080.01,2263561.01,613.135315
533080.01,2263661.01,612.658447
533080.01,2263761.01,611.826996
533080.01,2263861.01,607.39801
533080.01,2263961.01,602.766083
533080.01,2264061.01,597.058411
533080.01,2264161.01,591.032776
533080.01,2264261.01,587.276825
533080.01,2264361.01,583.242767
533080.01,2264461.01,579.639709
533080.01,2264561.01,577.142456
533080.01,2264661.01,574.731445
533080.01,2264761.01,574.573029
533080.01,2264861.01,574.841675
533080.01,2264961.01,575.781723
533080.01,2265061.01,577.449127
533080.01,2265161.01,577.192505
533080.01,2265261.01,577.238708
533080.01,2265361.01,578.889282
533080.01,2265461.01,579.632706
533080.01,2265561.01,579.595947
533080.01,2265661.01,578.367279
533080.01,2265761.01,577.648865
533080.01,2265861.01,578.367188
533080.01,2265961.01,579.909912
533080.01,2266061.01,583.325775
533080.01,2266161.01,585.500275
533080.01,2266261.01,590.655807
533080.01,2266361.01,596.545074
533080.01,2266461.01,598.795715
533080.01,2266561.01,601.815613
533080.01,2266661.01,603.782837
533080.01,2266761.01,603.447021
533080.01,2266861.01,599.348907
533080.01,2266961.01,593.786179
533080.01,2267061.01,595.145203
533080.01,2267161.01,599.496796
533080.01,2267261.01,601.146118
533080.01,2267361.01,602.070862
533080.01,2267461.01,602.889771
533080.01,2267561.01,602.367203
533080.01,2267661.01,605.686844
533080.01,2267761.01,608.3703
533080.01,2267861.01,611.535858
533080.01,2267961.01,612.121399
533080.01,2268061.01,612.2491
533080.01,2268161.01,610.799591
533080.01,2268261.01,609.841873
533080.01,2268361.01,611.017578
533080.01,2268461.01,610.633484
533080.01,2268561.01,610.36792
533080.01,2268661.01,611.966263
533080.01,2268761.01,613.11911
533080.01,2268861.01,613.002228
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,643.70076
533180.01,2261561.01,645.069092
533180.01,2261661.01,655.510315
533180.01,2261761.01,657.403931
533180.01,2261861.01,657.059326
533180.01,2261961.01,655.256042
533180.01,2262061.01,655.24411
533180.01,2262161.01,654.59285
533180.01,2262261.01,651.69989
533180.01,2262361.01,650.458099
533180.01,2262461.01,649.614563
533180.01,2262561.01,647.56987
533180.01,2262661.01,644.540283
533180.01,2262761.01,640.368286
533180.01,2262861.01,635.032837
533180.01,2262961.01,635.931335
533180.01,2263061.01,631.736053
533180.01,2263161.01,626.896423
533180.01,2263261.01,626.719452
533180.01,2263361.01,621.244904
533180.01,2263461.01,616.051712
533180.01,2263561.01,614.549683
533180.01,2263661.01,611.454163
533180.01,2263761.01,609.112549
533180.01,2263861.01,606.750793
533180.01,2263961.01,602.147034
533180.01,2264061.01,596.197708
533180.01,2264161.01,591.730103
533180.01,2264261.01,583.458862
533180.01,2264361.01,579.906311
533180.01,2264461.01,577.367615
533180.01,2264561.01,575.755478
533180.01,2264661.01,574.546906
533180.01,2264761.01,574.468582
533180.01,2264861.01,574.814453
533180.01,2264961.01,575.942841
533180.01,2265061.01,576.8573
533180.01,2265161.01,576.634521
533180.01,2265261.01,575.760071
533180.01,2265361.01,576.471039
533180.01,2265461.01,577.429321
533180.01,2265561.01,576.853088
533180.01,2265661.01,575.357513
533180.01,2265761.01,574.358978
533180.01,2265861.01,574.962708
533180.01,2265961.01,577.587433
533180.01,2266061.01,579.179138
533180.01,2266161.01,582.746155
533180.01,2266261.01,587.633026
533180.01,2266361.01,593.722412
533180.01,2266461.01,596.368698
533180.01,2266561.01,600.181213
533180.01,2266661.01,601.990234
533180.01,2266761.01,602.151917
533180.01,2266861.01,599.939453
533180.01,2266961.01,594.31543
533180.01,2267061.01,594.367462
533180.01,2267161.01,598.919968
533180.01,2267261.01,601.982391
533180.01,2267361.01,603.430328
533180.01,2267461.01,605.855835
533180.01,2267561.01,606.983917
533180.01,2267661.01,608.106873
533180.01,2267761.01,610.508148
533180.01,2267861.01,612.704315
533180.01,2267961.01,614.246307
533180.01,2268061.01,614.945251
533180.01,2268161.01,615.496216
533180.01,2268261.01,614.157013
533180.01,2268361.01,612.968903
533180.01,2268461.01,611.374084
533180.01,2268561.01,610.505737
533180.01,2268661.01,611.075867
533180.01,2268761.01,612.732971
533180.01,2268861.01,612.798767
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,648.415894
533280.01,2261461.01,648.361664
533280.01,2261561.01,649.991882
533280.01,2261661.01,651.875092
533280.01,2261761.01,653.67395
533280.01,2261861.01,652.530472
533280.01,2261961.01,650.463013
533280.01,2262061.01,649.638245
533280.01,2262161.01,649.148254
533280.01,2262261.01,646.778564
533280.01,2262361.01,644.858505
533280.01,2262461.01,642.848694
533280.01,2262561.01,641.406189
533280.01,2262661.01,639.926575
533280.01,2262761.01,637.90213
533280.01,2262861.01,635.847076
533280.01,2262961.01,633.768311
533280.01,2263061.01,632.07489
533280.01,2263161.01,629.685989
533280.01,2263261.01,626.903809
533280.01,2263361.01,619.77887
533280.01,2263461.01,616.415894
533280.01,2263561.01,613.790314
533280.01,2263661.01,610.096497
533280.01,2263761.01,606.455597
533280.01,2263861.01,603.246399
533280.01,2263961.01,598.21759
533280.01,2264061.01,592.397888
533280.01,2264161.01,587.82782
533280.01,2264261.01,582.33313
533280.01,2264361.01,578.583893
533280.01,2264461.01,576.403595
533280.01,2264561.01,574.969971
533280.01,2264661.01,573.645142
533280.01,2264761.01,573.319763
533280.01,2264861.01,573.696594
533280.01,2264961.01,575.033615
533280.01,2265061.01,575.599182
533280.01,2265161.01,574.927307
533280.01,2265261.01,574.101074
533280.01,2265361.01,574.961395
533280.01,2265461.01,575.238342
533280.01,2265561.01,575.689972
533280.01,2265661.01,574.76532
533280.01,2265761.01,573.839874
533280.01,2265861.01,573.546509
533280.01,2265961.01,577.082703
533280.01,2266061.01,578.715714
533280.01,2266161.01,581.970093
533280.01,2266261.01,586.294998
533280.01,2266361.01,589.852295
533280.01,2266461.01,595.471375
533280.01,2266561.01,599.826294
533280.01,2266661.01,602.779114
533280.01,2266761.01,603.610138
533280.01,2266861.01,602.22612
533280.01,2266961.01,595.452087
533280.01,2267061.01,593.960175
533280.01,2267161.01,596.700684
533280.01,2267261.01,600.962891
533280.01,2267361.01,602.589096
533280.01,2267461.01,605.690308
533280.01,2267561.01,608.353775
533280.01,2267661.01,610.248352
533280.01,2267761.01,613.450958
533280.01,2267861.01,615.488464
533280.01,2267961.01,616.730576
533280.01,2268061.01,616.957611
533280.01,2268161.01,616.391098
533280.01,2268261.01,615.072083
533280.01,2268361.01,612.991882
533280.01,2268461.01,612.05249
533280.01,2268561.01,611.066528
533280.01,2268661.01,610.653671
533280.01,2268761.01,611.430756
533280.01,2268861.01,611.893982
533280.01,2268961.01,611.579834
533280.01,2269061.01,-9999
533280.01,2269161.01,-9999
533380.01,2261261.01,-9999
533380.01,2261361.01,647.138733
533380.01,2261461.01,647.779388
533380.01,2261561.01,647.258606
533380.01,2261661.01,648.247284
533380.01,2261761.01,648.841919
533380.01,2261861.01,647.509735
533380.01,2261961.01,646.455139
533380.01,2262061.01,647.108795
533380.01,2262161.01,647.06308
533380.01,2262261.01,644.944305
533380.01,2262361.01,643.126892
533380.01,2262461.01,639.695313
533380.01,2262561.01,638.17366
533380.01,2262661.01,636.493225
533380.01,2262761.01,634.706314
533380.01,2262861.01,633.469604
533380.01,2262961.01,631.595245
533380.01,2263061.01,628.562988
533380.01,2263161.01,624.786316
533380.01,2263261.01,621.226471
533380.01,2263361.01,618.916565
533380.01,2263461.01,615.763794
533380.01,2263561.01,612.955383
533380.01,2263661.01,609.113464
533380.01,2263761.01,602.989441
533380.01,2263861.01,599.303452
533380.01,2263961.01,593.681061
533380.01,2264061.01,587.349838
533380.01,2264161.01,582.427063
533380.01,2264261.01,577.736816
533380.01,2264361.01,575.050354
533380.01,2264461.01,573.705688
533380.01,2264561.01,572.89325
533380.01,2264661.01,572.909042
533380.01,2264761.01,572.333069
533380.01,2264861.01,572.646179
533380.01,2264961.01,574.11438
533380.01,2265061.01,574.541138
533380.01,2265161.01,574.859711
533380.01,2265261.01,575.006012
533380.01,2265361.01,575.200668
533380.01,2265461.01,575.286743
533380.01,2265561.01,575.356873
533380.01,2265661.01,575.223206
533380.01,2265761.01,575.58017
533380.01,2265861.01,575.415558
533380.01,2265961.01,577.369781
533380.01,2266061.01,579.569214
533380.01,2266161.01,583.057343
533380.01,2266261.01,586.745728
533380.01,2266361.01,590.81778
533380.01,2266461.01,595.358963
533380.01,2266561.01,599.641602
533380.01,2266661.01,601.311035
533380.01,2266761.01,603.769897
533380.01,2266861.01,603.698608
533380.01,2266961.01,602.321259
533380.01,2267061.01,598.009567
533380.01,2267161.01,594.427673
533380.01,2267261.01,598.808563
533380.01,2267361.01,601.177734
533380.01,2267461.01,605.336273
533380.01,2267561.01,608.221436
533380.01,2267661.01,611.043457
533380.01,2267761.01,613.459534
533380.01,2267861.01,614.98941
533380.01,2267961.01,615.269409
533380.01,2268061.01,615.401123
533380.01,2268161.01,614.520813
533380.01,2268261.01,614.224731
533380.01,2268361.01,613.800659
533380.01,2268461.01,613.414307
533380.01,2268561.01,613.431427
533380.01,2268661.01,611.984802
533380.01,2268761.01,610.932739
533380.01,2268861.01,611.323059
533380.01,2268961.01,609.410309
533380.01,2269061.01,-9999
533380.01,2269161.01,-9999
533480.01,2261161.01,-9999
533480.01,2261261.01,647.680908
533480.01,2261361.01,646.354645
533480.01,2261461.01,645.436829
533480.01,2261561.01,644.061981
533480.01,2261661.01,645.382294
533480.01,2261761.01,646.184387
533480.01,2261861.01,645.416748
533480.01,2261961.01,645.398315
533480.01,2262061.01,645.440765
533480.01,2262161.01,644.49292
533480.01,2262261.01,642.866028
533480.01,2262361.01,640.879944
