"X","Y","H70_Arg_Lev (TWT)"
530180.01,2266361.01,715.777062
530180.01,2266461.01,715.311606
530180.01,2266561.01,715.354358
530180.01,2266661.01,715.491645
530180.01,2266761.01,714.856241
530180.01,2266861.01,714.89362
530180.01,2266961.01,715.789268
530180.01,2267061.01,713.422551
530180.01,2267161.01,713.460406
530180.01,2267261.01,712.918797
530180.01,2267361.01,712.142367
530180.01,2267461.01,713.725592
530280.01,2263261.01,733.057994
530280.01,2263361.01,730.004441
530280.01,2263461.01,728.361202
530280.01,2263561.01,727.670916
530280.01,2263661.01,725.411114
530280.01,2263761.01,722.219238
530280.01,2263861.01,719.411288
530280.01,2263961.01,718.268177
530280.01,2264061.01,715.977187
530280.01,2264161.01,713.98603
530280.01,2264261.01,715.1062
530280.01,2264361.01,714.459333
530280.01,2264461.01,715.022637
530280.01,2264561.01,716.229898
530280.01,2264661.01,715.926411
530280.01,2264761.01,719.0221
530280.01,2264861.01,719.824552
530280.01,2264961.01,717.782265
530280.01,2265061.01,715.5094
530280.01,2265161.01,694.226338
530280.01,2265261.01,690.783576
530280.01,2265361.01,697.569019
530280.01,2265461.01,698.460552
530280.01,2265561.01,701.439617
530280.01,2265661.01,698.86685
530280.01,2265761.01,702.25414
530280.01,2265861.01,704.025175
530280.01,2265961.01,709.050815
530280.01,2266061.01,711.445842
530280.01,2266161.01,711.754928
530280.01,2266261.01,714.052467
530280.01,2266361.01,715.359545
530280.01,2266461.01,715.34805
530280.01,2266561.01,715.30334
530280.01,2266661.01,714.213285
530280.01,2266761.01,713.959318
530280.01,2266861.01,713.951065
530280.01,2266961.01,714.823611
530280.01,2267061.01,713.807962
530280.01,2267161.01,713.402026
530280.01,2267261.01,713.807571
530280.01,2267361.01,714.19267
530280.01,2267461.01,713.574954
530280.01,2267561.01,714.980169
530380.01,2263361.01,730.035534
530380.01,2263461.01,727.656083
530380.01,2263561.01,726.723592
530380.01,2263661.01,725.12904
530380.01,2263761.01,724.596595
530380.01,2263861.01,720.614143
530380.01,2263961.01,719.203257
530380.01,2264061.01,717.180164
530380.01,2264161.01,716.133759
530380.01,2264261.01,716.264132
530380.01,2264361.01,716.175103
530380.01,2264461.01,717.6421
530380.01,2264561.01,717.977188
530380.01,2264661.01,716.59712
530380.01,2264761.01,715.57506
530380.01,2264861.01,714.087888
530380.01,2264961.01,713.209853
530380.01,2265061.01,715.072717
530380.01,2265161.01,714.958919
530380.01,2265261.01,714.356085
530380.01,2265361.01,700.61427
530380.01,2265461.01,698.168999
530380.01,2265561.01,700.280331
530380.01,2265661.01,697.354638
530380.01,2265761.01,700.506225
530380.01,2265861.01,702.908069
530380.01,2265961.01,706.676411
530380.01,2266061.01,709.619548
530380.01,2266161.01,711.376596
530380.01,2266261.01,713.646729
530380.01,2266361.01,714.826116
530380.01,2266461.01,714.561006
530380.01,2266561.01,714.542176
530380.01,2266661.01,714.218348
530380.01,2266761.01,714.332363
530380.01,2266861.01,714.138516
530380.01,2266961.01,714.096505
530380.01,2267061.01,714.033726
530380.01,2267161.01,714.345927
530380.01,2267261.01,714.522235
530380.01,2267361.01,714.709577
530380.01,2267461.01,714.055282
530380.01,2267561.01,715.039569
530480.01,2263561.01,727.124228
530480.01,2263661.01,722.701981
530480.01,2263761.01,722.841572
530480.01,2263861.01,723.396892
530480.01,2263961.01,722.775296
530480.01,2264061.01,719.814908
530480.01,2264161.01,718.98406
530480.01,2264261.01,718.89217
530480.01,2264361.01,718.448626
530480.01,2264461.01,718.622833
530480.01,2264561.01,718.847634
530480.01,2264661.01,718.580547
530480.01,2264761.01,718.204587
530480.01,2264861.01,715.351835
530480.01,2264961.01,714.079787
530480.01,2265061.01,712.937607
530480.01,2265161.01,713.206889
530480.01,2265261.01,714.63388
530480.01,2265361.01,715.90044
530480.01,2265461.01,707.451261
530480.01,2265561.01,696.925922
530480.01,2265661.01,692.32258
530480.01,2265761.01,699.331603
530480.01,2265861.01,700.602854
530480.01,2265961.01,705.433051
530480.01,2266061.01,708.602884
530480.01,2266161.01,712.035428
530480.01,2266261.01,713.109032
530480.01,2266361.01,714.454265
530480.01,2266461.01,714.186268
530480.01,2266561.01,714.352735
530480.01,2266661.01,713.951457
530480.01,2266761.01,714.220621
530480.01,2266861.01,714.129121
530480.01,2266961.01,714.52122
530480.01,2267061.01,714.549199
530480.01,2267161.01,714.758647
530480.01,2267261.01,714.836394
530480.01,2267361.01,715.687621
530480.01,2267461.01,716.542828
530480.01,2267561.01,716.088488
530480.01,2267661.01,717.235408
530580.01,2263461.01,729.402474
530580.01,2263561.01,728.033762
530580.01,2263661.01,725.324394
530580.01,2263761.01,723.387316
530580.01,2263861.01,724.936326
530580.01,2263961.01,724.223974
530580.01,2264061.01,721.985142
530580.01,2264161.01,721.498927
530580.01,2264261.01,721.364599
530580.01,2264361.01,720.036798
530580.01,2264461.01,718.684159
530580.01,2264561.01,718.387368
530580.01,2264661.01,717.345736
530580.01,2264761.01,718.572064
530580.01,2264861.01,717.085175
530580.01,2264961.01,715.132719
530580.01,2265061.01,714.298998
530580.01,2265161.01,713.823585
530580.01,2265261.01,714.326167
530580.01,2265361.01,716.464427
530580.01,2265461.01,717.129852
530580.01,2265561.01,707.948106
530580.01,2265661.01,688.614864
530580.01,2265761.01,690.540322
530580.01,2265861.01,696.621104
530580.01,2265961.01,703.638581
530580.01,2266061.01,707.52027
530580.01,2266161.01,711.755838
530580.01,2266261.01,713.181093
530580.01,2266361.01,714.007194
530580.01,2266461.01,714.489362
530580.01,2266561.01,714.472548
530580.01,2266661.01,714.937702
530580.01,2266761.01,714.483875
530580.01,2266861.01,714.870376
530580.01,2266961.01,715.192696
530580.01,2267061.01,714.919126
530580.01,2267161.01,716.037531
530580.01,2267261.01,716.746318
530580.01,2267361.01,717.578347
530580.01,2267461.01,718.230196
530580.01,2267561.01,716.88006
530580.01,2267661.01,716.783408
530680.01,2263361.01,732.403141
530680.01,2263461.01,728.98277
530680.01,2263561.01,730.042653
530680.01,2263661.01,727.745822
530680.01,2263761.01,725.969595
530680.01,2263861.01,724.876313
530680.01,2263961.01,724.608179
530680.01,2264061.01,723.692347
530680.01,2264161.01,723.218169
530680.01,2264261.01,722.449352
530680.01,2264361.01,720.937565
530680.01,2264461.01,720.21819
530680.01,2264561.01,717.755736
530680.01,2264661.01,716.776398
530680.01,2264761.01,717.050558
530680.01,2264861.01,717.617612
530680.01,2264961.01,716.34299
530680.01,2265061.01,717.017405
530680.01,2265161.01,717.821713
530680.01,2265261.01,716.491065
530680.01,2265361.01,714.532321
530680.01,2265461.01,716.025945
530680.01,2265561.01,710.343048
530680.01,2265661.01,683.57508
530680.01,2265761.01,687.423422
530680.01,2265861.01,694.555792
530680.01,2265961.01,701.94394
530680.01,2266061.01,705.057019
530680.01,2266161.01,709.837182
530680.01,2266261.01,713.733481
530680.01,2266361.01,714.374606
530680.01,2266461.01,715.130341
530680.01,2266561.01,715.22868
530680.01,2266661.01,715.501007
530680.01,2266761.01,715.6209
530680.01,2266861.01,715.866587
530680.01,2266961.01,717.266653
530680.01,2267061.01,718.874057
530680.01,2267161.01,717.964116
530680.01,2267261.01,718.012577
530680.01,2267361.01,718.44459
530680.01,2267461.01,717.925559
530680.01,2267561.01,717.246249
530680.01,2267661.01,717.223737
530680.01,2267761.01,717.914654
530780.01,2263261.01,735.252947
530780.01,2263361.01,735.07339
530780.01,2263461.01,729.139543
530780.01,2263561.01,729.853693
530780.01,2263661.01,728.834036
530780.01,2263761.01,727.981788
530780.01,2263861.01,726.914343
530780.01,2263961.01,726.206098
530780.01,2264061.01,725.47156
530780.01,2264161.01,724.823279
530780.01,2264261.01,723.659265
530780.01,2264361.01,721.402289
530780.01,2264461.01,720.566252
530780.01,2264561.01,718.442496
530780.01,2264661.01,716.260798
530780.01,2264761.01,716.329856
530780.01,2264861.01,717.175142
530780.01,2264961.01,719.110291
530780.01,2265061.01,719.240097
530780.01,2265161.01,717.974259
530780.01,2265261.01,718.169679
530780.01,2265361.01,714.948263
530780.01,2265461.01,713.697456
530780.01,2265561.01,710.597198
530780.01,2265661.01,708.213669
530780.01,2265761.01,683.655385
530780.01,2265861.01,691.112206
530780.01,2265961.01,698.686297
530780.01,2266061.01,702.526119
530780.01,2266161.01,708.566207
530780.01,2266261.01,712.919257
530780.01,2266361.01,715.047077
530780.01,2266461.01,715.841018
530780.01,2266561.01,718.344514
530780.01,2266661.01,720.259316
530780.01,2266761.01,721.675596
530780.01,2266861.01,721.06829
530780.01,2266961.01,721.630892
530780.01,2267061.01,721.469148
530780.01,2267161.01,719.903044
530780.01,2267261.01,719.141953
530780.01,2267361.01,719.709872
530780.01,2267461.01,718.373374
530780.01,2267561.01,718.206214
530780.01,2267661.01,717.913199
530780.01,2267761.01,717.771503
530880.01,2263161.01,735.858333
530880.01,2263261.01,735.770824
530880.01,2263361.01,734.391222
530880.01,2263461.01,731.094018
530880.01,2263561.01,731.768462
530880.01,2263661.01,730.063464
530880.01,2263761.01,730.635291
530880.01,2263861.01,728.11438
530880.01,2263961.01,726.259361
530880.01,2264061.01,725.765546
530880.01,2264161.01,726.180327
530880.01,2264261.01,724.283141
530880.01,2264361.01,723.298257
530880.01,2264461.01,722.668289
530880.01,2264561.01,720.15569
530880.01,2264661.01,716.354562
530880.01,2264761.01,716.466469
530880.01,2264861.01,717.547439
530880.01,2264961.01,718.97425
530880.01,2265061.01,719.544745
530880.01,2265161.01,717.761473
530880.01,2265261.01,718.207129
530880.01,2265361.01,715.297721
530880.01,2265461.01,713.498571
530880.01,2265561.01,709.663552
530880.01,2265661.01,706.493078
530880.01,2265761.01,706.647849
530880.01,2265861.01,687.18373
530880.01,2265961.01,694.850281
530880.01,2266061.01,702.464127
530880.01,2266161.01,709.770861
530880.01,2266261.01,713.215695
530880.01,2266361.01,716.704616
530880.01,2266461.01,719.600566
530880.01,2266561.01,721.304034
530880.01,2266661.01,721.859904
530880.01,2266761.01,722.425178
530880.01,2266861.01,721.811917
530880.01,2266961.01,722.458562
530880.01,2267061.01,723.00128
530880.01,2267161.01,722.046482
530880.01,2267261.01,722.06512
530880.01,2267361.01,721.067124
530880.01,2267461.01,719.867399
530880.01,2267561.01,719.313946
530880.01,2267661.01,719.061741
530880.01,2267761.01,718.467094
530880.01,2267861.01,719.160727
530980.01,2263061.01,735.049901
530980.01,2263161.01,735.210688
530980.01,2263261.01,734.878319
530980.01,2263361.01,731.91122
530980.01,2263461.01,731.430346
530980.01,2263561.01,731.407864
530980.01,2263661.01,731.331226
530980.01,2263761.01,731.321982
530980.01,2263861.01,728.68445
530980.01,2263961.01,727.638012
530980.01,2264061.01,726.2795
530980.01,2264161.01,726.7989
530980.01,2264261.01,724.566584
530980.01,2264361.01,724.122991
530980.01,2264461.01,723.871022
530980.01,2264561.01,721.742078
530980.01,2264661.01,717.0948
530980.01,2264761.01,717.073972
530980.01,2264861.01,716.899262
530980.01,2264961.01,717.397278
530980.01,2265061.01,717.45661
530980.01,2265161.01,716.770669
530980.01,2265261.01,716.630491
530980.01,2265361.01,715.680447
530980.01,2265461.01,713.845269
530980.01,2265561.01,712.313117
530980.01,2265661.01,713.381553
530980.01,2265761.01,714.529415
530980.01,2265861.01,686.513557
530980.01,2265961.01,692.356843
530980.01,2266061.01,701.447968
530980.01,2266161.01,709.69811
530980.01,2266261.01,714.34212
530980.01,2266361.01,716.878529
530980.01,2266461.01,719.418708
530980.01,2266561.01,720.788991
530980.01,2266661.01,721.268112
530980.01,2266761.01,721.184514
530980.01,2266861.01,722.341433
530980.01,2266961.01,723.270217
530980.01,2267061.01,722.927052
530980.01,2267161.01,724.086849
530980.01,2267261.01,724.423811
530980.01,2267361.01,722.527331
530980.01,2267461.01,721.375414
530980.01,2267561.01,720.617539
530980.01,2267661.01,720.41038
530980.01,2267761.01,718.513752
530980.01,2267861.01,719.255335
531080.01,2262961.01,733.153765
531080.01,2263061.01,734.693486
531080.01,2263161.01,735.232117
531080.01,2263261.01,734.848841
531080.01,2263361.01,733.955766
531080.01,2263461.01,734.592377
531080.01,2263561.01,733.165539
531080.01,2263661.01,733.73877
531080.01,2263761.01,734.701587
531080.01,2263861.01,733.217687
531080.01,2263961.01,728.750704
531080.01,2264061.01,727.010137
531080.01,2264161.01,726.660879
531080.01,2264261.01,724.740408
531080.01,2264361.01,724.625213
531080.01,2264461.01,724.510059
531080.01,2264561.01,722.416121
531080.01,2264661.01,718.906116
531080.01,2264761.01,716.733353
531080.01,2264861.01,716.158966
531080.01,2264961.01,715.626476
531080.01,2265061.01,713.901672
531080.01,2265161.01,713.01654
531080.01,2265261.01,712.334153
531080.01,2265361.01,713.104074
531080.01,2265461.01,712.218609
531080.01,2265561.01,712.984327
531080.01,2265661.01,714.312872
531080.01,2265761.01,716.136605
531080.01,2265861.01,685.518064
531080.01,2265961.01,689.768919
531080.01,2266061.01,698.429054
531080.01,2266161.01,705.84272
531080.01,2266261.01,708.895144
531080.01,2266361.01,715.897402
531080.01,2266461.01,719.318864
531080.01,2266561.01,720.272993
531080.01,2266661.01,719.9363
531080.01,2266761.01,721.00683
531080.01,2266861.01,722.914185
531080.01,2266961.01,722.841639
531080.01,2267061.01,723.704503
531080.01,2267161.01,724.267297
531080.01,2267261.01,725.072848
531080.01,2267361.01,724.943268
531080.01,2267461.01,723.569757
531080.01,2267561.01,722.625441
531080.01,2267661.01,721.61244
531080.01,2267761.01,720.550336
531080.01,2267861.01,719.036629
531080.01,2267961.01,718.865934
531180.01,2262961.01,733.944259
531180.01,2263061.01,735.386728
531180.01,2263161.01,735.028668
531180.01,2263261.01,735.49558
531180.01,2263361.01,734.147643
531180.01,2263461.01,734.931248
531180.01,2263561.01,733.887781
531180.01,2263661.01,734.272566
531180.01,2263761.01,734.999543
531180.01,2263861.01,732.42565
531180.01,2263961.01,729.110626
531180.01,2264061.01,726.413657
531180.01,2264161.01,725.621393
531180.01,2264261.01,724.824348
531180.01,2264361.01,723.735544
531180.01,2264461.01,722.569873
531180.01,2264561.01,720.212108
531180.01,2264661.01,719.384408
531180.01,2264761.01,717.24519
531180.01,2264861.01,716.080309
531180.01,2264961.01,714.639779
531180.01,2265061.01,713.078107
531180.01,2265161.01,710.439799
531180.01,2265261.01,710.936477
531180.01,2265361.01,711.334559
531180.01,2265461.01,711.832693
531180.01,2265561.01,714.644797
531180.01,2265661.01,716.326608
531180.01,2265761.01,719.530232
531180.01,2265861.01,721.369722
531180.01,2265961.01,688.553618
531180.01,2266061.01,696.676215
531180.01,2266161.01,703.235973
531180.01,2266261.01,707.813355
531180.01,2266361.01,713.367237
531180.01,2266461.01,717.84245
531180.01,2266561.01,719.240885
531180.01,2266661.01,719.923942
531180.01,2266761.01,721.691286
531180.01,2266861.01,722.372529
531180.01,2266961.01,723.470007
531180.01,2267061.01,724.083528
531180.01,2267161.01,725.333981
531180.01,2267261.01,725.756987
531180.01,2267361.01,726.166012
531180.01,2267461.01,725.036992
531180.01,2267561.01,723.319359
531180.01,2267661.01,720.415402
531180.01,2267761.01,717.768149
531180.01,2267861.01,717.742762
531180.01,2267961.01,717.943291
531280.01,2262861.01,729.634909
531280.01,2262961.01,734.967128
531280.01,2263061.01,736.380774
531280.01,2263161.01,736.501104
531280.01,2263261.01,736.06534
531280.01,2263361.01,735.761713
531280.01,2263461.01,735.689874
531280.01,2263561.01,733.940535
531280.01,2263661.01,734.578742
531280.01,2263761.01,731.848136
531280.01,2263861.01,730.253023
531280.01,2263961.01,727.1514
531280.01,2264061.01,726.802938
531280.01,2264161.01,725.227812
531280.01,2264261.01,723.441314
531280.01,2264361.01,721.677355
531280.01,2264461.01,721.72724
531280.01,2264561.01,722.576028
531280.01,2264661.01,721.415002
531280.01,2264761.01,717.738315
531280.01,2264861.01,714.618658
531280.01,2264961.01,713.721127
531280.01,2265061.01,710.669805
531280.01,2265161.01,709.64346
531280.01,2265261.01,709.145475
531280.01,2265361.01,709.290618
531280.01,2265461.01,710.399154
531280.01,2265561.01,713.937172
531280.01,2265661.01,716.31974
531280.01,2265761.01,720.439463
531280.01,2265861.01,719.43916
531280.01,2265961.01,719.10543
531280.01,2266061.01,694.283553
531280.01,2266161.01,702.854517
531280.01,2266261.01,705.61332
531280.01,2266361.01,711.203718
531280.01,2266461.01,716.470272
531280.01,2266561.01,718.807911
531280.01,2266661.01,720.762951
531280.01,2266761.01,722.135017
531280.01,2266861.01,724.180029
531280.01,2266961.01,725.321067
531280.01,2267061.01,724.88293
531280.01,2267161.01,724.37311
531280.01,2267261.01,723.771827
531280.01,2267361.01,722.694042
531280.01,2267461.01,720.981877
531280.01,2267561.01,720.423654
531280.01,2267661.01,719.414801
531280.01,2267761.01,718.380688
531280.01,2267861.01,718.41555
531280.01,2267961.01,717.712132
531280.01,2268061.01,717.205672
531380.01,2262761.01,732.370156
531380.01,2262861.01,733.98392
531380.01,2262961.01,735.313582
531380.01,2263061.01,735.845162
531380.01,2263161.01,736.172978
531380.01,2263261.01,736.2611
531380.01,2263361.01,733.53533
531380.01,2263461.01,731.610649
531380.01,2263561.01,730.373725
531380.01,2263661.01,731.700637
531380.01,2263761.01,731.106624
531380.01,2263861.01,726.432018
531380.01,2263961.01,727.265215
531380.01,2264061.01,725.547068
531380.01,2264161.01,723.155837
531380.01,2264261.01,723.82017
531380.01,2264361.01,721.558128
531380.01,2264461.01,719.286951
531380.01,2264561.01,722.830625
531380.01,2264661.01,721.738721
531380.01,2264761.01,717.386228
531380.01,2264861.01,712.351471
531380.01,2264961.01,712.611226
531380.01,2265061.01,709.989179
531380.01,2265161.01,708.162871
531380.01,2265261.01,707.620678
531380.01,2265361.01,707.57224
531380.01,2265461.01,709.529818
531380.01,2265561.01,711.0417
531380.01,2265661.01,716.344295
531380.01,2265761.01,721.19319
531380.01,2265861.01,724.652873
531380.01,2265961.01,728.375208
531380.01,2266061.01,694.392793
531380.01,2266161.01,702.53135
531380.01,2266261.01,707.71915
531380.01,2266361.01,713.073599
531380.01,2266461.01,716.788761
531380.01,2266561.01,719.292845
531380.01,2266661.01,722.343774
531380.01,2266761.01,724.383506
531380.01,2266861.01,725.178845
531380.01,2266961.01,724.882492
531380.01,2267061.01,723.68222
531380.01,2267161.01,723.622595
531380.01,2267261.01,723.954589
531380.01,2267361.01,723.092116
531380.01,2267461.01,722.964005
531380.01,2267561.01,720.249967
531380.01,2267661.01,718.292868
531380.01,2267761.01,717.579819
531380.01,2267861.01,717.196729
531380.01,2267961.01,716.138389
531380.01,2268061.01,715.080505
531480.01,2262661.01,730.656936
531480.01,2262761.01,732.763035
531480.01,2262861.01,734.944733
531480.01,2262961.01,735.213536
531480.01,2263061.01,733.019658
531480.01,2263161.01,732.724382
531480.01,2263261.01,733.066433
531480.01,2263361.01,730.207838
531480.01,2263461.01,729.238238
531480.01,2263561.01,730.229444
531480.01,2263661.01,730.868167
531480.01,2263761.01,729.018476
531480.01,2263861.01,726.400371
531480.01,2263961.01,725.130483
531480.01,2264061.01,723.2131
531480.01,2264161.01,722.180209
531480.01,2264261.01,722.998557
531480.01,2264361.01,722.040498
531480.01,2264461.01,719.55817
531480.01,2264561.01,715.20335
531480.01,2264661.01,715.027463
531480.01,2264761.01,715.890512
531480.01,2264861.01,712.887335
531480.01,2264961.01,710.748053
531480.01,2265061.01,708.099391
531480.01,2265161.01,706.457508
531480.01,2265261.01,706.320809
531480.01,2265361.01,706.09162
531480.01,2265461.01,709.055256
531480.01,2265561.01,710.737987
531480.01,2265661.01,716.013853
531480.01,2265761.01,723.636172
531480.01,2265861.01,727.328335
531480.01,2265961.01,728.646033
531480.01,2266061.01,730.826292
531480.01,2266161.01,699.205299
531480.01,2266261.01,705.107633
531480.01,2266361.01,711.462286
531480.01,2266461.01,716.75513
531480.01,2266561.01,718.104662
531480.01,2266661.01,721.348836
531480.01,2266761.01,724.39802
531480.01,2266861.01,724.479799
531480.01,2266961.01,725.500732
531480.01,2267061.01,724.459983
531480.01,2267161.01,723.902577
531480.01,2267261.01,723.997176
531480.01,2267361.01,722.199898
531480.01,2267461.01,721.616362
531480.01,2267561.01,719.729241
531480.01,2267661.01,718.736669
531480.01,2267761.01,718.073291
531480.01,2267861.01,718.586534
531480.01,2267961.01,715.489655
531480.01,2268061.01,714.2805
531480.01,2268161.01,713.749755
531580.01,2262661.01,731.157156
531580.01,2262761.01,733.08552
531580.01,2262861.01,733.421258
531580.01,2262961.01,732.892719
531580.01,2263061.01,730.877063
531580.01,2263161.01,730.015811
531580.01,2263261.01,730.279754
531580.01,2263361.01,729.526252
531580.01,2263461.01,728.463804
531580.01,2263561.01,729.040386
531580.01,2263661.01,728.117817
531580.01,2263761.01,728.297211
531580.01,2263861.01,727.092342
531580.01,2263961.01,725.256131
531580.01,2264061.01,721.864788
531580.01,2264161.01,721.808891
531580.01,2264261.01,721.017618
531580.01,2264361.01,723.507523
531580.01,2264461.01,716.126917
531580.01,2264561.01,719.599991
531580.01,2264661.01,711.40966
531580.01,2264761.01,707.627408
531580.01,2264861.01,709.126683
531580.01,2264961.01,709.584977
531580.01,2265061.01,708.202145
531580.01,2265161.01,705.440411
531580.01,2265261.01,705.302297
531580.01,2265361.01,705.605215
531580.01,2265461.01,706.98318
531580.01,2265561.01,708.537745
531580.01,2265661.01,713.823962
531580.01,2265761.01,722.070476
531580.01,2265861.01,725.0187
531580.01,2265961.01,729.28129
531580.01,2266061.01,730.113947
531580.01,2266161.01,736.708484
531580.01,2266261.01,704.149618
531580.01,2266361.01,710.404537
531580.01,2266461.01,714.250506
531580.01,2266561.01,717.038463
531580.01,2266661.01,720.07486
531580.01,2266761.01,723.913893
531580.01,2266861.01,724.874754
531580.01,2266961.01,725.083456
531580.01,2267061.01,725.010169
531580.01,2267161.01,723.718352
531580.01,2267261.01,721.69937
531580.01,2267361.01,721.372122
531580.01,2267461.01,722.005826
531580.01,2267561.01,721.420535
531580.01,2267661.01,720.006335
531580.01,2267761.01,719.263791
531580.01,2267861.01,717.965987
531580.01,2267961.01,715.806747
531580.01,2268061.01,714.162742
531580.01,2268161.01,713.359247
531580.01,2268261.01,714.127701
531680.01,2262561.01,730.796133
531680.01,2262661.01,731.525443
531680.01,2262761.01,731.37917
531680.01,2262861.01,730.881913
531680.01,2262961.01,730.196542
531680.01,2263061.01,728.792933
531680.01,2263161.01,728.418469
531680.01,2263261.01,724.9023
531680.01,2263361.01,728.011604
531680.01,2263461.01,729.377261
531680.01,2263561.01,728.773494
531680.01,2263661.01,727.125182
531680.01,2263761.01,727.411832
531680.01,2263861.01,728.019602
531680.01,2263961.01,726.892323
531680.01,2264061.01,724.375324
531680.01,2264161.01,723.190578
531680.01,2264261.01,719.30464
531680.01,2264361.01,720.4841
531680.01,2264461.01,717.402472
531680.01,2264561.01,715.950372
531680.01,2264661.01,711.533542
531680.01,2264761.01,706.076927
531680.01,2264861.01,706.107979
531680.01,2264961.01,707.818054
531680.01,2265061.01,708.681813
531680.01,2265161.01,708.012386
531680.01,2265261.01,705.899127
531680.01,2265361.01,705.110786
531680.01,2265461.01,705.514781
531680.01,2265561.01,705.900609
531680.01,2265661.01,711.478099
531680.01,2265761.01,718.143089
531680.01,2265861.01,723.786365
531680.01,2265961.01,731.593887
531680.01,2266061.01,732.287099
531680.01,2266161.01,728.105717
531680.01,2266261.01,703.218036
531680.01,2266361.01,708.069687
531680.01,2266461.01,713.175888
531680.01,2266561.01,716.587448
531680.01,2266661.01,719.917708
531680.01,2266761.01,721.345718
531680.01,2266861.01,722.232284
531680.01,2266961.01,722.802025
531680.01,2267061.01,723.586861
531680.01,2267161.01,724.956204
531680.01,2267261.01,723.974901
531680.01,2267361.01,724.193681
531680.01,2267461.01,724.136601
531680.01,2267561.01,722.339992
531680.01,2267661.01,719.504037
531680.01,2267761.01,718.875038
531680.01,2267861.01,717.734261
531680.01,2267961.01,716.117404
531680.01,2268061.01,715.551546
531680.01,2268161.01,714.217854
531680.01,2268261.01,714.21226
531780.01,2262461.01,735.004561
531780.01,2262561.01,731.052434
531780.01,2262661.01,731.561299
531780.01,2262761.01,728.758055
531780.01,2262861.01,728.560092
531780.01,2262961.01,730.682043
531780.01,2263061.01,726.114434
531780.01,2263161.01,729.757485
531780.01,2263261.01,728.79921
531780.01,2263361.01,725.608189
531780.01,2263461.01,733.280042
531780.01,2263561.01,733.776099
531780.01,2263661.01,732.358265
531780.01,2263761.01,728.661268
531780.01,2263861.01,726.640881
531780.01,2263961.01,724.722932
531780.01,2264061.01,722.954344
531780.01,2264161.01,719.643814
531780.01,2264261.01,719.507542
531780.01,2264361.01,716.275498
531780.01,2264461.01,711.976205
531780.01,2264561.01,714.896367
531780.01,2264661.01,711.887733
531780.01,2264761.01,706.321358
531780.01,2264861.01,706.034743
531780.01,2264961.01,709.423965
531780.01,2265061.01,708.65925
531780.01,2265161.01,706.558445
531780.01,2265261.01,705.091739
531780.01,2265361.01,704.185272
531780.01,2265461.01,704.184713
531780.01,2265561.01,705.647015
531780.01,2265661.01,709.257882
531780.01,2265761.01,717.661227
531780.01,2265861.01,722.161963
531780.01,2265961.01,728.393078
531780.01,2266061.01,733.167425
531780.01,2266161.01,731.633137
531780.01,2266261.01,714.472159
531780.01,2266361.01,707.717943
531780.01,2266461.01,710.110692
531780.01,2266561.01,715.326402
531780.01,2266661.01,716.986184
531780.01,2266761.01,717.141442
531780.01,2266861.01,720.102698
531780.01,2266961.01,723.169496
531780.01,2267061.01,724.467158
531780.01,2267161.01,724.672187
531780.01,2267261.01,724.901834
531780.01,2267361.01,723.88851
531780.01,2267461.01,723.932675
531780.01,2267561.01,721.105817
531780.01,2267661.01,719.831585
531780.01,2267761.01,719.250403
531780.01,2267861.01,718.350865
531780.01,2267961.01,717.16524
531780.01,2268061.01,716.805278
531780.01,2268161.01,715.888875
531780.01,2268261.01,714.101835
531780.01,2268361.01,713.079374
531880.01,2262361.01,741.611468
531880.01,2262461.01,741.720227
531880.01,2262561.01,748.052388
531880.01,2262661.01,730.532617
531880.01,2262761.01,735.292172
531880.01,2262861.01,736.560237
531880.01,2262961.01,737.329573
531880.01,2263061.01,735.42481
531880.01,2263161.01,734.991
531880.01,2263261.01,733.463337
531880.01,2263361.01,732.656678
531880.01,2263461.01,732.833783
531880.01,2263561.01,734.381369
531880.01,2263661.01,733.808553
531880.01,2263761.01,731.474527
531880.01,2263861.01,730.28209
531880.01,2263961.01,727.106859
531880.01,2264061.01,725.105694
531880.01,2264161.01,724.129887
531880.01,2264261.01,722.391579
531880.01,2264361.01,715.555427
531880.01,2264461.01,715.686342
531880.01,2264561.01,713.557871
531880.01,2264661.01,712.197145
531880.01,2264761.01,709.108815
531880.01,2264861.01,707.572759
531880.01,2264961.01,708.871438
531880.01,2265061.01,708.381388
531880.01,2265161.01,707.455258
531880.01,2265261.01,705.124959
531880.01,2265361.01,704.251672
531880.01,2265461.01,703.572941
531880.01,2265561.01,704.115074
531880.01,2265661.01,707.687125
531880.01,2265761.01,710.573725
531880.01,2265861.01,718.828767
531880.01,2265961.01,725.795187
531880.01,2266061.01,729.219606
531880.01,2266161.01,738.650352
531880.01,2266261.01,741.249854
531880.01,2266361.01,709.257097
531880.01,2266461.01,709.87148
531880.01,2266561.01,713.084802
531880.01,2266661.01,716.822446
531880.01,2266761.01,716.77419
531880.01,2266861.01,719.212387
531880.01,2266961.01,723.052005
531880.01,2267061.01,724.74848
531880.01,2267161.01,725.753625
531880.01,2267261.01,725.92344
531880.01,2267361.01,725.224407
531880.01,2267461.01,723.392382
531880.01,2267561.01,722.257802
531880.01,2267661.01,721.58393
531880.01,2267761.01,720.362003
531880.01,2267861.01,718.552409
531880.01,2267961.01,716.188609
531880.01,2268061.01,715.587025
531880.01,2268161.01,713.834787
531880.01,2268261.01,711.736772
531880.01,2268361.01,711.332272
