"X","Y","H04_Cenom (TWT)"
535780.01,2269961.01,101.622818
535780.01,2270061.01,100.125496
535780.01,2270161.01,102.376373
535780.01,2270261.01,104.225147
535780.01,2270361.01,108.24246
535780.01,2270461.01,109.794571
535780.01,2270561.01,110.519833
535780.01,2270661.01,113.444939
535780.01,2270761.01,114.552399
535780.01,2270861.01,115.167698
535780.01,2270961.01,116.15395
535780.01,2271061.01,115.758587
535780.01,2271161.01,116.857925
535780.01,2271261.01,119.084389
535780.01,2271361.01,121.508026
535780.01,2271461.01,124.369139
535780.01,2271561.01,128.602119
535780.01,2271661.01,131.645241
535780.01,2271761.01,127.299202
535780.01,2271861.01,125.615917
535780.01,2271961.01,124.763306
535780.01,2272061.01,125.087906
535780.01,2272161.01,125.286301
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,84.3302956
535880.01,2261361.01,84.5134659
535880.01,2261461.01,81.8552208
535880.01,2261561.01,78.671936
535880.01,2261661.01,77.6678371
535880.01,2261761.01,75.3463058
535880.01,2261861.01,72.5688896
535880.01,2261961.01,70.9800568
535880.01,2262061.01,68.4671059
535880.01,2262161.01,67.1273651
535880.01,2262261.01,67.95924
535880.01,2262361.01,66.7708817
535880.01,2262461.01,64.8391991
535880.01,2262561.01,63.9250813
535880.01,2262661.01,63.5410843
535880.01,2262761.01,62.5286026
535880.01,2262861.01,60.648016
535880.01,2262961.01,58.9389801
535880.01,2263061.01,56.7657242
535880.01,2263161.01,55.3052826
535880.01,2263261.01,52.6683006
535880.01,2263361.01,51.1586952
535880.01,2263461.01,52.4738731
535880.01,2263561.01,53.6749554
535880.01,2263661.01,54.2207165
535880.01,2263761.01,52.430872
535880.01,2263861.01,51.7832775
535880.01,2263961.01,49.6874542
535880.01,2264061.01,47.3296432
535880.01,2264161.01,45.9490318
535880.01,2264261.01,45.8517399
535880.01,2264361.01,43.0703506
535880.01,2264461.01,42.6011562
535880.01,2264561.01,44.0582924
535880.01,2264661.01,42.4836979
535880.01,2264761.01,36.5688915
535880.01,2264861.01,33.9229755
535880.01,2264961.01,31.7918439
535880.01,2265061.01,23.8246946
535880.01,2265161.01,20.6496601
535880.01,2265261.01,21.0312958
535880.01,2265361.01,20.5879774
535880.01,2265461.01,18.573925
535880.01,2265561.01,15.7575486
535880.01,2265661.01,16.7018433
535880.01,2265761.01,19.6776104
535880.01,2265861.01,24.9141636
535880.01,2265961.01,24.9206429
535880.01,2266061.01,23.9608898
535880.01,2266161.01,23.9647942
535880.01,2266261.01,25.6751742
535880.01,2266361.01,27.8179932
535880.01,2266461.01,30.374114
535880.01,2266561.01,33.3078079
535880.01,2266661.01,33.2016563
535880.01,2266761.01,33.3486729
535880.01,2266861.01,36.4186249
535880.01,2266961.01,41.3191471
535880.01,2267061.01,43.6007385
535880.01,2267161.01,47.1653175
535880.01,2267261.01,46.7343693
535880.01,2267361.01,47.1694927
535880.01,2267461.01,43.7785091
535880.01,2267561.01,42.8601141
535880.01,2267661.01,45.2462769
535880.01,2267761.01,52.4955025
535880.01,2267861.01,59.3907509
535880.01,2267961.01,63.8312931
535880.01,2268061.01,71.4768333
535880.01,2268161.01,78.2265892
535880.01,2268261.01,80.7836533
535880.01,2268361.01,85.316143
535880.01,2268461.01,89.6686172
535880.01,2268561.01,93.0582008
535880.01,2268661.01,93.449379
535880.01,2268761.01,93.7473373
535880.01,2268861.01,94.7438278
535880.01,2268961.01,94.9043427
535880.01,2269061.01,96.6116982
535880.01,2269161.01,99.2447433
535880.01,2269261.01,100.784264
535880.01,2269361.01,101.876175
535880.01,2269461.01,103.805498
535880.01,2269561.01,104.681252
535880.01,2269661.01,105.725861
535880.01,2269761.01,104.816025
535880.01,2269861.01,102.855387
535880.01,2269961.01,99.5796928
535880.01,2270061.01,97.9878235
535880.01,2270161.01,99.3769379
535880.01,2270261.01,101.443985
535880.01,2270361.01,105.544373
535880.01,2270461.01,108.222755
535880.01,2270561.01,109.357536
535880.01,2270661.01,112.408203
535880.01,2270761.01,114.006701
535880.01,2270861.01,114.51992
535880.01,2270961.01,115.995667
535880.01,2271061.01,115.086662
535880.01,2271161.01,115.79874
535880.01,2271261.01,119.643864
535880.01,2271361.01,124.984081
535880.01,2271461.01,128.425186
535880.01,2271561.01,129.926422
535880.01,2271661.01,129.13308
535880.01,2271761.01,125.747646
535880.01,2271861.01,126.074022
535880.01,2271961.01,127.46212
535880.01,2272061.01,127.426739
535880.01,2272161.01,126.910393
535880.01,2272261.01,127.960037
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,85.039299
535980.01,2261461.01,83.0238743
535980.01,2261561.01,81.285881
535980.01,2261661.01,78.1820183
535980.01,2261761.01,75.057869
535980.01,2261861.01,72.8118324
535980.01,2261961.01,71.5235138
535980.01,2262061.01,68.8938065
535980.01,2262161.01,68.2314796
535980.01,2262261.01,68.1154671
535980.01,2262361.01,67.1781311
535980.01,2262461.01,65.0731392
535980.01,2262561.01,64.0977707
535980.01,2262661.01,64.3396187
535980.01,2262761.01,62.4055815
535980.01,2262861.01,60.4315643
535980.01,2262961.01,58.8980045
535980.01,2263061.01,57.6884193
535980.01,2263161.01,56.9453211
535980.01,2263261.01,52.4382668
535980.01,2263361.01,50.9611111
535980.01,2263461.01,52.848259
535980.01,2263561.01,53.952486
535980.01,2263661.01,54.5516548
535980.01,2263761.01,52.9973755
535980.01,2263861.01,51.9478741
535980.01,2263961.01,49.0151787
535980.01,2264061.01,44.0852737
535980.01,2264161.01,41.7326355
535980.01,2264261.01,46.1905212
535980.01,2264361.01,47.6392708
535980.01,2264461.01,45.3997097
535980.01,2264561.01,42.1204739
535980.01,2264661.01,39.7489948
535980.01,2264761.01,36.3134575
535980.01,2264861.01,33.9616795
535980.01,2264961.01,30.9472122
535980.01,2265061.01,26.0114074
535980.01,2265161.01,20.1424322
535980.01,2265261.01,15.7752485
535980.01,2265361.01,19.4324465
535980.01,2265461.01,22.345993
535980.01,2265561.01,21.5413513
535980.01,2265661.01,17.1708603
535980.01,2265761.01,19.0155721
535980.01,2265861.01,24.3663597
535980.01,2265961.01,25.5317497
535980.01,2266061.01,25.2548161
535980.01,2266161.01,24.6851997
535980.01,2266261.01,25.0790329
535980.01,2266361.01,26.0522795
535980.01,2266461.01,28.4865417
535980.01,2266561.01,32.6214294
535980.01,2266661.01,32.7579861
535980.01,2266761.01,33.5517311
535980.01,2266861.01,38.2532635
535980.01,2266961.01,40.4530964
535980.01,2267061.01,43.3525314
535980.01,2267161.01,46.5411701
535980.01,2267261.01,46.3116198
535980.01,2267361.01,45.7118797
535980.01,2267461.01,42.777441
535980.01,2267561.01,41.7235069
535980.01,2267661.01,44.1472092
535980.01,2267761.01,50.4857674
535980.01,2267861.01,58.9419498
535980.01,2267961.01,63.6995296
535980.01,2268061.01,71.3644257
535980.01,2268161.01,77.5327454
535980.01,2268261.01,80.1823616
535980.01,2268361.01,85.7861252
535980.01,2268461.01,89.8033752
535980.01,2268561.01,90.9977493
535980.01,2268661.01,92.1094894
535980.01,2268761.01,93.0259247
535980.01,2268861.01,94.1581879
535980.01,2268961.01,96.1206837
535980.01,2269061.01,97.8781624
535980.01,2269161.01,99.7531052
535980.01,2269261.01,100.744526
535980.01,2269361.01,101.090034
535980.01,2269461.01,102.3307
535980.01,2269561.01,103.165287
535980.01,2269661.01,101.908621
535980.01,2269761.01,98.7896729
535980.01,2269861.01,96.7280388
535980.01,2269961.01,95.9940414
535980.01,2270061.01,97.0276871
535980.01,2270161.01,98.2223244
535980.01,2270261.01,99.7045383
535980.01,2270361.01,102.806713
535980.01,2270461.01,106.714897
535980.01,2270561.01,109.151588
535980.01,2270661.01,110.797928
535980.01,2270761.01,112.431076
535980.01,2270861.01,112.631641
535980.01,2270961.01,114.202534
535980.01,2271061.01,113.61644
535980.01,2271161.01,115.73661
535980.01,2271261.01,123.314339
535980.01,2271361.01,128.65958
535980.01,2271461.01,131.141525
535980.01,2271561.01,130.564178
535980.01,2271661.01,130.258789
535980.01,2271761.01,121.898064
535980.01,2271861.01,123.880852
535980.01,2271961.01,129.114548
535980.01,2272061.01,129.009113
535980.01,2272161.01,129.423912
535980.01,2272261.01,131.984173
535980.01,2272361.01,134.41095
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,84.6042023
536080.01,2261461.01,83.8270569
536080.01,2261561.01,82.6505623
536080.01,2261661.01,79.2416229
536080.01,2261761.01,76.3361626
536080.01,2261861.01,75.667511
536080.01,2261961.01,72.5059357
536080.01,2262061.01,69.8179932
536080.01,2262161.01,68.3617477
536080.01,2262261.01,67.8651791
536080.01,2262361.01,66.8754082
536080.01,2262461.01,65.1025791
536080.01,2262561.01,65.1627731
536080.01,2262661.01,64.4201584
536080.01,2262761.01,63.0751839
536080.01,2262861.01,61.3694811
536080.01,2262961.01,59.7331848
536080.01,2263061.01,56.9053574
536080.01,2263161.01,55.9896278
536080.01,2263261.01,54.9483566
536080.01,2263361.01,54.9990311
536080.01,2263461.01,55.4611053
536080.01,2263561.01,55.0071278
536080.01,2263661.01,54.3561783
536080.01,2263761.01,54.8416252
536080.01,2263861.01,52.6775169
536080.01,2263961.01,50.1599236
536080.01,2264061.01,43.3180771
536080.01,2264161.01,40.8029947
536080.01,2264261.01,43.9329395
536080.01,2264361.01,45.6004391
536080.01,2264461.01,40.0811787
536080.01,2264561.01,36.0779076
536080.01,2264661.01,36.755722
536080.01,2264761.01,36.1637917
536080.01,2264861.01,33.1640406
536080.01,2264961.01,29.671793
536080.01,2265061.01,30.2924566
536080.01,2265161.01,29.739399
536080.01,2265261.01,17.5419989
536080.01,2265361.01,16.3906727
536080.01,2265461.01,23.0939236
536080.01,2265561.01,26.3440237
536080.01,2265661.01,25.2056847
536080.01,2265761.01,20.8153763
536080.01,2265861.01,23.9755096
536080.01,2265961.01,26.4736032
536080.01,2266061.01,27.6718311
536080.01,2266161.01,25.4576492
536080.01,2266261.01,24.7788315
536080.01,2266361.01,25.7181187
536080.01,2266461.01,28.4729748
536080.01,2266561.01,31.0369968
536080.01,2266661.01,32.1010752
536080.01,2266761.01,34.3889952
536080.01,2266861.01,37.3633041
536080.01,2266961.01,39.0893135
536080.01,2267061.01,42.6048012
536080.01,2267161.01,45.1121445
536080.01,2267261.01,45.1573372
536080.01,2267361.01,42.0183563
536080.01,2267461.01,38.7579622
536080.01,2267561.01,41.4079781
536080.01,2267661.01,45.4096184
536080.01,2267761.01,50.7095222
536080.01,2267861.01,56.7002583
536080.01,2267961.01,61.4095898
536080.01,2268061.01,69.0243988
536080.01,2268161.01,75.6725159
536080.01,2268261.01,80.5739899
536080.01,2268361.01,84.5818214
536080.01,2268461.01,88.7684021
536080.01,2268561.01,89.9580383
536080.01,2268661.01,91.8269196
536080.01,2268761.01,93.3955879
536080.01,2268861.01,95.0957794
536080.01,2268961.01,97.3077583
536080.01,2269061.01,98.2066269
536080.01,2269161.01,98.2386189
536080.01,2269261.01,100.236259
536080.01,2269361.01,101.098776
536080.01,2269461.01,100.079178
536080.01,2269561.01,95.8434143
536080.01,2269661.01,94.6379318
536080.01,2269761.01,94.3060608
536080.01,2269861.01,94.3240929
536080.01,2269961.01,95.5172272
536080.01,2270061.01,96.585125
536080.01,2270161.01,97.4238205
536080.01,2270261.01,100.106487
536080.01,2270361.01,103.942177
536080.01,2270461.01,106.453426
536080.01,2270561.01,108.625175
536080.01,2270661.01,109.724262
536080.01,2270761.01,110.524559
536080.01,2270861.01,111.080276
536080.01,2270961.01,112.938068
536080.01,2271061.01,114.330284
536080.01,2271161.01,118.486139
536080.01,2271261.01,126.682484
536080.01,2271361.01,131.67474
536080.01,2271461.01,132.719543
536080.01,2271561.01,124.213947
536080.01,2271661.01,129.406799
536080.01,2271761.01,130.382782
536080.01,2271861.01,128.230114
536080.01,2271961.01,129.441662
536080.01,2272061.01,129.958893
536080.01,2272161.01,131.92363
536080.01,2272261.01,135.3564
536080.01,2272361.01,136.657303
536080.01,2272461.01,-9999
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,83.3914948
536180.01,2261561.01,83.0720787
536180.01,2261661.01,80.9398956
536180.01,2261761.01,77.8928871
536180.01,2261861.01,77.337719
536180.01,2261961.01,74.4402199
536180.01,2262061.01,71.1371193
536180.01,2262161.01,69.7075157
536180.01,2262261.01,68.1651611
536180.01,2262361.01,66.6855621
536180.01,2262461.01,66.4395866
536180.01,2262561.01,65.5220032
536180.01,2262661.01,62.4878359
536180.01,2262761.01,61.9673519
536180.01,2262861.01,61.0309353
536180.01,2262961.01,58.5314865
536180.01,2263061.01,56.4974575
536180.01,2263161.01,56.014822
536180.01,2263261.01,55.7334518
536180.01,2263361.01,56.2147694
536180.01,2263461.01,55.9648647
536180.01,2263561.01,54.6991062
536180.01,2263661.01,54.2853584
536180.01,2263761.01,52.5717974
536180.01,2263861.01,51.7422104
536180.01,2263961.01,50.3479128
536180.01,2264061.01,46.8266869
536180.01,2264161.01,42.7203732
536180.01,2264261.01,41.1386108
536180.01,2264361.01,40.335741
536180.01,2264461.01,36.8972607
536180.01,2264561.01,34.7547264
536180.01,2264661.01,34.6272907
536180.01,2264761.01,36.1004105
536180.01,2264861.01,34.9392757
536180.01,2264961.01,32.8458138
536180.01,2265061.01,34.8585482
536180.01,2265161.01,34.8967896
536180.01,2265261.01,22.2733059
536180.01,2265361.01,18.9591007
536180.01,2265461.01,23.542263
536180.01,2265561.01,28.3258648
536180.01,2265661.01,28.4563532
536180.01,2265761.01,24.0898199
536180.01,2265861.01,24.7825017
536180.01,2265961.01,27.402401
536180.01,2266061.01,28.4538746
536180.01,2266161.01,23.8472042
536180.01,2266261.01,22.3319683
536180.01,2266361.01,24.6870708
536180.01,2266461.01,27.9000845
536180.01,2266561.01,31.356761
536180.01,2266661.01,32.3639984
536180.01,2266761.01,34.3771954
536180.01,2266861.01,36.3132439
536180.01,2266961.01,37.6980877
536180.01,2267061.01,40.6025486
536180.01,2267161.01,43.4724054
536180.01,2267261.01,44.7619896
536180.01,2267361.01,41.1611977
536180.01,2267461.01,39.4486656
536180.01,2267561.01,40.738018
536180.01,2267661.01,46.61236
536180.01,2267761.01,52.4211407
536180.01,2267861.01,55.0031586
536180.01,2267961.01,61.1150131
536180.01,2268061.01,68.510582
536180.01,2268161.01,75.7455521
536180.01,2268261.01,79.6850777
536180.01,2268361.01,83.5773125
536180.01,2268461.01,86.9066448
536180.01,2268561.01,88.2554855
536180.01,2268661.01,92.6906586
536180.01,2268761.01,95.26091
536180.01,2268861.01,97.1658707
536180.01,2268961.01,98.3012218
536180.01,2269061.01,97.9738998
536180.01,2269161.01,97.3597298
536180.01,2269261.01,97.6966476
536180.01,2269361.01,96.7909088
536180.01,2269461.01,92.5886841
536180.01,2269561.01,89.3679333
536180.01,2269661.01,90.2974586
536180.01,2269761.01,91.684536
536180.01,2269861.01,92.4996948
536180.01,2269961.01,93.355545
536180.01,2270061.01,95.0775986
536180.01,2270161.01,96.771328
536180.01,2270261.01,101.318546
536180.01,2270361.01,105.400654
536180.01,2270461.01,106.442085
536180.01,2270561.01,108.007622
536180.01,2270661.01,111.199604
536180.01,2270761.01,111.703453
536180.01,2270861.01,110.729113
536180.01,2270961.01,112.247795
536180.01,2271061.01,114.000027
536180.01,2271161.01,118.594398
536180.01,2271261.01,127.638565
536180.01,2271361.01,130.402794
536180.01,2271461.01,135.488617
536180.01,2271561.01,132.838039
536180.01,2271661.01,132.338722
536180.01,2271761.01,134.906929
536180.01,2271861.01,134.415451
536180.01,2271961.01,133.089111
536180.01,2272061.01,133.834572
536180.01,2272161.01,133.01112
536180.01,2272261.01,135.071404
536180.01,2272361.01,136.355461
536180.01,2272461.01,139.280365
536180.01,2272561.01,140.987106
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,84.9315491
536280.01,2261661.01,86.5245132
536280.01,2261761.01,85.0045338
536280.01,2261861.01,83.8726578
536280.01,2261961.01,77.543335
536280.01,2262061.01,72.7484665
536280.01,2262161.01,70.4656582
536280.01,2262261.01,68.6563454
536280.01,2262361.01,67.3020191
536280.01,2262461.01,67.6136475
536280.01,2262561.01,66.7634468
536280.01,2262661.01,61.8174438
536280.01,2262761.01,60.6979237
536280.01,2262861.01,59.3387957
536280.01,2262961.01,56.7641392
536280.01,2263061.01,56.4169836
536280.01,2263161.01,57.1496086
536280.01,2263261.01,57.3227711
536280.01,2263361.01,57.9984627
536280.01,2263461.01,57.6927328
536280.01,2263561.01,54.9863644
536280.01,2263661.01,51.9196758
536280.01,2263761.01,50.5352745
536280.01,2263861.01,49.8176727
536280.01,2263961.01,46.0206356
536280.01,2264061.01,43.5325069
536280.01,2264161.01,41.5810385
536280.01,2264261.01,39.2218094
536280.01,2264361.01,38.3482246
536280.01,2264461.01,35.7447205
536280.01,2264561.01,34.1419735
536280.01,2264661.01,35.2693138
536280.01,2264761.01,35.5713329
536280.01,2264861.01,35.3067455
536280.01,2264961.01,33.497366
536280.01,2265061.01,33.3076744
536280.01,2265161.01,32.7074566
536280.01,2265261.01,24.4272795
536280.01,2265361.01,23.1294641
536280.01,2265461.01,25.1725864
536280.01,2265561.01,29.3603439
536280.01,2265661.01,31.4099159
536280.01,2265761.01,30.2306442
536280.01,2265861.01,27.2873516
536280.01,2265961.01,27.5016832
536280.01,2266061.01,28.9907365
536280.01,2266161.01,25.5715599
536280.01,2266261.01,23.3044004
536280.01,2266361.01,25.2840252
536280.01,2266461.01,28.9934578
536280.01,2266561.01,30.0329924
536280.01,2266661.01,32.5291538
536280.01,2266761.01,36.675827
536280.01,2266861.01,37.0689087
536280.01,2266961.01,37.6222572
536280.01,2267061.01,40.1113853
536280.01,2267161.01,41.2970448
536280.01,2267261.01,41.7633228
536280.01,2267361.01,41.1179667
536280.01,2267461.01,40.1111927
536280.01,2267561.01,40.5734482
536280.01,2267661.01,44.890625
536280.01,2267761.01,51.7637711
536280.01,2267861.01,55.5368614
536280.01,2267961.01,61.8297234
536280.01,2268061.01,68.3470497
536280.01,2268161.01,72.542366
536280.01,2268261.01,79.2662849
536280.01,2268361.01,83.4206619
536280.01,2268461.01,85.9760933
536280.01,2268561.01,88.7703514
536280.01,2268661.01,93.3174343
536280.01,2268761.01,96.0205956
536280.01,2268861.01,97.6187935
536280.01,2268961.01,98.6750259
536280.01,2269061.01,97.6525726
536280.01,2269161.01,93.7594643
536280.01,2269261.01,90.1929359
536280.01,2269361.01,87.1007004
536280.01,2269461.01,84.6703949
536280.01,2269561.01,83.7522011
536280.01,2269661.01,85.9142456
536280.01,2269761.01,86.8519192
536280.01,2269861.01,89.6972923
536280.01,2269961.01,92.022995
536280.01,2270061.01,93.5009308
536280.01,2270161.01,96.4774361
536280.01,2270261.01,101.151077
536280.01,2270361.01,106.667458
536280.01,2270461.01,108.327106
536280.01,2270561.01,107.198463
536280.01,2270661.01,111.202805
536280.01,2270761.01,111.35099
536280.01,2270861.01,108.537094
536280.01,2270961.01,111.502388
536280.01,2271061.01,114.722496
536280.01,2271161.01,120.823936
536280.01,2271261.01,127.771471
536280.01,2271361.01,130.727509
536280.01,2271461.01,134.895714
536280.01,2271561.01,137.021973
536280.01,2271661.01,137.828003
536280.01,2271761.01,137.141045
536280.01,2271861.01,136.439507
536280.01,2271961.01,135.900955
536280.01,2272061.01,135.692154
536280.01,2272161.01,134.801521
536280.01,2272261.01,135.555374
536280.01,2272361.01,137.803379
536280.01,2272461.01,140.376762
536280.01,2272561.01,141.488853
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,87.8558578
536380.01,2261661.01,92.124691
536380.01,2261761.01,96.3754578
536380.01,2261861.01,91.206543
536380.01,2261961.01,80.3645077
536380.01,2262061.01,73.5026436
536380.01,2262161.01,71.4041367
536380.01,2262261.01,69.8698196
536380.01,2262361.01,69.9623642
536380.01,2262461.01,69.691494
536380.01,2262561.01,66.0839634
536380.01,2262661.01,62.6786842
536380.01,2262761.01,61.75313
536380.01,2262861.01,59.0812073
536380.01,2262961.01,56.7421284
536380.01,2263061.01,56.7378473
536380.01,2263161.01,56.9243717
536380.01,2263261.01,57.1760235
536380.01,2263361.01,56.7676067
536380.01,2263461.01,56.0983868
536380.01,2263561.01,54.1040611
536380.01,2263661.01,51.0048866
536380.01,2263761.01,51.4126205
536380.01,2263861.01,49.6255217
536380.01,2263961.01,45.5396404
536380.01,2264061.01,43.5611305
536380.01,2264161.01,41.5921936
536380.01,2264261.01,40.6456184
536380.01,2264361.01,42.5261669
536380.01,2264461.01,41.2819443
536380.01,2264561.01,38.1932507
536380.01,2264661.01,37.1574783
536380.01,2264761.01,35.9953041
536380.01,2264861.01,34.3953972
536380.01,2264961.01,32.1474242
536380.01,2265061.01,30.3764725
536380.01,2265161.01,29.8585415
536380.01,2265261.01,27.3976517
536380.01,2265361.01,25.1428518
536380.01,2265461.01,23.8693104
536380.01,2265561.01,28.9674273
536380.01,2265661.01,32.9736996
536380.01,2265761.01,33.8328171
536380.01,2265861.01,28.062758
536380.01,2265961.01,26.9061165
536380.01,2266061.01,29.2297487
536380.01,2266161.01,29.3499279
536380.01,2266261.01,27.5749297
536380.01,2266361.01,25.7525225
536380.01,2266461.01,26.4004726
536380.01,2266561.01,26.8321877
536380.01,2266661.01,32.2538738
536380.01,2266761.01,35.3905449
536380.01,2266861.01,37.4309092
536380.01,2266961.01,37.291564
536380.01,2267061.01,38.7213917
536380.01,2267161.01,40.2928209
536380.01,2267261.01,40.65308
536380.01,2267361.01,39.5137234
536380.01,2267461.01,37.0729675
536380.01,2267561.01,39.3898153
536380.01,2267661.01,45.3217239
536380.01,2267761.01,50.8520098
536380.01,2267861.01,54.4160423
536380.01,2267961.01,60.4767017
536380.01,2268061.01,66.8603516
536380.01,2268161.01,71.6368542
536380.01,2268261.01,80.8353806
536380.01,2268361.01,85.3058052
536380.01,2268461.01,87.4998131
536380.01,2268561.01,90.139595
536380.01,2268661.01,93.966465
536380.01,2268761.01,96.4837112
536380.01,2268861.01,96.9771233
536380.01,2268961.01,97.6091461
536380.01,2269061.01,94.8550873
536380.01,2269161.01,88.9449234
536380.01,2269261.01,85.2109222
536380.01,2269361.01,84.2377014
536380.01,2269461.01,81.1831856
536380.01,2269561.01,82.0355663
536380.01,2269661.01,84.4016418
536380.01,2269761.01,85.8635826
536380.01,2269861.01,88.3351288
536380.01,2269961.01,91.6284637
536380.01,2270061.01,94.9640541
536380.01,2270161.01,99.5728626
536380.01,2270261.01,103.756428
536380.01,2270361.01,107.073647
536380.01,2270461.01,111.477943
536380.01,2270561.01,111.329292
536380.01,2270661.01,112.065773
536380.01,2270761.01,107.122116
536380.01,2270861.01,101.973366
536380.01,2270961.01,110.06929
536380.01,2271061.01,116.578278
536380.01,2271161.01,124.891403
536380.01,2271261.01,130.091721
536380.01,2271361.01,133.170776
536380.01,2271461.01,136.687145
536380.01,2271561.01,138.635605
536380.01,2271661.01,139.543968
536380.01,2271761.01,139.038712
536380.01,2271861.01,136.898857
536380.01,2271961.01,136.382683
536380.01,2272061.01,135.790298
536380.01,2272161.01,135.005417
536380.01,2272261.01,135.382629
536380.01,2272361.01,138.557907
536380.01,2272461.01,141.166916
536380.01,2272561.01,142.614952
536380.01,2272661.01,143.656265
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,101.605465
536480.01,2261761.01,101.795815
536480.01,2261861.01,92.3869476
536480.01,2261961.01,82.5738525
536480.01,2262061.01,75.8567085
536480.01,2262161.01,73.8653183
536480.01,2262261.01,72.6013832
536480.01,2262361.01,71.0307846
536480.01,2262461.01,69.3422928
536480.01,2262561.01,65.9192429
536480.01,2262661.01,62.9939766
536480.01,2262761.01,62.1090212
536480.01,2262861.01,60.0271282
536480.01,2262961.01,57.4091015
536480.01,2263061.01,56.3500214
536480.01,2263161.01,55.7755089
536480.01,2263261.01,55.4512939
536480.01,2263361.01,54.3746471
536480.01,2263461.01,55.1200027
536480.01,2263561.01,56.1022377
536480.01,2263661.01,55.8863888
536480.01,2263761.01,55.2443314
536480.01,2263861.01,50.1278973
536480.01,2263961.01,46.7566376
536480.01,2264061.01,46.4633045
536480.01,2264161.01,44.7786007
536480.01,2264261.01,43.8226299
536480.01,2264361.01,44.5603828
536480.01,2264461.01,43.6165466
536480.01,2264561.01,40.6413422
536480.01,2264661.01,38.6856117
536480.01,2264761.01,37.4168825
536480.01,2264861.01,35.791975
536480.01,2264961.01,33.5631504
536480.01,2265061.01,31.3589439
536480.01,2265161.01,30.5746508
536480.01,2265261.01,29.1894922
536480.01,2265361.01,24.0453434
536480.01,2265461.01,23.3517532
536480.01,2265561.01,28.6435328
536480.01,2265661.01,31.7363281
536480.01,2265761.01,34.7038593
536480.01,2265861.01,31.038311
536480.01,2265961.01,28.6375108
536480.01,2266061.01,29.4207463
536480.01,2266161.01,32.3139915
536480.01,2266261.01,30.7705708
536480.01,2266361.01,25.4836369
536480.01,2266461.01,25.8815136
536480.01,2266561.01,27.8218184
536480.01,2266661.01,33.3589125
536480.01,2266761.01,37.0091839
536480.01,2266861.01,37.7859116
536480.01,2266961.01,38.4738121
536480.01,2267061.01,40.3018246
536480.01,2267161.01,40.9433403
536480.01,2267261.01,40.52672
536480.01,2267361.01,41.7352571
536480.01,2267461.01,39.3227329
536480.01,2267561.01,43.9126091
536480.01,2267661.01,47.755806
536480.01,2267761.01,52.0494862
536480.01,2267861.01,56.1007881
536480.01,2267961.01,62.6751966
536480.01,2268061.01,69.7557831
536480.01,2268161.01,76.065155
536480.01,2268261.01,82.571579
536480.01,2268361.01,86.7470741
536480.01,2268461.01,88.215374
536480.01,2268561.01,90.29562
536480.01,2268661.01,91.8435841
536480.01,2268761.01,91.2457047
536480.01,2268861.01,90.1575165
536480.01,2268961.01,87.5437927
536480.01,2269061.01,82.6251125
536480.01,2269161.01,80.0753708
536480.01,2269261.01,79.0289822
536480.01,2269361.01,80.2716713
536480.01,2269461.01,79.5966377
536480.01,2269561.01,80.4532394
536480.01,2269661.01,83.3833427
536480.01,2269761.01,84.9398232
536480.01,2269861.01,87.6961174
536480.01,2269961.01,92.4622612
536480.01,2270061.01,95.990921
536480.01,2270161.01,101.911003
536480.01,2270261.01,107.304161
536480.01,2270361.01,112.246567
536480.01,2270461.01,118.845638
536480.01,2270561.01,122.435123
536480.01,2270661.01,117.795525
536480.01,2270761.01,102.210522
536480.01,2270861.01,96.7338028
536480.01,2270961.01,100.310995
536480.01,2271061.01,112.735317
536480.01,2271161.01,122.818636
536480.01,2271261.01,129.810791
536480.01,2271361.01,131.197571
536480.01,2271461.01,132.595139
536480.01,2271561.01,133.407608
536480.01,2271661.01,130.314373
536480.01,2271761.01,131.20488
536480.01,2271861.01,133.012783
536480.01,2271961.01,133.671829
536480.01,2272061.01,136.02356
536480.01,2272161.01,135.243332
536480.01,2272261.01,135.236515
536480.01,2272361.01,138.062782
536480.01,2272461.01,141.79039
536480.01,2272561.01,142.886391
536480.01,2272661.01,144.172424
536480.01,2272761.01,144.47226
536480.01,2272861.01,-9999
