"X","Y","H04_Cenom (TWT)"
531580.01,2265961.01,63.134779
531580.01,2266061.01,68.8567276
531580.01,2266161.01,70.5639229
531580.01,2266261.01,75.8720245
531580.01,2266361.01,79.5305252
531580.01,2266461.01,81.0883102
531580.01,2266561.01,82.7538948
531580.01,2266661.01,84.8779526
531580.01,2266761.01,87.359436
531580.01,2266861.01,88.3073158
531580.01,2266961.01,91.2018661
531580.01,2267061.01,94.3303127
531580.01,2267161.01,95.2255402
531580.01,2267261.01,96.8038597
531580.01,2267361.01,96.6377716
531580.01,2267461.01,95.5049953
531580.01,2267561.01,93.2688103
531580.01,2267661.01,91.3291817
531580.01,2267761.01,91.8437576
531580.01,2267861.01,92.9198532
531580.01,2267961.01,92.4403915
531580.01,2268061.01,90.083744
531580.01,2268161.01,-9999
531580.01,2268261.01,-9999
531680.01,2262561.01,94.5335236
531680.01,2262661.01,93.107687
531680.01,2262761.01,90.0366364
531680.01,2262861.01,89.6528301
531680.01,2262961.01,90.3655243
531680.01,2263061.01,91.5440559
531680.01,2263161.01,90.8439407
531680.01,2263261.01,90.462101
531680.01,2263361.01,90.6365204
531680.01,2263461.01,90.1887131
531680.01,2263561.01,87.7678299
531680.01,2263661.01,86.578064
531680.01,2263761.01,84.2522964
531680.01,2263861.01,80.6332397
531680.01,2263961.01,80.2972145
531680.01,2264061.01,78.7196159
531680.01,2264161.01,70.7453308
531680.01,2264261.01,67.3253708
531680.01,2264361.01,59.87743
531680.01,2264461.01,55.4788399
531680.01,2264561.01,55.6094265
531680.01,2264661.01,53.1461105
531680.01,2264761.01,52.4890442
531680.01,2264861.01,51.9301529
531680.01,2264961.01,51.1060791
531680.01,2265061.01,52.0020332
531680.01,2265161.01,51.2843952
531680.01,2265261.01,49.4048109
531680.01,2265361.01,49.9831581
531680.01,2265461.01,50.4435921
531680.01,2265561.01,50.4401627
531680.01,2265661.01,52.8563576
531680.01,2265761.01,54.7348213
531680.01,2265861.01,55.4983788
531680.01,2265961.01,60.4932728
531680.01,2266061.01,65.0171013
531680.01,2266161.01,66.9886589
531680.01,2266261.01,72.3495331
531680.01,2266361.01,78.0555649
531680.01,2266461.01,79.8301048
531680.01,2266561.01,82.1787224
531680.01,2266661.01,84.0330582
531680.01,2266761.01,84.9506683
531680.01,2266861.01,87.014473
531680.01,2266961.01,90.0434456
531680.01,2267061.01,92.0464363
531680.01,2267161.01,94.6285858
531680.01,2267261.01,95.6772614
531680.01,2267361.01,95.2798729
531680.01,2267461.01,93.8876572
531680.01,2267561.01,92.0289764
531680.01,2267661.01,90.7700119
531680.01,2267761.01,91.8515091
531680.01,2267861.01,92.7411575
531680.01,2267961.01,91.447876
531680.01,2268061.01,89.2609329
531680.01,2268161.01,86.9986038
531680.01,2268261.01,-9999
531780.01,2262461.01,96.6155968
531780.01,2262561.01,95.6777229
531780.01,2262661.01,94.9881439
531780.01,2262761.01,92.5219727
531780.01,2262861.01,90.9982071
531780.01,2262961.01,91.039959
531780.01,2263061.01,91.6230507
531780.01,2263161.01,91.6644173
531780.01,2263261.01,90.8767929
531780.01,2263361.01,91.0238876
531780.01,2263461.01,91.0876198
531780.01,2263561.01,90.3650475
531780.01,2263661.01,89.5302849
531780.01,2263761.01,86.4936275
531780.01,2263861.01,85.156189
531780.01,2263961.01,82.8164482
531780.01,2264061.01,80.2369003
531780.01,2264161.01,75.4414024
531780.01,2264261.01,73.3901062
531780.01,2264361.01,69.3858681
531780.01,2264461.01,63.5681248
531780.01,2264561.01,61.9089737
531780.01,2264661.01,57.3878517
531780.01,2264761.01,54.4533539
531780.01,2264861.01,54.1923828
531780.01,2264961.01,53.5767918
531780.01,2265061.01,52.0133247
531780.01,2265161.01,50.364048
531780.01,2265261.01,47.858139
531780.01,2265361.01,48.035511
531780.01,2265461.01,48.6996527
531780.01,2265561.01,49.9628181
531780.01,2265661.01,51.0598412
531780.01,2265761.01,51.5485325
531780.01,2265861.01,53.5186157
531780.01,2265961.01,58.6173172
531780.01,2266061.01,62.3870773
531780.01,2266161.01,64.6529884
531780.01,2266261.01,68.8061943
531780.01,2266361.01,75.2965164
531780.01,2266461.01,77.9907684
531780.01,2266561.01,81.9121399
531780.01,2266661.01,84.2320862
531780.01,2266761.01,85.5539017
531780.01,2266861.01,88.4805107
531780.01,2266961.01,90.2603531
531780.01,2267061.01,91.328186
531780.01,2267161.01,94.5908737
531780.01,2267261.01,95.0488205
531780.01,2267361.01,94.7868824
531780.01,2267461.01,93.3763504
531780.01,2267561.01,92.2903175
531780.01,2267661.01,92.3593884
531780.01,2267761.01,92.0916595
531780.01,2267861.01,91.7756958
531780.01,2267961.01,90.1350784
531780.01,2268061.01,88.3046551
531780.01,2268161.01,85.5309486
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,97.8915138
531880.01,2262461.01,96.2574387
531880.01,2262561.01,96.1736622
531880.01,2262661.01,96.4859352
531880.01,2262761.01,94.8085194
531880.01,2262861.01,93.1206188
531880.01,2262961.01,92.5064316
531880.01,2263061.01,92.3790779
531880.01,2263161.01,91.8540497
531880.01,2263261.01,91.4093914
531880.01,2263361.01,91.1126518
531880.01,2263461.01,91.1271839
531880.01,2263561.01,90.588768
531880.01,2263661.01,89.5622215
531880.01,2263761.01,86.4442139
531880.01,2263861.01,84.6229038
531880.01,2263961.01,82.1290474
531880.01,2264061.01,77.7429199
531880.01,2264161.01,76.2244682
531880.01,2264261.01,73.384903
531880.01,2264361.01,71.9499702
531880.01,2264461.01,69.6375198
531880.01,2264561.01,67.4779625
531880.01,2264661.01,65.3594856
531880.01,2264761.01,63.2694311
531880.01,2264861.01,61.1531487
531880.01,2264961.01,56.6378193
531880.01,2265061.01,52.5420265
531880.01,2265161.01,50.5350027
531880.01,2265261.01,48.1832027
531880.01,2265361.01,48.0092297
531880.01,2265461.01,49.3268681
531880.01,2265561.01,51.0563812
531880.01,2265661.01,51.6710873
531880.01,2265761.01,52.3813419
531880.01,2265861.01,53.6011467
531880.01,2265961.01,57.5319099
531880.01,2266061.01,59.1545143
531880.01,2266161.01,61.751133
531880.01,2266261.01,65.3330803
531880.01,2266361.01,71.0658951
531880.01,2266461.01,74.1212006
531880.01,2266561.01,79.5683746
531880.01,2266661.01,84.1709366
531880.01,2266761.01,85.8599815
531880.01,2266861.01,87.8517838
531880.01,2266961.01,89.2174492
531880.01,2267061.01,90.0644798
531880.01,2267161.01,92.2077732
531880.01,2267261.01,92.8307571
531880.01,2267361.01,92.4594574
531880.01,2267461.01,92.9977341
531880.01,2267561.01,92.3183289
531880.01,2267661.01,91.7973671
531880.01,2267761.01,91.573349
531880.01,2267861.01,91.3411217
531880.01,2267961.01,90.7879639
531880.01,2268061.01,88.3675003
531880.01,2268161.01,85.4296341
531880.01,2268261.01,85.0642502
531880.01,2268361.01,-9999
531980.01,2262361.01,100.856949
531980.01,2262461.01,97.7338943
531980.01,2262561.01,97.0029602
531980.01,2262661.01,96.966507
531980.01,2262761.01,96.579052
531980.01,2262861.01,95.7392006
531980.01,2262961.01,93.3234444
531980.01,2263061.01,93.015049
531980.01,2263161.01,92.4979038
531980.01,2263261.01,92.2146721
531980.01,2263361.01,91.7614746
531980.01,2263461.01,90.0287666
531980.01,2263561.01,87.8377075
531980.01,2263661.01,85.1203194
531980.01,2263761.01,81.5625992
531980.01,2263861.01,79.6757164
531980.01,2263961.01,78.0754013
531980.01,2264061.01,76.7709312
531980.01,2264161.01,75.4352303
531980.01,2264261.01,73.2192955
531980.01,2264361.01,71.7554245
531980.01,2264461.01,70.5794373
531980.01,2264561.01,66.4515572
531980.01,2264661.01,64.8379364
531980.01,2264761.01,63.8439646
531980.01,2264861.01,61.1863422
531980.01,2264961.01,57.4089155
531980.01,2265061.01,52.7893505
531980.01,2265161.01,51.3060207
531980.01,2265261.01,49.9240227
531980.01,2265361.01,49.182642
531980.01,2265461.01,49.6935806
531980.01,2265561.01,51.6487589
531980.01,2265661.01,52.349329
531980.01,2265761.01,53.6319389
531980.01,2265861.01,54.0600395
531980.01,2265961.01,55.17173
531980.01,2266061.01,55.9983015
531980.01,2266161.01,59.5431805
531980.01,2266261.01,63.6938829
531980.01,2266361.01,65.6924133
531980.01,2266461.01,69.6377831
531980.01,2266561.01,73.7228317
531980.01,2266661.01,80.9876518
531980.01,2266761.01,84.3399315
531980.01,2266861.01,87.9440079
531980.01,2266961.01,88.2058296
531980.01,2267061.01,89.4942398
531980.01,2267161.01,90.133091
531980.01,2267261.01,90.7348251
531980.01,2267361.01,90.9460869
531980.01,2267461.01,92.0155678
531980.01,2267561.01,92.0650234
531980.01,2267661.01,91.2974167
531980.01,2267761.01,91.4982147
531980.01,2267861.01,91.6307907
531980.01,2267961.01,90.3714142
531980.01,2268061.01,88.754425
531980.01,2268161.01,86.2406254
531980.01,2268261.01,86.0398865
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,103.299122
532080.01,2262361.01,101.736103
532080.01,2262461.01,99.0624161
532080.01,2262561.01,98.4011879
532080.01,2262661.01,97.0409737
532080.01,2262761.01,96.3435822
532080.01,2262861.01,95.9596024
532080.01,2262961.01,94.2398491
532080.01,2263061.01,93.6250763
532080.01,2263161.01,94.0243359
532080.01,2263261.01,92.7297363
532080.01,2263361.01,91.3484707
532080.01,2263461.01,90.2140808
532080.01,2263561.01,88.7643471
532080.01,2263661.01,86.3275795
532080.01,2263761.01,82.1297455
532080.01,2263861.01,80.1496601
532080.01,2263961.01,78.0382919
532080.01,2264061.01,75.9114876
532080.01,2264161.01,74.5096283
532080.01,2264261.01,72.9415627
532080.01,2264361.01,72.1181488
532080.01,2264461.01,70.5236568
532080.01,2264561.01,66.7494164
532080.01,2264661.01,64.7409782
532080.01,2264761.01,63.5693893
532080.01,2264861.01,60.5779057
532080.01,2264961.01,56.3876247
532080.01,2265061.01,55.4026642
532080.01,2265161.01,53.9655981
532080.01,2265261.01,51.0614624
532080.01,2265361.01,50.1448374
532080.01,2265461.01,50.9478149
532080.01,2265561.01,52.6399021
532080.01,2265661.01,53.4915657
532080.01,2265761.01,53.8805771
532080.01,2265861.01,53.8350658
532080.01,2265961.01,53.4126272
532080.01,2266061.01,54.8398056
532080.01,2266161.01,58.7391701
532080.01,2266261.01,64.1811333
532080.01,2266361.01,65.6502571
532080.01,2266461.01,68.9579563
532080.01,2266561.01,71.4777565
532080.01,2266661.01,72.9734192
532080.01,2266761.01,81.0317688
532080.01,2266861.01,88.0957451
532080.01,2266961.01,89.4556198
532080.01,2267061.01,90.5707455
532080.01,2267161.01,91.2848091
532080.01,2267261.01,90.650629
532080.01,2267361.01,90.8879395
532080.01,2267461.01,91.0528526
532080.01,2267561.01,91.3323517
532080.01,2267661.01,90.8871002
532080.01,2267761.01,91.0767403
532080.01,2267861.01,90.0687218
532080.01,2267961.01,88.4754105
532080.01,2268061.01,88.2137222
532080.01,2268161.01,86.7911911
532080.01,2268261.01,86.4271507
532080.01,2268361.01,86.2542572
532080.01,2268461.01,-9999
532180.01,2262161.01,104.076012
532180.01,2262261.01,103.580746
532180.01,2262361.01,102.258713
532180.01,2262461.01,100.382301
532180.01,2262561.01,99.6774292
532180.01,2262661.01,97.5158234
532180.01,2262761.01,96.5331497
532180.01,2262861.01,95.5834045
532180.01,2262961.01,94.7888069
532180.01,2263061.01,93.5262222
532180.01,2263161.01,92.4457817
532180.01,2263261.01,92.0575867
532180.01,2263361.01,91.6264076
532180.01,2263461.01,91.2435684
532180.01,2263561.01,90.4553833
532180.01,2263661.01,88.772541
532180.01,2263761.01,86.9555969
532180.01,2263861.01,82.2997589
532180.01,2263961.01,79.3984642
532180.01,2264061.01,76.4406853
532180.01,2264161.01,75.2850304
532180.01,2264261.01,73.935606
532180.01,2264361.01,72.2107697
532180.01,2264461.01,69.9031181
532180.01,2264561.01,66.0220261
532180.01,2264661.01,63.3049431
532180.01,2264761.01,61.452795
532180.01,2264861.01,58.5184813
532180.01,2264961.01,56.7000771
532180.01,2265061.01,56.7613697
532180.01,2265161.01,56.0600662
532180.01,2265261.01,52.6133728
532180.01,2265361.01,55.0130758
532180.01,2265461.01,55.4059334
532180.01,2265561.01,56.3083773
532180.01,2265661.01,56.8616791
532180.01,2265761.01,57.4366684
532180.01,2265861.01,56.1127701
532180.01,2265961.01,56.3195915
532180.01,2266061.01,58.3470154
532180.01,2266161.01,60.1323538
532180.01,2266261.01,63.3783913
532180.01,2266361.01,64.5018959
532180.01,2266461.01,67.9720612
532180.01,2266561.01,70.4967194
532180.01,2266661.01,71.3130341
532180.01,2266761.01,76.264576
532180.01,2266861.01,84.0131721
532180.01,2266961.01,87.7351227
532180.01,2267061.01,93.5702248
532180.01,2267161.01,94.9299698
532180.01,2267261.01,94.475462
532180.01,2267361.01,92.3305359
532180.01,2267461.01,91.5623188
532180.01,2267561.01,90.7413368
532180.01,2267661.01,90.8041267
532180.01,2267761.01,90.4795303
532180.01,2267861.01,89.7938461
532180.01,2267961.01,88.1747952
532180.01,2268061.01,88.27388
532180.01,2268161.01,86.9865055
532180.01,2268261.01,86.102272
532180.01,2268361.01,84.66185
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,104.493231
532280.01,2262161.01,104.391739
532280.01,2262261.01,104.383022
532280.01,2262361.01,103.743279
532280.01,2262461.01,102.04171
532280.01,2262561.01,101.556053
532280.01,2262661.01,98.961565
532280.01,2262761.01,96.4502449
532280.01,2262861.01,95.3004646
532280.01,2262961.01,94.8521576
532280.01,2263061.01,93.07267
532280.01,2263161.01,90.4278812
532280.01,2263261.01,90.1561737
532280.01,2263361.01,90.1190319
532280.01,2263461.01,89.7403564
532280.01,2263561.01,89.3929558
532280.01,2263661.01,87.7255936
532280.01,2263761.01,84.9623413
532280.01,2263861.01,82.3081245
532280.01,2263961.01,79.3433208
532280.01,2264061.01,76.5669098
532280.01,2264161.01,73.3409386
532280.01,2264261.01,71.4459076
532280.01,2264361.01,70.4495888
532280.01,2264461.01,62.5359011
532280.01,2264561.01,60.6241474
532280.01,2264661.01,59.4615211
532280.01,2264761.01,58.1328888
532280.01,2264861.01,56.6842785
532280.01,2264961.01,55.8159485
532280.01,2265061.01,56.0677252
532280.01,2265161.01,57.390131
532280.01,2265261.01,57.0827026
532280.01,2265361.01,58.3538857
532280.01,2265461.01,58.9339886
532280.01,2265561.01,59.263073
532280.01,2265661.01,60.165019
532280.01,2265761.01,61.0669622
532280.01,2265861.01,59.2404976
532280.01,2265961.01,58.5831966
532280.01,2266061.01,58.9356995
532280.01,2266161.01,60.1543102
532280.01,2266261.01,61.1042938
532280.01,2266361.01,62.4573517
532280.01,2266461.01,66.4628601
532280.01,2266561.01,69.1829052
532280.01,2266661.01,69.794075
532280.01,2266761.01,72.9814072
532280.01,2266861.01,79.1736145
532280.01,2266961.01,83.4577179
532280.01,2267061.01,92.0321655
532280.01,2267161.01,95.5506668
532280.01,2267261.01,96.1484489
532280.01,2267361.01,94.3831406
532280.01,2267461.01,94.4427071
532280.01,2267561.01,93.8129654
532280.01,2267661.01,92.1517086
532280.01,2267761.01,90.8315353
532280.01,2267861.01,88.5595608
532280.01,2267961.01,87.5455704
532280.01,2268061.01,87.1157608
532280.01,2268161.01,86.5795364
532280.01,2268261.01,86.0546436
532280.01,2268361.01,84.7935085
532280.01,2268461.01,84.6098022
532280.01,2268561.01,-9999
532380.01,2262061.01,105.412193
532380.01,2262161.01,105.460621
532380.01,2262261.01,106.098726
532380.01,2262361.01,105.45118
532380.01,2262461.01,104.805618
532380.01,2262561.01,102.673203
532380.01,2262661.01,98.9909439
532380.01,2262761.01,97.2580261
532380.01,2262861.01,95.4579906
532380.01,2262961.01,94.9122543
532380.01,2263061.01,92.9982643
532380.01,2263161.01,90.7343826
532380.01,2263261.01,89.0322609
532380.01,2263361.01,88.7142029
532380.01,2263461.01,87.963625
532380.01,2263561.01,85.9027023
532380.01,2263661.01,83.9883881
532380.01,2263761.01,81.3692284
532380.01,2263861.01,77.3195953
532380.01,2263961.01,74.4455261
532380.01,2264061.01,71.2686386
532380.01,2264161.01,66.4867172
532380.01,2264261.01,61.733654
532380.01,2264361.01,58.7095966
532380.01,2264461.01,56.7256584
532380.01,2264561.01,55.7691898
532380.01,2264661.01,55.3089333
532380.01,2264761.01,54.5090742
532380.01,2264861.01,52.9784212
532380.01,2264961.01,52.7039566
532380.01,2265061.01,53.3154297
532380.01,2265161.01,56.5801239
532380.01,2265261.01,58.6446018
532380.01,2265361.01,59.8645592
532380.01,2265461.01,61.8304567
532380.01,2265561.01,62.4092674
532380.01,2265661.01,62.4654522
532380.01,2265761.01,60.8567085
532380.01,2265861.01,59.4573097
532380.01,2265961.01,58.5273705
532380.01,2266061.01,57.69804
532380.01,2266161.01,59.4063148
532380.01,2266261.01,60.7042122
532380.01,2266361.01,62.4087677
532380.01,2266461.01,64.8592224
532380.01,2266561.01,68.142952
532380.01,2266661.01,68.553196
532380.01,2266761.01,71.3478146
532380.01,2266861.01,75.773777
532380.01,2266961.01,79.5828552
532380.01,2267061.01,88.0048447
532380.01,2267161.01,93.8481674
532380.01,2267261.01,95.9392853
532380.01,2267361.01,96.1381989
532380.01,2267461.01,96.8628368
532380.01,2267561.01,96.3339233
532380.01,2267661.01,93.5783844
532380.01,2267761.01,92.3604889
532380.01,2267861.01,91.1079369
532380.01,2267961.01,89.2944908
532380.01,2268061.01,87.6326256
532380.01,2268161.01,86.7399063
532380.01,2268261.01,86.0490189
532380.01,2268361.01,84.9571228
532380.01,2268461.01,84.8067856
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,111.401699
532480.01,2262061.01,108.464745
532480.01,2262161.01,108.79731
532480.01,2262261.01,108.050995
532480.01,2262361.01,107.143509
532480.01,2262461.01,106.360298
532480.01,2262561.01,103.635427
532480.01,2262661.01,100.754921
532480.01,2262761.01,100.129356
532480.01,2262861.01,98.1842918
532480.01,2262961.01,95.980835
532480.01,2263061.01,94.4863434
532480.01,2263161.01,91.1311913
532480.01,2263261.01,88.8565197
532480.01,2263361.01,87.0523529
532480.01,2263461.01,86.4094505
532480.01,2263561.01,84.9632263
532480.01,2263661.01,83.1455116
532480.01,2263761.01,81.48349
532480.01,2263861.01,76.4650764
532480.01,2263961.01,70.7503681
532480.01,2264061.01,68.3925552
532480.01,2264161.01,63.002758
532480.01,2264261.01,57.9763718
532480.01,2264361.01,55.7185431
532480.01,2264461.01,53.3031807
532480.01,2264561.01,50.5760298
532480.01,2264661.01,48.3868713
532480.01,2264761.01,49.2295856
532480.01,2264861.01,50.7627029
532480.01,2264961.01,50.6581297
532480.01,2265061.01,51.9203033
532480.01,2265161.01,55.0893774
532480.01,2265261.01,58.930171
532480.01,2265361.01,60.8599739
532480.01,2265461.01,62.5581779
532480.01,2265561.01,62.9018745
532480.01,2265661.01,62.402792
532480.01,2265761.01,59.9249744
532480.01,2265861.01,57.4502916
532480.01,2265961.01,56.3877869
532480.01,2266061.01,56.7720509
532480.01,2266161.01,58.8364182
532480.01,2266261.01,60.2767982
532480.01,2266361.01,61.3390007
532480.01,2266461.01,63.5918694
532480.01,2266561.01,64.880867
532480.01,2266661.01,67.1152802
532480.01,2266761.01,70.3185539
532480.01,2266861.01,72.8759232
532480.01,2266961.01,77.945755
532480.01,2267061.01,84.5128899
532480.01,2267161.01,92.2120514
532480.01,2267261.01,94.3526001
532480.01,2267361.01,96.3430367
532480.01,2267461.01,96.8715363
532480.01,2267561.01,96.342804
532480.01,2267661.01,94.4556007
532480.01,2267761.01,93.3583946
532480.01,2267861.01,92.9238548
532480.01,2267961.01,91.7913742
532480.01,2268061.01,90.373909
532480.01,2268161.01,89.7535934
532480.01,2268261.01,88.1755695
532480.01,2268361.01,87.6033897
532480.01,2268461.01,88.2155991
532480.01,2268561.01,88.483757
532480.01,2268661.01,-9999
532580.01,2261861.01,122.744797
532580.01,2261961.01,120.437038
532580.01,2262061.01,119.7155
532580.01,2262161.01,123.125347
532580.01,2262261.01,119.296425
532580.01,2262361.01,114.920715
532580.01,2262461.01,114.287323
532580.01,2262561.01,108.886532
532580.01,2262661.01,104.474144
532580.01,2262761.01,103.699923
532580.01,2262861.01,100.685463
532580.01,2262961.01,97.2152042
532580.01,2263061.01,93.7294159
532580.01,2263161.01,89.6115646
532580.01,2263261.01,89.1284485
532580.01,2263361.01,87.4932938
532580.01,2263461.01,85.9680958
532580.01,2263561.01,84.7970657
532580.01,2263661.01,83.0036507
532580.01,2263761.01,79.9257355
532580.01,2263861.01,75.4606781
532580.01,2263961.01,70.1988297
532580.01,2264061.01,67.2632751
532580.01,2264161.01,62.652441
532580.01,2264261.01,57.9739914
532580.01,2264361.01,53.9662209
532580.01,2264461.01,51.5954323
532580.01,2264561.01,49.430151
532580.01,2264661.01,48.9304867
532580.01,2264761.01,48.7349653
532580.01,2264861.01,49.0718384
532580.01,2264961.01,49.7695694
532580.01,2265061.01,51.4044952
532580.01,2265161.01,53.7880249
532580.01,2265261.01,54.8032608
532580.01,2265361.01,58.315032
532580.01,2265461.01,60.3465767
532580.01,2265561.01,62.359129
532580.01,2265661.01,60.7384586
532580.01,2265761.01,58.4420204
532580.01,2265861.01,55.695261
532580.01,2265961.01,54.2925892
532580.01,2266061.01,55.2442217
532580.01,2266161.01,56.7757454
532580.01,2266261.01,57.8061028
532580.01,2266361.01,59.6074371
532580.01,2266461.01,62.1017532
532580.01,2266561.01,63.1222744
532580.01,2266661.01,66.4166794
532580.01,2266761.01,69.9031906
532580.01,2266861.01,72.1701889
532580.01,2266961.01,77.9914017
532580.01,2267061.01,82.1368103
532580.01,2267161.01,84.8504543
532580.01,2267261.01,89.9703903
532580.01,2267361.01,93.5990047
532580.01,2267461.01,95.6990509
532580.01,2267561.01,95.9705467
532580.01,2267661.01,95.965416
532580.01,2267761.01,95.41399
532580.01,2267861.01,94.3913155
532580.01,2267961.01,92.5162334
532580.01,2268061.01,91.6948586
532580.01,2268161.01,91.2688789
532580.01,2268261.01,90.3841591
532580.01,2268361.01,91.0288086
532580.01,2268461.01,90.8450985
532580.01,2268561.01,89.7203331
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,134.340042
532680.01,2261861.01,132.632229
532680.01,2261961.01,132.892944
532680.01,2262061.01,135.405342
532680.01,2262161.01,134.888977
532680.01,2262261.01,130.362106
532680.01,2262361.01,125.653286
532680.01,2262461.01,123.055347
532680.01,2262561.01,117.11693
532680.01,2262661.01,110.644436
532680.01,2262761.01,108.323582
532680.01,2262861.01,103.964584
532680.01,2262961.01,99.0610619
532680.01,2263061.01,95.8422966
532680.01,2263161.01,90.7792225
532680.01,2263261.01,89.4519615
532680.01,2263361.01,87.7506714
532680.01,2263461.01,85.7986069
532680.01,2263561.01,84.036087
532680.01,2263661.01,81.617754
532680.01,2263761.01,79.2247581
532680.01,2263861.01,75.1743755
532680.01,2263961.01,71.1479187
532680.01,2264061.01,66.44664
532680.01,2264161.01,62.7532616
532680.01,2264261.01,57.03866
532680.01,2264361.01,54.4585724
532680.01,2264461.01,52.0028601
532680.01,2264561.01,50.4162502
532680.01,2264661.01,50.3269825
532680.01,2264761.01,48.9851418
532680.01,2264861.01,48.9074554
532680.01,2264961.01,48.7039528
532680.01,2265061.01,49.9138126
532680.01,2265161.01,50.9624634
532680.01,2265261.01,49.3271713
532680.01,2265361.01,51.5767708
532680.01,2265461.01,55.2639313
532680.01,2265561.01,57.0385418
532680.01,2265661.01,58.0300674
532680.01,2265761.01,55.4313221
532680.01,2265861.01,53.0128479
532680.01,2265961.01,52.0804806
532680.01,2266061.01,52.0688629
532680.01,2266161.01,54.3094673
532680.01,2266261.01,56.4602432
532680.01,2266361.01,59.7436733
532680.01,2266461.01,60.8756227
532680.01,2266561.01,62.1804276
532680.01,2266661.01,66.4556656
532680.01,2266761.01,70.9479828
532680.01,2266861.01,72.653904
532680.01,2266961.01,76.0642014
532680.01,2267061.01,80.321682
532680.01,2267161.01,82.8175201
532680.01,2267261.01,86.8454781
532680.01,2267361.01,89.9763985
532680.01,2267461.01,91.3335686
532680.01,2267561.01,94.7828045
532680.01,2267661.01,95.4729958
532680.01,2267761.01,95.1457767
532680.01,2267861.01,94.2525787
532680.01,2267961.01,93.0635033
532680.01,2268061.01,92.2347641
532680.01,2268161.01,92.641819
532680.01,2268261.01,92.8944588
532680.01,2268361.01,92.6875286
532680.01,2268461.01,91.714035
532680.01,2268561.01,89.9078484
532680.01,2268661.01,89.6256714
532680.01,2268761.01,-9999
532780.01,2261761.01,140.699326
532780.01,2261861.01,141.251488
532780.01,2261961.01,140.098801
532780.01,2262061.01,138.499077
532780.01,2262161.01,135.857979
532780.01,2262261.01,131.201683
532780.01,2262361.01,127.662384
532780.01,2262461.01,122.966625
532780.01,2262561.01,117.340073
532780.01,2262661.01,114.205952
532780.01,2262761.01,110.163837
532780.01,2262861.01,105.924389
532780.01,2262961.01,100.370157
532780.01,2263061.01,97.5709152
532780.01,2263161.01,93.0873642
532780.01,2263261.01,89.1533203
532780.01,2263361.01,87.5582981
532780.01,2263461.01,85.9754333
532780.01,2263561.01,84.096199
532780.01,2263661.01,81.7720871
532780.01,2263761.01,78.8576431
532780.01,2263861.01,74.942543
532780.01,2263961.01,72.1609116
532780.01,2264061.01,67.5849476
532780.01,2264161.01,62.8307323
532780.01,2264261.01,59.7560654
532780.01,2264361.01,55.4825325
532780.01,2264461.01,53.2893791
532780.01,2264561.01,51.8930435
532780.01,2264661.01,51.0530252
532780.01,2264761.01,49.1871738
532780.01,2264861.01,48.4053469
532780.01,2264961.01,47.3732376
532780.01,2265061.01,47.5388718
532780.01,2265161.01,45.6203957
532780.01,2265261.01,45.3021107
532780.01,2265361.01,46.9492807
532780.01,2265461.01,50.8376312
532780.01,2265561.01,51.3121681
532780.01,2265661.01,51.0208168
532780.01,2265761.01,49.6555061
532780.01,2265861.01,47.5633507
532780.01,2265961.01,47.2302971
532780.01,2266061.01,49.0434532
532780.01,2266161.01,51.2589607
532780.01,2266261.01,55.0101318
532780.01,2266361.01,58.5268879
532780.01,2266461.01,59.8829002
532780.01,2266561.01,61.7408524
532780.01,2266661.01,66.5423584
532780.01,2266761.01,71.4915504
532780.01,2266861.01,73.3851242
532780.01,2266961.01,74.6231613
532780.01,2267061.01,77.4902306
532780.01,2267161.01,79.1601639
532780.01,2267261.01,83.4419975
532780.01,2267361.01,87.5701218
532780.01,2267461.01,89.1138687
532780.01,2267561.01,92.6426315
532780.01,2267661.01,94.560997
532780.01,2267761.01,95.3910141
532780.01,2267861.01,94.2732735
532780.01,2267961.01,94.1090908
532780.01,2268061.01,95.127533
532780.01,2268161.01,95.3158875
532780.01,2268261.01,94.8933029
532780.01,2268361.01,92.6023788
532780.01,2268461.01,90.4081573
532780.01,2268561.01,89.3872566
532780.01,2268661.01,89.9128799
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,140.760628
532880.01,2261761.01,140.489998
532880.01,2261861.01,140.611938
532880.01,2261961.01,139.390472
532880.01,2262061.01,137.115952
532880.01,2262161.01,133.068542
532880.01,2262261.01,128.373184
532880.01,2262361.01,124.490051
532880.01,2262461.01,120.194796
532880.01,2262561.01,117.01635
532880.01,2262661.01,114.263557
532880.01,2262761.01,110.498825
532880.01,2262861.01,106.992619
532880.01,2262961.01,101.936527
532880.01,2263061.01,96.1302528
532880.01,2263161.01,91.60993
532880.01,2263261.01,88.2673416
532880.01,2263361.01,87.2360687
532880.01,2263461.01,85.6946716
532880.01,2263561.01,83.4755898
532880.01,2263661.01,81.7794876
532880.01,2263761.01,79.5044403
532880.01,2263861.01,75.7528419
532880.01,2263961.01,73.2208328
532880.01,2264061.01,69.0072861
532880.01,2264161.01,63.9568119
