"X","Y","H80_r3a (TWT)"
537480.01,2269261.01,776.179504
537480.01,2269361.01,776.359344
537480.01,2269461.01,777.361603
537480.01,2269561.01,774.815674
537480.01,2269661.01,773.766876
537480.01,2269761.01,774.268997
537480.01,2269861.01,776.165161
537480.01,2269961.01,777.787018
537480.01,2270061.01,782.490448
537480.01,2270161.01,785.312836
537480.01,2270261.01,790.157944
537480.01,2270361.01,796.05426
537480.01,2270461.01,797.746155
537480.01,2270561.01,800.806641
537480.01,2270661.01,805.915558
537480.01,2270761.01,808.054871
537480.01,2270861.01,807.695282
537480.01,2270961.01,807.280151
537480.01,2271061.01,809.485474
537480.01,2271161.01,813.638306
537480.01,2271261.01,814.711487
537480.01,2271361.01,812.792465
537480.01,2271461.01,813.536224
537480.01,2271561.01,816.693268
537480.01,2271661.01,820.814301
537480.01,2271761.01,821.261444
537480.01,2271861.01,820.81015
537480.01,2271961.01,-9999
537480.01,2272061.01,-9999
537480.01,2272161.01,-9999
537580.01,2262261.01,-9999
537580.01,2262361.01,754.716431
537580.01,2262461.01,755.166687
537580.01,2262561.01,755.896606
537580.01,2262661.01,760.748108
537580.01,2262761.01,763.058563
537580.01,2262861.01,774.555344
537580.01,2262961.01,787.332184
537580.01,2263061.01,783.229965
537580.01,2263161.01,780.237854
537580.01,2263261.01,774.956635
537580.01,2263361.01,773.045593
537580.01,2263461.01,772.29303
537580.01,2263561.01,772.944489
537580.01,2263661.01,773.916122
537580.01,2263761.01,772.318909
537580.01,2263861.01,771.299866
537580.01,2263961.01,769.877869
537580.01,2264061.01,768.670807
537580.01,2264161.01,767.573593
537580.01,2264261.01,766.178741
537580.01,2264361.01,765.376587
537580.01,2264461.01,763.174438
537580.01,2264561.01,762.201294
537580.01,2264661.01,762.232086
537580.01,2264761.01,761.369202
537580.01,2264861.01,759.431763
537580.01,2264961.01,757.462936
537580.01,2265061.01,758.22937
537580.01,2265161.01,756.636139
537580.01,2265261.01,756.752441
537580.01,2265361.01,759.57489
537580.01,2265461.01,756.310837
537580.01,2265561.01,755.650024
537580.01,2265661.01,756.770264
537580.01,2265761.01,757.973022
537580.01,2265861.01,757.521606
537580.01,2265961.01,757.027039
537580.01,2266061.01,758.412125
537580.01,2266161.01,758.4422
537580.01,2266261.01,758.163208
537580.01,2266361.01,758.782654
537580.01,2266461.01,756.270966
537580.01,2266561.01,754.788635
537580.01,2266661.01,754.073456
537580.01,2266761.01,752.966949
537580.01,2266861.01,752.464386
537580.01,2266961.01,754.859436
537580.01,2267061.01,755.753967
537580.01,2267161.01,756.279083
537580.01,2267261.01,758.065002
537580.01,2267361.01,764.121521
537580.01,2267461.01,771.577484
537580.01,2267561.01,770.839142
537580.01,2267661.01,763.65332
537580.01,2267761.01,768.958313
537580.01,2267861.01,770.863831
537580.01,2267961.01,772.14267
537580.01,2268061.01,775.53949
537580.01,2268161.01,776.834961
537580.01,2268261.01,777.205566
537580.01,2268361.01,777.666992
537580.01,2268461.01,776.574585
537580.01,2268561.01,776.664459
537580.01,2268661.01,778.04451
537580.01,2268761.01,779.397156
537580.01,2268861.01,779.95105
537580.01,2268961.01,781.051453
537580.01,2269061.01,778.467377
537580.01,2269161.01,778.026764
537580.01,2269261.01,778.770782
537580.01,2269361.01,779.684753
537580.01,2269461.01,780.395142
537580.01,2269561.01,780.358246
537580.01,2269661.01,778.096558
537580.01,2269761.01,778.834259
537580.01,2269861.01,780.765198
537580.01,2269961.01,782.807983
537580.01,2270061.01,784.677429
537580.01,2270161.01,786.356323
537580.01,2270261.01,789.150269
537580.01,2270361.01,794.249451
537580.01,2270461.01,798.461243
537580.01,2270561.01,801.404297
537580.01,2270661.01,808.901581
537580.01,2270761.01,808.447693
537580.01,2270861.01,808.061005
537580.01,2270961.01,809.967102
537580.01,2271061.01,812.125748
537580.01,2271161.01,813.974426
537580.01,2271261.01,813.847839
537580.01,2271361.01,812.352722
537580.01,2271461.01,811.52951
537580.01,2271561.01,816.499573
537580.01,2271661.01,818.832764
537580.01,2271761.01,-9999
537580.01,2271861.01,-9999
537580.01,2271961.01,-9999
537580.01,2272061.01,-9999
537680.01,2262361.01,-9999
537680.01,2262461.01,759.495544
537680.01,2262561.01,763.1819
537680.01,2262661.01,764.688416
537680.01,2262761.01,763.631012
537680.01,2262861.01,764.05249
537680.01,2262961.01,771.125946
537680.01,2263061.01,773.21994
537680.01,2263161.01,779.251556
537680.01,2263261.01,777.276657
537680.01,2263361.01,771.947418
537680.01,2263461.01,770.205597
537680.01,2263561.01,768.907837
537680.01,2263661.01,770.245361
537680.01,2263761.01,770.526794
537680.01,2263861.01,773.076691
537680.01,2263961.01,771.706879
537680.01,2264061.01,770.553986
537680.01,2264161.01,769.489685
537680.01,2264261.01,769.16745
537680.01,2264361.01,769.042877
537680.01,2264461.01,767.939545
537680.01,2264561.01,767.123032
537680.01,2264661.01,767.819336
537680.01,2264761.01,767.674072
537680.01,2264861.01,767.613342
537680.01,2264961.01,767.47049
537680.01,2265061.01,765.454956
537680.01,2265161.01,763.131668
537680.01,2265261.01,761.954681
537680.01,2265361.01,761.636505
537680.01,2265461.01,758.871155
537680.01,2265561.01,757.48291
537680.01,2265661.01,758.722717
537680.01,2265761.01,760.635132
537680.01,2265861.01,759.859924
537680.01,2265961.01,760.143372
537680.01,2266061.01,760.668121
537680.01,2266161.01,760.403198
537680.01,2266261.01,760.346008
537680.01,2266361.01,759.610382
537680.01,2266461.01,757.329483
537680.01,2266561.01,755.842468
537680.01,2266661.01,754.520569
537680.01,2266761.01,752.961609
537680.01,2266861.01,751.039001
537680.01,2266961.01,754.094391
537680.01,2267061.01,755.805969
537680.01,2267161.01,757.807037
537680.01,2267261.01,761.450317
537680.01,2267361.01,766.579926
537680.01,2267461.01,770.603149
537680.01,2267561.01,767.366867
537680.01,2267661.01,762.312439
537680.01,2267761.01,766.576767
537680.01,2267861.01,767.88916
537680.01,2267961.01,770.712372
537680.01,2268061.01,776.05072
537680.01,2268161.01,775.85611
537680.01,2268261.01,775.789459
537680.01,2268361.01,776.93811
537680.01,2268461.01,777.416656
537680.01,2268561.01,780.485352
537680.01,2268661.01,782.161469
537680.01,2268761.01,783.218781
537680.01,2268861.01,783.371628
537680.01,2268961.01,782.280182
537680.01,2269061.01,780.753479
537680.01,2269161.01,781.202515
537680.01,2269261.01,780.078186
537680.01,2269361.01,780.838867
537680.01,2269461.01,781.887589
537680.01,2269561.01,782.974792
537680.01,2269661.01,783.490723
537680.01,2269761.01,785.542633
537680.01,2269861.01,786.217712
537680.01,2269961.01,785.977997
537680.01,2270061.01,787.925385
537680.01,2270161.01,789.344147
537680.01,2270261.01,789.758026
537680.01,2270361.01,791.126373
537680.01,2270461.01,794.362244
537680.01,2270561.01,795.977142
537680.01,2270661.01,806.2276
537680.01,2270761.01,808.922272
537680.01,2270861.01,808.713226
537680.01,2270961.01,812.083374
537680.01,2271061.01,814.411865
537680.01,2271161.01,815.642273
537680.01,2271261.01,811.949982
537680.01,2271361.01,810.304932
537680.01,2271461.01,807.087341
537680.01,2271561.01,812.266602
537680.01,2271661.01,817.074524
537680.01,2271761.01,-9999
537680.01,2271861.01,-9999
537680.01,2271961.01,-9999
537780.01,2262461.01,761.673065
537780.01,2262561.01,759.207275
537780.01,2262661.01,759.978027
537780.01,2262761.01,760.670151
537780.01,2262861.01,763.069427
537780.01,2262961.01,761.314148
537780.01,2263061.01,759.21991
537780.01,2263161.01,764.576263
537780.01,2263261.01,776.124207
537780.01,2263361.01,774.427444
537780.01,2263461.01,772.061462
537780.01,2263561.01,770.301636
537780.01,2263661.01,769.321106
537780.01,2263761.01,766.590515
537780.01,2263861.01,768.775238
537780.01,2263961.01,773.163452
537780.01,2264061.01,774.305466
537780.01,2264161.01,774.795959
537780.01,2264261.01,774.90567
537780.01,2264361.01,774.262634
537780.01,2264461.01,770.674988
537780.01,2264561.01,769.902649
537780.01,2264661.01,769.925064
537780.01,2264761.01,769.355682
537780.01,2264861.01,769.970184
537780.01,2264961.01,769.988068
537780.01,2265061.01,768.082581
537780.01,2265161.01,765.729523
537780.01,2265261.01,765.290344
537780.01,2265361.01,763.789536
537780.01,2265461.01,761.691956
537780.01,2265561.01,761.55365
537780.01,2265661.01,760.404419
537780.01,2265761.01,761.693481
537780.01,2265861.01,761.7995
537780.01,2265961.01,762.149323
537780.01,2266061.01,762.03241
537780.01,2266161.01,762.212952
537780.01,2266261.01,761.621857
537780.01,2266361.01,759.793518
537780.01,2266461.01,756.608643
537780.01,2266561.01,755.913422
537780.01,2266661.01,756.425095
537780.01,2266761.01,753.930023
537780.01,2266861.01,755.128479
537780.01,2266961.01,757.987732
537780.01,2267061.01,758.958221
537780.01,2267161.01,762.283844
537780.01,2267261.01,765.526184
537780.01,2267361.01,767.94931
537780.01,2267461.01,768.913147
537780.01,2267561.01,765.206787
537780.01,2267661.01,762.91095
537780.01,2267761.01,766.082916
537780.01,2267861.01,768.564972
537780.01,2267961.01,771.793274
537780.01,2268061.01,772.976929
537780.01,2268161.01,773.006836
537780.01,2268261.01,773.650146
537780.01,2268361.01,775.574005
537780.01,2268461.01,776.917999
537780.01,2268561.01,781.391525
537780.01,2268661.01,784.016876
537780.01,2268761.01,787.810486
537780.01,2268861.01,789.875031
537780.01,2268961.01,785.772766
537780.01,2269061.01,785.790009
537780.01,2269161.01,784.699524
537780.01,2269261.01,782.447037
537780.01,2269361.01,782.058502
537780.01,2269461.01,783.497284
537780.01,2269561.01,785.870056
537780.01,2269661.01,786.450806
537780.01,2269761.01,787.712006
537780.01,2269861.01,787.565567
537780.01,2269961.01,787.206421
537780.01,2270061.01,790.99469
537780.01,2270161.01,792.495789
537780.01,2270261.01,792.730469
537780.01,2270361.01,793.400101
537780.01,2270461.01,793.863342
537780.01,2270561.01,796.834595
537780.01,2270661.01,802.323669
537780.01,2270761.01,808.90976
537780.01,2270861.01,809.895081
537780.01,2270961.01,809.650375
537780.01,2271061.01,813.753662
537780.01,2271161.01,816.114166
537780.01,2271261.01,811.909119
537780.01,2271361.01,808.749512
537780.01,2271461.01,805.570496
537780.01,2271561.01,-9999
537780.01,2271661.01,-9999
537780.01,2271761.01,-9999
537780.01,2271861.01,-9999
537780.01,2271961.01,-9999
537880.01,2262461.01,-9999
537880.01,2262561.01,752.869232
537880.01,2262661.01,752.479492
537880.01,2262761.01,754.289795
537880.01,2262861.01,759.385254
537880.01,2262961.01,761.083282
537880.01,2263061.01,760.234558
537880.01,2263161.01,757.951126
537880.01,2263261.01,761.328735
537880.01,2263361.01,767.398956
537880.01,2263461.01,775.732788
537880.01,2263561.01,774.292755
537880.01,2263661.01,774.535828
537880.01,2263761.01,771.079025
537880.01,2263861.01,768.983795
537880.01,2263961.01,773.483948
537880.01,2264061.01,774.342712
537880.01,2264161.01,779.047607
537880.01,2264261.01,780.528534
537880.01,2264361.01,779.078247
537880.01,2264461.01,774.280258
537880.01,2264561.01,772.130341
537880.01,2264661.01,772.204163
537880.01,2264761.01,770.839172
537880.01,2264861.01,769.820221
537880.01,2264961.01,770.052094
537880.01,2265061.01,769.494263
537880.01,2265161.01,766.873077
537880.01,2265261.01,766.770874
537880.01,2265361.01,765.815552
537880.01,2265461.01,764.230042
537880.01,2265561.01,763.744263
537880.01,2265661.01,762.419495
537880.01,2265761.01,761.872879
537880.01,2265861.01,762.839905
537880.01,2265961.01,763.691681
537880.01,2266061.01,763.611755
537880.01,2266161.01,762.807709
537880.01,2266261.01,762.064331
537880.01,2266361.01,759.862106
537880.01,2266461.01,756.191284
537880.01,2266561.01,756.327515
537880.01,2266661.01,757.128448
537880.01,2266761.01,759.125366
537880.01,2266861.01,767.58255
537880.01,2266961.01,769.484344
537880.01,2267061.01,768.500824
537880.01,2267161.01,768.899231
537880.01,2267261.01,769.644562
537880.01,2267361.01,773.269287
537880.01,2267461.01,774.132538
537880.01,2267561.01,768.154694
537880.01,2267661.01,765.068604
537880.01,2267761.01,766.696167
537880.01,2267861.01,769.398743
537880.01,2267961.01,770.263184
537880.01,2268061.01,771.146606
537880.01,2268161.01,771.154541
537880.01,2268261.01,770.612244
537880.01,2268361.01,773.862839
537880.01,2268461.01,777.254883
537880.01,2268561.01,784.275024
537880.01,2268661.01,786.819336
537880.01,2268761.01,788.762131
537880.01,2268861.01,792.154724
537880.01,2268961.01,793.510376
537880.01,2269061.01,793.917664
537880.01,2269161.01,789.214539
537880.01,2269261.01,784.092773
537880.01,2269361.01,784.073212
537880.01,2269461.01,786.165375
537880.01,2269561.01,785.98642
537880.01,2269661.01,788.535614
537880.01,2269761.01,788.897034
537880.01,2269861.01,788.478333
537880.01,2269961.01,790.246216
537880.01,2270061.01,792.319046
537880.01,2270161.01,794.285095
537880.01,2270261.01,795.013412
537880.01,2270361.01,795.065063
537880.01,2270461.01,797.568542
537880.01,2270561.01,801.67746
537880.01,2270661.01,807.333618
537880.01,2270761.01,809.400589
537880.01,2270861.01,811.483002
537880.01,2270961.01,812.990265
537880.01,2271061.01,814.621582
537880.01,2271161.01,815.853912
537880.01,2271261.01,813.131165
537880.01,2271361.01,809.767487
537880.01,2271461.01,-9999
537880.01,2271561.01,-9999
537880.01,2271661.01,-9999
537880.01,2271761.01,-9999
537880.01,2271861.01,-9999
537980.01,2262561.01,749.872589
537980.01,2262661.01,753.187607
537980.01,2262761.01,755.14856
537980.01,2262861.01,756.708984
537980.01,2262961.01,758.516052
537980.01,2263061.01,761.695679
537980.01,2263161.01,763.194
537980.01,2263261.01,763.032043
537980.01,2263361.01,766.056488
537980.01,2263461.01,772.049652
537980.01,2263561.01,780.016205
537980.01,2263661.01,783.30896
537980.01,2263761.01,783.936951
537980.01,2263861.01,780.691833
537980.01,2263961.01,780.119324
537980.01,2264061.01,776.361298
537980.01,2264161.01,776.294647
537980.01,2264261.01,777.680847
537980.01,2264361.01,777.947144
537980.01,2264461.01,776.449921
537980.01,2264561.01,775.838318
537980.01,2264661.01,775.620148
537980.01,2264761.01,774.226685
537980.01,2264861.01,772.97406
537980.01,2264961.01,772.831726
537980.01,2265061.01,770.422333
537980.01,2265161.01,768.410889
537980.01,2265261.01,768.155441
537980.01,2265361.01,766.969971
537980.01,2265461.01,765.961823
537980.01,2265561.01,765.747925
537980.01,2265661.01,764.751282
537980.01,2265761.01,763.064362
537980.01,2265861.01,763.115295
537980.01,2265961.01,762.864029
537980.01,2266061.01,763.12442
537980.01,2266161.01,762.667419
537980.01,2266261.01,761.144958
537980.01,2266361.01,758.333771
537980.01,2266461.01,755.567505
537980.01,2266561.01,755.37471
537980.01,2266661.01,756.578461
537980.01,2266761.01,762.722824
537980.01,2266861.01,772.456787
537980.01,2266961.01,771.854309
537980.01,2267061.01,770.004578
537980.01,2267161.01,770.648895
537980.01,2267261.01,772.508484
537980.01,2267361.01,775.140228
537980.01,2267461.01,776.249176
537980.01,2267561.01,769.366882
537980.01,2267661.01,768.287354
537980.01,2267761.01,768.950592
537980.01,2267861.01,769.125305
537980.01,2267961.01,769.09668
537980.01,2268061.01,769.034607
537980.01,2268161.01,768.972656
537980.01,2268261.01,767.509399
537980.01,2268361.01,774.159729
537980.01,2268461.01,782.088745
537980.01,2268561.01,786.149841
537980.01,2268661.01,785.408478
537980.01,2268761.01,788.614655
537980.01,2268861.01,794.737
537980.01,2268961.01,797.901001
537980.01,2269061.01,797.84668
537980.01,2269161.01,795.454941
537980.01,2269261.01,788.136963
537980.01,2269361.01,786.455017
537980.01,2269461.01,787.487549
537980.01,2269561.01,787.38147
537980.01,2269661.01,787.931549
537980.01,2269761.01,789.130493
537980.01,2269861.01,790.193222
537980.01,2269961.01,791.827759
537980.01,2270061.01,795.270691
537980.01,2270161.01,796.382996
537980.01,2270261.01,795.854828
537980.01,2270361.01,797.318451
537980.01,2270461.01,799.215256
537980.01,2270561.01,803.847839
537980.01,2270661.01,807.33609
537980.01,2270761.01,809.824463
537980.01,2270861.01,811.767822
537980.01,2270961.01,813.430191
537980.01,2271061.01,815.570374
537980.01,2271161.01,814.097321
537980.01,2271261.01,812.755066
537980.01,2271361.01,-9999
537980.01,2271461.01,-9999
537980.01,2271561.01,-9999
537980.01,2271661.01,-9999
537980.01,2271761.01,-9999
537980.01,2271861.01,-9999
538080.01,2262661.01,761.763275
538080.01,2262761.01,763.246216
538080.01,2262861.01,761.772614
538080.01,2262961.01,763.869354
538080.01,2263061.01,766.29097
538080.01,2263161.01,767.144409
538080.01,2263261.01,768.15773
538080.01,2263361.01,771.710388
538080.01,2263461.01,776.155273
538080.01,2263561.01,775.40979
538080.01,2263661.01,776.878571
538080.01,2263761.01,783.670776
538080.01,2263861.01,788.629517
538080.01,2263961.01,786.875854
538080.01,2264061.01,782.252258
538080.01,2264161.01,780.305206
538080.01,2264261.01,780.390076
538080.01,2264361.01,779.306915
538080.01,2264461.01,777.349091
538080.01,2264561.01,777.22522
538080.01,2264661.01,777.283447
538080.01,2264761.01,777.383301
538080.01,2264861.01,776.787292
538080.01,2264961.01,775.043091
538080.01,2265061.01,773.005676
538080.01,2265161.01,770.875153
538080.01,2265261.01,770.391144
538080.01,2265361.01,769.270081
538080.01,2265461.01,768.49884
538080.01,2265561.01,768.520905
538080.01,2265661.01,766.130295
538080.01,2265761.01,763.9729
538080.01,2265861.01,763.735992
538080.01,2265961.01,762.999268
538080.01,2266061.01,762.703552
538080.01,2266161.01,760.240723
538080.01,2266261.01,758.101105
538080.01,2266361.01,756.092438
538080.01,2266461.01,753.146729
538080.01,2266561.01,751.641815
538080.01,2266661.01,756.728394
538080.01,2266761.01,763.320801
538080.01,2266861.01,769.196045
538080.01,2266961.01,770.026031
538080.01,2267061.01,770.953827
538080.01,2267161.01,772.726196
538080.01,2267261.01,773.193604
538080.01,2267361.01,775.139099
538080.01,2267461.01,776.418106
538080.01,2267561.01,770.121613
538080.01,2267661.01,770.32341
538080.01,2267761.01,770.172607
538080.01,2267861.01,768.922943
538080.01,2267961.01,768.394226
538080.01,2268061.01,768.347198
538080.01,2268161.01,765.455902
538080.01,2268261.01,766.634186
538080.01,2268361.01,772.277283
538080.01,2268461.01,783.269318
538080.01,2268561.01,784.724304
538080.01,2268661.01,789.929993
538080.01,2268761.01,792.716888
538080.01,2268861.01,793.989166
538080.01,2268961.01,794.629303
538080.01,2269061.01,794.472229
538080.01,2269161.01,793.223785
538080.01,2269261.01,793
538080.01,2269361.01,792.846542
538080.01,2269461.01,791.421478
538080.01,2269561.01,788.129654
538080.01,2269661.01,787.149536
538080.01,2269761.01,789.163269
538080.01,2269861.01,790.493835
538080.01,2269961.01,792.48819
538080.01,2270061.01,796.236649
538080.01,2270161.01,798.13559
538080.01,2270261.01,798.930969
538080.01,2270361.01,799.752014
538080.01,2270461.01,800.542969
538080.01,2270561.01,803.850586
538080.01,2270661.01,807.014755
538080.01,2270761.01,809.949738
538080.01,2270861.01,813.252426
538080.01,2270961.01,814.209717
538080.01,2271061.01,812.90509
538080.01,2271161.01,814.341064
538080.01,2271261.01,-9999
538080.01,2271361.01,-9999
538080.01,2271461.01,-9999
538080.01,2271561.01,-9999
538080.01,2271661.01,-9999
538080.01,2271761.01,-9999
538180.01,2262661.01,-9999
538180.01,2262761.01,767.818054
538180.01,2262861.01,772.087631
538180.01,2262961.01,778.951111
538180.01,2263061.01,781.568359
538180.01,2263161.01,778.394043
538180.01,2263261.01,778.800308
538180.01,2263361.01,777.800995
538180.01,2263461.01,778.054596
538180.01,2263561.01,778.721008
538180.01,2263661.01,777.706055
538180.01,2263761.01,778.650269
538180.01,2263861.01,783.6474
538180.01,2263961.01,785.875275
538180.01,2264061.01,786.849243
538180.01,2264161.01,784.489929
538180.01,2264261.01,783.737854
538180.01,2264361.01,783.645172
538180.01,2264461.01,783.277344
538180.01,2264561.01,783.921432
538180.01,2264661.01,782.18161
538180.01,2264761.01,780.397141
538180.01,2264861.01,779.879089
538180.01,2264961.01,777.638367
538180.01,2265061.01,775.066345
538180.01,2265161.01,774.947693
538180.01,2265261.01,772.527908
538180.01,2265361.01,770.618042
538180.01,2265461.01,769.242386
538180.01,2265561.01,768.878479
538180.01,2265661.01,766.546844
538180.01,2265761.01,765.519958
538180.01,2265861.01,766.12204
538180.01,2265961.01,766.608063
538180.01,2266061.01,763.31073
538180.01,2266161.01,758.804626
538180.01,2266261.01,754.913696
538180.01,2266361.01,753.746094
538180.01,2266461.01,753.722656
538180.01,2266561.01,753.811234
538180.01,2266661.01,759.911224
538180.01,2266761.01,765.946442
538180.01,2266861.01,767.744629
538180.01,2266961.01,768.682678
538180.01,2267061.01,770.044861
538180.01,2267161.01,773.134979
538180.01,2267261.01,774.113129
538180.01,2267361.01,776.178482
538180.01,2267461.01,776.801453
538180.01,2267561.01,770.842041
538180.01,2267661.01,769.741638
538180.01,2267761.01,769.523163
538180.01,2267861.01,768.295303
538180.01,2267961.01,768.302063
538180.01,2268061.01,768.510376
538180.01,2268161.01,768.370178
538180.01,2268261.01,773.228638
538180.01,2268361.01,778.929199
538180.01,2268461.01,785.873276
538180.01,2268561.01,787.327118
538180.01,2268661.01,788.007172
538180.01,2268761.01,789.210144
538180.01,2268861.01,791.283081
538180.01,2268961.01,791.620453
538180.01,2269061.01,791.330597
538180.01,2269161.01,790.704865
538180.01,2269261.01,792.837189
538180.01,2269361.01,793.574341
538180.01,2269461.01,793.618469
538180.01,2269561.01,790.225708
538180.01,2269661.01,789.188019
538180.01,2269761.01,789.5457
538180.01,2269861.01,791.138611
538180.01,2269961.01,792.412445
538180.01,2270061.01,794.959534
538180.01,2270161.01,798.217102
538180.01,2270261.01,799.787323
538180.01,2270361.01,800.603333
538180.01,2270461.01,799.416275
538180.01,2270561.01,801.571106
538180.01,2270661.01,808.18808
538180.01,2270761.01,810.973145
538180.01,2270861.01,815.027252
538180.01,2270961.01,814.449219
538180.01,2271061.01,812.127899
538180.01,2271161.01,-9999
538180.01,2271261.01,-9999
538180.01,2271361.01,-9999
538180.01,2271461.01,-9999
538180.01,2271561.01,-9999
538180.01,2271661.01,-9999
538180.01,2271761.01,-9999
538280.01,2262761.01,773.480331
538280.01,2262861.01,780.213318
538280.01,2262961.01,786.881165
538280.01,2263061.01,785.949081
538280.01,2263161.01,784.571259
538280.01,2263261.01,784.625549
538280.01,2263361.01,782.501221
538280.01,2263461.01,781.533813
538280.01,2263561.01,782.195709
538280.01,2263661.01,780.905228
538280.01,2263761.01,779.166534
538280.01,2263861.01,779.654785
538280.01,2263961.01,784.161072
538280.01,2264061.01,785.522064
538280.01,2264161.01,786.081726
538280.01,2264261.01,785.571075
538280.01,2264361.01,786.780243
538280.01,2264461.01,787.354919
538280.01,2264561.01,788.504974
538280.01,2264661.01,789.828064
538280.01,2264761.01,786.72525
538280.01,2264861.01,785.455658
538280.01,2264961.01,782.181061
538280.01,2265061.01,778.108948
538280.01,2265161.01,776.953339
538280.01,2265261.01,774.023315
538280.01,2265361.01,771.70166
538280.01,2265461.01,770.428345
538280.01,2265561.01,769.408539
538280.01,2265661.01,766.324585
538280.01,2265761.01,763.9823
538280.01,2265861.01,762.372406
538280.01,2265961.01,763.118042
538280.01,2266061.01,759.539825
538280.01,2266161.01,758.11969
538280.01,2266261.01,755.213196
538280.01,2266361.01,755.414215
538280.01,2266461.01,756.234955
538280.01,2266561.01,755.287048
538280.01,2266661.01,760.685547
538280.01,2266761.01,764.397614
538280.01,2266861.01,763.68634
538280.01,2266961.01,767.972214
538280.01,2267061.01,770.199158
538280.01,2267161.01,773.645264
538280.01,2267261.01,776.046814
538280.01,2267361.01,776.944778
538280.01,2267461.01,778.065125
538280.01,2267561.01,770.395493
538280.01,2267661.01,767.030518
538280.01,2267761.01,768.93338
538280.01,2267861.01,768.102661
538280.01,2267961.01,767.793182
538280.01,2268061.01,767.905792
538280.01,2268161.01,772.948578
538280.01,2268261.01,777.77623
538280.01,2268361.01,781.225525
538280.01,2268461.01,785.619751
538280.01,2268561.01,786.26062
538280.01,2268661.01,785.477112
538280.01,2268761.01,785.387115
538280.01,2268861.01,788.045303
538280.01,2268961.01,788.45752
538280.01,2269061.01,789.976013
538280.01,2269161.01,789.821167
538280.01,2269261.01,790.275909
538280.01,2269361.01,792.021423
538280.01,2269461.01,791.355743
538280.01,2269561.01,792.933136
538280.01,2269661.01,793.968384
538280.01,2269761.01,791.449432
538280.01,2269861.01,791.013794
538280.01,2269961.01,792.407166
538280.01,2270061.01,794.787628
538280.01,2270161.01,798.140091
538280.01,2270261.01,800.876221
538280.01,2270361.01,802.765015
538280.01,2270461.01,799.211243
538280.01,2270561.01,803.030228
538280.01,2270661.01,808.988434
538280.01,2270761.01,812.472015
538280.01,2270861.01,814.21994
538280.01,2270961.01,814.956665
538280.01,2271061.01,-9999
538280.01,2271161.01,-9999
538280.01,2271261.01,-9999
538280.01,2271361.01,-9999
538280.01,2271461.01,-9999
538280.01,2271561.01,-9999
538280.01,2271661.01,-9999
538280.01,2271761.01,-9999
538380.01,2262761.01,-9999
538380.01,2262861.01,786.223816
538380.01,2262961.01,787.629333
538380.01,2263061.01,786.469116
538380.01,2263161.01,784.926483
538380.01,2263261.01,786.735687
538380.01,2263361.01,786.240692
538380.01,2263461.01,786.549713
538380.01,2263561.01,788.013367
538380.01,2263661.01,786.596527
538380.01,2263761.01,784.00824
538380.01,2263861.01,783.698471
538380.01,2263961.01,782.459473
538380.01,2264061.01,781.142792
538380.01,2264161.01,779.59552
538380.01,2264261.01,782.828094
538380.01,2264361.01,788.860718
538380.01,2264461.01,789.632858
538380.01,2264561.01,787.841614
538380.01,2264661.01,788.337982
538380.01,2264761.01,787.425842
538380.01,2264861.01,785.843262
538380.01,2264961.01,784.662292
538380.01,2265061.01,781.609253
538380.01,2265161.01,779.780136
538380.01,2265261.01,775.019012
538380.01,2265361.01,771.291916
538380.01,2265461.01,769.975403
538380.01,2265561.01,769.759491
538380.01,2265661.01,765.961487
538380.01,2265761.01,762.893097
538380.01,2265861.01,760.610382
538380.01,2265961.01,760.459351
538380.01,2266061.01,759.66452
538380.01,2266161.01,758.413879
538380.01,2266261.01,755.750366
538380.01,2266361.01,755.36853
538380.01,2266461.01,755.202255
538380.01,2266561.01,755.88327
538380.01,2266661.01,761.745255
538380.01,2266761.01,760.259277
538380.01,2266861.01,760.876648
538380.01,2266961.01,765.243225
538380.01,2267061.01,768.204178
538380.01,2267161.01,772.75354
538380.01,2267261.01,773.84671
538380.01,2267361.01,774.339722
538380.01,2267461.01,777.527954
538380.01,2267561.01,772.083466
538380.01,2267661.01,767.80954
538380.01,2267761.01,768.208771
538380.01,2267861.01,767.922424
538380.01,2267961.01,766.632385
538380.01,2268061.01,765.909912
538380.01,2268161.01,770.484406
538380.01,2268261.01,775.08905
538380.01,2268361.01,780.359512
538380.01,2268461.01,784.070801
538380.01,2268561.01,780.929596
538380.01,2268661.01,778.644043
538380.01,2268761.01,778.95813
538380.01,2268861.01,783.349915
538380.01,2268961.01,784.696564
538380.01,2269061.01,787.679413
538380.01,2269161.01,788.58844
538380.01,2269261.01,788.493713
538380.01,2269361.01,790.615112
538380.01,2269461.01,790.687531
538380.01,2269561.01,791.281097
538380.01,2269661.01,794.14238
538380.01,2269761.01,794.062286
538380.01,2269861.01,794.495728
538380.01,2269961.01,793.441132
538380.01,2270061.01,794.713928
538380.01,2270161.01,799.438019
538380.01,2270261.01,802.510742
538380.01,2270361.01,805.240921
538380.01,2270461.01,806.642242
538380.01,2270561.01,810.413116
538380.01,2270661.01,810.467957
538380.01,2270761.01,811.364258
538380.01,2270861.01,812.79332
538380.01,2270961.01,-9999
538380.01,2271061.01,-9999
538380.01,2271161.01,-9999
538380.01,2271261.01,-9999
538380.01,2271361.01,-9999
538380.01,2271461.01,-9999
538380.01,2271561.01,-9999
538380.01,2271661.01,-9999
538480.01,2262861.01,-9999
