"X","Y","H80_r3a (TWT)"
530980.01,2265061.01,769.715363
530980.01,2265161.01,767.5448
530980.01,2265261.01,765.34053
530980.01,2265361.01,763.257019
530980.01,2265461.01,761.383301
530980.01,2265561.01,758.891785
530980.01,2265661.01,758.279663
530980.01,2265761.01,749.341766
530980.01,2265861.01,729.037323
530980.01,2265961.01,733.373627
530980.01,2266061.01,743.93158
530980.01,2266161.01,752.267883
530980.01,2266261.01,760.452087
530980.01,2266361.01,763.183899
530980.01,2266461.01,765.459808
530980.01,2266561.01,767.560028
530980.01,2266661.01,768.260376
530980.01,2266761.01,768.511383
530980.01,2266861.01,767.515747
530980.01,2266961.01,766.935974
530980.01,2267061.01,767.531158
530980.01,2267161.01,767.913483
530980.01,2267261.01,768.288574
530980.01,2267361.01,766.693604
530980.01,2267461.01,766.698975
530980.01,2267561.01,767.485565
530980.01,2267661.01,766.284637
530980.01,2267761.01,765.202728
530980.01,2267861.01,-9999
531080.01,2262961.01,-9999
531080.01,2263061.01,791.09549
531080.01,2263161.01,791.018188
531080.01,2263261.01,790.222931
531080.01,2263361.01,788.783569
531080.01,2263461.01,788.813019
531080.01,2263561.01,787.795166
531080.01,2263661.01,788.689972
531080.01,2263761.01,789.171997
531080.01,2263861.01,787.938599
531080.01,2263961.01,786.697052
531080.01,2264061.01,785.112976
531080.01,2264161.01,784.672806
531080.01,2264261.01,785.087616
531080.01,2264361.01,783.23407
531080.01,2264461.01,778.615479
531080.01,2264561.01,775.544037
531080.01,2264661.01,773.140564
531080.01,2264761.01,772.197845
531080.01,2264861.01,769.572647
531080.01,2264961.01,767.866791
531080.01,2265061.01,766.277679
531080.01,2265161.01,764.303284
531080.01,2265261.01,762.115967
531080.01,2265361.01,761.056732
531080.01,2265461.01,760.343323
531080.01,2265561.01,760.378876
531080.01,2265661.01,762.286926
531080.01,2265761.01,761.077454
531080.01,2265861.01,733.558655
531080.01,2265961.01,732.214996
531080.01,2266061.01,740.583649
531080.01,2266161.01,748.522354
531080.01,2266261.01,753.198853
531080.01,2266361.01,759.941925
531080.01,2266461.01,764.363342
531080.01,2266561.01,766.618317
531080.01,2266661.01,767.058624
531080.01,2266761.01,767.930161
531080.01,2266861.01,767.827118
531080.01,2266961.01,767.677002
531080.01,2267061.01,768.208984
531080.01,2267161.01,768.905701
531080.01,2267261.01,769.866364
531080.01,2267361.01,769.713867
531080.01,2267461.01,769.730972
531080.01,2267561.01,769.85675
531080.01,2267661.01,768.44104
531080.01,2267761.01,766.29718
531080.01,2267861.01,764.502151
531080.01,2267961.01,-9999
531180.01,2262961.01,789.425903
531180.01,2263061.01,790.740875
531180.01,2263161.01,792.481384
531180.01,2263261.01,791.798157
531180.01,2263361.01,790.766602
531180.01,2263461.01,790.260345
531180.01,2263561.01,788.590454
531180.01,2263661.01,789.555084
531180.01,2263761.01,789.55896
531180.01,2263861.01,788.168243
531180.01,2263961.01,785.015427
531180.01,2264061.01,783.10083
531180.01,2264161.01,784.13269
531180.01,2264261.01,783.585693
531180.01,2264361.01,780.458923
531180.01,2264461.01,775.543884
531180.01,2264561.01,774.012848
531180.01,2264661.01,774.905212
531180.01,2264761.01,771.433075
531180.01,2264861.01,768.383301
531180.01,2264961.01,767.317398
531180.01,2265061.01,765.178986
531180.01,2265161.01,761.886414
531180.01,2265261.01,760.020096
531180.01,2265361.01,758.957092
531180.01,2265461.01,759.208496
531180.01,2265561.01,762.495483
531180.01,2265661.01,764.961212
531180.01,2265761.01,763.951111
531180.01,2265861.01,750.553986
531180.01,2265961.01,737.53125
531180.01,2266061.01,738.239594
531180.01,2266161.01,744.935425
531180.01,2266261.01,749.581024
531180.01,2266361.01,757.186646
531180.01,2266461.01,762.81192
531180.01,2266561.01,764.43512
531180.01,2266661.01,766.481018
531180.01,2266761.01,768.118225
531180.01,2266861.01,769.291382
531180.01,2266961.01,769.721252
531180.01,2267061.01,770.042633
531180.01,2267161.01,771.135895
531180.01,2267261.01,771.305725
531180.01,2267361.01,771.200653
531180.01,2267461.01,770.645874
531180.01,2267561.01,769.320984
531180.01,2267661.01,767.46286
531180.01,2267761.01,764.18396
531180.01,2267861.01,762.51239
531180.01,2267961.01,-9999
531280.01,2262861.01,-9999
531280.01,2262961.01,788.476227
531280.01,2263061.01,789.744202
531280.01,2263161.01,792.136597
531280.01,2263261.01,793.274109
531280.01,2263361.01,792.984253
531280.01,2263461.01,790.871307
531280.01,2263561.01,788.823364
531280.01,2263661.01,787.945313
531280.01,2263761.01,787.674744
531280.01,2263861.01,786.364532
531280.01,2263961.01,783.919312
531280.01,2264061.01,782.673325
531280.01,2264161.01,783.192871
531280.01,2264261.01,781.819489
531280.01,2264361.01,778.763855
531280.01,2264461.01,774.389526
531280.01,2264561.01,773.818298
531280.01,2264661.01,772.166656
531280.01,2264761.01,767.836746
531280.01,2264861.01,766.719757
531280.01,2264961.01,766.260925
531280.01,2265061.01,763.566528
531280.01,2265161.01,760.901733
531280.01,2265261.01,758.519684
531280.01,2265361.01,757.47406
531280.01,2265461.01,758.594849
531280.01,2265561.01,762.553894
531280.01,2265661.01,764.515411
531280.01,2265761.01,764.63324
531280.01,2265861.01,765.463318
531280.01,2265961.01,753.111664
531280.01,2266061.01,738.536911
531280.01,2266161.01,743.83493
531280.01,2266261.01,748.252686
531280.01,2266361.01,756.353821
531280.01,2266461.01,761.628479
531280.01,2266561.01,763.095276
531280.01,2266661.01,765.509125
531280.01,2266761.01,767.846741
531280.01,2266861.01,770.030457
531280.01,2266961.01,770.326141
531280.01,2267061.01,769.627808
531280.01,2267161.01,769.072983
531280.01,2267261.01,768.741821
531280.01,2267361.01,768.219696
531280.01,2267461.01,767.755646
531280.01,2267561.01,767.275757
531280.01,2267661.01,765.93103
531280.01,2267761.01,764.315155
531280.01,2267861.01,762.901398
531280.01,2267961.01,761.475494
531280.01,2268061.01,-9999
531380.01,2262761.01,-9999
531380.01,2262861.01,786.546875
531380.01,2262961.01,788.049194
531380.01,2263061.01,788.307556
531380.01,2263161.01,790.257538
531380.01,2263261.01,791.95462
531380.01,2263361.01,788.711914
531380.01,2263461.01,787.801758
531380.01,2263561.01,786.890381
531380.01,2263661.01,786.113174
531380.01,2263761.01,785.602295
531380.01,2263861.01,783.857468
531380.01,2263961.01,783.312256
531380.01,2264061.01,782.068329
531380.01,2264161.01,782.247375
531380.01,2264261.01,782.238312
531380.01,2264361.01,780.025726
531380.01,2264461.01,775.026474
531380.01,2264561.01,775.285217
531380.01,2264661.01,771.119629
531380.01,2264761.01,764.476379
531380.01,2264861.01,763.969604
531380.01,2264961.01,764.575668
531380.01,2265061.01,761.673065
531380.01,2265161.01,758.382034
531380.01,2265261.01,755.885681
531380.01,2265361.01,755.382019
531380.01,2265461.01,757.794067
531380.01,2265561.01,759.400787
531380.01,2265661.01,763.342651
531380.01,2265761.01,765.947983
531380.01,2265861.01,769.600464
531380.01,2265961.01,771.503235
531380.01,2266061.01,740.878296
531380.01,2266161.01,743.428711
531380.01,2266261.01,747.772751
531380.01,2266361.01,754.287903
531380.01,2266461.01,760.577805
531380.01,2266561.01,763.813171
531380.01,2266661.01,767.124725
531380.01,2266761.01,768.855591
531380.01,2266861.01,770.043396
531380.01,2266961.01,769.455627
531380.01,2267061.01,768.008209
531380.01,2267161.01,768.087891
531380.01,2267261.01,767.911804
531380.01,2267361.01,767.452881
531380.01,2267461.01,767.047516
531380.01,2267561.01,766.627655
531380.01,2267661.01,765.093964
531380.01,2267761.01,763.216278
531380.01,2267861.01,761.92334
531380.01,2267961.01,760.402161
531380.01,2268061.01,-9999
531480.01,2262661.01,-9999
531480.01,2262761.01,784.500076
531480.01,2262861.01,786.241882
531480.01,2262961.01,787.726898
531480.01,2263061.01,787.042236
531480.01,2263161.01,786.48645
531480.01,2263261.01,787.350586
531480.01,2263361.01,785.974472
531480.01,2263461.01,784.883087
531480.01,2263561.01,784.647034
531480.01,2263661.01,784.561096
531480.01,2263761.01,784.754211
531480.01,2263861.01,781.996216
531480.01,2263961.01,781.698669
531480.01,2264061.01,781.804581
531480.01,2264161.01,779.211365
531480.01,2264261.01,778.895111
531480.01,2264361.01,778.126404
531480.01,2264461.01,775.525543
531480.01,2264561.01,775.19574
531480.01,2264661.01,772.746262
531480.01,2264761.01,764.780884
531480.01,2264861.01,762.004364
531480.01,2264961.01,762.951355
531480.01,2265061.01,758.873657
531480.01,2265161.01,755.93689
531480.01,2265261.01,754.139771
531480.01,2265361.01,753.732452
531480.01,2265461.01,756.337311
531480.01,2265561.01,758.612732
531480.01,2265661.01,762.68927
531480.01,2265761.01,768.259918
531480.01,2265861.01,772.863373
531480.01,2265961.01,776.018005
531480.01,2266061.01,756.546478
531480.01,2266161.01,744.251587
531480.01,2266261.01,746.922058
531480.01,2266361.01,754.721863
531480.01,2266461.01,761.966797
531480.01,2266561.01,764.844208
531480.01,2266661.01,768.517044
531480.01,2266761.01,770.516296
531480.01,2266861.01,770.633148
531480.01,2266961.01,769.604065
531480.01,2267061.01,767.727478
531480.01,2267161.01,767.313263
531480.01,2267261.01,766.859467
531480.01,2267361.01,766.081024
531480.01,2267461.01,764.921936
531480.01,2267561.01,764.540833
531480.01,2267661.01,762.294495
531480.01,2267761.01,762.587769
531480.01,2267861.01,762.00473
531480.01,2267961.01,759.681824
531480.01,2268061.01,759.242126
531480.01,2268161.01,-9999
531580.01,2262661.01,782.354034
531580.01,2262761.01,785.011475
531580.01,2262861.01,785.690308
531580.01,2262961.01,784.736633
531580.01,2263061.01,784.754639
531580.01,2263161.01,783.642715
531580.01,2263261.01,784.222046
531580.01,2263361.01,784.231293
531580.01,2263461.01,782.897034
531580.01,2263561.01,782.749542
531580.01,2263661.01,783.398804
531580.01,2263761.01,783.958038
531580.01,2263861.01,781.677277
531580.01,2263961.01,781.738892
531580.01,2264061.01,782.991516
531580.01,2264161.01,778.214722
531580.01,2264261.01,776.553329
531580.01,2264361.01,775.322205
531580.01,2264461.01,775.776505
531580.01,2264561.01,775.831238
531580.01,2264661.01,771.447144
531580.01,2264761.01,763.807434
531580.01,2264861.01,760.719498
531580.01,2264961.01,760.635529
531580.01,2265061.01,757.975433
531580.01,2265161.01,755.313843
531580.01,2265261.01,753.907684
531580.01,2265361.01,752.94519
531580.01,2265461.01,754.501892
531580.01,2265561.01,755.680267
531580.01,2265661.01,760.480591
531580.01,2265761.01,767.444275
531580.01,2265861.01,773.345703
531580.01,2265961.01,776.386688
531580.01,2266061.01,772.008972
531580.01,2266161.01,758.473541
531580.01,2266261.01,746.916534
531580.01,2266361.01,753.871231
531580.01,2266461.01,757.732727
531580.01,2266561.01,763.800293
531580.01,2266661.01,767.779358
531580.01,2266761.01,769.799377
531580.01,2266861.01,769.521118
531580.01,2266961.01,769.552887
531580.01,2267061.01,768.043655
531580.01,2267161.01,766.839417
531580.01,2267261.01,765.63681
531580.01,2267361.01,764.176147
531580.01,2267461.01,763.616455
531580.01,2267561.01,762.304688
531580.01,2267661.01,763.374985
531580.01,2267761.01,762.651001
531580.01,2267861.01,761.558594
531580.01,2267961.01,760.401611
531580.01,2268061.01,759.907562
531580.01,2268161.01,-9999
531580.01,2268261.01,-9999
531680.01,2262561.01,780.985107
531680.01,2262661.01,781.490219
531680.01,2262761.01,782.62085
531680.01,2262861.01,784.649551
531680.01,2262961.01,783.582458
531680.01,2263061.01,782.624359
531680.01,2263161.01,782.50531
531680.01,2263261.01,783.39798
531680.01,2263361.01,783.091278
531680.01,2263461.01,783.663513
531680.01,2263561.01,784.090424
531680.01,2263661.01,784.496033
531680.01,2263761.01,783.753387
531680.01,2263861.01,783.138245
531680.01,2263961.01,783.189728
531680.01,2264061.01,782.075317
531680.01,2264161.01,778.421036
531680.01,2264261.01,776.942139
531680.01,2264361.01,774.522949
531680.01,2264461.01,774.951538
531680.01,2264561.01,772.530731
531680.01,2264661.01,767.24791
531680.01,2264761.01,760.221466
531680.01,2264861.01,759.588196
531680.01,2264961.01,759.873901
531680.01,2265061.01,757.406128
531680.01,2265161.01,756.110962
531680.01,2265261.01,753.950165
531680.01,2265361.01,753.076477
531680.01,2265461.01,753.326233
531680.01,2265561.01,753.494568
531680.01,2265661.01,757.813416
531680.01,2265761.01,766.347839
531680.01,2265861.01,772.800751
531680.01,2265961.01,779.417297
531680.01,2266061.01,777.490112
531680.01,2266161.01,772.899017
531680.01,2266261.01,747.376343
531680.01,2266361.01,753.638245
531680.01,2266461.01,757.266449
531680.01,2266561.01,763.504898
531680.01,2266661.01,767.402008
531680.01,2266761.01,767.253265
531680.01,2266861.01,767.416565
531680.01,2266961.01,767.478821
531680.01,2267061.01,766.228973
531680.01,2267161.01,765.484131
531680.01,2267261.01,765.563293
531680.01,2267361.01,764.841095
531680.01,2267461.01,764.286133
531680.01,2267561.01,764.493286
531680.01,2267661.01,764.574188
531680.01,2267761.01,764.065735
531680.01,2267861.01,763.362366
531680.01,2267961.01,761.412231
531680.01,2268061.01,760.863098
531680.01,2268161.01,759.594543
531680.01,2268261.01,-9999
531780.01,2262461.01,778.505493
531780.01,2262561.01,781.342712
531780.01,2262661.01,784.02417
531780.01,2262761.01,785.649963
531780.01,2262861.01,786.327667
531780.01,2262961.01,786.348602
531780.01,2263061.01,785.072662
531780.01,2263161.01,785.156158
531780.01,2263261.01,786.257507
531780.01,2263361.01,785.834473
531780.01,2263461.01,786.064697
531780.01,2263561.01,787.133057
531780.01,2263661.01,785.555359
531780.01,2263761.01,784.254044
531780.01,2263861.01,784.47876
531780.01,2263961.01,781.285126
531780.01,2264061.01,779.718323
531780.01,2264161.01,778.237701
531780.01,2264261.01,776.984253
531780.01,2264361.01,774.619629
531780.01,2264461.01,771.730072
531780.01,2264561.01,770.207184
531780.01,2264661.01,767.168701
531780.01,2264761.01,760.713501
531780.01,2264861.01,759.384613
531780.01,2264961.01,760.864258
531780.01,2265061.01,758.508438
531780.01,2265161.01,756.839294
531780.01,2265261.01,754.897522
531780.01,2265361.01,753.309814
531780.01,2265461.01,752.119919
531780.01,2265561.01,751.976959
531780.01,2265661.01,756.610428
531780.01,2265761.01,765.28125
531780.01,2265861.01,770.607605
531780.01,2265961.01,779.141541
531780.01,2266061.01,780.452057
531780.01,2266161.01,779.303619
531780.01,2266261.01,755.485687
531780.01,2266361.01,752.368423
531780.01,2266461.01,754.569214
531780.01,2266561.01,761.071472
531780.01,2266661.01,763.491821
531780.01,2266761.01,762.808395
531780.01,2266861.01,764.10733
531780.01,2266961.01,764.178833
531780.01,2267061.01,763.747437
531780.01,2267161.01,765.792847
531780.01,2267261.01,766.944092
531780.01,2267361.01,766.704803
531780.01,2267461.01,764.365143
531780.01,2267561.01,764.940826
531780.01,2267661.01,765.329056
531780.01,2267761.01,765.46051
531780.01,2267861.01,764.118896
531780.01,2267961.01,763.586548
531780.01,2268061.01,762.718842
531780.01,2268161.01,761.104279
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,782.061401
531880.01,2262461.01,781.509949
531880.01,2262561.01,783.297623
531880.01,2262661.01,785.498352
531880.01,2262761.01,788.361801
531880.01,2262861.01,789.219421
531880.01,2262961.01,787.624084
531880.01,2263061.01,787.131653
531880.01,2263161.01,788.42981
531880.01,2263261.01,788.734711
531880.01,2263361.01,789.878937
531880.01,2263461.01,791.707596
531880.01,2263561.01,792.205566
531880.01,2263661.01,788.756866
531880.01,2263761.01,785.957703
531880.01,2263861.01,784.970169
531880.01,2263961.01,781.278534
531880.01,2264061.01,779.55899
531880.01,2264161.01,778.909607
531880.01,2264261.01,776.370789
531880.01,2264361.01,773.884613
531880.01,2264461.01,771.013245
531880.01,2264561.01,769.3638
531880.01,2264661.01,765.731934
531880.01,2264761.01,759.913132
531880.01,2264861.01,760.768188
531880.01,2264961.01,762.829407
531880.01,2265061.01,759.490906
531880.01,2265161.01,758.465576
531880.01,2265261.01,755.456146
531880.01,2265361.01,753.098755
531880.01,2265461.01,751.622498
531880.01,2265561.01,751.07843
531880.01,2265661.01,755.946472
531880.01,2265761.01,760.289917
531880.01,2265861.01,769.520813
531880.01,2265961.01,778.596252
531880.01,2266061.01,782.066681
531880.01,2266161.01,784.006775
531880.01,2266261.01,768.586914
531880.01,2266361.01,751.58728
531880.01,2266461.01,753.873596
531880.01,2266561.01,758.50592
531880.01,2266661.01,760.456696
531880.01,2266761.01,761.501556
531880.01,2266861.01,763.492859
531880.01,2266961.01,764.298584
531880.01,2267061.01,764.623291
531880.01,2267161.01,765.809296
531880.01,2267261.01,767.842377
531880.01,2267361.01,767.731812
531880.01,2267461.01,764.607483
531880.01,2267561.01,764.864929
531880.01,2267661.01,765.459045
531880.01,2267761.01,765.307175
531880.01,2267861.01,763.160858
531880.01,2267961.01,758.538757
531880.01,2268061.01,758.748779
531880.01,2268161.01,758.204407
531880.01,2268261.01,757.162292
531880.01,2268361.01,-9999
531980.01,2262361.01,791.580902
531980.01,2262461.01,787.891937
531980.01,2262561.01,788.199768
531980.01,2262661.01,789.87793
531980.01,2262761.01,797.132019
531980.01,2262861.01,800.91748
531980.01,2262961.01,794.501083
531980.01,2263061.01,790.792999
531980.01,2263161.01,790.338516
531980.01,2263261.01,795.315613
531980.01,2263361.01,791.824097
531980.01,2263461.01,793.670044
531980.01,2263561.01,792.599182
531980.01,2263661.01,789.443054
531980.01,2263761.01,786.085999
531980.01,2263861.01,783.366791
531980.01,2263961.01,781.174622
531980.01,2264061.01,780.70459
531980.01,2264161.01,780.375916
531980.01,2264261.01,778.454559
531980.01,2264361.01,774.914673
531980.01,2264461.01,773.265411
531980.01,2264561.01,768.919006
531980.01,2264661.01,766.164429
531980.01,2264761.01,765.730469
531980.01,2264861.01,767.835663
531980.01,2264961.01,766.428345
531980.01,2265061.01,761.086761
531980.01,2265161.01,759.651337
531980.01,2265261.01,756.185547
531980.01,2265361.01,752.928864
531980.01,2265461.01,750.925262
531980.01,2265561.01,749.386383
531980.01,2265661.01,753.674286
531980.01,2265761.01,756.641541
531980.01,2265861.01,765.156494
531980.01,2265961.01,774.739563
531980.01,2266061.01,779.450897
531980.01,2266161.01,785.084167
531980.01,2266261.01,778.041031
531980.01,2266361.01,760.164185
531980.01,2266461.01,755.477814
531980.01,2266561.01,758.337341
531980.01,2266661.01,759.11319
531980.01,2266761.01,761.079895
531980.01,2266861.01,763.998779
531980.01,2266961.01,765.612885
531980.01,2267061.01,767.118591
531980.01,2267161.01,766.842743
531980.01,2267261.01,768.481018
531980.01,2267361.01,767.507904
531980.01,2267461.01,765.607025
531980.01,2267561.01,765.168381
531980.01,2267661.01,764.491333
531980.01,2267761.01,763.133331
531980.01,2267861.01,760.97522
531980.01,2267961.01,760.246994
531980.01,2268061.01,759.3172
531980.01,2268161.01,758.520538
531980.01,2268261.01,757.262451
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,799.340515
532080.01,2262361.01,809.436707
532080.01,2262461.01,806.797668
532080.01,2262561.01,810.793594
532080.01,2262661.01,815.470093
532080.01,2262761.01,822.444916
532080.01,2262861.01,824.846924
532080.01,2262961.01,825.435974
532080.01,2263061.01,823.577087
532080.01,2263161.01,824.297623
532080.01,2263261.01,817.826782
532080.01,2263361.01,808.010208
532080.01,2263461.01,798.465668
532080.01,2263561.01,797.827026
532080.01,2263661.01,796.010284
532080.01,2263761.01,787.576355
532080.01,2263861.01,787.216797
532080.01,2263961.01,783.77179
532080.01,2264061.01,783.126282
532080.01,2264161.01,784.300049
532080.01,2264261.01,782.53952
532080.01,2264361.01,779.190308
532080.01,2264461.01,778.663528
532080.01,2264561.01,774.99057
532080.01,2264661.01,771.914322
532080.01,2264761.01,770.603516
532080.01,2264861.01,768.865265
532080.01,2264961.01,765.105835
532080.01,2265061.01,762.268921
532080.01,2265161.01,757.927811
532080.01,2265261.01,755.476837
532080.01,2265361.01,751.59671
532080.01,2265461.01,750.277771
532080.01,2265561.01,748.988739
532080.01,2265661.01,751.54364
532080.01,2265761.01,753.464066
532080.01,2265861.01,760.515778
532080.01,2265961.01,768.833511
532080.01,2266061.01,774.210266
532080.01,2266161.01,780.547455
532080.01,2266261.01,778.392822
532080.01,2266361.01,768.787231
532080.01,2266461.01,752.229706
532080.01,2266561.01,755.776733
532080.01,2266661.01,756.00592
532080.01,2266761.01,759.869202
532080.01,2266861.01,764.040283
532080.01,2266961.01,765.339355
532080.01,2267061.01,768.090881
532080.01,2267161.01,768.285522
532080.01,2267261.01,768.753052
532080.01,2267361.01,767.679688
532080.01,2267461.01,766.105072
532080.01,2267561.01,766.030426
532080.01,2267661.01,765.714539
532080.01,2267761.01,764.502625
532080.01,2267861.01,761.935608
532080.01,2267961.01,761.233307
532080.01,2268061.01,760.288574
532080.01,2268161.01,759.543854
532080.01,2268261.01,757.967682
532080.01,2268361.01,756.437897
532080.01,2268461.01,-9999
532180.01,2262161.01,805.511475
532180.01,2262261.01,812.19014
532180.01,2262361.01,818.334778
532180.01,2262461.01,819.819031
532180.01,2262561.01,823.657043
532180.01,2262661.01,826.079163
532180.01,2262761.01,826.566132
532180.01,2262861.01,823.316498
532180.01,2262961.01,823.972351
532180.01,2263061.01,827.064819
532180.01,2263161.01,824.962036
532180.01,2263261.01,823.03363
532180.01,2263361.01,821.61203
532180.01,2263461.01,820.388519
532180.01,2263561.01,817.322723
532180.01,2263661.01,809.58551
532180.01,2263761.01,806.679413
532180.01,2263861.01,801.047913
532180.01,2263961.01,796.513214
532180.01,2264061.01,792.456207
532180.01,2264161.01,789.886871
532180.01,2264261.01,786.311737
532180.01,2264361.01,783.588043
532180.01,2264461.01,781.217163
532180.01,2264561.01,778.436584
532180.01,2264661.01,775.367462
532180.01,2264761.01,771.994141
532180.01,2264861.01,767.662766
532180.01,2264961.01,764.344452
532180.01,2265061.01,761.850006
532180.01,2265161.01,756.731262
532180.01,2265261.01,755.20932
532180.01,2265361.01,754.782272
532180.01,2265461.01,752.35144
532180.01,2265561.01,751.256409
532180.01,2265661.01,750.924255
532180.01,2265761.01,751.617798
532180.01,2265861.01,757.1651
532180.01,2265961.01,763.105804
532180.01,2266061.01,767.285522
532180.01,2266161.01,772.85907
532180.01,2266261.01,776.015442
532180.01,2266361.01,774.498901
532180.01,2266461.01,753.050781
532180.01,2266561.01,754.315918
532180.01,2266661.01,756.823868
532180.01,2266761.01,758.165588
532180.01,2266861.01,760.596924
532180.01,2266961.01,761.598083
532180.01,2267061.01,766.653625
532180.01,2267161.01,769.350342
532180.01,2267261.01,769.003113
532180.01,2267361.01,768.908875
532180.01,2267461.01,768.481583
532180.01,2267561.01,767.26535
532180.01,2267661.01,766.637024
532180.01,2267761.01,766.092285
532180.01,2267861.01,763.240662
532180.01,2267961.01,762.440918
532180.01,2268061.01,761.728973
532180.01,2268161.01,759.719467
532180.01,2268261.01,757.611694
532180.01,2268361.01,755.247833
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,806.049942
532280.01,2262161.01,811.69812
532280.01,2262261.01,819.497925
532280.01,2262361.01,825.37085
532280.01,2262461.01,827.055023
532280.01,2262561.01,827.22406
532280.01,2262661.01,829.614578
532280.01,2262761.01,827.131439
532280.01,2262861.01,822.625977
532280.01,2262961.01,820.241455
532280.01,2263061.01,822.015411
532280.01,2263161.01,815.329147
532280.01,2263261.01,818.697723
532280.01,2263361.01,817.289017
532280.01,2263461.01,815.1604
532280.01,2263561.01,812.355438
532280.01,2263661.01,807.611816
532280.01,2263761.01,803.738617
532280.01,2263861.01,799.184448
532280.01,2263961.01,796.133026
532280.01,2264061.01,792.60675
532280.01,2264161.01,787.384918
532280.01,2264261.01,783.436462
532280.01,2264361.01,782.061279
532280.01,2264461.01,777.772324
532280.01,2264561.01,774.092926
532280.01,2264661.01,771.055603
532280.01,2264761.01,769.0896
532280.01,2264861.01,766.183899
532280.01,2264961.01,763.768799
532280.01,2265061.01,760.621201
532280.01,2265161.01,754.554382
532280.01,2265261.01,752.739441
532280.01,2265361.01,753.231689
532280.01,2265461.01,752.281189
532280.01,2265561.01,750.907471
532280.01,2265661.01,750.490677
532280.01,2265761.01,750.011414
532280.01,2265861.01,753.328644
532280.01,2265961.01,755.140289
532280.01,2266061.01,761.355164
532280.01,2266161.01,768.051697
532280.01,2266261.01,773.131592
532280.01,2266361.01,774.584717
532280.01,2266461.01,760.637512
532280.01,2266561.01,755.320572
532280.01,2266661.01,756.626587
532280.01,2266761.01,757.829437
532280.01,2266861.01,758.642883
532280.01,2266961.01,760.182404
532280.01,2267061.01,763.226852
532280.01,2267161.01,766.031586
532280.01,2267261.01,766.342377
532280.01,2267361.01,768.618164
532280.01,2267461.01,769.412598
532280.01,2267561.01,767.946198
532280.01,2267661.01,766.750595
532280.01,2267761.01,765.809448
532280.01,2267861.01,764.500565
532280.01,2267961.01,763.820313
532280.01,2268061.01,762.342377
532280.01,2268161.01,759.60614
532280.01,2268261.01,757.800171
532280.01,2268361.01,754.957809
532280.01,2268461.01,754.723938
532280.01,2268561.01,-9999
532380.01,2262061.01,807.521851
532380.01,2262161.01,812.453568
532380.01,2262261.01,820.12709
532380.01,2262361.01,822.992401
532380.01,2262461.01,821.954163
532380.01,2262561.01,821.86084
532380.01,2262661.01,824.422211
532380.01,2262761.01,823.38028
532380.01,2262861.01,823.391663
532380.01,2262961.01,820.261749
532380.01,2263061.01,815.520157
532380.01,2263161.01,817.580627
532380.01,2263261.01,818.284851
532380.01,2263361.01,816.113342
532380.01,2263461.01,812.996536
532380.01,2263561.01,806.014374
532380.01,2263661.01,801.328735
532380.01,2263761.01,797.850128
532380.01,2263861.01,795.41449
532380.01,2263961.01,794.03299
532380.01,2264061.01,791.551147
532380.01,2264161.01,786.690231
532380.01,2264261.01,781.739899
532380.01,2264361.01,777.864258
532380.01,2264461.01,775.657715
532380.01,2264561.01,773.275146
532380.01,2264661.01,769.53772
532380.01,2264761.01,767.83905
532380.01,2264861.01,762.430923
532380.01,2264961.01,763.15509
532380.01,2265061.01,761.747559
532380.01,2265161.01,755.672119
532380.01,2265261.01,752.330902
532380.01,2265361.01,751.316223
532380.01,2265461.01,749.545792
532380.01,2265561.01,749.003693
532380.01,2265661.01,749.341675
532380.01,2265761.01,748.907166
532380.01,2265861.01,750.653809
532380.01,2265961.01,752.731384
532380.01,2266061.01,757.937897
532380.01,2266161.01,764.703369
532380.01,2266261.01,767.600464
532380.01,2266361.01,771.518524
532380.01,2266461.01,766.802185
532380.01,2266561.01,754.103546
532380.01,2266661.01,754.686523
532380.01,2266761.01,755.933838
532380.01,2266861.01,758.596741
532380.01,2266961.01,760.93396
532380.01,2267061.01,762.491272
532380.01,2267161.01,763.935303
532380.01,2267261.01,763.186462
532380.01,2267361.01,765.204147
532380.01,2267461.01,763.741867
532380.01,2267561.01,763.13208
532380.01,2267661.01,763.83313
532380.01,2267761.01,763.292175
532380.01,2267861.01,762.556442
532380.01,2267961.01,761.208618
532380.01,2268061.01,760.228317
532380.01,2268161.01,759.236328
532380.01,2268261.01,757.075043
532380.01,2268361.01,756.338257
532380.01,2268461.01,755.386108
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,806.06636
532480.01,2262061.01,810.41394
532480.01,2262161.01,813.427979
532480.01,2262261.01,817.587341
532480.01,2262361.01,819.412933
532480.01,2262461.01,818.31601
532480.01,2262561.01,816.980377
532480.01,2262661.01,812.666
532480.01,2262761.01,811.752625
532480.01,2262861.01,815.490631
532480.01,2262961.01,814.66571
532480.01,2263061.01,812.180496
532480.01,2263161.01,814.805786
532480.01,2263261.01,814.809799
532480.01,2263361.01,811.229248
532480.01,2263461.01,808.96759
532480.01,2263561.01,805.844421
532480.01,2263661.01,800.746216
532480.01,2263761.01,798.512115
532480.01,2263861.01,795.639114
532480.01,2263961.01,791.906738
532480.01,2264061.01,788.391418
