"X","Y","H03_TCraie (TWT)"
535480.01,2263561.01,-35.71953997
535480.01,2263661.01,-36.755088717
535480.01,2263761.01,-38.634177297
535480.01,2263861.01,-41.86071828
535480.01,2263961.01,-44.112909585
535480.01,2264061.01,-46.41237855
535480.01,2264161.01,-48.756603152
535480.01,2264261.01,-50.831202418
535480.01,2264361.01,-52.235443145
535480.01,2264461.01,-52.96972394
535480.01,2264561.01,-52.971944213
535480.01,2264661.01,-52.998829633
535480.01,2264761.01,-52.932955325
535480.01,2264861.01,-50.571683794
535480.01,2264961.01,-47.67408967
535480.01,2265061.01,-44.530615211
535480.01,2265161.01,-41.457764804
535480.01,2265261.01,-38.843493909
535480.01,2265361.01,-37.063114345
535480.01,2265461.01,-36.417674273
535480.01,2265561.01,-37.047419697
535480.01,2265661.01,-38.802433759
535480.01,2265761.01,-41.352149099
535480.01,2265861.01,-44.273868203
535480.01,2265961.01,-47.192003578
535480.01,2266061.01,-49.813468009
535480.01,2266161.01,-51.889576018
535480.01,2266261.01,-53.196892142
535480.01,2266361.01,-53.573176265
535480.01,2266461.01,-52.989251912
535480.01,2266561.01,-51.558673382
535480.01,2266661.01,-49.479328096
535480.01,2266761.01,-46.950954944
535480.01,2266861.01,-44.076319784
535480.01,2266961.01,-41.017670184
535480.01,2267061.01,-37.926889956
535480.01,2267161.01,-34.957040101
535480.01,2267261.01,-32.21443668
535480.01,2267361.01,-29.744204134
535480.01,2267461.01,-27.705585584
535480.01,2267561.01,-25.994557887
535480.01,2267661.01,-24.3346598
535480.01,2267761.01,-23.018211126
535480.01,2267861.01,-22.166378796
535480.01,2267961.01,-21.210635081
535480.01,2268061.01,-20.410992205
535480.01,2268161.01,-19.670465961
535480.01,2268261.01,-19.000697881
535480.01,2268361.01,-18.095448613
535480.01,2268461.01,-17.330316827
535480.01,2268561.01,-16.637386754
535480.01,2268661.01,-15.82348533
535480.01,2268761.01,-14.908477664
535480.01,2268861.01,-13.884040527
535480.01,2268961.01,-12.836175971
535480.01,2269061.01,-11.797774583
535480.01,2269161.01,-10.824068449
535480.01,2269261.01,-9.971184656
535480.01,2269361.01,-9.256176651
535480.01,2269461.01,-8.717864752
535480.01,2269561.01,-8.364052512
535480.01,2269661.01,-8.205599152
535480.01,2269761.01,-8.110743947
535480.01,2269861.01,-7.949793711
535480.01,2269961.01,-7.590986323
535480.01,2270061.01,-6.940339692
535480.01,2270161.01,-6.079662591
535480.01,2270261.01,-5.615740083
535480.01,2270361.01,-4.900690634
535480.01,2270461.01,-4.105523694
535480.01,2270561.01,-3.113426734
535480.01,2270661.01,-1.967864111
535480.01,2270761.01,-0.750134059
535480.01,2270861.01,-0.000000953
535480.01,2270961.01,0.000000053
535480.01,2271061.01,-0.000003117
535480.01,2271161.01,0.000003662
535480.01,2271261.01,0.000001974
535480.01,2271361.01,-0.000002195
535480.01,2271461.01,-0.000000542
535480.01,2271561.01,0.000000676
535480.01,2271661.01,-0.000000081
535480.01,2271761.01,0.000000601
535480.01,2271861.01,-0.000002508
535480.01,2271961.01,0.000000418
535480.01,2272061.01,0.000000142
535580.01,2260861.01,-13.200415298
535580.01,2260961.01,-15.256080776
535580.01,2261061.01,-17.087424174
535580.01,2261161.01,-18.221788108
535580.01,2261261.01,-19.044715911
535580.01,2261361.01,-19.697349519
535580.01,2261461.01,-20.096261054
535580.01,2261561.01,-20.230334252
535580.01,2261661.01,-19.491296262
535580.01,2261761.01,-18.907766789
535580.01,2261861.01,-19.517794251
535580.01,2261961.01,-20.15806362
535580.01,2262061.01,-20.062994212
535580.01,2262161.01,-19.275616854
535580.01,2262261.01,-20.697966218
535580.01,2262361.01,-21.261325106
535580.01,2262461.01,-21.883009002
535580.01,2262561.01,-22.598065436
535580.01,2262661.01,-23.460175842
535580.01,2262761.01,-24.44640547
535580.01,2262861.01,-25.55513382
535580.01,2262961.01,-26.798432693
535580.01,2263061.01,-28.134951368
535580.01,2263161.01,-29.574081302
535580.01,2263261.01,-31.104888767
535580.01,2263361.01,-32.038874924
535580.01,2263461.01,-33.801913261
535580.01,2263561.01,-36.140557379
535580.01,2263661.01,-37.692993879
535580.01,2263761.01,-39.512634277
535580.01,2263861.01,-41.806716472
535580.01,2263961.01,-43.875019997
535580.01,2264061.01,-46.097032726
535580.01,2264161.01,-48.17539081
535580.01,2264261.01,-50.056762993
535580.01,2264361.01,-51.418129355
535580.01,2264461.01,-52.089817822
535580.01,2264561.01,-52.425965667
535580.01,2264661.01,-52.643012255
535580.01,2264761.01,-52.069347352
535580.01,2264861.01,-50.028093159
535580.01,2264961.01,-47.465384007
535580.01,2265061.01,-44.672176242
535580.01,2265161.01,-41.951026767
535580.01,2265261.01,-39.624921978
535580.01,2265361.01,-38.013573736
535580.01,2265461.01,-37.347607315
535580.01,2265561.01,-37.74587065
535580.01,2265661.01,-39.121028036
535580.01,2265761.01,-41.277434677
535580.01,2265861.01,-43.928686529
535580.01,2265961.01,-46.761386096
535580.01,2266061.01,-49.477718771
535580.01,2266161.01,-51.759444177
535580.01,2266261.01,-53.312364966
535580.01,2266361.01,-53.890772164
535580.01,2266461.01,-53.38781327
535580.01,2266561.01,-51.932729781
535580.01,2266661.01,-49.809262156
535580.01,2266761.01,-47.205727547
535580.01,2266861.01,-44.245794415
535580.01,2266961.01,-41.093278676
535580.01,2267061.01,-37.916187197
535580.01,2267161.01,-34.875109792
535580.01,2267261.01,-32.09553659
535580.01,2267361.01,-29.620500281
535580.01,2267461.01,-27.644565329
535580.01,2267561.01,-25.856982917
535580.01,2267661.01,-24.357125163
535580.01,2267761.01,-23.064713925
535580.01,2267861.01,-22.009549662
535580.01,2267961.01,-21.041562781
535580.01,2268061.01,-20.209919661
535580.01,2268161.01,-19.272712991
535580.01,2268261.01,-18.450777978
535580.01,2268361.01,-17.73445867
535580.01,2268461.01,-17.002657056
535580.01,2268561.01,-16.194967553
535580.01,2268661.01,-15.275360085
535580.01,2268761.01,-14.230374247
535580.01,2268861.01,-13.064985164
535580.01,2268961.01,-11.87841408
535580.01,2269061.01,-10.730994865
535580.01,2269161.01,-9.694761597
535580.01,2269261.01,-8.840669878
535580.01,2269361.01,-8.183821104
535580.01,2269461.01,-7.764575537
535580.01,2269561.01,-7.581207436
535580.01,2269661.01,-7.61931669
535580.01,2269761.01,-7.757565007
535580.01,2269861.01,-7.871110924
535580.01,2269961.01,-7.753876038
535580.01,2270061.01,-7.364809979
535580.01,2270161.01,-6.611117162
535580.01,2270261.01,-5.983564071
535580.01,2270361.01,-5.382102914
535580.01,2270461.01,-4.613672849
535580.01,2270561.01,-3.695674939
535580.01,2270661.01,-2.557729138
535580.01,2270761.01,-1.451873919
535580.01,2270861.01,-0.209677906
535580.01,2270961.01,0.000003643
535580.01,2271061.01,0.000001973
535580.01,2271161.01,0.000002698
535580.01,2271261.01,0.000003475
535580.01,2271361.01,-0.000001604
535580.01,2271461.01,-0.000003569
535580.01,2271561.01,-0.000000838
535580.01,2271661.01,-0.000002287
535580.01,2271761.01,0.000003249
535580.01,2271861.01,-0.000002954
535580.01,2271961.01,-0.00000266
535580.01,2272061.01,-0.000004902
535680.01,2260861.01,-14.02655337
535680.01,2260961.01,-16.179420054
535680.01,2261061.01,-17.967583612
535680.01,2261161.01,-19.140096381
535680.01,2261261.01,-20.30303888
535680.01,2261361.01,-21.203514189
535680.01,2261461.01,-21.692650393
535680.01,2261561.01,-21.669296548
535680.01,2261661.01,-20.783582702
535680.01,2261761.01,-20.186604932
535680.01,2261861.01,-20.754633471
535680.01,2261961.01,-21.592246369
535680.01,2262061.01,-21.356822923
535680.01,2262161.01,-19.822057337
535680.01,2262261.01,-20.796945319
535680.01,2262361.01,-22.386010736
535680.01,2262461.01,-23.192357272
535680.01,2262561.01,-23.792125285
535680.01,2262661.01,-24.461392313
535680.01,2262761.01,-24.879513308
535680.01,2262861.01,-25.974908844
535680.01,2262961.01,-27.831861749
535680.01,2263061.01,-29.095640406
535680.01,2263161.01,-30.386954546
535680.01,2263261.01,-31.468063593
535680.01,2263361.01,-32.572302967
535680.01,2263461.01,-34.00189057
535680.01,2263561.01,-35.999692976
535680.01,2263661.01,-37.815347314
535680.01,2263761.01,-39.51941058
535680.01,2263861.01,-41.244231164
535680.01,2263961.01,-43.08328405
535680.01,2264061.01,-44.872414321
535680.01,2264161.01,-46.870354563
535680.01,2264261.01,-47.568298876
535680.01,2264361.01,-50.066512078
535680.01,2264461.01,-50.636906177
535680.01,2264561.01,-50.831910223
535680.01,2264661.01,-51.367755979
535680.01,2264761.01,-51.135305315
535680.01,2264861.01,-49.521967769
535680.01,2264961.01,-47.41005227
535680.01,2265061.01,-45.064903796
535680.01,2265161.01,-42.734757066
535680.01,2265261.01,-40.716208518
535680.01,2265361.01,-39.261564612
535680.01,2265461.01,-38.565710187
535680.01,2265561.01,-38.715176284
535680.01,2265661.01,-39.703201503
535680.01,2265761.01,-41.443724185
535680.01,2265861.01,-43.777983636
535680.01,2265961.01,-46.488001943
535680.01,2266061.01,-49.251738936
535680.01,2266161.01,-51.722459495
535680.01,2266261.01,-53.521145135
535680.01,2266361.01,-54.331321269
535680.01,2266461.01,-53.949903697
535680.01,2266561.01,-52.498668432
535680.01,2266661.01,-50.320744514
535680.01,2266761.01,-47.632418573
535680.01,2266861.01,-44.584348798
535680.01,2266961.01,-41.346285492
535680.01,2267061.01,-38.088347763
535680.01,2267161.01,-34.977518022
535680.01,2267261.01,-32.16213733
535680.01,2267361.01,-29.770266265
535680.01,2267461.01,-27.673395351
535680.01,2267561.01,-25.899697095
535680.01,2267661.01,-24.359364063
535680.01,2267761.01,-23.011451587
535680.01,2267861.01,-21.865135059
535680.01,2267961.01,-20.844988525
535680.01,2268061.01,-19.801886752
535680.01,2268161.01,-18.967412412
535680.01,2268261.01,-18.067535013
535680.01,2268361.01,-17.279792577
535680.01,2268461.01,-16.453225166
535680.01,2268561.01,-15.545563772
535680.01,2268661.01,-14.511702582
535680.01,2268761.01,-13.330531307
535680.01,2268861.01,-12.020672671
535680.01,2268961.01,-10.700416751
535680.01,2269061.01,-9.46705509
535680.01,2269161.01,-8.407331072
535680.01,2269261.01,-7.598278113
535680.01,2269361.01,-7.044877857
535680.01,2269461.01,-6.801391952
535680.01,2269561.01,-6.817677058
535680.01,2269661.01,-7.076471578
535680.01,2269761.01,-7.449802011
535680.01,2269861.01,-7.809975185
535680.01,2269961.01,-7.939998992
535680.01,2270061.01,-7.80555699
535680.01,2270161.01,-7.268235553
535680.01,2270261.01,-6.250457373
535680.01,2270361.01,-5.746747833
535680.01,2270461.01,-5.051777232
535680.01,2270561.01,-4.188411869
535680.01,2270661.01,-3.089743434
535680.01,2270761.01,-1.927394769
535680.01,2270861.01,-0.678560464
535680.01,2270961.01,-0.000001573
535680.01,2271061.01,-0.000003587
535680.01,2271161.01,0.000002127
535680.01,2271261.01,0.000001515
535680.01,2271361.01,-0.000001942
535680.01,2271461.01,-0.000000297
535680.01,2271561.01,0.000003305
535680.01,2271661.01,-0.000002671
535680.01,2271761.01,-0.000001791
535680.01,2271861.01,0.000003074
535680.01,2271961.01,-0.000000515
535680.01,2272061.01,-0.000003567
535680.01,2272161.01,0.000002814
535780.01,2260861.01,-14.526978135
535780.01,2260961.01,-16.73265174
535780.01,2261061.01,-18.565338105
535780.01,2261161.01,-19.954532385
535780.01,2261261.01,-21.117977798
535780.01,2261361.01,-22.162947804
535780.01,2261461.01,-22.493666038
535780.01,2261561.01,-22.208599374
535780.01,2261661.01,-21.750682965
535780.01,2261761.01,-21.285263821
535780.01,2261861.01,-21.244496107
535780.01,2261961.01,-21.735679358
535780.01,2262061.01,-21.42435126
535780.01,2262161.01,-20.273739472
535780.01,2262261.01,-20.290240645
535780.01,2262361.01,-21.741583943
535780.01,2262461.01,-22.953301668
535780.01,2262561.01,-23.416018113
535780.01,2262661.01,-23.744758219
535780.01,2262761.01,-24.233056232
535780.01,2262861.01,-25.707028806
535780.01,2262961.01,-28.029982001
535780.01,2263061.01,-29.897455126
535780.01,2263161.01,-30.786644667
535780.01,2263261.01,-31.910654157
535780.01,2263361.01,-32.927665859
535780.01,2263461.01,-33.959165215
535780.01,2263561.01,-35.607848316
535780.01,2263661.01,-37.553433329
535780.01,2263761.01,-38.824986666
535780.01,2263861.01,-40.218934417
535780.01,2263961.01,-41.660834104
535780.01,2264061.01,-43.287761509
535780.01,2264161.01,-45.081648976
535780.01,2264261.01,-45.854318887
535780.01,2264361.01,-48.086058348
535780.01,2264461.01,-48.74175787
535780.01,2264561.01,-48.866376281
535780.01,2264661.01,-49.629364163
535780.01,2264761.01,-49.796409905
535780.01,2264861.01,-49.170497805
535780.01,2264961.01,-47.530710697
535780.01,2265061.01,-45.636016876
535780.01,2265161.01,-43.712269515
535780.01,2265261.01,-41.980262846
535780.01,2265361.01,-40.662452579
535780.01,2265461.01,-39.900597185
535780.01,2265561.01,-39.8003757
535780.01,2265661.01,-40.400978178
535780.01,2265761.01,-41.721824557
535780.01,2265861.01,-43.717175722
535780.01,2265961.01,-46.246189624
535780.01,2266061.01,-49.0135625
535780.01,2266161.01,-51.628299057
535780.01,2266261.01,-53.634222597
535780.01,2266361.01,-54.65881899
535780.01,2266461.01,-54.43213135
535780.01,2266561.01,-53.055498749
535780.01,2266661.01,-50.866514444
535780.01,2266761.01,-48.12368378
535780.01,2266861.01,-45.028164983
535780.01,2266961.01,-41.73983261
535780.01,2267061.01,-38.442339748
535780.01,2267161.01,-35.289414227
535780.01,2267261.01,-32.475784421
535780.01,2267361.01,-30.006818473
535780.01,2267461.01,-27.867909521
535780.01,2267561.01,-26.03241615
535780.01,2267661.01,-24.401454255
535780.01,2267761.01,-23.002808914
535780.01,2267861.01,-21.657042205
535780.01,2267961.01,-20.552456379
535780.01,2268061.01,-19.535105675
535780.01,2268161.01,-18.493229523
535780.01,2268261.01,-17.574807629
535780.01,2268361.01,-16.656115651
535780.01,2268461.01,-15.70048742
535780.01,2268561.01,-14.668352902
535780.01,2268661.01,-13.503074646
535780.01,2268761.01,-12.17664592
535780.01,2268861.01,-10.733632371
535780.01,2268961.01,-9.290004149
535780.01,2269061.01,-7.99082499
535780.01,2269161.01,-6.936470512
535780.01,2269261.01,-6.197244395
535780.01,2269361.01,-5.793307908
535780.01,2269461.01,-5.748077296
535780.01,2269561.01,-5.998908076
535780.01,2269661.01,-6.486852188
535780.01,2269761.01,-7.113688625
535780.01,2269861.01,-7.721697912
535780.01,2269961.01,-8.118864149
535780.01,2270061.01,-8.212017827
535780.01,2270161.01,-7.890385576
535780.01,2270261.01,-7.025228813
535780.01,2270361.01,-6.000729278
535780.01,2270461.01,-5.415594671
535780.01,2270561.01,-4.506436642
535780.01,2270661.01,-3.440466477
535780.01,2270761.01,-2.288094489
535780.01,2270861.01,-1.040025731
535780.01,2270961.01,-0.000001865
535780.01,2271061.01,-0.00000068
535780.01,2271161.01,0.000001728
535780.01,2271261.01,-0.000002051
535780.01,2271361.01,-0.000001921
535780.01,2271461.01,0.000001743
535780.01,2271561.01,-0.000001648
535780.01,2271661.01,0.000000972
535780.01,2271761.01,-0.000000411
535780.01,2271861.01,0.000001472
535780.01,2271961.01,0.000002527
535780.01,2272061.01,-0.000003588
535780.01,2272161.01,-0.000000554
535780.01,2272261.01,0.000003555
535880.01,2260861.01,-14.734840952
535880.01,2260961.01,-16.98647812
535880.01,2261061.01,-18.927577883
535880.01,2261161.01,-20.474318415
535880.01,2261261.01,-21.47737518
535880.01,2261361.01,-22.317932919
535880.01,2261461.01,-23.075360805
535880.01,2261561.01,-22.911114618
535880.01,2261661.01,-22.43806608
535880.01,2261761.01,-21.992798895
535880.01,2261861.01,-21.483821794
535880.01,2261961.01,-21.525619552
535880.01,2262061.01,-21.592075005
535880.01,2262161.01,-20.954411477
535880.01,2262261.01,-20.402085036
535880.01,2262361.01,-20.901849493
535880.01,2262461.01,-22.266274318
535880.01,2262561.01,-22.628922015
535880.01,2262661.01,-22.750286385
535880.01,2262761.01,-23.601595312
535880.01,2262861.01,-25.427762419
535880.01,2262961.01,-27.709402144
535880.01,2263061.01,-29.960475862
535880.01,2263161.01,-31.035620719
535880.01,2263261.01,-32.22476691
535880.01,2263361.01,-32.941542566
535880.01,2263461.01,-33.758733422
535880.01,2263561.01,-35.320322961
535880.01,2263661.01,-37.319798023
535880.01,2263761.01,-38.68630901
535880.01,2263861.01,-39.431646466
535880.01,2263961.01,-40.417347103
535880.01,2264061.01,-41.902434081
535880.01,2264161.01,-43.565336615
535880.01,2264261.01,-44.628366828
535880.01,2264361.01,-45.88386789
535880.01,2264461.01,-46.750646085
535880.01,2264561.01,-46.876452863
535880.01,2264661.01,-47.841362655
535880.01,2264761.01,-48.66559431
535880.01,2264861.01,-48.844583333
535880.01,2264961.01,-47.841269523
535880.01,2265061.01,-46.361777931
535880.01,2265161.01,-44.791944325
535880.01,2265261.01,-43.306488544
535880.01,2265361.01,-42.086731642
535880.01,2265461.01,-41.239414364
535880.01,2265561.01,-40.898103267
535880.01,2265661.01,-41.132219136
535880.01,2265761.01,-42.036928236
535880.01,2265861.01,-43.669585139
535880.01,2265961.01,-45.984316617
535880.01,2266061.01,-48.702821136
535880.01,2266161.01,-51.363650709
535880.01,2266261.01,-53.442046046
535880.01,2266361.01,-54.544836283
535880.01,2266461.01,-54.583188146
535880.01,2266561.01,-53.342219442
535880.01,2266661.01,-51.24251917
535880.01,2266761.01,-48.538781703
535880.01,2266861.01,-45.467387885
535880.01,2266961.01,-42.206689715
535880.01,2267061.01,-38.930978626
535880.01,2267161.01,-35.799577832
535880.01,2267261.01,-32.953999937
535880.01,2267361.01,-30.410701409
535880.01,2267461.01,-28.209220618
535880.01,2267561.01,-26.234408841
535880.01,2267661.01,-24.526474997
535880.01,2267761.01,-23.00696075
535880.01,2267861.01,-21.671911702
535880.01,2267961.01,-20.416235551
535880.01,2268061.01,-19.252050668
535880.01,2268161.01,-18.06701161
535880.01,2268261.01,-16.976403072
535880.01,2268361.01,-15.877941623
535880.01,2268461.01,-14.741461724
535880.01,2268561.01,-13.564423658
535880.01,2268661.01,-12.236161157
535880.01,2268761.01,-10.745256208
535880.01,2268861.01,-9.133681655
535880.01,2268961.01,-7.596167736
535880.01,2269061.01,-6.27278816
535880.01,2269161.01,-5.255628377
535880.01,2269261.01,-4.798387643
535880.01,2269361.01,-4.632099997
535880.01,2269461.01,-4.602141678
535880.01,2269561.01,-5.04948711
535880.01,2269661.01,-5.783025641
535880.01,2269761.01,-6.647717208
535880.01,2269861.01,-7.48937251
535880.01,2269961.01,-8.13791994
535880.01,2270061.01,-8.442886174
535880.01,2270161.01,-8.247997612
535880.01,2270261.01,-7.544171996
535880.01,2270361.01,-6.33105915
535880.01,2270461.01,-5.507686175
535880.01,2270561.01,-4.623535089
535880.01,2270661.01,-3.651114181
535880.01,2270761.01,-2.514928114
535880.01,2270861.01,-1.282400335
535880.01,2270961.01,-0.00908939
535880.01,2271061.01,-0.000002617
535880.01,2271161.01,0.000002517
535880.01,2271261.01,-0.000003262
535880.01,2271361.01,-0.000000482
535880.01,2271461.01,-0.00000352
535880.01,2271561.01,-0.000001814
535880.01,2271661.01,0.000001334
535880.01,2271761.01,0.000003067
535880.01,2271861.01,-0.000000973
535880.01,2271961.01,-0.000002304
535880.01,2272061.01,-0.000001363
535880.01,2272161.01,-0.000001616
535880.01,2272261.01,-0.000001486
535880.01,2272361.01,0.00000203
535980.01,2260861.01,-14.728513546
535980.01,2260961.01,-16.948025674
535980.01,2261061.01,-18.885977566
535980.01,2261161.01,-20.423708484
535980.01,2261261.01,-21.14472352
535980.01,2261361.01,-21.702952683
535980.01,2261461.01,-23.04561995
535980.01,2261561.01,-23.182971403
535980.01,2261661.01,-22.841697559
535980.01,2261761.01,-22.370481864
535980.01,2261861.01,-21.681884304
535980.01,2261961.01,-21.370125934
535980.01,2262061.01,-21.515659988
535980.01,2262161.01,-21.481296048
535980.01,2262261.01,-21.034894511
535980.01,2262361.01,-20.162725821
535980.01,2262461.01,-21.100535989
535980.01,2262561.01,-21.622961387
535980.01,2262661.01,-22.11323753
535980.01,2262761.01,-23.443965241
535980.01,2262861.01,-25.591140613
535980.01,2262961.01,-27.57598646
535980.01,2263061.01,-29.580419883
535980.01,2263161.01,-31.102064997
535980.01,2263261.01,-32.360695302
535980.01,2263361.01,-33.122621477
535980.01,2263461.01,-33.862091601
535980.01,2263561.01,-35.150598735
535980.01,2263661.01,-36.899194121
535980.01,2263761.01,-38.021489978
535980.01,2263861.01,-38.653526455
535980.01,2263961.01,-39.476104081
535980.01,2264061.01,-40.787532926
535980.01,2264161.01,-42.099248618
535980.01,2264261.01,-43.036889285
535980.01,2264361.01,-44.124957174
535980.01,2264461.01,-45.111060143
535980.01,2264561.01,-45.108895749
535980.01,2264661.01,-46.733710915
535980.01,2264761.01,-48.290479928
535980.01,2264861.01,-48.975467682
535980.01,2264961.01,-48.324808478
535980.01,2265061.01,-47.190524638
535980.01,2265161.01,-45.913953334
535980.01,2265261.01,-44.631052762
535980.01,2265361.01,-43.463710696
535980.01,2265461.01,-42.53480956
535980.01,2265561.01,-41.967123747
535980.01,2265661.01,-41.883207858
535980.01,2265761.01,-42.41719842
535980.01,2265861.01,-43.6819233
535980.01,2265961.01,-45.726686716
535980.01,2266061.01,-48.286933452
535980.01,2266161.01,-50.894889981
535980.01,2266261.01,-53.039655089
535980.01,2266361.01,-54.26678434
535980.01,2266461.01,-54.326951504
535980.01,2266561.01,-53.24376747
535980.01,2266661.01,-51.307946444
535980.01,2266761.01,-48.73560369
535980.01,2266861.01,-45.800693333
535980.01,2266961.01,-42.652033269
535980.01,2267061.01,-39.468809962
535980.01,2267161.01,-36.36759147
535980.01,2267261.01,-33.522654325
535980.01,2267361.01,-30.96177429
535980.01,2267461.01,-28.684716672
535980.01,2267561.01,-26.65537782
535980.01,2267661.01,-24.842010811
535980.01,2267761.01,-23.205623031
535980.01,2267861.01,-21.669555455
535980.01,2267961.01,-20.32215707
535980.01,2268061.01,-18.925376236
535980.01,2268161.01,-17.618892714
535980.01,2268261.01,-16.317006201
535980.01,2268361.01,-14.99306038
535980.01,2268461.01,-13.622247614
535980.01,2268561.01,-12.20412273
535980.01,2268661.01,-10.655520484
535980.01,2268761.01,-8.988138288
535980.01,2268861.01,-7.268410176
535980.01,2268961.01,-5.679412279
535980.01,2269061.01,-4.440013785
535980.01,2269161.01,-4.116852302
535980.01,2269261.01,-3.964497708
535980.01,2269361.01,-3.948165569
535980.01,2269461.01,-4.07432951
535980.01,2269561.01,-4.293764941
535980.01,2269661.01,-4.905228503
535980.01,2269761.01,-5.997334607
535980.01,2269861.01,-7.067541126
535980.01,2269961.01,-7.947169244
535980.01,2270061.01,-8.445585147
535980.01,2270161.01,-8.381431922
535980.01,2270261.01,-7.731800433
535980.01,2270361.01,-6.561161485
535980.01,2270461.01,-5.386419129
535980.01,2270561.01,-4.54047462
535980.01,2270661.01,-3.62829701
535980.01,2270761.01,-2.544793067
535980.01,2270861.01,-1.352072693
535980.01,2270961.01,-0.112530099
535980.01,2271061.01,-0.000000844
535980.01,2271161.01,-0.000001136
535980.01,2271261.01,-0.00000343
535980.01,2271361.01,-0.000003512
535980.01,2271461.01,-0.000001908
535980.01,2271561.01,0.000003303
535980.01,2271661.01,0.000003076
535980.01,2271761.01,0.000002534
535980.01,2271861.01,0.000000179
535980.01,2271961.01,-0.000002758
535980.01,2272061.01,-0.000002799
535980.01,2272161.01,-0.000003598
535980.01,2272261.01,-0.000000418
535980.01,2272361.01,0.000000667
535980.01,2272461.01,0.000002259
536080.01,2260861.01,-14.63462133
536080.01,2260961.01,-16.669645905
536080.01,2261061.01,-18.539087847
536080.01,2261161.01,-19.811725244
536080.01,2261261.01,-20.495206118
536080.01,2261361.01,-20.922316238
536080.01,2261461.01,-21.951641887
536080.01,2261561.01,-22.687437013
536080.01,2261661.01,-22.732436657
536080.01,2261761.01,-22.547146305
536080.01,2261861.01,-21.850500256
536080.01,2261961.01,-21.285314113
536080.01,2262061.01,-21.067149937
536080.01,2262161.01,-21.346107125
536080.01,2262261.01,-21.11992985
536080.01,2262361.01,-19.964177161
536080.01,2262461.01,-20.139323547
536080.01,2262561.01,-21.452611312
536080.01,2262661.01,-22.531816736
536080.01,2262761.01,-23.892149329
536080.01,2262861.01,-26.098780334
536080.01,2262961.01,-27.634542435
536080.01,2263061.01,-29.505582526
536080.01,2263161.01,-31.162949279
536080.01,2263261.01,-32.452881336
536080.01,2263361.01,-33.307071775
536080.01,2263461.01,-33.991128206
536080.01,2263561.01,-35.062100738
536080.01,2263661.01,-36.595918238
536080.01,2263761.01,-37.549324334
536080.01,2263861.01,-37.962801754
536080.01,2263961.01,-38.47797215
536080.01,2264061.01,-39.773572236
536080.01,2264161.01,-40.629014373
536080.01,2264261.01,-40.908556432
536080.01,2264361.01,-42.196236551
536080.01,2264461.01,-43.295189738
536080.01,2264561.01,-45.005928725
536080.01,2264661.01,-47.041445971
536080.01,2264761.01,-48.955339938
536080.01,2264861.01,-49.517728388
536080.01,2264961.01,-48.934064806
536080.01,2265061.01,-48.060480505
536080.01,2265161.01,-47.006938607
536080.01,2265261.01,-45.871078968
536080.01,2265361.01,-44.754803181
536080.01,2265461.01,-43.751824647
536080.01,2265561.01,-43.002661318
536080.01,2265661.01,-42.671654373
536080.01,2265761.01,-42.912524194
536080.01,2265861.01,-43.863378465
536080.01,2265961.01,-45.549366623
536080.01,2266061.01,-47.806605697
536080.01,2266161.01,-50.21892488
536080.01,2266261.01,-52.254173905
536080.01,2266361.01,-53.261935711
536080.01,2266461.01,-53.619630635
536080.01,2266561.01,-52.764877677
536080.01,2266661.01,-51.066502929
536080.01,2266761.01,-48.745073378
536080.01,2266861.01,-46.016458422
536080.01,2266961.01,-43.049946427
536080.01,2267061.01,-39.927903563
536080.01,2267161.01,-36.987446249
536080.01,2267261.01,-34.202575684
536080.01,2267361.01,-31.595528126
536080.01,2267461.01,-29.272221029
536080.01,2267561.01,-27.16967836
536080.01,2267661.01,-25.221928954
536080.01,2267761.01,-23.454615846
536080.01,2267861.01,-21.820841357
536080.01,2267961.01,-20.24795115
536080.01,2268061.01,-18.717190251
536080.01,2268161.01,-17.198452726
536080.01,2268261.01,-15.663020313
536080.01,2268361.01,-14.085876755
536080.01,2268461.01,-12.446649373
536080.01,2268561.01,-10.749809444
536080.01,2268661.01,-8.947483264
536080.01,2268761.01,-7.092665415
536080.01,2268861.01,-5.276782904
536080.01,2268961.01,-3.765065223
536080.01,2269061.01,-3.314003814
536080.01,2269161.01,-3.088530619
536080.01,2269261.01,-3.04708234
536080.01,2269361.01,-3.17256432
536080.01,2269461.01,-3.433295293
536080.01,2269561.01,-3.789131297
536080.01,2269661.01,-4.182612523
536080.01,2269761.01,-5.089901388
536080.01,2269861.01,-6.349057425
536080.01,2269961.01,-7.415431552
536080.01,2270061.01,-8.084279485
536080.01,2270161.01,-8.14148318
536080.01,2270261.01,-7.534850854
536080.01,2270361.01,-6.351110525
536080.01,2270461.01,-5.005768966
536080.01,2270561.01,-4.233778454
536080.01,2270661.01,-3.398757894
536080.01,2270761.01,-2.403907711
536080.01,2270861.01,-1.317449147
536080.01,2270961.01,-0.158638344
536080.01,2271061.01,0.000002426
536080.01,2271161.01,0.00000059
536080.01,2271261.01,-0.000001773
536080.01,2271361.01,0.000003052
536080.01,2271461.01,-0.000003137
536080.01,2271561.01,-0.000002166
536080.01,2271661.01,-0.000001448
536080.01,2271761.01,-0.000000667
536080.01,2271861.01,-0.000000389
536080.01,2271961.01,-0.000002544
536080.01,2272061.01,-0.000003273
536080.01,2272161.01,-0.000003184
536080.01,2272261.01,-0.000003201
536080.01,2272361.01,0.000002408
536080.01,2272461.01,-0.000000444
