"X","Y","H03_TCraie (TWT)"
531080.01,2265761.01,-20.208621398
531080.01,2265861.01,-16.623228788
531080.01,2265961.01,-13.039627112
531080.01,2266061.01,-9.610740468
531080.01,2266161.01,-6.535428111
531080.01,2266261.01,-3.863076447
531080.01,2266361.01,-2.807670506
531080.01,2266461.01,-2.245250391
531080.01,2266561.01,-2.108623041
531080.01,2266661.01,-2.279082779
531080.01,2266761.01,-2.650158945
531080.01,2266861.01,-3.072299529
531080.01,2266961.01,-3.617838724
531080.01,2267061.01,-4.183765966
531080.01,2267161.01,-4.725031089
531080.01,2267261.01,-5.175433587
531080.01,2267361.01,-5.485062953
531080.01,2267461.01,-5.744877737
531080.01,2267561.01,-5.866877735
531080.01,2267661.01,-5.835690536
531080.01,2267761.01,-5.655064713
531080.01,2267861.01,-5.326369777
531080.01,2267961.01,-4.862962756
531180.01,2262961.01,-7.517253049
531180.01,2263061.01,-8.730321191
531180.01,2263161.01,-9.99159459
531180.01,2263261.01,-12.633947656
531180.01,2263361.01,-15.403566882
531180.01,2263461.01,-17.952341586
531180.01,2263561.01,-20.234834403
531180.01,2263661.01,-22.618444636
531180.01,2263761.01,-24.94504489
531180.01,2263861.01,-27.094976977
531180.01,2263961.01,-29.00874801
531180.01,2264061.01,-30.464591458
531180.01,2264161.01,-31.198196113
531180.01,2264261.01,-31.936112791
531180.01,2264361.01,-32.677426934
531180.01,2264461.01,-32.93100372
531180.01,2264561.01,-33.781748265
531180.01,2264661.01,-34.373365343
531180.01,2264761.01,-34.714858979
531180.01,2264861.01,-35.309143364
531180.01,2264961.01,-35.601086915
531180.01,2265061.01,-35.275239497
531180.01,2265161.01,-34.67746079
531180.01,2265261.01,-34.576162696
531180.01,2265361.01,-32.805748284
531180.01,2265461.01,-30.64455092
531180.01,2265561.01,-28.037568554
531180.01,2265661.01,-24.986475706
531180.01,2265761.01,-21.550744772
531180.01,2265861.01,-17.887078226
531180.01,2265961.01,-14.18683026
531180.01,2266061.01,-10.621128604
531180.01,2266161.01,-7.413798012
531180.01,2266261.01,-4.681571852
531180.01,2266361.01,-3.274749732
531180.01,2266461.01,-2.724532969
531180.01,2266561.01,-2.586196875
531180.01,2266661.01,-2.737225965
531180.01,2266761.01,-3.083656309
531180.01,2266861.01,-3.482203698
531180.01,2266961.01,-4.011212382
531180.01,2267061.01,-4.534613341
531180.01,2267161.01,-5.049955565
531180.01,2267261.01,-5.44946501
531180.01,2267361.01,-5.782250315
531180.01,2267461.01,-5.99894207
531180.01,2267561.01,-6.069881842
531180.01,2267661.01,-5.986459553
531180.01,2267761.01,-5.740561523
531180.01,2267861.01,-5.337996408
531180.01,2267961.01,-4.801126197
531280.01,2262861.01,-6.117466837
531280.01,2262961.01,-7.195150945
531280.01,2263061.01,-8.319766261
531280.01,2263161.01,-9.56437923
531280.01,2263261.01,-11.151892133
531280.01,2263361.01,-13.679415919
531280.01,2263461.01,-16.110545024
531280.01,2263561.01,-18.666289747
531280.01,2263661.01,-21.042183042
531280.01,2263761.01,-23.248426616
531280.01,2263861.01,-25.393502787
531280.01,2263961.01,-27.394194156
531280.01,2264061.01,-29.166020453
531280.01,2264161.01,-30.735800043
531280.01,2264261.01,-31.431842595
531280.01,2264361.01,-32.429970801
531280.01,2264461.01,-32.516840845
531280.01,2264561.01,-33.244114369
531280.01,2264661.01,-33.919155598
531280.01,2264761.01,-34.380175173
531280.01,2264861.01,-35.080801696
531280.01,2264961.01,-35.427127033
531280.01,2265061.01,-35.52012518
531280.01,2265161.01,-35.137671977
531280.01,2265261.01,-35.016141832
531280.01,2265361.01,-33.4915407
531280.01,2265461.01,-31.504318118
531280.01,2265561.01,-29.037056491
531280.01,2265661.01,-26.065731421
531280.01,2265761.01,-22.628746927
531280.01,2265861.01,-18.915927038
531280.01,2265961.01,-15.148863196
531280.01,2266061.01,-11.533999816
531280.01,2266161.01,-8.261933923
531280.01,2266261.01,-5.507269409
531280.01,2266361.01,-3.723126603
531280.01,2266461.01,-3.235869342
531280.01,2266561.01,-3.105737502
531280.01,2266661.01,-3.253225936
531280.01,2266761.01,-3.577017458
531280.01,2266861.01,-3.950089216
531280.01,2266961.01,-4.42754617
531280.01,2267061.01,-4.933552817
531280.01,2267161.01,-5.381453317
531280.01,2267261.01,-5.788434763
531280.01,2267361.01,-6.09343173
531280.01,2267461.01,-6.258248817
531280.01,2267561.01,-6.29153382
531280.01,2267661.01,-6.154933479
531280.01,2267761.01,-5.847851746
531280.01,2267861.01,-5.385185126
531280.01,2267961.01,-4.784125835
531280.01,2268061.01,-4.071849398
531380.01,2262761.01,-4.909622483
531380.01,2262861.01,-5.839269608
531380.01,2262961.01,-6.928496528
531380.01,2263061.01,-7.945686579
531380.01,2263161.01,-8.997191675
531380.01,2263261.01,-10.183490813
531380.01,2263361.01,-12.074031867
531380.01,2263461.01,-14.506362379
531380.01,2263561.01,-16.81576483
531380.01,2263661.01,-19.180867821
531380.01,2263761.01,-21.468598396
531380.01,2263861.01,-23.711185902
531380.01,2263961.01,-25.659201667
531380.01,2264061.01,-27.6592765
531380.01,2264161.01,-29.46786955
531380.01,2264261.01,-30.674472451
531380.01,2264361.01,-31.523771584
531380.01,2264461.01,-32.152477652
531380.01,2264561.01,-32.752163708
531380.01,2264661.01,-33.323224634
531380.01,2264761.01,-33.835303038
531380.01,2264861.01,-34.70332548
531380.01,2264961.01,-34.989513457
531380.01,2265061.01,-35.340119153
531380.01,2265161.01,-35.306815058
531380.01,2265261.01,-35.179302096
531380.01,2265361.01,-33.87388587
531380.01,2265461.01,-32.032452524
531380.01,2265561.01,-29.711242765
531380.01,2265661.01,-26.82175301
531380.01,2265761.01,-23.422986269
531380.01,2265861.01,-19.737506285
531380.01,2265961.01,-15.972726047
531380.01,2266061.01,-12.355538085
531380.01,2266161.01,-9.089996107
531380.01,2266261.01,-6.360922009
531380.01,2266361.01,-4.267128184
531380.01,2266461.01,-3.773148172
531380.01,2266561.01,-3.674030304
531380.01,2266661.01,-3.816145239
531380.01,2266761.01,-4.050513264
531380.01,2266861.01,-4.434845876
531380.01,2266961.01,-4.88553755
531380.01,2267061.01,-5.330750719
531380.01,2267161.01,-5.761452019
531380.01,2267261.01,-6.127946079
531380.01,2267361.01,-6.390294991
531380.01,2267461.01,-6.509449333
531380.01,2267561.01,-6.504390389
531380.01,2267661.01,-6.330111995
531380.01,2267761.01,-5.979402922
531380.01,2267861.01,-5.478024483
531380.01,2267961.01,-4.841662012
531380.01,2268061.01,-4.107512999
531480.01,2262661.01,-3.92536819
531480.01,2262761.01,-4.687752575
531480.01,2262861.01,-5.639543757
531480.01,2262961.01,-6.613598671
531480.01,2263061.01,-7.51538761
531480.01,2263161.01,-8.500142023
531480.01,2263261.01,-9.486139752
531480.01,2263361.01,-10.478369892
531480.01,2263461.01,-12.733992189
531480.01,2263561.01,-14.998247847
531480.01,2263661.01,-17.426539212
531480.01,2263761.01,-19.625257701
531480.01,2263861.01,-21.87593095
531480.01,2263961.01,-24.007136002
531480.01,2264061.01,-26.026293635
531480.01,2264161.01,-28.001641855
531480.01,2264261.01,-29.766501859
531480.01,2264361.01,-30.591916293
531480.01,2264461.01,-31.200837344
531480.01,2264561.01,-31.934458762
531480.01,2264661.01,-32.539296895
531480.01,2264761.01,-33.21089223
531480.01,2264861.01,-33.960036933
531480.01,2264961.01,-34.30281952
531480.01,2265061.01,-34.788716584
531480.01,2265161.01,-34.983653575
531480.01,2265261.01,-34.965667874
531480.01,2265361.01,-33.865220845
531480.01,2265461.01,-32.18017891
531480.01,2265561.01,-29.941590503
531480.01,2265661.01,-27.152884752
531480.01,2265761.01,-23.900192231
531480.01,2265861.01,-20.340520889
531480.01,2265961.01,-16.690677032
531480.01,2266061.01,-13.166680932
531480.01,2266161.01,-9.976503439
531480.01,2266261.01,-7.336448878
531480.01,2266361.01,-5.322461016
531480.01,2266461.01,-4.374689888
531480.01,2266561.01,-4.295349121
531480.01,2266661.01,-4.417975433
531480.01,2266761.01,-4.625268281
531480.01,2266861.01,-4.973956849
531480.01,2266961.01,-5.34812035
531480.01,2267061.01,-5.744727328
531480.01,2267161.01,-6.115072872
531480.01,2267261.01,-6.431486458
531480.01,2267361.01,-6.657551508
531480.01,2267461.01,-6.74713077
531480.01,2267561.01,-6.928038318
531480.01,2267661.01,-7.149390876
531480.01,2267761.01,-7.062553894
531480.01,2267861.01,-6.625247654
531480.01,2267961.01,-5.78955235
531480.01,2268061.01,-4.558049142
531480.01,2268161.01,-3.581315512
531580.01,2262661.01,-3.956174944
531580.01,2262761.01,-4.714650102
531580.01,2262861.01,-5.413635168
531580.01,2262961.01,-6.168600637
531580.01,2263061.01,-6.951635703
531580.01,2263161.01,-7.780937478
531580.01,2263261.01,-8.609257638
531580.01,2263361.01,-9.62234661
531580.01,2263461.01,-11.044764891
531580.01,2263561.01,-13.132554479
531580.01,2263661.01,-15.539204702
531580.01,2263761.01,-17.761373892
531580.01,2263861.01,-19.993614405
531580.01,2263961.01,-22.146610543
531580.01,2264061.01,-24.377020076
531580.01,2264161.01,-26.24238655
531580.01,2264261.01,-28.139686212
531580.01,2264361.01,-29.550487176
531580.01,2264461.01,-30.245210975
531580.01,2264561.01,-31.057342887
531580.01,2264661.01,-32.038562
531580.01,2264761.01,-32.647904009
531580.01,2264861.01,-33.133983612
531580.01,2264961.01,-33.596996218
531580.01,2265061.01,-34.042470157
531580.01,2265161.01,-34.42838788
531580.01,2265261.01,-34.581113607
531580.01,2265361.01,-33.58765319
531580.01,2265461.01,-31.962413341
531580.01,2265561.01,-29.809651896
531580.01,2265661.01,-27.197115123
531580.01,2265761.01,-24.144161493
531580.01,2265861.01,-20.795820281
531580.01,2265961.01,-17.354240641
531580.01,2266061.01,-14.020548202
531580.01,2266161.01,-11.004257947
531580.01,2266261.01,-8.491360582
531580.01,2266361.01,-6.571785081
531580.01,2266461.01,-5.214510486
531580.01,2266561.01,-4.98062605
531580.01,2266661.01,-5.032780115
531580.01,2266761.01,-5.239532795
531580.01,2266861.01,-5.521618761
531580.01,2266961.01,-5.838745274
531580.01,2267061.01,-6.158135366
531580.01,2267161.01,-6.439464632
531580.01,2267261.01,-6.687649991
531580.01,2267361.01,-7.171954028
531580.01,2267461.01,-7.744451053
531580.01,2267561.01,-8.136403747
531580.01,2267661.01,-8.301001973
531580.01,2267761.01,-8.170454763
531580.01,2267861.01,-7.704663556
531580.01,2267961.01,-6.856923457
531580.01,2268061.01,-5.611251574
531580.01,2268161.01,-4.168379586
531580.01,2268261.01,-3.412641585
531680.01,2262561.01,-3.246630542
531680.01,2262661.01,-3.874190385
531680.01,2262761.01,-4.424855113
531680.01,2262861.01,-5.040760618
531680.01,2262961.01,-5.644143559
531680.01,2263061.01,-6.368142553
531680.01,2263161.01,-7.001405116
531680.01,2263261.01,-7.778399624
531680.01,2263361.01,-8.567908779
531680.01,2263461.01,-9.532565251
531680.01,2263561.01,-11.449982412
531680.01,2263661.01,-13.641545549
531680.01,2263761.01,-15.899345279
531680.01,2263861.01,-18.258338794
531680.01,2263961.01,-20.331773907
531680.01,2264061.01,-22.448563948
531680.01,2264161.01,-24.469556287
531680.01,2264261.01,-26.494968683
531680.01,2264361.01,-28.00594829
531680.01,2264461.01,-29.213255271
531680.01,2264561.01,-30.199574307
531680.01,2264661.01,-30.971251428
531680.01,2264761.01,-31.554039568
531680.01,2264861.01,-32.329410315
531680.01,2264961.01,-33.042855561
531680.01,2265061.01,-33.148240298
531680.01,2265161.01,-33.499721438
531680.01,2265261.01,-33.877383918
531680.01,2265361.01,-32.989244908
531680.01,2265461.01,-31.444512308
531680.01,2265561.01,-29.486300424
531680.01,2265661.01,-27.070578188
531680.01,2265761.01,-24.260152131
531680.01,2265861.01,-21.185133606
531680.01,2265961.01,-18.018059433
531680.01,2266061.01,-14.946772717
531680.01,2266161.01,-12.157846242
531680.01,2266261.01,-9.816102684
531680.01,2266361.01,-7.994145155
531680.01,2266461.01,-6.698509213
531680.01,2266561.01,-5.880453158
531680.01,2266661.01,-5.74717205
531680.01,2266761.01,-5.892956629
531680.01,2266861.01,-6.097968668
531680.01,2266961.01,-6.315666251
531680.01,2267061.01,-6.531164981
531680.01,2267161.01,-7.135378197
531680.01,2267261.01,-7.804370485
531680.01,2267361.01,-8.34364444
531680.01,2267461.01,-8.818786591
531680.01,2267561.01,-9.131387807
531680.01,2267661.01,-9.21303872
531680.01,2267761.01,-9.025085717
531680.01,2267861.01,-8.498911746
531680.01,2267961.01,-7.619689684
531680.01,2268061.01,-6.401009858
531680.01,2268161.01,-4.960227758
531680.01,2268261.01,-4.2852154
531780.01,2262461.01,-2.557670465
531780.01,2262561.01,-3.124394454
531780.01,2262661.01,-3.594717942
531780.01,2262761.01,-4.15330613
531780.01,2262861.01,-4.697389901
531780.01,2262961.01,-5.172454286
531780.01,2263061.01,-5.699183792
531780.01,2263161.01,-6.204348058
531780.01,2263261.01,-6.783079822
531780.01,2263361.01,-7.618572563
531780.01,2263461.01,-8.465630934
531780.01,2263561.01,-9.702716023
531780.01,2263661.01,-12.004449032
531780.01,2263761.01,-14.13596049
531780.01,2263861.01,-16.346309334
531780.01,2263961.01,-18.52269657
531780.01,2264061.01,-20.650073886
531780.01,2264161.01,-22.693609819
531780.01,2264261.01,-24.576857686
531780.01,2264361.01,-26.38063021
531780.01,2264461.01,-27.910115197
531780.01,2264561.01,-28.953962028
531780.01,2264661.01,-29.55676429
531780.01,2264761.01,-30.17802164
531780.01,2264861.01,-31.160892919
531780.01,2264961.01,-31.943079084
531780.01,2265061.01,-32.092541456
531780.01,2265161.01,-32.479532063
531780.01,2265261.01,-32.755129039
531780.01,2265361.01,-32.152179629
531780.01,2265461.01,-30.819555745
531780.01,2265561.01,-29.051210731
531780.01,2265661.01,-26.867337525
531780.01,2265761.01,-24.339726195
531780.01,2265861.01,-21.571878344
531780.01,2265961.01,-18.717896193
531780.01,2266061.01,-15.93789272
531780.01,2266161.01,-13.411018997
531780.01,2266261.01,-11.258884333
531780.01,2266361.01,-9.561513551
531780.01,2266461.01,-8.328380063
531780.01,2266561.01,-7.46494066
531780.01,2266661.01,-7.029486354
531780.01,2266761.01,-6.921981461
531780.01,2266861.01,-7.071793545
531780.01,2266961.01,-7.400752045
531780.01,2267061.01,-7.871322334
531780.01,2267161.01,-8.442885242
531780.01,2267261.01,-8.95595178
531780.01,2267361.01,-9.393544868
531780.01,2267461.01,-9.754646569
531780.01,2267561.01,-9.954908863
531780.01,2267661.01,-9.937953204
531780.01,2267761.01,-9.664426558
531780.01,2267861.01,-9.068924002
531780.01,2267961.01,-8.160183206
531780.01,2268061.01,-6.989560556
531780.01,2268161.01,-5.767988972
531780.01,2268261.01,-5.18920552
531780.01,2268361.01,-4.535001237
531880.01,2262361.01,-2.134387847
531880.01,2262461.01,-2.450699918
531880.01,2262561.01,-2.982370323
531880.01,2262661.01,-3.389882157
531880.01,2262761.01,-3.743804293
531880.01,2262861.01,-4.10965737
531880.01,2262961.01,-4.647870548
531880.01,2263061.01,-4.884467926
531880.01,2263161.01,-5.341524724
531880.01,2263261.01,-5.927784368
531880.01,2263361.01,-6.544754375
531880.01,2263461.01,-7.285689469
531880.01,2263561.01,-8.207489736
531880.01,2263661.01,-10.294101201
531880.01,2263761.01,-12.464869767
531880.01,2263861.01,-14.635186642
531880.01,2263961.01,-16.799679026
531880.01,2264061.01,-18.75034906
531880.01,2264161.01,-20.786589012
531880.01,2264261.01,-22.868074477
531880.01,2264361.01,-24.687165394
531880.01,2264461.01,-26.32522583
531880.01,2264561.01,-27.45503746
531880.01,2264661.01,-28.423892334
531880.01,2264761.01,-29.346395284
531880.01,2264861.01,-29.953561723
531880.01,2264961.01,-30.686572194
531880.01,2265061.01,-30.975909904
531880.01,2265161.01,-31.494446099
531880.01,2265261.01,-31.756613404
531880.01,2265361.01,-31.262166798
531880.01,2265461.01,-30.119240284
531880.01,2265561.01,-28.577577323
531880.01,2265661.01,-26.664076373
531880.01,2265761.01,-24.437729269
531880.01,2265861.01,-22.003989667
531880.01,2265961.01,-19.468013197
531880.01,2266061.01,-17.011258751
531880.01,2266161.01,-14.747883193
531880.01,2266261.01,-12.802844867
531880.01,2266361.01,-11.239649728
531880.01,2266461.01,-10.075681843
531880.01,2266561.01,-9.227849543
531880.01,2266661.01,-8.775238879
531880.01,2266761.01,-8.601401001
531880.01,2266861.01,-8.649104275
531880.01,2266961.01,-8.932807483
531880.01,2267061.01,-9.25988052
531880.01,2267161.01,-9.652628563
531880.01,2267261.01,-10.024122894
531880.01,2267361.01,-10.318642482
531880.01,2267461.01,-10.515570641
531880.01,2267561.01,-10.58565639
531880.01,2267661.01,-10.450591333
531880.01,2267761.01,-10.056859814
531880.01,2267861.01,-9.419343434
531880.01,2267961.01,-8.520831354
531880.01,2268061.01,-7.350996137
531880.01,2268161.01,-6.487741601
531880.01,2268261.01,-5.94414724
531880.01,2268361.01,-5.321370438
531980.01,2262361.01,-2.184383105
531980.01,2262461.01,-2.510138787
531980.01,2262561.01,-2.783082658
531980.01,2262661.01,-3.216401208
531980.01,2262761.01,-3.487161361
531980.01,2262861.01,-3.757973434
531980.01,2262961.01,-3.918472677
531980.01,2263061.01,-4.221623763
531980.01,2263161.01,-4.602188244
531980.01,2263261.01,-4.960392136
531980.01,2263361.01,-5.536442157
531980.01,2263461.01,-6.14162907
531980.01,2263561.01,-7.013210095
531980.01,2263661.01,-8.857255802
531980.01,2263761.01,-10.960281827
531980.01,2263861.01,-13.086217456
531980.01,2263961.01,-15.072018839
531980.01,2264061.01,-17.144933343
531980.01,2264161.01,-19.153978676
531980.01,2264261.01,-21.217808127
531980.01,2264361.01,-23.024696857
531980.01,2264461.01,-24.659628049
531980.01,2264561.01,-26.083195582
531980.01,2264661.01,-27.009498328
531980.01,2264761.01,-28.324639425
531980.01,2264861.01,-29.260989279
531980.01,2264961.01,-29.774166644
531980.01,2265061.01,-29.981352389
531980.01,2265161.01,-30.425157398
531980.01,2265261.01,-30.846482143
531980.01,2265361.01,-30.337544158
531980.01,2265461.01,-29.413025826
531980.01,2265561.01,-28.1302277
531980.01,2265661.01,-26.510443538
531980.01,2265761.01,-24.614356458
531980.01,2265861.01,-22.496197373
531980.01,2265961.01,-20.323127508
531980.01,2266061.01,-18.174640834
531980.01,2266161.01,-16.17908664
531980.01,2266261.01,-14.439460821
531980.01,2266361.01,-13.014166616
531980.01,2266461.01,-11.87280938
531980.01,2266561.01,-11.079342104
531980.01,2266661.01,-10.583848692
531980.01,2266761.01,-10.32461226
531980.01,2266861.01,-10.318301618
531980.01,2266961.01,-10.41154284
531980.01,2267061.01,-10.581091046
531980.01,2267161.01,-10.799579322
531980.01,2267261.01,-11.005158536
531980.01,2267361.01,-11.13435626
531980.01,2267461.01,-11.156264693
531980.01,2267561.01,-11.010009795
531980.01,2267661.01,-10.746394284
531980.01,2267761.01,-10.237896815
531980.01,2267861.01,-9.554003365
531980.01,2267961.01,-8.643900044
531980.01,2268061.01,-7.707263809
531980.01,2268161.01,-7.098905277
531980.01,2268261.01,-6.604457274
531980.01,2268361.01,-6.065704394
531980.01,2268461.01,-5.350365303
532080.01,2262261.01,-1.74636289
532080.01,2262361.01,-2.187383827
532080.01,2262461.01,-2.474107547
532080.01,2262561.01,-2.694468014
532080.01,2262661.01,-2.91674328
532080.01,2262761.01,-3.150216769
532080.01,2262861.01,-3.352841362
532080.01,2262961.01,-3.484533401
532080.01,2263061.01,-3.747536801
532080.01,2263161.01,-3.938087262
532080.01,2263261.01,-4.183153622
532080.01,2263361.01,-4.490314983
532080.01,2263461.01,-4.978229292
532080.01,2263561.01,-5.748620722
532080.01,2263661.01,-7.641347591
532080.01,2263761.01,-9.669655934
532080.01,2263861.01,-11.632699519
532080.01,2263961.01,-13.681799173
532080.01,2264061.01,-15.696903691
532080.01,2264161.01,-17.651667818
532080.01,2264261.01,-19.66772601
532080.01,2264361.01,-21.440049633
532080.01,2264461.01,-23.044684902
532080.01,2264561.01,-24.557122961
532080.01,2264661.01,-25.919675827
532080.01,2264761.01,-27.114951983
532080.01,2264861.01,-28.286969289
532080.01,2264961.01,-28.962539509
532080.01,2265061.01,-29.236568138
532080.01,2265161.01,-29.775708914
532080.01,2265261.01,-29.785200953
532080.01,2265361.01,-29.426522553
532080.01,2265461.01,-28.748013079
532080.01,2265561.01,-27.745712548
532080.01,2265661.01,-26.450613514
532080.01,2265761.01,-24.898394942
532080.01,2265861.01,-23.134918883
532080.01,2265961.01,-21.293150261
532080.01,2266061.01,-19.456731156
532080.01,2266161.01,-17.71716401
532080.01,2266261.01,-16.178322956
532080.01,2266361.01,-14.88236431
532080.01,2266461.01,-13.803535141
532080.01,2266561.01,-13.01673986
532080.01,2266661.01,-12.460363097
532080.01,2266761.01,-12.137997895
532080.01,2266861.01,-11.946776882
532080.01,2266961.01,-11.876695789
532080.01,2267061.01,-11.870183051
532080.01,2267161.01,-11.888407171
532080.01,2267261.01,-11.889686808
532080.01,2267361.01,-11.830918491
532080.01,2267461.01,-11.641844176
532080.01,2267561.01,-11.35659311
532080.01,2267661.01,-10.870761238
532080.01,2267761.01,-10.34242101
532080.01,2267861.01,-9.562309831
532080.01,2267961.01,-8.70980043
532080.01,2268061.01,-7.916387171
532080.01,2268161.01,-7.523763925
532080.01,2268261.01,-6.932529621
532080.01,2268361.01,-6.36852067
532080.01,2268461.01,-5.821070634
532180.01,2262161.01,-1.860227785
532180.01,2262261.01,-2.022076398
532180.01,2262361.01,-2.19490123
532180.01,2262461.01,-2.376733813
532180.01,2262561.01,-2.630024683
532180.01,2262661.01,-2.683134982
532180.01,2262761.01,-3.007460153
532180.01,2262861.01,-3.154950449
532180.01,2262961.01,-3.297656309
532180.01,2263061.01,-3.39305331
532180.01,2263161.01,-3.472926095
532180.01,2263261.01,-3.555779811
532180.01,2263361.01,-3.7144823
532180.01,2263461.01,-4.058257211
532180.01,2263561.01,-4.73571429
532180.01,2263661.01,-6.557070184
532180.01,2263761.01,-8.408047259
532180.01,2263861.01,-10.344120674
532180.01,2263961.01,-12.518473901
532180.01,2264061.01,-14.448955655
532180.01,2264161.01,-16.334226355
532180.01,2264261.01,-18.261900172
532180.01,2264361.01,-19.957052544
532180.01,2264461.01,-21.503333002
532180.01,2264561.01,-22.973846644
532180.01,2264661.01,-24.315418676
532180.01,2264761.01,-25.466889143
532180.01,2264861.01,-26.689073071
532180.01,2264961.01,-27.438506484
532180.01,2265061.01,-28.145715594
532180.01,2265161.01,-28.563581407
532180.01,2265261.01,-28.6963135
532180.01,2265361.01,-28.564892709
532180.01,2265461.01,-28.149260208
532180.01,2265561.01,-27.461497113
532180.01,2265661.01,-26.510706171
532180.01,2265761.01,-25.286750868
532180.01,2265861.01,-23.905603215
532180.01,2265961.01,-22.409455851
532180.01,2266061.01,-20.874245092
532180.01,2266161.01,-19.383110106
532180.01,2266261.01,-18.033053726
532180.01,2266361.01,-16.821576282
532180.01,2266461.01,-15.82570374
532180.01,2266561.01,-15.012122691
532180.01,2266661.01,-14.401642606
532180.01,2266761.01,-13.927367516
532180.01,2266861.01,-13.578352518
532180.01,2266961.01,-13.320155442
532180.01,2267061.01,-13.108921237
532180.01,2267161.01,-12.923634611
532180.01,2267261.01,-12.713567354
532180.01,2267361.01,-12.419585139
532180.01,2267461.01,-12.041104026
532180.01,2267561.01,-11.536528356
532180.01,2267661.01,-10.902239941
532180.01,2267761.01,-10.127494112
532180.01,2267861.01,-9.385820478
532180.01,2267961.01,-8.415071294
532180.01,2268061.01,-7.971735671
532180.01,2268161.01,-7.598872762
532180.01,2268261.01,-7.194037549
532180.01,2268361.01,-6.678841542
532180.01,2268461.01,-6.100856699
532180.01,2268561.01,-5.61572006
532280.01,2262061.01,-1.947007375
532280.01,2262161.01,-1.92754413
532280.01,2262261.01,-2.059447113
532280.01,2262361.01,-2.360093407
532280.01,2262461.01,-2.356520621
532280.01,2262561.01,-2.397048753
532280.01,2262661.01,-2.63242051
532280.01,2262761.01,-2.790558152
532280.01,2262861.01,-3.071917454
532280.01,2262961.01,-3.130194498
532280.01,2263061.01,-3.197344951
532280.01,2263161.01,-3.205880988
532280.01,2263261.01,-3.205696819
532280.01,2263361.01,-3.229854861
532280.01,2263461.01,-3.389934311
532280.01,2263561.01,-4.256869666
532280.01,2263661.01,-5.963089876
532280.01,2263761.01,-7.77749205
532280.01,2263861.01,-9.612446651
532280.01,2263961.01,-11.443296447
532280.01,2264061.01,-13.227446936
532280.01,2264161.01,-15.206424519
532280.01,2264261.01,-17.0219969
532280.01,2264361.01,-18.615029752
532280.01,2264461.01,-20.074240863
532280.01,2264561.01,-21.476753056
532280.01,2264661.01,-22.724440321
532280.01,2264761.01,-23.910088465
532280.01,2264861.01,-25.180827826
532280.01,2264961.01,-26.069207117
532280.01,2265061.01,-26.692990214
532280.01,2265161.01,-27.243047953
532280.01,2265261.01,-27.661200613
532280.01,2265361.01,-27.767153457
532280.01,2265461.01,-27.657799423
532280.01,2265561.01,-27.293972671
532280.01,2265661.01,-26.658881456
532280.01,2265761.01,-25.835968554
532280.01,2265861.01,-24.825582281
532280.01,2265961.01,-23.669920862
532280.01,2266061.01,-22.432709113
532280.01,2266161.01,-21.189356223
532280.01,2266261.01,-19.970752299
532280.01,2266361.01,-18.871542066
532280.01,2266461.01,-17.911011353
532280.01,2266561.01,-17.065932974
532280.01,2266661.01,-16.33848995
532280.01,2266761.01,-15.726033598
532280.01,2266861.01,-15.215990134
532280.01,2266961.01,-14.749229886
532280.01,2267061.01,-14.315336011
532280.01,2267161.01,-13.87151517
532280.01,2267261.01,-13.438723981
532280.01,2267361.01,-12.919293717
532280.01,2267461.01,-12.308421545
532280.01,2267561.01,-11.599789374
532280.01,2267661.01,-10.786324739
532280.01,2267761.01,-9.889428504
532280.01,2267861.01,-8.68898537
532280.01,2267961.01,-8.348818868
532280.01,2268061.01,-8.119269274
532280.01,2268161.01,-7.671930827
532280.01,2268261.01,-7.261637133
532280.01,2268361.01,-6.845974363
532280.01,2268461.01,-6.273826119
532280.01,2268561.01,-5.698866211
532380.01,2262061.01,-1.88396778
532380.01,2262161.01,-1.963403774
532380.01,2262261.01,-2.073095646
532380.01,2262361.01,-2.354248194
532380.01,2262461.01,-2.3746714
532380.01,2262561.01,-2.540637972
532380.01,2262661.01,-2.630194183
532380.01,2262761.01,-2.912386786
532380.01,2262861.01,-2.935592784
532380.01,2262961.01,-3.155183978
532380.01,2263061.01,-3.187227994
532380.01,2263161.01,-3.188048024
532380.01,2263261.01,-3.154097125
532380.01,2263361.01,-3.121054033
532380.01,2263461.01,-3.19112232
532380.01,2263561.01,-4.149282351
532380.01,2263661.01,-5.790003575
532380.01,2263761.01,-7.507695816
532380.01,2263861.01,-9.231367148
532380.01,2263961.01,-10.894893669
532380.01,2264061.01,-12.533047237
532380.01,2264161.01,-14.111424796
532380.01,2264261.01,-15.752818435
532380.01,2264361.01,-17.439635471
532380.01,2264461.01,-18.732989207
532380.01,2264561.01,-20.038947463
532380.01,2264661.01,-21.347975358
532380.01,2264761.01,-22.65175432
532380.01,2264861.01,-23.683868349
532380.01,2264961.01,-24.624038488
532380.01,2265061.01,-25.382881984
532380.01,2265161.01,-26.073185727
532380.01,2265261.01,-26.698768139
532380.01,2265361.01,-27.071587741
532380.01,2265461.01,-27.254909277
532380.01,2265561.01,-27.23232843
532380.01,2265661.01,-26.964563876
532380.01,2265761.01,-26.525134221
532380.01,2265861.01,-25.880679488
532380.01,2265961.01,-25.058200583
532380.01,2266061.01,-24.113286287
532380.01,2266161.01,-23.086661473
532380.01,2266261.01,-22.015087306
532380.01,2266361.01,-20.986219868
532380.01,2266461.01,-20.017758012
532380.01,2266561.01,-19.118217751
532380.01,2266661.01,-18.298223615
