"X","Y","H00_Ground Level (TWT)"
531480.01,2264061.01,-80.064697266
531480.01,2264161.01,-81.049827576
531480.01,2264261.01,-83.223945618
531480.01,2264361.01,-86.916503906
531480.01,2264461.01,-92.348464966
531480.01,2264561.01,-95.241905212
531480.01,2264661.01,-95.193908691
531480.01,2264761.01,-93.407676697
531480.01,2264861.01,-91.571914673
531480.01,2264961.01,-89.582649231
531480.01,2265061.01,-88.902381897
531480.01,2265161.01,-88.639099121
531480.01,2265261.01,-88.278251648
531480.01,2265361.01,-88.826667786
531480.01,2265461.01,-87.943145752
531480.01,2265561.01,-86.861099243
531480.01,2265661.01,-85.912887573
531480.01,2265761.01,-85.24282074
531480.01,2265861.01,-84.321159363
531480.01,2265961.01,-83.93510437
531480.01,2266061.01,-84.85546875
531480.01,2266161.01,-87.768363953
531480.01,2266261.01,-92.788139343
531480.01,2266361.01,-94.387664795
531480.01,2266461.01,-95.781326294
531480.01,2266561.01,-95.800323486
531480.01,2266661.01,-92.531677246
531480.01,2266761.01,-87.478256226
531480.01,2266861.01,-84.697036743
531480.01,2266961.01,-80.621635437
531480.01,2267061.01,-77.98588562
531480.01,2267161.01,-76.288459778
531480.01,2267261.01,-73.121513367
531480.01,2267361.01,-72.400794983
531480.01,2267461.01,-72.822143555
531480.01,2267561.01,-73.484466553
531480.01,2267661.01,-74.363349915
531480.01,2267761.01,-73.766372681
531480.01,2267861.01,-73.921852112
531480.01,2267961.01,-74.049484253
531480.01,2268061.01,-73.217727661
531480.01,2268161.01,-72.369003296
531580.01,2262661.01,-83.54964447
531580.01,2262761.01,-84.361114502
531580.01,2262861.01,-84.64453125
531580.01,2262961.01,-82.208091736
531580.01,2263061.01,-79.224861145
531580.01,2263161.01,-77.993148804
531580.01,2263261.01,-79.194496155
531580.01,2263361.01,-80.805007935
531580.01,2263461.01,-81.530685425
531580.01,2263561.01,-82.024971008
531580.01,2263661.01,-81.863189697
531580.01,2263761.01,-80.979690552
531580.01,2263861.01,-80.788711548
531580.01,2263961.01,-80.887229919
531580.01,2264061.01,-80.743789673
531580.01,2264161.01,-81.84715271
531580.01,2264261.01,-84.940567017
531580.01,2264361.01,-89.285171509
531580.01,2264461.01,-93.845932007
531580.01,2264561.01,-96.256866455
531580.01,2264661.01,-96.090995789
531580.01,2264761.01,-93.731124878
531580.01,2264861.01,-90.826881409
531580.01,2264961.01,-88.447570801
531580.01,2265061.01,-86.872787476
531580.01,2265161.01,-86.336013794
531580.01,2265261.01,-86.130065918
531580.01,2265361.01,-87.562438965
531580.01,2265461.01,-88.067955017
531580.01,2265561.01,-88.024436951
531580.01,2265661.01,-86.534988403
531580.01,2265761.01,-85.362365723
531580.01,2265861.01,-84.12588501
531580.01,2265961.01,-83.858024597
531580.01,2266061.01,-83.785110474
531580.01,2266161.01,-85.290107727
531580.01,2266261.01,-90.461540222
531580.01,2266361.01,-91.912109375
531580.01,2266461.01,-93.086051941
531580.01,2266561.01,-94.702720642
531580.01,2266661.01,-92.710731506
531580.01,2266761.01,-86.25970459
531580.01,2266861.01,-82.471656799
531580.01,2266961.01,-80.456321716
531580.01,2267061.01,-79.162246704
531580.01,2267161.01,-76.756347656
531580.01,2267261.01,-73.229949951
531580.01,2267361.01,-72.456245422
531580.01,2267461.01,-71.197723389
531580.01,2267561.01,-71.287246704
531580.01,2267661.01,-73.041938782
531580.01,2267761.01,-72.417900085
531580.01,2267861.01,-73.062698364
531580.01,2267961.01,-71.961761475
531580.01,2268061.01,-71.45174408
531580.01,2268161.01,-71.798973083
531580.01,2268261.01,-72.426872253
531680.01,2262561.01,-81.980278015
531680.01,2262661.01,-83.491508484
531680.01,2262761.01,-83.88269043
531680.01,2262861.01,-83.075126648
531680.01,2262961.01,-80.52456665
531680.01,2263061.01,-78.467964172
531680.01,2263161.01,-77.740722656
531680.01,2263261.01,-78.348831177
531680.01,2263361.01,-78.791679382
531680.01,2263461.01,-78.537940979
531680.01,2263561.01,-79.64125824
531680.01,2263661.01,-79.760856628
531680.01,2263761.01,-78.929107666
531680.01,2263861.01,-79.809638977
531680.01,2263961.01,-81.118583679
531680.01,2264061.01,-81.264533997
531680.01,2264161.01,-82.351524353
531680.01,2264261.01,-85.171218872
531680.01,2264361.01,-89.462867737
531680.01,2264461.01,-93.162590027
531680.01,2264561.01,-95.185638428
531680.01,2264661.01,-94.579986572
531680.01,2264761.01,-91.970397949
531680.01,2264861.01,-89.699905396
531680.01,2264961.01,-87.596817017
531680.01,2265061.01,-84.714179993
531680.01,2265161.01,-83.69581604
531680.01,2265261.01,-83.700805664
531680.01,2265361.01,-85.724845886
531680.01,2265461.01,-87.483322144
531680.01,2265561.01,-88.356918335
531680.01,2265661.01,-87.554672241
531680.01,2265761.01,-84.914375305
531680.01,2265861.01,-83.088722229
531680.01,2265961.01,-82.919059753
531680.01,2266061.01,-82.130111694
531680.01,2266161.01,-83.534202576
531680.01,2266261.01,-86.206710815
531680.01,2266361.01,-88.254013062
531680.01,2266461.01,-89.406455994
531680.01,2266561.01,-91.072174072
531680.01,2266661.01,-90.83190918
531680.01,2266761.01,-86.591163635
531680.01,2266861.01,-82.817298889
531680.01,2266961.01,-79.011329651
531680.01,2267061.01,-78.210891724
531680.01,2267161.01,-76.079788208
531680.01,2267261.01,-72.868133545
531680.01,2267361.01,-71.414825439
531680.01,2267461.01,-70.129310608
531680.01,2267561.01,-70.531364441
531680.01,2267661.01,-71.606369019
531680.01,2267761.01,-71.193473816
531680.01,2267861.01,-71.497024536
531680.01,2267961.01,-71.136108398
531680.01,2268061.01,-70.934181213
531680.01,2268161.01,-72.022964478
531680.01,2268261.01,-73.174873352
531780.01,2262461.01,-79.603866577
531780.01,2262561.01,-81.507995605
531780.01,2262661.01,-82.48462677
531780.01,2262761.01,-82.564819336
531780.01,2262861.01,-80.785255432
531780.01,2262961.01,-78.534645081
531780.01,2263061.01,-77.389137268
531780.01,2263161.01,-76.334091187
531780.01,2263261.01,-76.045715332
531780.01,2263361.01,-76.306022644
531780.01,2263461.01,-76.449424744
531780.01,2263561.01,-77.6980896
531780.01,2263661.01,-77.977600098
531780.01,2263761.01,-76.999923706
531780.01,2263861.01,-77.903213501
531780.01,2263961.01,-79.654067993
531780.01,2264061.01,-80.953697205
531780.01,2264161.01,-82.555747986
531780.01,2264261.01,-84.885009766
531780.01,2264361.01,-87.787208557
531780.01,2264461.01,-90.989891052
531780.01,2264561.01,-92.508171082
531780.01,2264661.01,-91.44342041
531780.01,2264761.01,-89.270278931
531780.01,2264861.01,-87.43977356
531780.01,2264961.01,-85.260360718
531780.01,2265061.01,-82.518875122
531780.01,2265161.01,-81.283401489
531780.01,2265261.01,-80.710952759
531780.01,2265361.01,-82.367744446
531780.01,2265461.01,-84.412208557
531780.01,2265561.01,-85.909919739
531780.01,2265661.01,-86.810142517
531780.01,2265761.01,-85.441047668
531780.01,2265861.01,-83.057495117
531780.01,2265961.01,-82.012779236
531780.01,2266061.01,-80.647521973
531780.01,2266161.01,-81.183166504
531780.01,2266261.01,-83.137283325
531780.01,2266361.01,-85.429412842
531780.01,2266461.01,-87.022453308
531780.01,2266561.01,-88.253112793
531780.01,2266661.01,-89.260505676
531780.01,2266761.01,-87.064376831
531780.01,2266861.01,-83.489372253
531780.01,2266961.01,-80.992294312
531780.01,2267061.01,-77.691169739
531780.01,2267161.01,-73.942680359
531780.01,2267261.01,-72.255470276
531780.01,2267361.01,-69.868263245
531780.01,2267461.01,-70.52154541
531780.01,2267561.01,-70.84236145
531780.01,2267661.01,-71.346694946
531780.01,2267761.01,-71.194831848
531780.01,2267861.01,-70.698448181
531780.01,2267961.01,-71.24370575
531780.01,2268061.01,-71.476303101
531780.01,2268161.01,-73.110069275
531780.01,2268261.01,-74.757415771
531780.01,2268361.01,-75.670204163
531880.01,2262361.01,-79.544700623
531880.01,2262461.01,-79.053184509
531880.01,2262561.01,-79.90688324
531880.01,2262661.01,-80.933532715
531880.01,2262761.01,-81.192840576
531880.01,2262861.01,-80.325965881
531880.01,2262961.01,-78.317153931
531880.01,2263061.01,-76.283332825
531880.01,2263161.01,-74.543495178
531880.01,2263261.01,-74.182044983
531880.01,2263361.01,-74.259155273
531880.01,2263461.01,-74.812080383
531880.01,2263561.01,-75.995925903
531880.01,2263661.01,-76.925048828
531880.01,2263761.01,-76.644111633
531880.01,2263861.01,-76.969841003
531880.01,2263961.01,-78.482765198
531880.01,2264061.01,-80.914001465
531880.01,2264161.01,-83.123901367
531880.01,2264261.01,-84.671958923
531880.01,2264361.01,-86.416305542
531880.01,2264461.01,-88.594245911
531880.01,2264561.01,-89.60496521
531880.01,2264661.01,-89.343574524
531880.01,2264761.01,-88.001426697
531880.01,2264861.01,-85.719970703
531880.01,2264961.01,-83.384460449
531880.01,2265061.01,-80.94657135
531880.01,2265161.01,-79.589347839
531880.01,2265261.01,-78.866279602
531880.01,2265361.01,-79.627082825
531880.01,2265461.01,-81.076408386
531880.01,2265561.01,-83.052139282
531880.01,2265661.01,-85.264732361
531880.01,2265761.01,-85.183921814
531880.01,2265861.01,-83.577171326
531880.01,2265961.01,-81.700576782
531880.01,2266061.01,-79.478057861
531880.01,2266161.01,-78.977981567
531880.01,2266261.01,-80.636489868
531880.01,2266361.01,-83.579940796
531880.01,2266461.01,-84.964050293
531880.01,2266561.01,-86.349655151
531880.01,2266661.01,-88.754570007
531880.01,2266761.01,-87.794776917
531880.01,2266861.01,-84.622802734
531880.01,2266961.01,-81.742759705
531880.01,2267061.01,-78.653930664
531880.01,2267161.01,-73.730117798
531880.01,2267261.01,-71.194366455
531880.01,2267361.01,-70.523704529
531880.01,2267461.01,-71.282272339
531880.01,2267561.01,-71.22895813
531880.01,2267661.01,-71.5936203
531880.01,2267761.01,-72.242546082
531880.01,2267861.01,-72.048446655
531880.01,2267961.01,-72.425132751
531880.01,2268061.01,-72.96182251
531880.01,2268161.01,-74.089027405
531880.01,2268261.01,-76.480285645
531880.01,2268361.01,-77.917831421
531980.01,2262361.01,-79.198677063
531980.01,2262461.01,-78.929779053
531980.01,2262561.01,-78.72883606
531980.01,2262661.01,-79.081985474
531980.01,2262761.01,-80.234977722
531980.01,2262861.01,-79.453346252
531980.01,2262961.01,-77.263595581
531980.01,2263061.01,-75.24822998
531980.01,2263161.01,-74.58216095
531980.01,2263261.01,-74.304016113
531980.01,2263361.01,-74.762069702
531980.01,2263461.01,-75.751296997
531980.01,2263561.01,-75.610954285
531980.01,2263661.01,-76.719139099
531980.01,2263761.01,-77.31842804
531980.01,2263861.01,-77.351600647
531980.01,2263961.01,-79.108520508
531980.01,2264061.01,-81.449127197
531980.01,2264161.01,-83.023193359
531980.01,2264261.01,-84.113876343
531980.01,2264361.01,-85.025772095
531980.01,2264461.01,-86.698059082
531980.01,2264561.01,-87.636955261
531980.01,2264661.01,-87.173522949
531980.01,2264761.01,-86.881538391
531980.01,2264861.01,-85.193489075
531980.01,2264961.01,-82.826133728
531980.01,2265061.01,-80.080795288
531980.01,2265161.01,-78.314331055
531980.01,2265261.01,-77.517959595
531980.01,2265361.01,-78.193443298
531980.01,2265461.01,-79.004936218
531980.01,2265561.01,-80.776832581
531980.01,2265661.01,-83.205505371
531980.01,2265761.01,-84.053634644
531980.01,2265861.01,-83.211456299
531980.01,2265961.01,-81.213783264
531980.01,2266061.01,-78.322006226
531980.01,2266161.01,-77.611190796
531980.01,2266261.01,-79.496368408
531980.01,2266361.01,-82.245758057
531980.01,2266461.01,-83.466239929
531980.01,2266561.01,-84.921264648
531980.01,2266661.01,-87.921966553
531980.01,2266761.01,-88.598007202
531980.01,2266861.01,-85.599433899
531980.01,2266961.01,-81.639282227
531980.01,2267061.01,-78.625320435
531980.01,2267161.01,-75.019813538
531980.01,2267261.01,-72.281906128
531980.01,2267361.01,-71.671943665
531980.01,2267461.01,-71.340446472
531980.01,2267561.01,-70.473686218
531980.01,2267661.01,-71.324356079
531980.01,2267761.01,-73.016639709
531980.01,2267861.01,-73.031356812
531980.01,2267961.01,-73.367095947
531980.01,2268061.01,-75.18183136
531980.01,2268161.01,-75.015663147
531980.01,2268261.01,-77.319671631
531980.01,2268361.01,-79.361030579
531980.01,2268461.01,-80.247558594
532080.01,2262261.01,-79.799972534
532080.01,2262361.01,-79.318222046
532080.01,2262461.01,-79.680915833
532080.01,2262561.01,-78.415496826
532080.01,2262661.01,-77.779800415
532080.01,2262761.01,-78.785110474
532080.01,2262861.01,-79.446144104
532080.01,2262961.01,-77.295906067
532080.01,2263061.01,-74.58480072
532080.01,2263161.01,-73.519866943
532080.01,2263261.01,-74.550209045
532080.01,2263361.01,-77.623352051
532080.01,2263461.01,-79.741966248
532080.01,2263561.01,-78.974998474
532080.01,2263661.01,-78.537239075
532080.01,2263761.01,-78.076522827
532080.01,2263861.01,-77.517456055
532080.01,2263961.01,-79.511108398
532080.01,2264061.01,-80.786705017
532080.01,2264161.01,-82.217376709
532080.01,2264261.01,-83.223526001
532080.01,2264361.01,-84.526268005
532080.01,2264461.01,-86.753501892
532080.01,2264561.01,-87.874694824
532080.01,2264661.01,-87.347221375
532080.01,2264761.01,-86.940307617
532080.01,2264861.01,-85.628318787
532080.01,2264961.01,-82.838279724
532080.01,2265061.01,-80.005737305
532080.01,2265161.01,-78.387084961
532080.01,2265261.01,-77.091506958
532080.01,2265361.01,-76.834968567
532080.01,2265461.01,-77.737411499
532080.01,2265561.01,-78.721031189
532080.01,2265661.01,-80.331947327
532080.01,2265761.01,-81.400657654
532080.01,2265861.01,-81.873405457
532080.01,2265961.01,-80.260505676
532080.01,2266061.01,-77.584686279
532080.01,2266161.01,-77.131309509
532080.01,2266261.01,-78.997528076
532080.01,2266361.01,-81.495185852
532080.01,2266461.01,-82.860481262
532080.01,2266561.01,-84.92868042
532080.01,2266661.01,-87.650604248
532080.01,2266761.01,-90.2449646
532080.01,2266861.01,-87.147285461
532080.01,2266961.01,-81.888824463
532080.01,2267061.01,-79.392402649
532080.01,2267161.01,-76.231384277
532080.01,2267261.01,-73.715209961
532080.01,2267361.01,-71.210823059
532080.01,2267461.01,-71.076324463
532080.01,2267561.01,-70.990516663
532080.01,2267661.01,-71.384376526
532080.01,2267761.01,-72.803291321
532080.01,2267861.01,-72.745323181
532080.01,2267961.01,-74.470962524
532080.01,2268061.01,-76.299942017
532080.01,2268161.01,-76.615242004
532080.01,2268261.01,-78.067047119
532080.01,2268361.01,-79.791145325
532080.01,2268461.01,-81.277366638
532180.01,2262161.01,-81.505271912
532180.01,2262261.01,-77.609207153
532180.01,2262361.01,-77.967750549
532180.01,2262461.01,-79.478309631
532180.01,2262561.01,-78.757385254
532180.01,2262661.01,-77.889846802
532180.01,2262761.01,-79.542694092
532180.01,2262861.01,-81.457893372
532180.01,2262961.01,-78.231781006
532180.01,2263061.01,-74.790847778
532180.01,2263161.01,-72.936569214
532180.01,2263261.01,-76.808601379
532180.01,2263361.01,-81.329582214
532180.01,2263461.01,-84.44644928
532180.01,2263561.01,-83.306625366
532180.01,2263661.01,-81.565093994
532180.01,2263761.01,-79.105789185
532180.01,2263861.01,-77.554504395
532180.01,2263961.01,-78.681556702
532180.01,2264061.01,-79.762916565
532180.01,2264161.01,-81.309059143
532180.01,2264261.01,-82.433410645
532180.01,2264361.01,-84.473388672
532180.01,2264461.01,-86.984420776
532180.01,2264561.01,-88.238380432
532180.01,2264661.01,-88.123008728
532180.01,2264761.01,-87.727279663
532180.01,2264861.01,-86.557991028
532180.01,2264961.01,-82.938346863
532180.01,2265061.01,-80.128417969
532180.01,2265161.01,-79.0050354
532180.01,2265261.01,-77.019966125
532180.01,2265361.01,-76.195533752
532180.01,2265461.01,-76.266616821
532180.01,2265561.01,-77.080215454
532180.01,2265661.01,-77.803604126
532180.01,2265761.01,-78.098564148
532180.01,2265861.01,-79.469818115
532180.01,2265961.01,-79.76423645
532180.01,2266061.01,-77.184524536
532180.01,2266161.01,-77.069900513
532180.01,2266261.01,-78.605201721
532180.01,2266361.01,-80.743270874
532180.01,2266461.01,-83.044334412
532180.01,2266561.01,-86.002632141
532180.01,2266661.01,-88.311889648
532180.01,2266761.01,-90.495864868
532180.01,2266861.01,-88.610931396
532180.01,2266961.01,-82.712882996
532180.01,2267061.01,-80.312316895
532180.01,2267161.01,-75.721450806
532180.01,2267261.01,-73.722938538
532180.01,2267361.01,-71.665565491
532180.01,2267461.01,-70.967247009
532180.01,2267561.01,-72.121177673
532180.01,2267661.01,-73.339187622
532180.01,2267761.01,-73.000511169
532180.01,2267861.01,-72.679779053
532180.01,2267961.01,-74.292396545
532180.01,2268061.01,-77.47277832
532180.01,2268161.01,-76.497093201
532180.01,2268261.01,-77.894714355
532180.01,2268361.01,-80.045150757
532180.01,2268461.01,-82.86668396
532180.01,2268561.01,-83.190826416
532280.01,2262061.01,-81.764129639
532280.01,2262161.01,-78.640594482
532280.01,2262261.01,-74.560554504
532280.01,2262361.01,-76.592575073
532280.01,2262461.01,-79.264831543
532280.01,2262561.01,-79.606384277
532280.01,2262661.01,-79.294708252
532280.01,2262761.01,-80.867706299
532280.01,2262861.01,-81.790420532
532280.01,2262961.01,-78.081214905
532280.01,2263061.01,-75.32636261
532280.01,2263161.01,-75.147918701
532280.01,2263261.01,-78.027412415
532280.01,2263361.01,-82.246055603
532280.01,2263461.01,-84.713348389
532280.01,2263561.01,-83.929077148
532280.01,2263661.01,-83.134437561
532280.01,2263761.01,-80.611602783
532280.01,2263861.01,-78.742469788
532280.01,2263961.01,-79.294090271
532280.01,2264061.01,-80.515434265
532280.01,2264161.01,-81.586494446
532280.01,2264261.01,-81.684883118
532280.01,2264361.01,-83.505569458
532280.01,2264461.01,-85.091575623
532280.01,2264561.01,-86.363616943
532280.01,2264661.01,-87.121536255
532280.01,2264761.01,-87.447998047
532280.01,2264861.01,-87.166305542
532280.01,2264961.01,-83.289634705
532280.01,2265061.01,-81.840393066
532280.01,2265161.01,-80.080253601
532280.01,2265261.01,-76.375389099
532280.01,2265361.01,-75.636459351
532280.01,2265461.01,-75.072174072
532280.01,2265561.01,-74.053764343
532280.01,2265661.01,-74.82611084
532280.01,2265761.01,-75.7290802
532280.01,2265861.01,-76.510177612
532280.01,2265961.01,-78.423240662
532280.01,2266061.01,-76.892959595
532280.01,2266161.01,-76.358985901
532280.01,2266261.01,-77.295120239
532280.01,2266361.01,-79.78855896
532280.01,2266461.01,-82.595474243
532280.01,2266561.01,-85.321052551
532280.01,2266661.01,-87.950614929
532280.01,2266761.01,-89.535102844
532280.01,2266861.01,-89.464248657
532280.01,2266961.01,-84.34438324
532280.01,2267061.01,-80.612808228
532280.01,2267161.01,-76.265632629
532280.01,2267261.01,-73.796531677
532280.01,2267361.01,-72.281707764
532280.01,2267461.01,-71.171226501
532280.01,2267561.01,-74.912460327
532280.01,2267661.01,-74.722351074
532280.01,2267761.01,-74.202011108
532280.01,2267861.01,-74.096046448
532280.01,2267961.01,-74.947692871
532280.01,2268061.01,-77.216545105
532280.01,2268161.01,-77.994522095
532280.01,2268261.01,-79.452026367
532280.01,2268361.01,-81.12247467
532280.01,2268461.01,-83.652366638
532280.01,2268561.01,-84.38822937
532380.01,2262061.01,-79.764259338
532380.01,2262161.01,-77.103752136
532380.01,2262261.01,-74.405754089
532380.01,2262361.01,-76.176223755
532380.01,2262461.01,-78.832687378
532380.01,2262561.01,-81.576660156
532380.01,2262661.01,-81.514785767
532380.01,2262761.01,-82.130737305
532380.01,2262861.01,-81.419517517
532380.01,2262961.01,-77.271156311
532380.01,2263061.01,-74.713882446
532380.01,2263161.01,-74.667549133
532380.01,2263261.01,-75.850028992
532380.01,2263361.01,-79.076339722
532380.01,2263461.01,-81.285110474
532380.01,2263561.01,-81.656295776
532380.01,2263661.01,-82.972442627
532380.01,2263761.01,-82.098152161
532380.01,2263861.01,-80.400039673
532380.01,2263961.01,-80.775093079
532380.01,2264061.01,-81.48399353
532380.01,2264161.01,-81.563400269
532380.01,2264261.01,-80.564170837
532380.01,2264361.01,-81.657669067
532380.01,2264461.01,-82.333572388
532380.01,2264561.01,-83.457092285
532380.01,2264661.01,-84.628967285
532380.01,2264761.01,-85.65587616
532380.01,2264861.01,-85.672241211
532380.01,2264961.01,-83.177383423
532380.01,2265061.01,-83.210533142
532380.01,2265161.01,-80.642951965
532380.01,2265261.01,-76.761497498
532380.01,2265361.01,-75.108337402
532380.01,2265461.01,-73.424468994
532380.01,2265561.01,-71.683799744
532380.01,2265661.01,-70.938621521
532380.01,2265761.01,-73.258117676
532380.01,2265861.01,-74.497154236
532380.01,2265961.01,-75.165000916
532380.01,2266061.01,-74.898200989
532380.01,2266161.01,-75.049560547
532380.01,2266261.01,-75.97101593
532380.01,2266361.01,-78.007720947
532380.01,2266461.01,-80.802436829
532380.01,2266561.01,-83.631713867
532380.01,2266661.01,-86.718399048
532380.01,2266761.01,-87.983894348
532380.01,2266861.01,-89.706871033
532380.01,2266961.01,-86.768295288
532380.01,2267061.01,-83.380630493
532380.01,2267161.01,-78.960639954
532380.01,2267261.01,-73.73815155
532380.01,2267361.01,-72.230300903
532380.01,2267461.01,-70.268478394
532380.01,2267561.01,-73.595359802
532380.01,2267661.01,-74.781074524
532380.01,2267761.01,-74.023071289
532380.01,2267861.01,-74.718460083
532380.01,2267961.01,-76.831581116
532380.01,2268061.01,-79.29233551
532380.01,2268161.01,-80.701843262
532380.01,2268261.01,-81.959709167
532380.01,2268361.01,-82.974311829
532380.01,2268461.01,-84.81136322
532380.01,2268561.01,-87.108970642
532380.01,2268661.01,-87.448242188
532480.01,2261961.01,-78.247177124
532480.01,2262061.01,-77.147735596
532480.01,2262161.01,-75.253700256
532480.01,2262261.01,-75.021713257
532480.01,2262361.01,-76.570457458
532480.01,2262461.01,-78.925010681
532480.01,2262561.01,-81.989830017
532480.01,2262661.01,-82.918212891
532480.01,2262761.01,-83.063468933
532480.01,2262861.01,-82.167388916
532480.01,2262961.01,-78.179321289
532480.01,2263061.01,-74.83656311
532480.01,2263161.01,-73.356391907
532480.01,2263261.01,-73.49420166
532480.01,2263361.01,-75.581115723
532480.01,2263461.01,-77.866241455
532480.01,2263561.01,-79.639343262
532480.01,2263661.01,-81.417686462
532480.01,2263761.01,-81.338821411
532480.01,2263861.01,-80.886817932
532480.01,2263961.01,-81.016433716
532480.01,2264061.01,-81.273376465
532480.01,2264161.01,-80.826881409
532480.01,2264261.01,-79.824485779
532480.01,2264361.01,-80.973335266
532480.01,2264461.01,-81.845321655
532480.01,2264561.01,-83.388313293
532480.01,2264661.01,-83.906044006
532480.01,2264761.01,-84.365371704
532480.01,2264861.01,-84.816078186
532480.01,2264961.01,-83.516357422
532480.01,2265061.01,-83.229568481
532480.01,2265161.01,-81.087463379
532480.01,2265261.01,-78.260269165
532480.01,2265361.01,-75.281211853
532480.01,2265461.01,-72.234809875
532480.01,2265561.01,-70.142089844
532480.01,2265661.01,-68.135063171
532480.01,2265761.01,-69.978179932
532480.01,2265861.01,-71.471466064
532480.01,2265961.01,-71.673301697
532480.01,2266061.01,-71.384300232
532480.01,2266161.01,-73.852272034
532480.01,2266261.01,-74.885093689
532480.01,2266361.01,-76.612327576
532480.01,2266461.01,-78.364952087
532480.01,2266561.01,-81.684394836
532480.01,2266661.01,-84.700462341
532480.01,2266761.01,-86.493125916
532480.01,2266861.01,-88.576957703
532480.01,2266961.01,-88.183021545
532480.01,2267061.01,-87.179298401
532480.01,2267161.01,-80.613960266
532480.01,2267261.01,-76.753547668
532480.01,2267361.01,-74.788536072
532480.01,2267461.01,-71.944526672
532480.01,2267561.01,-72.770278931
532480.01,2267661.01,-72.70085144
532480.01,2267761.01,-72.613838196
532480.01,2267861.01,-74.365905762
532480.01,2267961.01,-78.129669189
532480.01,2268061.01,-80.378173828
532480.01,2268161.01,-82.249847412
532480.01,2268261.01,-83.652183533
532480.01,2268361.01,-84.740211487
532480.01,2268461.01,-86.96698761
532480.01,2268561.01,-87.314163208
532480.01,2268661.01,-87.315628052
532580.01,2261861.01,-77.729431152
532580.01,2261961.01,-76.484214783
532580.01,2262061.01,-75.827262878
532580.01,2262161.01,-74.528533936
532580.01,2262261.01,-74.081001282
532580.01,2262361.01,-75.664482117
532580.01,2262461.01,-78.295272827
532580.01,2262561.01,-81.120674133
532580.01,2262661.01,-81.480567932
532580.01,2262761.01,-82.425308228
532580.01,2262861.01,-82.686325073
532580.01,2262961.01,-78.460800171
532580.01,2263061.01,-75.086410522
532580.01,2263161.01,-72.983581543
532580.01,2263261.01,-71.904747009
532580.01,2263361.01,-72.51965332
532580.01,2263461.01,-74.757415771
532580.01,2263561.01,-77.881256104
532580.01,2263661.01,-78.757766724
532580.01,2263761.01,-79.435424805
532580.01,2263861.01,-80.144065857
532580.01,2263961.01,-79.41569519
532580.01,2264061.01,-79.50541687
532580.01,2264161.01,-79.453735352
532580.01,2264261.01,-78.657371521
532580.01,2264361.01,-79.909713745
532580.01,2264461.01,-81.822021484
532580.01,2264561.01,-83.910491943
532580.01,2264661.01,-84.843544006
532580.01,2264761.01,-84.500534058
532580.01,2264861.01,-85.523765564
532580.01,2264961.01,-86.253196716
532580.01,2265061.01,-84.704986572
532580.01,2265161.01,-82.811508179
532580.01,2265261.01,-80.305206299
532580.01,2265361.01,-76.44052887
532580.01,2265461.01,-72.626152039
532580.01,2265561.01,-69.750114441
532580.01,2265661.01,-67.02431488
532580.01,2265761.01,-67.176330566
532580.01,2265861.01,-69.704574585
532580.01,2265961.01,-68.663253784
532580.01,2266061.01,-68.165023804
532580.01,2266161.01,-73.292785645
532580.01,2266261.01,-72.558433533
532580.01,2266361.01,-74.295959473
532580.01,2266461.01,-76.091949463
532580.01,2266561.01,-78.704109192
532580.01,2266661.01,-81.52910614
532580.01,2266761.01,-83.510444641
532580.01,2266861.01,-84.740020752
532580.01,2266961.01,-85.211128235
532580.01,2267061.01,-86.931343079
532580.01,2267161.01,-79.052276611
532580.01,2267261.01,-76.440231323
532580.01,2267361.01,-75.327400208
532580.01,2267461.01,-69.795310974
532580.01,2267561.01,-72.859527588
532580.01,2267661.01,-72.036720276
532580.01,2267761.01,-71.83631134
532580.01,2267861.01,-75.051635742
532580.01,2267961.01,-79.741783142
532580.01,2268061.01,-81.798187256
532580.01,2268161.01,-86.662765503
532580.01,2268261.01,-86.777770996
532580.01,2268361.01,-86.075622559
532580.01,2268461.01,-87.924118042
532580.01,2268561.01,-86.662361145
532580.01,2268661.01,-86.950386047
532580.01,2268761.01,-86.33820343
532680.01,2261761.01,-76.107749939
532680.01,2261861.01,-75.949691772
532680.01,2261961.01,-74.41758728
532680.01,2262061.01,-74.846664429
532680.01,2262161.01,-73.142295837
532680.01,2262261.01,-72.773803711
532680.01,2262361.01,-74.80557251
532680.01,2262461.01,-77.549423218
532680.01,2262561.01,-79.83518219
532680.01,2262661.01,-79.964530945
532680.01,2262761.01,-81.062812805
532680.01,2262861.01,-81.635955811
532680.01,2262961.01,-79.720909119
532680.01,2263061.01,-75.873054504
532680.01,2263161.01,-72.766891479
532680.01,2263261.01,-71.336151123
532680.01,2263361.01,-70.851219177
532680.01,2263461.01,-72.350715637
532680.01,2263561.01,-75.261901855
532680.01,2263661.01,-75.566184998
532680.01,2263761.01,-76.615234375
532680.01,2263861.01,-78.42603302
532680.01,2263961.01,-77.413146973
532680.01,2264061.01,-76.271003723
532680.01,2264161.01,-76.11945343
532680.01,2264261.01,-76.862014771
532680.01,2264361.01,-78.43069458
532680.01,2264461.01,-80.849311829
532680.01,2264561.01,-83.020385742
532680.01,2264661.01,-85.210861206
532680.01,2264761.01,-85.207778931
532680.01,2264861.01,-85.294555664
532680.01,2264961.01,-86.454933167
532680.01,2265061.01,-85.719711304
532680.01,2265161.01,-83.935417175
532680.01,2265261.01,-82.275169373
532680.01,2265361.01,-78.353462219
