"X","Y","H00_Ground Level (TWT)"
536280.01,2264761.01,-93.782402039
536280.01,2264861.01,-93.336730957
536280.01,2264961.01,-92.84034729
536280.01,2265061.01,-94.848747253
536280.01,2265161.01,-98.950775146
536280.01,2265261.01,-104.151870728
536280.01,2265361.01,-107.65813446
536280.01,2265461.01,-108.978942871
536280.01,2265561.01,-109.467857361
536280.01,2265661.01,-110.403648376
536280.01,2265761.01,-110.177253723
536280.01,2265861.01,-110.342300415
536280.01,2265961.01,-109.342010498
536280.01,2266061.01,-106.096282959
536280.01,2266161.01,-103.348449707
536280.01,2266261.01,-101.554710388
536280.01,2266361.01,-100.682807922
536280.01,2266461.01,-101.835403442
536280.01,2266561.01,-102.018287659
536280.01,2266661.01,-101.814086914
536280.01,2266761.01,-101.635253906
536280.01,2266861.01,-99.404983521
536280.01,2266961.01,-94.569221497
536280.01,2267061.01,-90.500724792
536280.01,2267161.01,-89.309204102
536280.01,2267261.01,-89.779060364
536280.01,2267361.01,-95.079826355
536280.01,2267461.01,-104.204742432
536280.01,2267561.01,-111.180534363
536280.01,2267661.01,-113.366737366
536280.01,2267761.01,-108.826576233
536280.01,2267861.01,-115.629066467
536280.01,2267961.01,-115.681884766
536280.01,2268061.01,-113.608879089
536280.01,2268161.01,-118.022102356
536280.01,2268261.01,-119.190193176
536280.01,2268361.01,-122.556663513
536280.01,2268461.01,-122.692207336
536280.01,2268561.01,-117.542404175
536280.01,2268661.01,-104.401443481
536280.01,2268761.01,-91.514823914
536280.01,2268861.01,-84.647483826
536280.01,2268961.01,-76.396606445
536280.01,2269061.01,-64.629592896
536280.01,2269161.01,-58.969764709
536280.01,2269261.01,-60.370811462
536280.01,2269361.01,-67.364768982
536280.01,2269461.01,-76.166526794
536280.01,2269561.01,-84.850189209
536280.01,2269661.01,-90.073005676
536280.01,2269761.01,-91.163497925
536280.01,2269861.01,-89.216522217
536280.01,2269961.01,-87.603408813
536280.01,2270061.01,-84.778877258
536280.01,2270161.01,-82.408889771
536280.01,2270261.01,-83.727294922
536280.01,2270361.01,-86.856987
536280.01,2270461.01,-90.296775818
536280.01,2270561.01,-90.596923828
536280.01,2270661.01,-91.692115784
536280.01,2270761.01,-92.521736145
536280.01,2270861.01,-92.153862
536280.01,2270961.01,-88.847564697
536280.01,2271061.01,-86.112335205
536280.01,2271161.01,-83.097198486
536280.01,2271261.01,-79.072883606
536280.01,2271361.01,-74.064613342
536280.01,2271461.01,-69.278114319
536280.01,2271561.01,-63.562595367
536280.01,2271661.01,-58.140140533
536280.01,2271761.01,-54.331542969
536280.01,2271861.01,-53.808158875
536280.01,2271961.01,-56.993595123
536280.01,2272061.01,-62.176265717
536280.01,2272161.01,-68.591087341
536280.01,2272261.01,-73.918792725
536280.01,2272361.01,-77.801940918
536280.01,2272461.01,-80.254066467
536280.01,2272561.01,-81.880439758
536280.01,2272661.01,-82.44140625
536380.01,2261161.01,-66.108627319
536380.01,2261261.01,-66.833465576
536380.01,2261361.01,-67.867378235
536380.01,2261461.01,-66.885643005
536380.01,2261561.01,-66.752838135
536380.01,2261661.01,-68.739219666
536380.01,2261761.01,-71.567756653
536380.01,2261861.01,-70.3179245
536380.01,2261961.01,-68.389015198
536380.01,2262061.01,-66.327789307
536380.01,2262161.01,-64.467140198
536380.01,2262261.01,-62.597236633
536380.01,2262361.01,-60.820438385
536380.01,2262461.01,-60.13419342
536380.01,2262561.01,-61.878490448
536380.01,2262661.01,-63.32352066
536380.01,2262761.01,-65.907951355
536380.01,2262861.01,-66.182472229
536380.01,2262961.01,-66.218894958
536380.01,2263061.01,-66.982559204
536380.01,2263161.01,-68.708229065
536380.01,2263261.01,-69.831199646
536380.01,2263361.01,-69.541275024
536380.01,2263461.01,-69.622261047
536380.01,2263561.01,-70.632400513
536380.01,2263661.01,-70.959213257
536380.01,2263761.01,-73.538215637
536380.01,2263861.01,-76.604698181
536380.01,2263961.01,-81.637229919
536380.01,2264061.01,-85.121757507
536380.01,2264161.01,-87.421211243
536380.01,2264261.01,-87.480224609
536380.01,2264361.01,-88.055213928
536380.01,2264461.01,-88.708366394
536380.01,2264561.01,-89.844085693
536380.01,2264661.01,-91.728004456
536380.01,2264761.01,-92.994384766
536380.01,2264861.01,-93.597396851
536380.01,2264961.01,-94.154899597
536380.01,2265061.01,-95.252494812
536380.01,2265161.01,-98.446395874
536380.01,2265261.01,-103.079681396
536380.01,2265361.01,-106.456367493
536380.01,2265461.01,-107.557258606
536380.01,2265561.01,-107.734329224
536380.01,2265661.01,-106.517738342
536380.01,2265761.01,-105.325119019
536380.01,2265861.01,-106.457252502
536380.01,2265961.01,-106.690513611
536380.01,2266061.01,-105.133659363
536380.01,2266161.01,-103.230690002
536380.01,2266261.01,-100.226135254
536380.01,2266361.01,-97.607650757
536380.01,2266461.01,-98.726661682
536380.01,2266561.01,-99.584121704
536380.01,2266661.01,-98.628639221
536380.01,2266761.01,-97.239257813
536380.01,2266861.01,-95.044692993
536380.01,2266961.01,-89.962882996
536380.01,2267061.01,-84.576774597
536380.01,2267161.01,-84.995834351
536380.01,2267261.01,-86.704154968
536380.01,2267361.01,-92.853469849
536380.01,2267461.01,-102.624771118
536380.01,2267561.01,-111.722373962
536380.01,2267661.01,-115.942176819
536380.01,2267761.01,-107.072059631
536380.01,2267861.01,-98.827041626
536380.01,2267961.01,-110.023162842
536380.01,2268061.01,-116.760719299
536380.01,2268161.01,-120.16885376
536380.01,2268261.01,-123.188468933
536380.01,2268361.01,-125.492050171
536380.01,2268461.01,-124.887710571
536380.01,2268561.01,-126.976501465
536380.01,2268661.01,-116.54384613
536380.01,2268761.01,-94.650543213
536380.01,2268861.01,-89.51133728
536380.01,2268961.01,-78.459144592
536380.01,2269061.01,-64.139228821
536380.01,2269161.01,-57.967674255
536380.01,2269261.01,-59.747657776
536380.01,2269361.01,-66.692596436
536380.01,2269461.01,-76.843864441
536380.01,2269561.01,-86.761192322
536380.01,2269661.01,-92.385658264
536380.01,2269761.01,-93.093788147
536380.01,2269861.01,-91.690864563
536380.01,2269961.01,-88.679290771
536380.01,2270061.01,-85.296195984
536380.01,2270161.01,-81.817481995
536380.01,2270261.01,-82.551368713
536380.01,2270361.01,-85.684204102
536380.01,2270461.01,-89.51499176
536380.01,2270561.01,-92.194267273
536380.01,2270661.01,-93.516815186
536380.01,2270761.01,-93.979042053
536380.01,2270861.01,-93.797676086
536380.01,2270961.01,-89.704582214
536380.01,2271061.01,-85.891578674
536380.01,2271161.01,-81.922302246
536380.01,2271261.01,-77.809165955
536380.01,2271361.01,-73.103729248
536380.01,2271461.01,-69.377624512
536380.01,2271561.01,-65.482963562
536380.01,2271661.01,-61.136482239
536380.01,2271761.01,-57.545120239
536380.01,2271861.01,-56.150131226
536380.01,2271961.01,-58.131130219
536380.01,2272061.01,-62.150226593
536380.01,2272161.01,-67.548332214
536380.01,2272261.01,-72.382415771
536380.01,2272361.01,-76.228302002
536380.01,2272461.01,-79.460395813
536380.01,2272561.01,-81.655471802
536380.01,2272661.01,-82.866325378
536380.01,2272761.01,-81.571411133
536480.01,2261361.01,-69.971588135
536480.01,2261461.01,-69.397605896
536480.01,2261561.01,-68.865943909
536480.01,2261661.01,-70.347007751
536480.01,2261761.01,-72.781990051
536480.01,2261861.01,-72.04296875
536480.01,2261961.01,-70.252571106
536480.01,2262061.01,-68.345397949
536480.01,2262161.01,-66.241386414
536480.01,2262261.01,-64.254470825
536480.01,2262361.01,-62.499568939
536480.01,2262461.01,-62.291042328
536480.01,2262561.01,-64.015678406
536480.01,2262661.01,-62.743915558
536480.01,2262761.01,-64.300346375
536480.01,2262861.01,-65.528656006
536480.01,2262961.01,-65.629127502
536480.01,2263061.01,-65.419921875
536480.01,2263161.01,-65.805084229
536480.01,2263261.01,-66.800071716
536480.01,2263361.01,-67.433082581
536480.01,2263461.01,-67.380455017
536480.01,2263561.01,-67.320083618
536480.01,2263661.01,-68.453460693
536480.01,2263761.01,-71.896629333
536480.01,2263861.01,-74.983009338
536480.01,2263961.01,-79.65411377
536480.01,2264061.01,-82.500534058
536480.01,2264161.01,-84.9451828
536480.01,2264261.01,-85.618980408
536480.01,2264361.01,-86.582321167
536480.01,2264461.01,-87.264305115
536480.01,2264561.01,-88.189987183
536480.01,2264661.01,-88.731086731
536480.01,2264761.01,-90.679710388
536480.01,2264861.01,-92.28503418
536480.01,2264961.01,-92.891677856
536480.01,2265061.01,-94.379928589
536480.01,2265161.01,-98.124168396
536480.01,2265261.01,-102.342498779
536480.01,2265361.01,-105.720016479
536480.01,2265461.01,-107.039703369
536480.01,2265561.01,-106.35042572
536480.01,2265661.01,-102.801147461
536480.01,2265761.01,-101.004829407
536480.01,2265861.01,-103.452095032
536480.01,2265961.01,-104.917106628
536480.01,2266061.01,-103.364868164
536480.01,2266161.01,-101.523841858
536480.01,2266261.01,-99.089111328
536480.01,2266361.01,-95.654159546
536480.01,2266461.01,-96.743537903
536480.01,2266561.01,-96.399208069
536480.01,2266661.01,-93.889762878
536480.01,2266761.01,-91.464492798
536480.01,2266861.01,-89.868278503
536480.01,2266961.01,-86.330718994
536480.01,2267061.01,-81.144241333
536480.01,2267161.01,-80.781837463
536480.01,2267261.01,-83.13494873
536480.01,2267361.01,-90.711250305
536480.01,2267461.01,-99.806289673
536480.01,2267561.01,-109.970970154
536480.01,2267661.01,-115.735336304
536480.01,2267761.01,-111.812240601
536480.01,2267861.01,-111.995422363
536480.01,2267961.01,-114.957954407
536480.01,2268061.01,-118.440078735
536480.01,2268161.01,-121.825691223
536480.01,2268261.01,-124.458900452
536480.01,2268361.01,-125.572845459
536480.01,2268461.01,-124.827331543
536480.01,2268561.01,-127.081825256
536480.01,2268661.01,-121.294113159
536480.01,2268761.01,-97.950180054
536480.01,2268861.01,-87.124786377
536480.01,2268961.01,-77.631858826
536480.01,2269061.01,-64.319526672
536480.01,2269161.01,-59.911445618
536480.01,2269261.01,-61.322425842
536480.01,2269361.01,-67.678604126
536480.01,2269461.01,-78.006111145
536480.01,2269561.01,-87.314834595
536480.01,2269661.01,-91.916671753
536480.01,2269761.01,-93.548248291
536480.01,2269861.01,-93.574119568
536480.01,2269961.01,-89.937301636
536480.01,2270061.01,-85.811782837
536480.01,2270161.01,-82.139442444
536480.01,2270261.01,-82.741287231
536480.01,2270361.01,-84.802742004
536480.01,2270461.01,-88.140609741
536480.01,2270561.01,-92.819877625
536480.01,2270661.01,-94.786300659
536480.01,2270761.01,-94.849151611
536480.01,2270861.01,-94.110061646
536480.01,2270961.01,-90.031806946
536480.01,2271061.01,-85.96182251
536480.01,2271161.01,-81.018859863
536480.01,2271261.01,-76.250526428
536480.01,2271361.01,-72.428741455
536480.01,2271461.01,-70.30657196
536480.01,2271561.01,-68.804092407
536480.01,2271661.01,-65.697799683
536480.01,2271761.01,-62.535888672
536480.01,2271861.01,-60.443874359
536480.01,2271961.01,-61.095172882
536480.01,2272061.01,-63.750846863
536480.01,2272161.01,-67.737190247
536480.01,2272261.01,-72.177108765
536480.01,2272361.01,-76.085716248
536480.01,2272461.01,-79.893630981
536480.01,2272561.01,-82.106483459
536480.01,2272661.01,-83.387680054
536480.01,2272761.01,-83.404815674
536480.01,2272861.01,-81.984291077
536580.01,2261561.01,-71.570907593
536580.01,2261661.01,-72.362762451
536580.01,2261761.01,-73.715080261
536580.01,2261861.01,-73.653701782
536580.01,2261961.01,-72.677612305
536580.01,2262061.01,-71.17943573
536580.01,2262161.01,-69.100944519
536580.01,2262261.01,-66.78968811
536580.01,2262361.01,-65.529960632
536580.01,2262461.01,-65.288063049
536580.01,2262561.01,-65.402381897
536580.01,2262661.01,-61.044818878
536580.01,2262761.01,-61.085342407
536580.01,2262861.01,-63.333011627
536580.01,2262961.01,-64.423721313
536580.01,2263061.01,-63.334785461
536580.01,2263161.01,-63.232978821
536580.01,2263261.01,-63.836128235
536580.01,2263361.01,-64.714195251
536580.01,2263461.01,-65.309806824
536580.01,2263561.01,-66.137214661
536580.01,2263661.01,-67.932449341
536580.01,2263761.01,-69.762405396
536580.01,2263861.01,-72.335105896
536580.01,2263961.01,-76.68145752
536580.01,2264061.01,-80.082397461
536580.01,2264161.01,-82.1248703
536580.01,2264261.01,-82.932113647
536580.01,2264361.01,-84.507286072
536580.01,2264461.01,-85.652877808
536580.01,2264561.01,-85.95500946
536580.01,2264661.01,-86.228530884
536580.01,2264761.01,-88.262290955
536580.01,2264861.01,-89.27747345
536580.01,2264961.01,-89.406288147
536580.01,2265061.01,-91.465415955
536580.01,2265161.01,-96.019302368
536580.01,2265261.01,-100.933624268
536580.01,2265361.01,-105.219146729
536580.01,2265461.01,-106.528259277
536580.01,2265561.01,-104.611862183
536580.01,2265661.01,-100.564231873
536580.01,2265761.01,-98.909645081
536580.01,2265861.01,-100.368545532
536580.01,2265961.01,-101.153045654
536580.01,2266061.01,-99.962936401
536580.01,2266161.01,-99.215568542
536580.01,2266261.01,-97.846420288
536580.01,2266361.01,-94.076347351
536580.01,2266461.01,-94.758056641
536580.01,2266561.01,-92.640365601
536580.01,2266661.01,-88.753173828
536580.01,2266761.01,-85.546531677
536580.01,2266861.01,-84.409683228
536580.01,2266961.01,-82.845214844
536580.01,2267061.01,-79.385620117
536580.01,2267161.01,-78.692985535
536580.01,2267261.01,-81.575233459
536580.01,2267361.01,-88.934921265
536580.01,2267461.01,-97.173934937
536580.01,2267561.01,-108.139045715
536580.01,2267661.01,-116.633071899
536580.01,2267761.01,-116.442489624
536580.01,2267861.01,-113.087745667
536580.01,2267961.01,-111.37348938
536580.01,2268061.01,-116.950531006
536580.01,2268161.01,-124.015014648
536580.01,2268261.01,-124.940185547
536580.01,2268361.01,-124.998649597
536580.01,2268461.01,-124.978599548
536580.01,2268561.01,-124.222801208
536580.01,2268661.01,-119.098327637
536580.01,2268761.01,-103.081802368
536580.01,2268861.01,-93.04473877
536580.01,2268961.01,-84.053634644
536580.01,2269061.01,-73.291481018
536580.01,2269161.01,-67.438987732
536580.01,2269261.01,-66.506492615
536580.01,2269361.01,-71.402389526
536580.01,2269461.01,-79.141242981
536580.01,2269561.01,-86.336654663
536580.01,2269661.01,-90.030944824
536580.01,2269761.01,-91.476173401
536580.01,2269861.01,-92.34728241
536580.01,2269961.01,-90.010139465
536580.01,2270061.01,-87.158370972
536580.01,2270161.01,-82.334968567
536580.01,2270261.01,-82.759933472
536580.01,2270361.01,-84.953582764
536580.01,2270461.01,-87.47731781
536580.01,2270561.01,-91.76184845
536580.01,2270661.01,-94.837646484
536580.01,2270761.01,-95.59500885
536580.01,2270861.01,-95.148933411
536580.01,2270961.01,-91.123939514
536580.01,2271061.01,-86.085197449
536580.01,2271161.01,-80.888763428
536580.01,2271261.01,-76.373374939
536580.01,2271361.01,-73.411476135
536580.01,2271461.01,-72.814331055
536580.01,2271561.01,-73.001205444
536580.01,2271661.01,-71.24559021
536580.01,2271761.01,-68.63344574
536580.01,2271861.01,-66.388999939
536580.01,2271961.01,-65.859077454
536580.01,2272061.01,-66.646903992
536580.01,2272161.01,-69.065071106
536580.01,2272261.01,-72.969696045
536580.01,2272361.01,-76.243431091
536580.01,2272461.01,-80.070487976
536580.01,2272561.01,-82.436416626
536580.01,2272661.01,-83.79083252
536580.01,2272761.01,-86.021736145
536580.01,2272861.01,-85.489181519
536580.01,2272961.01,-83.312408447
536680.01,2261761.01,-74.756561279
536680.01,2261861.01,-74.857147217
536680.01,2261961.01,-74.14818573
536680.01,2262061.01,-72.255561829
536680.01,2262161.01,-71.077941895
536680.01,2262261.01,-68.808433533
536680.01,2262361.01,-67.569503784
536680.01,2262461.01,-65.654556274
536680.01,2262561.01,-64.822013855
536680.01,2262661.01,-62.231098175
536680.01,2262761.01,-60.966499329
536680.01,2262861.01,-62.461524963
536680.01,2262961.01,-63.85987854
536680.01,2263061.01,-62.226005554
536680.01,2263161.01,-61.63967514
536680.01,2263261.01,-61.378173828
536680.01,2263361.01,-61.879829407
536680.01,2263461.01,-63.982845306
536680.01,2263561.01,-65.919403076
536680.01,2263661.01,-66.921005249
536680.01,2263761.01,-69.045860291
536680.01,2263861.01,-73.048027039
536680.01,2263961.01,-76.693756104
536680.01,2264061.01,-78.995513916
536680.01,2264161.01,-78.057655334
536680.01,2264261.01,-80.700592041
536680.01,2264361.01,-82.645881653
536680.01,2264461.01,-84.351249695
536680.01,2264561.01,-84.560905457
536680.01,2264661.01,-84.884796143
536680.01,2264761.01,-85.401229858
536680.01,2264861.01,-84.848518372
536680.01,2264961.01,-84.621833801
536680.01,2265061.01,-86.636871338
536680.01,2265161.01,-90.59967804
536680.01,2265261.01,-95.857955933
536680.01,2265361.01,-101.259788513
536680.01,2265461.01,-104.358764648
536680.01,2265561.01,-103.333183289
536680.01,2265661.01,-100.764663696
536680.01,2265761.01,-99.198928833
536680.01,2265861.01,-99.234207153
536680.01,2265961.01,-97.825866699
536680.01,2266061.01,-96.739082336
536680.01,2266161.01,-97.151329041
536680.01,2266261.01,-96.897644043
536680.01,2266361.01,-93.186576843
536680.01,2266461.01,-92.32598114
536680.01,2266561.01,-89.458145142
536680.01,2266661.01,-85.117935181
536680.01,2266761.01,-81.426956177
536680.01,2266861.01,-81.026199341
536680.01,2266961.01,-80.784805298
536680.01,2267061.01,-79.385871887
536680.01,2267161.01,-79.040107727
536680.01,2267261.01,-81.571434021
536680.01,2267361.01,-88.063499451
536680.01,2267461.01,-96.341247559
536680.01,2267561.01,-104.906585693
536680.01,2267661.01,-109.730262756
536680.01,2267761.01,-115.639045715
536680.01,2267861.01,-107.78137207
536680.01,2267961.01,-102.972389221
536680.01,2268061.01,-112.17855072
536680.01,2268161.01,-122.595069885
536680.01,2268261.01,-122.313995361
536680.01,2268361.01,-122.549613953
536680.01,2268461.01,-123.061668396
536680.01,2268561.01,-121.207893372
536680.01,2268661.01,-113.912452698
536680.01,2268761.01,-101.584434509
536680.01,2268861.01,-95.297828674
536680.01,2268961.01,-89.180908203
536680.01,2269061.01,-81.590179443
536680.01,2269161.01,-76.280014038
536680.01,2269261.01,-73.841873169
536680.01,2269361.01,-76.031196594
536680.01,2269461.01,-79.17830658
536680.01,2269561.01,-84.587692261
536680.01,2269661.01,-88.195884705
536680.01,2269761.01,-89.02545166
536680.01,2269861.01,-90.636039734
536680.01,2269961.01,-90.160514832
536680.01,2270061.01,-88.068069458
536680.01,2270161.01,-82.524978638
536680.01,2270261.01,-83.252090454
536680.01,2270361.01,-85.545211792
536680.01,2270461.01,-87.383033752
536680.01,2270561.01,-91.491645813
536680.01,2270661.01,-95.000289917
536680.01,2270761.01,-96.282981873
536680.01,2270861.01,-96.833106995
536680.01,2270961.01,-92.721504211
536680.01,2271061.01,-86.763259888
536680.01,2271161.01,-82.074928284
536680.01,2271261.01,-78.259017944
536680.01,2271361.01,-77.027061462
536680.01,2271461.01,-77.699142456
536680.01,2271561.01,-77.733230591
536680.01,2271661.01,-76.179885864
536680.01,2271761.01,-73.967529297
536680.01,2271861.01,-72.206787109
536680.01,2271961.01,-70.983131409
536680.01,2272061.01,-70.32106781
536680.01,2272161.01,-71.175125122
536680.01,2272261.01,-74.287147522
536680.01,2272361.01,-77.118431091
536680.01,2272461.01,-80.945098877
536680.01,2272561.01,-83.694847107
536680.01,2272661.01,-85.354949951
536680.01,2272761.01,-87.686210632
536680.01,2272861.01,-87.957511902
536780.01,2261761.01,-75.635871887
536780.01,2261861.01,-75.540039063
536780.01,2261961.01,-74.841377258
536780.01,2262061.01,-73.484237671
536780.01,2262161.01,-72.117042542
536780.01,2262261.01,-70.878601074
536780.01,2262361.01,-69.708686829
536780.01,2262461.01,-66.473518372
536780.01,2262561.01,-64.664245605
536780.01,2262661.01,-63.32232666
536780.01,2262761.01,-62.483211517
536780.01,2262861.01,-63.388011932
536780.01,2262961.01,-62.672779083
536780.01,2263061.01,-60.866680145
536780.01,2263161.01,-60.385204315
536780.01,2263261.01,-60.947006226
536780.01,2263361.01,-59.929889679
536780.01,2263461.01,-62.948734283
536780.01,2263561.01,-65.831588745
536780.01,2263661.01,-67.256462097
536780.01,2263761.01,-71.466674805
536780.01,2263861.01,-76.23184967
536780.01,2263961.01,-79.305671692
536780.01,2264061.01,-81.547897339
536780.01,2264161.01,-79.913589478
536780.01,2264261.01,-80.969741821
536780.01,2264361.01,-79.975112915
536780.01,2264461.01,-81.541305542
536780.01,2264561.01,-83.137565613
536780.01,2264661.01,-82.294006348
536780.01,2264761.01,-80.933105469
536780.01,2264861.01,-79.467300415
536780.01,2264961.01,-78.720481873
536780.01,2265061.01,-80.207962036
536780.01,2265161.01,-82.163291931
536780.01,2265261.01,-85.494010925
536780.01,2265361.01,-91.112319946
536780.01,2265461.01,-98.428878784
536780.01,2265561.01,-101.902450562
536780.01,2265661.01,-100.533576965
536780.01,2265761.01,-99.855628967
536780.01,2265861.01,-99.125816345
536780.01,2265961.01,-96.060844421
536780.01,2266061.01,-94.641387939
536780.01,2266161.01,-94.282981873
536780.01,2266261.01,-94.392913818
536780.01,2266361.01,-92.586143494
536780.01,2266461.01,-90.722930908
536780.01,2266561.01,-87.57182312
536780.01,2266661.01,-83.3984375
536780.01,2266761.01,-80.753044128
536780.01,2266861.01,-80.706161499
536780.01,2266961.01,-81.82093811
536780.01,2267061.01,-82.629768372
536780.01,2267161.01,-83.101364136
536780.01,2267261.01,-83.677932739
536780.01,2267361.01,-89.181762695
536780.01,2267461.01,-97.103126526
536780.01,2267561.01,-97.808578491
536780.01,2267661.01,-96.557540894
536780.01,2267761.01,-103.400360107
536780.01,2267861.01,-99.09336853
536780.01,2267961.01,-92.357444763
536780.01,2268061.01,-98.987281799
536780.01,2268161.01,-113.134857178
536780.01,2268261.01,-119.10622406
536780.01,2268361.01,-121.036567688
536780.01,2268461.01,-122.464370728
536780.01,2268561.01,-120.279029846
536780.01,2268661.01,-113.777893066
536780.01,2268761.01,-104.584991455
536780.01,2268861.01,-97.645042419
536780.01,2268961.01,-91.726646423
536780.01,2269061.01,-86.083992004
536780.01,2269161.01,-82.497070313
536780.01,2269261.01,-78.80317688
536780.01,2269361.01,-78.377693176
536780.01,2269461.01,-79.712928772
536780.01,2269561.01,-84.658561707
536780.01,2269661.01,-87.166694641
536780.01,2269761.01,-88.724639893
536780.01,2269861.01,-88.575622559
536780.01,2269961.01,-89.308830261
536780.01,2270061.01,-88.870025635
536780.01,2270161.01,-86.131217957
536780.01,2270261.01,-83.452003479
536780.01,2270361.01,-86.231277466
536780.01,2270461.01,-88.753356934
536780.01,2270561.01,-90.794059753
536780.01,2270661.01,-93.483001709
536780.01,2270761.01,-95.166107178
536780.01,2270861.01,-97.195579529
536780.01,2270961.01,-93.966888428
536780.01,2271061.01,-87.597076416
536780.01,2271161.01,-82.281089783
536780.01,2271261.01,-80.104751587
536780.01,2271361.01,-80.998779297
536780.01,2271461.01,-82.899505615
536780.01,2271561.01,-82.699234009
536780.01,2271661.01,-80.593666077
536780.01,2271761.01,-78.334510803
536780.01,2271861.01,-76.65398407
536780.01,2271961.01,-75.035362244
536780.01,2272061.01,-73.72341156
536780.01,2272161.01,-73.577453613
536780.01,2272261.01,-75.879135132
536780.01,2272361.01,-79.221847534
536780.01,2272461.01,-82.974952698
536780.01,2272561.01,-85.892532349
536780.01,2272661.01,-87.390884399
536780.01,2272761.01,-89.384414673
536880.01,2261861.01,-76.588546753
536880.01,2261961.01,-76.29258728
536880.01,2262061.01,-75.26890564
536880.01,2262161.01,-73.091064453
536880.01,2262261.01,-72.244117737
536880.01,2262361.01,-70.958122253
536880.01,2262461.01,-68.22756958
536880.01,2262561.01,-65.187278748
536880.01,2262661.01,-63.211231232
536880.01,2262761.01,-62.364528656
536880.01,2262861.01,-62.969474792
536880.01,2262961.01,-62.543643951
536880.01,2263061.01,-61.856201172
536880.01,2263161.01,-61.512950897
536880.01,2263261.01,-60.926040649
536880.01,2263361.01,-60.621585846
536880.01,2263461.01,-62.496479034
536880.01,2263561.01,-65.065765381
536880.01,2263661.01,-67.527381897
536880.01,2263761.01,-73.180076599
536880.01,2263861.01,-78.178649902
536880.01,2263961.01,-81.272346497
536880.01,2264061.01,-84.696548462
536880.01,2264161.01,-84.285720825
536880.01,2264261.01,-82.0184021
536880.01,2264361.01,-78.017662048
536880.01,2264461.01,-77.833114624
536880.01,2264561.01,-78.52028656
536880.01,2264661.01,-77.41758728
536880.01,2264761.01,-75.509498596
536880.01,2264861.01,-74.003128052
536880.01,2264961.01,-72.659477234
536880.01,2265061.01,-72.852310181
536880.01,2265161.01,-73.071983337
536880.01,2265261.01,-73.474121094
536880.01,2265361.01,-76.507980347
536880.01,2265461.01,-84.194274902
536880.01,2265561.01,-92.889183044
536880.01,2265661.01,-95.481544495
536880.01,2265761.01,-98.645652771
536880.01,2265861.01,-99.246902466
536880.01,2265961.01,-94.774887085
536880.01,2266061.01,-91.184677124
536880.01,2266161.01,-90.097671509
536880.01,2266261.01,-91.573219299
536880.01,2266361.01,-91.081359863
536880.01,2266461.01,-88.878875732
536880.01,2266561.01,-85.566596985
536880.01,2266661.01,-82.419624329
536880.01,2266761.01,-81.487380981
536880.01,2266861.01,-82.653762817
536880.01,2266961.01,-85.290252686
536880.01,2267061.01,-89.145095825
536880.01,2267161.01,-90.619941711
536880.01,2267261.01,-90.001541138
536880.01,2267361.01,-91.571517944
536880.01,2267461.01,-97.730705261
536880.01,2267561.01,-97.855575562
536880.01,2267661.01,-91.716972351
536880.01,2267761.01,-92.743835449
536880.01,2267861.01,-90.226112366
536880.01,2267961.01,-83.322021484
536880.01,2268061.01,-83.044311523
536880.01,2268161.01,-97.021026611
536880.01,2268261.01,-109.498474121
536880.01,2268361.01,-118.917221069
536880.01,2268461.01,-125.81212616
536880.01,2268561.01,-122.581848145
536880.01,2268661.01,-115.334373474
536880.01,2268761.01,-108.028564453
536880.01,2268861.01,-101.735488892
536880.01,2268961.01,-94.630447388
536880.01,2269061.01,-90.373153687
536880.01,2269161.01,-88.221824646
536880.01,2269261.01,-85.416778564
536880.01,2269361.01,-82.355278015
536880.01,2269461.01,-81.140724182
536880.01,2269561.01,-82.139358521
536880.01,2269661.01,-83.663108826
536880.01,2269761.01,-85.660926819
536880.01,2269861.01,-84.679008484
536880.01,2269961.01,-84.353515625
536880.01,2270061.01,-84.695114136
536880.01,2270161.01,-86.704269409
536880.01,2270261.01,-83.348434448
536880.01,2270361.01,-86.491378784
536880.01,2270461.01,-89.342666626
536880.01,2270561.01,-90.926963806
536880.01,2270661.01,-93.060958862
536880.01,2270761.01,-95.603897095
536880.01,2270861.01,-96.618972778
536880.01,2270961.01,-94.763938904
536880.01,2271061.01,-91.23412323
536880.01,2271161.01,-84.360687256
536880.01,2271261.01,-82.248695374
536880.01,2271361.01,-84.573867798
536880.01,2271461.01,-86.731536865
536880.01,2271561.01,-86.630722046
536880.01,2271661.01,-84.4737854
536880.01,2271761.01,-82.196868896
536880.01,2271861.01,-80.125473022
536880.01,2271961.01,-78.134864807
536880.01,2272061.01,-76.635818481
536880.01,2272161.01,-76.591773987
536880.01,2272261.01,-77.808052063
536880.01,2272361.01,-80.253379822
536880.01,2272461.01,-83.363677979
536880.01,2272561.01,-86.72354126
536880.01,2272661.01,-88.712333679
536980.01,2261961.01,-77.701202393
536980.01,2262061.01,-75.936836243
536980.01,2262161.01,-74.218025208
536980.01,2262261.01,-73.518226624
536980.01,2262361.01,-72.452232361
536980.01,2262461.01,-70.178260803
536980.01,2262561.01,-66.685966492
536980.01,2262661.01,-63.900062561
536980.01,2262761.01,-62.557800293
536980.01,2262861.01,-61.324264526
536980.01,2262961.01,-62.458824158
536980.01,2263061.01,-62.405399323
536980.01,2263161.01,-62.555438995
536980.01,2263261.01,-62.143062592
536980.01,2263361.01,-61.668403625
536980.01,2263461.01,-62.879570007
