"X","Y","H60_Charm (TWT)"
531480.01,2265161.01,669.230896
531480.01,2265261.01,669.026764
531480.01,2265361.01,670.397232
531480.01,2265461.01,672.973907
531480.01,2265561.01,674.682251
531480.01,2265661.01,678.141052
531480.01,2265761.01,682.465363
531480.01,2265861.01,685.932007
531480.01,2265961.01,688.360519
531480.01,2266061.01,684.982056
531480.01,2266161.01,680.542267
531480.01,2266261.01,676.454224
531480.01,2266361.01,682.612305
531480.01,2266461.01,689.459717
531480.01,2266561.01,691.590027
531480.01,2266661.01,693.588486
531480.01,2266761.01,696.509583
531480.01,2266861.01,696.451416
531480.01,2266961.01,697.229858
531480.01,2267061.01,697.819855
531480.01,2267161.01,698.746674
531480.01,2267261.01,698.314651
531480.01,2267361.01,697.734436
531480.01,2267461.01,697.054962
531480.01,2267561.01,694.978638
531480.01,2267661.01,692.348511
531480.01,2267761.01,692.342804
531480.01,2267861.01,689.786957
531480.01,2267961.01,685.373398
531480.01,2268061.01,683.001831
531480.01,2268161.01,-9999
531580.01,2262661.01,689.870697
531580.01,2262761.01,691.143433
531580.01,2262861.01,692.730591
531580.01,2262961.01,693.169128
531580.01,2263061.01,691.507751
531580.01,2263161.01,691.099899
531580.01,2263261.01,691.346222
531580.01,2263361.01,691.273651
531580.01,2263461.01,690.788696
531580.01,2263561.01,690.012787
531580.01,2263661.01,690.102264
531580.01,2263761.01,690.190216
531580.01,2263861.01,689.9935
531580.01,2263961.01,689.463043
531580.01,2264061.01,688.220642
531580.01,2264161.01,685.170471
531580.01,2264261.01,683.418076
531580.01,2264361.01,680.948364
531580.01,2264461.01,679.813278
531580.01,2264561.01,678.177246
531580.01,2264661.01,675.905518
531580.01,2264761.01,673.88916
531580.01,2264861.01,672.510315
531580.01,2264961.01,671.48468
531580.01,2265061.01,670.053986
531580.01,2265161.01,668.881836
531580.01,2265261.01,668.930267
531580.01,2265361.01,669.757385
531580.01,2265461.01,671.639526
531580.01,2265561.01,672.902603
531580.01,2265661.01,676.436066
531580.01,2265761.01,682.276764
531580.01,2265861.01,686.368774
531580.01,2265961.01,691.408875
531580.01,2266061.01,690.218262
531580.01,2266161.01,687.828293
531580.01,2266261.01,679.512268
531580.01,2266361.01,680.621094
531580.01,2266461.01,684.100281
531580.01,2266561.01,690.350769
531580.01,2266661.01,692.868896
531580.01,2266761.01,696.110657
531580.01,2266861.01,697.098541
531580.01,2266961.01,698.079559
531580.01,2267061.01,697.977142
531580.01,2267161.01,696.679382
531580.01,2267261.01,695.499878
531580.01,2267361.01,694.193115
531580.01,2267461.01,693.944672
531580.01,2267561.01,693.904266
531580.01,2267661.01,693.117676
531580.01,2267761.01,692.760986
531580.01,2267861.01,689.476532
531580.01,2267961.01,685.412964
531580.01,2268061.01,683.526062
531580.01,2268161.01,-9999
531580.01,2268261.01,-9999
531680.01,2262561.01,688.398071
531680.01,2262661.01,689.740326
531680.01,2262761.01,691.747986
531680.01,2262861.01,692.300766
531680.01,2262961.01,692.495178
531680.01,2263061.01,691.931946
531680.01,2263161.01,691.078003
531680.01,2263261.01,691.732788
531680.01,2263361.01,692.243988
531680.01,2263461.01,692.111786
531680.01,2263561.01,691.176208
531680.01,2263661.01,691.016724
531680.01,2263761.01,690.123444
531680.01,2263861.01,689.441345
531680.01,2263961.01,688.22847
531680.01,2264061.01,686.657715
531680.01,2264161.01,684.984299
531680.01,2264261.01,683.173157
531680.01,2264361.01,680.903137
531680.01,2264461.01,679.085938
531680.01,2264561.01,675.92984
531680.01,2264661.01,674.04216
531680.01,2264761.01,672.110443
531680.01,2264861.01,671.435394
531680.01,2264961.01,671.97821
531680.01,2265061.01,671.494263
531680.01,2265161.01,671.034515
531680.01,2265261.01,669.89006
531680.01,2265361.01,669.719269
531680.01,2265461.01,670.478653
531680.01,2265561.01,671.360901
531680.01,2265661.01,674.503784
531680.01,2265761.01,680.887512
531680.01,2265861.01,686.836792
531680.01,2265961.01,691.84996
531680.01,2266061.01,692.761841
531680.01,2266161.01,691.135468
531680.01,2266261.01,684.347351
531680.01,2266361.01,681.111603
531680.01,2266461.01,682.576263
531680.01,2266561.01,687.099991
531680.01,2266661.01,691.721252
531680.01,2266761.01,693.495117
531680.01,2266861.01,695.977844
531680.01,2266961.01,696.30191
531680.01,2267061.01,695.678558
531680.01,2267161.01,694.794983
531680.01,2267261.01,694.740372
531680.01,2267361.01,694.759338
531680.01,2267461.01,694.399353
531680.01,2267561.01,693.464966
531680.01,2267661.01,692.476013
531680.01,2267761.01,691.424316
531680.01,2267861.01,689.747116
531680.01,2267961.01,687.01297
531680.01,2268061.01,685.064056
531680.01,2268161.01,682.880249
531680.01,2268261.01,-9999
531780.01,2262461.01,690.888779
531780.01,2262561.01,691.307587
531780.01,2262661.01,694.923309
531780.01,2262761.01,697.165283
531780.01,2262861.01,698.282074
531780.01,2262961.01,699.71344
531780.01,2263061.01,699.968399
531780.01,2263161.01,697.633484
531780.01,2263261.01,696.372986
531780.01,2263361.01,694.179199
531780.01,2263461.01,693.16568
531780.01,2263561.01,693.059814
531780.01,2263661.01,692.596405
531780.01,2263761.01,691.355392
531780.01,2263861.01,690.657532
531780.01,2263961.01,688.623596
531780.01,2264061.01,686.2948
531780.01,2264161.01,684.109528
531780.01,2264261.01,682.47821
531780.01,2264361.01,680.75061
531780.01,2264461.01,678.057831
531780.01,2264561.01,676.923157
531780.01,2264661.01,675.242432
531780.01,2264761.01,672.989227
531780.01,2264861.01,672.026123
531780.01,2264961.01,672.410309
531780.01,2265061.01,672.037811
531780.01,2265161.01,670.440369
531780.01,2265261.01,669.442078
531780.01,2265361.01,669.109802
531780.01,2265461.01,668.836121
531780.01,2265561.01,669.626434
531780.01,2265661.01,673.212982
531780.01,2265761.01,680.73761
531780.01,2265861.01,685.082794
531780.01,2265961.01,690.501831
531780.01,2266061.01,694.609406
531780.01,2266161.01,694.986725
531780.01,2266261.01,691.701447
531780.01,2266361.01,681.345322
531780.01,2266461.01,681.106262
531780.01,2266561.01,683.919159
531780.01,2266661.01,689.150757
531780.01,2266761.01,690.642563
531780.01,2266861.01,693.050079
531780.01,2266961.01,694.145615
531780.01,2267061.01,694.447876
531780.01,2267161.01,694.810638
531780.01,2267261.01,695.093262
531780.01,2267361.01,695.833206
531780.01,2267461.01,694.987701
531780.01,2267561.01,693.92038
531780.01,2267661.01,692.951569
531780.01,2267761.01,692.991333
531780.01,2267861.01,692.415466
531780.01,2267961.01,689.321228
531780.01,2268061.01,687.442703
531780.01,2268161.01,685.567566
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,705.60437
531880.01,2262461.01,696.398987
531880.01,2262561.01,696.775894
531880.01,2262661.01,697.847717
531880.01,2262761.01,699.794617
531880.01,2262861.01,700.684128
531880.01,2262961.01,701.100464
531880.01,2263061.01,699.78775
531880.01,2263161.01,699.227966
531880.01,2263261.01,699.360077
531880.01,2263361.01,698.510925
531880.01,2263461.01,697.13504
531880.01,2263561.01,697.556824
531880.01,2263661.01,695.773682
531880.01,2263761.01,693.531067
531880.01,2263861.01,692.480301
531880.01,2263961.01,689.506195
531880.01,2264061.01,687.2341
531880.01,2264161.01,686.323486
531880.01,2264261.01,683.911377
531880.01,2264361.01,681.514923
531880.01,2264461.01,680.232788
531880.01,2264561.01,679.549515
531880.01,2264661.01,676.935364
531880.01,2264761.01,673.447495
531880.01,2264861.01,672.602539
531880.01,2264961.01,672.049957
531880.01,2265061.01,671.528809
531880.01,2265161.01,670.401184
531880.01,2265261.01,669.184021
531880.01,2265361.01,667.701691
531880.01,2265461.01,666.896942
531880.01,2265561.01,667.027405
531880.01,2265661.01,671.192749
531880.01,2265761.01,675.54422
531880.01,2265861.01,682.849869
531880.01,2265961.01,688.784424
531880.01,2266061.01,692.591431
531880.01,2266161.01,697.266357
531880.01,2266261.01,694.835907
531880.01,2266361.01,683.199829
531880.01,2266461.01,680.814255
531880.01,2266561.01,681.585846
531880.01,2266661.01,686.01413
531880.01,2266761.01,688.674042
531880.01,2266861.01,692.125122
531880.01,2266961.01,695.168732
531880.01,2267061.01,696.610626
531880.01,2267161.01,696.920441
531880.01,2267261.01,696.704803
531880.01,2267361.01,696.624359
531880.01,2267461.01,695.283386
531880.01,2267561.01,694.403046
531880.01,2267661.01,694.050751
531880.01,2267761.01,693.58905
531880.01,2267861.01,692.322845
531880.01,2267961.01,689.591614
531880.01,2268061.01,687.327484
531880.01,2268161.01,685.399902
531880.01,2268261.01,683.926682
531880.01,2268361.01,-9999
531980.01,2262361.01,718.163559
531980.01,2262461.01,714.996429
531980.01,2262561.01,718.037048
531980.01,2262661.01,716.461121
531980.01,2262761.01,714.956543
531980.01,2262861.01,718.754333
531980.01,2262961.01,716.407471
531980.01,2263061.01,712.034515
531980.01,2263161.01,706.000854
531980.01,2263261.01,714.876221
531980.01,2263361.01,707.923462
531980.01,2263461.01,702.60849
531980.01,2263561.01,702.902802
531980.01,2263661.01,699.21373
531980.01,2263761.01,696.292725
531980.01,2263861.01,694.950958
531980.01,2263961.01,691.20874
531980.01,2264061.01,689.055023
531980.01,2264161.01,688.673859
531980.01,2264261.01,687.184341
531980.01,2264361.01,685.916412
531980.01,2264461.01,686.384125
531980.01,2264561.01,682.819641
531980.01,2264661.01,678.215393
531980.01,2264761.01,676.496582
531980.01,2264861.01,675.997955
531980.01,2264961.01,674.011292
531980.01,2265061.01,670.820526
531980.01,2265161.01,669.773926
531980.01,2265261.01,668.270813
531980.01,2265361.01,666.917725
531980.01,2265461.01,666.203156
531980.01,2265561.01,665.419693
531980.01,2265661.01,668.573975
531980.01,2265761.01,672.284668
531980.01,2265861.01,679.597687
531980.01,2265961.01,686.493835
531980.01,2266061.01,689.915161
531980.01,2266161.01,695.157806
531980.01,2266261.01,697.456757
531980.01,2266361.01,695.658447
531980.01,2266461.01,682.611267
531980.01,2266561.01,680.792725
531980.01,2266661.01,683.884338
531980.01,2266761.01,687.396057
531980.01,2266861.01,692.08905
531980.01,2266961.01,695.639832
531980.01,2267061.01,697.615112
531980.01,2267161.01,697.774078
531980.01,2267261.01,697.568237
531980.01,2267361.01,697.23558
531980.01,2267461.01,696.019592
531980.01,2267561.01,694.977768
531980.01,2267661.01,694.567322
531980.01,2267761.01,692.442871
531980.01,2267861.01,690.791443
531980.01,2267961.01,689.82637
531980.01,2268061.01,688.241852
531980.01,2268161.01,685.626343
531980.01,2268261.01,684.199585
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,725.135315
532080.01,2262361.01,724.555969
532080.01,2262461.01,722.745544
532080.01,2262561.01,723.050964
532080.01,2262661.01,721.882019
532080.01,2262761.01,722.410629
532080.01,2262861.01,723.297302
532080.01,2262961.01,724.063721
532080.01,2263061.01,723.349609
532080.01,2263161.01,722.183014
532080.01,2263261.01,720.311188
532080.01,2263361.01,716.662476
532080.01,2263461.01,713.15097
532080.01,2263561.01,712.290985
532080.01,2263661.01,708.802979
532080.01,2263761.01,705.331909
532080.01,2263861.01,703.620834
532080.01,2263961.01,699.833466
532080.01,2264061.01,696.619034
532080.01,2264161.01,695.831604
532080.01,2264261.01,693.049225
532080.01,2264361.01,689.637512
532080.01,2264461.01,687.044464
532080.01,2264561.01,683.464386
532080.01,2264661.01,679.707458
532080.01,2264761.01,677.870972
532080.01,2264861.01,676.9888
532080.01,2264961.01,674.410858
532080.01,2265061.01,672.38623
532080.01,2265161.01,669.811539
532080.01,2265261.01,667.882538
532080.01,2265361.01,666.161469
532080.01,2265461.01,664.964355
532080.01,2265561.01,663.804504
532080.01,2265661.01,665.751221
532080.01,2265761.01,668.76561
532080.01,2265861.01,675.658508
532080.01,2265961.01,682.902039
532080.01,2266061.01,686.202759
532080.01,2266161.01,691.98584
532080.01,2266261.01,694.819916
532080.01,2266361.01,693.972504
532080.01,2266461.01,685.417587
532080.01,2266561.01,681.014893
532080.01,2266661.01,680.725586
532080.01,2266761.01,684.798889
532080.01,2266861.01,691.383728
532080.01,2266961.01,693.722565
532080.01,2267061.01,697.659653
532080.01,2267161.01,698.432587
532080.01,2267261.01,698.416214
532080.01,2267361.01,698.130127
532080.01,2267461.01,696.729828
532080.01,2267561.01,694.960663
532080.01,2267661.01,694.396942
532080.01,2267761.01,692.628235
532080.01,2267861.01,691.084564
532080.01,2267961.01,690.520447
532080.01,2268061.01,689.431519
532080.01,2268161.01,687.491608
532080.01,2268261.01,686.056335
532080.01,2268361.01,684.272888
532080.01,2268461.01,-9999
532180.01,2262161.01,730.066467
532180.01,2262261.01,729.401184
532180.01,2262361.01,726.994568
532180.01,2262461.01,724.635254
532180.01,2262561.01,723.89563
532180.01,2262661.01,722.709259
532180.01,2262761.01,721.56842
532180.01,2262861.01,720.970947
532180.01,2262961.01,720.6241
532180.01,2263061.01,719.86261
532180.01,2263161.01,718.587219
532180.01,2263261.01,717.660156
532180.01,2263361.01,715.734436
532180.01,2263461.01,713.792053
532180.01,2263561.01,711.347412
532180.01,2263661.01,708.391083
532180.01,2263761.01,705.868988
532180.01,2263861.01,703.132629
532180.01,2263961.01,699.84256
532180.01,2264061.01,694.215546
532180.01,2264161.01,691.377045
532180.01,2264261.01,688.683777
532180.01,2264361.01,686.143127
532180.01,2264461.01,684.320343
532180.01,2264561.01,681.352783
532180.01,2264661.01,678.874329
532180.01,2264761.01,677.669708
532180.01,2264861.01,675.965637
532180.01,2264961.01,674.003174
532180.01,2265061.01,671.850494
532180.01,2265161.01,669.094971
532180.01,2265261.01,667.492035
532180.01,2265361.01,665.765213
532180.01,2265461.01,664.606232
532180.01,2265561.01,663.636856
532180.01,2265661.01,664.852356
532180.01,2265761.01,666.815796
532180.01,2265861.01,671.871521
532180.01,2265961.01,678.789673
532180.01,2266061.01,681.989349
532180.01,2266161.01,687.409485
532180.01,2266261.01,691.581482
532180.01,2266361.01,692.20813
532180.01,2266461.01,689.01062
532180.01,2266561.01,681.880066
532180.01,2266661.01,682.540985
532180.01,2266761.01,683.640472
532180.01,2266861.01,687.245911
532180.01,2266961.01,690.510559
532180.01,2267061.01,696.56073
532180.01,2267161.01,697.820679
532180.01,2267261.01,698.21666
532180.01,2267361.01,698.120972
532180.01,2267461.01,696.29039
532180.01,2267561.01,695.107819
532180.01,2267661.01,694.474731
532180.01,2267761.01,693.307861
532180.01,2267861.01,691.950714
532180.01,2267961.01,691.681107
532180.01,2268061.01,690.14563
532180.01,2268161.01,689.085724
532180.01,2268261.01,687.381958
532180.01,2268361.01,684.924805
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,731.037445
532280.01,2262161.01,731.76593
532280.01,2262261.01,730.223358
532280.01,2262361.01,726.483398
532280.01,2262461.01,723.781494
532280.01,2262561.01,722.426056
532280.01,2262661.01,720.825668
532280.01,2262761.01,720.092438
532280.01,2262861.01,719.277863
532280.01,2262961.01,718.811096
532280.01,2263061.01,718.024597
532280.01,2263161.01,715.125687
532280.01,2263261.01,713.744415
532280.01,2263361.01,712.909683
532280.01,2263461.01,710.389893
532280.01,2263561.01,708.037476
532280.01,2263661.01,704.554077
532280.01,2263761.01,701.796616
532280.01,2263861.01,698.130798
532280.01,2263961.01,694.215103
532280.01,2264061.01,691.317993
532280.01,2264161.01,689.174103
532280.01,2264261.01,686.773376
532280.01,2264361.01,685.035278
532280.01,2264461.01,681.169907
532280.01,2264561.01,679.031952
532280.01,2264661.01,676.773911
532280.01,2264761.01,674.813782
532280.01,2264861.01,672.947113
532280.01,2264961.01,671.274841
532280.01,2265061.01,669.522705
532280.01,2265161.01,667.147369
532280.01,2265261.01,666.445129
532280.01,2265361.01,666.392639
532280.01,2265461.01,665.616699
532280.01,2265561.01,665.085205
532280.01,2265661.01,665.07222
532280.01,2265761.01,666.461319
532280.01,2265861.01,669.503052
532280.01,2265961.01,671.706696
532280.01,2266061.01,677.384766
532280.01,2266161.01,683.216766
532280.01,2266261.01,688.190308
532280.01,2266361.01,690.206207
532280.01,2266461.01,690.500763
532280.01,2266561.01,686.266327
532280.01,2266661.01,684.57489
532280.01,2266761.01,683.51532
532280.01,2266861.01,685.908508
532280.01,2266961.01,688.221603
532280.01,2267061.01,691.349289
532280.01,2267161.01,694.425232
532280.01,2267261.01,695.432892
532280.01,2267361.01,696.994263
532280.01,2267461.01,697.008484
532280.01,2267561.01,696.195221
532280.01,2267661.01,695.023788
532280.01,2267761.01,694.356262
532280.01,2267861.01,693.458313
532280.01,2267961.01,692.609558
532280.01,2268061.01,690.51825
532280.01,2268161.01,689.515198
532280.01,2268261.01,687.943329
532280.01,2268361.01,685.476181
532280.01,2268461.01,684.854248
532280.01,2268561.01,-9999
532380.01,2262061.01,731.224243
532380.01,2262161.01,731.725464
532380.01,2262261.01,729.031143
532380.01,2262361.01,725.622864
532380.01,2262461.01,723.917297
532380.01,2262561.01,721.515869
532380.01,2262661.01,719.16449
532380.01,2262761.01,718.341827
532380.01,2262861.01,717.940735
532380.01,2262961.01,716.393433
532380.01,2263061.01,714.957581
532380.01,2263161.01,714.420044
532380.01,2263261.01,713.25
532380.01,2263361.01,710.996216
532380.01,2263461.01,708.337311
532380.01,2263561.01,704.377686
532380.01,2263661.01,701.851379
532380.01,2263761.01,700.009003
532380.01,2263861.01,695.859436
532380.01,2263961.01,692.259003
532380.01,2264061.01,690.740173
532380.01,2264161.01,687.065842
532380.01,2264261.01,684.213684
532380.01,2264361.01,682.712555
532380.01,2264461.01,679.50293
532380.01,2264561.01,677.068787
532380.01,2264661.01,675.019775
532380.01,2264761.01,672.900436
532380.01,2264861.01,668.829147
532380.01,2264961.01,668.260254
532380.01,2265061.01,667.966797
532380.01,2265161.01,667.385681
532380.01,2265261.01,666.498047
532380.01,2265361.01,666.306061
532380.01,2265461.01,665.599533
532380.01,2265561.01,665.049957
532380.01,2265661.01,665.18161
532380.01,2265761.01,665.772217
532380.01,2265861.01,668.315155
532380.01,2265961.01,670.033936
532380.01,2266061.01,673.956863
532380.01,2266161.01,680.447998
532380.01,2266261.01,683.425903
532380.01,2266361.01,687.779694
532380.01,2266461.01,689.498535
532380.01,2266561.01,687.315674
532380.01,2266661.01,684.67691
532380.01,2266761.01,683.271652
532380.01,2266861.01,685.46759
532380.01,2266961.01,687.638763
532380.01,2267061.01,689.90863
532380.01,2267161.01,692.396698
532380.01,2267261.01,693.053253
532380.01,2267361.01,694.711868
532380.01,2267461.01,694.213043
532380.01,2267561.01,694.253662
532380.01,2267661.01,694.27063
532380.01,2267761.01,693.558655
532380.01,2267861.01,692.829834
532380.01,2267961.01,691.669678
532380.01,2268061.01,690.271362
532380.01,2268161.01,689.772217
532380.01,2268261.01,688.688751
532380.01,2268361.01,686.226563
532380.01,2268461.01,685.951721
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,730.396988
532480.01,2262061.01,730.930359
532480.01,2262161.01,728.964844
532480.01,2262261.01,727.773071
532480.01,2262361.01,726.31897
532480.01,2262461.01,724.145874
532480.01,2262561.01,720.718216
532480.01,2262661.01,716.550629
532480.01,2262761.01,716.470703
532480.01,2262861.01,717.468536
532480.01,2262961.01,718.822083
532480.01,2263061.01,716.991699
532480.01,2263161.01,714.516113
532480.01,2263261.01,712.800232
532480.01,2263361.01,711.078979
532480.01,2263461.01,710.514465
532480.01,2263561.01,707.630005
532480.01,2263661.01,704.398132
532480.01,2263761.01,703.059418
532480.01,2263861.01,700.759384
532480.01,2263961.01,699.023438
532480.01,2264061.01,696.158081
532480.01,2264161.01,690.969879
532480.01,2264261.01,687.746948
532480.01,2264361.01,686.462509
532480.01,2264461.01,680.614136
532480.01,2264561.01,675.323807
532480.01,2264661.01,672.556519
532480.01,2264761.01,669.064178
532480.01,2264861.01,667.091675
532480.01,2264961.01,665.655853
532480.01,2265061.01,665.172638
532480.01,2265161.01,665.346664
532480.01,2265261.01,663.524063
532480.01,2265361.01,664.62085
532480.01,2265461.01,666.205536
532480.01,2265561.01,665.384888
532480.01,2265661.01,665.541489
532480.01,2265761.01,666.875824
532480.01,2265861.01,669.361023
532480.01,2265961.01,671.969849
532480.01,2266061.01,674.86554
532480.01,2266161.01,679.345093
532480.01,2266261.01,682.758408
532480.01,2266361.01,686.644928
532480.01,2266461.01,688.962448
532480.01,2266561.01,688.091461
532480.01,2266661.01,684.024292
532480.01,2266761.01,681.822601
532480.01,2266861.01,681.049438
532480.01,2266961.01,682.870651
532480.01,2267061.01,685.081451
532480.01,2267161.01,687.256271
532480.01,2267261.01,687.20282
532480.01,2267361.01,690.010834
532480.01,2267461.01,691.668457
532480.01,2267561.01,691.93605
532480.01,2267661.01,692.768524
532480.01,2267761.01,692.218826
532480.01,2267861.01,690.636169
532480.01,2267961.01,689.75415
532480.01,2268061.01,689.17099
532480.01,2268161.01,689.37146
532480.01,2268261.01,689.159637
532480.01,2268361.01,689.663422
532480.01,2268461.01,693.409943
532480.01,2268561.01,694.519958
532480.01,2268661.01,-9999
532580.01,2261861.01,729.117554
532580.01,2261961.01,730.36087
532580.01,2262061.01,730.059509
532580.01,2262161.01,728.153809
532580.01,2262261.01,726.620026
532580.01,2262361.01,724.876938
532580.01,2262461.01,722.437012
532580.01,2262561.01,719.241272
532580.01,2262661.01,716.012512
532580.01,2262761.01,717.450302
532580.01,2262861.01,718.140472
532580.01,2262961.01,720.497147
532580.01,2263061.01,727.054504
532580.01,2263161.01,727.028381
532580.01,2263261.01,724.67868
532580.01,2263361.01,726.33313
532580.01,2263461.01,723.839523
532580.01,2263561.01,719.296967
532580.01,2263661.01,719.837463
532580.01,2263761.01,714.694763
532580.01,2263861.01,709.305817
532580.01,2263961.01,704.445679
532580.01,2264061.01,703.166824
532580.01,2264161.01,696.119019
532580.01,2264261.01,691.374603
532580.01,2264361.01,691.605377
532580.01,2264461.01,685.215759
532580.01,2264561.01,677.663513
532580.01,2264661.01,673.886932
532580.01,2264761.01,667.52951
532580.01,2264861.01,664.412811
532580.01,2264961.01,662.990021
532580.01,2265061.01,661.164734
532580.01,2265161.01,661.018494
532580.01,2265261.01,661.281281
532580.01,2265361.01,662.995895
532580.01,2265461.01,665.558807
532580.01,2265561.01,666.388702
532580.01,2265661.01,669.773987
532580.01,2265761.01,671.280151
532580.01,2265861.01,672.139374
532580.01,2265961.01,674.118347
532580.01,2266061.01,679.386703
532580.01,2266161.01,681.897491
532580.01,2266261.01,683.951324
532580.01,2266361.01,686.641541
532580.01,2266461.01,687.811279
532580.01,2266561.01,687.409485
532580.01,2266661.01,684.880905
532580.01,2266761.01,678.771088
532580.01,2266861.01,676.933411
532580.01,2266961.01,677.263245
532580.01,2267061.01,679.965881
532580.01,2267161.01,681.169754
532580.01,2267261.01,683.784241
532580.01,2267361.01,686.960144
532580.01,2267461.01,689.108093
532580.01,2267561.01,689.546204
532580.01,2267661.01,690.313171
532580.01,2267761.01,690.400299
532580.01,2267861.01,689.799988
532580.01,2267961.01,689.056152
532580.01,2268061.01,688.090973
532580.01,2268161.01,688.175659
532580.01,2268261.01,691.564209
532580.01,2268361.01,695.629822
532580.01,2268461.01,697.145493
532580.01,2268561.01,694.601685
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,726.304901
532680.01,2261861.01,727.468063
532680.01,2261961.01,727.569794
532680.01,2262061.01,726.284882
532680.01,2262161.01,724.330536
532680.01,2262261.01,722.615356
532680.01,2262361.01,722.388
532680.01,2262461.01,723.607697
532680.01,2262561.01,725.02771
532680.01,2262661.01,727.10202
532680.01,2262761.01,728.412628
532680.01,2262861.01,729.214294
532680.01,2262961.01,729.073303
532680.01,2263061.01,729.086121
532680.01,2263161.01,730.16925
532680.01,2263261.01,730.009338
532680.01,2263361.01,728.719025
532680.01,2263461.01,727.147614
532680.01,2263561.01,724.788452
532680.01,2263661.01,722.614624
532680.01,2263761.01,719.68161
532680.01,2263861.01,715.106766
532680.01,2263961.01,712.341797
532680.01,2264061.01,707.437683
532680.01,2264161.01,701.886597
532680.01,2264261.01,695.517303
532680.01,2264361.01,691.791168
532680.01,2264461.01,687.92514
532680.01,2264561.01,680.669434
532680.01,2264661.01,675.698029
532680.01,2264761.01,669.112396
532680.01,2264861.01,667.363525
532680.01,2264961.01,667.768021
532680.01,2265061.01,665.529419
532680.01,2265161.01,664.723251
532680.01,2265261.01,666.118469
532680.01,2265361.01,666.276215
532680.01,2265461.01,667.742981
532680.01,2265561.01,670.288193
532680.01,2265661.01,672.89093
532680.01,2265761.01,673.102692
532680.01,2265861.01,673.234619
532680.01,2265961.01,674.394165
532680.01,2266061.01,680.429687
532680.01,2266161.01,688.594421
532680.01,2266261.01,688.377701
532680.01,2266361.01,686.858795
532680.01,2266461.01,687.681137
532680.01,2266561.01,688.046814
532680.01,2266661.01,684.544373
532680.01,2266761.01,673.941101
532680.01,2266861.01,674.025299
532680.01,2266961.01,675.622894
532680.01,2267061.01,677.913956
532680.01,2267161.01,679.007385
532680.01,2267261.01,681.25827
532680.01,2267361.01,683.991852
532680.01,2267461.01,684.918121
532680.01,2267561.01,686.61824
532680.01,2267661.01,687.810547
532680.01,2267761.01,688.35936
532680.01,2267861.01,687.517822
532680.01,2267961.01,686.618896
532680.01,2268061.01,686.610474
532680.01,2268161.01,688.493912
532680.01,2268261.01,692.978363
532680.01,2268361.01,696.925217
532680.01,2268461.01,697.286926
532680.01,2268561.01,692.67099
532680.01,2268661.01,690.49469
532680.01,2268761.01,-9999
532780.01,2261761.01,726.165161
532780.01,2261861.01,726.594391
532780.01,2261961.01,725.254395
532780.01,2262061.01,724.401031
532780.01,2262161.01,723.395721
532780.01,2262261.01,721.858383
532780.01,2262361.01,720.552612
532780.01,2262461.01,722.055115
532780.01,2262561.01,723.007263
532780.01,2262661.01,723.084229
532780.01,2262761.01,723.737167
532780.01,2262861.01,723.943329
532780.01,2262961.01,724.532715
532780.01,2263061.01,724.212036
532780.01,2263161.01,724.88736
532780.01,2263261.01,725.684998
532780.01,2263361.01,725.259186
532780.01,2263461.01,725.086609
532780.01,2263561.01,723.393646
532780.01,2263661.01,721.72644
532780.01,2263761.01,719.891083
532780.01,2263861.01,716.049042
532780.01,2263961.01,713.671356
532780.01,2264061.01,706.15303
532780.01,2264161.01,699.622406
532780.01,2264261.01,695.30899
532780.01,2264361.01,688.515991
532780.01,2264461.01,684.14032
532780.01,2264561.01,679.165222
532780.01,2264661.01,674.163712
532780.01,2264761.01,670.236389
532780.01,2264861.01,670.00325
532780.01,2264961.01,671.164368
532780.01,2265061.01,670.559448
532780.01,2265161.01,673.883636
532780.01,2265261.01,676.74469
532780.01,2265361.01,676.493744
532780.01,2265461.01,675.90506
532780.01,2265561.01,677.924377
532780.01,2265661.01,678.110535
532780.01,2265761.01,676.15332
532780.01,2265861.01,675.440613
532780.01,2265961.01,674.770844
532780.01,2266061.01,677.012939
532780.01,2266161.01,682.585632
532780.01,2266261.01,689.392822
532780.01,2266361.01,688.10788
532780.01,2266461.01,689.689728
532780.01,2266561.01,690.07666
532780.01,2266661.01,686.894211
532780.01,2266761.01,673.947632
532780.01,2266861.01,673.835999
532780.01,2266961.01,675.402771
532780.01,2267061.01,676.938843
532780.01,2267161.01,677.985596
532780.01,2267261.01,679.580582
532780.01,2267361.01,682.022156
532780.01,2267461.01,682.515594
532780.01,2267561.01,684.65155
532780.01,2267661.01,685.935883
532780.01,2267761.01,684.379395
532780.01,2267861.01,684.355591
532780.01,2267961.01,685.664902
532780.01,2268061.01,687.955139
532780.01,2268161.01,692.111023
532780.01,2268261.01,692.218384
532780.01,2268361.01,693.725403
532780.01,2268461.01,692.991119
532780.01,2268561.01,690.639771
532780.01,2268661.01,689.833313
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,729.16684
532880.01,2261761.01,730.439575
532880.01,2261861.01,729.294052
532880.01,2261961.01,726.5578
