"X","Y","H50_Aal (TWT)"
532180.01,2265561.01,616.992035
532180.01,2265661.01,618.423492
532180.01,2265761.01,619.972595
532180.01,2265861.01,624.476868
532180.01,2265961.01,630.39212
532180.01,2266061.01,634.013519
532180.01,2266161.01,639.752274
532180.01,2266261.01,644.052124
532180.01,2266361.01,644.673859
532180.01,2266461.01,645.175354
532180.01,2266561.01,635.600067
532180.01,2266661.01,636.18338
532180.01,2266761.01,638.37207
532180.01,2266861.01,641.795135
532180.01,2266961.01,644.346802
532180.01,2267061.01,648.994202
532180.01,2267161.01,650.952026
532180.01,2267261.01,651.114365
532180.01,2267361.01,651.868591
532180.01,2267461.01,650.951065
532180.01,2267561.01,649.18396
532180.01,2267661.01,648.022827
532180.01,2267761.01,646.527283
532180.01,2267861.01,644.689667
532180.01,2267961.01,643.478699
532180.01,2268061.01,641.672607
532180.01,2268161.01,639.966354
532180.01,2268261.01,639.654724
532180.01,2268361.01,638.676208
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,686.845154
532280.01,2262161.01,684.663818
532280.01,2262261.01,680.353027
532280.01,2262361.01,677.209534
532280.01,2262461.01,674.612213
532280.01,2262561.01,672.69046
532280.01,2262661.01,671.287079
532280.01,2262761.01,668.532471
532280.01,2262861.01,667.354919
532280.01,2262961.01,665.976563
532280.01,2263061.01,664.697601
532280.01,2263161.01,661.614838
532280.01,2263261.01,660.141968
532280.01,2263361.01,658.649017
532280.01,2263461.01,657.92688
532280.01,2263561.01,656.28656
532280.01,2263661.01,653.07312
532280.01,2263761.01,650.399261
532280.01,2263861.01,645.928894
532280.01,2263961.01,642.683273
532280.01,2264061.01,641.012085
532280.01,2264161.01,637.665192
532280.01,2264261.01,634.604858
532280.01,2264361.01,632.186005
532280.01,2264461.01,629.453018
532280.01,2264561.01,627.701538
532280.01,2264661.01,625.598679
532280.01,2264761.01,623.625061
532280.01,2264861.01,623.246155
532280.01,2264961.01,622.302917
532280.01,2265061.01,620.751068
532280.01,2265161.01,618.89209
532280.01,2265261.01,619.114746
532280.01,2265361.01,619.883789
532280.01,2265461.01,618.387604
532280.01,2265561.01,617.796753
532280.01,2265661.01,618.163483
532280.01,2265761.01,619.456299
532280.01,2265861.01,622.309265
532280.01,2265961.01,624.663574
532280.01,2266061.01,630.323181
532280.01,2266161.01,636.742981
532280.01,2266261.01,641.396545
532280.01,2266361.01,643.5065
532280.01,2266461.01,645.001007
532280.01,2266561.01,639.224854
532280.01,2266661.01,636.630249
532280.01,2266761.01,637.890503
532280.01,2266861.01,640.569336
532280.01,2266961.01,642.308426
532280.01,2267061.01,645.84227
532280.01,2267161.01,649.019348
532280.01,2267261.01,649.994659
532280.01,2267361.01,651.160339
532280.01,2267461.01,650.776123
532280.01,2267561.01,649.45105
532280.01,2267661.01,647.95253
532280.01,2267761.01,646.933228
532280.01,2267861.01,645.698578
532280.01,2267961.01,644.865845
532280.01,2268061.01,642.715302
532280.01,2268161.01,640.942383
532280.01,2268261.01,640.547165
532280.01,2268361.01,640.322693
532280.01,2268461.01,640.808655
532280.01,2268561.01,-9999
532380.01,2262061.01,686.321045
532380.01,2262161.01,684.033798
532380.01,2262261.01,677.811508
532380.01,2262361.01,675.325806
532380.01,2262461.01,671.928619
532380.01,2262561.01,668.817383
532380.01,2262661.01,668.132813
532380.01,2262761.01,667.558594
532380.01,2262861.01,667.395615
532380.01,2262961.01,664.446442
532380.01,2263061.01,662.748901
532380.01,2263161.01,662.254028
532380.01,2263261.01,660.890778
532380.01,2263361.01,658.586731
532380.01,2263461.01,657.815063
532380.01,2263561.01,654.877228
532380.01,2263661.01,651.697235
532380.01,2263761.01,649.979248
532380.01,2263861.01,646.966736
532380.01,2263961.01,643.364471
532380.01,2264061.01,642.207306
532380.01,2264161.01,638.392319
532380.01,2264261.01,635.048492
532380.01,2264361.01,633.631348
532380.01,2264461.01,629.906738
532380.01,2264561.01,626.832886
532380.01,2264661.01,624.521667
532380.01,2264761.01,622.454956
532380.01,2264861.01,620.585876
532380.01,2264961.01,620.592804
532380.01,2265061.01,620.730133
532380.01,2265161.01,620.013733
532380.01,2265261.01,618.730804
532380.01,2265361.01,618.222687
532380.01,2265461.01,617.626266
532380.01,2265561.01,617.771332
532380.01,2265661.01,618.474579
532380.01,2265761.01,619.228821
532380.01,2265861.01,621.679779
532380.01,2265961.01,624.320007
532380.01,2266061.01,628.518341
532380.01,2266161.01,634.506882
532380.01,2266261.01,636.998108
532380.01,2266361.01,642.026184
532380.01,2266461.01,644.299744
532380.01,2266561.01,641.99408
532380.01,2266661.01,637.717865
532380.01,2266761.01,637.801651
532380.01,2266861.01,639.284271
532380.01,2266961.01,640.520935
532380.01,2267061.01,643.5625
532380.01,2267161.01,647.042999
532380.01,2267261.01,648.06485
532380.01,2267361.01,649.187927
532380.01,2267461.01,648.830475
532380.01,2267561.01,648.135925
532380.01,2267661.01,647.589691
532380.01,2267761.01,647.14093
532380.01,2267861.01,646.452332
532380.01,2267961.01,645.39859
532380.01,2268061.01,643.177399
532380.01,2268161.01,642.085938
532380.01,2268261.01,641.677368
532380.01,2268361.01,641.828857
532380.01,2268461.01,641.702423
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,682.715836
532480.01,2262061.01,681.61441
532480.01,2262161.01,679.317169
532480.01,2262261.01,677.197388
532480.01,2262361.01,675.463654
532480.01,2262461.01,672.039001
532480.01,2262561.01,668.067596
532480.01,2262661.01,667.313477
532480.01,2262761.01,667.085022
532480.01,2262861.01,666.415192
532480.01,2262961.01,664.951782
532480.01,2263061.01,666.408737
532480.01,2263161.01,666.301331
532480.01,2263261.01,664.365036
532480.01,2263361.01,662.698334
532480.01,2263461.01,662.992218
532480.01,2263561.01,657.778381
532480.01,2263661.01,654.237335
532480.01,2263761.01,652.740173
532480.01,2263861.01,650.79393
532480.01,2263961.01,650.536026
532480.01,2264061.01,649.456848
532480.01,2264161.01,644.121521
532480.01,2264261.01,639.636414
532480.01,2264361.01,638.167191
532480.01,2264461.01,633.087097
532480.01,2264561.01,627.227463
532480.01,2264661.01,625.059509
532480.01,2264761.01,621.070496
532480.01,2264861.01,619.256531
532480.01,2264961.01,618.391876
532480.01,2265061.01,618.592987
532480.01,2265161.01,618.121353
532480.01,2265261.01,614.16777
532480.01,2265361.01,615.163879
532480.01,2265461.01,617.092316
532480.01,2265561.01,617.720459
532480.01,2265661.01,618.669907
532480.01,2265761.01,621.311493
532480.01,2265861.01,624.481537
532480.01,2265961.01,627.585693
532480.01,2266061.01,630.087799
532480.01,2266161.01,633.584473
532480.01,2266261.01,636.553665
532480.01,2266361.01,641.020081
532480.01,2266461.01,643.983917
532480.01,2266561.01,643.625397
532480.01,2266661.01,638.289734
532480.01,2266761.01,637.278748
532480.01,2266861.01,636.989044
532480.01,2266961.01,638.098694
532480.01,2267061.01,639.50827
532480.01,2267161.01,642.58876
532480.01,2267261.01,643.109924
532480.01,2267361.01,645.787567
532480.01,2267461.01,646.783264
532480.01,2267561.01,646.393478
532480.01,2267661.01,646.511108
532480.01,2267761.01,646.478928
532480.01,2267861.01,645.096466
532480.01,2267961.01,643.822632
532480.01,2268061.01,642.641724
532480.01,2268161.01,642.225708
532480.01,2268261.01,642.722473
532480.01,2268361.01,643.365509
532480.01,2268461.01,643.741943
532480.01,2268561.01,643.426819
532480.01,2268661.01,-9999
532580.01,2261861.01,679.77063
532580.01,2261961.01,675.796082
532580.01,2262061.01,674.229004
532580.01,2262161.01,674.650574
532580.01,2262261.01,674.425201
532580.01,2262361.01,673.400177
532580.01,2262461.01,671.901733
532580.01,2262561.01,671.085663
532580.01,2262661.01,670.624756
532580.01,2262761.01,672.826965
532580.01,2262861.01,673.458191
532580.01,2262961.01,673.173141
532580.01,2263061.01,678.914856
532580.01,2263161.01,676.833069
532580.01,2263261.01,675.808075
532580.01,2263361.01,676.183258
532580.01,2263461.01,675.124451
532580.01,2263561.01,672.738617
532580.01,2263661.01,672.077057
532580.01,2263761.01,666.343079
532580.01,2263861.01,661.06134
532580.01,2263961.01,656.524597
532580.01,2264061.01,655.420227
532580.01,2264161.01,649.41803
532580.01,2264261.01,643.28363
532580.01,2264361.01,642.005402
532580.01,2264461.01,637.365601
532580.01,2264561.01,631.003479
532580.01,2264661.01,627.069061
532580.01,2264761.01,620.602829
532580.01,2264861.01,616.845001
532580.01,2264961.01,615.074066
532580.01,2265061.01,614.388672
532580.01,2265161.01,614.154724
532580.01,2265261.01,613.713715
532580.01,2265361.01,614.980896
532580.01,2265461.01,617.315155
532580.01,2265561.01,618.458298
532580.01,2265661.01,622.249359
532580.01,2265761.01,625.961121
532580.01,2265861.01,628.200836
532580.01,2265961.01,630.562439
532580.01,2266061.01,634.696381
532580.01,2266161.01,636.075745
532580.01,2266261.01,637.966827
532580.01,2266361.01,641.336243
532580.01,2266461.01,643.237671
532580.01,2266561.01,644.203674
532580.01,2266661.01,639.292358
532580.01,2266761.01,634.06311
532580.01,2266861.01,633.087891
532580.01,2266961.01,633.683411
532580.01,2267061.01,634.949463
532580.01,2267161.01,635.864166
532580.01,2267261.01,638.167206
532580.01,2267361.01,641.707275
532580.01,2267461.01,643.961121
532580.01,2267561.01,643.993988
532580.01,2267661.01,644.48938
532580.01,2267761.01,644.443024
532580.01,2267861.01,644.010834
532580.01,2267961.01,642.862381
532580.01,2268061.01,642.063141
532580.01,2268161.01,642.016266
532580.01,2268261.01,644.256805
532580.01,2268361.01,644.685425
532580.01,2268461.01,644.499771
532580.01,2268561.01,644.105621
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,681.851135
532680.01,2261861.01,679.880325
532680.01,2261961.01,674.748566
532680.01,2262061.01,672.209412
532680.01,2262161.01,671.53241
532680.01,2262261.01,670.967346
532680.01,2262361.01,671.121155
532680.01,2262461.01,670.994507
532680.01,2262561.01,673.876724
532680.01,2262661.01,675.80127
532680.01,2262761.01,676.109955
532680.01,2262861.01,679.301025
532680.01,2262961.01,680.969788
532680.01,2263061.01,679.637817
532680.01,2263161.01,678.304245
532680.01,2263261.01,677.304749
532680.01,2263361.01,676.636444
532680.01,2263461.01,674.182312
532680.01,2263561.01,673.736267
532680.01,2263661.01,671.734512
532680.01,2263761.01,668.578644
532680.01,2263861.01,663.649872
532680.01,2263961.01,660.878479
532680.01,2264061.01,656.233978
532680.01,2264161.01,650.929871
532680.01,2264261.01,645.879608
532680.01,2264361.01,642.617279
532680.01,2264461.01,638.327271
532680.01,2264561.01,633.86911
532680.01,2264661.01,629.541748
532680.01,2264761.01,622.844208
532680.01,2264861.01,620.238037
532680.01,2264961.01,620.433624
532680.01,2265061.01,617.162598
532680.01,2265161.01,615.748657
532680.01,2265261.01,618.533691
532680.01,2265361.01,619.863983
532680.01,2265461.01,622.901978
532680.01,2265561.01,625.995285
532680.01,2265661.01,626.750977
532680.01,2265761.01,628.131485
532680.01,2265861.01,629.510437
532680.01,2265961.01,630.376251
532680.01,2266061.01,634.939056
532680.01,2266161.01,640.614319
532680.01,2266261.01,640.948792
532680.01,2266361.01,641.251984
532680.01,2266461.01,642.908554
532680.01,2266561.01,644.633057
532680.01,2266661.01,641.238403
532680.01,2266761.01,630.62793
532680.01,2266861.01,630.24086
532680.01,2266961.01,632.033081
532680.01,2267061.01,633.723297
532680.01,2267161.01,634.333923
532680.01,2267261.01,635.282654
532680.01,2267361.01,638.064056
532680.01,2267461.01,639.075317
532680.01,2267561.01,641.817627
532680.01,2267661.01,642.597931
532680.01,2267761.01,642.512711
532680.01,2267861.01,641.49408
532680.01,2267961.01,640.545227
532680.01,2268061.01,640.809692
532680.01,2268161.01,642.26738
532680.01,2268261.01,644.134583
532680.01,2268361.01,644.248413
532680.01,2268461.01,644.139526
532680.01,2268561.01,644.630219
532680.01,2268661.01,644.912811
532680.01,2268761.01,-9999
532780.01,2261761.01,681.185303
532780.01,2261861.01,680.317078
532780.01,2261961.01,675.775879
532780.01,2262061.01,673.303864
532780.01,2262161.01,671.103882
532780.01,2262261.01,669.681396
532780.01,2262361.01,669.549011
532780.01,2262461.01,669.174896
532780.01,2262561.01,671.726715
532780.01,2262661.01,672.371063
532780.01,2262761.01,673.75882
532780.01,2262861.01,675.232178
532780.01,2262961.01,676.674728
532780.01,2263061.01,675.526123
532780.01,2263161.01,675.329834
532780.01,2263261.01,674.27179
532780.01,2263361.01,673.460907
532780.01,2263461.01,672.943848
532780.01,2263561.01,671.684174
532780.01,2263661.01,669.909607
532780.01,2263761.01,668.144897
532780.01,2263861.01,664.181915
532780.01,2263961.01,662.021759
532780.01,2264061.01,657.381104
532780.01,2264161.01,651.083313
532780.01,2264261.01,647.61084
532780.01,2264361.01,641.102844
532780.01,2264461.01,635.063141
532780.01,2264561.01,629.782043
532780.01,2264661.01,626.450684
532780.01,2264761.01,624.072449
532780.01,2264861.01,624.083481
532780.01,2264961.01,624.4953
532780.01,2265061.01,624.352844
532780.01,2265161.01,627.02951
532780.01,2265261.01,629.00116
532780.01,2265361.01,629.668686
532780.01,2265461.01,630.574554
532780.01,2265561.01,630.698547
532780.01,2265661.01,631.558533
532780.01,2265761.01,630.349976
532780.01,2265861.01,629.188568
532780.01,2265961.01,629.121155
532780.01,2266061.01,631.887665
532780.01,2266161.01,635.894257
532780.01,2266261.01,641.658203
532780.01,2266361.01,642.158813
532780.01,2266461.01,644.391632
532780.01,2266561.01,646.637329
532780.01,2266661.01,642.461151
532780.01,2266761.01,630.205597
532780.01,2266861.01,629.991241
532780.01,2266961.01,632.092957
532780.01,2267061.01,633.444672
532780.01,2267161.01,634.162109
532780.01,2267261.01,634.745438
532780.01,2267361.01,636.051605
532780.01,2267461.01,636.949768
532780.01,2267561.01,639.896606
532780.01,2267661.01,641.241547
532780.01,2267761.01,639.423584
532780.01,2267861.01,639.239807
532780.01,2267961.01,639.889236
532780.01,2268061.01,641.379456
532780.01,2268161.01,643.328033
532780.01,2268261.01,644.529175
532780.01,2268361.01,644.221588
532780.01,2268461.01,644.424957
532780.01,2268561.01,645.372589
532780.01,2268661.01,645.344055
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,683.08847
532880.01,2261761.01,683.089874
532880.01,2261861.01,681.161758
532880.01,2261961.01,678.174011
532880.01,2262061.01,676.119324
532880.01,2262161.01,671.9599
532880.01,2262261.01,670.387451
532880.01,2262361.01,669.919983
532880.01,2262461.01,669.281616
532880.01,2262561.01,670.014221
532880.01,2262661.01,670.644287
532880.01,2262761.01,671.964844
532880.01,2262861.01,673.202271
532880.01,2262961.01,673.991089
532880.01,2263061.01,675.691223
532880.01,2263161.01,675.361557
532880.01,2263261.01,673.298157
532880.01,2263361.01,672.348206
532880.01,2263461.01,670.509338
532880.01,2263561.01,669.046783
532880.01,2263661.01,668.338104
532880.01,2263761.01,667.567245
532880.01,2263861.01,666.295715
532880.01,2263961.01,665.036469
532880.01,2264061.01,659.88269
532880.01,2264161.01,652.541016
532880.01,2264261.01,643.855743
532880.01,2264361.01,637.068909
532880.01,2264461.01,630.718948
532880.01,2264561.01,626.769226
532880.01,2264661.01,623.313354
532880.01,2264761.01,621.67334
532880.01,2264861.01,621.305222
532880.01,2264961.01,623.228271
532880.01,2265061.01,624.858826
532880.01,2265161.01,626.834961
532880.01,2265261.01,628.558685
532880.01,2265361.01,629.931213
532880.01,2265461.01,629.421539
532880.01,2265561.01,627.873611
532880.01,2265661.01,628.44693
532880.01,2265761.01,627.817947
532880.01,2265861.01,627.264343
532880.01,2265961.01,627.392334
532880.01,2266061.01,630.132385
532880.01,2266161.01,633.090515
532880.01,2266261.01,639.776276
532880.01,2266361.01,644.054535
532880.01,2266461.01,646.118042
532880.01,2266561.01,648.010925
532880.01,2266661.01,645.689514
532880.01,2266761.01,633.815094
532880.01,2266861.01,632.756821
532880.01,2266961.01,634.5961
532880.01,2267061.01,636.350937
532880.01,2267161.01,636.915161
532880.01,2267261.01,636.321075
532880.01,2267361.01,635.840637
532880.01,2267461.01,635.962326
532880.01,2267561.01,637.343842
532880.01,2267661.01,638.45015
532880.01,2267761.01,639.097107
532880.01,2267861.01,640.030334
532880.01,2267961.01,641.127625
532880.01,2268061.01,642.256058
532880.01,2268161.01,643.310242
532880.01,2268261.01,644.683655
532880.01,2268361.01,645.66626
532880.01,2268461.01,645.797485
532880.01,2268561.01,646.229126
532880.01,2268661.01,647.538025
532880.01,2268761.01,647.281311
532880.01,2268861.01,-9999
532980.01,2261561.01,682.514984
532980.01,2261661.01,683.454651
532980.01,2261761.01,684.988495
532980.01,2261861.01,682.043213
532980.01,2261961.01,680.310028
532980.01,2262061.01,679.316681
532980.01,2262161.01,677.961426
532980.01,2262261.01,674.53038
532980.01,2262361.01,675.354797
532980.01,2262461.01,673.896088
532980.01,2262561.01,672.096558
532980.01,2262661.01,671.601364
532980.01,2262761.01,671.558044
532980.01,2262861.01,672.501083
532980.01,2262961.01,672.842529
532980.01,2263061.01,674.681396
532980.01,2263161.01,674.070618
532980.01,2263261.01,672.454727
532980.01,2263361.01,671.44516
532980.01,2263461.01,669.300812
532980.01,2263561.01,668.057281
532980.01,2263661.01,668.00116
532980.01,2263761.01,667.487976
532980.01,2263861.01,664.936768
532980.01,2263961.01,661.04248
532980.01,2264061.01,654.295227
532980.01,2264161.01,647.084488
532980.01,2264261.01,641.624695
532980.01,2264361.01,635.117004
532980.01,2264461.01,629.225342
532980.01,2264561.01,625.949585
532980.01,2264661.01,623.742508
532980.01,2264761.01,623.166077
532980.01,2264861.01,624.165283
532980.01,2264961.01,625.522522
532980.01,2265061.01,625.900391
532980.01,2265161.01,625.173492
532980.01,2265261.01,625.982758
532980.01,2265361.01,627.365356
532980.01,2265461.01,626.966629
532980.01,2265561.01,626.75708
532980.01,2265661.01,626.714142
532980.01,2265761.01,626.640259
532980.01,2265861.01,626.153519
532980.01,2265961.01,625.12796
532980.01,2266061.01,628.064117
532980.01,2266161.01,630.81131
532980.01,2266261.01,637.439331
532980.01,2266361.01,642.579834
532980.01,2266461.01,645.573212
532980.01,2266561.01,650.292282
532980.01,2266661.01,648.092224
532980.01,2266761.01,643.188293
532980.01,2266861.01,635.236572
532980.01,2266961.01,634.897949
532980.01,2267061.01,637.175354
532980.01,2267161.01,638.940552
532980.01,2267261.01,639.22554
532980.01,2267361.01,637.193024
532980.01,2267461.01,637.953552
532980.01,2267561.01,638.769226
532980.01,2267661.01,640.200043
532980.01,2267761.01,642.230957
532980.01,2267861.01,643.757004
532980.01,2267961.01,643.970856
532980.01,2268061.01,644.937988
532980.01,2268161.01,644.863831
532980.01,2268261.01,645.97522
532980.01,2268361.01,646.848511
532980.01,2268461.01,646.595734
532980.01,2268561.01,649.211487
532980.01,2268661.01,651.751648
532980.01,2268761.01,652.411163
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,690.63562
533080.01,2261561.01,688.108643
533080.01,2261661.01,689.049988
533080.01,2261761.01,688.308762
533080.01,2261861.01,688.658936
533080.01,2261961.01,691.543335
533080.01,2262061.01,687.839966
533080.01,2262161.01,685.268127
533080.01,2262261.01,680.673645
533080.01,2262361.01,681.738022
533080.01,2262461.01,679.624573
533080.01,2262561.01,680.206329
533080.01,2262661.01,680.671509
533080.01,2262761.01,676.153259
533080.01,2262861.01,674.211243
533080.01,2262961.01,674.580231
533080.01,2263061.01,672.381485
533080.01,2263161.01,670.026733
533080.01,2263261.01,668.919006
533080.01,2263361.01,668.66864
533080.01,2263461.01,669.088196
533080.01,2263561.01,668.587341
533080.01,2263661.01,667.759109
533080.01,2263761.01,666.94693
533080.01,2263861.01,662.05011
533080.01,2263961.01,656.45517
533080.01,2264061.01,649.228943
533080.01,2264161.01,642.363068
533080.01,2264261.01,637.289673
533080.01,2264361.01,631.938126
533080.01,2264461.01,628.443634
533080.01,2264561.01,627.412811
533080.01,2264661.01,626.184509
533080.01,2264761.01,625.728851
533080.01,2264861.01,624.904053
533080.01,2264961.01,624.561279
533080.01,2265061.01,624.717865
533080.01,2265161.01,623.513916
533080.01,2265261.01,623.891479
533080.01,2265361.01,625.786072
533080.01,2265461.01,625.035995
533080.01,2265561.01,624.546326
533080.01,2265661.01,623.338226
533080.01,2265761.01,622.317383
533080.01,2265861.01,622.951294
533080.01,2265961.01,623.335388
533080.01,2266061.01,625.705444
533080.01,2266161.01,628.269897
533080.01,2266261.01,634.885223
533080.01,2266361.01,640.90451
533080.01,2266461.01,644.404297
533080.01,2266561.01,649.002106
533080.01,2266661.01,649.696716
533080.01,2266761.01,646.576935
533080.01,2266861.01,640.445404
533080.01,2266961.01,636.845215
533080.01,2267061.01,637.291016
533080.01,2267161.01,641.002838
533080.01,2267261.01,642.821838
533080.01,2267361.01,643.640762
533080.01,2267461.01,642.870087
533080.01,2267561.01,642.021347
533080.01,2267661.01,647.412582
533080.01,2267761.01,650.220093
533080.01,2267861.01,651.408569
533080.01,2267961.01,651.042358
533080.01,2268061.01,651.393097
533080.01,2268161.01,649.44751
533080.01,2268261.01,648.42865
533080.01,2268361.01,649.319214
533080.01,2268461.01,649.992035
533080.01,2268561.01,651.697693
533080.01,2268661.01,652.456619
533080.01,2268761.01,652.211578
533080.01,2268861.01,651.261963
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,697.951004
533180.01,2261561.01,696.80368
533180.01,2261661.01,703.585205
533180.01,2261761.01,704.934906
533180.01,2261861.01,705.589905
533180.01,2261961.01,707.571152
533180.01,2262061.01,707.514709
533180.01,2262161.01,706.415558
533180.01,2262261.01,706.224854
533180.01,2262361.01,703.40863
533180.01,2262461.01,700.676819
533180.01,2262561.01,700.302704
533180.01,2262661.01,695.192474
533180.01,2262761.01,688.179718
533180.01,2262861.01,681.35025
533180.01,2262961.01,688.267212
533180.01,2263061.01,680.656525
533180.01,2263161.01,674.766785
533180.01,2263261.01,674.321991
533180.01,2263361.01,670.32077
533180.01,2263461.01,669.820496
533180.01,2263561.01,668.750366
533180.01,2263661.01,665.901886
533180.01,2263761.01,663.572815
533180.01,2263861.01,660.432404
533180.01,2263961.01,655.327423
533180.01,2264061.01,648.187988
533180.01,2264161.01,642.913879
533180.01,2264261.01,634.213074
533180.01,2264361.01,630.75058
533180.01,2264461.01,628.216797
533180.01,2264561.01,626.064804
533180.01,2264661.01,624.68277
533180.01,2264761.01,623.420151
533180.01,2264861.01,622.720764
533180.01,2264961.01,622.674561
533180.01,2265061.01,622.50293
533180.01,2265161.01,622.768661
533180.01,2265261.01,623.020386
533180.01,2265361.01,623.437378
533180.01,2265461.01,622.920654
533180.01,2265561.01,621.998657
533180.01,2265661.01,620.355957
533180.01,2265761.01,619.163788
533180.01,2265861.01,619.540771
533180.01,2265961.01,621.168549
533180.01,2266061.01,623.260986
533180.01,2266161.01,627.861938
533180.01,2266261.01,634.045105
533180.01,2266361.01,640.937561
533180.01,2266461.01,643.178955
533180.01,2266561.01,646.429169
533180.01,2266661.01,649.818115
533180.01,2266761.01,649.274231
533180.01,2266861.01,645.500671
533180.01,2266961.01,636.743256
533180.01,2267061.01,636.528198
533180.01,2267161.01,639.488785
533180.01,2267261.01,643.062988
533180.01,2267361.01,644.857483
533180.01,2267461.01,647.382629
533180.01,2267561.01,649.906067
533180.01,2267661.01,651.337311
533180.01,2267761.01,652.594162
533180.01,2267861.01,653.944946
533180.01,2267961.01,654.52298
533180.01,2268061.01,654.132568
533180.01,2268161.01,653.890137
533180.01,2268261.01,652.855255
533180.01,2268361.01,652.949249
533180.01,2268461.01,652.039169
533180.01,2268561.01,651.081665
533180.01,2268661.01,650.216217
533180.01,2268761.01,650.682251
533180.01,2268861.01,650.225128
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,706.605103
533280.01,2261461.01,707.259186
533280.01,2261561.01,706.526672
533280.01,2261661.01,707.218735
533280.01,2261761.01,707.701874
533280.01,2261861.01,707.23703
533280.01,2261961.01,707.571167
533280.01,2262061.01,707.21759
533280.01,2262161.01,705.484924
533280.01,2262261.01,701.729279
533280.01,2262361.01,699.588013
533280.01,2262461.01,698.389923
533280.01,2262561.01,697.16449
533280.01,2262661.01,696.993774
533280.01,2262761.01,693.424469
533280.01,2262861.01,692.009583
533280.01,2262961.01,690.858246
533280.01,2263061.01,686.963898
533280.01,2263161.01,682.726883
533280.01,2263261.01,681.033081
533280.01,2263361.01,674.758789
533280.01,2263461.01,670.161102
533280.01,2263561.01,667.488037
533280.01,2263661.01,663.731232
533280.01,2263761.01,660.283997
533280.01,2263861.01,656.478882
533280.01,2263961.01,650.131592
533280.01,2264061.01,642.556488
533280.01,2264161.01,638.871552
533280.01,2264261.01,633.919708
533280.01,2264361.01,629.818787
533280.01,2264461.01,626.752228
533280.01,2264561.01,624.088318
533280.01,2264661.01,621.02478
533280.01,2264761.01,620.632523
533280.01,2264861.01,621.120819
533280.01,2264961.01,621.495819
533280.01,2265061.01,621.983459
533280.01,2265161.01,621.617096
533280.01,2265261.01,620.696594
533280.01,2265361.01,619.481598
533280.01,2265461.01,619.987427
533280.01,2265561.01,620.72374
533280.01,2265661.01,619.563049
533280.01,2265761.01,618.933105
533280.01,2265861.01,618.78949
533280.01,2265961.01,622.256165
533280.01,2266061.01,624.891266
533280.01,2266161.01,628.355804
533280.01,2266261.01,633.141602
533280.01,2266361.01,636.627197
533280.01,2266461.01,641.105896
533280.01,2266561.01,644.442078
533280.01,2266661.01,647.967957
533280.01,2266761.01,650.710846
533280.01,2266861.01,647.88121
533280.01,2266961.01,639.240814
533280.01,2267061.01,636.089905
533280.01,2267161.01,638.456238
533280.01,2267261.01,643.09729
533280.01,2267361.01,645.397079
533280.01,2267461.01,648.599091
533280.01,2267561.01,651.435776
533280.01,2267661.01,652.490967
533280.01,2267761.01,654.069427
533280.01,2267861.01,654.970276
533280.01,2267961.01,655.449448
533280.01,2268061.01,655.59964
533280.01,2268161.01,656.129166
533280.01,2268261.01,655.891418
533280.01,2268361.01,653.686401
533280.01,2268461.01,651.626831
533280.01,2268561.01,650.014343
533280.01,2268661.01,649.984833
533280.01,2268761.01,649.200867
533280.01,2268861.01,649.580078
533280.01,2268961.01,649.192993
533280.01,2269061.01,-9999
533280.01,2269161.01,-9999
533380.01,2261261.01,-9999
533380.01,2261361.01,705.622101
533380.01,2261461.01,705.531097
533380.01,2261561.01,704.189819
533380.01,2261661.01,704.630096
533380.01,2261761.01,705.289429
533380.01,2261861.01,704.269745
533380.01,2261961.01,702.932831
533380.01,2262061.01,703.805542
533380.01,2262161.01,702.964691
533380.01,2262261.01,699.891388
533380.01,2262361.01,697.03894
533380.01,2262461.01,693.190552
533380.01,2262561.01,691.91803
533380.01,2262661.01,690.305054
533380.01,2262761.01,688.075272
533380.01,2262861.01,687.36438
533380.01,2262961.01,685.561005
533380.01,2263061.01,682.951843
533380.01,2263161.01,679.572556
533380.01,2263261.01,676.172455
533380.01,2263361.01,673.340622
533380.01,2263461.01,669.292816
533380.01,2263561.01,665.884186
533380.01,2263661.01,662.533508
533380.01,2263761.01,656.262512
533380.01,2263861.01,652.162552
533380.01,2263961.01,644.559448
533380.01,2264061.01,638.008972
533380.01,2264161.01,634.326294
533380.01,2264261.01,628.727539
533380.01,2264361.01,624.559326
533380.01,2264461.01,622.252319
533380.01,2264561.01,621.219177
533380.01,2264661.01,620.172775
533380.01,2264761.01,620.263
533380.01,2264861.01,620.924042
533380.01,2264961.01,620.71814
533380.01,2265061.01,619.904175
533380.01,2265161.01,620.037888
533380.01,2265261.01,619.287384
533380.01,2265361.01,618.712082
533380.01,2265461.01,619.316956
533380.01,2265561.01,620.185181
533380.01,2265661.01,620.485291
533380.01,2265761.01,621.190338
533380.01,2265861.01,621.288513
533380.01,2265961.01,622.753326
533380.01,2266061.01,625.119568
