"X","Y","H50_Aal (Depth)"
530180.01,2265061.01,897.428833008
530180.01,2265161.01,898.165283203
530180.01,2265261.01,898.165283203
530180.01,2265361.01,898.089599609
530180.01,2265461.01,898.165283203
530180.01,2265561.01,898.165283203
530180.01,2265661.01,893.317565918
530180.01,2265761.01,896.07434082
530180.01,2265861.01,899.836914063
530180.01,2265961.01,904.973937988
530180.01,2266061.01,909.821838379
530180.01,2266161.01,911.872009277
530180.01,2266261.01,916.975341797
530180.01,2266361.01,919.763183594
530180.01,2266461.01,921.362182617
530180.01,2266561.01,921.277709961
530180.01,2266661.01,919.969909668
530180.01,2266761.01,919.307434082
530180.01,2266861.01,919.369995117
530180.01,2266961.01,918.239135742
530180.01,2267061.01,917.159606934
530180.01,2267161.01,917.511779785
530180.01,2267261.01,916.258361816
530180.01,2267361.01,914.348999023
530180.01,2267461.01,-9999
530280.01,2263261.01,-9999
530280.01,2263361.01,-9999
530280.01,2263461.01,904.849243164
530280.01,2263561.01,902.609436035
530280.01,2263661.01,901.206359863
530280.01,2263761.01,899.123413086
530280.01,2263861.01,895.158203125
530280.01,2263961.01,892.742004395
530280.01,2264061.01,888.406616211
530280.01,2264161.01,888.023376465
530280.01,2264261.01,889.138061523
530280.01,2264361.01,891.266052246
530280.01,2264461.01,892.560058594
530280.01,2264561.01,893.163879395
530280.01,2264661.01,893.573791504
530280.01,2264761.01,894.213195801
530280.01,2264861.01,894.245544434
530280.01,2264961.01,896.30456543
530280.01,2265061.01,897.577453613
530280.01,2265161.01,898.165283203
530280.01,2265261.01,898.165283203
530280.01,2265361.01,898.165283203
530280.01,2265461.01,898.165283203
530280.01,2265561.01,893.426757813
530280.01,2265661.01,894.878845215
530280.01,2265761.01,898.098632813
530280.01,2265861.01,900.894104004
530280.01,2265961.01,904.34588623
530280.01,2266061.01,909.167297363
530280.01,2266161.01,912.579406738
530280.01,2266261.01,916.743408203
530280.01,2266361.01,920.015441895
530280.01,2266461.01,921.299743652
530280.01,2266561.01,921.209533691
530280.01,2266661.01,919.667907715
530280.01,2266761.01,919.008544922
530280.01,2266861.01,918.7421875
530280.01,2266961.01,918.253967285
530280.01,2267061.01,917.071960449
530280.01,2267161.01,916.892333984
530280.01,2267261.01,916.825500488
530280.01,2267361.01,914.71661377
530280.01,2267461.01,914.454833984
530280.01,2267561.01,-9999
530380.01,2263361.01,-9999
530380.01,2263461.01,-9999
530380.01,2263561.01,-9999
530380.01,2263661.01,898.456542969
530380.01,2263761.01,896.411499023
530380.01,2263861.01,894.323242188
530380.01,2263961.01,892.528564453
530380.01,2264061.01,889.896911621
530380.01,2264161.01,889.597595215
530380.01,2264261.01,890.509460449
530380.01,2264361.01,892.558532715
530380.01,2264461.01,894.40246582
530380.01,2264561.01,894.820922852
530380.01,2264661.01,895.26739502
530380.01,2264761.01,895.18560791
530380.01,2264861.01,895.442016602
530380.01,2264961.01,894.277954102
530380.01,2265061.01,896.513549805
530380.01,2265161.01,897.122802734
530380.01,2265261.01,898.165283203
530380.01,2265361.01,898.165283203
530380.01,2265461.01,894.037536621
530380.01,2265561.01,893.81842041
530380.01,2265661.01,897.287353516
530380.01,2265761.01,897.831298828
530380.01,2265861.01,899.890380859
530380.01,2265961.01,903.84564209
530380.01,2266061.01,909.166320801
530380.01,2266161.01,912.014648438
530380.01,2266261.01,917.463439941
530380.01,2266361.01,920.403564453
530380.01,2266461.01,921.01763916
530380.01,2266561.01,920.969055176
530380.01,2266661.01,919.749145508
530380.01,2266761.01,918.795410156
530380.01,2266861.01,918.473815918
530380.01,2266961.01,918.125244141
530380.01,2267061.01,918.865661621
530380.01,2267161.01,919.192871094
530380.01,2267261.01,919.280822754
530380.01,2267361.01,917.798583984
530380.01,2267461.01,917.434997559
530380.01,2267561.01,917.902893066
530480.01,2263561.01,-9999
530480.01,2263661.01,-9999
530480.01,2263761.01,-9999
530480.01,2263861.01,896.703918457
530480.01,2263961.01,894.331359863
530480.01,2264061.01,892.948181152
530480.01,2264161.01,893.078308105
530480.01,2264261.01,893.950622559
530480.01,2264361.01,894.550842285
530480.01,2264461.01,895.036865234
530480.01,2264561.01,895.247131348
530480.01,2264661.01,895.846252441
530480.01,2264761.01,896.902160645
530480.01,2264861.01,898.938293457
530480.01,2264961.01,897.898742676
530480.01,2265061.01,896.513793945
530480.01,2265161.01,896.522277832
530480.01,2265261.01,897.714355469
530480.01,2265361.01,898.130249023
530480.01,2265461.01,898.165283203
530480.01,2265561.01,894.179199219
530480.01,2265661.01,894.345153809
530480.01,2265761.01,896.42590332
530480.01,2265861.01,897.446899414
530480.01,2265961.01,902.244873047
530480.01,2266061.01,908.365539551
530480.01,2266161.01,912.754089355
530480.01,2266261.01,918.866699219
530480.01,2266361.01,920.672485352
530480.01,2266461.01,920.653015137
530480.01,2266561.01,920.614929199
530480.01,2266661.01,919.331970215
530480.01,2266761.01,918.709716797
530480.01,2266861.01,919.373840332
530480.01,2266961.01,919.745727539
530480.01,2267061.01,920.446594238
530480.01,2267161.01,921.26550293
530480.01,2267261.01,921.407714844
530480.01,2267361.01,921.785766602
530480.01,2267461.01,921.748901367
530480.01,2267561.01,919.230041504
530480.01,2267661.01,-9999
530580.01,2263461.01,-9999
530580.01,2263561.01,-9999
530580.01,2263661.01,895.534729004
530580.01,2263761.01,896.001037598
530580.01,2263861.01,896.727966309
530580.01,2263961.01,895.260009766
530580.01,2264061.01,894.713745117
530580.01,2264161.01,894.992736816
530580.01,2264261.01,895.903198242
530580.01,2264361.01,895.665527344
530580.01,2264461.01,895.049682617
530580.01,2264561.01,895.478271484
530580.01,2264661.01,896.221984863
530580.01,2264761.01,898.120239258
530580.01,2264861.01,899.958740234
530580.01,2264961.01,900.812194824
530580.01,2265061.01,898.802429199
530580.01,2265161.01,898.489379883
530580.01,2265261.01,898.17199707
530580.01,2265361.01,897.548217773
530580.01,2265461.01,894.949645996
530580.01,2265561.01,896.704345703
530580.01,2265661.01,892.652709961
530580.01,2265761.01,892.914306641
530580.01,2265861.01,893.117919922
530580.01,2265961.01,900.14263916
530580.01,2266061.01,904.776123047
530580.01,2266161.01,912.196899414
530580.01,2266261.01,918.868896484
530580.01,2266361.01,921.240783691
530580.01,2266461.01,921.110412598
530580.01,2266561.01,921.315734863
530580.01,2266661.01,921.231323242
530580.01,2266761.01,921.259399414
530580.01,2266861.01,921.067749023
530580.01,2266961.01,921.307556152
530580.01,2267061.01,922.274841309
530580.01,2267161.01,922.729919434
530580.01,2267261.01,923.161071777
530580.01,2267361.01,922.553405762
530580.01,2267461.01,922.861022949
530580.01,2267561.01,921.440124512
530580.01,2267661.01,-9999
530680.01,2263361.01,-9999
530680.01,2263461.01,900.224243164
530680.01,2263561.01,899.803771973
530680.01,2263661.01,897.111022949
530680.01,2263761.01,896.653320313
530680.01,2263861.01,896.872924805
530680.01,2263961.01,895.995605469
530680.01,2264061.01,896.034118652
530680.01,2264161.01,895.767333984
530680.01,2264261.01,896.018371582
530680.01,2264361.01,896.626525879
530680.01,2264461.01,896.010009766
530680.01,2264561.01,895.532226563
530680.01,2264661.01,896.125854492
530680.01,2264761.01,896.82208252
530680.01,2264861.01,899.768798828
530680.01,2264961.01,902.523925781
530680.01,2265061.01,903.068908691
530680.01,2265161.01,902.920532227
530680.01,2265261.01,900.003173828
530680.01,2265361.01,897.484436035
530680.01,2265461.01,896.201171875
530680.01,2265561.01,893.935546875
530680.01,2265661.01,892.230163574
530680.01,2265761.01,892.10333252
530680.01,2265861.01,892.694091797
530680.01,2265961.01,897.887207031
530680.01,2266061.01,902.405151367
530680.01,2266161.01,911.658630371
530680.01,2266261.01,919.688415527
530680.01,2266361.01,921.371765137
530680.01,2266461.01,922.778198242
530680.01,2266561.01,922.699462891
530680.01,2266661.01,923.27911377
530680.01,2266761.01,923.232666016
530680.01,2266861.01,922.473022461
530680.01,2266961.01,923.820678711
530680.01,2267061.01,923.812072754
530680.01,2267161.01,922.840637207
530680.01,2267261.01,922.641479492
530680.01,2267361.01,921.292663574
530680.01,2267461.01,920.557800293
530680.01,2267561.01,920.059020996
530680.01,2267661.01,919.595581055
530680.01,2267761.01,-9999
530780.01,2263261.01,-9999
530780.01,2263361.01,-9999
530780.01,2263461.01,900.630310059
530780.01,2263561.01,899.721618652
530780.01,2263661.01,899.149719238
530780.01,2263761.01,898.479370117
530780.01,2263861.01,897.258544922
530780.01,2263961.01,897.549255371
530780.01,2264061.01,897.538146973
530780.01,2264161.01,897.080200195
530780.01,2264261.01,896.143554688
530780.01,2264361.01,896.91192627
530780.01,2264461.01,896.624511719
530780.01,2264561.01,895.608947754
530780.01,2264661.01,895.798278809
530780.01,2264761.01,896.673583984
530780.01,2264861.01,899.801818848
530780.01,2264961.01,902.676574707
530780.01,2265061.01,904.220031738
530780.01,2265161.01,905.028808594
530780.01,2265261.01,903.880981445
530780.01,2265361.01,900.229675293
530780.01,2265461.01,898.20324707
530780.01,2265561.01,892.443725586
530780.01,2265661.01,892.190002441
530780.01,2265761.01,891.969665527
530780.01,2265861.01,892.139526367
530780.01,2265961.01,893.730407715
530780.01,2266061.01,898.98034668
530780.01,2266161.01,910.337341309
530780.01,2266261.01,920.020874023
530780.01,2266361.01,922.158752441
530780.01,2266461.01,923.389038086
530780.01,2266561.01,925.353088379
530780.01,2266661.01,926.573120117
530780.01,2266761.01,926.885498047
530780.01,2266861.01,926.08782959
530780.01,2266961.01,925.127197266
530780.01,2267061.01,924.149841309
530780.01,2267161.01,923.265258789
530780.01,2267261.01,922.438537598
530780.01,2267361.01,922.312927246
530780.01,2267461.01,922.379577637
530780.01,2267561.01,921.767211914
530780.01,2267661.01,921.262573242
530780.01,2267761.01,921.114562988
530880.01,2263161.01,-9999
530880.01,2263261.01,900.553833008
530880.01,2263361.01,900.835571289
530880.01,2263461.01,901.07244873
530880.01,2263561.01,900.263793945
530880.01,2263661.01,899.438171387
530880.01,2263761.01,899.796813965
530880.01,2263861.01,897.931884766
530880.01,2263961.01,898.484375
530880.01,2264061.01,898.710693359
530880.01,2264161.01,898.80078125
530880.01,2264261.01,897.122680664
530880.01,2264361.01,896.744812012
530880.01,2264461.01,897.023620605
530880.01,2264561.01,895.958374023
530880.01,2264661.01,896.028869629
530880.01,2264761.01,896.873291016
530880.01,2264861.01,899.35534668
530880.01,2264961.01,902.290649414
530880.01,2265061.01,904.22467041
530880.01,2265161.01,906.663085938
530880.01,2265261.01,906.60144043
530880.01,2265361.01,906.036315918
530880.01,2265461.01,902.40222168
530880.01,2265561.01,894.781982422
530880.01,2265661.01,892.713989258
530880.01,2265761.01,891.552001953
530880.01,2265861.01,890.679748535
530880.01,2265961.01,891.95098877
530880.01,2266061.01,894.689147949
530880.01,2266161.01,907.950805664
530880.01,2266261.01,918.372802734
530880.01,2266361.01,921.346557617
530880.01,2266461.01,925.075744629
530880.01,2266561.01,926.997314453
530880.01,2266661.01,927.200195313
530880.01,2266761.01,927.192749023
530880.01,2266861.01,926.433288574
530880.01,2266961.01,926.338134766
530880.01,2267061.01,926.340026855
530880.01,2267161.01,925.793334961
530880.01,2267261.01,925.385986328
530880.01,2267361.01,924.544006348
530880.01,2267461.01,923.868652344
530880.01,2267561.01,923.264648438
530880.01,2267661.01,922.819946289
530880.01,2267761.01,921.580688477
530880.01,2267861.01,-9999
530980.01,2263061.01,-9999
530980.01,2263161.01,902.829772949
530980.01,2263261.01,901.490234375
530980.01,2263361.01,901.118713379
530980.01,2263461.01,900.339599609
530980.01,2263561.01,900.348083496
530980.01,2263661.01,900.16583252
530980.01,2263761.01,900.740356445
530980.01,2263861.01,898.872741699
530980.01,2263961.01,897.87286377
530980.01,2264061.01,898.082336426
530980.01,2264161.01,898.602416992
530980.01,2264261.01,897.685913086
530980.01,2264361.01,896.171081543
530980.01,2264461.01,897.124816895
530980.01,2264561.01,898.16595459
530980.01,2264661.01,897.970825195
530980.01,2264761.01,898.692504883
530980.01,2264861.01,899.439819336
530980.01,2264961.01,901.947753906
530980.01,2265061.01,903.348693848
530980.01,2265161.01,905.884338379
530980.01,2265261.01,906.68157959
530980.01,2265361.01,906.704040527
530980.01,2265461.01,905.239807129
530980.01,2265561.01,899.924987793
530980.01,2265661.01,898.343444824
530980.01,2265761.01,893.28137207
530980.01,2265861.01,891.552001953
530980.01,2265961.01,891.018493652
530980.01,2266061.01,891.86541748
530980.01,2266161.01,906.331665039
530980.01,2266261.01,916.571411133
530980.01,2266361.01,920.661621094
530980.01,2266461.01,925.230041504
530980.01,2266561.01,927.278686523
530980.01,2266661.01,927.984680176
530980.01,2266761.01,927.530334473
530980.01,2266861.01,927.452453613
530980.01,2266961.01,928.992553711
530980.01,2267061.01,929.090148926
530980.01,2267161.01,929.198181152
530980.01,2267261.01,929.070129395
530980.01,2267361.01,928.021240234
530980.01,2267461.01,926.709655762
530980.01,2267561.01,925.686523438
530980.01,2267661.01,924.349609375
530980.01,2267761.01,922.79510498
530980.01,2267861.01,922.450805664
531080.01,2262961.01,904.546325684
531080.01,2263061.01,905.106872559
531080.01,2263161.01,904.907043457
531080.01,2263261.01,903.148498535
531080.01,2263361.01,902.106201172
531080.01,2263461.01,902.335327148
531080.01,2263561.01,901.66204834
531080.01,2263661.01,900.49017334
531080.01,2263761.01,899.855102539
531080.01,2263861.01,899.793395996
531080.01,2263961.01,897.424499512
531080.01,2264061.01,897.012268066
531080.01,2264161.01,897.638244629
531080.01,2264261.01,897.820678711
531080.01,2264361.01,896.960998535
531080.01,2264461.01,896.312438965
531080.01,2264561.01,898.175170898
531080.01,2264661.01,897.932189941
531080.01,2264761.01,897.852050781
531080.01,2264861.01,898.806030273
531080.01,2264961.01,900.31060791
531080.01,2265061.01,901.120239258
531080.01,2265161.01,903.053771973
531080.01,2265261.01,904.850769043
531080.01,2265361.01,905.357299805
531080.01,2265461.01,906.024719238
531080.01,2265561.01,904.21887207
531080.01,2265661.01,903.45501709
531080.01,2265761.01,905.552612305
531080.01,2265861.01,907.687438965
531080.01,2265961.01,891.569885254
531080.01,2266061.01,893.797241211
531080.01,2266161.01,904.219909668
531080.01,2266261.01,911.518188477
531080.01,2266361.01,920.826477051
531080.01,2266461.01,925.421264648
531080.01,2266561.01,928.06451416
531080.01,2266661.01,928.949768066
531080.01,2266761.01,929.071472168
531080.01,2266861.01,929.824951172
531080.01,2266961.01,930.358825684
531080.01,2267061.01,930.187988281
531080.01,2267161.01,930.794799805
531080.01,2267261.01,931.264587402
531080.01,2267361.01,930.28326416
531080.01,2267461.01,928.472290039
531080.01,2267561.01,926.886352539
531080.01,2267661.01,924.926940918
531080.01,2267761.01,923.366516113
531080.01,2267861.01,922.579528809
531080.01,2267961.01,-9999
531180.01,2262961.01,902.534240723
531180.01,2263061.01,904.170532227
531180.01,2263161.01,904.98059082
531180.01,2263261.01,904.058532715
531180.01,2263361.01,903.413146973
531180.01,2263461.01,902.292419434
531180.01,2263561.01,901.355957031
531180.01,2263661.01,900.618347168
531180.01,2263761.01,899.828918457
531180.01,2263861.01,898.641662598
531180.01,2263961.01,897.186401367
531180.01,2264061.01,896.069335938
531180.01,2264161.01,896.164367676
531180.01,2264261.01,896.715332031
531180.01,2264361.01,896.493469238
531180.01,2264461.01,895.254638672
531180.01,2264561.01,896.244628906
531180.01,2264661.01,897.210754395
531180.01,2264761.01,897.348693848
531180.01,2264861.01,897.829101563
531180.01,2264961.01,897.812133789
531180.01,2265061.01,898.857177734
531180.01,2265161.01,899.510742188
531180.01,2265261.01,901.623535156
531180.01,2265361.01,902.945739746
531180.01,2265461.01,905.236633301
531180.01,2265561.01,905.045227051
531180.01,2265661.01,904.817565918
531180.01,2265761.01,905.518798828
531180.01,2265861.01,912.22076416
531180.01,2265961.01,891.887817383
531180.01,2266061.01,893.159484863
531180.01,2266161.01,901.747680664
531180.01,2266261.01,908.92779541
531180.01,2266361.01,918.524536133
531180.01,2266461.01,925.647521973
531180.01,2266561.01,928.791259766
531180.01,2266661.01,930.766784668
531180.01,2266761.01,931.267211914
531180.01,2266861.01,931.871154785
531180.01,2266961.01,931.159179688
531180.01,2267061.01,931.376464844
531180.01,2267161.01,931.834350586
531180.01,2267261.01,932.480651855
531180.01,2267361.01,931.700805664
531180.01,2267461.01,929.497314453
531180.01,2267561.01,928.052734375
531180.01,2267661.01,925.201904297
531180.01,2267761.01,921.534240723
531180.01,2267861.01,918.82623291
531180.01,2267961.01,916.550048828
531280.01,2262861.01,902.960632324
531280.01,2262961.01,903.488830566
531280.01,2263061.01,904.573913574
531280.01,2263161.01,904.252929688
531280.01,2263261.01,903.306396484
531280.01,2263361.01,902.019592285
531280.01,2263461.01,899.945922852
531280.01,2263561.01,899.354919434
531280.01,2263661.01,898.076721191
531280.01,2263761.01,896.847351074
531280.01,2263861.01,896.729675293
531280.01,2263961.01,896.708740234
531280.01,2264061.01,895.929931641
531280.01,2264161.01,895.740966797
531280.01,2264261.01,895.526611328
531280.01,2264361.01,895.144165039
531280.01,2264461.01,894.261962891
531280.01,2264561.01,893.86529541
531280.01,2264661.01,894.350708008
531280.01,2264761.01,895.816589355
531280.01,2264861.01,895.678405762
531280.01,2264961.01,895.043701172
531280.01,2265061.01,895.159912109
531280.01,2265161.01,896.792541504
531280.01,2265261.01,896.978271484
531280.01,2265361.01,900.249023438
531280.01,2265461.01,903.675109863
531280.01,2265561.01,904.176818848
531280.01,2265661.01,904.010498047
531280.01,2265761.01,904.461303711
531280.01,2265861.01,912.822143555
531280.01,2265961.01,919.04095459
531280.01,2266061.01,895.051818848
531280.01,2266161.01,902.824829102
531280.01,2266261.01,907.553771973
531280.01,2266361.01,916.416259766
531280.01,2266461.01,924.093139648
531280.01,2266561.01,927.332763672
531280.01,2266661.01,930.86541748
531280.01,2266761.01,932.621765137
531280.01,2266861.01,935.657409668
531280.01,2266961.01,934.552124023
531280.01,2267061.01,933.340515137
531280.01,2267161.01,932.366271973
531280.01,2267261.01,930.373168945
531280.01,2267361.01,929.958740234
531280.01,2267461.01,927.734313965
531280.01,2267561.01,925.613464355
531280.01,2267661.01,922.718322754
531280.01,2267761.01,920.311523438
531280.01,2267861.01,917.683349609
531280.01,2267961.01,915.032348633
531280.01,2268061.01,-9999
531380.01,2262761.01,-9999
531380.01,2262861.01,901.704956055
531380.01,2262961.01,903.504211426
531380.01,2263061.01,903.756103516
531380.01,2263161.01,903.483093262
531380.01,2263261.01,901.589660645
531380.01,2263361.01,897.456481934
531380.01,2263461.01,895.915405273
531380.01,2263561.01,895.197570801
531380.01,2263661.01,894.513916016
531380.01,2263761.01,894.118408203
531380.01,2263861.01,894.848754883
531380.01,2263961.01,895.225769043
531380.01,2264061.01,895.450500488
531380.01,2264161.01,894.77154541
531380.01,2264261.01,894.483825684
531380.01,2264361.01,893.750061035
531380.01,2264461.01,893.565063477
531380.01,2264561.01,892.31072998
531380.01,2264661.01,890.801696777
531380.01,2264761.01,892.858703613
531380.01,2264861.01,892.375
531380.01,2264961.01,891.249694824
531380.01,2265061.01,891.431884766
531380.01,2265161.01,892.653442383
531380.01,2265261.01,893.457519531
531380.01,2265361.01,896.696472168
531380.01,2265461.01,899.845214844
531380.01,2265561.01,900.235656738
531380.01,2265661.01,902.932739258
531380.01,2265761.01,906.001831055
531380.01,2265861.01,907.769226074
531380.01,2265961.01,919.46673584
531380.01,2266061.01,915.721618652
531380.01,2266161.01,902.555175781
531380.01,2266261.01,906.848876953
531380.01,2266361.01,914.427062988
531380.01,2266461.01,922.508361816
531380.01,2266561.01,926.207763672
531380.01,2266661.01,931.55456543
531380.01,2266761.01,934.608459473
531380.01,2266861.01,936.286315918
531380.01,2266961.01,935.846130371
531380.01,2267061.01,933.380065918
531380.01,2267161.01,931.416320801
531380.01,2267261.01,927.655578613
531380.01,2267361.01,926.425537109
531380.01,2267461.01,926.048095703
531380.01,2267561.01,924.337646484
531380.01,2267661.01,921.89239502
531380.01,2267761.01,919.223937988
531380.01,2267861.01,917.612121582
531380.01,2267961.01,914.67791748
531380.01,2268061.01,-9999
531480.01,2262661.01,-9999
531480.01,2262761.01,892.481445313
531480.01,2262861.01,897.944824219
531480.01,2262961.01,899.127990723
531480.01,2263061.01,897.653381348
531480.01,2263161.01,896.860473633
531480.01,2263261.01,895.665588379
531480.01,2263361.01,894.288696289
531480.01,2263461.01,893.739440918
531480.01,2263561.01,893.923706055
531480.01,2263661.01,893.051940918
531480.01,2263761.01,891.521850586
531480.01,2263861.01,892.836303711
531480.01,2263961.01,892.995361328
531480.01,2264061.01,893.131835938
531480.01,2264161.01,892.395690918
531480.01,2264261.01,891.225341797
531480.01,2264361.01,890.629760742
531480.01,2264461.01,890.44140625
531480.01,2264561.01,889.843322754
531480.01,2264661.01,889.134460449
531480.01,2264761.01,890.150512695
531480.01,2264861.01,890.43347168
531480.01,2264961.01,888.801818848
531480.01,2265061.01,888.050048828
531480.01,2265161.01,889.606445313
531480.01,2265261.01,890.622436523
531480.01,2265361.01,893.581726074
531480.01,2265461.01,895.573242188
531480.01,2265561.01,896.738708496
531480.01,2265661.01,901.523071289
531480.01,2265761.01,907.857421875
531480.01,2265861.01,911.72052002
531480.01,2265961.01,918.768249512
531480.01,2266061.01,923.428833008
531480.01,2266161.01,918.489746094
531480.01,2266261.01,905.224304199
531480.01,2266361.01,912.376525879
531480.01,2266461.01,920.42364502
531480.01,2266561.01,923.992431641
531480.01,2266661.01,930.06427002
531480.01,2266761.01,933.416931152
531480.01,2266861.01,934.005615234
531480.01,2266961.01,934.214294434
531480.01,2267061.01,932.604125977
531480.01,2267161.01,931.327880859
531480.01,2267261.01,929.069946289
531480.01,2267361.01,926.783996582
531480.01,2267461.01,925.961730957
531480.01,2267561.01,924.040466309
531480.01,2267661.01,921.881591797
531480.01,2267761.01,921.39855957
531480.01,2267861.01,919.441589355
531480.01,2267961.01,916.538696289
531480.01,2268061.01,914.518188477
531480.01,2268161.01,-9999
531580.01,2262661.01,888.049987793
531580.01,2262761.01,891.163330078
531580.01,2262861.01,894.725952148
531580.01,2262961.01,894.48614502
531580.01,2263061.01,892.453491211
531580.01,2263161.01,889.947692871
531580.01,2263261.01,889.306762695
531580.01,2263361.01,889.381652832
531580.01,2263461.01,889.779052734
531580.01,2263561.01,889.713928223
531580.01,2263661.01,889.243286133
531580.01,2263761.01,889.789733887
531580.01,2263861.01,890.950134277
531580.01,2263961.01,890.985473633
531580.01,2264061.01,891.440612793
531580.01,2264161.01,889.134399414
531580.01,2264261.01,888.001953125
531580.01,2264361.01,887.6328125
531580.01,2264461.01,888.049987793
531580.01,2264561.01,887.444702148
531580.01,2264661.01,886.047180176
531580.01,2264761.01,885.327575684
531580.01,2264861.01,885.381164551
531580.01,2264961.01,886.328918457
531580.01,2265061.01,886.236999512
531580.01,2265161.01,887.63494873
531580.01,2265261.01,888.647521973
531580.01,2265361.01,891.637390137
531580.01,2265461.01,892.775512695
531580.01,2265561.01,893.778076172
531580.01,2265661.01,899.606811523
531580.01,2265761.01,909.247314453
531580.01,2265861.01,914.658935547
531580.01,2265961.01,921.022644043
531580.01,2266061.01,924.444152832
531580.01,2266161.01,926.515991211
531580.01,2266261.01,908.066772461
531580.01,2266361.01,911.841186523
531580.01,2266461.01,913.395202637
531580.01,2266561.01,919.81060791
531580.01,2266661.01,926.89050293
531580.01,2266761.01,931.161621094
531580.01,2266861.01,932.334838867
531580.01,2266961.01,933.06036377
531580.01,2267061.01,932.080566406
531580.01,2267161.01,930.746643066
531580.01,2267261.01,929.008056641
531580.01,2267361.01,926.864624023
531580.01,2267461.01,925.891845703
531580.01,2267561.01,923.747131348
531580.01,2267661.01,922.642028809
531580.01,2267761.01,922.598266602
531580.01,2267861.01,919.642944336
531580.01,2267961.01,916.384033203
531580.01,2268061.01,913.92779541
531580.01,2268161.01,913.227783203
531580.01,2268261.01,-9999
531680.01,2262561.01,887.422424316
531680.01,2262661.01,888.262939453
531680.01,2262761.01,891.08795166
531680.01,2262861.01,893.158752441
531680.01,2262961.01,892.956298828
531680.01,2263061.01,891.794921875
531680.01,2263161.01,889.382568359
531680.01,2263261.01,889.421386719
531680.01,2263361.01,889.520202637
531680.01,2263461.01,889.125976563
531680.01,2263561.01,888.272583008
531680.01,2263661.01,888.063415527
531680.01,2263761.01,887.795043945
531680.01,2263861.01,888.082885742
531680.01,2263961.01,887.918457031
531680.01,2264061.01,887.077392578
531680.01,2264161.01,887.265014648
531680.01,2264261.01,886.93347168
531680.01,2264361.01,887.003295898
531680.01,2264461.01,886.657531738
531680.01,2264561.01,885.977966309
531680.01,2264661.01,884.576293945
531680.01,2264761.01,883.726196289
531680.01,2264861.01,883.839599609
531680.01,2264961.01,885.016174316
531680.01,2265061.01,885.692016602
531680.01,2265161.01,886.700561523
531680.01,2265261.01,888.630249023
531680.01,2265361.01,890.307373047
531680.01,2265461.01,890.871520996
531680.01,2265561.01,891.782531738
531680.01,2265661.01,897.162475586
531680.01,2265761.01,907.609985352
531680.01,2265861.01,915.91595459
531680.01,2265961.01,923.323974609
531680.01,2266061.01,926.702819824
531680.01,2266161.01,926.960693359
531680.01,2266261.01,927.249816895
531680.01,2266361.01,911.213806152
531680.01,2266461.01,911.90246582
531680.01,2266561.01,915.33416748
531680.01,2266661.01,922.345397949
531680.01,2266761.01,924.699279785
531680.01,2266861.01,929.555114746
531680.01,2266961.01,931.262512207
531680.01,2267061.01,930.471862793
531680.01,2267161.01,928.010375977
531680.01,2267261.01,927.756835938
531680.01,2267361.01,926.960876465
531680.01,2267461.01,926.774719238
531680.01,2267561.01,924.752563477
531680.01,2267661.01,922.243225098
531680.01,2267761.01,920.761474609
531680.01,2267861.01,917.96496582
531680.01,2267961.01,915.701965332
531680.01,2268061.01,914.861999512
531680.01,2268161.01,913.042419434
531680.01,2268261.01,-9999
531780.01,2262461.01,887.422424316
531780.01,2262561.01,887.422424316
531780.01,2262661.01,887.422424316
531780.01,2262761.01,888.976745605
531780.01,2262861.01,890.855163574
531780.01,2262961.01,889.563110352
531780.01,2263061.01,890.464111328
531780.01,2263161.01,889.626159668
531780.01,2263261.01,889.283081055
531780.01,2263361.01,889.332458496
531780.01,2263461.01,889.354064941
531780.01,2263561.01,889.022766113
531780.01,2263661.01,888.187072754
531780.01,2263761.01,888.559570313
531780.01,2263861.01,887.918151855
531780.01,2263961.01,886.579956055
531780.01,2264061.01,884.780517578
531780.01,2264161.01,884.726623535
531780.01,2264261.01,885.598266602
531780.01,2264361.01,887.344360352
531780.01,2264461.01,884.437072754
531780.01,2264561.01,886.321594238
531780.01,2264661.01,885.017883301
531780.01,2264761.01,884.193359375
531780.01,2264861.01,883.750610352
531780.01,2264961.01,884.34375
531780.01,2265061.01,886.463134766
531780.01,2265161.01,886.344787598
531780.01,2265261.01,887.345336914
531780.01,2265361.01,887.191345215
531780.01,2265461.01,886.867736816
531780.01,2265561.01,888.863891602
531780.01,2265661.01,895.792541504
531780.01,2265761.01,907.302856445
531780.01,2265861.01,913.322265625
531780.01,2265961.01,922.338867188
531780.01,2266061.01,927.849304199
531780.01,2266161.01,928.133972168
531780.01,2266261.01,927.249816895
531780.01,2266361.01,909.715270996
531780.01,2266461.01,909.696655273
531780.01,2266561.01,909.317138672
531780.01,2266661.01,915.115905762
531780.01,2266761.01,917.92590332
531780.01,2266861.01,924.281860352
531780.01,2266961.01,928.364257813
531780.01,2267061.01,928.445068359
531780.01,2267161.01,928.000976563
531780.01,2267261.01,927.805175781
531780.01,2267361.01,927.94317627
531780.01,2267461.01,927.445922852
531780.01,2267561.01,925.612731934
531780.01,2267661.01,921.284179688
531780.01,2267761.01,919.613708496
531780.01,2267861.01,917.83203125
531780.01,2267961.01,915.897705078
531780.01,2268061.01,915.875305176
531780.01,2268161.01,913.938781738
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,935.186828613
