"X","Y","H50_Aal (Depth)"
535580.01,2261861.01,906.291015625
535580.01,2261961.01,904.601745605
535580.01,2262061.01,903.940490723
535580.01,2262161.01,902.884155273
535580.01,2262261.01,901.551391602
535580.01,2262361.01,900.521728516
535580.01,2262461.01,896.606872559
535580.01,2262561.01,890.850891113
535580.01,2262661.01,886.747497559
535580.01,2262761.01,883.283447266
535580.01,2262861.01,881.406921387
535580.01,2262961.01,880.413208008
535580.01,2263061.01,878.586181641
535580.01,2263161.01,878.423400879
535580.01,2263261.01,880.106933594
535580.01,2263361.01,879.200744629
535580.01,2263461.01,876.89276123
535580.01,2263561.01,875.240844727
535580.01,2263661.01,872.801757813
535580.01,2263761.01,872.567016602
535580.01,2263861.01,873.437866211
535580.01,2263961.01,872.45892334
535580.01,2264061.01,868.953430176
535580.01,2264161.01,858.270446777
535580.01,2264261.01,864.582580566
535580.01,2264361.01,858.846557617
535580.01,2264461.01,860.157775879
535580.01,2264561.01,856.681884766
535580.01,2264661.01,852.031555176
535580.01,2264761.01,847.032531738
535580.01,2264861.01,828.91998291
535580.01,2264961.01,828.210998535
535580.01,2265061.01,827.070007324
535580.01,2265161.01,824.71105957
535580.01,2265261.01,823.102172852
535580.01,2265361.01,823.484069824
535580.01,2265461.01,825.213378906
535580.01,2265561.01,825.398925781
535580.01,2265661.01,822.797180176
535580.01,2265761.01,822.017272949
535580.01,2265861.01,822.215942383
535580.01,2265961.01,826.707275391
535580.01,2266061.01,830.35534668
535580.01,2266161.01,830.983459473
535580.01,2266261.01,835.177490234
535580.01,2266361.01,838.460327148
535580.01,2266461.01,840.983581543
535580.01,2266561.01,846.685974121
535580.01,2266661.01,857.471923828
535580.01,2266761.01,862.118164063
535580.01,2266861.01,870.198181152
535580.01,2266961.01,878.112915039
535580.01,2267061.01,881.600219727
535580.01,2267161.01,887.929077148
535580.01,2267261.01,894.917114258
535580.01,2267361.01,899.455200195
535580.01,2267461.01,900.168579102
535580.01,2267561.01,900.294067383
535580.01,2267661.01,901.595214844
535580.01,2267761.01,903.88885498
535580.01,2267861.01,908.366638184
535580.01,2267961.01,914.594482422
535580.01,2268061.01,919.576721191
535580.01,2268161.01,924.284484863
535580.01,2268261.01,926.171142578
535580.01,2268361.01,927.510009766
535580.01,2268461.01,928.880554199
535580.01,2268561.01,928.326721191
535580.01,2268661.01,928.285400391
535580.01,2268761.01,928.858581543
535580.01,2268861.01,930.005126953
535580.01,2268961.01,930.734680176
535580.01,2269061.01,930.269592285
535580.01,2269161.01,929.002258301
535580.01,2269261.01,929.70690918
535580.01,2269361.01,930.267944336
535580.01,2269461.01,932.785705566
535580.01,2269561.01,935.032165527
535580.01,2269661.01,935.557678223
535580.01,2269761.01,936.384155273
535580.01,2269861.01,935.756774902
535580.01,2269961.01,935.161315918
535580.01,2270061.01,933.203552246
535580.01,2270161.01,932.406738281
535580.01,2270261.01,932.780944824
535580.01,2270361.01,934.312133789
535580.01,2270461.01,937.865234375
535580.01,2270561.01,937.955932617
535580.01,2270661.01,936.750671387
535580.01,2270761.01,935.90423584
535580.01,2270861.01,938.65057373
535580.01,2270961.01,939.233642578
535580.01,2271061.01,939.304382324
535580.01,2271161.01,927.385742188
535580.01,2271261.01,927.050964355
535580.01,2271361.01,927.385742188
535580.01,2271461.01,933.383666992
535580.01,2271561.01,936.252990723
535580.01,2271661.01,939.295837402
535580.01,2271761.01,940.488342285
535580.01,2271861.01,940.550415039
535580.01,2271961.01,940.156494141
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,-9999
535680.01,2261261.01,921.079162598
535680.01,2261361.01,921.079162598
535680.01,2261461.01,918.201171875
535680.01,2261561.01,913.745056152
535680.01,2261661.01,913.337036133
535680.01,2261761.01,910.743286133
535680.01,2261861.01,907.528442383
535680.01,2261961.01,907.180786133
535680.01,2262061.01,907.291748047
535680.01,2262161.01,906.247924805
535680.01,2262261.01,903.808959961
535680.01,2262361.01,901.490783691
535680.01,2262461.01,896.975036621
535680.01,2262561.01,890.467041016
535680.01,2262661.01,885.564331055
535680.01,2262761.01,881.409851074
535680.01,2262861.01,881.204101563
535680.01,2262961.01,881.975341797
535680.01,2263061.01,883.532043457
535680.01,2263161.01,883.722473145
535680.01,2263261.01,882.914733887
535680.01,2263361.01,880.286071777
535680.01,2263461.01,877.567321777
535680.01,2263561.01,875.011047363
535680.01,2263661.01,871.327941895
535680.01,2263761.01,868.596801758
535680.01,2263861.01,866.627380371
535680.01,2263961.01,866.639831543
535680.01,2264061.01,863.619445801
535680.01,2264161.01,861.753173828
535680.01,2264261.01,860.450683594
535680.01,2264361.01,857.620361328
535680.01,2264461.01,845.868835449
535680.01,2264561.01,845.466125488
535680.01,2264661.01,842.583007813
535680.01,2264761.01,839.514221191
535680.01,2264861.01,837.13079834
535680.01,2264961.01,830.30267334
535680.01,2265061.01,827.757324219
535680.01,2265161.01,826.248352051
535680.01,2265261.01,823.50604248
535680.01,2265361.01,823.01373291
535680.01,2265461.01,823.169006348
535680.01,2265561.01,824.244384766
535680.01,2265661.01,824.572143555
535680.01,2265761.01,823.788391113
535680.01,2265861.01,823.429931641
535680.01,2265961.01,823.965332031
535680.01,2266061.01,827.610412598
535680.01,2266161.01,829.694274902
535680.01,2266261.01,833.245605469
535680.01,2266361.01,836.939147949
535680.01,2266461.01,839.602661133
535680.01,2266561.01,843.961608887
535680.01,2266661.01,856.147644043
535680.01,2266761.01,860.740661621
535680.01,2266861.01,868.45526123
535680.01,2266961.01,876.173828125
535680.01,2267061.01,880.734924316
535680.01,2267161.01,887.635498047
535680.01,2267261.01,894.88671875
535680.01,2267361.01,899.418579102
535680.01,2267461.01,901.99621582
535680.01,2267561.01,908.690795898
535680.01,2267661.01,902.132080078
535680.01,2267761.01,904.234680176
535680.01,2267861.01,909.172180176
535680.01,2267961.01,916.795532227
535680.01,2268061.01,921.424316406
535680.01,2268161.01,926.974731445
535680.01,2268261.01,929.661193848
535680.01,2268361.01,929.476806641
535680.01,2268461.01,929.146789551
535680.01,2268561.01,929.492919922
535680.01,2268661.01,929.228088379
535680.01,2268761.01,928.902587891
535680.01,2268861.01,930.844848633
535680.01,2268961.01,931.670227051
535680.01,2269061.01,930.907653809
535680.01,2269161.01,929.539611816
535680.01,2269261.01,927.988098145
535680.01,2269361.01,928.880004883
535680.01,2269461.01,930.724060059
535680.01,2269561.01,932.9765625
535680.01,2269661.01,933.168518066
535680.01,2269761.01,933.309204102
535680.01,2269861.01,933.693725586
535680.01,2269961.01,933.38269043
535680.01,2270061.01,931.96081543
535680.01,2270161.01,930.923339844
535680.01,2270261.01,929.658752441
535680.01,2270361.01,931.883178711
535680.01,2270461.01,935.183166504
535680.01,2270561.01,934.950073242
535680.01,2270661.01,933.318969727
535680.01,2270761.01,935.578125
535680.01,2270861.01,937.610961914
535680.01,2270961.01,938.935302734
535680.01,2271061.01,938.874511719
535680.01,2271161.01,921.274230957
535680.01,2271261.01,926.854919434
535680.01,2271361.01,929.846069336
535680.01,2271461.01,935.54901123
535680.01,2271561.01,938.592895508
535680.01,2271661.01,940.004516602
535680.01,2271761.01,941.196960449
535680.01,2271861.01,940.572631836
535680.01,2271961.01,939.309692383
535680.01,2272061.01,935.75567627
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,-9999
535780.01,2261261.01,921.59552002
535780.01,2261361.01,921.212585449
535780.01,2261461.01,919.472473145
535780.01,2261561.01,916.161376953
535780.01,2261661.01,915.492797852
535780.01,2261761.01,912.372253418
535780.01,2261861.01,910.981323242
535780.01,2261961.01,910.746337891
535780.01,2262061.01,909.097229004
535780.01,2262161.01,907.128540039
535780.01,2262261.01,905.384155273
535780.01,2262361.01,901.061584473
535780.01,2262461.01,894.04296875
535780.01,2262561.01,887.794433594
535780.01,2262661.01,882.858459473
535780.01,2262761.01,881.676147461
535780.01,2262861.01,882.434631348
535780.01,2262961.01,884.071289063
535780.01,2263061.01,885.180969238
535780.01,2263161.01,884.891540527
535780.01,2263261.01,883.535522461
535780.01,2263361.01,879.133850098
535780.01,2263461.01,873.837402344
535780.01,2263561.01,870.798522949
535780.01,2263661.01,866.966125488
535780.01,2263761.01,863.161376953
535780.01,2263861.01,861.577697754
535780.01,2263961.01,860.3046875
535780.01,2264061.01,860.061401367
535780.01,2264161.01,859.623962402
535780.01,2264261.01,857.979492188
535780.01,2264361.01,853.851196289
535780.01,2264461.01,848.080444336
535780.01,2264561.01,845.282592773
535780.01,2264661.01,841.693054199
535780.01,2264761.01,839.408569336
535780.01,2264861.01,836.573974609
535780.01,2264961.01,831.528381348
535780.01,2265061.01,828.450927734
535780.01,2265161.01,826.933288574
535780.01,2265261.01,824.469726563
535780.01,2265361.01,824.067871094
535780.01,2265461.01,824.532348633
535780.01,2265561.01,823.143554688
535780.01,2265661.01,825.591491699
535780.01,2265761.01,825.492553711
535780.01,2265861.01,822.087646484
535780.01,2265961.01,822.796813965
535780.01,2266061.01,824.770019531
535780.01,2266161.01,829.428405762
535780.01,2266261.01,832.638916016
535780.01,2266361.01,837.557922363
535780.01,2266461.01,841.387573242
535780.01,2266561.01,847.495361328
535780.01,2266661.01,855.55255127
535780.01,2266761.01,859.616638184
535780.01,2266861.01,866.696289063
535780.01,2266961.01,874.571899414
535780.01,2267061.01,881.346618652
535780.01,2267161.01,887.772155762
535780.01,2267261.01,896.09765625
535780.01,2267361.01,900.575012207
535780.01,2267461.01,905.430419922
535780.01,2267561.01,905.871887207
535780.01,2267661.01,912.311584473
535780.01,2267761.01,906.524597168
535780.01,2267861.01,910.709472656
535780.01,2267961.01,914.092224121
535780.01,2268061.01,921.564453125
535780.01,2268161.01,927.453613281
535780.01,2268261.01,929.447021484
535780.01,2268361.01,928.99041748
535780.01,2268461.01,928.945068359
535780.01,2268561.01,928.952636719
535780.01,2268661.01,928.978881836
535780.01,2268761.01,929.036682129
535780.01,2268861.01,931.188354492
535780.01,2268961.01,931.576904297
535780.01,2269061.01,930.072875977
535780.01,2269161.01,928.995117188
535780.01,2269261.01,928.878662109
535780.01,2269361.01,929.952392578
535780.01,2269461.01,930.008789063
535780.01,2269561.01,932.347595215
535780.01,2269661.01,932.250854492
535780.01,2269761.01,933.12286377
535780.01,2269861.01,932.852783203
535780.01,2269961.01,930.548339844
535780.01,2270061.01,929.039611816
535780.01,2270161.01,927.84387207
535780.01,2270261.01,927.012573242
535780.01,2270361.01,930.199279785
535780.01,2270461.01,932.914245605
535780.01,2270561.01,932.446289063
535780.01,2270661.01,931.619995117
535780.01,2270761.01,933.892456055
535780.01,2270861.01,937.55871582
535780.01,2270961.01,938.292358398
535780.01,2271061.01,936.485046387
535780.01,2271161.01,933.696899414
535780.01,2271261.01,929.858093262
535780.01,2271361.01,936.480285645
535780.01,2271461.01,939.272094727
535780.01,2271561.01,938.416259766
535780.01,2271661.01,939.437561035
535780.01,2271761.01,940.451171875
535780.01,2271861.01,939.905578613
535780.01,2271961.01,938.198425293
535780.01,2272061.01,934.167785645
535780.01,2272161.01,931.680053711
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,922.549926758
535880.01,2261461.01,920.953979492
535880.01,2261561.01,918.936279297
535880.01,2261661.01,918.442626953
535880.01,2261761.01,915.92980957
535880.01,2261861.01,913.934631348
535880.01,2261961.01,913.757141113
535880.01,2262061.01,910.850830078
535880.01,2262161.01,907.865966797
535880.01,2262261.01,904.592041016
535880.01,2262361.01,896.909790039
535880.01,2262461.01,888.65032959
535880.01,2262561.01,885.243103027
535880.01,2262661.01,884.066101074
535880.01,2262761.01,885.661560059
535880.01,2262861.01,887.959899902
535880.01,2262961.01,888.609130859
535880.01,2263061.01,887.229553223
535880.01,2263161.01,883.559448242
535880.01,2263261.01,880.123352051
535880.01,2263361.01,876.293151855
535880.01,2263461.01,872.647521973
535880.01,2263561.01,869.549255371
535880.01,2263661.01,866.329406738
535880.01,2263761.01,862.819702148
535880.01,2263861.01,860.632080078
535880.01,2263961.01,858.250305176
535880.01,2264061.01,858.018310547
535880.01,2264161.01,857.650512695
535880.01,2264261.01,857.563964844
535880.01,2264361.01,853.745056152
535880.01,2264461.01,850.404296875
535880.01,2264561.01,846.77557373
535880.01,2264661.01,843.319885254
535880.01,2264761.01,841.515319824
535880.01,2264861.01,839.340393066
535880.01,2264961.01,835.578918457
535880.01,2265061.01,831.628967285
535880.01,2265161.01,830.536193848
535880.01,2265261.01,829.172424316
535880.01,2265361.01,828.626525879
535880.01,2265461.01,828.29284668
535880.01,2265561.01,825.590515137
535880.01,2265661.01,825.876525879
535880.01,2265761.01,825.466796875
535880.01,2265861.01,821.830078125
535880.01,2265961.01,822.351928711
535880.01,2266061.01,824.342041016
535880.01,2266161.01,829.774719238
535880.01,2266261.01,834.231933594
535880.01,2266361.01,837.793395996
535880.01,2266461.01,842.991333008
535880.01,2266561.01,849.950256348
535880.01,2266661.01,857.000549316
535880.01,2266761.01,860.774963379
535880.01,2266861.01,868.16003418
535880.01,2266961.01,876.105651855
535880.01,2267061.01,881.141906738
535880.01,2267161.01,887.364440918
535880.01,2267261.01,895.625610352
535880.01,2267361.01,900.584655762
535880.01,2267461.01,906.975891113
535880.01,2267561.01,907.95892334
535880.01,2267661.01,915.453430176
535880.01,2267761.01,908.16607666
535880.01,2267861.01,912.427246094
535880.01,2267961.01,915.783874512
535880.01,2268061.01,923.893981934
535880.01,2268161.01,930.146728516
535880.01,2268261.01,930.416748047
535880.01,2268361.01,928.945068359
535880.01,2268461.01,928.945068359
535880.01,2268561.01,928.945068359
535880.01,2268661.01,928.99041748
535880.01,2268761.01,928.99041748
535880.01,2268861.01,929.662475586
535880.01,2268961.01,929.577392578
535880.01,2269061.01,929.339050293
535880.01,2269161.01,928.543884277
535880.01,2269261.01,930.505004883
535880.01,2269361.01,929.215332031
535880.01,2269461.01,929.54284668
535880.01,2269561.01,931.905029297
535880.01,2269661.01,932.597106934
535880.01,2269761.01,932.028869629
535880.01,2269861.01,930.316772461
535880.01,2269961.01,929.400878906
535880.01,2270061.01,927.239318848
535880.01,2270161.01,926.508422852
535880.01,2270261.01,925.619506836
535880.01,2270361.01,927.464538574
535880.01,2270461.01,929.115661621
535880.01,2270561.01,927.684082031
535880.01,2270661.01,927.831542969
535880.01,2270761.01,933.190490723
535880.01,2270861.01,935.804504395
535880.01,2270961.01,936.485046387
535880.01,2271061.01,935.025390625
535880.01,2271161.01,932.387817383
535880.01,2271261.01,932.150390625
535880.01,2271361.01,935.279663086
535880.01,2271461.01,935.805725098
535880.01,2271561.01,937.743041992
535880.01,2271661.01,938.821472168
535880.01,2271761.01,938.270629883
535880.01,2271861.01,937.361755371
535880.01,2271961.01,934.318237305
535880.01,2272061.01,931.721740723
535880.01,2272161.01,930.367736816
535880.01,2272261.01,933.205566406
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,-9999
535980.01,2261461.01,921.898742676
535980.01,2261561.01,921.892700195
535980.01,2261661.01,921.206481934
535980.01,2261761.01,919.828186035
535980.01,2261861.01,918.059143066
535980.01,2261961.01,917.39465332
535980.01,2262061.01,913.260437012
535980.01,2262161.01,908.26940918
535980.01,2262261.01,904.77557373
535980.01,2262361.01,895.970458984
535980.01,2262461.01,888.364501953
535980.01,2262561.01,885.926269531
535980.01,2262661.01,887.663452148
535980.01,2262761.01,889.265441895
535980.01,2262861.01,888.557495117
535980.01,2262961.01,886.658081055
535980.01,2263061.01,882.315673828
535980.01,2263161.01,878.243530273
535980.01,2263261.01,875.908813477
535980.01,2263361.01,874.426635742
535980.01,2263461.01,873.46295166
535980.01,2263561.01,870.110351563
535980.01,2263661.01,866.805053711
535980.01,2263761.01,863.664001465
535980.01,2263861.01,861.432861328
535980.01,2263961.01,858.137573242
535980.01,2264061.01,857.216491699
535980.01,2264161.01,856.213195801
535980.01,2264261.01,855.063720703
535980.01,2264361.01,852.149963379
535980.01,2264461.01,850.602233887
535980.01,2264561.01,848.223571777
535980.01,2264661.01,845.180480957
535980.01,2264761.01,844.50378418
535980.01,2264861.01,842.518920898
535980.01,2264961.01,839.659057617
535980.01,2265061.01,837.872558594
535980.01,2265161.01,834.291320801
535980.01,2265261.01,832.915100098
535980.01,2265361.01,831.815979004
535980.01,2265461.01,830.63293457
535980.01,2265561.01,827.396362305
535980.01,2265661.01,824.905090332
535980.01,2265761.01,825.069213867
535980.01,2265861.01,824.994812012
535980.01,2265961.01,824.096008301
535980.01,2266061.01,825.627929688
535980.01,2266161.01,829.40435791
535980.01,2266261.01,834.06640625
535980.01,2266361.01,837.098205566
535980.01,2266461.01,841.803344727
535980.01,2266561.01,851.299438477
535980.01,2266661.01,855.300842285
535980.01,2266761.01,860.821655273
535980.01,2266861.01,868.967407227
535980.01,2266961.01,873.758666992
535980.01,2267061.01,882.103942871
535980.01,2267161.01,890.51373291
535980.01,2267261.01,897.375183105
535980.01,2267361.01,901.296569824
535980.01,2267461.01,907.494934082
535980.01,2267561.01,912.860168457
535980.01,2267661.01,910.10546875
535980.01,2267761.01,908.483764648
535980.01,2267861.01,914.091674805
535980.01,2267961.01,917.671020508
535980.01,2268061.01,925.080688477
535980.01,2268161.01,932.905517578
535980.01,2268261.01,940.652526855
535980.01,2268361.01,944.215515137
535980.01,2268461.01,945
535980.01,2268561.01,945
535980.01,2268661.01,945
535980.01,2268761.01,928.99041748
535980.01,2268861.01,928.99041748
535980.01,2268961.01,928.857543945
535980.01,2269061.01,930.125427246
535980.01,2269161.01,930.81439209
535980.01,2269261.01,927.438232422
535980.01,2269361.01,931.52532959
535980.01,2269461.01,931.616760254
535980.01,2269561.01,931.616760254
535980.01,2269661.01,931.68182373
535980.01,2269761.01,929.858215332
535980.01,2269861.01,929.300476074
535980.01,2269961.01,928.29119873
535980.01,2270061.01,926.53338623
535980.01,2270161.01,925.563476563
535980.01,2270261.01,925.141784668
535980.01,2270361.01,925.013671875
535980.01,2270461.01,922.931030273
535980.01,2270561.01,923.671569824
535980.01,2270661.01,923.718688965
535980.01,2270761.01,932.233825684
535980.01,2270861.01,910.252807617
535980.01,2270961.01,907.559692383
535980.01,2271061.01,932.086303711
535980.01,2271161.01,931.690429688
535980.01,2271261.01,931.199401855
535980.01,2271361.01,933.391479492
535980.01,2271461.01,934.503601074
535980.01,2271561.01,937.20690918
535980.01,2271661.01,938.085510254
535980.01,2271761.01,935.752563477
535980.01,2271861.01,934.549377441
535980.01,2271961.01,932.109863281
535980.01,2272061.01,931.352600098
535980.01,2272161.01,932.644775391
535980.01,2272261.01,934.765930176
535980.01,2272361.01,936.654052734
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,923.038208008
536080.01,2261561.01,923.170288086
536080.01,2261661.01,922.942932129
536080.01,2261761.01,923.193969727
536080.01,2261861.01,922.141113281
536080.01,2261961.01,919.394348145
536080.01,2262061.01,914.613342285
536080.01,2262161.01,907.663574219
536080.01,2262261.01,901.458251953
536080.01,2262361.01,892.262268066
536080.01,2262461.01,887.67376709
536080.01,2262561.01,887.557678223
536080.01,2262661.01,888.954589844
536080.01,2262761.01,889.310791016
536080.01,2262861.01,887.764648438
536080.01,2262961.01,884.465270996
536080.01,2263061.01,878.484313965
536080.01,2263161.01,876.638000488
536080.01,2263261.01,875.911987305
536080.01,2263361.01,874.820251465
536080.01,2263461.01,873.13482666
536080.01,2263561.01,868.995361328
536080.01,2263661.01,866.188110352
536080.01,2263761.01,864.752990723
536080.01,2263861.01,861.680358887
536080.01,2263961.01,858.626953125
536080.01,2264061.01,857.592224121
536080.01,2264161.01,856.214599609
536080.01,2264261.01,855.026672363
536080.01,2264361.01,853.663635254
536080.01,2264461.01,853.872558594
536080.01,2264561.01,851.26574707
536080.01,2264661.01,848.008666992
536080.01,2264761.01,846.335327148
536080.01,2264861.01,843.312316895
536080.01,2264961.01,841.025634766
536080.01,2265061.01,839.348876953
536080.01,2265161.01,834.862609863
536080.01,2265261.01,831.809020996
536080.01,2265361.01,830.677429199
536080.01,2265461.01,830.013977051
536080.01,2265561.01,827.734191895
536080.01,2265661.01,826.151794434
536080.01,2265761.01,825.090576172
536080.01,2265861.01,826.76171875
536080.01,2265961.01,827.374206543
536080.01,2266061.01,828.206420898
536080.01,2266161.01,830.553161621
536080.01,2266261.01,834.766296387
536080.01,2266361.01,836.459106445
536080.01,2266461.01,841.192687988
536080.01,2266561.01,847.935546875
536080.01,2266661.01,852.440917969
536080.01,2266761.01,858.495117188
536080.01,2266861.01,866.948425293
536080.01,2266961.01,874.363464355
536080.01,2267061.01,884.385314941
536080.01,2267161.01,892.233764648
536080.01,2267261.01,896.900268555
536080.01,2267361.01,903.523803711
536080.01,2267461.01,908.631225586
536080.01,2267561.01,916.155517578
536080.01,2267661.01,918.482727051
536080.01,2267761.01,909.323120117
536080.01,2267861.01,914.85369873
536080.01,2267961.01,919.352539063
536080.01,2268061.01,925.919128418
536080.01,2268161.01,934.423950195
536080.01,2268261.01,941.582763672
536080.01,2268361.01,944.69519043
536080.01,2268461.01,945
536080.01,2268561.01,944.177001953
536080.01,2268661.01,943.284790039
536080.01,2268761.01,929.097106934
536080.01,2268861.01,927.73248291
536080.01,2268961.01,935.087646484
536080.01,2269061.01,927.438232422
536080.01,2269161.01,931.407226563
536080.01,2269261.01,930.778076172
536080.01,2269361.01,931.383728027
536080.01,2269461.01,931.616760254
536080.01,2269561.01,930.764404297
536080.01,2269661.01,927.856689453
536080.01,2269761.01,927.098327637
536080.01,2269861.01,926.047363281
536080.01,2269961.01,924.411743164
536080.01,2270061.01,923.628234863
536080.01,2270161.01,923.364929199
536080.01,2270261.01,922.071960449
536080.01,2270361.01,921.43560791
536080.01,2270461.01,920.653808594
536080.01,2270561.01,921.316345215
536080.01,2270661.01,921.468139648
536080.01,2270761.01,924.369506836
536080.01,2270861.01,904.638793945
536080.01,2270961.01,907.952697754
536080.01,2271061.01,911.08581543
536080.01,2271161.01,913.493835449
536080.01,2271261.01,915.323242188
536080.01,2271361.01,930.690002441
536080.01,2271461.01,930.130065918
536080.01,2271561.01,931.789550781
536080.01,2271661.01,933.133422852
536080.01,2271761.01,932.103759766
536080.01,2271861.01,931.761901855
536080.01,2271961.01,931.12890625
536080.01,2272061.01,931.575866699
536080.01,2272161.01,935.051574707
536080.01,2272261.01,937.683776855
536080.01,2272361.01,939.788208008
536080.01,2272461.01,942.438903809
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,926.081115723
536180.01,2261661.01,925.79510498
536180.01,2261761.01,924.680419922
536180.01,2261861.01,923.45123291
536180.01,2261961.01,920.620605469
536180.01,2262061.01,916.096862793
536180.01,2262161.01,910.374938965
536180.01,2262261.01,898.00958252
536180.01,2262361.01,892.351745605
536180.01,2262461.01,892.284057617
536180.01,2262561.01,892.050231934
536180.01,2262661.01,891.79510498
536180.01,2262761.01,889.786254883
536180.01,2262861.01,887.504089355
536180.01,2262961.01,883.236694336
536180.01,2263061.01,879.006652832
536180.01,2263161.01,877.537109375
536180.01,2263261.01,876.745178223
536180.01,2263361.01,875.069824219
536180.01,2263461.01,873.451904297
536180.01,2263561.01,868.841674805
536180.01,2263661.01,865.917114258
536180.01,2263761.01,865.559020996
536180.01,2263861.01,863.347473145
536180.01,2263961.01,858.626953125
536180.01,2264061.01,862.144836426
536180.01,2264161.01,860.725402832
536180.01,2264261.01,859.408508301
536180.01,2264361.01,853.135925293
536180.01,2264461.01,856.439819336
536180.01,2264561.01,853.172607422
536180.01,2264661.01,849.62487793
536180.01,2264761.01,845.624023438
536180.01,2264861.01,841.356811523
536180.01,2264961.01,838.484130859
536180.01,2265061.01,836.659606934
536180.01,2265161.01,832.646789551
536180.01,2265261.01,829.614440918
536180.01,2265361.01,827.868896484
536180.01,2265461.01,825.822021484
536180.01,2265561.01,824.880004883
536180.01,2265661.01,824.903564453
536180.01,2265761.01,825.111450195
536180.01,2265861.01,827.423828125
536180.01,2265961.01,829.622436523
536180.01,2266061.01,830.742553711
536180.01,2266161.01,832.648010254
536180.01,2266261.01,835.124633789
536180.01,2266361.01,837.389953613
536180.01,2266461.01,842.471130371
536180.01,2266561.01,847.677612305
536180.01,2266661.01,851.756774902
536180.01,2266761.01,858.011535645
536180.01,2266861.01,867.024719238
536180.01,2266961.01,873.322814941
536180.01,2267061.01,884.070800781
536180.01,2267161.01,891.368347168
536180.01,2267261.01,896.015380859
536180.01,2267361.01,905.381958008
536180.01,2267461.01,912.185241699
536180.01,2267561.01,916.740356445
536180.01,2267661.01,921.133972168
536180.01,2267761.01,911.426147461
536180.01,2267861.01,915.063476563
536180.01,2267961.01,922.091064453
536180.01,2268061.01,929.210449219
536180.01,2268161.01,936.679443359
536180.01,2268261.01,939.731018066
536180.01,2268361.01,943.575744629
536180.01,2268461.01,943.849609375
536180.01,2268561.01,941.789855957
536180.01,2268661.01,939.044189453
536180.01,2268761.01,929.547851563
536180.01,2268861.01,931.154907227
536180.01,2268961.01,932.208679199
536180.01,2269061.01,931.688842773
536180.01,2269161.01,926.7421875
536180.01,2269261.01,926.7421875
536180.01,2269361.01,930.735351563
536180.01,2269461.01,930.677612305
536180.01,2269561.01,928.573242188
536180.01,2269661.01,925.833496094
536180.01,2269761.01,924.293884277
536180.01,2269861.01,923.340759277
536180.01,2269961.01,921.052734375
536180.01,2270061.01,921.014953613
536180.01,2270161.01,921.513122559
536180.01,2270261.01,920.890319824
536180.01,2270361.01,919.024169922
536180.01,2270461.01,917.40045166
536180.01,2270561.01,917.466430664
536180.01,2270661.01,922.730651855
536180.01,2270761.01,924.947814941
536180.01,2270861.01,904.638793945
536180.01,2270961.01,908.507568359
536180.01,2271061.01,912.63885498
536180.01,2271161.01,915.220458984
536180.01,2271261.01,916.146606445
536180.01,2271361.01,920.59765625
536180.01,2271461.01,926.299194336
536180.01,2271561.01,930.353027344
536180.01,2271661.01,931.78326416
536180.01,2271761.01,932.00592041
536180.01,2271861.01,928.923156738
536180.01,2271961.01,929.619934082
536180.01,2272061.01,931.971801758
536180.01,2272161.01,935.596496582
536180.01,2272261.01,938.784057617
536180.01,2272361.01,941.754272461
536180.01,2272461.01,944.516662598
536180.01,2272561.01,948.621704102
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,927.911315918
536280.01,2261661.01,927.007019043
536280.01,2261761.01,924.546020508
536280.01,2261861.01,921.695373535
536280.01,2261961.01,917.748168945
536280.01,2262061.01,911.016418457
536280.01,2262161.01,906.092163086
536280.01,2262261.01,898.748962402
536280.01,2262361.01,894.494384766
536280.01,2262461.01,894.836853027
536280.01,2262561.01,894.61895752
536280.01,2262661.01,894.164550781
536280.01,2262761.01,892.48260498
536280.01,2262861.01,888.014343262
536280.01,2262961.01,883.78527832
536280.01,2263061.01,879.956665039
536280.01,2263161.01,878.437011719
536280.01,2263261.01,876.406982422
536280.01,2263361.01,874.664672852
536280.01,2263461.01,872.745117188
536280.01,2263561.01,869.503845215
536280.01,2263661.01,867.674072266
536280.01,2263761.01,867.733764648
