"X","Y","H20_Kimm (Depth)"
530380.01,2267261.01,270.51071167
530380.01,2267361.01,272.066589355
530380.01,2267461.01,272.633270264
530380.01,2267561.01,273.16003418
530480.01,2263561.01,-9999
530480.01,2263661.01,-9999
530480.01,2263761.01,-9999
530480.01,2263861.01,242.454879761
530480.01,2263961.01,241.971450806
530480.01,2264061.01,241.646957397
530480.01,2264161.01,241.665634155
530480.01,2264261.01,240.764373779
530480.01,2264361.01,240.237915039
530480.01,2264461.01,241.388244629
530480.01,2264561.01,242.670684814
530480.01,2264661.01,245.484420776
530480.01,2264761.01,248.071502686
530480.01,2264861.01,249.099075317
530480.01,2264961.01,251.480880737
530480.01,2265061.01,254.383026123
530480.01,2265161.01,256.532531738
530480.01,2265261.01,262.603393555
530480.01,2265361.01,267.30279541
530480.01,2265461.01,269.428222656
530480.01,2265561.01,274.149627686
530480.01,2265661.01,279.741088867
530480.01,2265761.01,284.77947998
530480.01,2265861.01,287.510406494
530480.01,2265961.01,290.32913208
530480.01,2266061.01,289.615356445
530480.01,2266161.01,285.336151123
530480.01,2266261.01,275.59866333
530480.01,2266361.01,272.124969482
530480.01,2266461.01,271.783843994
530480.01,2266561.01,271.420654297
530480.01,2266661.01,271.25189209
530480.01,2266761.01,270.920959473
530480.01,2266861.01,270.405609131
530480.01,2266961.01,270.6769104
530480.01,2267061.01,270.62298584
530480.01,2267161.01,270.333557129
530480.01,2267261.01,269.646331787
530480.01,2267361.01,269.627166748
530480.01,2267461.01,273.575775146
530480.01,2267561.01,273.704467773
530480.01,2267661.01,-9999
530580.01,2263461.01,-9999
530580.01,2263561.01,-9999
530580.01,2263661.01,241.570449829
530580.01,2263761.01,242.243530273
530580.01,2263861.01,243.148223877
530580.01,2263961.01,242.936325073
530580.01,2264061.01,241.46522522
530580.01,2264161.01,241.014251709
530580.01,2264261.01,240.423080444
530580.01,2264361.01,240.373123169
530580.01,2264461.01,240.779907227
530580.01,2264561.01,241.889022827
530580.01,2264661.01,244.355926514
530580.01,2264761.01,246.701339722
530580.01,2264861.01,247.641708374
530580.01,2264961.01,249.961715698
530580.01,2265061.01,252.736160278
530580.01,2265161.01,254.549362183
530580.01,2265261.01,260.009216309
530580.01,2265361.01,266.382415771
530580.01,2265461.01,269.013427734
530580.01,2265561.01,273.780731201
530580.01,2265661.01,279.292144775
530580.01,2265761.01,282.884124756
530580.01,2265861.01,288.016693115
530580.01,2265961.01,290.881195068
530580.01,2266061.01,290.764312744
530580.01,2266161.01,285.753173828
530580.01,2266261.01,275.542205811
530580.01,2266361.01,271.197143555
530580.01,2266461.01,271.495300293
530580.01,2266561.01,271.922790527
530580.01,2266661.01,271.351135254
530580.01,2266761.01,271.303192139
530580.01,2266861.01,271.191619873
530580.01,2266961.01,271.109741211
530580.01,2267061.01,270.65802002
530580.01,2267161.01,269.964141846
530580.01,2267261.01,269.373718262
530580.01,2267361.01,269.735046387
530580.01,2267461.01,272.795715332
530580.01,2267561.01,273.927215576
530580.01,2267661.01,-9999
530680.01,2263361.01,-9999
530680.01,2263461.01,240.278747559
530680.01,2263561.01,240.248001099
530680.01,2263661.01,241.74697876
530680.01,2263761.01,242.391357422
530680.01,2263861.01,242.43699646
530680.01,2263961.01,243.091140747
530680.01,2264061.01,241.47114563
530680.01,2264161.01,240.550537109
530680.01,2264261.01,240.364471436
530680.01,2264361.01,239.253372192
530680.01,2264461.01,239.531616211
530680.01,2264561.01,240.751937866
530680.01,2264661.01,243.234649658
530680.01,2264761.01,244.150497437
530680.01,2264861.01,245.985366821
530680.01,2264961.01,248.506256104
530680.01,2265061.01,252.139648438
530680.01,2265161.01,253.598800659
530680.01,2265261.01,257.654449463
530680.01,2265361.01,263.781463623
530680.01,2265461.01,266.765045166
530680.01,2265561.01,271.223480225
530680.01,2265661.01,276.871856689
530680.01,2265761.01,279.796081543
530680.01,2265861.01,286.224182129
530680.01,2265961.01,289.522766113
530680.01,2266061.01,289.528137207
530680.01,2266161.01,283.898376465
530680.01,2266261.01,274.474029541
530680.01,2266361.01,272.02645874
530680.01,2266461.01,271.642791748
530680.01,2266561.01,272.324279785
530680.01,2266661.01,271.897827148
530680.01,2266761.01,271.477172852
530680.01,2266861.01,271.110290527
530680.01,2266961.01,269.729644775
530680.01,2267061.01,270.061553955
530680.01,2267161.01,269.988922119
530680.01,2267261.01,269.834686279
530680.01,2267361.01,270.664550781
530680.01,2267461.01,271.67401123
530680.01,2267561.01,273.048950195
530680.01,2267661.01,272.447509766
530680.01,2267761.01,-9999
530780.01,2263261.01,-9999
530780.01,2263361.01,-9999
530780.01,2263461.01,240.230911255
530780.01,2263561.01,240.750366211
530780.01,2263661.01,241.262695313
530780.01,2263761.01,241.221618652
530780.01,2263861.01,240.653305054
530780.01,2263961.01,241.384277344
530780.01,2264061.01,240.815475464
530780.01,2264161.01,240.008880615
530780.01,2264261.01,239.615615845
530780.01,2264361.01,238.883010864
530780.01,2264461.01,239.154022217
530780.01,2264561.01,239.953460693
530780.01,2264661.01,241.720993042
530780.01,2264761.01,242.337463379
530780.01,2264861.01,243.925979614
530780.01,2264961.01,246.200500488
530780.01,2265061.01,247.072387695
530780.01,2265161.01,250.58052063
530780.01,2265261.01,254.755340576
530780.01,2265361.01,259.521362305
530780.01,2265461.01,261.506744385
530780.01,2265561.01,267.229217529
530780.01,2265661.01,274.249389648
530780.01,2265761.01,277.756774902
530780.01,2265861.01,283.459594727
530780.01,2265961.01,287.394622803
530780.01,2266061.01,286.315979004
530780.01,2266161.01,280.864074707
530780.01,2266261.01,274.22958374
530780.01,2266361.01,272.586395264
530780.01,2266461.01,273.030914307
530780.01,2266561.01,272.49331665
530780.01,2266661.01,271.718505859
530780.01,2266761.01,270.452545166
530780.01,2266861.01,269.550354004
530780.01,2266961.01,269.904205322
530780.01,2267061.01,270.727203369
530780.01,2267161.01,271.035003662
530780.01,2267261.01,270.905090332
530780.01,2267361.01,272.177032471
530780.01,2267461.01,271.147460938
530780.01,2267561.01,272.159454346
530780.01,2267661.01,271.998840332
530780.01,2267761.01,272.028411865
530880.01,2263161.01,-9999
530880.01,2263261.01,239.248809814
530880.01,2263361.01,239.945343018
530880.01,2263461.01,239.515930176
530880.01,2263561.01,239.841491699
530880.01,2263661.01,240.841156006
530880.01,2263761.01,240.845443726
530880.01,2263861.01,239.548233032
530880.01,2263961.01,238.892150879
530880.01,2264061.01,239.32673645
530880.01,2264161.01,238.734085083
530880.01,2264261.01,238.393280029
530880.01,2264361.01,239.713226318
530880.01,2264461.01,239.452713013
530880.01,2264561.01,239.5390625
530880.01,2264661.01,240.222518921
530880.01,2264761.01,240.812805176
530880.01,2264861.01,242.206375122
530880.01,2264961.01,244.21156311
530880.01,2265061.01,244.413421631
530880.01,2265161.01,245.903579712
530880.01,2265261.01,250.137435913
530880.01,2265361.01,252.367980957
530880.01,2265461.01,257.455627441
530880.01,2265561.01,264.342590332
530880.01,2265661.01,272.847015381
530880.01,2265761.01,277.046112061
530880.01,2265861.01,281.949279785
530880.01,2265961.01,284.557128906
530880.01,2266061.01,284.273986816
530880.01,2266161.01,280.156066895
530880.01,2266261.01,274.352050781
530880.01,2266361.01,272.791900635
530880.01,2266461.01,272.278259277
530880.01,2266561.01,271.367736816
530880.01,2266661.01,271.549224854
530880.01,2266761.01,271.738464355
530880.01,2266861.01,271.660461426
530880.01,2266961.01,271.946075439
530880.01,2267061.01,272.188232422
530880.01,2267161.01,273.258209229
530880.01,2267261.01,274.034942627
530880.01,2267361.01,273.366882324
530880.01,2267461.01,272.95300293
530880.01,2267561.01,272.463409424
530880.01,2267661.01,273.731567383
530880.01,2267761.01,273.429443359
530880.01,2267861.01,-9999
530980.01,2263061.01,-9999
530980.01,2263161.01,238.96572876
530980.01,2263261.01,238.892288208
530980.01,2263361.01,238.718093872
530980.01,2263461.01,239.379302979
530980.01,2263561.01,239.989700317
530980.01,2263661.01,240.48374939
530980.01,2263761.01,239.073684692
530980.01,2263861.01,238.052581787
530980.01,2263961.01,237.770217896
530980.01,2264061.01,237.65977478
530980.01,2264161.01,238.708084106
530980.01,2264261.01,238.280883789
530980.01,2264361.01,239.904098511
530980.01,2264461.01,239.479354858
530980.01,2264561.01,239.081420898
530980.01,2264661.01,239.64289856
530980.01,2264761.01,239.74281311
530980.01,2264861.01,241.034606934
530980.01,2264961.01,241.975112915
530980.01,2265061.01,242.346054077
530980.01,2265161.01,243.872131348
530980.01,2265261.01,247.447875977
530980.01,2265361.01,249.594451904
530980.01,2265461.01,254.886566162
530980.01,2265561.01,261.394439697
530980.01,2265661.01,267.056518555
530980.01,2265761.01,275.447570801
530980.01,2265861.01,281.427276611
530980.01,2265961.01,283.192230225
530980.01,2266061.01,281.896972656
530980.01,2266161.01,277.611602783
530980.01,2266261.01,273.520355225
530980.01,2266361.01,272.184356689
530980.01,2266461.01,271.717071533
530980.01,2266561.01,271.973175049
530980.01,2266661.01,272.302398682
530980.01,2266761.01,272.871490479
530980.01,2266861.01,272.923492432
530980.01,2266961.01,274.457000732
530980.01,2267061.01,275.284942627
530980.01,2267161.01,276.13079834
530980.01,2267261.01,276.998474121
530980.01,2267361.01,275.602752686
530980.01,2267461.01,275.160919189
530980.01,2267561.01,275.759155273
530980.01,2267661.01,276.912963867
530980.01,2267761.01,277.673278809
530980.01,2267861.01,279.126617432
531080.01,2262961.01,237.196578979
531080.01,2263061.01,237.067474365
531080.01,2263161.01,237.640777588
531080.01,2263261.01,239.115951538
531080.01,2263361.01,239.484527588
531080.01,2263461.01,240.814880371
531080.01,2263561.01,240.773666382
531080.01,2263661.01,239.452636719
531080.01,2263761.01,238.525314331
531080.01,2263861.01,237.718612671
531080.01,2263961.01,237.989181519
531080.01,2264061.01,237.87512207
531080.01,2264161.01,237.965866089
531080.01,2264261.01,238.411407471
531080.01,2264361.01,238.446655273
531080.01,2264461.01,239.144729614
531080.01,2264561.01,238.973800659
531080.01,2264661.01,239.279098511
531080.01,2264761.01,238.953308105
531080.01,2264861.01,239.963851929
531080.01,2264961.01,241.261352539
531080.01,2265061.01,241.204940796
531080.01,2265161.01,242.227005005
531080.01,2265261.01,244.516983032
531080.01,2265361.01,246.797973633
531080.01,2265461.01,252.82749939
531080.01,2265561.01,259.96685791
531080.01,2265661.01,265.135742188
531080.01,2265761.01,273.223388672
531080.01,2265861.01,280.215942383
531080.01,2265961.01,282.425445557
531080.01,2266061.01,279.887542725
531080.01,2266161.01,275.280639648
531080.01,2266261.01,273.391174316
531080.01,2266361.01,272.351654053
531080.01,2266461.01,273.365325928
531080.01,2266561.01,273.653747559
531080.01,2266661.01,273.931213379
531080.01,2266761.01,274.619903564
531080.01,2266861.01,274.883514404
531080.01,2266961.01,276.03302002
531080.01,2267061.01,277.005126953
531080.01,2267161.01,277.404205322
531080.01,2267261.01,277.167388916
531080.01,2267361.01,277.373931885
531080.01,2267461.01,277.355773926
531080.01,2267561.01,278.546142578
531080.01,2267661.01,279.480804443
531080.01,2267761.01,281.071014404
531080.01,2267861.01,281.093658447
531080.01,2267961.01,-9999
531180.01,2262961.01,237.721130371
531180.01,2263061.01,237.521759033
531180.01,2263161.01,238.824920654
531180.01,2263261.01,241.431060791
531180.01,2263361.01,241.785522461
531180.01,2263461.01,242.605407715
531180.01,2263561.01,242.524261475
531180.01,2263661.01,240.286437988
531180.01,2263761.01,239.466781616
531180.01,2263861.01,239.336975098
531180.01,2263961.01,238.642974854
531180.01,2264061.01,237.394485474
531180.01,2264161.01,236.329574585
531180.01,2264261.01,236.502685547
531180.01,2264361.01,235.495819092
531180.01,2264461.01,236.151733398
531180.01,2264561.01,237.513885498
531180.01,2264661.01,236.859085083
531180.01,2264761.01,237.567504883
531180.01,2264861.01,238.557785034
531180.01,2264961.01,239.178756714
531180.01,2265061.01,239.851501465
531180.01,2265161.01,240.139266968
531180.01,2265261.01,242.83303833
531180.01,2265361.01,245.245941162
531180.01,2265461.01,251.591964722
531180.01,2265561.01,260.690643311
531180.01,2265661.01,266.207672119
531180.01,2265761.01,273.73034668
531180.01,2265861.01,279.315246582
531180.01,2265961.01,281.141784668
531180.01,2266061.01,279.429229736
531180.01,2266161.01,275.599639893
531180.01,2266261.01,274.155456543
531180.01,2266361.01,274.401489258
531180.01,2266461.01,276.682373047
531180.01,2266561.01,276.454650879
531180.01,2266661.01,275.06350708
531180.01,2266761.01,276.088317871
531180.01,2266861.01,277.042297363
531180.01,2266961.01,277.741485596
531180.01,2267061.01,278.502197266
531180.01,2267161.01,278.815551758
531180.01,2267261.01,278.761413574
531180.01,2267361.01,278.946563721
531180.01,2267461.01,279.521911621
531180.01,2267561.01,280.587219238
531180.01,2267661.01,280.565124512
531180.01,2267761.01,283.885528564
531180.01,2267861.01,284.777160645
531180.01,2267961.01,284.653808594
531280.01,2262861.01,239.846603394
531280.01,2262961.01,238.917678833
531280.01,2263061.01,240.157333374
531280.01,2263161.01,241.905151367
531280.01,2263261.01,243.909622192
531280.01,2263361.01,246.019058228
531280.01,2263461.01,246.641479492
531280.01,2263561.01,244.991210938
531280.01,2263661.01,244.145858765
531280.01,2263761.01,241.987716675
531280.01,2263861.01,239.853027344
531280.01,2263961.01,238.335067749
531280.01,2264061.01,237.033920288
531280.01,2264161.01,234.417602539
531280.01,2264261.01,232.945175171
531280.01,2264361.01,232.41418457
531280.01,2264461.01,232.472549438
531280.01,2264561.01,234.358261108
531280.01,2264661.01,234.523712158
531280.01,2264761.01,234.664505005
531280.01,2264861.01,235.955688477
531280.01,2264961.01,236.740524292
531280.01,2265061.01,238.211639404
531280.01,2265161.01,239.24029541
531280.01,2265261.01,240.241333008
531280.01,2265361.01,243.737518311
531280.01,2265461.01,250.083251953
531280.01,2265561.01,261.941223145
531280.01,2265661.01,267.770996094
531280.01,2265761.01,274.923126221
531280.01,2265861.01,279.369262695
531280.01,2265961.01,279.972106934
531280.01,2266061.01,279.097473145
531280.01,2266161.01,278.442443848
531280.01,2266261.01,278.955200195
531280.01,2266361.01,279.698791504
531280.01,2266461.01,279.120513916
531280.01,2266561.01,278.361328125
531280.01,2266661.01,276.135070801
531280.01,2266761.01,276.611999512
531280.01,2266861.01,278.307495117
531280.01,2266961.01,279.861755371
531280.01,2267061.01,281.397033691
531280.01,2267161.01,283.24432373
531280.01,2267261.01,283.357269287
531280.01,2267361.01,283.065429688
531280.01,2267461.01,282.360443115
531280.01,2267561.01,282.718231201
531280.01,2267661.01,283.419891357
531280.01,2267761.01,284.186523438
531280.01,2267861.01,285.303222656
531280.01,2267961.01,285.418640137
531280.01,2268061.01,-9999
531380.01,2262761.01,242.453018188
531380.01,2262861.01,241.931915283
531380.01,2262961.01,241.75769043
531380.01,2263061.01,242.908035278
531380.01,2263161.01,244.207977295
531380.01,2263261.01,246.42300415
531380.01,2263361.01,250.326278687
531380.01,2263461.01,249.975814819
531380.01,2263561.01,247.506134033
531380.01,2263661.01,245.206039429
531380.01,2263761.01,242.900894165
531380.01,2263861.01,241.466934204
531380.01,2263961.01,239.243789673
531380.01,2264061.01,234.808029175
531380.01,2264161.01,232.373886108
531380.01,2264261.01,230.949905396
531380.01,2264361.01,230.749450684
531380.01,2264461.01,231.333068848
531380.01,2264561.01,232.877883911
531380.01,2264661.01,234.130279541
531380.01,2264761.01,234.230758667
531380.01,2264861.01,235.490966797
531380.01,2264961.01,236.257736206
531380.01,2265061.01,237.699691772
531380.01,2265161.01,238.865707397
531380.01,2265261.01,239.645858765
531380.01,2265361.01,243.218933105
531380.01,2265461.01,250.998840332
531380.01,2265561.01,257.2605896
531380.01,2265661.01,266.571838379
531380.01,2265761.01,274.399963379
531380.01,2265861.01,277.443939209
531380.01,2265961.01,278.828216553
531380.01,2266061.01,279.337402344
531380.01,2266161.01,281.769134521
531380.01,2266261.01,283.501983643
531380.01,2266361.01,284.615661621
531380.01,2266461.01,283.182891846
531380.01,2266561.01,282.199401855
531380.01,2266661.01,278.690246582
531380.01,2266761.01,278.305450439
531380.01,2266861.01,279.419525146
531380.01,2266961.01,281.261871338
531380.01,2267061.01,282.995056152
531380.01,2267161.01,284.92276001
531380.01,2267261.01,286.607177734
531380.01,2267361.01,286.243164063
531380.01,2267461.01,285.367126465
531380.01,2267561.01,283.293212891
531380.01,2267661.01,283.386138916
531380.01,2267761.01,284.307403564
531380.01,2267861.01,284.874603271
531380.01,2267961.01,285.786071777
531380.01,2268061.01,-9999
531480.01,2262661.01,259.200805664
531480.01,2262761.01,255.566955566
531480.01,2262861.01,248.748718262
531480.01,2262961.01,248.128082275
531480.01,2263061.01,251.137863159
531480.01,2263161.01,253.074783325
531480.01,2263261.01,253.571182251
531480.01,2263361.01,253.584823608
531480.01,2263461.01,250.341796875
531480.01,2263561.01,247.476135254
531480.01,2263661.01,244.083023071
531480.01,2263761.01,239.736526489
531480.01,2263861.01,243.685272217
531480.01,2263961.01,241.634811401
531480.01,2264061.01,234.763046265
531480.01,2264161.01,233.187316895
531480.01,2264261.01,232.488571167
531480.01,2264361.01,231.302139282
531480.01,2264461.01,232.171569824
531480.01,2264561.01,233.00944519
531480.01,2264661.01,233.42364502
531480.01,2264761.01,234.23475647
531480.01,2264861.01,234.672668457
531480.01,2264961.01,235.838378906
531480.01,2265061.01,236.794448853
531480.01,2265161.01,238.876083374
531480.01,2265261.01,240.110977173
531480.01,2265361.01,244.157546997
531480.01,2265461.01,253.50453186
531480.01,2265561.01,259.833251953
531480.01,2265661.01,267.463470459
531480.01,2265761.01,273.366912842
531480.01,2265861.01,275.309051514
531480.01,2265961.01,277.39239502
531480.01,2266061.01,278.400909424
531480.01,2266161.01,279.805603027
531480.01,2266261.01,282.99609375
531480.01,2266361.01,285.32699585
531480.01,2266461.01,285.968444824
531480.01,2266561.01,285.840209961
531480.01,2266661.01,283.028533936
531480.01,2266761.01,280.737213135
531480.01,2266861.01,281.583343506
531480.01,2266961.01,283.256378174
531480.01,2267061.01,285.816070557
531480.01,2267161.01,286.826660156
531480.01,2267261.01,287.476318359
531480.01,2267361.01,287.86706543
531480.01,2267461.01,286.910949707
531480.01,2267561.01,284.136322021
531480.01,2267661.01,282.550445557
531480.01,2267761.01,281.458129883
531480.01,2267861.01,281.213439941
531480.01,2267961.01,281.850341797
531480.01,2268061.01,280.379730225
531480.01,2268161.01,-9999
531580.01,2262661.01,262.437072754
531580.01,2262761.01,259.430725098
531580.01,2262861.01,256.717041016
531580.01,2262961.01,256.86505127
531580.01,2263061.01,256.68862915
531580.01,2263161.01,258.528533936
531580.01,2263261.01,259.365203857
531580.01,2263361.01,256.877227783
531580.01,2263461.01,253.326644897
531580.01,2263561.01,242.699005127
531580.01,2263661.01,257.273956299
531580.01,2263761.01,235.733062744
531580.01,2263861.01,246.605163574
531580.01,2263961.01,245.501647949
531580.01,2264061.01,233.485717773
531580.01,2264161.01,232.436904907
531580.01,2264261.01,232.222198486
531580.01,2264361.01,231.734024048
531580.01,2264461.01,232.901855469
531580.01,2264561.01,232.53944397
531580.01,2264661.01,231.869552612
531580.01,2264761.01,232.459594727
531580.01,2264861.01,232.241546631
531580.01,2264961.01,233.236129761
531580.01,2265061.01,235.405609131
531580.01,2265161.01,237.537231445
531580.01,2265261.01,239.011749268
531580.01,2265361.01,243.510299683
531580.01,2265461.01,256.598358154
531580.01,2265561.01,261.675933838
531580.01,2265661.01,267.223571777
531580.01,2265761.01,270.511199951
531580.01,2265861.01,271.55960083
531580.01,2265961.01,273.547027588
531580.01,2266061.01,275.58215332
531580.01,2266161.01,276.447631836
531580.01,2266261.01,278.543243408
531580.01,2266361.01,283.231750488
531580.01,2266461.01,285.254150391
531580.01,2266561.01,287.617248535
531580.01,2266661.01,286.054412842
531580.01,2266761.01,284.03414917
531580.01,2266861.01,283.955749512
531580.01,2266961.01,284.009399414
531580.01,2267061.01,286.363891602
531580.01,2267161.01,287.336181641
531580.01,2267261.01,287.619873047
531580.01,2267361.01,287.048461914
531580.01,2267461.01,286.106018066
531580.01,2267561.01,284.664855957
531580.01,2267661.01,282.687957764
531580.01,2267761.01,281.097503662
531580.01,2267861.01,280.62298584
531580.01,2267961.01,280.464050293
531580.01,2268061.01,278.373718262
531580.01,2268161.01,276.734130859
531580.01,2268261.01,-9999
531680.01,2262561.01,263.566436768
531680.01,2262661.01,263.182952881
531680.01,2262761.01,261.727386475
531680.01,2262861.01,260.34753418
531680.01,2262961.01,259.849365234
531680.01,2263061.01,258.6690979
531680.01,2263161.01,259.3565979
531680.01,2263261.01,259.447021484
531680.01,2263361.01,257.944030762
531680.01,2263461.01,256.485595703
531680.01,2263561.01,258.082885742
531680.01,2263661.01,256.471252441
531680.01,2263761.01,234.613220215
531680.01,2263861.01,232.954620361
531680.01,2263961.01,231.973510742
531680.01,2264061.01,231.693389893
531680.01,2264161.01,231.693389893
531680.01,2264261.01,231.693389893
531680.01,2264361.01,231.754226685
531680.01,2264461.01,232.433670044
531680.01,2264561.01,232.474884033
531680.01,2264661.01,231.932830811
531680.01,2264761.01,230.811630249
531680.01,2264861.01,230.992019653
531680.01,2264961.01,231.887969971
531680.01,2265061.01,233.980606079
531680.01,2265161.01,235.385406494
531680.01,2265261.01,238.632659912
531680.01,2265361.01,244.741271973
531680.01,2265461.01,256.265411377
531680.01,2265561.01,261.332305908
531680.01,2265661.01,265.124938965
531680.01,2265761.01,268.075622559
531680.01,2265861.01,267.586853027
531680.01,2265961.01,269.832458496
531680.01,2266061.01,272.82901001
531680.01,2266161.01,273.936462402
531680.01,2266261.01,275.874542236
531680.01,2266361.01,278.735443115
531680.01,2266461.01,282.777709961
531680.01,2266561.01,289.122955322
531680.01,2266661.01,290.571472168
531680.01,2266761.01,290.35760498
531680.01,2266861.01,286.716491699
531680.01,2266961.01,284.821624756
531680.01,2267061.01,285.806610107
531680.01,2267161.01,287.517028809
531680.01,2267261.01,286.309692383
531680.01,2267361.01,284.948638916
531680.01,2267461.01,283.924102783
531680.01,2267561.01,283.7527771
531680.01,2267661.01,282.509887695
531680.01,2267761.01,281.974212646
531680.01,2267861.01,280.319091797
531680.01,2267961.01,278.651550293
531680.01,2268061.01,277.633300781
531680.01,2268161.01,275.995330811
531680.01,2268261.01,-9999
531780.01,2262461.01,267.319732666
531780.01,2262561.01,264.814727783
531780.01,2262661.01,265.237213135
531780.01,2262761.01,264.10760498
531780.01,2262861.01,263.011779785
531780.01,2262961.01,262.227752686
531780.01,2263061.01,260.238494873
531780.01,2263161.01,259.64932251
531780.01,2263261.01,259.473754883
531780.01,2263361.01,258.088287354
531780.01,2263461.01,255.924468994
531780.01,2263561.01,257.566986084
531780.01,2263661.01,259.026611328
531780.01,2263761.01,258.378448486
531780.01,2263861.01,258.084594727
531780.01,2263961.01,257.361968994
531780.01,2264061.01,245.352539063
531780.01,2264161.01,231.693389893
531780.01,2264261.01,231.693389893
531780.01,2264361.01,231.401748657
531780.01,2264461.01,232.608291626
531780.01,2264561.01,232.608291626
531780.01,2264661.01,230.884414673
531780.01,2264761.01,230.913223267
531780.01,2264861.01,230.917282104
531780.01,2264961.01,231.594070435
531780.01,2265061.01,232.550964355
531780.01,2265161.01,234.164138794
531780.01,2265261.01,238.525314331
531780.01,2265361.01,246.835006714
531780.01,2265461.01,253.113540649
531780.01,2265561.01,259.141967773
531780.01,2265661.01,261.81237793
531780.01,2265761.01,264.475921631
531780.01,2265861.01,264.820739746
531780.01,2265961.01,267.353637695
531780.01,2266061.01,270.542388916
531780.01,2266161.01,272.238128662
531780.01,2266261.01,275.72555542
531780.01,2266361.01,277.866210938
531780.01,2266461.01,281.235961914
531780.01,2266561.01,289.13961792
531780.01,2266661.01,292.834899902
531780.01,2266761.01,292.885681152
531780.01,2266861.01,289.618927002
531780.01,2266961.01,285.902374268
531780.01,2267061.01,285.732177734
531780.01,2267161.01,286.156768799
531780.01,2267261.01,285.017211914
531780.01,2267361.01,284.160980225
531780.01,2267461.01,283.884857178
531780.01,2267561.01,284.226806641
531780.01,2267661.01,282.883636475
531780.01,2267761.01,282.004486084
531780.01,2267861.01,279.990753174
531780.01,2267961.01,278.127655029
531780.01,2268061.01,277.100128174
531780.01,2268161.01,275.2371521
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,274.230560303
531880.01,2262461.01,271.971343994
531880.01,2262561.01,271.640045166
531880.01,2262661.01,267.642272949
531880.01,2262761.01,264.678222656
531880.01,2262861.01,262.93347168
531880.01,2262961.01,262.531280518
531880.01,2263061.01,261.421936035
531880.01,2263161.01,259.907287598
531880.01,2263261.01,259.202545166
531880.01,2263361.01,258.475860596
531880.01,2263461.01,257.346862793
531880.01,2263561.01,257.361968994
531880.01,2263661.01,263.069641113
531880.01,2263761.01,258.69052124
531880.01,2263861.01,251.05241394
531880.01,2263961.01,248.856750488
531880.01,2264061.01,251.182403564
531880.01,2264161.01,246.996124268
531880.01,2264261.01,242.428237915
531880.01,2264361.01,239.364608765
531880.01,2264461.01,230.811630249
531880.01,2264561.01,230.811630249
531880.01,2264661.01,230.317764282
531880.01,2264761.01,229.482833862
531880.01,2264861.01,230.811630249
531880.01,2264961.01,231.226593018
531880.01,2265061.01,231.81539917
531880.01,2265161.01,232.966262817
531880.01,2265261.01,237.351348877
531880.01,2265361.01,247.33454895
531880.01,2265461.01,251.499237061
531880.01,2265561.01,256.099151611
531880.01,2265661.01,258.95715332
531880.01,2265761.01,259.740234375
531880.01,2265861.01,261.341827393
531880.01,2265961.01,263.708587646
531880.01,2266061.01,265.281982422
531880.01,2266161.01,270.324737549
531880.01,2266261.01,275.241241455
531880.01,2266361.01,278.214233398
531880.01,2266461.01,279.947601318
531880.01,2266561.01,284.865112305
531880.01,2266661.01,291.815643311
531880.01,2266761.01,293.133300781
531880.01,2266861.01,291.329956055
531880.01,2266961.01,285.849578857
531880.01,2267061.01,284.182312012
531880.01,2267161.01,283.604614258
531880.01,2267261.01,283.018218994
531880.01,2267361.01,282.976959229
531880.01,2267461.01,283.589416504
531880.01,2267561.01,283.839019775
531880.01,2267661.01,283.432983398
531880.01,2267761.01,282.052368164
531880.01,2267861.01,280.39364624
531880.01,2267961.01,278.623809814
531880.01,2268061.01,277.156494141
531880.01,2268161.01,275.765808105
531880.01,2268261.01,275.439819336
531880.01,2268361.01,-9999
531980.01,2262361.01,275.607666016
531980.01,2262461.01,276.643035889
531980.01,2262561.01,276.906433105
531980.01,2262661.01,272.091033936
531980.01,2262761.01,266.151885986
531980.01,2262861.01,265.326049805
531980.01,2262961.01,263.810333252
531980.01,2263061.01,262.043243408
531980.01,2263161.01,260.761138916
531980.01,2263261.01,260.454406738
531980.01,2263361.01,259.938720703
531980.01,2263461.01,257.168395996
531980.01,2263561.01,257.166107178
531980.01,2263661.01,265.019622803
531980.01,2263761.01,265.019622803
531980.01,2263861.01,255.467849731
531980.01,2263961.01,246.996124268
531980.01,2264061.01,242.428237915
531980.01,2264161.01,239.750289917
531980.01,2264261.01,243.166473389
531980.01,2264361.01,242.110946655
531980.01,2264461.01,242.203414917
531980.01,2264561.01,241.315429688
531980.01,2264661.01,236.205871582
531980.01,2264761.01,236.205871582
531980.01,2264861.01,235.994689941
531980.01,2264961.01,234.69493103
531980.01,2265061.01,233.279571533
531980.01,2265161.01,234.574432373
531980.01,2265261.01,238.912765503
531980.01,2265361.01,246.184738159
531980.01,2265461.01,250.172958374
531980.01,2265561.01,253.788696289
531980.01,2265661.01,256.917236328
531980.01,2265761.01,257.528686523
531980.01,2265861.01,258.475738525
531980.01,2265961.01,260.825836182
531980.01,2266061.01,263.21194458
531980.01,2266161.01,268.570556641
531980.01,2266261.01,273.793182373
531980.01,2266361.01,276.80279541
531980.01,2266461.01,280.327636719
531980.01,2266561.01,282.60647583
531980.01,2266661.01,287.827819824
531980.01,2266761.01,290.437774658
531980.01,2266861.01,292.194335938
531980.01,2266961.01,287.647613525
