"X","Y","H20_Kimm (Depth)"
534980.01,2263961.01,211.681808472
534980.01,2264061.01,211.229171753
534980.01,2264161.01,209.413909912
534980.01,2264261.01,208.008361816
534980.01,2264361.01,207.649963379
534980.01,2264461.01,206.614685059
534980.01,2264561.01,205.710449219
534980.01,2264661.01,204.353927612
534980.01,2264761.01,205.314941406
534980.01,2264861.01,205.855209351
534980.01,2264961.01,204.734527588
534980.01,2265061.01,202.361984253
534980.01,2265161.01,200.63381958
534980.01,2265261.01,197.299728394
534980.01,2265361.01,194.815765381
534980.01,2265461.01,193.103561401
534980.01,2265561.01,192.767883301
534980.01,2265661.01,193.563934326
534980.01,2265761.01,195.290466309
534980.01,2265861.01,196.998443604
534980.01,2265961.01,197.373321533
534980.01,2266061.01,198.028198242
534980.01,2266161.01,197.19090271
534980.01,2266261.01,229.097549438
534980.01,2266361.01,248.963775635
534980.01,2266461.01,215.429290771
534980.01,2266561.01,257.002655029
534980.01,2266661.01,259.154052734
534980.01,2266761.01,258.282165527
534980.01,2266861.01,258.36907959
534980.01,2266961.01,261.991912842
534980.01,2267061.01,268.052459717
534980.01,2267161.01,273.648040771
534980.01,2267261.01,276.178405762
534980.01,2267361.01,279.879425049
534980.01,2267461.01,283.561096191
534980.01,2267561.01,286.354980469
534980.01,2267661.01,287.472290039
534980.01,2267761.01,287.927459717
534980.01,2267861.01,277.595947266
534980.01,2267961.01,277.56918335
534980.01,2268061.01,277.879333496
534980.01,2268161.01,279.381469727
534980.01,2268261.01,284.390960693
534980.01,2268361.01,288.811279297
534980.01,2268461.01,292.760192871
534980.01,2268561.01,295.121246338
534980.01,2268661.01,299.068908691
534980.01,2268761.01,301.32131958
534980.01,2268861.01,302.282287598
534980.01,2268961.01,302.208251953
534980.01,2269061.01,302.08984375
534980.01,2269161.01,301.85925293
534980.01,2269261.01,302.280548096
534980.01,2269361.01,304.039886475
534980.01,2269461.01,305.724243164
534980.01,2269561.01,307.148956299
534980.01,2269661.01,308.983062744
534980.01,2269761.01,309.800170898
534980.01,2269861.01,311.389678955
534980.01,2269961.01,311.717071533
534980.01,2270061.01,-9999
534980.01,2270161.01,312.513305664
534980.01,2270261.01,315.796356201
534980.01,2270361.01,319.79574585
534980.01,2270461.01,321.189361572
534980.01,2270561.01,324.613372803
534980.01,2270661.01,327.585754395
534980.01,2270761.01,328.233703613
534980.01,2270861.01,325.426849365
534980.01,2270961.01,321.774597168
534980.01,2271061.01,319.514556885
534980.01,2271161.01,316.047973633
534980.01,2271261.01,311.17590332
534980.01,2271361.01,308.281402588
534980.01,2271461.01,306.319946289
534980.01,2271561.01,-9999
535080.01,2260861.01,289.518280029
535080.01,2260961.01,288.170623779
535080.01,2261061.01,289.743896484
535080.01,2261161.01,290.280303955
535080.01,2261261.01,290.362976074
535080.01,2261361.01,290.026123047
535080.01,2261461.01,290.02746582
535080.01,2261561.01,289.850280762
535080.01,2261661.01,286.569763184
535080.01,2261761.01,256.477325439
535080.01,2261861.01,240.346099854
535080.01,2261961.01,239.605773926
535080.01,2262061.01,239.133605957
535080.01,2262161.01,239.195755005
535080.01,2262261.01,237.541305542
535080.01,2262361.01,235.161422729
535080.01,2262461.01,235.332687378
535080.01,2262561.01,235.842666626
535080.01,2262661.01,235.720916748
535080.01,2262761.01,235.403579712
535080.01,2262861.01,232.301574707
535080.01,2262961.01,228.553253174
535080.01,2263061.01,227.143341064
535080.01,2263161.01,224.795318604
535080.01,2263261.01,222.59286499
535080.01,2263361.01,221.179519653
535080.01,2263461.01,220.500579834
535080.01,2263561.01,218.517715454
535080.01,2263661.01,215.731246948
535080.01,2263761.01,214.544387817
535080.01,2263861.01,213.664901733
535080.01,2263961.01,213.063491821
535080.01,2264061.01,212.542205811
535080.01,2264161.01,198.677978516
535080.01,2264261.01,196.972335815
535080.01,2264361.01,195.541427612
535080.01,2264461.01,193.637008667
535080.01,2264561.01,193.181335449
535080.01,2264661.01,191.447814941
535080.01,2264761.01,191.698379517
535080.01,2264861.01,191.943572998
535080.01,2264961.01,191.222640991
535080.01,2265061.01,201.187911987
535080.01,2265161.01,198.094940186
535080.01,2265261.01,195.088562012
535080.01,2265361.01,192.827255249
535080.01,2265461.01,189.863220215
535080.01,2265561.01,191.733840942
535080.01,2265661.01,192.871994019
535080.01,2265761.01,194.508148193
535080.01,2265861.01,195.897323608
535080.01,2265961.01,196.887069702
535080.01,2266061.01,198.328918457
535080.01,2266161.01,198.327346802
535080.01,2266261.01,198.652755737
535080.01,2266361.01,199.630889893
535080.01,2266461.01,253.597244263
535080.01,2266561.01,257.361206055
535080.01,2266661.01,266.070404053
535080.01,2266761.01,269.46685791
535080.01,2266861.01,271.19821167
535080.01,2266961.01,271.452819824
535080.01,2267061.01,270.322479248
535080.01,2267161.01,275.656890869
535080.01,2267261.01,278.520294189
535080.01,2267361.01,281.950744629
535080.01,2267461.01,284.925933838
535080.01,2267561.01,286.553527832
535080.01,2267661.01,287.49420166
535080.01,2267761.01,287.927459717
535080.01,2267861.01,287.927459717
535080.01,2267961.01,277.595947266
535080.01,2268061.01,279.064453125
535080.01,2268161.01,280.776672363
535080.01,2268261.01,283.720306396
535080.01,2268361.01,287.91317749
535080.01,2268461.01,291.299346924
535080.01,2268561.01,296.191864014
535080.01,2268661.01,300.250854492
535080.01,2268761.01,303.159698486
535080.01,2268861.01,304.017059326
535080.01,2268961.01,302.73739624
535080.01,2269061.01,301.312103271
535080.01,2269161.01,300.863433838
535080.01,2269261.01,301.945831299
535080.01,2269361.01,303.501983643
535080.01,2269461.01,304.644989014
535080.01,2269561.01,307.546539307
535080.01,2269661.01,308.275756836
535080.01,2269761.01,308.433135986
535080.01,2269861.01,309.677215576
535080.01,2269961.01,309.909362793
535080.01,2270061.01,311.413726807
535080.01,2270161.01,312.56060791
535080.01,2270261.01,315.825317383
535080.01,2270361.01,319.479187012
535080.01,2270461.01,323.629547119
535080.01,2270561.01,326.964233398
535080.01,2270661.01,327.882476807
535080.01,2270761.01,325.817260742
535080.01,2270861.01,323.530761719
535080.01,2270961.01,320.19720459
535080.01,2271061.01,317.32925415
535080.01,2271161.01,312.243255615
535080.01,2271261.01,309.914703369
535080.01,2271361.01,311.065704346
535080.01,2271461.01,308.842163086
535080.01,2271561.01,308.735595703
535080.01,2271661.01,-9999
535180.01,2260861.01,289.299560547
535180.01,2260961.01,289.073120117
535180.01,2261061.01,289.469116211
535180.01,2261161.01,289.95916748
535180.01,2261261.01,289.95916748
535180.01,2261361.01,289.95916748
535180.01,2261461.01,289.95916748
535180.01,2261561.01,262.234985352
535180.01,2261661.01,263.229980469
535180.01,2261761.01,247.264755249
535180.01,2261861.01,258.823516846
535180.01,2261961.01,242.333496094
535180.01,2262061.01,241.046676636
535180.01,2262161.01,240.072631836
535180.01,2262261.01,238.573532104
535180.01,2262361.01,237.248352051
535180.01,2262461.01,237.709213257
535180.01,2262561.01,237.816818237
535180.01,2262661.01,236.111160278
535180.01,2262761.01,234.408493042
535180.01,2262861.01,232.563461304
535180.01,2262961.01,231.018218994
535180.01,2263061.01,230.090148926
535180.01,2263161.01,227.381896973
535180.01,2263261.01,225.289840698
535180.01,2263361.01,224.823989868
535180.01,2263461.01,222.312194824
535180.01,2263561.01,219.453109741
535180.01,2263661.01,217.694976807
535180.01,2263761.01,214.595855713
535180.01,2263861.01,212.913986206
535180.01,2263961.01,210.269393921
535180.01,2264061.01,203.504852295
535180.01,2264161.01,199.626205444
535180.01,2264261.01,197.258041382
535180.01,2264361.01,196.50038147
535180.01,2264461.01,194.64289856
535180.01,2264561.01,192.819503784
535180.01,2264661.01,191.229095459
535180.01,2264761.01,190.024398804
535180.01,2264861.01,189.289657593
535180.01,2264961.01,188.446548462
535180.01,2265061.01,187.775253296
535180.01,2265161.01,187.899169922
535180.01,2265261.01,186.569534302
535180.01,2265361.01,186.73387146
535180.01,2265461.01,186.977142334
535180.01,2265561.01,189.070144653
535180.01,2265661.01,191.232910156
535180.01,2265761.01,193.869293213
535180.01,2265861.01,195.739517212
535180.01,2265961.01,195.79069519
535180.01,2266061.01,203.208480835
535180.01,2266161.01,203.393066406
535180.01,2266261.01,216.045776367
535180.01,2266361.01,205.604324341
535180.01,2266461.01,206.682846069
535180.01,2266561.01,215.278900146
535180.01,2266661.01,225.171356201
535180.01,2266761.01,272.217895508
535180.01,2266861.01,273.106445313
535180.01,2266961.01,274.676208496
535180.01,2267061.01,272.874816895
535180.01,2267161.01,274.848968506
535180.01,2267261.01,276.861724854
535180.01,2267361.01,279.303466797
535180.01,2267461.01,282.710968018
535180.01,2267561.01,284.888397217
535180.01,2267661.01,287.634735107
535180.01,2267761.01,287.60168457
535180.01,2267861.01,286.745391846
535180.01,2267961.01,288.585418701
535180.01,2268061.01,279.726623535
535180.01,2268161.01,279.46081543
535180.01,2268261.01,283.226806641
535180.01,2268361.01,287.554931641
535180.01,2268461.01,291.928131104
535180.01,2268561.01,296.195831299
535180.01,2268661.01,300.617675781
535180.01,2268761.01,302.722442627
535180.01,2268861.01,304.19921875
535180.01,2268961.01,302.238739014
535180.01,2269061.01,300.45135498
535180.01,2269161.01,299.654571533
535180.01,2269261.01,300.817321777
535180.01,2269361.01,301.779907227
535180.01,2269461.01,302.731750488
535180.01,2269561.01,305.766296387
535180.01,2269661.01,306.742523193
535180.01,2269761.01,305.188659668
535180.01,2269861.01,307.113250732
535180.01,2269961.01,310.732452393
535180.01,2270061.01,313.042694092
535180.01,2270161.01,315.027587891
535180.01,2270261.01,319.649627686
535180.01,2270361.01,324.118499756
535180.01,2270461.01,327.271850586
535180.01,2270561.01,326.597076416
535180.01,2270661.01,325.381988525
535180.01,2270761.01,323.383880615
535180.01,2270861.01,321.554473877
535180.01,2270961.01,320.184234619
535180.01,2271061.01,318.047058105
535180.01,2271161.01,314.97857666
535180.01,2271261.01,314.315582275
535180.01,2271361.01,314.457611084
535180.01,2271461.01,310.282775879
535180.01,2271561.01,310.069732666
535180.01,2271661.01,310.069732666
535180.01,2271761.01,-9999
535280.01,2260861.01,-9999
535280.01,2260961.01,289.580596924
535280.01,2261061.01,289.95916748
535280.01,2261161.01,264.158782959
535280.01,2261261.01,263.229980469
535280.01,2261361.01,262.234985352
535280.01,2261461.01,256.652435303
535280.01,2261561.01,254.045272827
535280.01,2261661.01,253.124725342
535280.01,2261761.01,259.911773682
535280.01,2261861.01,255.612640381
535280.01,2261961.01,246.965316772
535280.01,2262061.01,243.285736084
535280.01,2262161.01,241.401229858
535280.01,2262261.01,239.273925781
535280.01,2262361.01,238.47366333
535280.01,2262461.01,237.821975708
535280.01,2262561.01,235.684875488
535280.01,2262661.01,233.947006226
535280.01,2262761.01,234.09487915
535280.01,2262861.01,234.782821655
535280.01,2262961.01,234.563018799
535280.01,2263061.01,233.711853027
535280.01,2263161.01,230.93850708
535280.01,2263261.01,228.078399658
535280.01,2263361.01,226.827926636
535280.01,2263461.01,224.229354858
535280.01,2263561.01,220.692596436
535280.01,2263661.01,218.81312561
535280.01,2263761.01,214.975372314
535280.01,2263861.01,212.112747192
535280.01,2263961.01,210.511383057
535280.01,2264061.01,206.307952881
535280.01,2264161.01,201.84576416
535280.01,2264261.01,198.452560425
535280.01,2264361.01,197.472702026
535280.01,2264461.01,196.080566406
535280.01,2264561.01,193.402740479
535280.01,2264661.01,192.04045105
535280.01,2264761.01,189.853897095
535280.01,2264861.01,188.775848389
535280.01,2264961.01,187.83934021
535280.01,2265061.01,186.168716431
535280.01,2265161.01,185.033325195
535280.01,2265261.01,184.773529053
535280.01,2265361.01,184.559265137
535280.01,2265461.01,185.635147095
535280.01,2265561.01,188.347595215
535280.01,2265661.01,191.445236206
535280.01,2265761.01,193.593444824
535280.01,2265861.01,195.31640625
535280.01,2265961.01,196.504013062
535280.01,2266061.01,202.758300781
535280.01,2266161.01,210.752487183
535280.01,2266261.01,216.926055908
535280.01,2266361.01,215.792205811
535280.01,2266461.01,214.922683716
535280.01,2266561.01,222.919754028
535280.01,2266661.01,217.690963745
535280.01,2266761.01,219.547607422
535280.01,2266861.01,221.264068604
535280.01,2266961.01,272.178466797
535280.01,2267061.01,272.178466797
535280.01,2267161.01,273.008056641
535280.01,2267261.01,272.861663818
535280.01,2267361.01,276.306121826
535280.01,2267461.01,277.937438965
535280.01,2267561.01,283.09185791
535280.01,2267661.01,288.027740479
535280.01,2267761.01,287.998748779
535280.01,2267861.01,287.410888672
535280.01,2267961.01,291.02545166
535280.01,2268061.01,278.833740234
535280.01,2268161.01,280.611663818
535280.01,2268261.01,284.05770874
535280.01,2268361.01,287.983825684
535280.01,2268461.01,291.118103027
535280.01,2268561.01,295.363128662
535280.01,2268661.01,300.003540039
535280.01,2268761.01,302.200042725
535280.01,2268861.01,302.979431152
535280.01,2268961.01,302.498382568
535280.01,2269061.01,301.76651001
535280.01,2269161.01,300.41305542
535280.01,2269261.01,299.987762451
535280.01,2269361.01,300.085205078
535280.01,2269461.01,300.956237793
535280.01,2269561.01,301.646148682
535280.01,2269661.01,302.729125977
535280.01,2269761.01,302.992767334
535280.01,2269861.01,305.719909668
535280.01,2269961.01,308.237182617
535280.01,2270061.01,311.602355957
535280.01,2270161.01,318.029083252
535280.01,2270261.01,323.414001465
535280.01,2270361.01,326.51449585
535280.01,2270461.01,327.420288086
535280.01,2270561.01,322.865203857
535280.01,2270661.01,319.359069824
535280.01,2270761.01,318.735290527
535280.01,2270861.01,319.277679443
535280.01,2270961.01,319.236206055
535280.01,2271061.01,318.329864502
535280.01,2271161.01,315.738311768
535280.01,2271261.01,315.374176025
535280.01,2271361.01,315.436798096
535280.01,2271461.01,316.470458984
535280.01,2271561.01,316.470458984
535280.01,2271661.01,316.121826172
535280.01,2271761.01,315.371429443
535280.01,2271861.01,-9999
535380.01,2260861.01,-9999
535380.01,2260961.01,289.721130371
535380.01,2261061.01,265.386901855
535380.01,2261161.01,264.948699951
535380.01,2261261.01,263.872344971
535380.01,2261361.01,259.331329346
535380.01,2261461.01,259.533843994
535380.01,2261561.01,258.388458252
535380.01,2261661.01,257.172515869
535380.01,2261761.01,256.857910156
535380.01,2261861.01,253.219787598
535380.01,2261961.01,247.074996948
535380.01,2262061.01,245.045730591
535380.01,2262161.01,243.643417358
535380.01,2262261.01,241.37638855
535380.01,2262361.01,240.946365356
535380.01,2262461.01,237.436386108
535380.01,2262561.01,234.767227173
535380.01,2262661.01,234.152786255
535380.01,2262761.01,235.033859253
535380.01,2262861.01,237.590026855
535380.01,2262961.01,237.120330811
535380.01,2263061.01,236.64100647
535380.01,2263161.01,234.557983398
535380.01,2263261.01,231.569854736
535380.01,2263361.01,228.906646729
535380.01,2263461.01,224.31300354
535380.01,2263561.01,220.441726685
535380.01,2263661.01,218.807312012
535380.01,2263761.01,216.270263672
535380.01,2263861.01,213.620407104
535380.01,2263961.01,212.148071289
535380.01,2264061.01,209.200653076
535380.01,2264161.01,206.021987915
535380.01,2264261.01,204.709899902
535380.01,2264361.01,200.543395996
535380.01,2264461.01,198.732818604
535380.01,2264561.01,196.997039795
535380.01,2264661.01,194.605560303
535380.01,2264761.01,192.718399048
535380.01,2264861.01,190.384689331
535380.01,2264961.01,188.667388916
535380.01,2265061.01,185.964950562
535380.01,2265161.01,184.447967529
535380.01,2265261.01,183.980270386
535380.01,2265361.01,185.119338989
535380.01,2265461.01,187.743927002
535380.01,2265561.01,190.220001221
535380.01,2265661.01,193.729415894
535380.01,2265761.01,195.175796509
535380.01,2265861.01,197.05090332
535380.01,2265961.01,199.078384399
535380.01,2266061.01,204.501266479
535380.01,2266161.01,208.219650269
535380.01,2266261.01,213.402755737
535380.01,2266361.01,217.170074463
535380.01,2266461.01,218.872879028
535380.01,2266561.01,216.818344116
535380.01,2266661.01,216.42250061
535380.01,2266761.01,222.297042847
535380.01,2266861.01,222.993301392
535380.01,2266961.01,231.748031616
535380.01,2267061.01,267.022705078
535380.01,2267161.01,264.015228271
535380.01,2267261.01,266.530975342
535380.01,2267361.01,272.381072998
535380.01,2267461.01,275.123199463
535380.01,2267561.01,280.364471436
535380.01,2267661.01,286.390258789
535380.01,2267761.01,288.441894531
535380.01,2267861.01,288.940948486
535380.01,2267961.01,290.508911133
535380.01,2268061.01,279.970001221
535380.01,2268161.01,282.138305664
535380.01,2268261.01,284.671600342
535380.01,2268361.01,287.996704102
535380.01,2268461.01,290.467590332
535380.01,2268561.01,296.030059814
535380.01,2268661.01,300.50680542
535380.01,2268761.01,302.218536377
535380.01,2268861.01,303.099853516
535380.01,2268961.01,302.957244873
535380.01,2269061.01,302.810760498
535380.01,2269161.01,301.730316162
535380.01,2269261.01,299.865783691
535380.01,2269361.01,299.477722168
535380.01,2269461.01,299.338317871
535380.01,2269561.01,300.365539551
535380.01,2269661.01,301.215362549
535380.01,2269761.01,303.010314941
535380.01,2269861.01,305.75100708
535380.01,2269961.01,306.941375732
535380.01,2270061.01,311.168762207
535380.01,2270161.01,317.593048096
535380.01,2270261.01,323.254455566
535380.01,2270361.01,324.484527588
535380.01,2270461.01,323.960906982
535380.01,2270561.01,316.615478516
535380.01,2270661.01,314.688720703
535380.01,2270761.01,315.763458252
535380.01,2270861.01,317.686462402
535380.01,2270961.01,317.868865967
535380.01,2271061.01,317.522033691
535380.01,2271161.01,317.420776367
535380.01,2271261.01,317.808441162
535380.01,2271361.01,316.434448242
535380.01,2271461.01,316.094787598
535380.01,2271561.01,316.470458984
535380.01,2271661.01,315.610229492
535380.01,2271761.01,315.675445557
535380.01,2271861.01,316.225158691
535380.01,2271961.01,-9999
535480.01,2260861.01,-9999
535480.01,2260961.01,-9999
535480.01,2261061.01,267.209564209
535480.01,2261161.01,268.855102539
535480.01,2261261.01,267.929260254
535480.01,2261361.01,265.067016602
535480.01,2261461.01,264.303619385
535480.01,2261561.01,262.005859375
535480.01,2261661.01,258.275024414
535480.01,2261761.01,256.04095459
535480.01,2261861.01,252.225143433
535480.01,2261961.01,247.318939209
535480.01,2262061.01,246.795547485
535480.01,2262161.01,244.650787354
535480.01,2262261.01,241.799423218
535480.01,2262361.01,238.761306763
535480.01,2262461.01,235.658538818
535480.01,2262561.01,234.924987793
535480.01,2262661.01,235.976806641
535480.01,2262761.01,237.711608887
535480.01,2262861.01,238.569915771
535480.01,2262961.01,238.828186035
535480.01,2263061.01,238.05355835
535480.01,2263161.01,236.362838745
535480.01,2263261.01,228.931213379
535480.01,2263361.01,225.066970825
535480.01,2263461.01,222.152770996
535480.01,2263561.01,220.57333374
535480.01,2263661.01,220.109161377
535480.01,2263761.01,218.30921936
535480.01,2263861.01,215.703125
535480.01,2263961.01,214.839614868
535480.01,2264061.01,211.915786743
535480.01,2264161.01,209.069229126
535480.01,2264261.01,207.988052368
535480.01,2264361.01,203.160842896
535480.01,2264461.01,200.018768311
535480.01,2264561.01,199.40927124
535480.01,2264661.01,198.510375977
535480.01,2264761.01,195.942321777
535480.01,2264861.01,194.286453247
535480.01,2264961.01,191.97479248
535480.01,2265061.01,188.09375
535480.01,2265161.01,185.15032959
535480.01,2265261.01,184.246734619
535480.01,2265361.01,185.571838379
535480.01,2265461.01,186.781494141
535480.01,2265561.01,188.727386475
535480.01,2265661.01,193.81892395
535480.01,2265761.01,196.972000122
535480.01,2265861.01,199.443771362
535480.01,2265961.01,199.719680786
535480.01,2266061.01,204.214920044
535480.01,2266161.01,205.855789185
535480.01,2266261.01,209.745635986
535480.01,2266361.01,216.086517334
535480.01,2266461.01,217.855789185
535480.01,2266561.01,218.990524292
535480.01,2266661.01,226.183944702
535480.01,2266761.01,230.279525757
535480.01,2266861.01,228.169494629
535480.01,2266961.01,235.696685791
535480.01,2267061.01,247.666732788
535480.01,2267161.01,257.812652588
535480.01,2267261.01,264.144256592
535480.01,2267361.01,269.545532227
535480.01,2267461.01,271.944396973
535480.01,2267561.01,277.933013916
535480.01,2267661.01,284.73348999
535480.01,2267761.01,288.110137939
535480.01,2267861.01,291.275665283
535480.01,2267961.01,295.423095703
535480.01,2268061.01,280.782836914
535480.01,2268161.01,283.774261475
535480.01,2268261.01,286.068084717
535480.01,2268361.01,287.935241699
535480.01,2268461.01,292.642028809
535480.01,2268561.01,297.647277832
535480.01,2268661.01,301.427337646
535480.01,2268761.01,302.593231201
535480.01,2268861.01,302.470306396
535480.01,2268961.01,302.82232666
535480.01,2269061.01,302.582672119
535480.01,2269161.01,301.729888916
535480.01,2269261.01,299.708312988
535480.01,2269361.01,299.118682861
535480.01,2269461.01,298.687744141
535480.01,2269561.01,299.590515137
535480.01,2269661.01,301.079284668
535480.01,2269761.01,304.760223389
535480.01,2269861.01,307.108978271
535480.01,2269961.01,308.821166992
535480.01,2270061.01,311.040283203
535480.01,2270161.01,315.93548584
535480.01,2270261.01,316.312103271
535480.01,2270361.01,315.95098877
535480.01,2270461.01,314.722106934
535480.01,2270561.01,314.688293457
535480.01,2270661.01,313.986083984
535480.01,2270761.01,314.16027832
535480.01,2270861.01,316.484924316
535480.01,2270961.01,317.748931885
535480.01,2271061.01,320.020996094
535480.01,2271161.01,320.148834229
535480.01,2271261.01,320.477386475
535480.01,2271361.01,317.034057617
535480.01,2271461.01,313.425140381
535480.01,2271561.01,314.793426514
535480.01,2271661.01,313.434936523
535480.01,2271761.01,314.146362305
535480.01,2271861.01,313.573974609
535480.01,2271961.01,-9999
535480.01,2272061.01,-9999
535580.01,2260861.01,-9999
535580.01,2260961.01,-9999
535580.01,2261061.01,-9999
535580.01,2261161.01,269.652618408
535580.01,2261261.01,266.851806641
535580.01,2261361.01,265.993682861
535580.01,2261461.01,264.802978516
535580.01,2261561.01,262.514160156
535580.01,2261661.01,259.602386475
535580.01,2261761.01,253.646881104
535580.01,2261861.01,250.059799194
535580.01,2261961.01,248.006530762
535580.01,2262061.01,246.878128052
535580.01,2262161.01,243.198501587
535580.01,2262261.01,239.557754517
535580.01,2262361.01,237.333831787
535580.01,2262461.01,236.390365601
535580.01,2262561.01,237.580551147
535580.01,2262661.01,238.251937866
535580.01,2262761.01,238.703125
535580.01,2262861.01,239.04737854
535580.01,2262961.01,238.849380493
535580.01,2263061.01,236.760238647
535580.01,2263161.01,231.881958008
535580.01,2263261.01,227.416610718
535580.01,2263361.01,224.059692383
535580.01,2263461.01,222.743362427
535580.01,2263561.01,222.891525269
535580.01,2263661.01,222.610275269
535580.01,2263761.01,220.912582397
535580.01,2263861.01,218.223617554
535580.01,2263961.01,216.975479126
535580.01,2264061.01,213.879730225
535580.01,2264161.01,211.809448242
535580.01,2264261.01,210.322570801
535580.01,2264361.01,206.513427734
535580.01,2264461.01,202.820480347
535580.01,2264561.01,201.601638794
535580.01,2264661.01,199.937835693
535580.01,2264761.01,197.382263184
535580.01,2264861.01,195.936294556
535580.01,2264961.01,193.16192627
535580.01,2265061.01,191.464279175
535580.01,2265161.01,190.944503784
535580.01,2265261.01,188.71572876
535580.01,2265361.01,186.40965271
535580.01,2265461.01,186.658218384
535580.01,2265561.01,188.829376221
535580.01,2265661.01,193.257858276
535580.01,2265761.01,199.191207886
535580.01,2265861.01,201.324645996
535580.01,2265961.01,199.664108276
535580.01,2266061.01,202.608734131
535580.01,2266161.01,204.118667603
535580.01,2266261.01,207.723312378
535580.01,2266361.01,214.588745117
535580.01,2266461.01,217.72895813
535580.01,2266561.01,222.487380981
535580.01,2266661.01,225.572402954
535580.01,2266761.01,237.481231689
535580.01,2266861.01,239.442276001
535580.01,2266961.01,245.813980103
535580.01,2267061.01,249.984451294
535580.01,2267161.01,256.152618408
535580.01,2267261.01,262.076477051
535580.01,2267361.01,267.10458374
535580.01,2267461.01,269.93572998
535580.01,2267561.01,276.855377197
535580.01,2267661.01,284.345428467
535580.01,2267761.01,288.84866333
535580.01,2267861.01,294.230651855
535580.01,2267961.01,298.182525635
535580.01,2268061.01,284.047271729
535580.01,2268161.01,289.027801514
535580.01,2268261.01,290.981567383
535580.01,2268361.01,291.939025879
535580.01,2268461.01,293.61126709
535580.01,2268561.01,298.35836792
535580.01,2268661.01,300.742156982
535580.01,2268761.01,302.696380615
535580.01,2268861.01,301.464599609
535580.01,2268961.01,299.675933838
535580.01,2269061.01,298.858947754
535580.01,2269161.01,298.995849609
535580.01,2269261.01,299.475372314
535580.01,2269361.01,300.26953125
535580.01,2269461.01,301.647735596
535580.01,2269561.01,303.248565674
535580.01,2269661.01,305.182861328
535580.01,2269761.01,306.122711182
535580.01,2269861.01,307.995513916
535580.01,2269961.01,309.273834229
535580.01,2270061.01,310.650360107
535580.01,2270161.01,310.97479248
535580.01,2270261.01,311.456085205
535580.01,2270361.01,311.719390869
535580.01,2270461.01,312.13369751
535580.01,2270561.01,311.858947754
535580.01,2270661.01,313.370849609
535580.01,2270761.01,315.462310791
535580.01,2270861.01,317.839782715
535580.01,2270961.01,318.776031494
535580.01,2271061.01,320.157836914
535580.01,2271161.01,320.690429688
535580.01,2271261.01,320.856262207
535580.01,2271361.01,319.039306641
535580.01,2271461.01,316.350158691
535580.01,2271561.01,316.983154297
535580.01,2271661.01,315.811309814
535580.01,2271761.01,313.988525391
535580.01,2271861.01,313.932556152
535580.01,2271961.01,312.876251221
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,269.353973389
535680.01,2261261.01,268.225891113
535680.01,2261361.01,267.531524658
535680.01,2261461.01,265.126464844
535680.01,2261561.01,261.25112915
535680.01,2261661.01,257.203887939
535680.01,2261761.01,251.682006836
535680.01,2261861.01,248.795730591
535680.01,2261961.01,246.866897583
535680.01,2262061.01,243.813659668
535680.01,2262161.01,240.862335205
535680.01,2262261.01,238.953323364
535680.01,2262361.01,238.924224854
535680.01,2262461.01,238.501281738
535680.01,2262561.01,238.696365356
535680.01,2262661.01,239.179946899
535680.01,2262761.01,239.365097046
535680.01,2262861.01,238.093475342
535680.01,2262961.01,236.230010986
535680.01,2263061.01,231.816680908
535680.01,2263161.01,227.221038818
535680.01,2263261.01,225.737869263
535680.01,2263361.01,226.257232666
535680.01,2263461.01,225.531036377
535680.01,2263561.01,225.342041016
535680.01,2263661.01,224.687454224
535680.01,2263761.01,222.973449707
535680.01,2263861.01,221.821365356
535680.01,2263961.01,219.008377075
535680.01,2264061.01,216.685165405
535680.01,2264161.01,214.925567627
535680.01,2264261.01,213.765808105
535680.01,2264361.01,210.530670166
535680.01,2264461.01,207.400115967
535680.01,2264561.01,205.210922241
535680.01,2264661.01,201.523147583
535680.01,2264761.01,199.230026245
535680.01,2264861.01,198.321334839
535680.01,2264961.01,195.39112854
535680.01,2265061.01,194.080291748
535680.01,2265161.01,194.068328857
535680.01,2265261.01,191.30821228
535680.01,2265361.01,190.042999268
535680.01,2265461.01,188.868240356
535680.01,2265561.01,188.334564209
535680.01,2265661.01,186.875579834
535680.01,2265761.01,187.644302368
535680.01,2265861.01,195.590179443
535680.01,2265961.01,197.612380981
535680.01,2266061.01,197.78918457
535680.01,2266161.01,198.632843018
535680.01,2266261.01,205.982315063
535680.01,2266361.01,213.708526611
535680.01,2266461.01,217.509933472
535680.01,2266561.01,221.406219482
535680.01,2266661.01,225.264633179
535680.01,2266761.01,240.193664551
535680.01,2266861.01,241.190887451
535680.01,2266961.01,247.083786011
535680.01,2267061.01,249.961029053
535680.01,2267161.01,255.900466919
535680.01,2267261.01,260.908203125
535680.01,2267361.01,263.688568115
535680.01,2267461.01,269.360015869
535680.01,2267561.01,276.007873535
535680.01,2267661.01,282.958374023
535680.01,2267761.01,287.757843018
535680.01,2267861.01,294.528015137
535680.01,2267961.01,299.409423828
535680.01,2268061.01,288.339630127
535680.01,2268161.01,293.021209717
535680.01,2268261.01,293.219421387
535680.01,2268361.01,292.297393799
535680.01,2268461.01,294.538330078
535680.01,2268561.01,298.00213623
535680.01,2268661.01,299.927276611
