"X","Y","H30_Lusit (Depth)"
531880.01,2262761.01,408.460968018
531880.01,2262861.01,408.823944092
531880.01,2262961.01,408.709197998
531880.01,2263061.01,406.747924805
531880.01,2263161.01,399.474761963
531880.01,2263261.01,397.47668457
531880.01,2263361.01,396.903076172
531880.01,2263461.01,398.770996094
531880.01,2263561.01,400.132232666
531880.01,2263661.01,406.335845947
531880.01,2263761.01,406.335845947
531880.01,2263861.01,406.335845947
531880.01,2263961.01,373.552734375
531880.01,2264061.01,372.970184326
531880.01,2264161.01,392.672821045
531880.01,2264261.01,372.58770752
531880.01,2264361.01,371.413330078
531880.01,2264461.01,371.004486084
531880.01,2264561.01,370.02557373
531880.01,2264661.01,369.871002197
531880.01,2264761.01,370.116973877
531880.01,2264861.01,370.200317383
531880.01,2264961.01,369.882537842
531880.01,2265061.01,370.904418945
531880.01,2265161.01,370.859832764
531880.01,2265261.01,373.52432251
531880.01,2265361.01,379.172058105
531880.01,2265461.01,388.006866455
531880.01,2265561.01,394.462249756
531880.01,2265661.01,400.00604248
531880.01,2265761.01,401.565704346
531880.01,2265861.01,400.125579834
531880.01,2265961.01,400.061584473
531880.01,2266061.01,401.003204346
531880.01,2266161.01,405.339996338
531880.01,2266261.01,407.738494873
531880.01,2266361.01,409.746948242
531880.01,2266461.01,410.832244873
531880.01,2266561.01,410.696380615
531880.01,2266661.01,411.750976563
531880.01,2266761.01,412.150787354
531880.01,2266861.01,409.759979248
531880.01,2266961.01,410.598449707
531880.01,2267061.01,409.572357178
531880.01,2267161.01,411.022155762
531880.01,2267261.01,411.170532227
531880.01,2267361.01,411.653503418
531880.01,2267461.01,414.636230469
531880.01,2267561.01,416.138031006
531880.01,2267661.01,416.936767578
531880.01,2267761.01,414.958740234
531880.01,2267861.01,411.029541016
531880.01,2267961.01,408.416351318
531880.01,2268061.01,406.457794189
531880.01,2268161.01,405.062683105
531880.01,2268261.01,404.575378418
531880.01,2268361.01,-9999
531980.01,2262361.01,434.379119873
531980.01,2262461.01,426.935394287
531980.01,2262561.01,422.52734375
531980.01,2262661.01,415.857391357
531980.01,2262761.01,414.8074646
531980.01,2262861.01,414.309814453
531980.01,2262961.01,410.161865234
531980.01,2263061.01,406.801086426
531980.01,2263161.01,402.975067139
531980.01,2263261.01,401.447723389
531980.01,2263361.01,396.009460449
531980.01,2263461.01,398.40447998
531980.01,2263561.01,401.300598145
531980.01,2263661.01,406.335845947
531980.01,2263761.01,396.347503662
531980.01,2263861.01,394.011230469
531980.01,2263961.01,384.644836426
531980.01,2264061.01,384.178344727
531980.01,2264161.01,393.282226563
531980.01,2264261.01,389.270690918
531980.01,2264361.01,385.611572266
531980.01,2264461.01,385.303619385
531980.01,2264561.01,369.927703857
531980.01,2264661.01,369.742126465
531980.01,2264761.01,369.486938477
531980.01,2264861.01,369.486938477
531980.01,2264961.01,369.412200928
531980.01,2265061.01,367.858032227
531980.01,2265161.01,368.254943848
531980.01,2265261.01,371.33493042
531980.01,2265361.01,376.898925781
531980.01,2265461.01,383.654998779
531980.01,2265561.01,391.070587158
531980.01,2265661.01,396.884460449
531980.01,2265761.01,395.468414307
531980.01,2265861.01,395.108825684
531980.01,2265961.01,396.30166626
531980.01,2266061.01,397.656036377
531980.01,2266161.01,402.516174316
531980.01,2266261.01,405.501800537
531980.01,2266361.01,407.096405029
531980.01,2266461.01,410.640991211
531980.01,2266561.01,412.090667725
531980.01,2266661.01,411.804992676
531980.01,2266761.01,411.785491943
531980.01,2266861.01,408.621582031
531980.01,2266961.01,408.604187012
531980.01,2267061.01,408.576507568
531980.01,2267161.01,412.489135742
531980.01,2267261.01,412.392486572
531980.01,2267361.01,412.664733887
531980.01,2267461.01,413.223175049
531980.01,2267561.01,416.831420898
531980.01,2267661.01,416.194885254
531980.01,2267761.01,413.622131348
531980.01,2267861.01,410.999694824
531980.01,2267961.01,409.159088135
531980.01,2268061.01,407.005279541
531980.01,2268161.01,405.103210449
531980.01,2268261.01,403.456115723
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,439.475463867
532080.01,2262361.01,442.252166748
532080.01,2262461.01,438.117584229
532080.01,2262561.01,432.905883789
532080.01,2262661.01,425.101745605
532080.01,2262761.01,419.894989014
532080.01,2262861.01,419.398406982
532080.01,2262961.01,413.704071045
532080.01,2263061.01,407.78793335
532080.01,2263161.01,409.27722168
532080.01,2263261.01,406.003417969
532080.01,2263361.01,397.547851563
532080.01,2263461.01,394.85925293
532080.01,2263561.01,393.629241943
532080.01,2263661.01,397.700744629
532080.01,2263761.01,406.335845947
532080.01,2263861.01,406.335845947
532080.01,2263961.01,385.603637695
532080.01,2264061.01,384.178344727
532080.01,2264161.01,373.115539551
532080.01,2264261.01,392.672821045
532080.01,2264361.01,379.852813721
532080.01,2264461.01,385.898010254
532080.01,2264561.01,379.157348633
532080.01,2264661.01,362.42489624
532080.01,2264761.01,369.486938477
532080.01,2264861.01,369.486938477
532080.01,2264961.01,369.486938477
532080.01,2265061.01,369.680450439
532080.01,2265161.01,372.817871094
532080.01,2265261.01,373.799285889
532080.01,2265361.01,376.831878662
532080.01,2265461.01,382.230255127
532080.01,2265561.01,388.07800293
532080.01,2265661.01,392.694549561
532080.01,2265761.01,392.166259766
532080.01,2265861.01,392.294067383
532080.01,2265961.01,393.297393799
532080.01,2266061.01,394.633422852
532080.01,2266161.01,399.674316406
532080.01,2266261.01,404.332855225
532080.01,2266361.01,406.164489746
532080.01,2266461.01,410.126312256
532080.01,2266561.01,411.603179932
532080.01,2266661.01,410.621795654
532080.01,2266761.01,410.240570068
532080.01,2266861.01,408.162353516
532080.01,2266961.01,406.037200928
532080.01,2267061.01,409.349182129
532080.01,2267161.01,412.823944092
532080.01,2267261.01,412.494781494
532080.01,2267361.01,411.970367432
532080.01,2267461.01,411.140319824
532080.01,2267561.01,412.37701416
532080.01,2267661.01,411.89956665
532080.01,2267761.01,411.199127197
532080.01,2267861.01,411.749969482
532080.01,2267961.01,411.365386963
532080.01,2268061.01,409.335235596
532080.01,2268161.01,408.297241211
532080.01,2268261.01,406.990692139
532080.01,2268361.01,406.942169189
532080.01,2268461.01,-9999
532180.01,2262161.01,439.763671875
532180.01,2262261.01,441.356231689
532180.01,2262361.01,443.269348145
532180.01,2262461.01,442.208618164
532180.01,2262561.01,435.742340088
532180.01,2262661.01,428.033843994
532180.01,2262761.01,425.19631958
532180.01,2262861.01,420.285186768
532180.01,2262961.01,415.11831665
532180.01,2263061.01,417.649291992
532180.01,2263161.01,420.571350098
532180.01,2263261.01,414.007781982
532180.01,2263361.01,405.798950195
532180.01,2263461.01,405.971069336
532180.01,2263561.01,402.722076416
532180.01,2263661.01,404.034210205
532180.01,2263761.01,405.724121094
532180.01,2263861.01,406.299224854
532180.01,2263961.01,386.122039795
532180.01,2264061.01,383.219665527
532180.01,2264161.01,381.405487061
532180.01,2264261.01,376.597106934
532180.01,2264361.01,389.270690918
532180.01,2264461.01,386.791595459
532180.01,2264561.01,369.972564697
532180.01,2264661.01,369.486938477
532180.01,2264761.01,369.486938477
532180.01,2264861.01,369.486938477
532180.01,2264961.01,369.486938477
532180.01,2265061.01,369.287384033
532180.01,2265161.01,372.588806152
532180.01,2265261.01,373.947692871
532180.01,2265361.01,374.182342529
532180.01,2265461.01,377.93447876
532180.01,2265561.01,387.477996826
532180.01,2265661.01,390.249847412
532180.01,2265761.01,391.588287354
532180.01,2265861.01,388.360412598
532180.01,2265961.01,389.175720215
532180.01,2266061.01,391.604888916
532180.01,2266161.01,397.529296875
532180.01,2266261.01,402.186431885
532180.01,2266361.01,405.256622314
532180.01,2266461.01,409.576599121
532180.01,2266561.01,412.990020752
532180.01,2266661.01,413.566650391
532180.01,2266761.01,411.856414795
532180.01,2266861.01,409.566131592
532180.01,2266961.01,408.413452148
532180.01,2267061.01,411.075897217
532180.01,2267161.01,414.077697754
532180.01,2267261.01,413.797821045
532180.01,2267361.01,412.908355713
532180.01,2267461.01,412.833953857
532180.01,2267561.01,410.072296143
532180.01,2267661.01,410.080993652
532180.01,2267761.01,411.531402588
532180.01,2267861.01,410.050415039
532180.01,2267961.01,409.50479126
532180.01,2268061.01,409.364440918
532180.01,2268161.01,408.799163818
532180.01,2268261.01,409.552337646
532180.01,2268361.01,408.71383667
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,430.97253418
532280.01,2262161.01,436.343322754
532280.01,2262261.01,439.620849609
532280.01,2262361.01,440.451446533
532280.01,2262461.01,437.082000732
532280.01,2262561.01,426.472167969
532280.01,2262661.01,425.619995117
532280.01,2262761.01,425.291992188
532280.01,2262861.01,423.167541504
532280.01,2262961.01,419.164794922
532280.01,2263061.01,418.916229248
532280.01,2263161.01,419.605072021
532280.01,2263261.01,416.722717285
532280.01,2263361.01,412.46282959
532280.01,2263461.01,411.361541748
532280.01,2263561.01,406.820831299
532280.01,2263661.01,407.137207031
532280.01,2263761.01,408.251617432
532280.01,2263861.01,404.976928711
532280.01,2263961.01,390.49609375
532280.01,2264061.01,395.317108154
532280.01,2264161.01,383.429199219
532280.01,2264261.01,381.2293396
532280.01,2264361.01,386.720245361
532280.01,2264461.01,384.078765869
532280.01,2264561.01,382.249938965
532280.01,2264661.01,369.878234863
532280.01,2264761.01,369.011749268
532280.01,2264861.01,369.110168457
532280.01,2264961.01,369.008636475
532280.01,2265061.01,367.703552246
532280.01,2265161.01,368.104797363
532280.01,2265261.01,372.02557373
532280.01,2265361.01,372.600250244
532280.01,2265461.01,374.120391846
532280.01,2265561.01,388.856689453
532280.01,2265661.01,390.328430176
532280.01,2265761.01,392.271789551
532280.01,2265861.01,386.0753479
532280.01,2265961.01,389.705108643
532280.01,2266061.01,393.527099609
532280.01,2266161.01,398.592956543
532280.01,2266261.01,401.662872314
532280.01,2266361.01,404.80178833
532280.01,2266461.01,409.933410645
532280.01,2266561.01,412.780517578
532280.01,2266661.01,414.175018311
532280.01,2266761.01,414.205383301
532280.01,2266861.01,411.227172852
532280.01,2266961.01,411.129302979
532280.01,2267061.01,410.029327393
532280.01,2267161.01,414.904602051
532280.01,2267261.01,414.108337402
532280.01,2267361.01,412.438659668
532280.01,2267461.01,412.199920654
532280.01,2267561.01,411.138397217
532280.01,2267661.01,409.565338135
532280.01,2267761.01,410.222564697
532280.01,2267861.01,410.252441406
532280.01,2267961.01,409.789245605
532280.01,2268061.01,409.827972412
532280.01,2268161.01,409.262207031
532280.01,2268261.01,409.248199463
532280.01,2268361.01,408.111938477
532280.01,2268461.01,407.287780762
532280.01,2268561.01,-9999
532380.01,2262061.01,428.54888916
532380.01,2262161.01,433.580688477
532380.01,2262261.01,436.480957031
532380.01,2262361.01,435.620758057
532380.01,2262461.01,430.994232178
532380.01,2262561.01,424.244476318
532380.01,2262661.01,427.402984619
532380.01,2262761.01,429.118896484
532380.01,2262861.01,427.009185791
532380.01,2262961.01,423.639984131
532380.01,2263061.01,420.796875
532380.01,2263161.01,420.136383057
532380.01,2263261.01,418.470733643
532380.01,2263361.01,417.010284424
532380.01,2263461.01,416.696258545
532380.01,2263561.01,414.652893066
532380.01,2263661.01,409.770050049
532380.01,2263761.01,406.737060547
532380.01,2263861.01,400.918792725
532380.01,2263961.01,393.538696289
532380.01,2264061.01,391.233917236
532380.01,2264161.01,387.342651367
532380.01,2264261.01,386.154083252
532380.01,2264361.01,387.14743042
532380.01,2264461.01,385.591278076
532380.01,2264561.01,378.602081299
532380.01,2264661.01,370.71282959
532380.01,2264761.01,371.438476563
532380.01,2264861.01,369.844116211
532380.01,2264961.01,369.653503418
532380.01,2265061.01,369.703826904
532380.01,2265161.01,369.588684082
532380.01,2265261.01,369.896850586
532380.01,2265361.01,370.161987305
532380.01,2265461.01,371.214263916
532380.01,2265561.01,391.135925293
532380.01,2265661.01,391.906494141
532380.01,2265761.01,381.839294434
532380.01,2265861.01,391.733734131
532380.01,2265961.01,393.671478271
532380.01,2266061.01,396.024749756
532380.01,2266161.01,396.985809326
532380.01,2266261.01,398.69644165
532380.01,2266361.01,401.746765137
532380.01,2266461.01,406.818237305
532380.01,2266561.01,410.054351807
532380.01,2266661.01,412.174468994
532380.01,2266761.01,414.658721924
532380.01,2266861.01,415.316101074
532380.01,2266961.01,413.636230469
532380.01,2267061.01,409.863098145
532380.01,2267161.01,415.419342041
532380.01,2267261.01,414.264038086
532380.01,2267361.01,411.361450195
532380.01,2267461.01,408.37588501
532380.01,2267561.01,407.841094971
532380.01,2267661.01,407.688323975
532380.01,2267761.01,409.124084473
532380.01,2267861.01,410.664611816
532380.01,2267961.01,411.708831787
532380.01,2268061.01,409.818450928
532380.01,2268161.01,409.490966797
532380.01,2268261.01,409.622528076
532380.01,2268361.01,408.867645264
532380.01,2268461.01,406.978546143
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,427.145233154
532480.01,2262061.01,429.673492432
532480.01,2262161.01,432.059143066
532480.01,2262261.01,432.645507813
532480.01,2262361.01,432.098358154
532480.01,2262461.01,428.706878662
532480.01,2262561.01,424.319244385
532480.01,2262661.01,426.972747803
532480.01,2262761.01,427.520996094
532480.01,2262861.01,425.823913574
532480.01,2262961.01,422.345825195
532480.01,2263061.01,422.741210938
532480.01,2263161.01,424.445465088
532480.01,2263261.01,420.884002686
532480.01,2263361.01,421.220062256
532480.01,2263461.01,418.847167969
532480.01,2263561.01,414.012878418
532480.01,2263661.01,409.025054932
532480.01,2263761.01,405.253479004
532480.01,2263861.01,398.900970459
532480.01,2263961.01,393.493286133
532480.01,2264061.01,392.246612549
532480.01,2264161.01,389.695343018
532480.01,2264261.01,386.359649658
532480.01,2264361.01,384.368560791
532480.01,2264461.01,382.768768311
532480.01,2264561.01,378.364471436
532480.01,2264661.01,375.934814453
532480.01,2264761.01,374.286590576
532480.01,2264861.01,372.781188965
532480.01,2264961.01,370.201416016
532480.01,2265061.01,369.818481445
532480.01,2265161.01,369.896850586
532480.01,2265261.01,384.502044678
532480.01,2265361.01,387.830657959
532480.01,2265461.01,389.679992676
532480.01,2265561.01,390.925750732
532480.01,2265661.01,391.627258301
532480.01,2265761.01,392.748046875
532480.01,2265861.01,392.79208374
532480.01,2265961.01,392.865814209
532480.01,2266061.01,395.44342041
532480.01,2266161.01,396.61932373
532480.01,2266261.01,397.57611084
532480.01,2266361.01,400.33581543
532480.01,2266461.01,403.777008057
532480.01,2266561.01,406.605010986
532480.01,2266661.01,409.976837158
532480.01,2266761.01,413.340332031
532480.01,2266861.01,413.973083496
532480.01,2266961.01,413.632537842
532480.01,2267061.01,413.632537842
532480.01,2267161.01,414.297912598
532480.01,2267261.01,412.70211792
532480.01,2267361.01,410.989654541
532480.01,2267461.01,409.465148926
532480.01,2267561.01,409.078125
532480.01,2267661.01,407.671783447
532480.01,2267761.01,409.039550781
532480.01,2267861.01,405.600280762
532480.01,2267961.01,407.086364746
532480.01,2268061.01,408.363372803
532480.01,2268161.01,408.747070313
532480.01,2268261.01,410.501403809
532480.01,2268361.01,406.8984375
532480.01,2268461.01,406.597991943
532480.01,2268561.01,406.429351807
532480.01,2268661.01,-9999
532580.01,2261861.01,426.921783447
532580.01,2261961.01,429.731079102
532580.01,2262061.01,430.896392822
532580.01,2262161.01,431.385925293
532580.01,2262261.01,432.027404785
532580.01,2262361.01,428.348236084
532580.01,2262461.01,426.156799316
532580.01,2262561.01,424.110534668
532580.01,2262661.01,424.937561035
532580.01,2262761.01,425.057739258
532580.01,2262861.01,426.504760742
532580.01,2262961.01,425.614959717
532580.01,2263061.01,428.782714844
532580.01,2263161.01,423.362030029
532580.01,2263261.01,421.412689209
532580.01,2263361.01,419.597015381
532580.01,2263461.01,414.501678467
532580.01,2263561.01,411.832427979
532580.01,2263661.01,411.884277344
532580.01,2263761.01,408.203460693
532580.01,2263861.01,402.359130859
532580.01,2263961.01,395.326934814
532580.01,2264061.01,392.834442139
532580.01,2264161.01,389.814575195
532580.01,2264261.01,386.475830078
532580.01,2264361.01,385.033172607
532580.01,2264461.01,383.458068848
532580.01,2264561.01,380.243408203
532580.01,2264661.01,380.403533936
532580.01,2264761.01,377.97164917
532580.01,2264861.01,377.371490479
532580.01,2264961.01,368.684570313
532580.01,2265061.01,369.830871582
532580.01,2265161.01,369.896850586
532580.01,2265261.01,369.938171387
532580.01,2265361.01,386.842285156
532580.01,2265461.01,388.672393799
532580.01,2265561.01,390.01385498
532580.01,2265661.01,389.72253418
532580.01,2265761.01,387.115509033
532580.01,2265861.01,392.107391357
532580.01,2265961.01,392.372741699
532580.01,2266061.01,391.287872314
532580.01,2266161.01,394.888946533
532580.01,2266261.01,397.773712158
532580.01,2266361.01,401.340362549
532580.01,2266461.01,403.435119629
532580.01,2266561.01,405.498016357
532580.01,2266661.01,408.551605225
532580.01,2266761.01,410.946716309
532580.01,2266861.01,409.93737793
532580.01,2266961.01,415.288726807
532580.01,2267061.01,413.526123047
532580.01,2267161.01,412.72366333
532580.01,2267261.01,412.218139648
532580.01,2267361.01,413.855682373
532580.01,2267461.01,413.474273682
532580.01,2267561.01,412.402587891
532580.01,2267661.01,412.163421631
532580.01,2267761.01,408.109985352
532580.01,2267861.01,404.704071045
532580.01,2267961.01,407.292633057
532580.01,2268061.01,408.386657715
532580.01,2268161.01,410.648712158
532580.01,2268261.01,411.319396973
532580.01,2268361.01,407.219696045
532580.01,2268461.01,405.52456665
532580.01,2268561.01,405.956665039
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,428.350067139
532680.01,2261861.01,428.372711182
532680.01,2261961.01,431.137145996
532680.01,2262061.01,433.350891113
532680.01,2262161.01,429.055084229
532680.01,2262261.01,429.24230957
532680.01,2262361.01,426.913482666
532680.01,2262461.01,425.894561768
532680.01,2262561.01,425.583953857
532680.01,2262661.01,424.768280029
532680.01,2262761.01,426.126312256
532680.01,2262861.01,429.225921631
532680.01,2262961.01,430.118469238
532680.01,2263061.01,428.282684326
532680.01,2263161.01,425.070343018
532680.01,2263261.01,424.807891846
532680.01,2263361.01,423.179412842
532680.01,2263461.01,418.839569092
532680.01,2263561.01,417.671447754
532680.01,2263661.01,416.208648682
532680.01,2263761.01,411.301513672
532680.01,2263861.01,404.503112793
532680.01,2263961.01,402.256317139
532680.01,2264061.01,396.368743896
532680.01,2264161.01,392.645599365
532680.01,2264261.01,389.08782959
532680.01,2264361.01,386.755950928
532680.01,2264461.01,386.355194092
532680.01,2264561.01,384.220031738
532680.01,2264661.01,384.037322998
532680.01,2264761.01,382.955322266
532680.01,2264861.01,379.793884277
532680.01,2264961.01,367.448425293
532680.01,2265061.01,369.163665771
532680.01,2265161.01,371.274383545
532680.01,2265261.01,373.540466309
532680.01,2265361.01,384.042114258
532680.01,2265461.01,386.092895508
532680.01,2265561.01,387.627685547
532680.01,2265661.01,386.782775879
532680.01,2265761.01,385.9090271
532680.01,2265861.01,387.71282959
532680.01,2265961.01,392.541717529
532680.01,2266061.01,394.024291992
532680.01,2266161.01,396.663513184
532680.01,2266261.01,398.521942139
532680.01,2266361.01,403.049285889
532680.01,2266461.01,406.829956055
532680.01,2266561.01,408.649108887
532680.01,2266661.01,409.169006348
532680.01,2266761.01,412.121582031
532680.01,2266861.01,414.220916748
532680.01,2266961.01,415.477966309
532680.01,2267061.01,414.025421143
532680.01,2267161.01,413.149993896
532680.01,2267261.01,412.478668213
532680.01,2267361.01,411.343933105
532680.01,2267461.01,410.622650146
532680.01,2267561.01,410.099365234
532680.01,2267661.01,409.522613525
532680.01,2267761.01,408.181213379
532680.01,2267861.01,409.932922363
532680.01,2267961.01,412.234558105
532680.01,2268061.01,413.159942627
532680.01,2268161.01,413.268493652
532680.01,2268261.01,412.162597656
532680.01,2268361.01,408.881958008
532680.01,2268461.01,404.125518799
532680.01,2268561.01,406.546630859
532680.01,2268661.01,410.937896729
532680.01,2268761.01,-9999
532780.01,2261761.01,429.908081055
532780.01,2261861.01,429.305145264
532780.01,2261961.01,429.448822021
532780.01,2262061.01,429.210632324
532780.01,2262161.01,425.937683105
532780.01,2262261.01,425.309661865
532780.01,2262361.01,425.072692871
532780.01,2262461.01,424.768280029
532780.01,2262561.01,424.768280029
532780.01,2262661.01,425.072692871
532780.01,2262761.01,425.055297852
532780.01,2262861.01,427.065368652
532780.01,2262961.01,428.515075684
532780.01,2263061.01,427.541381836
532780.01,2263161.01,427.342346191
532780.01,2263261.01,427.17779541
532780.01,2263361.01,426.183563232
532780.01,2263461.01,423.112060547
532780.01,2263561.01,418.707794189
532780.01,2263661.01,416.363128662
532780.01,2263761.01,412.504882813
532780.01,2263861.01,405.325622559
532780.01,2263961.01,401.941040039
532780.01,2264061.01,397.72454834
532780.01,2264161.01,394.748504639
532780.01,2264261.01,395.90045166
532780.01,2264361.01,394.057922363
532780.01,2264461.01,392.615020752
532780.01,2264561.01,388.713623047
532780.01,2264661.01,387.384796143
532780.01,2264761.01,366.74621582
532780.01,2264861.01,367.0675354
532780.01,2264961.01,367.300415039
532780.01,2265061.01,369.604675293
532780.01,2265161.01,372.328674316
532780.01,2265261.01,376.023040771
532780.01,2265361.01,382.488525391
532780.01,2265461.01,384.35458374
532780.01,2265561.01,384.359191895
532780.01,2265661.01,383.079498291
532780.01,2265761.01,382.744567871
532780.01,2265861.01,387.518768311
532780.01,2265961.01,392.122528076
532780.01,2266061.01,394.1378479
532780.01,2266161.01,394.552825928
532780.01,2266261.01,397.608428955
532780.01,2266361.01,402.914855957
532780.01,2266461.01,408.992370605
532780.01,2266561.01,410.773773193
532780.01,2266661.01,411.951660156
532780.01,2266761.01,413.852508545
532780.01,2266861.01,415.748168945
532780.01,2266961.01,415.913726807
532780.01,2267061.01,402.934173584
532780.01,2267161.01,413.756958008
532780.01,2267261.01,406.478302002
532780.01,2267361.01,409.071289063
532780.01,2267461.01,410.241607666
532780.01,2267561.01,409.955718994
532780.01,2267661.01,409.282073975
532780.01,2267761.01,412.052154541
532780.01,2267861.01,412.694061279
532780.01,2267961.01,414.075317383
532780.01,2268061.01,414.259796143
532780.01,2268161.01,410.959564209
532780.01,2268261.01,409.961608887
532780.01,2268361.01,408.499633789
532780.01,2268461.01,409.178283691
532780.01,2268561.01,410.361236572
532780.01,2268661.01,410.848937988
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,471.246826172
532880.01,2261761.01,429.400756836
532880.01,2261861.01,429.400756836
532880.01,2261961.01,429.400756836
532880.01,2262061.01,457.430938721
532880.01,2262161.01,458.59753418
532880.01,2262261.01,444.272796631
532880.01,2262361.01,462.401916504
532880.01,2262461.01,441.521514893
532880.01,2262561.01,425.072692871
532880.01,2262661.01,425.072692871
532880.01,2262761.01,425.072692871
532880.01,2262861.01,425.428619385
532880.01,2262961.01,426.714416504
532880.01,2263061.01,427.10369873
532880.01,2263161.01,427.696533203
532880.01,2263261.01,428.406463623
532880.01,2263361.01,428.594573975
532880.01,2263461.01,426.131134033
532880.01,2263561.01,420.322723389
532880.01,2263661.01,417.608947754
532880.01,2263761.01,413.373260498
532880.01,2263861.01,407.318023682
532880.01,2263961.01,404.648590088
532880.01,2264061.01,396.550598145
532880.01,2264161.01,398.792785645
532880.01,2264261.01,402.669342041
532880.01,2264361.01,399.205780029
532880.01,2264461.01,394.797088623
532880.01,2264561.01,366.74621582
532880.01,2264661.01,366.091308594
532880.01,2264761.01,365.779052734
532880.01,2264861.01,366.797271729
532880.01,2264961.01,368.916900635
532880.01,2265061.01,370.317810059
532880.01,2265161.01,372.082946777
532880.01,2265261.01,375.938140869
532880.01,2265361.01,383.160644531
532880.01,2265461.01,383.430664063
532880.01,2265561.01,379.710876465
532880.01,2265661.01,377.740234375
532880.01,2265761.01,382.516052246
532880.01,2265861.01,386.004760742
532880.01,2265961.01,387.376739502
532880.01,2266061.01,389.989074707
532880.01,2266161.01,390.601989746
532880.01,2266261.01,393.322845459
532880.01,2266361.01,399.866760254
532880.01,2266461.01,402.8671875
532880.01,2266561.01,408.617034912
532880.01,2266661.01,412.994476318
532880.01,2266761.01,415.252593994
532880.01,2266861.01,415.973754883
532880.01,2266961.01,415.913726807
532880.01,2267061.01,402.934173584
532880.01,2267161.01,403.319763184
532880.01,2267261.01,403.555633545
532880.01,2267361.01,407.7684021
532880.01,2267461.01,408.579986572
532880.01,2267561.01,409.839996338
532880.01,2267661.01,409.273040771
532880.01,2267761.01,410.707641602
532880.01,2267861.01,411.570770264
532880.01,2267961.01,411.927459717
532880.01,2268061.01,412.796325684
532880.01,2268161.01,413.38671875
532880.01,2268261.01,413.610168457
532880.01,2268361.01,415.228393555
532880.01,2268461.01,415.171630859
532880.01,2268561.01,412.344909668
532880.01,2268661.01,412.70425415
532880.01,2268761.01,412.973144531
532880.01,2268861.01,-9999
532980.01,2261561.01,466.818725586
532980.01,2261661.01,469.120849609
532980.01,2261761.01,471.246826172
532980.01,2261861.01,471.691223145
532980.01,2261961.01,471.691223145
532980.01,2262061.01,471.691223145
532980.01,2262161.01,471.438964844
532980.01,2262261.01,471.691223145
532980.01,2262361.01,469.932281494
532980.01,2262461.01,467.019287109
532980.01,2262561.01,463.229949951
532980.01,2262661.01,460.562530518
532980.01,2262761.01,456.543243408
532980.01,2262861.01,448.529327393
532980.01,2262961.01,451.902923584
532980.01,2263061.01,427.10369873
532980.01,2263161.01,427.10369873
532980.01,2263261.01,428.089416504
532980.01,2263361.01,430.811889648
532980.01,2263461.01,422.279022217
532980.01,2263561.01,420.351348877
532980.01,2263661.01,418.070007324
532980.01,2263761.01,418.143096924
532980.01,2263861.01,413.725585938
532980.01,2263961.01,412.457824707
532980.01,2264061.01,410.820831299
532980.01,2264161.01,406.420928955
532980.01,2264261.01,404.526245117
532980.01,2264361.01,366.759124756
532980.01,2264461.01,366.74621582
532980.01,2264561.01,366.091308594
532980.01,2264661.01,368.085266113
532980.01,2264761.01,366.147888184
532980.01,2264861.01,366.701751709
532980.01,2264961.01,369.570983887
532980.01,2265061.01,370.657928467
532980.01,2265161.01,370.172332764
532980.01,2265261.01,376.481384277
532980.01,2265361.01,380.205535889
532980.01,2265461.01,379.544952393
532980.01,2265561.01,376.56842041
532980.01,2265661.01,374.099273682
532980.01,2265761.01,380.22555542
532980.01,2265861.01,384.875732422
532980.01,2265961.01,387.125823975
532980.01,2266061.01,388.201446533
532980.01,2266161.01,390.522216797
532980.01,2266261.01,394.093536377
532980.01,2266361.01,399.417144775
532980.01,2266461.01,402.551483154
532980.01,2266561.01,408.070587158
532980.01,2266661.01,414.867401123
532980.01,2266761.01,416.963317871
532980.01,2266861.01,416.22265625
532980.01,2266961.01,415.913726807
532980.01,2267061.01,402.934173584
532980.01,2267161.01,402.934173584
532980.01,2267261.01,404.976318359
532980.01,2267361.01,408.484436035
532980.01,2267461.01,408.768859863
532980.01,2267561.01,408.349121094
532980.01,2267661.01,409.071716309
532980.01,2267761.01,410.309844971
532980.01,2267861.01,411.723480225
532980.01,2267961.01,412.500152588
532980.01,2268061.01,415.642578125
532980.01,2268161.01,416.350097656
532980.01,2268261.01,416.364746094
532980.01,2268361.01,417.485839844
532980.01,2268461.01,414.935150146
532980.01,2268561.01,414.494018555
532980.01,2268661.01,418.101501465
532980.01,2268761.01,418.785949707
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,466.354675293
533080.01,2261561.01,466.561187744
533080.01,2261661.01,468.256866455
533080.01,2261761.01,470.849029541
533080.01,2261861.01,471.377227783
533080.01,2261961.01,471.71875
533080.01,2262061.01,471.393554688
533080.01,2262161.01,469.359680176
533080.01,2262261.01,456.287414551
533080.01,2262361.01,456.570861816
533080.01,2262461.01,462.353637695
533080.01,2262561.01,457.791534424
533080.01,2262661.01,455.508361816
533080.01,2262761.01,454.625701904
533080.01,2262861.01,452.881286621
