"X","Y","H40_Batho (Depth)"
536180.01,2270161.01,815.279052734
536180.01,2270261.01,814.377380371
536180.01,2270361.01,812.317871094
536180.01,2270461.01,810.580993652
536180.01,2270561.01,810.106994629
536180.01,2270661.01,813.64074707
536180.01,2270761.01,816.564208984
536180.01,2270861.01,815.782531738
536180.01,2270961.01,803.285095215
536180.01,2271061.01,805.769775391
536180.01,2271161.01,807.485656738
536180.01,2271261.01,810.08972168
536180.01,2271361.01,812.839904785
536180.01,2271461.01,818.334106445
536180.01,2271561.01,822.900939941
536180.01,2271661.01,823.12713623
536180.01,2271761.01,822.919006348
536180.01,2271861.01,821.626464844
536180.01,2271961.01,821.259643555
536180.01,2272061.01,823.845336914
536180.01,2272161.01,827.861633301
536180.01,2272261.01,831.091430664
536180.01,2272361.01,834.43737793
536180.01,2272461.01,836.812255859
536180.01,2272561.01,840.750793457
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,804.929992676
536280.01,2261661.01,804.489501953
536280.01,2261761.01,802.261901855
536280.01,2261861.01,799.791992188
536280.01,2261961.01,795.882507324
536280.01,2262061.01,788.114257813
536280.01,2262161.01,783.189575195
536280.01,2262261.01,775.590942383
536280.01,2262361.01,771.620544434
536280.01,2262461.01,772.673461914
536280.01,2262561.01,773.088745117
536280.01,2262661.01,773.121765137
536280.01,2262761.01,771.592468262
536280.01,2262861.01,767.053039551
536280.01,2262961.01,763.055175781
536280.01,2263061.01,759.247314453
536280.01,2263161.01,757.664733887
536280.01,2263261.01,755.757568359
536280.01,2263361.01,754.17376709
536280.01,2263461.01,752.306762695
536280.01,2263561.01,749.373718262
536280.01,2263661.01,747.901123047
536280.01,2263761.01,747.602600098
536280.01,2263861.01,746.075744629
536280.01,2263961.01,745.079040527
536280.01,2264061.01,745.524169922
536280.01,2264161.01,733.977172852
536280.01,2264261.01,732.163330078
536280.01,2264361.01,732.059875488
536280.01,2264461.01,730.902099609
536280.01,2264561.01,729.309509277
536280.01,2264661.01,727.52545166
536280.01,2264761.01,724.863525391
536280.01,2264861.01,720.80291748
536280.01,2264961.01,717.748901367
536280.01,2265061.01,716.577331543
536280.01,2265161.01,713.816772461
536280.01,2265261.01,710.576660156
536280.01,2265361.01,709.42010498
536280.01,2265461.01,707.71081543
536280.01,2265561.01,708.833129883
536280.01,2265661.01,709.143005371
536280.01,2265761.01,709.710144043
536280.01,2265861.01,713.16986084
536280.01,2265961.01,715.354370117
536280.01,2266061.01,715.553344727
536280.01,2266161.01,717.856628418
536280.01,2266261.01,719.876342773
536280.01,2266361.01,722.726806641
536280.01,2266461.01,729.209533691
536280.01,2266561.01,732.675109863
536280.01,2266661.01,737.027954102
536280.01,2266761.01,745.704162598
536280.01,2266861.01,755.440734863
536280.01,2266961.01,763.394226074
536280.01,2267061.01,773.555419922
536280.01,2267161.01,780.666625977
536280.01,2267261.01,785.051574707
536280.01,2267361.01,792.314208984
536280.01,2267461.01,799.799987793
536280.01,2267561.01,805.182983398
536280.01,2267661.01,811.696838379
536280.01,2267761.01,801.688110352
536280.01,2267861.01,804.178344727
536280.01,2267961.01,811.562133789
536280.01,2268061.01,818.601196289
536280.01,2268161.01,822.031860352
536280.01,2268261.01,826.787658691
536280.01,2268361.01,829.64074707
536280.01,2268461.01,828.762512207
536280.01,2268561.01,826.726013184
536280.01,2268661.01,826.514709473
536280.01,2268761.01,824.95135498
536280.01,2268861.01,823.272827148
536280.01,2268961.01,822.583618164
536280.01,2269061.01,817.934448242
536280.01,2269161.01,818.835693359
536280.01,2269261.01,822.599182129
536280.01,2269361.01,823.111633301
536280.01,2269461.01,822.431274414
536280.01,2269561.01,820.455810547
536280.01,2269661.01,817.125427246
536280.01,2269761.01,814.388977051
536280.01,2269861.01,814.506103516
536280.01,2269961.01,814.84564209
536280.01,2270061.01,815.083374023
536280.01,2270161.01,816.252807617
536280.01,2270261.01,814.778137207
536280.01,2270361.01,812.163330078
536280.01,2270461.01,809.669494629
536280.01,2270561.01,808.393066406
536280.01,2270661.01,813.356262207
536280.01,2270761.01,797.356140137
536280.01,2270861.01,798.236816406
536280.01,2270961.01,801.225769043
536280.01,2271061.01,803.928833008
536280.01,2271161.01,807.432373047
536280.01,2271261.01,810.730041504
536280.01,2271361.01,813.951049805
536280.01,2271461.01,818.496154785
536280.01,2271561.01,823.165649414
536280.01,2271661.01,823.869445801
536280.01,2271761.01,823.66784668
536280.01,2271861.01,821.328063965
536280.01,2271961.01,821.387084961
536280.01,2272061.01,824.936950684
536280.01,2272161.01,828.74609375
536280.01,2272261.01,833.336486816
536280.01,2272361.01,836.676879883
536280.01,2272461.01,839.954162598
536280.01,2272561.01,842.772827148
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,805.274230957
536380.01,2261661.01,803.324035645
536380.01,2261761.01,795.48248291
536380.01,2261861.01,792.084472656
536380.01,2261961.01,789.098022461
536380.01,2262061.01,783.967529297
536380.01,2262161.01,778.750244141
536380.01,2262261.01,774.096923828
536380.01,2262361.01,774.880249023
536380.01,2262461.01,776.36907959
536380.01,2262561.01,776.658569336
536380.01,2262661.01,774.886352539
536380.01,2262761.01,773.501647949
536380.01,2262861.01,769.697937012
536380.01,2262961.01,764.582641602
536380.01,2263061.01,760.431213379
536380.01,2263161.01,756.53137207
536380.01,2263261.01,754.230102539
536380.01,2263361.01,752.539550781
536380.01,2263461.01,751.719116211
536380.01,2263561.01,750.253601074
536380.01,2263661.01,749.538513184
536380.01,2263761.01,749.232727051
536380.01,2263861.01,741.547912598
536380.01,2263961.01,745.996337891
536380.01,2264061.01,736.916259766
536380.01,2264161.01,736.166748047
536380.01,2264261.01,732.985839844
536380.01,2264361.01,732.902709961
536380.01,2264461.01,731.084411621
536380.01,2264561.01,728.42376709
536380.01,2264661.01,726.642700195
536380.01,2264761.01,723.554931641
536380.01,2264861.01,721.049499512
536380.01,2264961.01,720.245666504
536380.01,2265061.01,718.021850586
536380.01,2265161.01,715.130126953
536380.01,2265261.01,712.117431641
536380.01,2265361.01,711.752990723
536380.01,2265461.01,710.054443359
536380.01,2265561.01,710.131347656
536380.01,2265661.01,712.518554688
536380.01,2265761.01,712.733337402
536380.01,2265861.01,715.862121582
536380.01,2265961.01,717.969177246
536380.01,2266061.01,717.151306152
536380.01,2266161.01,719.528564453
536380.01,2266261.01,722.027893066
536380.01,2266361.01,725.983886719
536380.01,2266461.01,729.186950684
536380.01,2266561.01,729.986694336
536380.01,2266661.01,735.881958008
536380.01,2266761.01,744.657409668
536380.01,2266861.01,751.352111816
536380.01,2266961.01,768.071960449
536380.01,2267061.01,776.599304199
536380.01,2267161.01,782.574890137
536380.01,2267261.01,787.015930176
536380.01,2267361.01,794.343017578
536380.01,2267461.01,803.771728516
536380.01,2267561.01,810.600769043
536380.01,2267661.01,815.17578125
536380.01,2267761.01,803.289550781
536380.01,2267861.01,805.896789551
536380.01,2267961.01,812.737854004
536380.01,2268061.01,819.460876465
536380.01,2268161.01,822.020629883
536380.01,2268261.01,824.733459473
536380.01,2268361.01,825.911560059
536380.01,2268461.01,825.38684082
536380.01,2268561.01,824.546569824
536380.01,2268661.01,823.141845703
536380.01,2268761.01,821.458312988
536380.01,2268861.01,819.631347656
536380.01,2268961.01,817.935424805
536380.01,2269061.01,817.404602051
536380.01,2269161.01,819.290649414
536380.01,2269261.01,820.081970215
536380.01,2269361.01,820.494262695
536380.01,2269461.01,818.47644043
536380.01,2269561.01,817.658691406
536380.01,2269661.01,814.624938965
536380.01,2269761.01,812.38079834
536380.01,2269861.01,813.008300781
536380.01,2269961.01,813.57019043
536380.01,2270061.01,813.90045166
536380.01,2270161.01,815.539733887
536380.01,2270261.01,815.267700195
536380.01,2270361.01,812.042602539
536380.01,2270461.01,809.027709961
536380.01,2270561.01,808.00012207
536380.01,2270661.01,796.682983398
536380.01,2270761.01,795.651489258
536380.01,2270861.01,796.098449707
536380.01,2270961.01,799.436218262
536380.01,2271061.01,803.627441406
536380.01,2271161.01,807.628662109
536380.01,2271261.01,812.402709961
536380.01,2271361.01,816.618591309
536380.01,2271461.01,822.011901855
536380.01,2271561.01,825.169250488
536380.01,2271661.01,824.345458984
536380.01,2271761.01,823.685668945
536380.01,2271861.01,821.682434082
536380.01,2271961.01,822.225708008
536380.01,2272061.01,826.381164551
536380.01,2272161.01,830.278198242
536380.01,2272261.01,834.276855469
536380.01,2272361.01,838.19921875
536380.01,2272461.01,841.903686523
536380.01,2272561.01,844.607788086
536380.01,2272661.01,846.046813965
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,796.245178223
536480.01,2261761.01,793.296875
536480.01,2261861.01,790.318725586
536480.01,2261961.01,787.157592773
536480.01,2262061.01,781.575256348
536480.01,2262161.01,775.150817871
536480.01,2262261.01,775.536499023
536480.01,2262361.01,777.995849609
536480.01,2262461.01,779.328369141
536480.01,2262561.01,778.981018066
536480.01,2262661.01,776.927368164
536480.01,2262761.01,775.164855957
536480.01,2262861.01,771.419067383
536480.01,2262961.01,765.018127441
536480.01,2263061.01,760.988037109
536480.01,2263161.01,756.645019531
536480.01,2263261.01,754.650634766
536480.01,2263361.01,754.123046875
536480.01,2263461.01,751.917663574
536480.01,2263561.01,749.297180176
536480.01,2263661.01,745.205932617
536480.01,2263761.01,743.673400879
536480.01,2263861.01,742.625366211
536480.01,2263961.01,740.830749512
536480.01,2264061.01,738.920776367
536480.01,2264161.01,737.151855469
536480.01,2264261.01,734.896057129
536480.01,2264361.01,733.523254395
536480.01,2264461.01,732.18157959
536480.01,2264561.01,730.115112305
536480.01,2264661.01,728.592590332
536480.01,2264761.01,726.557189941
536480.01,2264861.01,723.442443848
536480.01,2264961.01,721.353637695
536480.01,2265061.01,718.584716797
536480.01,2265161.01,716.830505371
536480.01,2265261.01,716.271240234
536480.01,2265361.01,714.593322754
536480.01,2265461.01,713.315429688
536480.01,2265561.01,713.348876953
536480.01,2265661.01,714.067260742
536480.01,2265761.01,714.847473145
536480.01,2265861.01,717.216064453
536480.01,2265961.01,718.56640625
536480.01,2266061.01,720.093688965
536480.01,2266161.01,722.354553223
536480.01,2266261.01,724.009765625
536480.01,2266361.01,729.134765625
536480.01,2266461.01,732.032714844
536480.01,2266561.01,732.987609863
536480.01,2266661.01,738.659912109
536480.01,2266761.01,747.589294434
536480.01,2266861.01,755.408691406
536480.01,2266961.01,768.172546387
536480.01,2267061.01,775.574951172
536480.01,2267161.01,779.279541016
536480.01,2267261.01,786.862854004
536480.01,2267361.01,798.938415527
536480.01,2267461.01,809.295288086
536480.01,2267561.01,816.973876953
536480.01,2267661.01,818.451293945
536480.01,2267761.01,806.883911133
536480.01,2267861.01,812.405029297
536480.01,2267961.01,816.877380371
536480.01,2268061.01,821.676269531
536480.01,2268161.01,823.465393066
536480.01,2268261.01,824.705444336
536480.01,2268361.01,824.932739258
536480.01,2268461.01,825.19934082
536480.01,2268561.01,824.155090332
536480.01,2268661.01,819.67779541
536480.01,2268761.01,816.823974609
536480.01,2268861.01,815.391418457
536480.01,2268961.01,814.59576416
536480.01,2269061.01,814.39453125
536480.01,2269161.01,814.976806641
536480.01,2269261.01,816.29296875
536480.01,2269361.01,817.794128418
536480.01,2269461.01,817.121643066
536480.01,2269561.01,816.470214844
536480.01,2269661.01,812.144775391
536480.01,2269761.01,810.143676758
536480.01,2269861.01,810.981567383
536480.01,2269961.01,811.069824219
536480.01,2270061.01,811.692260742
536480.01,2270161.01,812.905212402
536480.01,2270261.01,810.22479248
536480.01,2270361.01,801.244445801
536480.01,2270461.01,796.513244629
536480.01,2270561.01,793.132385254
536480.01,2270661.01,793.155334473
536480.01,2270761.01,794.121765137
536480.01,2270861.01,795.591247559
536480.01,2270961.01,798.788696289
536480.01,2271061.01,804.359741211
536480.01,2271161.01,808.250610352
536480.01,2271261.01,815.246520996
536480.01,2271361.01,818.778869629
536480.01,2271461.01,823.986328125
536480.01,2271561.01,825.24786377
536480.01,2271661.01,823.428039551
536480.01,2271761.01,822.976806641
536480.01,2271861.01,822.853820801
536480.01,2271961.01,825.401123047
536480.01,2272061.01,827.787963867
536480.01,2272161.01,830.93762207
536480.01,2272261.01,834.300415039
536480.01,2272361.01,837.912475586
536480.01,2272461.01,842.912536621
536480.01,2272561.01,844.258178711
536480.01,2272661.01,847.05267334
536480.01,2272761.01,848.939941406
536480.01,2272861.01,-9999
536580.01,2261561.01,-9999
536580.01,2261661.01,-9999
536580.01,2261761.01,791.182434082
536580.01,2261861.01,788.588806152
536580.01,2261961.01,782.590209961
536580.01,2262061.01,779.37487793
536580.01,2262161.01,775.987548828
536580.01,2262261.01,776.567382813
536580.01,2262361.01,779.101989746
536580.01,2262461.01,780.359436035
536580.01,2262561.01,780.232421875
536580.01,2262661.01,778.666381836
536580.01,2262761.01,777.024108887
536580.01,2262861.01,772.086547852
536580.01,2262961.01,765.320007324
536580.01,2263061.01,761.847900391
536580.01,2263161.01,757.282714844
536580.01,2263261.01,754.25970459
536580.01,2263361.01,751.36529541
536580.01,2263461.01,748.405151367
536580.01,2263561.01,746.050170898
536580.01,2263661.01,745.726806641
536580.01,2263761.01,745.122375488
536580.01,2263861.01,744.259033203
536580.01,2263961.01,743.342712402
536580.01,2264061.01,741.187561035
536580.01,2264161.01,738.992126465
536580.01,2264261.01,737.100341797
536580.01,2264361.01,736.453918457
536580.01,2264461.01,734.04876709
536580.01,2264561.01,731.964660645
536580.01,2264661.01,730.764099121
536580.01,2264761.01,728.968322754
536580.01,2264861.01,725.793212891
536580.01,2264961.01,724.116149902
536580.01,2265061.01,720.341003418
536580.01,2265161.01,718.221313477
536580.01,2265261.01,717.298217773
536580.01,2265361.01,715.272155762
536580.01,2265461.01,714.283325195
536580.01,2265561.01,713.932922363
536580.01,2265661.01,714.37878418
536580.01,2265761.01,716.026733398
536580.01,2265861.01,716.942382813
536580.01,2265961.01,718.922973633
536580.01,2266061.01,720.787109375
536580.01,2266161.01,723.21081543
536580.01,2266261.01,724.799255371
536580.01,2266361.01,729.306030273
536580.01,2266461.01,734.265258789
536580.01,2266561.01,735.599365234
536580.01,2266661.01,742.508789063
536580.01,2266761.01,751.143615723
536580.01,2266861.01,759.534729004
536580.01,2266961.01,770.188842773
536580.01,2267061.01,775.033874512
536580.01,2267161.01,778.53729248
536580.01,2267261.01,786.015441895
536580.01,2267361.01,798.231811523
536580.01,2267461.01,807.16027832
536580.01,2267561.01,816.542358398
536580.01,2267661.01,819.995544434
536580.01,2267761.01,810.121582031
536580.01,2267861.01,816.37902832
536580.01,2267961.01,819.870056152
536580.01,2268061.01,822.47442627
536580.01,2268161.01,823.005737305
536580.01,2268261.01,823.259277344
536580.01,2268361.01,824.511413574
536580.01,2268461.01,824.873046875
536580.01,2268561.01,823.712158203
536580.01,2268661.01,818.601928711
536580.01,2268761.01,815.539123535
536580.01,2268861.01,813.193115234
536580.01,2268961.01,812.909118652
536580.01,2269061.01,811.103088379
536580.01,2269161.01,811.925292969
536580.01,2269261.01,813.842834473
536580.01,2269361.01,813.967285156
536580.01,2269461.01,813.80480957
536580.01,2269561.01,813.226989746
536580.01,2269661.01,808.526489258
536580.01,2269761.01,807.076843262
536580.01,2269861.01,807.867736816
536580.01,2269961.01,809.245361328
536580.01,2270061.01,809.925964355
536580.01,2270161.01,809.891418457
536580.01,2270261.01,802.079528809
536580.01,2270361.01,798.54888916
536580.01,2270461.01,797.749389648
536580.01,2270561.01,795.9765625
536580.01,2270661.01,797.790588379
536580.01,2270761.01,799.468200684
536580.01,2270861.01,801.289367676
536580.01,2270961.01,804.770324707
536580.01,2271061.01,807.945251465
536580.01,2271161.01,811.376220703
536580.01,2271261.01,813.677246094
536580.01,2271361.01,818.454711914
536580.01,2271461.01,823.385864258
536580.01,2271561.01,825.130859375
536580.01,2271661.01,821.459106445
536580.01,2271761.01,822.559570313
536580.01,2271861.01,825.292663574
536580.01,2271961.01,828.950500488
536580.01,2272061.01,830.852966309
536580.01,2272161.01,833.360534668
536580.01,2272261.01,835.785827637
536580.01,2272361.01,838.763061523
536580.01,2272461.01,841.906982422
536580.01,2272561.01,843.038818359
536580.01,2272661.01,846.075500488
536580.01,2272761.01,848.283569336
536580.01,2272861.01,849.166931152
536580.01,2272961.01,-9999
536680.01,2261761.01,789.808959961
536680.01,2261861.01,788.09979248
536680.01,2261961.01,782.147216797
536680.01,2262061.01,780.371032715
536680.01,2262161.01,778.860473633
536680.01,2262261.01,780.154541016
536680.01,2262361.01,781.286499023
536680.01,2262461.01,782.016784668
536680.01,2262561.01,781.196105957
536680.01,2262661.01,780.501708984
536680.01,2262761.01,778.233581543
536680.01,2262861.01,773.32611084
536680.01,2262961.01,765.524597168
536680.01,2263061.01,761.656799316
536680.01,2263161.01,755.653076172
536680.01,2263261.01,751.255981445
536680.01,2263361.01,749.569702148
536680.01,2263461.01,748.01184082
536680.01,2263561.01,747.763671875
536680.01,2263661.01,748.137023926
536680.01,2263761.01,747.083984375
536680.01,2263861.01,745.877258301
536680.01,2263961.01,745.360290527
536680.01,2264061.01,743.153198242
536680.01,2264161.01,741.034057617
536680.01,2264261.01,740.186950684
536680.01,2264361.01,737.659179688
536680.01,2264461.01,734.780822754
536680.01,2264561.01,733.530761719
536680.01,2264661.01,731.889709473
536680.01,2264761.01,730.512512207
536680.01,2264861.01,728.803222656
536680.01,2264961.01,726.504150391
536680.01,2265061.01,722.806396484
536680.01,2265161.01,719.729858398
536680.01,2265261.01,719.046081543
536680.01,2265361.01,716.967834473
536680.01,2265461.01,715.587158203
536680.01,2265561.01,714.665893555
536680.01,2265661.01,714.173400879
536680.01,2265761.01,715.162536621
536680.01,2265861.01,716.217529297
536680.01,2265961.01,718.618896484
536680.01,2266061.01,721.757080078
536680.01,2266161.01,723.789001465
536680.01,2266261.01,726.887817383
536680.01,2266361.01,731.778259277
536680.01,2266461.01,734.08581543
536680.01,2266561.01,734.510192871
536680.01,2266661.01,741.008422852
536680.01,2266761.01,748.975097656
536680.01,2266861.01,757.625366211
536680.01,2266961.01,770.395263672
536680.01,2267061.01,771.882141113
536680.01,2267161.01,775.004455566
536680.01,2267261.01,782.98815918
536680.01,2267361.01,792.627319336
536680.01,2267461.01,813.942443848
536680.01,2267561.01,817.06060791
536680.01,2267661.01,819.330505371
536680.01,2267761.01,817.917114258
536680.01,2267861.01,816.953430176
536680.01,2267961.01,821.739013672
536680.01,2268061.01,822.490966797
536680.01,2268161.01,819.209899902
536680.01,2268261.01,819.758544922
536680.01,2268361.01,821.987182617
536680.01,2268461.01,822.087036133
536680.01,2268561.01,819.959777832
536680.01,2268661.01,814.421142578
536680.01,2268761.01,812.356567383
536680.01,2268861.01,810.78326416
536680.01,2268961.01,809.561157227
536680.01,2269061.01,809.219421387
536680.01,2269161.01,810.142883301
536680.01,2269261.01,811.981872559
536680.01,2269361.01,812.250427246
536680.01,2269461.01,812.227111816
536680.01,2269561.01,811.460998535
536680.01,2269661.01,808.177185059
536680.01,2269761.01,805.534912109
536680.01,2269861.01,806.647949219
536680.01,2269961.01,806.500915527
536680.01,2270061.01,805.575012207
536680.01,2270161.01,803.577636719
536680.01,2270261.01,800.879333496
536680.01,2270361.01,799.40625
536680.01,2270461.01,799.689147949
536680.01,2270561.01,799.492980957
536680.01,2270661.01,802.800109863
536680.01,2270761.01,809.070251465
536680.01,2270861.01,810.819030762
536680.01,2270961.01,813.154296875
536680.01,2271061.01,815.458190918
536680.01,2271161.01,816.719665527
536680.01,2271261.01,818.023742676
536680.01,2271361.01,820.211608887
536680.01,2271461.01,824.584838867
536680.01,2271561.01,824.890563965
536680.01,2271661.01,820.357849121
536680.01,2271761.01,821.075012207
536680.01,2271861.01,824.811706543
536680.01,2271961.01,828.772094727
536680.01,2272061.01,833.254394531
536680.01,2272161.01,836.023864746
536680.01,2272261.01,837.366271973
536680.01,2272361.01,838.823608398
536680.01,2272461.01,841.090576172
536680.01,2272561.01,842.250793457
536680.01,2272661.01,844.446411133
536680.01,2272761.01,847.166442871
536680.01,2272861.01,-9999
536780.01,2261761.01,-9999
536780.01,2261861.01,787.061035156
536780.01,2261961.01,783.631835938
536780.01,2262061.01,784.181152344
536780.01,2262161.01,784.064941406
536780.01,2262261.01,783.932189941
536780.01,2262361.01,783.99987793
536780.01,2262461.01,782.866638184
536780.01,2262561.01,782.202026367
536780.01,2262661.01,781.464172363
536780.01,2262761.01,778.807312012
536780.01,2262861.01,773.048095703
536780.01,2262961.01,768.383422852
536780.01,2263061.01,761.687133789
536780.01,2263161.01,755.907592773
536780.01,2263261.01,752.356018066
536780.01,2263361.01,752.711914063
536780.01,2263461.01,752.188659668
536780.01,2263561.01,751.722473145
536780.01,2263661.01,751.711364746
536780.01,2263761.01,749.604980469
536780.01,2263861.01,747.758605957
536780.01,2263961.01,746.964660645
536780.01,2264061.01,744.88092041
536780.01,2264161.01,742.619873047
536780.01,2264261.01,741.68371582
536780.01,2264361.01,739.192321777
536780.01,2264461.01,735.96295166
536780.01,2264561.01,734.304443359
536780.01,2264661.01,733.191223145
536780.01,2264761.01,730.62689209
536780.01,2264861.01,728.960327148
536780.01,2264961.01,725.98223877
536780.01,2265061.01,722.811035156
536780.01,2265161.01,719.214172363
536780.01,2265261.01,716.842224121
536780.01,2265361.01,714.393554688
536780.01,2265461.01,714.179931641
536780.01,2265561.01,713.40802002
536780.01,2265661.01,713.542907715
536780.01,2265761.01,714.911682129
536780.01,2265861.01,715.278259277
536780.01,2265961.01,717.002502441
536780.01,2266061.01,720.309997559
536780.01,2266161.01,721.491333008
536780.01,2266261.01,725.124267578
536780.01,2266361.01,729.231140137
536780.01,2266461.01,730.838806152
536780.01,2266561.01,732.165710449
536780.01,2266661.01,737.016357422
536780.01,2266761.01,739.766113281
536780.01,2266861.01,749.257080078
536780.01,2266961.01,772.019958496
536780.01,2267061.01,766.529602051
536780.01,2267161.01,769.691894531
536780.01,2267261.01,772.815917969
536780.01,2267361.01,776.01574707
536780.01,2267461.01,780.82220459
536780.01,2267561.01,819.330505371
536780.01,2267661.01,819.330505371
536780.01,2267761.01,819.330505371
536780.01,2267861.01,816.66784668
536780.01,2267961.01,817.360717773
536780.01,2268061.01,816.246887207
536780.01,2268161.01,816.537475586
536780.01,2268261.01,817.417419434
536780.01,2268361.01,818.073608398
536780.01,2268461.01,820.705322266
536780.01,2268561.01,815.179992676
536780.01,2268661.01,812.580078125
536780.01,2268761.01,812.002868652
536780.01,2268861.01,810.317321777
536780.01,2268961.01,809.016601563
536780.01,2269061.01,809.106323242
536780.01,2269161.01,809.536499023
536780.01,2269261.01,811.138305664
536780.01,2269361.01,811.283874512
536780.01,2269461.01,811.971923828
536780.01,2269561.01,811.439758301
536780.01,2269661.01,808.38269043
536780.01,2269761.01,806.124572754
536780.01,2269861.01,804.453308105
536780.01,2269961.01,803.252319336
536780.01,2270061.01,804.139526367
536780.01,2270161.01,804.748168945
536780.01,2270261.01,803.551513672
536780.01,2270361.01,801.291442871
536780.01,2270461.01,802.960876465
536780.01,2270561.01,805.825012207
536780.01,2270661.01,809.009155273
536780.01,2270761.01,813.722900391
536780.01,2270861.01,815.823730469
536780.01,2270961.01,817.193847656
536780.01,2271061.01,818.62701416
536780.01,2271161.01,823.312316895
536780.01,2271261.01,824.955444336
536780.01,2271361.01,825.158874512
536780.01,2271461.01,826.128112793
536780.01,2271561.01,824.393737793
536780.01,2271661.01,820.550292969
536780.01,2271761.01,821.684753418
536780.01,2271861.01,824.017150879
536780.01,2271961.01,829.799743652
536780.01,2272061.01,833.200439453
536780.01,2272161.01,835.501953125
536780.01,2272261.01,837.695495605
536780.01,2272361.01,838.813720703
536780.01,2272461.01,840.867675781
536780.01,2272561.01,841.470397949
536780.01,2272661.01,843.754699707
536780.01,2272761.01,-9999
536880.01,2261861.01,785.116821289
536880.01,2261961.01,786.075378418
536880.01,2262061.01,786.989624023
536880.01,2262161.01,786.771179199
536880.01,2262261.01,786.598388672
536880.01,2262361.01,786.318908691
536880.01,2262461.01,784.635742188
536880.01,2262561.01,783.163391113
536880.01,2262661.01,781.669128418
536880.01,2262761.01,776.905212402
536880.01,2262861.01,769.135925293
536880.01,2262961.01,764.664611816
536880.01,2263061.01,760.336486816
536880.01,2263161.01,758.174377441
536880.01,2263261.01,758.172851563
536880.01,2263361.01,757.244262695
536880.01,2263461.01,756.552490234
536880.01,2263561.01,757.218505859
536880.01,2263661.01,754.109436035
536880.01,2263761.01,750.813598633
536880.01,2263861.01,749.262695313
536880.01,2263961.01,748.932312012
536880.01,2264061.01,747.720458984
536880.01,2264161.01,745.725463867
536880.01,2264261.01,744.44732666
536880.01,2264361.01,741.438354492
536880.01,2264461.01,738.70135498
536880.01,2264561.01,738.086120605
536880.01,2264661.01,735.765075684
536880.01,2264761.01,732.555358887
536880.01,2264861.01,731.038635254
536880.01,2264961.01,727.016662598
536880.01,2265061.01,722.569335938
536880.01,2265161.01,720.253051758
536880.01,2265261.01,715.782836914
536880.01,2265361.01,711.648803711
536880.01,2265461.01,710.120056152
536880.01,2265561.01,710.245361328
536880.01,2265661.01,710.870117188
536880.01,2265761.01,712.619384766
536880.01,2265861.01,713.25012207
536880.01,2265961.01,714.364135742
536880.01,2266061.01,718.382507324
536880.01,2266161.01,719.522705078
536880.01,2266261.01,722.923400879
536880.01,2266361.01,724.662841797
536880.01,2266461.01,725.731262207
536880.01,2266561.01,728.820922852
536880.01,2266661.01,731.78137207
536880.01,2266761.01,732.385559082
536880.01,2266861.01,736.859436035
536880.01,2266961.01,743.471862793
536880.01,2267061.01,763.632446289
536880.01,2267161.01,767.792114258
536880.01,2267261.01,771.314208984
536880.01,2267361.01,819.330505371
536880.01,2267461.01,819.330505371
536880.01,2267561.01,785.125671387
536880.01,2267661.01,819.330505371
536880.01,2267761.01,803.082397461
536880.01,2267861.01,810.17199707
536880.01,2267961.01,811.797973633
536880.01,2268061.01,811.791320801
536880.01,2268161.01,811.125915527
536880.01,2268261.01,814.128479004
536880.01,2268361.01,815.187561035
536880.01,2268461.01,815.352478027
536880.01,2268561.01,813.568969727
536880.01,2268661.01,812.651000977
536880.01,2268761.01,813.333374023
536880.01,2268861.01,812.555480957
536880.01,2268961.01,812.611572266
536880.01,2269061.01,810.062744141
536880.01,2269161.01,809.807189941
536880.01,2269261.01,810.101745605
536880.01,2269361.01,812.050354004
536880.01,2269461.01,814.349304199
536880.01,2269561.01,810.623596191
536880.01,2269661.01,807.449035645
536880.01,2269761.01,804.659729004
536880.01,2269861.01,803.860778809
536880.01,2269961.01,803.252441406
536880.01,2270061.01,804.941162109
536880.01,2270161.01,806.134216309
536880.01,2270261.01,805.771362305
536880.01,2270361.01,805.814086914
536880.01,2270461.01,807.273132324
536880.01,2270561.01,810.633789063
536880.01,2270661.01,814.554260254
536880.01,2270761.01,820.353088379
536880.01,2270861.01,822.867980957
536880.01,2270961.01,823.429199219
536880.01,2271061.01,824.664733887
536880.01,2271161.01,826.392211914
536880.01,2271261.01,828.193359375
536880.01,2271361.01,827.520324707
536880.01,2271461.01,827.35949707
536880.01,2271561.01,823.846984863
536880.01,2271661.01,821.422790527
536880.01,2271761.01,823.629089355
536880.01,2271861.01,826.76361084
536880.01,2271961.01,832.1875
536880.01,2272061.01,835.81439209
536880.01,2272161.01,837.755249023
536880.01,2272261.01,838.930419922
536880.01,2272361.01,839.268066406
536880.01,2272461.01,839.447143555
536880.01,2272561.01,-9999
536880.01,2272661.01,-9999
536980.01,2261961.01,788.516113281
536980.01,2262061.01,789.184020996
536980.01,2262161.01,790.51763916
