"X","Y","H40_Batho (Depth)"
529480.01,2264661.01,768.631958008
529480.01,2264761.01,771.217651367
529480.01,2264861.01,777.767211914
529480.01,2264961.01,783.852416992
529480.01,2265061.01,786.370544434
529480.01,2265161.01,789.815673828
529480.01,2265261.01,790.876281738
529480.01,2265361.01,790.097473145
529480.01,2265461.01,783.503479004
529480.01,2265561.01,781.290161133
529480.01,2265661.01,786.518737793
529480.01,2265761.01,790.44909668
529480.01,2265861.01,795.058532715
529480.01,2265961.01,801.235473633
529480.01,2266061.01,802.448608398
529480.01,2266161.01,804.14251709
529480.01,2266261.01,806.196838379
529480.01,2266361.01,807.212097168
529480.01,2266461.01,808.670532227
529480.01,2266561.01,810.735290527
529480.01,2266661.01,812.778930664
529480.01,2266761.01,815.084289551
529480.01,2266861.01,816.607421875
529480.01,2266961.01,816.677368164
529480.01,2267061.01,816.248413086
529580.01,2262061.01,-9999
529580.01,2262161.01,-9999
529580.01,2262261.01,817.37902832
529580.01,2262361.01,819.86505127
529580.01,2262461.01,818.555053711
529580.01,2262561.01,815.181152344
529580.01,2262661.01,812.010131836
529580.01,2262761.01,809.769592285
529580.01,2262861.01,809.936279297
529580.01,2262961.01,806.165527344
529580.01,2263061.01,802.621643066
529580.01,2263161.01,800.641906738
529580.01,2263261.01,796.733703613
529580.01,2263361.01,793.028442383
529580.01,2263461.01,790.27154541
529580.01,2263561.01,786.447875977
529580.01,2263661.01,785.45880127
529580.01,2263761.01,786.188842773
529580.01,2263861.01,786.345581055
529580.01,2263961.01,786.176879883
529580.01,2264061.01,785.370422363
529580.01,2264161.01,761.826660156
529580.01,2264261.01,756.258850098
529580.01,2264361.01,756.813171387
529580.01,2264461.01,757.838195801
529580.01,2264561.01,760.33392334
529580.01,2264661.01,765.228088379
529580.01,2264761.01,767.483276367
529580.01,2264861.01,773.652160645
529580.01,2264961.01,780.640258789
529580.01,2265061.01,784.281982422
529580.01,2265161.01,788.982666016
529580.01,2265261.01,791.222839355
529580.01,2265361.01,791.57043457
529580.01,2265461.01,790.463012695
529580.01,2265561.01,782.470214844
529580.01,2265661.01,786.969604492
529580.01,2265761.01,790.966186523
529580.01,2265861.01,796.111999512
529580.01,2265961.01,800.808410645
529580.01,2266061.01,802.819274902
529580.01,2266161.01,804.577758789
529580.01,2266261.01,806.770751953
529580.01,2266361.01,809.446105957
529580.01,2266461.01,811.311157227
529580.01,2266561.01,813.146972656
529580.01,2266661.01,814.566955566
529580.01,2266761.01,816.164978027
529580.01,2266861.01,817.112365723
529580.01,2266961.01,816.62878418
529580.01,2267061.01,814.925354004
529580.01,2267161.01,-9999
529680.01,2262261.01,-9999
529680.01,2262361.01,820.217529297
529680.01,2262461.01,818.170593262
529680.01,2262561.01,816.608642578
529680.01,2262661.01,815.361328125
529680.01,2262761.01,814.154602051
529680.01,2262861.01,813.023742676
529680.01,2262961.01,807.724243164
529680.01,2263061.01,802.970397949
529680.01,2263161.01,800.896728516
529680.01,2263261.01,797.770935059
529680.01,2263361.01,795.241699219
529680.01,2263461.01,794.190856934
529680.01,2263561.01,790.950927734
529680.01,2263661.01,787.956237793
529680.01,2263761.01,785.453796387
529680.01,2263861.01,784.470275879
529680.01,2263961.01,785.429138184
529680.01,2264061.01,785.345031738
529680.01,2264161.01,784.684814453
529680.01,2264261.01,756.258850098
529680.01,2264361.01,756.258850098
529680.01,2264461.01,756.258850098
529680.01,2264561.01,758.93182373
529680.01,2264661.01,762.062744141
529680.01,2264761.01,762.822937012
529680.01,2264861.01,768.707641602
529680.01,2264961.01,776.844055176
529680.01,2265061.01,780.83026123
529680.01,2265161.01,786.833679199
529680.01,2265261.01,790.71862793
529680.01,2265361.01,792.086853027
529680.01,2265461.01,790.500976563
529680.01,2265561.01,783.737121582
529680.01,2265661.01,784.737731934
529680.01,2265761.01,790.448364258
529680.01,2265861.01,795.433654785
529680.01,2265961.01,800.518920898
529680.01,2266061.01,804.479614258
529680.01,2266161.01,805.294189453
529680.01,2266261.01,808.214233398
529680.01,2266361.01,810.27520752
529680.01,2266461.01,812.688598633
529680.01,2266561.01,814.496582031
529680.01,2266661.01,815.952514648
529680.01,2266761.01,817.728942871
529680.01,2266861.01,818.360778809
529680.01,2266961.01,817.973937988
529680.01,2267061.01,815.541259766
529680.01,2267161.01,814.99230957
529780.01,2262461.01,-9999
529780.01,2262561.01,819.09197998
529780.01,2262661.01,819.766113281
529780.01,2262761.01,818.91192627
529780.01,2262861.01,813.807617188
529780.01,2262961.01,808.561584473
529780.01,2263061.01,803.212585449
529780.01,2263161.01,800.312255859
529780.01,2263261.01,798.808288574
529780.01,2263361.01,796.591796875
529780.01,2263461.01,794.948120117
529780.01,2263561.01,792.550537109
529780.01,2263661.01,790.50604248
529780.01,2263761.01,789.171081543
529780.01,2263861.01,785.352050781
529780.01,2263961.01,784.54486084
529780.01,2264061.01,782.451538086
529780.01,2264161.01,782.786865234
529780.01,2264261.01,782.507507324
529780.01,2264361.01,780.742675781
529780.01,2264461.01,757.924682617
529780.01,2264561.01,761.062316895
529780.01,2264661.01,761.671569824
529780.01,2264761.01,761.671569824
529780.01,2264861.01,767.681335449
529780.01,2264961.01,772.049072266
529780.01,2265061.01,776.484619141
529780.01,2265161.01,783.661437988
529780.01,2265261.01,788.926696777
529780.01,2265361.01,790.711181641
529780.01,2265461.01,791.219848633
529780.01,2265561.01,784.804443359
529780.01,2265661.01,784.848693848
529780.01,2265761.01,788.383239746
529780.01,2265861.01,796.411254883
529780.01,2265961.01,801.446105957
529780.01,2266061.01,804.600524902
529780.01,2266161.01,805.434326172
529780.01,2266261.01,807.472351074
529780.01,2266361.01,811.672485352
529780.01,2266461.01,814.686096191
529780.01,2266561.01,816.79498291
529780.01,2266661.01,817.355285645
529780.01,2266761.01,817.679748535
529780.01,2266861.01,818.518615723
529780.01,2266961.01,818.384643555
529780.01,2267061.01,816.221984863
529780.01,2267161.01,814.343688965
529780.01,2267261.01,-9999
529880.01,2262561.01,-9999
529880.01,2262661.01,-9999
529880.01,2262761.01,814.695556641
529880.01,2262861.01,811.141967773
529880.01,2262961.01,805.52947998
529880.01,2263061.01,800.880554199
529880.01,2263161.01,797.523803711
529880.01,2263261.01,797.945068359
529880.01,2263361.01,797.136535645
529880.01,2263461.01,796.085571289
529880.01,2263561.01,793.560791016
529880.01,2263661.01,792.163269043
529880.01,2263761.01,789.024902344
529880.01,2263861.01,785.318969727
529880.01,2263961.01,779.868103027
529880.01,2264061.01,776.288330078
529880.01,2264161.01,775.364746094
529880.01,2264261.01,776.224304199
529880.01,2264361.01,775.705749512
529880.01,2264461.01,775.665039063
529880.01,2264561.01,769.47644043
529880.01,2264661.01,761.879699707
529880.01,2264761.01,761.879699707
529880.01,2264861.01,764.49017334
529880.01,2264961.01,765.21295166
529880.01,2265061.01,767.90838623
529880.01,2265161.01,779.537536621
529880.01,2265261.01,787.163269043
529880.01,2265361.01,789.59185791
529880.01,2265461.01,791.821472168
529880.01,2265561.01,784.521118164
529880.01,2265661.01,784.966552734
529880.01,2265761.01,787.922119141
529880.01,2265861.01,794.87322998
529880.01,2265961.01,800.393188477
529880.01,2266061.01,804.823486328
529880.01,2266161.01,805.432128906
529880.01,2266261.01,807.508483887
529880.01,2266361.01,811.843505859
529880.01,2266461.01,815.058837891
529880.01,2266561.01,815.999938965
529880.01,2266661.01,816.736877441
529880.01,2266761.01,817.187561035
529880.01,2266861.01,816.632568359
529880.01,2266961.01,816.290100098
529880.01,2267061.01,815.808776855
529880.01,2267161.01,813.711486816
529880.01,2267261.01,812.473999023
529980.01,2262761.01,-9999
529980.01,2262861.01,807.617126465
529980.01,2262961.01,800.263916016
529980.01,2263061.01,799.920532227
529980.01,2263161.01,799.213806152
529980.01,2263261.01,797.319213867
529980.01,2263361.01,796.155578613
529980.01,2263461.01,794.14654541
529980.01,2263561.01,791.214233398
529980.01,2263661.01,789.411437988
529980.01,2263761.01,787.337402344
529980.01,2263861.01,783.948303223
529980.01,2263961.01,778.691894531
529980.01,2264061.01,775.307800293
529980.01,2264161.01,769.506896973
529980.01,2264261.01,770.166748047
529980.01,2264361.01,771.152038574
529980.01,2264461.01,778.519348145
529980.01,2264561.01,780.948852539
529980.01,2264661.01,781.056335449
529980.01,2264761.01,781.368713379
529980.01,2264861.01,762.717651367
529980.01,2264961.01,763.68737793
529980.01,2265061.01,767.090087891
529980.01,2265161.01,775.874755859
529980.01,2265261.01,785.969726563
529980.01,2265361.01,787.712280273
529980.01,2265461.01,793.109069824
529980.01,2265561.01,786.085266113
529980.01,2265661.01,785.504577637
529980.01,2265761.01,788.933654785
529980.01,2265861.01,795.394470215
529980.01,2265961.01,800.468811035
529980.01,2266061.01,804.95690918
529980.01,2266161.01,806.977783203
529980.01,2266261.01,808.976135254
529980.01,2266361.01,811.456359863
529980.01,2266461.01,814.273925781
529980.01,2266561.01,815.121398926
529980.01,2266661.01,815.711608887
529980.01,2266761.01,815.532531738
529980.01,2266861.01,814.647705078
529980.01,2266961.01,813.857910156
529980.01,2267061.01,814.131958008
529980.01,2267161.01,812.836914063
529980.01,2267261.01,810.438537598
529980.01,2267361.01,-9999
530080.01,2262861.01,-9999
530080.01,2262961.01,-9999
530080.01,2263061.01,799.61126709
530080.01,2263161.01,798.987487793
530080.01,2263261.01,795.321289063
530080.01,2263361.01,792.424865723
530080.01,2263461.01,789.667663574
530080.01,2263561.01,786.804077148
530080.01,2263661.01,785.601196289
530080.01,2263761.01,784.760620117
530080.01,2263861.01,782.096069336
530080.01,2263961.01,779.24407959
530080.01,2264061.01,773.56842041
530080.01,2264161.01,770.319152832
530080.01,2264261.01,771.070373535
530080.01,2264361.01,773.578979492
530080.01,2264461.01,777.214477539
530080.01,2264561.01,780.402954102
530080.01,2264661.01,780.964599609
530080.01,2264761.01,781.847595215
530080.01,2264861.01,767.033508301
530080.01,2264961.01,768.453552246
530080.01,2265061.01,770.686401367
530080.01,2265161.01,791.238769531
530080.01,2265261.01,791.959594727
530080.01,2265361.01,792.845214844
530080.01,2265461.01,792.845214844
530080.01,2265561.01,792.945983887
530080.01,2265661.01,787.243225098
530080.01,2265761.01,788.54309082
530080.01,2265861.01,793.647521973
530080.01,2265961.01,800.283935547
530080.01,2266061.01,804.588745117
530080.01,2266161.01,808.322509766
530080.01,2266261.01,810.231140137
530080.01,2266361.01,812.747497559
530080.01,2266461.01,814.609680176
530080.01,2266561.01,814.876831055
530080.01,2266661.01,815.06640625
530080.01,2266761.01,815.037902832
530080.01,2266861.01,814.634155273
530080.01,2266961.01,813.280395508
530080.01,2267061.01,813.031921387
530080.01,2267161.01,813.133850098
530080.01,2267261.01,810.901367188
530080.01,2267361.01,810.100524902
530180.01,2263061.01,-9999
530180.01,2263161.01,-9999
530180.01,2263261.01,794.74597168
530180.01,2263361.01,789.901733398
530180.01,2263461.01,788.352355957
530180.01,2263561.01,786.624145508
530180.01,2263661.01,786.550537109
530180.01,2263761.01,784.070495605
530180.01,2263861.01,781.457824707
530180.01,2263961.01,778.914611816
530180.01,2264061.01,773.534851074
530180.01,2264161.01,771.172912598
530180.01,2264261.01,772.882446289
530180.01,2264361.01,776.210571289
530180.01,2264461.01,778.231689453
530180.01,2264561.01,779.961791992
530180.01,2264661.01,780.618103027
530180.01,2264761.01,781.885131836
530180.01,2264861.01,783.527282715
530180.01,2264961.01,784.214416504
530180.01,2265061.01,774.054016113
530180.01,2265161.01,775.92175293
530180.01,2265261.01,776.695739746
530180.01,2265361.01,792.845214844
530180.01,2265461.01,792.845214844
530180.01,2265561.01,792.845214844
530180.01,2265661.01,786.822387695
530180.01,2265761.01,789.216674805
530180.01,2265861.01,793.334655762
530180.01,2265961.01,798.673156738
530180.01,2266061.01,803.66003418
530180.01,2266161.01,805.798522949
530180.01,2266261.01,811.399597168
530180.01,2266361.01,814.40057373
530180.01,2266461.01,816.309570313
530180.01,2266561.01,816.287597656
530180.01,2266661.01,815.17388916
530180.01,2266761.01,814.81829834
530180.01,2266861.01,815.044006348
530180.01,2266961.01,813.905822754
530180.01,2267061.01,812.448974609
530180.01,2267161.01,812.622131348
530180.01,2267261.01,811.351257324
530180.01,2267361.01,808.846069336
530180.01,2267461.01,-9999
530280.01,2263261.01,-9999
530280.01,2263361.01,-9999
530280.01,2263461.01,787.693847656
530280.01,2263561.01,787.092224121
530280.01,2263661.01,786.180847168
530280.01,2263761.01,784.187011719
530280.01,2263861.01,780.475097656
530280.01,2263961.01,778.180358887
530280.01,2264061.01,772.903808594
530280.01,2264161.01,773.250183105
530280.01,2264261.01,774.753845215
530280.01,2264361.01,777.719055176
530280.01,2264461.01,779.814331055
530280.01,2264561.01,780.633483887
530280.01,2264661.01,781.365478516
530280.01,2264761.01,780.705200195
530280.01,2264861.01,780.915405273
530280.01,2264961.01,782.90222168
530280.01,2265061.01,785.647521973
530280.01,2265161.01,776.695739746
530280.01,2265261.01,777.610107422
530280.01,2265361.01,783.378417969
530280.01,2265461.01,783.426208496
530280.01,2265561.01,792.845214844
530280.01,2265661.01,791.606933594
530280.01,2265761.01,790.997253418
530280.01,2265861.01,794.139587402
530280.01,2265961.01,797.151733398
530280.01,2266061.01,802.32434082
530280.01,2266161.01,806.088378906
530280.01,2266261.01,810.974975586
530280.01,2266361.01,814.459716797
530280.01,2266461.01,815.725158691
530280.01,2266561.01,816.060668945
530280.01,2266661.01,814.698730469
530280.01,2266761.01,814.264892578
530280.01,2266861.01,813.917724609
530280.01,2266961.01,813.197143555
530280.01,2267061.01,811.592102051
530280.01,2267161.01,811.120300293
530280.01,2267261.01,811.291381836
530280.01,2267361.01,808.997070313
530280.01,2267461.01,808.792724609
530280.01,2267561.01,-9999
530380.01,2263361.01,-9999
530380.01,2263461.01,-9999
530380.01,2263561.01,-9999
530380.01,2263661.01,783.278381348
530380.01,2263761.01,780.278564453
530380.01,2263861.01,778.243164063
530380.01,2263961.01,776.429748535
530380.01,2264061.01,773.902404785
530380.01,2264161.01,774.436401367
530380.01,2264261.01,775.887817383
530380.01,2264361.01,778.366760254
530380.01,2264461.01,780.929443359
530380.01,2264561.01,781.766723633
530380.01,2264661.01,782.787780762
530380.01,2264761.01,783.148498535
530380.01,2264861.01,783.654296875
530380.01,2264961.01,783.106445313
530380.01,2265061.01,783.63885498
530380.01,2265161.01,782.788696289
530380.01,2265261.01,782.797058105
530380.01,2265361.01,783.161193848
530380.01,2265461.01,783.147399902
530380.01,2265561.01,782.755737305
530380.01,2265661.01,792.374633789
530380.01,2265761.01,790.761291504
530380.01,2265861.01,792.668457031
530380.01,2265961.01,796.003723145
530380.01,2266061.01,801.848937988
530380.01,2266161.01,804.892333984
530380.01,2266261.01,811.151550293
530380.01,2266361.01,814.342956543
530380.01,2266461.01,814.996643066
530380.01,2266561.01,815.374694824
530380.01,2266661.01,814.421142578
530380.01,2266761.01,813.313659668
530380.01,2266861.01,813.039367676
530380.01,2266961.01,812.467407227
530380.01,2267061.01,812.989379883
530380.01,2267161.01,813.417114258
530380.01,2267261.01,813.622436523
530380.01,2267361.01,812.523864746
530380.01,2267461.01,812.240112305
530380.01,2267561.01,812.79284668
530480.01,2263561.01,-9999
530480.01,2263661.01,-9999
530480.01,2263761.01,-9999
530480.01,2263861.01,780.35748291
530480.01,2263961.01,778.070739746
530480.01,2264061.01,777.333068848
530480.01,2264161.01,778.232543945
530480.01,2264261.01,779.22076416
530480.01,2264361.01,779.488769531
530480.01,2264461.01,781.101806641
530480.01,2264561.01,781.906921387
530480.01,2264661.01,783.066650391
530480.01,2264761.01,784.405090332
530480.01,2264861.01,786.01348877
530480.01,2264961.01,784.774841309
530480.01,2265061.01,784.052978516
530480.01,2265161.01,784.419677734
530480.01,2265261.01,784.223876953
530480.01,2265361.01,783.45135498
530480.01,2265461.01,784.839111328
530480.01,2265561.01,788.850646973
530480.01,2265661.01,790.237243652
530480.01,2265761.01,790.653442383
530480.01,2265861.01,789.922302246
530480.01,2265961.01,794.105651855
530480.01,2266061.01,800.637329102
530480.01,2266161.01,804.952209473
530480.01,2266261.01,811.761474609
530480.01,2266361.01,813.914489746
530480.01,2266461.01,813.89050293
530480.01,2266561.01,814.317871094
530480.01,2266661.01,813.151428223
530480.01,2266761.01,812.332885742
530480.01,2266861.01,813.264221191
530480.01,2266961.01,813.89074707
530480.01,2267061.01,814.643493652
530480.01,2267161.01,815.774963379
530480.01,2267261.01,815.762329102
530480.01,2267361.01,816.34967041
530480.01,2267461.01,816.87713623
530480.01,2267561.01,814.211791992
530480.01,2267661.01,-9999
530580.01,2263461.01,-9999
530580.01,2263561.01,-9999
530580.01,2263661.01,778.906188965
530580.01,2263761.01,779.441345215
530580.01,2263861.01,780.473815918
530580.01,2263961.01,778.902160645
530580.01,2264061.01,778.889770508
530580.01,2264161.01,779.254272461
530580.01,2264261.01,780.795166016
530580.01,2264361.01,780.581542969
530580.01,2264461.01,781.014831543
530580.01,2264561.01,781.596923828
530580.01,2264661.01,782.5703125
530580.01,2264761.01,784.339477539
530580.01,2264861.01,786.282531738
530580.01,2264961.01,787.238830566
530580.01,2265061.01,785.485717773
530580.01,2265161.01,785.262756348
530580.01,2265261.01,785.18145752
530580.01,2265361.01,784.269165039
530580.01,2265461.01,783.425476074
530580.01,2265561.01,780.788757324
530580.01,2265661.01,779.94317627
530580.01,2265761.01,789.67590332
530580.01,2265861.01,784.610778809
530580.01,2265961.01,791.662475586
530580.01,2266061.01,796.637573242
530580.01,2266161.01,804.219909668
530580.01,2266261.01,811.327453613
530580.01,2266361.01,814.164978027
530580.01,2266461.01,813.990234375
530580.01,2266561.01,814.491638184
530580.01,2266661.01,814.387634277
530580.01,2266761.01,814.312927246
530580.01,2266861.01,814.295043945
530580.01,2266961.01,814.852600098
530580.01,2267061.01,815.999450684
530580.01,2267161.01,816.587768555
530580.01,2267261.01,816.357727051
530580.01,2267361.01,815.293029785
530580.01,2267461.01,817.364685059
530580.01,2267561.01,816.082885742
530580.01,2267661.01,-9999
530680.01,2263361.01,-9999
530680.01,2263461.01,781.833068848
530680.01,2263561.01,781.816345215
530680.01,2263661.01,779.678833008
530680.01,2263761.01,779.932128906
530680.01,2263861.01,779.918273926
530680.01,2263961.01,779.185302734
530680.01,2264061.01,779.626831055
530680.01,2264161.01,779.782165527
530680.01,2264261.01,780.686706543
530680.01,2264361.01,781.132507324
530680.01,2264461.01,780.352050781
530680.01,2264561.01,780.165405273
530680.01,2264661.01,781.007751465
530680.01,2264761.01,781.811767578
530680.01,2264861.01,785.071350098
530680.01,2264961.01,788.182373047
530680.01,2265061.01,788.909301758
530680.01,2265161.01,788.900939941
530680.01,2265261.01,786.316162109
530680.01,2265361.01,784.499633789
530680.01,2265461.01,783.327636719
530680.01,2265561.01,781.215637207
530680.01,2265661.01,779.94317627
530680.01,2265761.01,779.94317627
530680.01,2265861.01,782.313476563
530680.01,2265961.01,788.987854004
530680.01,2266061.01,793.647216797
530680.01,2266161.01,803.475708008
530680.01,2266261.01,811.78112793
530680.01,2266361.01,813.605651855
530680.01,2266461.01,815.32824707
530680.01,2266561.01,815.549621582
530680.01,2266661.01,816.439147949
530680.01,2266761.01,815.989013672
530680.01,2266861.01,815.208374023
530680.01,2266961.01,816.839416504
530680.01,2267061.01,816.914672852
530680.01,2267161.01,815.666931152
530680.01,2267261.01,815.229125977
530680.01,2267361.01,814.118713379
530680.01,2267461.01,814.297424316
530680.01,2267561.01,814.288879395
530680.01,2267661.01,813.88494873
530680.01,2267761.01,-9999
530780.01,2263261.01,-9999
530780.01,2263361.01,-9999
530780.01,2263461.01,781.998962402
530780.01,2263561.01,780.797729492
530780.01,2263661.01,780.275817871
530780.01,2263761.01,780.438293457
530780.01,2263861.01,779.099975586
530780.01,2263961.01,780.11932373
530780.01,2264061.01,780.913818359
530780.01,2264161.01,780.843933105
530780.01,2264261.01,780.272644043
530780.01,2264361.01,781.030273438
530780.01,2264461.01,780.519470215
530780.01,2264561.01,779.465515137
530780.01,2264661.01,779.87689209
530780.01,2264761.01,780.223815918
530780.01,2264861.01,783.83013916
530780.01,2264961.01,787.507873535
530780.01,2265061.01,789.314575195
530780.01,2265161.01,791.077636719
530780.01,2265261.01,790.327880859
530780.01,2265361.01,786.778442383
530780.01,2265461.01,784.987792969
530780.01,2265561.01,779.732421875
530780.01,2265661.01,779.383972168
530780.01,2265761.01,779.94317627
530780.01,2265861.01,784.847961426
530780.01,2265961.01,784.557434082
530780.01,2266061.01,789.509338379
530780.01,2266161.01,801.571411133
530780.01,2266261.01,811.818847656
530780.01,2266361.01,813.762145996
530780.01,2266461.01,815.414428711
530780.01,2266561.01,817.702636719
530780.01,2266661.01,818.793762207
530780.01,2266761.01,819.216491699
530780.01,2266861.01,818.3359375
530780.01,2266961.01,817.476257324
530780.01,2267061.01,817.037963867
530780.01,2267161.01,816.700500488
530780.01,2267261.01,815.984313965
530780.01,2267361.01,816.095458984
530780.01,2267461.01,816.362915039
530780.01,2267561.01,816.334594727
530780.01,2267661.01,815.879211426
530780.01,2267761.01,816.034362793
530880.01,2263161.01,-9999
530880.01,2263261.01,780.838806152
530880.01,2263361.01,781.171630859
530880.01,2263461.01,781.187133789
530880.01,2263561.01,780.907287598
530880.01,2263661.01,780.119262695
530880.01,2263761.01,780.701843262
530880.01,2263861.01,778.984313965
530880.01,2263961.01,779.939819336
530880.01,2264061.01,781.258850098
530880.01,2264161.01,781.50201416
530880.01,2264261.01,780.484863281
530880.01,2264361.01,780.213500977
530880.01,2264461.01,780.130371094
530880.01,2264561.01,778.618713379
530880.01,2264661.01,779.153625488
530880.01,2264761.01,780.003845215
530880.01,2264861.01,782.825378418
530880.01,2264961.01,786.560424805
530880.01,2265061.01,788.871826172
530880.01,2265161.01,791.664672852
530880.01,2265261.01,792.382751465
530880.01,2265361.01,792.151977539
530880.01,2265461.01,788.776733398
530880.01,2265561.01,780.973083496
530880.01,2265661.01,777.166564941
530880.01,2265761.01,778.215576172
530880.01,2265861.01,788.397583008
530880.01,2265961.01,782.937194824
530880.01,2266061.01,784.397338867
530880.01,2266161.01,798.43145752
530880.01,2266261.01,809.284118652
530880.01,2266361.01,812.452453613
530880.01,2266461.01,816.820373535
530880.01,2266561.01,818.865905762
530880.01,2266661.01,819.060424805
530880.01,2266761.01,819.153442383
530880.01,2266861.01,818.599731445
530880.01,2266961.01,819.02947998
530880.01,2267061.01,819.542724609
530880.01,2267161.01,819.614501953
530880.01,2267261.01,819.289978027
530880.01,2267361.01,818.394348145
530880.01,2267461.01,817.895202637
530880.01,2267561.01,818.188842773
530880.01,2267661.01,818.148010254
530880.01,2267761.01,816.93170166
530880.01,2267861.01,-9999
530980.01,2263061.01,-9999
530980.01,2263161.01,782.018554688
530980.01,2263261.01,781.226318359
530980.01,2263361.01,780.549926758
530980.01,2263461.01,779.868896484
530980.01,2263561.01,780.361083984
530980.01,2263661.01,781.062683105
530980.01,2263761.01,781.601501465
530980.01,2263861.01,779.500610352
530980.01,2263961.01,778.52923584
530980.01,2264061.01,779.031433105
530980.01,2264161.01,780.307800293
530980.01,2264261.01,779.885498047
530980.01,2264361.01,778.472106934
530980.01,2264461.01,779.522521973
530980.01,2264561.01,780.360900879
530980.01,2264661.01,780.627197266
530980.01,2264761.01,781.495117188
530980.01,2264861.01,782.653869629
530980.01,2264961.01,785.31427002
530980.01,2265061.01,786.76953125
530980.01,2265161.01,790.056884766
530980.01,2265261.01,791.557678223
530980.01,2265361.01,792.119567871
530980.01,2265461.01,791.605651855
530980.01,2265561.01,785.833557129
530980.01,2265661.01,784.20916748
530980.01,2265761.01,788.629455566
530980.01,2265861.01,790.969543457
530980.01,2265961.01,782.765258789
530980.01,2266061.01,780.76184082
530980.01,2266161.01,796.053649902
530980.01,2266261.01,807.08026123
530980.01,2266361.01,811.525878906
530980.01,2266461.01,816.676879883
530980.01,2266561.01,819.107849121
530980.01,2266661.01,819.998535156
530980.01,2266761.01,819.710266113
530980.01,2266861.01,819.888916016
530980.01,2266961.01,821.753967285
530980.01,2267061.01,822.416748047
530980.01,2267161.01,822.856201172
530980.01,2267261.01,822.914428711
530980.01,2267361.01,822.668273926
530980.01,2267461.01,821.813842773
530980.01,2267561.01,820.818847656
530980.01,2267661.01,819.839111328
530980.01,2267761.01,818.686584473
530980.01,2267861.01,818.364501953
531080.01,2262961.01,784.907775879
531080.01,2263061.01,783.972595215
531080.01,2263161.01,783.787536621
531080.01,2263261.01,782.75177002
531080.01,2263361.01,781.287780762
531080.01,2263461.01,782.400268555
531080.01,2263561.01,781.910217285
531080.01,2263661.01,781.075317383
531080.01,2263761.01,780.543334961
531080.01,2263861.01,780.476196289
531080.01,2263961.01,777.861877441
531080.01,2264061.01,777.375305176
531080.01,2264161.01,778.243347168
531080.01,2264261.01,779.142028809
531080.01,2264361.01,778.479003906
531080.01,2264461.01,778.34942627
531080.01,2264561.01,780.243164063
531080.01,2264661.01,780.150390625
531080.01,2264761.01,780.031066895
531080.01,2264861.01,781.064025879
531080.01,2264961.01,782.559509277
531080.01,2265061.01,783.340942383
531080.01,2265161.01,786.044006348
531080.01,2265261.01,788.908508301
531080.01,2265361.01,790.032958984
531080.01,2265461.01,792.119018555
531080.01,2265561.01,790.547790527
531080.01,2265661.01,789.893554688
531080.01,2265761.01,789.175354004
531080.01,2265861.01,792.508972168
531080.01,2265961.01,782.272888184
531080.01,2266061.01,784.906860352
531080.01,2266161.01,794.039978027
531080.01,2266261.01,802.056213379
531080.01,2266361.01,811.624206543
531080.01,2266461.01,816.781616211
531080.01,2266561.01,819.914367676
531080.01,2266661.01,821.356079102
531080.01,2266761.01,821.578125
531080.01,2266861.01,822.35748291
531080.01,2266961.01,822.9453125
531080.01,2267061.01,822.945861816
531080.01,2267161.01,824.269042969
531080.01,2267261.01,824.883361816
531080.01,2267361.01,824.80871582
531080.01,2267461.01,823.476867676
531080.01,2267561.01,821.939147949
531080.01,2267661.01,820.205993652
531080.01,2267761.01,819.052734375
531080.01,2267861.01,818.005187988
531080.01,2267961.01,-9999
531180.01,2262961.01,785.142089844
531180.01,2263061.01,786.258422852
531180.01,2263161.01,786.263061523
531180.01,2263261.01,783.807250977
531180.01,2263361.01,783.002319336
531180.01,2263461.01,782.375061035
531180.01,2263561.01,781.571411133
531180.01,2263661.01,780.946838379
531180.01,2263761.01,780.61138916
531180.01,2263861.01,779.535095215
531180.01,2263961.01,777.688049316
531180.01,2264061.01,776.432067871
531180.01,2264161.01,776.403747559
531180.01,2264261.01,777.532531738
531180.01,2264361.01,777.739990234
531180.01,2264461.01,777.204589844
531180.01,2264561.01,778.54309082
531180.01,2264661.01,779.292053223
531180.01,2264761.01,778.814453125
531180.01,2264861.01,779.705810547
531180.01,2264961.01,779.680541992
531180.01,2265061.01,781.129272461
531180.01,2265161.01,781.97265625
531180.01,2265261.01,784.828430176
531180.01,2265361.01,786.377502441
531180.01,2265461.01,790.271362305
531180.01,2265561.01,790.952026367
531180.01,2265661.01,790.882873535
531180.01,2265761.01,787.4296875
531180.01,2265861.01,784.348937988
531180.01,2265961.01,783.188232422
531180.01,2266061.01,785.569580078
531180.01,2266161.01,791.256164551
531180.01,2266261.01,799.205078125
531180.01,2266361.01,809.449401855
531180.01,2266461.01,817.479125977
531180.01,2266561.01,820.786743164
531180.01,2266661.01,822.612854004
531180.01,2266761.01,823.056396484
531180.01,2266861.01,823.928710938
531180.01,2266961.01,823.419555664
531180.01,2267061.01,824.113525391
531180.01,2267161.01,825.44317627
531180.01,2267261.01,826.399902344
531180.01,2267361.01,825.730407715
531180.01,2267461.01,823.771118164
531180.01,2267561.01,822.399169922
531180.01,2267661.01,819.863525391
531180.01,2267761.01,816.519287109
531180.01,2267861.01,812.985290527
531180.01,2267961.01,809.828979492
531280.01,2262861.01,785.369873047
531280.01,2262961.01,785.974243164
