"X","Y","H80_r3a (Depth)"
538280.01,2270461.01,1120.659912109
538280.01,2270561.01,1120.171020508
538280.01,2270661.01,1119.971435547
538280.01,2270761.01,1122.5390625
538280.01,2270861.01,1122.020751953
538280.01,2270961.01,1123.235717773
538280.01,2271061.01,-9999
538280.01,2271161.01,-9999
538280.01,2271261.01,-9999
538280.01,2271361.01,-9999
538280.01,2271461.01,-9999
538280.01,2271561.01,-9999
538280.01,2271661.01,-9999
538280.01,2271761.01,-9999
538380.01,2262761.01,-9999
538380.01,2262861.01,1125.616821289
538380.01,2262961.01,1126.969848633
538380.01,2263061.01,1125.51940918
538380.01,2263161.01,1122.564208984
538380.01,2263261.01,1123.290527344
538380.01,2263361.01,1120.793945313
538380.01,2263461.01,1121.159057617
538380.01,2263561.01,1123.177856445
538380.01,2263661.01,1123.004882813
538380.01,2263761.01,1121.600830078
538380.01,2263861.01,1120.585205078
538380.01,2263961.01,1120.189575195
538380.01,2264061.01,1119.996826172
538380.01,2264161.01,1119.473999023
538380.01,2264261.01,1111.604614258
538380.01,2264361.01,1126.272705078
538380.01,2264461.01,1125.93371582
538380.01,2264561.01,1125.341308594
538380.01,2264661.01,1125.555786133
538380.01,2264761.01,1113.440673828
538380.01,2264861.01,1113.440673828
538380.01,2264961.01,1113.440673828
538380.01,2265061.01,1111.16015625
538380.01,2265161.01,1097.635864258
538380.01,2265261.01,1104.547241211
538380.01,2265361.01,1101.112792969
538380.01,2265461.01,1097.931518555
538380.01,2265561.01,1095.725341797
538380.01,2265661.01,1090.973999023
538380.01,2265761.01,1089.65625
538380.01,2265861.01,1086.423217773
538380.01,2265961.01,1083.614013672
538380.01,2266061.01,1081.319335938
538380.01,2266161.01,1074.223510742
538380.01,2266261.01,1065.358154297
538380.01,2266361.01,1059.425170898
538380.01,2266461.01,1057.706787109
538380.01,2266561.01,1060.380371094
538380.01,2266661.01,1096.440429688
538380.01,2266761.01,1095.428100586
538380.01,2266861.01,1094.756958008
538380.01,2266961.01,1097.698120117
538380.01,2267061.01,1102.736328125
538380.01,2267161.01,1109.863769531
538380.01,2267261.01,1116.069335938
538380.01,2267361.01,1118.197509766
538380.01,2267461.01,1122.116699219
538380.01,2267561.01,1123.659545898
538380.01,2267661.01,1101.574707031
538380.01,2267761.01,1103.583129883
538380.01,2267861.01,1102.020141602
538380.01,2267961.01,1099.693847656
538380.01,2268061.01,1098.704101563
538380.01,2268161.01,1105.378173828
538380.01,2268261.01,1110.422973633
538380.01,2268361.01,1115.244506836
538380.01,2268461.01,1118.511230469
538380.01,2268561.01,1117.314575195
538380.01,2268661.01,1116.653808594
538380.01,2268761.01,1118.027709961
538380.01,2268861.01,1118.598999023
538380.01,2268961.01,1118.06237793
538380.01,2269061.01,1118.674804688
538380.01,2269161.01,1117.844482422
538380.01,2269261.01,1116.532470703
538380.01,2269361.01,1114.973022461
538380.01,2269461.01,1109.208374023
538380.01,2269561.01,1107.859863281
538380.01,2269661.01,1111.093139648
538380.01,2269761.01,1113.887939453
538380.01,2269861.01,1116.387451172
538380.01,2269961.01,1117.220947266
538380.01,2270061.01,1119.131103516
538380.01,2270161.01,1121.551391602
538380.01,2270261.01,1122.455322266
538380.01,2270361.01,1122.789794922
538380.01,2270461.01,1122.472412109
538380.01,2270561.01,1122.436645508
538380.01,2270661.01,1121.749511719
538380.01,2270761.01,1121.52734375
538380.01,2270861.01,1122.559326172
538380.01,2270961.01,-9999
538380.01,2271061.01,-9999
538380.01,2271161.01,-9999
538380.01,2271261.01,-9999
538380.01,2271361.01,-9999
538380.01,2271461.01,-9999
538380.01,2271561.01,-9999
538380.01,2271661.01,-9999
538480.01,2262861.01,-9999
538480.01,2262961.01,1128.395141602
538480.01,2263061.01,1131.465698242
538480.01,2263161.01,1130.384765625
538480.01,2263261.01,1130.192504883
538480.01,2263361.01,1128.305908203
538480.01,2263461.01,1125.520874023
538480.01,2263561.01,1126.214477539
538480.01,2263661.01,1125.936767578
538480.01,2263761.01,1123.564453125
538480.01,2263861.01,1122.57824707
538480.01,2263961.01,1119.294189453
538480.01,2264061.01,1117.820068359
538480.01,2264161.01,1117.395385742
538480.01,2264261.01,1118.246948242
538480.01,2264361.01,1104.276489258
538480.01,2264461.01,1104.276489258
538480.01,2264561.01,1122.755737305
538480.01,2264661.01,1120.838745117
538480.01,2264761.01,1118.752075195
538480.01,2264861.01,1117.196289063
538480.01,2264961.01,1113.440673828
538480.01,2265061.01,1112.190429688
538480.01,2265161.01,1110.356079102
538480.01,2265261.01,1089.348876953
538480.01,2265361.01,1102.588378906
538480.01,2265461.01,1101.162231445
538480.01,2265561.01,1098.452514648
538480.01,2265661.01,1095.645019531
538480.01,2265761.01,1094.147827148
538480.01,2265861.01,1089.505249023
538480.01,2265961.01,1085.968505859
538480.01,2266061.01,1084.187255859
538480.01,2266161.01,1077.264160156
538480.01,2266261.01,1068.221313477
538480.01,2266361.01,1064.067016602
538480.01,2266461.01,1058.571533203
538480.01,2266561.01,1095.085571289
538480.01,2266661.01,1094.705078125
538480.01,2266761.01,1091.908935547
538480.01,2266861.01,1093.240234375
538480.01,2266961.01,1099.026245117
538480.01,2267061.01,1104.056030273
538480.01,2267161.01,1111.156738281
538480.01,2267261.01,1115.694702148
538480.01,2267361.01,1118.118041992
538480.01,2267461.01,1121.71105957
538480.01,2267561.01,1124.737548828
538480.01,2267661.01,1092.821289063
538480.01,2267761.01,1099.45715332
538480.01,2267861.01,1099.762817383
538480.01,2267961.01,1098.478393555
538480.01,2268061.01,1102.181030273
538480.01,2268161.01,1108.003417969
538480.01,2268261.01,1111.612670898
538480.01,2268361.01,1115.961669922
538480.01,2268461.01,1117.714355469
538480.01,2268561.01,1116.473388672
538480.01,2268661.01,1115.319458008
538480.01,2268761.01,1115.488769531
538480.01,2268861.01,1116.869262695
538480.01,2268961.01,1115.636108398
538480.01,2269061.01,1115.002075195
538480.01,2269161.01,1114.209472656
538480.01,2269261.01,1113.770019531
538480.01,2269361.01,1112.932617188
538480.01,2269461.01,1109.811279297
538480.01,2269561.01,1109.85559082
538480.01,2269661.01,1111.979492188
538480.01,2269761.01,1114.865722656
538480.01,2269861.01,1117.267822266
538480.01,2269961.01,1119.111083984
538480.01,2270061.01,1120.944580078
538480.01,2270161.01,1122.841918945
538480.01,2270261.01,1124.104492188
538480.01,2270361.01,1123.149414063
538480.01,2270461.01,1120.210571289
538480.01,2270561.01,1118.047729492
538480.01,2270661.01,1120.387329102
538480.01,2270761.01,1121.306518555
538480.01,2270861.01,-9999
538480.01,2270961.01,-9999
538480.01,2271061.01,-9999
538480.01,2271161.01,-9999
538480.01,2271261.01,-9999
538480.01,2271361.01,-9999
538480.01,2271461.01,-9999
538480.01,2271561.01,-9999
538480.01,2271661.01,-9999
538580.01,2262861.01,-9999
538580.01,2262961.01,1132.04296875
538580.01,2263061.01,1137.047119141
538580.01,2263161.01,1137.799804688
538580.01,2263261.01,1136.253662109
538580.01,2263361.01,1134.459594727
538580.01,2263461.01,1134.977539063
538580.01,2263561.01,1133.953369141
538580.01,2263661.01,1132.856933594
538580.01,2263761.01,1128.313354492
538580.01,2263861.01,1125.489013672
538580.01,2263961.01,1120.316162109
538580.01,2264061.01,1116.995849609
538580.01,2264161.01,1115.355957031
538580.01,2264261.01,1113.91015625
538580.01,2264361.01,1112.485473633
538580.01,2264461.01,1112.23046875
538580.01,2264561.01,1098.804443359
538580.01,2264661.01,1096.264038086
538580.01,2264761.01,1112.881835938
538580.01,2264861.01,1108.606201172
538580.01,2264961.01,1106.544799805
538580.01,2265061.01,1104.047119141
538580.01,2265161.01,1102.735839844
538580.01,2265261.01,1108.26184082
538580.01,2265361.01,1104.850708008
538580.01,2265461.01,1102.172485352
538580.01,2265561.01,1099.029785156
538580.01,2265661.01,1097.317382813
538580.01,2265761.01,1096.171264648
538580.01,2265861.01,1092.068481445
538580.01,2265961.01,1088.760375977
538580.01,2266061.01,1086.730224609
538580.01,2266161.01,1076.867553711
538580.01,2266261.01,1067.864135742
538580.01,2266361.01,1062.770751953
538580.01,2266461.01,1059.200561523
538580.01,2266561.01,1095.674072266
538580.01,2266661.01,1095.077636719
538580.01,2266761.01,1091.733154297
538580.01,2266861.01,1095.919433594
538580.01,2266961.01,1100.698974609
538580.01,2267061.01,1107.161621094
538580.01,2267161.01,1114.568969727
538580.01,2267261.01,1120.857299805
538580.01,2267361.01,1123.228027344
538580.01,2267461.01,1122.770629883
538580.01,2267561.01,1125.285766602
538580.01,2267661.01,1091.323242188
538580.01,2267761.01,1094.881591797
538580.01,2267861.01,1098.301391602
538580.01,2267961.01,1098.257202148
538580.01,2268061.01,1104.511108398
538580.01,2268161.01,1110.895996094
538580.01,2268261.01,1113.462402344
538580.01,2268361.01,1117.255249023
538580.01,2268461.01,1118.629882813
538580.01,2268561.01,1117.882080078
538580.01,2268661.01,1115.556274414
538580.01,2268761.01,1114.291259766
538580.01,2268861.01,1113.553466797
538580.01,2268961.01,1113.419921875
538580.01,2269061.01,1112.522216797
538580.01,2269161.01,1113.284912109
538580.01,2269261.01,1113.067749023
538580.01,2269361.01,1111.963867188
538580.01,2269461.01,1110.469116211
538580.01,2269561.01,1111.433349609
538580.01,2269661.01,1113.426757813
538580.01,2269761.01,1116.243530273
538580.01,2269861.01,1118.571411133
538580.01,2269961.01,1121.497192383
538580.01,2270061.01,1124.642700195
538580.01,2270161.01,1125.836303711
538580.01,2270261.01,1125.778442383
538580.01,2270361.01,1125.687133789
538580.01,2270461.01,1123.339233398
538580.01,2270561.01,1116.364624023
538580.01,2270661.01,-9999
538580.01,2270761.01,-9999
538580.01,2270861.01,-9999
538580.01,2270961.01,-9999
538580.01,2271061.01,-9999
538580.01,2271161.01,-9999
538580.01,2271261.01,-9999
538580.01,2271361.01,-9999
538580.01,2271461.01,-9999
538580.01,2271561.01,-9999
538680.01,2262961.01,-9999
538680.01,2263061.01,1138.994384766
538680.01,2263161.01,1139.542602539
538680.01,2263261.01,1139.112792969
538680.01,2263361.01,1140.73828125
538680.01,2263461.01,1140.532958984
538680.01,2263561.01,1139.649169922
538680.01,2263661.01,1138.388183594
538680.01,2263761.01,1133.407104492
538680.01,2263861.01,1128.057373047
538680.01,2263961.01,1124.404174805
538680.01,2264061.01,1118.53894043
538680.01,2264161.01,1115.38269043
538680.01,2264261.01,1110.441772461
538680.01,2264361.01,1105.732788086
538680.01,2264461.01,1102.738647461
538680.01,2264561.01,1111.102539063
538680.01,2264661.01,1096.264038086
538680.01,2264761.01,1096.264038086
538680.01,2264861.01,1090.871826172
538680.01,2264961.01,1099.710449219
538680.01,2265061.01,1101.762329102
538680.01,2265161.01,1089.348876953
538680.01,2265261.01,1089.348876953
538680.01,2265361.01,1088.352661133
538680.01,2265461.01,1086.457641602
538680.01,2265561.01,1099.425048828
538680.01,2265661.01,1097.492797852
538680.01,2265761.01,1096.823730469
538680.01,2265861.01,1094.686279297
538680.01,2265961.01,1090.76965332
538680.01,2266061.01,1095.514038086
538680.01,2266161.01,1072.699829102
538680.01,2266261.01,1064.843261719
538680.01,2266361.01,1064.96875
538680.01,2266461.01,1097.05847168
538680.01,2266561.01,1096.285888672
538680.01,2266661.01,1094.405761719
538680.01,2266761.01,1092.951416016
538680.01,2266861.01,1097.15612793
538680.01,2266961.01,1102.512329102
538680.01,2267061.01,1109.555786133
538680.01,2267161.01,1116.562988281
538680.01,2267261.01,1123.198852539
538680.01,2267361.01,1124.96105957
538680.01,2267461.01,1124.947509766
538680.01,2267561.01,1125.285766602
538680.01,2267661.01,1125.285766602
538680.01,2267761.01,1091.323242188
538680.01,2267861.01,1095.593383789
538680.01,2267961.01,1097.869995117
538680.01,2268061.01,1105.814575195
538680.01,2268161.01,1109.857421875
538680.01,2268261.01,1112.400146484
538680.01,2268361.01,1116.133300781
538680.01,2268461.01,1118.763549805
538680.01,2268561.01,1117.106323242
538680.01,2268661.01,1114.374389648
538680.01,2268761.01,1111.304443359
538680.01,2268861.01,1108.750854492
538680.01,2268961.01,1107.776611328
538680.01,2269061.01,1108.760009766
538680.01,2269161.01,1110.67565918
538680.01,2269261.01,1111.817260742
538680.01,2269361.01,1109.615600586
538680.01,2269461.01,1109.915039063
538680.01,2269561.01,1111.065307617
538680.01,2269661.01,1113.489501953
538680.01,2269761.01,1116.309082031
538680.01,2269861.01,1119.659423828
538680.01,2269961.01,1123.169677734
538680.01,2270061.01,1126.033935547
538680.01,2270161.01,1128.564575195
538680.01,2270261.01,1131.252075195
538680.01,2270361.01,1131.015258789
538680.01,2270461.01,1131.672607422
538680.01,2270561.01,-9999
538680.01,2270661.01,-9999
538680.01,2270761.01,-9999
538680.01,2270861.01,-9999
538680.01,2270961.01,-9999
538680.01,2271061.01,-9999
538680.01,2271161.01,-9999
538680.01,2271261.01,-9999
538680.01,2271361.01,-9999
538680.01,2271461.01,-9999
538680.01,2271561.01,-9999
538780.01,2262961.01,-9999
538780.01,2263061.01,-9999
538780.01,2263161.01,1142.170043945
538780.01,2263261.01,1143.491210938
538780.01,2263361.01,1143.075927734
538780.01,2263461.01,1143.005371094
538780.01,2263561.01,1141.242675781
538780.01,2263661.01,1140.59753418
538780.01,2263761.01,1136.446166992
538780.01,2263861.01,1132.043334961
538780.01,2263961.01,1126.436767578
538780.01,2264061.01,1123.091186523
538780.01,2264161.01,1115.87097168
538780.01,2264261.01,1109.861694336
538780.01,2264361.01,1104.334472656
538780.01,2264461.01,1104.431640625
538780.01,2264561.01,1107.786621094
538780.01,2264661.01,1107.765258789
538780.01,2264761.01,1106.612060547
538780.01,2264861.01,1105.048217773
538780.01,2264961.01,1090.871826172
538780.01,2265061.01,1090.313354492
538780.01,2265161.01,1089.348876953
538780.01,2265261.01,1088.736572266
538780.01,2265361.01,1087.994628906
538780.01,2265461.01,1085.392089844
538780.01,2265561.01,1096.823730469
538780.01,2265661.01,1095.520019531
538780.01,2265761.01,1080.21105957
538780.01,2265861.01,1092.121948242
538780.01,2265961.01,1096.005493164
538780.01,2266061.01,1075.228881836
538780.01,2266161.01,1072.788085938
538780.01,2266261.01,1068.284667969
538780.01,2266361.01,1099.900146484
538780.01,2266461.01,1097.635620117
538780.01,2266561.01,1095.590332031
538780.01,2266661.01,1095.665039063
538780.01,2266761.01,1099.938354492
538780.01,2266861.01,1105.214111328
538780.01,2266961.01,1109.224731445
538780.01,2267061.01,1114.849243164
538780.01,2267161.01,1120.739990234
538780.01,2267261.01,1123.980102539
538780.01,2267361.01,1125.075073242
538780.01,2267461.01,1125.313598633
538780.01,2267561.01,1125.285766602
538780.01,2267661.01,1091.323242188
538780.01,2267761.01,1105.030151367
538780.01,2267861.01,1093.037841797
538780.01,2267961.01,1097.77355957
538780.01,2268061.01,1103.556884766
538780.01,2268161.01,1108.703735352
538780.01,2268261.01,1110.611694336
538780.01,2268361.01,1114.215820313
538780.01,2268461.01,1117.554931641
538780.01,2268561.01,1116.359741211
538780.01,2268661.01,1113.874755859
538780.01,2268761.01,1110.138061523
538780.01,2268861.01,1106.984985352
538780.01,2268961.01,1105.052368164
538780.01,2269061.01,1105.549194336
538780.01,2269161.01,1106.605712891
538780.01,2269261.01,1107.048095703
538780.01,2269361.01,1106.801757813
538780.01,2269461.01,1107.27734375
538780.01,2269561.01,1110.568603516
538780.01,2269661.01,1113.674316406
538780.01,2269761.01,1117.123535156
538780.01,2269861.01,1119.25769043
538780.01,2269961.01,1122.325317383
538780.01,2270061.01,1125.586303711
538780.01,2270161.01,1128.541748047
538780.01,2270261.01,1133.721923828
538780.01,2270361.01,1137.57019043
538780.01,2270461.01,1138.387329102
538780.01,2270561.01,1137.305419922
538780.01,2270661.01,-9999
538780.01,2270761.01,-9999
538780.01,2270861.01,-9999
538780.01,2270961.01,-9999
538780.01,2271061.01,-9999
538780.01,2271161.01,-9999
538780.01,2271261.01,-9999
538780.01,2271361.01,-9999
538780.01,2271461.01,-9999
538880.01,2263061.01,-9999
538880.01,2263161.01,-9999
538880.01,2263261.01,1145.641113281
538880.01,2263361.01,1145.781494141
538880.01,2263461.01,1145.296386719
538880.01,2263561.01,1143.555053711
538880.01,2263661.01,1141.807861328
538880.01,2263761.01,1139.663330078
538880.01,2263861.01,1135.453735352
538880.01,2263961.01,1129.919555664
538880.01,2264061.01,1126.631469727
538880.01,2264161.01,1120.776855469
538880.01,2264261.01,1116.404296875
538880.01,2264361.01,1109.643066406
538880.01,2264461.01,1106.227416992
538880.01,2264561.01,1105.577636719
538880.01,2264661.01,1101.737304688
538880.01,2264761.01,1096.784790039
538880.01,2264861.01,1092.840332031
538880.01,2264961.01,1090.871826172
538880.01,2265061.01,1090.871826172
538880.01,2265161.01,1090.149414063
538880.01,2265261.01,1088.849121094
538880.01,2265361.01,1088.425170898
538880.01,2265461.01,1087.878540039
538880.01,2265561.01,1091.736694336
538880.01,2265661.01,1090.29699707
538880.01,2265761.01,1089.113037109
538880.01,2265861.01,1078.813964844
538880.01,2265961.01,1076.685302734
538880.01,2266061.01,1075.228881836
538880.01,2266161.01,1099.900146484
538880.01,2266261.01,1099.900146484
538880.01,2266361.01,1099.900146484
538880.01,2266461.01,1099.900146484
538880.01,2266561.01,1093.11328125
538880.01,2266661.01,1093.618652344
538880.01,2266761.01,1102.793457031
538880.01,2266861.01,1108.018554688
538880.01,2266961.01,1111.627563477
538880.01,2267061.01,1117.576660156
538880.01,2267161.01,1122.32409668
538880.01,2267261.01,1124.28137207
538880.01,2267361.01,1125.205078125
538880.01,2267461.01,1125.285766602
538880.01,2267561.01,1125.285766602
538880.01,2267661.01,1091.323242188
538880.01,2267761.01,1106.765014648
538880.01,2267861.01,1092.115112305
538880.01,2267961.01,1093.040405273
538880.01,2268061.01,1096.934448242
538880.01,2268161.01,1102.731323242
538880.01,2268261.01,1109.41003418
538880.01,2268361.01,1113.850830078
538880.01,2268461.01,1115.457275391
538880.01,2268561.01,1114.323852539
538880.01,2268661.01,1112.127685547
538880.01,2268761.01,1108.132324219
538880.01,2268861.01,1106.069946289
538880.01,2268961.01,1105.284790039
538880.01,2269061.01,1104.732788086
538880.01,2269161.01,1104.509399414
538880.01,2269261.01,1104.543457031
538880.01,2269361.01,1106.579589844
538880.01,2269461.01,1108.239501953
538880.01,2269561.01,1110.654785156
538880.01,2269661.01,1115.076416016
538880.01,2269761.01,1117.260498047
538880.01,2269861.01,1120.834594727
538880.01,2269961.01,1123.184936523
538880.01,2270061.01,1124.894287109
538880.01,2270161.01,1130.180541992
538880.01,2270261.01,1134.62121582
538880.01,2270361.01,1139.31652832
538880.01,2270461.01,1139.677612305
538880.01,2270561.01,1135.544677734
538880.01,2270661.01,-9999
538880.01,2270761.01,-9999
538880.01,2270861.01,-9999
538880.01,2270961.01,-9999
538880.01,2271061.01,-9999
538880.01,2271161.01,-9999
538880.01,2271261.01,-9999
538880.01,2271361.01,-9999
538880.01,2271461.01,-9999
538980.01,2263161.01,-9999
538980.01,2263261.01,-9999
538980.01,2263361.01,1147.454711914
538980.01,2263461.01,1147.129638672
538980.01,2263561.01,1146.672119141
538980.01,2263661.01,1143.450805664
538980.01,2263761.01,1142.257568359
538980.01,2263861.01,1139.737426758
538980.01,2263961.01,1137.033081055
538980.01,2264061.01,1135.1953125
538980.01,2264161.01,1128.799072266
538980.01,2264261.01,1122.829711914
538980.01,2264361.01,1122.311035156
538980.01,2264461.01,1103.695800781
538980.01,2264561.01,1104.115966797
538980.01,2264661.01,1101.350097656
538980.01,2264761.01,1097.269165039
538980.01,2264861.01,1093.722167969
538980.01,2264961.01,1091.180175781
538980.01,2265061.01,1092.052612305
538980.01,2265161.01,1092.428344727
538980.01,2265261.01,1091.983886719
538980.01,2265361.01,1092.052490234
538980.01,2265461.01,1090.471191406
538980.01,2265561.01,1090.346313477
538980.01,2265661.01,1088.280639648
538980.01,2265761.01,1082.885498047
538980.01,2265861.01,1080.776000977
538980.01,2265961.01,1078.721923828
538980.01,2266061.01,1076.428344727
538980.01,2266161.01,1075.56652832
538980.01,2266261.01,1099.900146484
538980.01,2266361.01,1099.900146484
538980.01,2266461.01,1094.12097168
538980.01,2266561.01,1094.490600586
538980.01,2266661.01,1097.482910156
538980.01,2266761.01,1103.823120117
538980.01,2266861.01,1106.995849609
538980.01,2266961.01,1111.01940918
538980.01,2267061.01,1116.11315918
538980.01,2267161.01,1121.405883789
538980.01,2267261.01,1123.667114258
538980.01,2267361.01,1124.905029297
538980.01,2267461.01,1125.205078125
538980.01,2267561.01,1125.285766602
538980.01,2267661.01,1091.323242188
538980.01,2267761.01,1091.323242188
538980.01,2267861.01,1092.274780273
538980.01,2267961.01,1092.174804688
538980.01,2268061.01,1095.673339844
538980.01,2268161.01,1103.911987305
538980.01,2268261.01,1109.69519043
538980.01,2268361.01,1112.720092773
538980.01,2268461.01,1112.593261719
538980.01,2268561.01,1112.860107422
538980.01,2268661.01,1111.62878418
538980.01,2268761.01,1109.475585938
538980.01,2268861.01,1106.041870117
538980.01,2268961.01,1103.633544922
538980.01,2269061.01,1101.189941406
538980.01,2269161.01,1100.767578125
538980.01,2269261.01,1102.131103516
538980.01,2269361.01,1106.7578125
538980.01,2269461.01,1108.422607422
538980.01,2269561.01,1112.080078125
538980.01,2269661.01,1115.622192383
538980.01,2269761.01,1117.779052734
538980.01,2269861.01,1121.302856445
538980.01,2269961.01,1124.48815918
538980.01,2270061.01,1127.275878906
538980.01,2270161.01,1131.654907227
538980.01,2270261.01,1135.365966797
538980.01,2270361.01,1139.12512207
538980.01,2270461.01,1139.533447266
538980.01,2270561.01,1129.510498047
538980.01,2270661.01,-9999
538980.01,2270761.01,-9999
538980.01,2270861.01,-9999
538980.01,2270961.01,-9999
538980.01,2271061.01,-9999
538980.01,2271161.01,-9999
538980.01,2271261.01,-9999
538980.01,2271361.01,-9999
538980.01,2271461.01,-9999
539080.01,2263161.01,-9999
539080.01,2263261.01,-9999
539080.01,2263361.01,1148.048583984
539080.01,2263461.01,1148.266967773
539080.01,2263561.01,1148.392578125
539080.01,2263661.01,1147.611206055
539080.01,2263761.01,1145.387817383
539080.01,2263861.01,1144.300292969
539080.01,2263961.01,1144.180419922
539080.01,2264061.01,1142.627441406
539080.01,2264161.01,1137.195068359
539080.01,2264261.01,1131.266357422
539080.01,2264361.01,1103.846435547
539080.01,2264461.01,1102.696777344
539080.01,2264561.01,1102.585205078
539080.01,2264661.01,1099.280761719
539080.01,2264761.01,1097.687988281
539080.01,2264861.01,1093.648925781
539080.01,2264961.01,1090.871826172
539080.01,2265061.01,1091.654418945
539080.01,2265161.01,1091.686401367
539080.01,2265261.01,1092.009887695
539080.01,2265361.01,1092.057495117
539080.01,2265461.01,1090.134887695
539080.01,2265561.01,1088.474243164
539080.01,2265661.01,1086.392089844
539080.01,2265761.01,1082.48815918
539080.01,2265861.01,1079.523681641
539080.01,2265961.01,1078.821166992
539080.01,2266061.01,1079.650756836
539080.01,2266161.01,1093.521850586
539080.01,2266261.01,1092.798217773
539080.01,2266361.01,1093.819824219
539080.01,2266461.01,1096.888427734
539080.01,2266561.01,1097.865600586
539080.01,2266661.01,1101.131225586
539080.01,2266761.01,1106.426391602
539080.01,2266861.01,1109.723876953
539080.01,2266961.01,1112.155761719
539080.01,2267061.01,1114.680297852
539080.01,2267161.01,1116.720947266
539080.01,2267261.01,1121.978637695
539080.01,2267361.01,1124.699829102
539080.01,2267461.01,1125.205078125
539080.01,2267561.01,1089.495239258
539080.01,2267661.01,1089.267089844
539080.01,2267761.01,1091.997314453
539080.01,2267861.01,1094.091186523
539080.01,2267961.01,1094.153076172
539080.01,2268061.01,1096.222290039
539080.01,2268161.01,1100.8984375
539080.01,2268261.01,1109.528564453
539080.01,2268361.01,1111.649047852
539080.01,2268461.01,1111.351074219
539080.01,2268561.01,1111.762695313
539080.01,2268661.01,1111.54699707
539080.01,2268761.01,1110.294799805
539080.01,2268861.01,1108.456298828
539080.01,2268961.01,1104.810058594
539080.01,2269061.01,1103.912963867
539080.01,2269161.01,1102.00769043
539080.01,2269261.01,1100.91015625
539080.01,2269361.01,1106.345947266
539080.01,2269461.01,1108.604125977
539080.01,2269561.01,1112.841918945
539080.01,2269661.01,1115.663208008
539080.01,2269761.01,1117.228027344
539080.01,2269861.01,1120.032592773
539080.01,2269961.01,1124.416870117
539080.01,2270061.01,1127.608032227
539080.01,2270161.01,1132.336669922
539080.01,2270261.01,1134.591064453
539080.01,2270361.01,1135.658813477
539080.01,2270461.01,1131.590698242
539080.01,2270561.01,1124.08605957
539080.01,2270661.01,1123.236206055
539080.01,2270761.01,-9999
539080.01,2270861.01,-9999
539080.01,2270961.01,-9999
539080.01,2271061.01,-9999
539080.01,2271161.01,-9999
539080.01,2271261.01,-9999
539080.01,2271361.01,-9999
539180.01,2263361.01,-9999
539180.01,2263461.01,1149.063476563
539180.01,2263561.01,1148.213378906
539180.01,2263661.01,1147.277099609
539180.01,2263761.01,1146.368530273
539180.01,2263861.01,1145.87109375
539180.01,2263961.01,1145.534423828
539180.01,2264061.01,1116.204711914
539180.01,2264161.01,1110.534667969
539180.01,2264261.01,1134.870239258
539180.01,2264361.01,1122.743041992
539180.01,2264461.01,1122.690063477
539180.01,2264561.01,1122.701416016
539180.01,2264661.01,1122.990478516
539180.01,2264761.01,1124.737304688
539180.01,2264861.01,1107.866333008
539180.01,2264961.01,1112.679077148
539180.01,2265061.01,1125.661254883
539180.01,2265161.01,1091.062011719
539180.01,2265261.01,1090.266967773
539180.01,2265361.01,1087.693725586
539180.01,2265461.01,1086.387084961
539180.01,2265561.01,1084.97668457
539180.01,2265661.01,1085.373291016
539180.01,2265761.01,1083.473999023
539180.01,2265861.01,1082.048095703
539180.01,2265961.01,1083.695678711
539180.01,2266061.01,1086.359985352
539180.01,2266161.01,1096.428833008
539180.01,2266261.01,1096.019042969
539180.01,2266361.01,1093.819824219
539180.01,2266461.01,1098.295166016
539180.01,2266561.01,1099.6484375
539180.01,2266661.01,1105.945556641
539180.01,2266761.01,1111.020751953
539180.01,2266861.01,1113.148193359
539180.01,2266961.01,1114.182739258
539180.01,2267061.01,1115.312866211
539180.01,2267161.01,1114.755981445
539180.01,2267261.01,1116.595825195
539180.01,2267361.01,1124.503417969
539180.01,2267461.01,1124.633666992
539180.01,2267561.01,1124.82043457
539180.01,2267661.01,1088.326416016
539180.01,2267761.01,1088.171020508
539180.01,2267861.01,1093.419677734
539180.01,2267961.01,1092.604614258
539180.01,2268061.01,1094.493530273
539180.01,2268161.01,1100.327026367
539180.01,2268261.01,1107.28918457
539180.01,2268361.01,1109.989868164
539180.01,2268461.01,1111.559448242
539180.01,2268561.01,1113.390136719
539180.01,2268661.01,1113.083251953
539180.01,2268761.01,1111.783691406
539180.01,2268861.01,1111.035522461
539180.01,2268961.01,1107.622070313
539180.01,2269061.01,1106.948730469
539180.01,2269161.01,1104.692382813
539180.01,2269261.01,1101.859619141
539180.01,2269361.01,1103.700927734
539180.01,2269461.01,1107.034912109
539180.01,2269561.01,1112.057739258
539180.01,2269661.01,1115.640625
539180.01,2269761.01,1118.678344727
539180.01,2269861.01,1123.26574707
539180.01,2269961.01,1125.714477539
539180.01,2270061.01,1127.946411133
539180.01,2270161.01,1132.370727539
539180.01,2270261.01,1134.695556641
539180.01,2270361.01,1134.958374023
539180.01,2270461.01,1129.573242188
539180.01,2270561.01,1125.460449219
539180.01,2270661.01,1124.146972656
539180.01,2270761.01,1123.971557617
539180.01,2270861.01,-9999
539180.01,2270961.01,-9999
539180.01,2271061.01,-9999
539180.01,2271161.01,-9999
539180.01,2271261.01,-9999
539280.01,2263461.01,-9999
539280.01,2263561.01,1143.603637695
539280.01,2263661.01,1144.360595703
539280.01,2263761.01,1146.236206055
539280.01,2263861.01,1122.267700195
539280.01,2263961.01,1122.137817383
539280.01,2264061.01,1117.052856445
