"X","Y","H80_r3a (Depth)"
529780.01,2263761.01,1101.923583984
529780.01,2263861.01,1099.532104492
529780.01,2263961.01,1098.950195313
529780.01,2264061.01,1100.462524414
529780.01,2264161.01,1098.393188477
529780.01,2264261.01,1037.06262207
529780.01,2264361.01,1037.06262207
529780.01,2264461.01,1037.067749023
529780.01,2264561.01,1037.731445313
529780.01,2264661.01,1038.64855957
529780.01,2264761.01,1041.037719727
529780.01,2264861.01,1043.705688477
529780.01,2264961.01,1048.547119141
529780.01,2265061.01,1051.301635742
529780.01,2265161.01,1057.967895508
529780.01,2265261.01,1062.723388672
529780.01,2265361.01,1062.14465332
529780.01,2265461.01,1055.772583008
529780.01,2265561.01,1058.254394531
529780.01,2265661.01,1059.172241211
529780.01,2265761.01,1062.989379883
529780.01,2265861.01,1072.411010742
529780.01,2265961.01,1078.226806641
529780.01,2266061.01,1085.350585938
529780.01,2266161.01,1088.842285156
529780.01,2266261.01,1090.932006836
529780.01,2266361.01,1092.393798828
529780.01,2266461.01,1093.179077148
529780.01,2266561.01,1096.601806641
529780.01,2266661.01,1097.823974609
529780.01,2266761.01,1098.866699219
529780.01,2266861.01,1100.220825195
529780.01,2266961.01,1100.75390625
529780.01,2267061.01,1098.702880859
529780.01,2267161.01,1097.843383789
529780.01,2267261.01,-9999
529880.01,2262561.01,-9999
529880.01,2262661.01,-9999
529880.01,2262761.01,1138.452880859
529880.01,2262861.01,1134.766479492
529880.01,2262961.01,1128.340209961
529880.01,2263061.01,1123.018432617
529880.01,2263161.01,1119.338012695
529880.01,2263261.01,1118.552978516
529880.01,2263361.01,1117.740600586
529880.01,2263461.01,1116.05859375
529880.01,2263561.01,1111.305053711
529880.01,2263661.01,1108.042114258
529880.01,2263761.01,1101.250366211
529880.01,2263861.01,1093.268066406
529880.01,2263961.01,1090.447631836
529880.01,2264061.01,1084.157470703
529880.01,2264161.01,1089.408569336
529880.01,2264261.01,1088.780029297
529880.01,2264361.01,1083.777099609
529880.01,2264461.01,1037.235229492
529880.01,2264561.01,1037.235229492
529880.01,2264661.01,1037.561157227
529880.01,2264761.01,1040.843139648
529880.01,2264861.01,1042.381103516
529880.01,2264961.01,1043.284179688
529880.01,2265061.01,1046.04296875
529880.01,2265161.01,1054.894775391
529880.01,2265261.01,1061.643676758
529880.01,2265361.01,1061.980834961
529880.01,2265461.01,1061.987304688
529880.01,2265561.01,1059.995117188
529880.01,2265661.01,1060.549804688
529880.01,2265761.01,1064.8359375
529880.01,2265861.01,1071.795898438
529880.01,2265961.01,1077.595581055
529880.01,2266061.01,1085.172973633
529880.01,2266161.01,1087.029907227
529880.01,2266261.01,1087.591918945
529880.01,2266361.01,1092.385742188
529880.01,2266461.01,1094.878540039
529880.01,2266561.01,1096.326904297
529880.01,2266661.01,1099.689819336
529880.01,2266761.01,1099.022705078
529880.01,2266861.01,1097.890625
529880.01,2266961.01,1098.14855957
529880.01,2267061.01,1098.348022461
529880.01,2267161.01,1097.533569336
529880.01,2267261.01,1096.560913086
529980.01,2262761.01,-9999
529980.01,2262861.01,1131.516967773
529980.01,2262961.01,1122.811767578
529980.01,2263061.01,1121.489990234
529980.01,2263161.01,1120.650268555
529980.01,2263261.01,1117.470336914
529980.01,2263361.01,1115.427246094
529980.01,2263461.01,1113.119506836
529980.01,2263561.01,1108.609130859
529980.01,2263661.01,1104.143920898
529980.01,2263761.01,1100.185302734
529980.01,2263861.01,1093.959960938
529980.01,2263961.01,1083.350708008
529980.01,2264061.01,1077.319946289
529980.01,2264161.01,1077.364868164
529980.01,2264261.01,1081.869262695
529980.01,2264361.01,1088.359008789
529980.01,2264461.01,1089.586669922
529980.01,2264561.01,1058.138183594
529980.01,2264661.01,1037.235229492
529980.01,2264761.01,1038.497680664
529980.01,2264861.01,1040.576660156
529980.01,2264961.01,1042.177978516
529980.01,2265061.01,1043.778564453
529980.01,2265161.01,1049.838500977
529980.01,2265261.01,1055.076049805
529980.01,2265361.01,1062.764038086
529980.01,2265461.01,1066.587402344
529980.01,2265561.01,1059.463867188
529980.01,2265661.01,1062.008544922
529980.01,2265761.01,1066.760131836
529980.01,2265861.01,1072.857055664
529980.01,2265961.01,1079.543212891
529980.01,2266061.01,1086.062133789
529980.01,2266161.01,1088.28894043
529980.01,2266261.01,1090.300170898
529980.01,2266361.01,1092.936035156
529980.01,2266461.01,1095.272949219
529980.01,2266561.01,1096.03137207
529980.01,2266661.01,1097.673339844
529980.01,2266761.01,1097.647827148
529980.01,2266861.01,1097.483886719
529980.01,2266961.01,1097.723266602
529980.01,2267061.01,1096.517456055
529980.01,2267161.01,1094.558837891
529980.01,2267261.01,1092.816650391
529980.01,2267361.01,-9999
530080.01,2262861.01,-9999
530080.01,2262961.01,-9999
530080.01,2263061.01,1121.208740234
530080.01,2263161.01,1120.728637695
530080.01,2263261.01,1114.906616211
530080.01,2263361.01,1111.094116211
530080.01,2263461.01,1106.828613281
530080.01,2263561.01,1102.89465332
530080.01,2263661.01,1101.837402344
530080.01,2263761.01,1099.17175293
530080.01,2263861.01,1094.452148438
530080.01,2263961.01,1090.3515625
530080.01,2264061.01,1083.539794922
530080.01,2264161.01,1074.489868164
530080.01,2264261.01,1072.707641602
530080.01,2264361.01,1081.767333984
530080.01,2264461.01,1089.628295898
530080.01,2264561.01,1090.407958984
530080.01,2264661.01,1090.407958984
530080.01,2264761.01,1061.093017578
530080.01,2264861.01,1040.301757813
530080.01,2264961.01,1042.736572266
530080.01,2265061.01,1044.059326172
530080.01,2265161.01,1050.583129883
530080.01,2265261.01,1051.308349609
530080.01,2265361.01,1062.356567383
530080.01,2265461.01,1068.516723633
530080.01,2265561.01,1060.809326172
530080.01,2265661.01,1063.301513672
530080.01,2265761.01,1067.242553711
530080.01,2265861.01,1073.920288086
530080.01,2265961.01,1081.170654297
530080.01,2266061.01,1086.746826172
530080.01,2266161.01,1092.137573242
530080.01,2266261.01,1093.710449219
530080.01,2266361.01,1095.881103516
530080.01,2266461.01,1096.739746094
530080.01,2266561.01,1097.070678711
530080.01,2266661.01,1097.638183594
530080.01,2266761.01,1098.1171875
530080.01,2266861.01,1098.573120117
530080.01,2266961.01,1097.927734375
530080.01,2267061.01,1094.882324219
530080.01,2267161.01,1094.914428711
530080.01,2267261.01,1093.243164063
530080.01,2267361.01,1092.55871582
530180.01,2263061.01,-9999
530180.01,2263161.01,-9999
530180.01,2263261.01,1114.990722656
530180.01,2263361.01,1108.963989258
530180.01,2263461.01,1106.035644531
530180.01,2263561.01,1103.321166992
530180.01,2263661.01,1105.026733398
530180.01,2263761.01,1101.241821289
530180.01,2263861.01,1095.791748047
530180.01,2263961.01,1093.25390625
530180.01,2264061.01,1086.864624023
530180.01,2264161.01,1081.085571289
530180.01,2264261.01,1081.969360352
530180.01,2264361.01,1079.319824219
530180.01,2264461.01,1083.394897461
530180.01,2264561.01,1088.76550293
530180.01,2264661.01,1090.170288086
530180.01,2264761.01,1090.407958984
530180.01,2264861.01,1090.407958984
530180.01,2264961.01,1090.407958984
530180.01,2265061.01,1044.560058594
530180.01,2265161.01,1045.796386719
530180.01,2265261.01,1049.868896484
530180.01,2265361.01,1057.424194336
530180.01,2265461.01,1069.502563477
530180.01,2265561.01,1068.878173828
530180.01,2265661.01,1067.930664063
530180.01,2265761.01,1070.683959961
530180.01,2265861.01,1075.17175293
530180.01,2265961.01,1080.263061523
530180.01,2266061.01,1086.580810547
530180.01,2266161.01,1089.368286133
530180.01,2266261.01,1095.777832031
530180.01,2266361.01,1098.299682617
530180.01,2266461.01,1098.843505859
530180.01,2266561.01,1098.900878906
530180.01,2266661.01,1099.114013672
530180.01,2266761.01,1099.791137695
530180.01,2266861.01,1100.455932617
530180.01,2266961.01,1099.196533203
530180.01,2267061.01,1095.822143555
530180.01,2267161.01,1095.403442383
530180.01,2267261.01,1094.293212891
530180.01,2267361.01,1092.711547852
530180.01,2267461.01,-9999
530280.01,2263261.01,-9999
530280.01,2263361.01,-9999
530280.01,2263461.01,1105.826538086
530280.01,2263561.01,1107.289428711
530280.01,2263661.01,1106.324829102
530280.01,2263761.01,1101.926879883
530280.01,2263861.01,1096.240966797
530280.01,2263961.01,1093.910766602
530280.01,2264061.01,1088.076049805
530280.01,2264161.01,1086.20324707
530280.01,2264261.01,1086.798706055
530280.01,2264361.01,1086.742919922
530280.01,2264461.01,1087.708251953
530280.01,2264561.01,1089.648803711
530280.01,2264661.01,1090.034790039
530280.01,2264761.01,1090.482177734
530280.01,2264861.01,1090.197998047
530280.01,2264961.01,1090.729736328
530280.01,2265061.01,1092.113891602
530280.01,2265161.01,1045.632080078
530280.01,2265261.01,1045.852539063
530280.01,2265361.01,1051.525390625
530280.01,2265461.01,1059.822631836
530280.01,2265561.01,1063.905151367
530280.01,2265661.01,1069.615844727
530280.01,2265761.01,1073.743652344
530280.01,2265861.01,1077.103881836
530280.01,2265961.01,1080.255737305
530280.01,2266061.01,1086.15612793
530280.01,2266161.01,1090.037109375
530280.01,2266261.01,1095.861694336
530280.01,2266361.01,1098.987548828
530280.01,2266461.01,1099.677490234
530280.01,2266561.01,1099.512695313
530280.01,2266661.01,1099.832519531
530280.01,2266761.01,1099.76171875
530280.01,2266861.01,1098.114257813
530280.01,2266961.01,1097.212280273
530280.01,2267061.01,1095.926879883
530280.01,2267161.01,1095.19909668
530280.01,2267261.01,1095.272705078
530280.01,2267361.01,1092.608520508
530280.01,2267461.01,1091.683227539
530280.01,2267561.01,-9999
530380.01,2263361.01,-9999
530380.01,2263461.01,-9999
530380.01,2263561.01,-9999
530380.01,2263661.01,1104.092773438
530380.01,2263761.01,1100.041870117
530380.01,2263861.01,1095.49621582
530380.01,2263961.01,1093.512207031
530380.01,2264061.01,1090.583129883
530380.01,2264161.01,1089.315551758
530380.01,2264261.01,1090.557861328
530380.01,2264361.01,1090.488647461
530380.01,2264461.01,1093.301269531
530380.01,2264561.01,1093.61315918
530380.01,2264661.01,1091.500244141
530380.01,2264761.01,1088.07421875
530380.01,2264861.01,1089.350708008
530380.01,2264961.01,1090.534667969
530380.01,2265061.01,1093.859375
530380.01,2265161.01,1093.903442383
530380.01,2265261.01,1077.396850586
530380.01,2265361.01,1056.484619141
530380.01,2265461.01,1057.815185547
530380.01,2265561.01,1067.737548828
530380.01,2265661.01,1068.328979492
530380.01,2265761.01,1075.089233398
530380.01,2265861.01,1077.05871582
530380.01,2265961.01,1080.147583008
530380.01,2266061.01,1086.438232422
530380.01,2266161.01,1090.694458008
530380.01,2266261.01,1098.200073242
530380.01,2266361.01,1099.916748047
530380.01,2266461.01,1099.584472656
530380.01,2266561.01,1099.478027344
530380.01,2266661.01,1099.783935547
530380.01,2266761.01,1098.573608398
530380.01,2266861.01,1097.355834961
530380.01,2266961.01,1096.516113281
530380.01,2267061.01,1097.219238281
530380.01,2267161.01,1097.702514648
530380.01,2267261.01,1095.825073242
530380.01,2267361.01,1093.323852539
530380.01,2267461.01,1093.006469727
530380.01,2267561.01,1093.98059082
530480.01,2263561.01,-9999
530480.01,2263661.01,-9999
530480.01,2263761.01,-9999
530480.01,2263861.01,1099.071899414
530480.01,2263961.01,1097.866943359
530480.01,2264061.01,1096.497314453
530480.01,2264161.01,1095.368896484
530480.01,2264261.01,1096.140014648
530480.01,2264361.01,1094.367431641
530480.01,2264461.01,1095.161743164
530480.01,2264561.01,1095.53918457
530480.01,2264661.01,1094.83996582
530480.01,2264761.01,1092.333129883
530480.01,2264861.01,1091.464233398
530480.01,2264961.01,1086.154418945
530480.01,2265061.01,1091.000732422
530480.01,2265161.01,1091.948486328
530480.01,2265261.01,1093.96105957
530480.01,2265361.01,1093.96105957
530480.01,2265461.01,1079.190307617
530480.01,2265561.01,1083.983642578
530480.01,2265661.01,1068.995239258
530480.01,2265761.01,1074.349853516
530480.01,2265861.01,1076.147216797
530480.01,2265961.01,1079.64453125
530480.01,2266061.01,1086.32434082
530480.01,2266161.01,1091.608398438
530480.01,2266261.01,1099.652709961
530480.01,2266361.01,1101.107299805
530480.01,2266461.01,1101.41027832
530480.01,2266561.01,1103.140014648
530480.01,2266661.01,1098.84362793
530480.01,2266761.01,1098.808959961
530480.01,2266861.01,1098.885253906
530480.01,2266961.01,1097.844970703
530480.01,2267061.01,1097.896606445
530480.01,2267161.01,1098.631958008
530480.01,2267261.01,1097.394165039
530480.01,2267361.01,1097.192016602
530480.01,2267461.01,1099.978759766
530480.01,2267561.01,1097.089355469
530480.01,2267661.01,-9999
530580.01,2263461.01,-9999
530580.01,2263561.01,-9999
530580.01,2263661.01,1101.841674805
530580.01,2263761.01,1099.894165039
530580.01,2263861.01,1100.761230469
530580.01,2263961.01,1100.546142578
530580.01,2264061.01,1099.901733398
530580.01,2264161.01,1100.303466797
530580.01,2264261.01,1100.007568359
530580.01,2264361.01,1097.855712891
530580.01,2264461.01,1097.87487793
530580.01,2264561.01,1098.223632813
530580.01,2264661.01,1098.032226563
530580.01,2264761.01,1096.409545898
530580.01,2264861.01,1095.535766602
530580.01,2264961.01,1091.588867188
530580.01,2265061.01,1087.923095703
530580.01,2265161.01,1091.766113281
530580.01,2265261.01,1093.402954102
530580.01,2265361.01,1093.96105957
530580.01,2265461.01,1093.96105957
530580.01,2265561.01,1075.655517578
530580.01,2265661.01,1069.755493164
530580.01,2265761.01,1071.191894531
530580.01,2265861.01,1073.350219727
530580.01,2265961.01,1080.730957031
530580.01,2266061.01,1085.834960938
530580.01,2266161.01,1091.782592773
530580.01,2266261.01,1099.038208008
530580.01,2266361.01,1101.614013672
530580.01,2266461.01,1101.483886719
530580.01,2266561.01,1106.127197266
530580.01,2266661.01,1104.459350586
530580.01,2266761.01,1102.219116211
530580.01,2266861.01,1101.596313477
530580.01,2266961.01,1099.881591797
530580.01,2267061.01,1099.905273438
530580.01,2267161.01,1098.497314453
530580.01,2267261.01,1098.274414063
530580.01,2267361.01,1098.622802734
530580.01,2267461.01,1101.482788086
530580.01,2267561.01,1101.10559082
530580.01,2267661.01,-9999
530680.01,2263361.01,-9999
530680.01,2263461.01,1105.190063477
530680.01,2263561.01,1104.513916016
530680.01,2263661.01,1102.970825195
530680.01,2263761.01,1102.756591797
530680.01,2263861.01,1102.758666992
530680.01,2263961.01,1101.907714844
530680.01,2264061.01,1101.520263672
530680.01,2264161.01,1103.102783203
530680.01,2264261.01,1102.823242188
530680.01,2264361.01,1100.50390625
530680.01,2264461.01,1098.983032227
530680.01,2264561.01,1097.089599609
530680.01,2264661.01,1096.286499023
530680.01,2264761.01,1096.514038086
530680.01,2264861.01,1097.030029297
530680.01,2264961.01,1097.624023438
530680.01,2265061.01,1096.172241211
530680.01,2265161.01,1096.09362793
530680.01,2265261.01,1094.258056641
530680.01,2265361.01,1093.365478516
530680.01,2265461.01,1093.991210938
530680.01,2265561.01,1094.320678711
530680.01,2265661.01,1069.851318359
530680.01,2265761.01,1070.078369141
530680.01,2265861.01,1072.553100586
530680.01,2265961.01,1081.433959961
530680.01,2266061.01,1085.000732422
530680.01,2266161.01,1092.971679688
530680.01,2266261.01,1100.843994141
530680.01,2266361.01,1101.720092773
530680.01,2266461.01,1100.537963867
530680.01,2266561.01,1104.573730469
530680.01,2266661.01,1108.059570313
530680.01,2266761.01,1106.360595703
530680.01,2266861.01,1103.125244141
530680.01,2266961.01,1104.243408203
530680.01,2267061.01,1104.205200195
530680.01,2267161.01,1101.147338867
530680.01,2267261.01,1102.317138672
530680.01,2267361.01,1103.879150391
530680.01,2267461.01,1104.638549805
530680.01,2267561.01,1101.855102539
530680.01,2267661.01,1100.930908203
530680.01,2267761.01,-9999
530780.01,2263261.01,-9999
530780.01,2263361.01,-9999
530780.01,2263461.01,1107.582885742
530780.01,2263561.01,1105.934082031
530780.01,2263661.01,1104.26574707
530780.01,2263761.01,1104.176269531
530780.01,2263861.01,1103.909301758
530780.01,2263961.01,1104.829223633
530780.01,2264061.01,1106.009887695
530780.01,2264161.01,1107.005004883
530780.01,2264261.01,1106.001708984
530780.01,2264361.01,1102.227905273
530780.01,2264461.01,1100.919067383
530780.01,2264561.01,1097.249023438
530780.01,2264661.01,1095.578491211
530780.01,2264761.01,1095.850463867
530780.01,2264861.01,1098.447753906
530780.01,2264961.01,1101.483154297
530780.01,2265061.01,1102.617431641
530780.01,2265161.01,1102.693725586
530780.01,2265261.01,1098.720092773
530780.01,2265361.01,1092.080444336
530780.01,2265461.01,1089.828857422
530780.01,2265561.01,1093.432373047
530780.01,2265661.01,1070.658203125
530780.01,2265761.01,1069.804931641
530780.01,2265861.01,1071.378417969
530780.01,2265961.01,1078.779052734
530780.01,2266061.01,1084.016235352
530780.01,2266161.01,1094.417358398
530780.01,2266261.01,1101.041503906
530780.01,2266361.01,1102.216430664
530780.01,2266461.01,1104.051147461
530780.01,2266561.01,1106.698120117
530780.01,2266661.01,1109.190795898
530780.01,2266761.01,1112.112060547
530780.01,2266861.01,1109.031005859
530780.01,2266961.01,1107.522705078
530780.01,2267061.01,1106.806274414
530780.01,2267161.01,1104.751464844
530780.01,2267261.01,1104.215087891
530780.01,2267361.01,1107.06237793
530780.01,2267461.01,1108.865112305
530780.01,2267561.01,1105.146972656
530780.01,2267661.01,1103.310180664
530780.01,2267761.01,1103.439941406
530880.01,2263161.01,-9999
530880.01,2263261.01,1110.467529297
530880.01,2263361.01,1108.727416992
530880.01,2263461.01,1107.839477539
530880.01,2263561.01,1106.780761719
530880.01,2263661.01,1105.189575195
530880.01,2263761.01,1105.887084961
530880.01,2263861.01,1104.744628906
530880.01,2263961.01,1106.213623047
530880.01,2264061.01,1108.356811523
530880.01,2264161.01,1108.790771484
530880.01,2264261.01,1108.042480469
530880.01,2264361.01,1104.874511719
530880.01,2264461.01,1103.784301758
530880.01,2264561.01,1098.447631836
530880.01,2264661.01,1096.71862793
530880.01,2264761.01,1097.777587891
530880.01,2264861.01,1100.003540039
530880.01,2264961.01,1103.091186523
530880.01,2265061.01,1104.762695313
530880.01,2265161.01,1105.205566406
530880.01,2265261.01,1104.033691406
530880.01,2265361.01,1101.944824219
530880.01,2265461.01,1094.844848633
530880.01,2265561.01,1092.646728516
530880.01,2265661.01,1100.615234375
530880.01,2265761.01,1070.006469727
530880.01,2265861.01,1068.165771484
530880.01,2265961.01,1075.516601563
530880.01,2266061.01,1081.075683594
530880.01,2266161.01,1093.595825195
530880.01,2266261.01,1101.46081543
530880.01,2266361.01,1105.218261719
530880.01,2266461.01,1111.050292969
530880.01,2266561.01,1110.424926758
530880.01,2266661.01,1109.626098633
530880.01,2266761.01,1111.774902344
530880.01,2266861.01,1111.716064453
530880.01,2266961.01,1111.433349609
530880.01,2267061.01,1110.040283203
530880.01,2267161.01,1109.062988281
530880.01,2267261.01,1107.864135742
530880.01,2267361.01,1107.599853516
530880.01,2267461.01,1109.41418457
530880.01,2267561.01,1106.41027832
530880.01,2267661.01,1104.949462891
530880.01,2267761.01,1104.341064453
530880.01,2267861.01,-9999
530980.01,2263061.01,-9999
530980.01,2263161.01,1111.26550293
530980.01,2263261.01,1110.891723633
530980.01,2263361.01,1108.486694336
530980.01,2263461.01,1107.12109375
530980.01,2263561.01,1107.732177734
530980.01,2263661.01,1108.646850586
530980.01,2263761.01,1109.150878906
530980.01,2263861.01,1107.058837891
530980.01,2263961.01,1105.586181641
530980.01,2264061.01,1106.60168457
530980.01,2264161.01,1108.063476563
530980.01,2264261.01,1107.633056641
530980.01,2264361.01,1106.318359375
530980.01,2264461.01,1107.032958984
530980.01,2264561.01,1104.266723633
530980.01,2264661.01,1101.366699219
530980.01,2264761.01,1102.466064453
530980.01,2264861.01,1102.489379883
530980.01,2264961.01,1103.438110352
530980.01,2265061.01,1103.642456055
530980.01,2265161.01,1104.871582031
530980.01,2265261.01,1104.141357422
530980.01,2265361.01,1103.367919922
530980.01,2265461.01,1099.857299805
530980.01,2265561.01,1091.860839844
530980.01,2265661.01,1100.082275391
530980.01,2265761.01,1105.004272461
530980.01,2265861.01,1069.861694336
530980.01,2265961.01,1070.315307617
530980.01,2266061.01,1078.872192383
530980.01,2266161.01,1093.643554688
530980.01,2266261.01,1103.474853516
530980.01,2266361.01,1107.087158203
530980.01,2266461.01,1110.415527344
530980.01,2266561.01,1110.378173828
530980.01,2266661.01,1109.753540039
530980.01,2266761.01,1110.83581543
530980.01,2266861.01,1114.243774414
530980.01,2266961.01,1115.031982422
530980.01,2267061.01,1113.306762695
530980.01,2267161.01,1112.630981445
530980.01,2267261.01,1112.895019531
530980.01,2267361.01,1112.652832031
530980.01,2267461.01,1111.599243164
530980.01,2267561.01,1109.922241211
530980.01,2267661.01,1107.15637207
530980.01,2267761.01,1106.507202148
530980.01,2267861.01,1107.624267578
531080.01,2262961.01,1117.193115234
531080.01,2263061.01,1112.947509766
531080.01,2263161.01,1112.730712891
531080.01,2263261.01,1112.798339844
531080.01,2263361.01,1109.873046875
531080.01,2263461.01,1112.554931641
531080.01,2263561.01,1112.906005859
531080.01,2263661.01,1112.873779297
531080.01,2263761.01,1112.555541992
531080.01,2263861.01,1111.460449219
531080.01,2263961.01,1108.23815918
531080.01,2264061.01,1107.307495117
531080.01,2264161.01,1107.486938477
531080.01,2264261.01,1107.449829102
531080.01,2264361.01,1106.409667969
531080.01,2264461.01,1106.894042969
531080.01,2264561.01,1105.817138672
531080.01,2264661.01,1103.459960938
531080.01,2264761.01,1103.110107422
531080.01,2264861.01,1102.227050781
531080.01,2264961.01,1101.416381836
531080.01,2265061.01,1100.817138672
531080.01,2265161.01,1101.54284668
531080.01,2265261.01,1102.922485352
531080.01,2265361.01,1103.283935547
531080.01,2265461.01,1102.997924805
531080.01,2265561.01,1101.231323242
531080.01,2265661.01,1100.640014648
531080.01,2265761.01,1106.013793945
531080.01,2265861.01,1070.006469727
531080.01,2265961.01,1070.720458984
531080.01,2266061.01,1079.081420898
531080.01,2266161.01,1091.979858398
531080.01,2266261.01,1099.452758789
531080.01,2266361.01,1107.016235352
531080.01,2266461.01,1110.542480469
531080.01,2266561.01,1111.744018555
531080.01,2266661.01,1111.062988281
531080.01,2266761.01,1111.68737793
531080.01,2266861.01,1115.028076172
531080.01,2266961.01,1115.359985352
531080.01,2267061.01,1114.433105469
531080.01,2267161.01,1113.630981445
531080.01,2267261.01,1114.791625977
531080.01,2267361.01,1117.10949707
531080.01,2267461.01,1114.387817383
531080.01,2267561.01,1112.770874023
531080.01,2267661.01,1109.864501953
531080.01,2267761.01,1107.73046875
531080.01,2267861.01,1105.101074219
531080.01,2267961.01,-9999
531180.01,2262961.01,1122.194335938
531180.01,2263061.01,1122.461914063
531180.01,2263161.01,1119.96484375
531180.01,2263261.01,1115.115478516
531180.01,2263361.01,1113.527832031
531180.01,2263461.01,1114.259521484
531180.01,2263561.01,1113.832519531
531180.01,2263661.01,1114.105957031
531180.01,2263761.01,1114.561523438
531180.01,2263861.01,1113.22253418
531180.01,2263961.01,1110.639404297
531180.01,2264061.01,1108.438964844
531180.01,2264161.01,1107.28125
531180.01,2264261.01,1106.958496094
531180.01,2264361.01,1106.768676758
531180.01,2264461.01,1105.150146484
531180.01,2264561.01,1104.887573242
531180.01,2264661.01,1105.275390625
531180.01,2264761.01,1102.719970703
531180.01,2264861.01,1102.768798828
531180.01,2264961.01,1102.200439453
531180.01,2265061.01,1101.155883789
531180.01,2265161.01,1099.168579102
531180.01,2265261.01,1100.271362305
531180.01,2265361.01,1100.778930664
531180.01,2265461.01,1102.847290039
531180.01,2265561.01,1103.823120117
531180.01,2265661.01,1104.198730469
531180.01,2265761.01,1107.175170898
531180.01,2265861.01,1110.669677734
531180.01,2265961.01,1071.57019043
531180.01,2266061.01,1077.454956055
531180.01,2266161.01,1088.526855469
531180.01,2266261.01,1096.264404297
531180.01,2266361.01,1105
531180.01,2266461.01,1110.119873047
531180.01,2266561.01,1112.080810547
531180.01,2266661.01,1111.220581055
531180.01,2266761.01,1112.530761719
531180.01,2266861.01,1114.04699707
531180.01,2266961.01,1113.814819336
531180.01,2267061.01,1115.809692383
531180.01,2267161.01,1114.397827148
531180.01,2267261.01,1114.271972656
531180.01,2267361.01,1118.781982422
531180.01,2267461.01,1115.669311523
531180.01,2267561.01,1111.306518555
531180.01,2267661.01,1108.885498047
531180.01,2267761.01,1102.354370117
531180.01,2267861.01,1097.862426758
531180.01,2267961.01,1093.307739258
531280.01,2262861.01,1121.697143555
531280.01,2262961.01,1122.896606445
531280.01,2263061.01,1122.674804688
531280.01,2263161.01,1121.707641602
531280.01,2263261.01,1117.139404297
531280.01,2263361.01,1114.790771484
531280.01,2263461.01,1113.569335938
531280.01,2263561.01,1112.645996094
531280.01,2263661.01,1111.682983398
531280.01,2263761.01,1110.657714844
531280.01,2263861.01,1110.763671875
531280.01,2263961.01,1109.350341797
531280.01,2264061.01,1108.955444336
531280.01,2264161.01,1109.030273438
531280.01,2264261.01,1108.472167969
531280.01,2264361.01,1107.333129883
531280.01,2264461.01,1104.875
531280.01,2264561.01,1103.999145508
531280.01,2264661.01,1104.722167969
531280.01,2264761.01,1103.597045898
531280.01,2264861.01,1103.422607422
531280.01,2264961.01,1102.38684082
531280.01,2265061.01,1100.096557617
531280.01,2265161.01,1098.098144531
531280.01,2265261.01,1096.974365234
531280.01,2265361.01,1098.274536133
531280.01,2265461.01,1101.007568359
531280.01,2265561.01,1104.57019043
531280.01,2265661.01,1104.245849609
531280.01,2265761.01,1105.956420898
531280.01,2265861.01,1114.934570313
531280.01,2265961.01,1072.697998047
531280.01,2266061.01,1079.451293945
531280.01,2266161.01,1088.739624023
531280.01,2266261.01,1094.225097656
531280.01,2266361.01,1103.831542969
531280.01,2266461.01,1109.253417969
531280.01,2266561.01,1111.039672852
531280.01,2266661.01,1111.092163086
531280.01,2266761.01,1113.521972656
531280.01,2266861.01,1117.917114258
531280.01,2266961.01,1114.638061523
531280.01,2267061.01,1114.58215332
531280.01,2267161.01,1114.340698242
531280.01,2267261.01,1110.311645508
531280.01,2267361.01,1111.989746094
531280.01,2267461.01,1110.251098633
531280.01,2267561.01,1107.774536133
531280.01,2267661.01,1103.599853516
531280.01,2267761.01,1098.736083984
531280.01,2267861.01,1094.779418945
531280.01,2267961.01,1090.739501953
531280.01,2268061.01,-9999
531380.01,2262761.01,1119.437866211
531380.01,2262861.01,1120.997924805
531380.01,2262961.01,1121.316894531
531380.01,2263061.01,1121.010864258
531380.01,2263161.01,1121.193603516
531380.01,2263261.01,1116.643188477
531380.01,2263361.01,1112.004638672
531380.01,2263461.01,1110.1328125
531380.01,2263561.01,1108.001831055
531380.01,2263661.01,1107.515258789
531380.01,2263761.01,1107.395141602
531380.01,2263861.01,1107.766479492
531380.01,2263961.01,1108.530029297
531380.01,2264061.01,1109.787841797
531380.01,2264161.01,1110.222045898
531380.01,2264261.01,1109.368774414
531380.01,2264361.01,1107.428222656
531380.01,2264461.01,1105.21081543
531380.01,2264561.01,1104.181640625
531380.01,2264661.01,1103.595581055
531380.01,2264761.01,1102.800415039
531380.01,2264861.01,1100.465576172
531380.01,2264961.01,1099.61340332
531380.01,2265061.01,1096.235595703
531380.01,2265161.01,1093.717895508
531380.01,2265261.01,1092.452880859
531380.01,2265361.01,1095.080688477
531380.01,2265461.01,1098.310546875
531380.01,2265561.01,1100.049438477
531380.01,2265661.01,1103.629882813
531380.01,2265761.01,1104.923095703
531380.01,2265861.01,1111.67199707
531380.01,2265961.01,1120.107055664
531380.01,2266061.01,1080.849975586
531380.01,2266161.01,1088.679077148
531380.01,2266261.01,1093.113769531
531380.01,2266361.01,1101.029174805
531380.01,2266461.01,1108.911621094
531380.01,2266561.01,1109.680053711
531380.01,2266661.01,1112.690307617
531380.01,2266761.01,1116.225830078
531380.01,2266861.01,1117.750366211
531380.01,2266961.01,1115.020263672
531380.01,2267061.01,1112.137451172
531380.01,2267161.01,1112.07019043
