"X","Y","H70_Arg_lev (Depth)"
536180.01,2266761.01,981.85333252
536180.01,2266861.01,991.387939453
536180.01,2266961.01,997.547302246
536180.01,2267061.01,1007.895507813
536180.01,2267161.01,1013.662719727
536180.01,2267261.01,1017.564758301
536180.01,2267361.01,1025.594604492
536180.01,2267461.01,1031.505615234
536180.01,2267561.01,1034.344116211
536180.01,2267661.01,1034.783081055
536180.01,2267761.01,1035.989868164
536180.01,2267861.01,1038.989135742
536180.01,2267961.01,1044.181274414
536180.01,2268061.01,1050.411621094
536180.01,2268161.01,1057.517333984
536180.01,2268261.01,1061.349365234
536180.01,2268361.01,1063.982543945
536180.01,2268461.01,1063.592285156
536180.01,2268561.01,1061.866455078
536180.01,2268661.01,1058.374145508
536180.01,2268761.01,1058.55847168
536180.01,2268861.01,1042.377807617
536180.01,2268961.01,1043.00390625
536180.01,2269061.01,1042.370849609
536180.01,2269161.01,1042.370849609
536180.01,2269261.01,1042.784179688
536180.01,2269361.01,1045.795288086
536180.01,2269461.01,1044.052368164
536180.01,2269561.01,1041.888549805
536180.01,2269661.01,1038.799194336
536180.01,2269761.01,1038.565307617
536180.01,2269861.01,1038.111206055
536180.01,2269961.01,1036.712524414
536180.01,2270061.01,1036.490112305
536180.01,2270161.01,1036.946289063
536180.01,2270261.01,1035.829223633
536180.01,2270361.01,1033.83203125
536180.01,2270461.01,1032.256347656
536180.01,2270561.01,1033.855957031
536180.01,2270661.01,1034.624145508
536180.01,2270761.01,1037.096801758
536180.01,2270861.01,1028.37121582
536180.01,2270961.01,1033.990844727
536180.01,2271061.01,1034.641479492
536180.01,2271161.01,1037.776245117
536180.01,2271261.01,1040.180786133
536180.01,2271361.01,1043.692871094
536180.01,2271461.01,1048.643310547
536180.01,2271561.01,1052.377929688
536180.01,2271661.01,1055.404541016
536180.01,2271761.01,1052.485229492
536180.01,2271861.01,1048.439086914
536180.01,2271961.01,1049.115722656
536180.01,2272061.01,1052.312988281
536180.01,2272161.01,1058.391479492
536180.01,2272261.01,1062.027709961
536180.01,2272361.01,1064.161254883
536180.01,2272461.01,1065.489135742
536180.01,2272561.01,1067.950073242
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,1072.60949707
536280.01,2261661.01,1070.740600586
536280.01,2261761.01,1067.941772461
536280.01,2261861.01,1066.002685547
536280.01,2261961.01,1062.832519531
536280.01,2262061.01,1056.678588867
536280.01,2262161.01,1051.946655273
536280.01,2262261.01,1043.997070313
536280.01,2262361.01,1040.391845703
536280.01,2262461.01,1041.291137695
536280.01,2262561.01,1039.48828125
536280.01,2262661.01,1037.553955078
536280.01,2262761.01,1034.994018555
536280.01,2262861.01,1030.251464844
536280.01,2262961.01,1026.204467773
536280.01,2263061.01,1022.742431641
536280.01,2263161.01,1021.280212402
536280.01,2263261.01,1019.642456055
536280.01,2263361.01,1018.675231934
536280.01,2263461.01,1017.586669922
536280.01,2263561.01,1015.417175293
536280.01,2263661.01,1013.329650879
536280.01,2263761.01,1012.341125488
536280.01,2263861.01,1004.926940918
536280.01,2263961.01,1009.986816406
536280.01,2264061.01,1010.694213867
536280.01,2264161.01,1008.730407715
536280.01,2264261.01,1005.884460449
536280.01,2264361.01,1001.461791992
536280.01,2264461.01,997.400756836
536280.01,2264561.01,992.441711426
536280.01,2264661.01,989.670959473
536280.01,2264761.01,985.028137207
536280.01,2264861.01,979.637145996
536280.01,2264961.01,976.393310547
536280.01,2265061.01,974.108764648
536280.01,2265161.01,971.43939209
536280.01,2265261.01,967.221008301
536280.01,2265361.01,966.192932129
536280.01,2265461.01,962.242553711
536280.01,2265561.01,961.542236328
536280.01,2265661.01,960.818908691
536280.01,2265761.01,959.922485352
536280.01,2265861.01,961.512207031
536280.01,2265961.01,963.398254395
536280.01,2266061.01,963.621765137
536280.01,2266161.01,965.248962402
536280.01,2266261.01,966.504699707
536280.01,2266361.01,967.385559082
536280.01,2266461.01,972.508483887
536280.01,2266561.01,974.035888672
536280.01,2266661.01,977.030578613
536280.01,2266761.01,984.739196777
536280.01,2266861.01,992.152648926
536280.01,2266961.01,996.833435059
536280.01,2267061.01,1007.715209961
536280.01,2267161.01,1013.651245117
536280.01,2267261.01,1017.981994629
536280.01,2267361.01,1024.464599609
536280.01,2267461.01,1031.368408203
536280.01,2267561.01,1032.826171875
536280.01,2267661.01,1035.069580078
536280.01,2267761.01,1035.823730469
536280.01,2267861.01,1038.862548828
536280.01,2267961.01,1043.233886719
536280.01,2268061.01,1048.817626953
536280.01,2268161.01,1051.794189453
536280.01,2268261.01,1056.589599609
536280.01,2268361.01,1057.723388672
536280.01,2268461.01,1056.570068359
536280.01,2268561.01,1051.068725586
536280.01,2268661.01,1049.071777344
536280.01,2268761.01,1055.791870117
536280.01,2268861.01,1043.67175293
536280.01,2268961.01,1044.028320313
536280.01,2269061.01,1041.882324219
536280.01,2269161.01,1041.506835938
536280.01,2269261.01,1041.333496094
536280.01,2269361.01,1040.961669922
536280.01,2269461.01,1039.409912109
536280.01,2269561.01,1037.472045898
536280.01,2269661.01,1034.475219727
536280.01,2269761.01,1032.879760742
536280.01,2269861.01,1034.619140625
536280.01,2269961.01,1035.977050781
536280.01,2270061.01,1036.249267578
536280.01,2270161.01,1038.182983398
536280.01,2270261.01,1035.614868164
536280.01,2270361.01,1032.2421875
536280.01,2270461.01,1032.459228516
536280.01,2270561.01,1032.592407227
536280.01,2270661.01,1022.781188965
536280.01,2270761.01,1024.256713867
536280.01,2270861.01,1027.887451172
536280.01,2270961.01,1032.32421875
536280.01,2271061.01,1035.264038086
536280.01,2271161.01,1036.776123047
536280.01,2271261.01,1041.43737793
536280.01,2271361.01,1043.984008789
536280.01,2271461.01,1048.103637695
536280.01,2271561.01,1052.400512695
536280.01,2271661.01,1054.947509766
536280.01,2271761.01,1050.134033203
536280.01,2271861.01,1049.371459961
536280.01,2271961.01,1048.512329102
536280.01,2272061.01,1052.713989258
536280.01,2272161.01,1056.869873047
536280.01,2272261.01,1061.402832031
536280.01,2272361.01,1064.065673828
536280.01,2272461.01,1067.292114258
536280.01,2272561.01,1070.036499023
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,1071.849975586
536380.01,2261661.01,1068.129882813
536380.01,2261761.01,1059.122558594
536380.01,2261861.01,1056.294189453
536380.01,2261961.01,1054.341064453
536380.01,2262061.01,1051.095092773
536380.01,2262161.01,1046.828857422
536380.01,2262261.01,1042.445068359
536380.01,2262361.01,1043.298950195
536380.01,2262461.01,1043.924316406
536380.01,2262561.01,1042.719238281
536380.01,2262661.01,1039.138183594
536380.01,2262761.01,1037.387939453
536380.01,2262861.01,1033.111938477
536380.01,2262961.01,1027.500854492
536380.01,2263061.01,1023.375549316
536380.01,2263161.01,1018.758483887
536380.01,2263261.01,1017.518066406
536380.01,2263361.01,1015.827636719
536380.01,2263461.01,1008.682128906
536380.01,2263561.01,1008.356018066
536380.01,2263661.01,1008.312255859
536380.01,2263761.01,1007.705993652
536380.01,2263861.01,1008.539550781
536380.01,2263961.01,1010.741943359
536380.01,2264061.01,1010.819030762
536380.01,2264161.01,1008.894348145
536380.01,2264261.01,1005.622680664
536380.01,2264361.01,1000.749450684
536380.01,2264461.01,996.0546875
536380.01,2264561.01,992.116882324
536380.01,2264661.01,989.618530273
536380.01,2264761.01,984.422912598
536380.01,2264861.01,979.394226074
536380.01,2264961.01,978.487609863
536380.01,2265061.01,975.333129883
536380.01,2265161.01,972.559387207
536380.01,2265261.01,968.391662598
536380.01,2265361.01,967.617004395
536380.01,2265461.01,964.712524414
536380.01,2265561.01,962.801513672
536380.01,2265661.01,963.213256836
536380.01,2265761.01,961.924804688
536380.01,2265861.01,964.532531738
536380.01,2265961.01,966.759643555
536380.01,2266061.01,965.629455566
536380.01,2266161.01,966.78704834
536380.01,2266261.01,967.245910645
536380.01,2266361.01,968.672058105
536380.01,2266461.01,971.580444336
536380.01,2266561.01,972.380737305
536380.01,2266661.01,975.953735352
536380.01,2266761.01,983.477416992
536380.01,2266861.01,989.417480469
536380.01,2266961.01,1000.886901855
536380.01,2267061.01,1009.055786133
536380.01,2267161.01,1015.117736816
536380.01,2267261.01,1019.567749023
536380.01,2267361.01,1026.470336914
536380.01,2267461.01,1034.453125
536380.01,2267561.01,1036.29675293
536380.01,2267661.01,1034.879150391
536380.01,2267761.01,1035.741455078
536380.01,2267861.01,1037.848144531
536380.01,2267961.01,1041.188232422
536380.01,2268061.01,1045.74621582
536380.01,2268161.01,1048.652709961
536380.01,2268261.01,1050.6484375
536380.01,2268361.01,1051.255371094
536380.01,2268461.01,1053.408325195
536380.01,2268561.01,1047.594604492
536380.01,2268661.01,1047.568115234
536380.01,2268761.01,1045.952392578
536380.01,2268861.01,1045.474731445
536380.01,2268961.01,1042.665649414
536380.01,2269061.01,1040.747802734
536380.01,2269161.01,1039.397827148
536380.01,2269261.01,1039.007568359
536380.01,2269361.01,1038.074829102
536380.01,2269461.01,1035.921875
536380.01,2269561.01,1032.528442383
536380.01,2269661.01,1031.032958984
536380.01,2269761.01,1029.930175781
536380.01,2269861.01,1031.719360352
536380.01,2269961.01,1033.719848633
536380.01,2270061.01,1034.151855469
536380.01,2270161.01,1036.210205078
536380.01,2270261.01,1033.758300781
536380.01,2270361.01,1031.680297852
536380.01,2270461.01,1023.405822754
536380.01,2270561.01,1022.15234375
536380.01,2270661.01,1019.302246094
536380.01,2270761.01,1019.691467285
536380.01,2270861.01,1027.539550781
536380.01,2270961.01,1031.23815918
536380.01,2271061.01,1032.015014648
536380.01,2271161.01,1037.595458984
536380.01,2271261.01,1042.956542969
536380.01,2271361.01,1046.496826172
536380.01,2271461.01,1050.836914063
536380.01,2271561.01,1052.574584961
536380.01,2271661.01,1055.222900391
536380.01,2271761.01,1051.724975586
536380.01,2271861.01,1049.285400391
536380.01,2271961.01,1050.586791992
536380.01,2272061.01,1054.889404297
536380.01,2272161.01,1057.732788086
536380.01,2272261.01,1061.258544922
536380.01,2272361.01,1066.581665039
536380.01,2272461.01,1069.887817383
536380.01,2272561.01,1073.574951172
536380.01,2272661.01,1074.12878418
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,1060.587524414
536480.01,2261761.01,1056.976806641
536480.01,2261861.01,1053.630371094
536480.01,2261961.01,1051.759521484
536480.01,2262061.01,1047.926513672
536480.01,2262161.01,1042.8515625
536480.01,2262261.01,1042.747192383
536480.01,2262361.01,1044.736328125
536480.01,2262461.01,1045.944580078
536480.01,2262561.01,1044.609741211
536480.01,2262661.01,1041.794555664
536480.01,2262761.01,1039.86315918
536480.01,2262861.01,1035.516479492
536480.01,2262961.01,1028.372192383
536480.01,2263061.01,1024.6875
536480.01,2263161.01,1018.972106934
536480.01,2263261.01,1015.955627441
536480.01,2263361.01,1014.095703125
536480.01,2263461.01,1010.269592285
536480.01,2263561.01,1008.378173828
536480.01,2263661.01,1007.160217285
536480.01,2263761.01,1007.827758789
536480.01,2263861.01,1007.997436523
536480.01,2263961.01,1008.629699707
536480.01,2264061.01,1008.295715332
536480.01,2264161.01,1006.75994873
536480.01,2264261.01,1003.385131836
536480.01,2264361.01,1000.583984375
536480.01,2264461.01,997.103637695
536480.01,2264561.01,992.600036621
536480.01,2264661.01,990.764526367
536480.01,2264761.01,985.206481934
536480.01,2264861.01,982.488769531
536480.01,2264961.01,979.093139648
536480.01,2265061.01,975.736083984
536480.01,2265161.01,973.760559082
536480.01,2265261.01,972.028564453
536480.01,2265361.01,968.7109375
536480.01,2265461.01,966.458557129
536480.01,2265561.01,965.164794922
536480.01,2265661.01,965.029907227
536480.01,2265761.01,963.593505859
536480.01,2265861.01,965.953613281
536480.01,2265961.01,967.374389648
536480.01,2266061.01,967.681640625
536480.01,2266161.01,968.681152344
536480.01,2266261.01,969.248840332
536480.01,2266361.01,971.59954834
536480.01,2266461.01,974.241210938
536480.01,2266561.01,975.235107422
536480.01,2266661.01,979.069091797
536480.01,2266761.01,985.11529541
536480.01,2266861.01,990.461303711
536480.01,2266961.01,999.536621094
536480.01,2267061.01,1008.255615234
536480.01,2267161.01,1012.182922363
536480.01,2267261.01,1018.181335449
536480.01,2267361.01,1028.490966797
536480.01,2267461.01,1037.283325195
536480.01,2267561.01,1036.07409668
536480.01,2267661.01,1034.785400391
536480.01,2267761.01,1035.991943359
536480.01,2267861.01,1037.150268555
536480.01,2267961.01,1040.218994141
536480.01,2268061.01,1043.744018555
536480.01,2268161.01,1045.707397461
536480.01,2268261.01,1048.815795898
536480.01,2268361.01,1047.755371094
536480.01,2268461.01,1048.399536133
536480.01,2268561.01,1047.314453125
536480.01,2268661.01,1044.486328125
536480.01,2268761.01,1041.863525391
536480.01,2268861.01,1041.170288086
536480.01,2268961.01,1040.078369141
536480.01,2269061.01,1038.243164063
536480.01,2269161.01,1035.281005859
536480.01,2269261.01,1035.606567383
536480.01,2269361.01,1035.48449707
536480.01,2269461.01,1034.811645508
536480.01,2269561.01,1031.075927734
536480.01,2269661.01,1027.037231445
536480.01,2269761.01,1026.443359375
536480.01,2269861.01,1029.194702148
536480.01,2269961.01,1029.145751953
536480.01,2270061.01,1030.879516602
536480.01,2270161.01,1031.745605469
536480.01,2270261.01,1025.801757813
536480.01,2270361.01,1024.432739258
536480.01,2270461.01,1021.006774902
536480.01,2270561.01,1017.649230957
536480.01,2270661.01,1015.79699707
536480.01,2270761.01,1014.861877441
536480.01,2270861.01,1023.620422363
536480.01,2270961.01,1027.372192383
536480.01,2271061.01,1031.09777832
536480.01,2271161.01,1035.913208008
536480.01,2271261.01,1046.677368164
536480.01,2271361.01,1049.086425781
536480.01,2271461.01,1051.34362793
536480.01,2271561.01,1053.362304688
536480.01,2271661.01,1053.874511719
536480.01,2271761.01,1051.111572266
536480.01,2271861.01,1052.655761719
536480.01,2271961.01,1054.404541016
536480.01,2272061.01,1056.161499023
536480.01,2272161.01,1058.845581055
536480.01,2272261.01,1061.358764648
536480.01,2272361.01,1066.181640625
536480.01,2272461.01,1071.400024414
536480.01,2272561.01,1074.562988281
536480.01,2272661.01,1079.119995117
536480.01,2272761.01,-9999
536480.01,2272861.01,-9999
536580.01,2261561.01,-9999
536580.01,2261661.01,-9999
536580.01,2261761.01,1054.828857422
536580.01,2261861.01,1051.79309082
536580.01,2261961.01,1047.503540039
536580.01,2262061.01,1044.453979492
536580.01,2262161.01,1042.841308594
536580.01,2262261.01,1043.389648438
536580.01,2262361.01,1045.982299805
536580.01,2262461.01,1047.426147461
536580.01,2262561.01,1046.311645508
536580.01,2262661.01,1043.38659668
536580.01,2262761.01,1041.463989258
536580.01,2262861.01,1037.279052734
536580.01,2262961.01,1030.693603516
536580.01,2263061.01,1026.079101563
536580.01,2263161.01,1018.769897461
536580.01,2263261.01,1015.268981934
536580.01,2263361.01,1012.215576172
536580.01,2263461.01,1009.093200684
536580.01,2263561.01,1008.342102051
536580.01,2263661.01,1008.315063477
536580.01,2263761.01,1008.116638184
536580.01,2263861.01,1006.664855957
536580.01,2263961.01,1007.048522949
536580.01,2264061.01,1004.623352051
536580.01,2264161.01,1004.442382813
536580.01,2264261.01,1000.990905762
536580.01,2264361.01,998.82043457
536580.01,2264461.01,995.59588623
536580.01,2264561.01,991.842041016
536580.01,2264661.01,989.736877441
536580.01,2264761.01,987.562011719
536580.01,2264861.01,984.81463623
536580.01,2264961.01,981.959594727
536580.01,2265061.01,977.471435547
536580.01,2265161.01,973.690734863
536580.01,2265261.01,971.791259766
536580.01,2265361.01,968.766967773
536580.01,2265461.01,966.820739746
536580.01,2265561.01,965.738708496
536580.01,2265661.01,964.472045898
536580.01,2265761.01,965.844970703
536580.01,2265861.01,966.216918945
536580.01,2265961.01,966.83984375
536580.01,2266061.01,968.313232422
536580.01,2266161.01,969.701660156
536580.01,2266261.01,971.031066895
536580.01,2266361.01,972.971740723
536580.01,2266461.01,977.66784668
536580.01,2266561.01,979.641235352
536580.01,2266661.01,982.493652344
536580.01,2266761.01,987.385009766
536580.01,2266861.01,992.755004883
536580.01,2266961.01,998.914978027
536580.01,2267061.01,1008.798522949
536580.01,2267161.01,1013.27545166
536580.01,2267261.01,1018.341003418
536580.01,2267361.01,1025.729492188
536580.01,2267461.01,1030.498046875
536580.01,2267561.01,1037.314331055
536580.01,2267661.01,1035.099365234
536580.01,2267761.01,1036.072143555
536580.01,2267861.01,1037.686279297
536580.01,2267961.01,1041.175048828
536580.01,2268061.01,1043.388061523
536580.01,2268161.01,1042.706787109
536580.01,2268261.01,1045.044067383
536580.01,2268361.01,1045.437866211
536580.01,2268461.01,1045.779174805
536580.01,2268561.01,1046.918212891
536580.01,2268661.01,1042.303710938
536580.01,2268761.01,1040.95300293
536580.01,2268861.01,1040.193481445
536580.01,2268961.01,1038.759521484
536580.01,2269061.01,1032.168823242
536580.01,2269161.01,1032.747802734
536580.01,2269261.01,1033.337890625
536580.01,2269361.01,1032.572265625
536580.01,2269461.01,1031.541625977
536580.01,2269561.01,1028.076904297
536580.01,2269661.01,1025.061279297
536580.01,2269761.01,1024.8828125
536580.01,2269861.01,1026.793823242
536580.01,2269961.01,1027.864501953
536580.01,2270061.01,1029.380004883
536580.01,2270161.01,1027.171875
536580.01,2270261.01,1024.646118164
536580.01,2270361.01,1020.585144043
536580.01,2270461.01,1019.518676758
536580.01,2270561.01,1018.337463379
536580.01,2270661.01,1019.889282227
536580.01,2270761.01,1021.809143066
536580.01,2270861.01,1027.954345703
536580.01,2270961.01,1030.888793945
536580.01,2271061.01,1033.835205078
536580.01,2271161.01,1039.895629883
536580.01,2271261.01,1042.158935547
536580.01,2271361.01,1049.274047852
536580.01,2271461.01,1052.705810547
536580.01,2271561.01,1052.208007813
536580.01,2271661.01,1050.129882813
536580.01,2271761.01,1051.424316406
536580.01,2271861.01,1054.337402344
536580.01,2271961.01,1058.086425781
536580.01,2272061.01,1059.557739258
536580.01,2272161.01,1061.168334961
536580.01,2272261.01,1063.824584961
536580.01,2272361.01,1066.254150391
536580.01,2272461.01,1070.940185547
536580.01,2272561.01,1074.318969727
536580.01,2272661.01,1078.495117188
536580.01,2272761.01,-9999
536580.01,2272861.01,-9999
536580.01,2272961.01,-9999
536680.01,2261761.01,1051.337036133
536680.01,2261861.01,1050.214477539
536680.01,2261961.01,1045.462402344
536680.01,2262061.01,1044.87890625
536680.01,2262161.01,1044.935424805
536680.01,2262261.01,1046.650878906
536680.01,2262361.01,1047.50769043
536680.01,2262461.01,1048.249023438
536680.01,2262561.01,1046.989990234
536680.01,2262661.01,1045.90637207
536680.01,2262761.01,1042.974609375
536680.01,2262861.01,1038.540039063
536680.01,2262961.01,1029.499023438
536680.01,2263061.01,1025.561767578
536680.01,2263161.01,1018.500976563
536680.01,2263261.01,1013.054504395
536680.01,2263361.01,1010.975219727
536680.01,2263461.01,1009.072937012
536680.01,2263561.01,1009.272644043
536680.01,2263661.01,1008.722717285
536680.01,2263761.01,1008.224914551
536680.01,2263861.01,1007.366516113
536680.01,2263961.01,1007.615112305
536680.01,2264061.01,1006.257202148
536680.01,2264161.01,1004.499328613
536680.01,2264261.01,1001.584350586
536680.01,2264361.01,997.828369141
536680.01,2264461.01,995.174560547
536680.01,2264561.01,993.30871582
536680.01,2264661.01,989.794799805
536680.01,2264761.01,987.836608887
536680.01,2264861.01,986.043518066
536680.01,2264961.01,982.899536133
536680.01,2265061.01,978.719848633
536680.01,2265161.01,974.915161133
536680.01,2265261.01,973.721801758
536680.01,2265361.01,970.320617676
536680.01,2265461.01,968.28918457
536680.01,2265561.01,967.161499023
536680.01,2265661.01,965.592407227
536680.01,2265761.01,964.786621094
536680.01,2265861.01,965.658935547
536680.01,2265961.01,967.891662598
536680.01,2266061.01,970.313049316
536680.01,2266161.01,971.305480957
536680.01,2266261.01,973.153564453
536680.01,2266361.01,976.259460449
536680.01,2266461.01,978.48651123
536680.01,2266561.01,979.052612305
536680.01,2266661.01,980.285949707
536680.01,2266761.01,985.813903809
536680.01,2266861.01,990.944641113
536680.01,2266961.01,999.829284668
536680.01,2267061.01,1008.356079102
536680.01,2267161.01,1006.643737793
536680.01,2267261.01,1009.376586914
536680.01,2267361.01,1019.49822998
536680.01,2267461.01,1026.576660156
536680.01,2267561.01,1036.767456055
536680.01,2267661.01,1034.681518555
536680.01,2267761.01,1032.88659668
536680.01,2267861.01,1036.928222656
536680.01,2267961.01,1037.791259766
536680.01,2268061.01,1038.106689453
536680.01,2268161.01,1038.565063477
536680.01,2268261.01,1041.231201172
536680.01,2268361.01,1042.186157227
536680.01,2268461.01,1043.766357422
536680.01,2268561.01,1041.077880859
536680.01,2268661.01,1039.01940918
536680.01,2268761.01,1037.698364258
536680.01,2268861.01,1036.734619141
536680.01,2268961.01,1034.158691406
536680.01,2269061.01,1031.732055664
536680.01,2269161.01,1031.69934082
536680.01,2269261.01,1033.042602539
536680.01,2269361.01,1032.582275391
536680.01,2269461.01,1030.470092773
536680.01,2269561.01,1028.375244141
536680.01,2269661.01,1028.128417969
536680.01,2269761.01,1027.317260742
536680.01,2269861.01,1027.883056641
536680.01,2269961.01,1027.598999023
536680.01,2270061.01,1026.732299805
536680.01,2270161.01,1025.096313477
536680.01,2270261.01,1022.745910645
536680.01,2270361.01,1022.118591309
536680.01,2270461.01,1020.878845215
536680.01,2270561.01,1021.03717041
536680.01,2270661.01,1024.876220703
536680.01,2270761.01,1033.380371094
536680.01,2270861.01,1036.527099609
536680.01,2270961.01,1038.135009766
536680.01,2271061.01,1041.133544922
536680.01,2271161.01,1044.941162109
536680.01,2271261.01,1048.43762207
536680.01,2271361.01,1051.923339844
536680.01,2271461.01,1051.681030273
536680.01,2271561.01,1048.996459961
536680.01,2271661.01,1047.891967773
536680.01,2271761.01,1049.630371094
536680.01,2271861.01,1052.718994141
536680.01,2271961.01,1057.247680664
536680.01,2272061.01,1062.80480957
536680.01,2272161.01,1065.000976563
536680.01,2272261.01,1066.078979492
536680.01,2272361.01,1066.73815918
536680.01,2272461.01,1071.226928711
536680.01,2272561.01,1074.133056641
536680.01,2272661.01,1078.857666016
536680.01,2272761.01,-9999
536680.01,2272861.01,-9999
536780.01,2261761.01,-9999
536780.01,2261861.01,1050.606567383
536780.01,2261961.01,1046.834594727
536780.01,2262061.01,1048.4453125
536780.01,2262161.01,1049.347900391
536780.01,2262261.01,1050.097412109
536780.01,2262361.01,1050.003540039
536780.01,2262461.01,1048.52331543
536780.01,2262561.01,1046.834106445
536780.01,2262661.01,1045.446777344
536780.01,2262761.01,1042.696411133
536780.01,2262861.01,1037.711914063
536780.01,2262961.01,1033.068969727
536780.01,2263061.01,1025.915405273
536780.01,2263161.01,1019.273132324
536780.01,2263261.01,1014.625
536780.01,2263361.01,1015.126525879
536780.01,2263461.01,1014.056030273
536780.01,2263561.01,1012.61920166
536780.01,2263661.01,1010.032897949
536780.01,2263761.01,1007.935302734
536780.01,2263861.01,1009.411254883
536780.01,2263961.01,1008.048583984
536780.01,2264061.01,1004.981994629
536780.01,2264161.01,1004.344360352
536780.01,2264261.01,1002.032287598
536780.01,2264361.01,997.833679199
536780.01,2264461.01,995.542236328
536780.01,2264561.01,993.731262207
536780.01,2264661.01,990.594909668
536780.01,2264761.01,987.365844727
536780.01,2264861.01,985.100097656
536780.01,2264961.01,981.196777344
536780.01,2265061.01,977.086425781
536780.01,2265161.01,973.385986328
536780.01,2265261.01,970.701416016
536780.01,2265361.01,967.810546875
536780.01,2265461.01,967.56463623
536780.01,2265561.01,965.910522461
536780.01,2265661.01,965.11138916
536780.01,2265761.01,965.29498291
536780.01,2265861.01,965.281066895
536780.01,2265961.01,966.01550293
536780.01,2266061.01,968.639221191
536780.01,2266161.01,969.518859863
536780.01,2266261.01,970.974365234
536780.01,2266361.01,974.520141602
536780.01,2266461.01,977.436340332
536780.01,2266561.01,979.440673828
536780.01,2266661.01,981.274230957
536780.01,2266761.01,986.997009277
536780.01,2266861.01,988.665100098
536780.01,2266961.01,996.962768555
536780.01,2267061.01,1006.014343262
536780.01,2267161.01,1002.797790527
536780.01,2267261.01,1000.026550293
536780.01,2267361.01,1007.530517578
536780.01,2267461.01,1028.512329102
536780.01,2267561.01,1034.757202148
536780.01,2267661.01,1033.592041016
536780.01,2267761.01,1031.425292969
536780.01,2267861.01,1033.059082031
536780.01,2267961.01,1034.261230469
536780.01,2268061.01,1034.944335938
536780.01,2268161.01,1036.534912109
536780.01,2268261.01,1039.169921875
536780.01,2268361.01,1039.692260742
536780.01,2268461.01,1041.651977539
536780.01,2268561.01,1038.286743164
536780.01,2268661.01,1036.564331055
536780.01,2268761.01,1035.460449219
536780.01,2268861.01,1032.061157227
536780.01,2268961.01,1032.235473633
536780.01,2269061.01,1033.016357422
536780.01,2269161.01,1033.931274414
536780.01,2269261.01,1034.000610352
536780.01,2269361.01,1033.134521484
536780.01,2269461.01,1031.237182617
536780.01,2269561.01,1030.662109375
536780.01,2269661.01,1029.92565918
536780.01,2269761.01,1027.111572266
536780.01,2269861.01,1028.556030273
536780.01,2269961.01,1028.748535156
536780.01,2270061.01,1028.879394531
536780.01,2270161.01,1025.204711914
536780.01,2270261.01,1024.033569336
536780.01,2270361.01,1024.635131836
536780.01,2270461.01,1026.355834961
536780.01,2270561.01,1029.307617188
536780.01,2270661.01,1032.397460938
536780.01,2270761.01,1037.999267578
536780.01,2270861.01,1039.249389648
536780.01,2270961.01,1041.675537109
536780.01,2271061.01,1045.024291992
536780.01,2271161.01,1050.750366211
536780.01,2271261.01,1053.170043945
536780.01,2271361.01,1056.864624023
536780.01,2271461.01,1053.806152344
536780.01,2271561.01,1052.442016602
536780.01,2271661.01,1046.742431641
536780.01,2271761.01,1048.581054688
536780.01,2271861.01,1051.114868164
536780.01,2271961.01,1058.125854492
536780.01,2272061.01,1063.014526367
536780.01,2272161.01,1064.861938477
536780.01,2272261.01,1066.64440918
536780.01,2272361.01,1067.199951172
536780.01,2272461.01,1070.553588867
536780.01,2272561.01,1072.524047852
536780.01,2272661.01,1076.82043457
536780.01,2272761.01,-9999
536880.01,2261861.01,1048.563110352
536880.01,2261961.01,1049.66784668
536880.01,2262061.01,1051.7265625
536880.01,2262161.01,1051.661743164
536880.01,2262261.01,1052.35949707
536880.01,2262361.01,1051.926147461
536880.01,2262461.01,1049.413696289
536880.01,2262561.01,1047.930175781
536880.01,2262661.01,1045.349243164
536880.01,2262761.01,1041.783081055
536880.01,2262861.01,1034.88684082
536880.01,2262961.01,1029.774414063
536880.01,2263061.01,1024.854980469
536880.01,2263161.01,1022.213928223
536880.01,2263261.01,1021.727172852
536880.01,2263361.01,1020.017333984
536880.01,2263461.01,1018.089050293
536880.01,2263561.01,1018.028137207
536880.01,2263661.01,1014.840759277
536880.01,2263761.01,1010.721435547
536880.01,2263861.01,1008.361022949
536880.01,2263961.01,1009.1484375
536880.01,2264061.01,1007.123352051
536880.01,2264161.01,1006.04864502
536880.01,2264261.01,1004.44732666
536880.01,2264361.01,1000.559020996
536880.01,2264461.01,997.012878418
536880.01,2264561.01,995.894592285
536880.01,2264661.01,993.060791016
536880.01,2264761.01,989.732299805
536880.01,2264861.01,986.680480957
536880.01,2264961.01,982.130249023
536880.01,2265061.01,976.969055176
536880.01,2265161.01,973.81072998
536880.01,2265261.01,969.3203125
536880.01,2265361.01,964.363525391
536880.01,2265461.01,962.072692871
536880.01,2265561.01,961.718322754
536880.01,2265661.01,961.586303711
536880.01,2265761.01,962.735717773
536880.01,2265861.01,963.142150879
536880.01,2265961.01,965.133422852
536880.01,2266061.01,965.959350586
536880.01,2266161.01,967.498413086
