"X","Y","H70_Arg_lev (Depth)"
532780.01,2263561.01,1074.139648438
532780.01,2263661.01,1071.024780273
532780.01,2263761.01,1068.165405273
532780.01,2263861.01,1066.298095703
532780.01,2263961.01,1065.087280273
532780.01,2264061.01,1057.122192383
532780.01,2264161.01,1022.952392578
532780.01,2264261.01,1021.212158203
532780.01,2264361.01,1031.692749023
532780.01,2264461.01,1031.275390625
532780.01,2264561.01,1030.005249023
532780.01,2264661.01,1028.191162109
532780.01,2264761.01,1025.74206543
532780.01,2264861.01,997.186401367
532780.01,2264961.01,997.099304199
532780.01,2265061.01,996.969787598
532780.01,2265161.01,1018.597717285
532780.01,2265261.01,1018.447143555
532780.01,2265361.01,1003.739562988
532780.01,2265461.01,1000.743530273
532780.01,2265561.01,1001.620605469
532780.01,2265661.01,1002.746398926
532780.01,2265761.01,1004.91015625
532780.01,2265861.01,1016.668518066
532780.01,2265961.01,1018.000488281
532780.01,2266061.01,1022.699157715
532780.01,2266161.01,1028.668579102
532780.01,2266261.01,1037.601074219
532780.01,2266361.01,1036.473388672
532780.01,2266461.01,1037.100830078
532780.01,2266561.01,1039.030273438
532780.01,2266661.01,1042.73034668
532780.01,2266761.01,1002.660400391
532780.01,2266861.01,1002.676086426
532780.01,2266961.01,1003.435119629
532780.01,2267061.01,1006.315429688
532780.01,2267161.01,1008.258361816
532780.01,2267261.01,1021.865112305
532780.01,2267361.01,1021.297790527
532780.01,2267461.01,1022.233520508
532780.01,2267561.01,1022.328308105
532780.01,2267661.01,1021.789245605
532780.01,2267761.01,1019.681152344
532780.01,2267861.01,1018.327758789
532780.01,2267961.01,1019.068908691
532780.01,2268061.01,1020.156555176
532780.01,2268161.01,1025.645263672
532780.01,2268261.01,1028.229003906
532780.01,2268361.01,1032.966918945
532780.01,2268461.01,1033.884155273
532780.01,2268561.01,1031.839477539
532780.01,2268661.01,1030.033813477
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,1066.442504883
532880.01,2261761.01,1066.260620117
532880.01,2261861.01,1066.002563477
532880.01,2261961.01,1062.989013672
532880.01,2262061.01,1060.587890625
532880.01,2262161.01,1058.466064453
532880.01,2262261.01,1058.65637207
532880.01,2262361.01,1058.17590332
532880.01,2262461.01,1057.87902832
532880.01,2262561.01,1058.134399414
532880.01,2262661.01,1059.19909668
532880.01,2262761.01,1060.176513672
532880.01,2262861.01,1061.053955078
532880.01,2262961.01,1063.791748047
532880.01,2263061.01,1065.029907227
532880.01,2263161.01,1067.226928711
532880.01,2263261.01,1068.967285156
532880.01,2263361.01,1069.889038086
532880.01,2263461.01,1070.413085938
532880.01,2263561.01,1070.413085938
532880.01,2263661.01,1070.413085938
532880.01,2263761.01,1070.413085938
532880.01,2263861.01,1070.356079102
532880.01,2263961.01,1069.981079102
532880.01,2264061.01,1062.051879883
532880.01,2264161.01,1022.282104492
532880.01,2264261.01,1023.180664063
532880.01,2264361.01,1027.870239258
532880.01,2264461.01,1027.692871094
532880.01,2264561.01,1025.133178711
532880.01,2264661.01,1023.587890625
532880.01,2264761.01,1022.183349609
532880.01,2264861.01,1020.458312988
532880.01,2264961.01,1018.631591797
532880.01,2265061.01,1018.631591797
532880.01,2265161.01,1018.443969727
532880.01,2265261.01,1018.244812012
532880.01,2265361.01,1017.352600098
532880.01,2265461.01,1016.43963623
532880.01,2265561.01,1016.298583984
532880.01,2265661.01,1017.190429688
532880.01,2265761.01,1018.724060059
532880.01,2265861.01,1018.407165527
532880.01,2265961.01,1019.295166016
532880.01,2266061.01,1022.053527832
532880.01,2266161.01,1026.217041016
532880.01,2266261.01,1034.575073242
532880.01,2266361.01,1039.807617188
532880.01,2266461.01,1040.142089844
532880.01,2266561.01,1040.470092773
532880.01,2266661.01,1039.094360352
532880.01,2266761.01,1002.650756836
532880.01,2266861.01,1002.612792969
532880.01,2266961.01,1002.612792969
532880.01,2267061.01,1004.080749512
532880.01,2267161.01,1004.825683594
532880.01,2267261.01,1021.038574219
532880.01,2267361.01,1021.24029541
532880.01,2267461.01,1022.95526123
532880.01,2267561.01,1020.317077637
532880.01,2267661.01,1019.68762207
532880.01,2267761.01,1019.185058594
532880.01,2267861.01,1018.295654297
532880.01,2267961.01,1018.132629395
532880.01,2268061.01,1019.83416748
532880.01,2268161.01,1025.358764648
532880.01,2268261.01,1026.923583984
532880.01,2268361.01,1028.244628906
532880.01,2268461.01,1030.774658203
532880.01,2268561.01,1031.300415039
532880.01,2268661.01,1030.05456543
532880.01,2268761.01,1030.146484375
532880.01,2268861.01,-9999
532980.01,2261561.01,1070.939086914
532980.01,2261661.01,1068.650878906
532980.01,2261761.01,1066.275878906
532980.01,2261861.01,1065.678588867
532980.01,2261961.01,1061.9296875
532980.01,2262061.01,1061.217529297
532980.01,2262161.01,1058.89050293
532980.01,2262261.01,1058.267700195
532980.01,2262361.01,1057.47644043
532980.01,2262461.01,1057.47644043
532980.01,2262561.01,1058.911987305
532980.01,2262661.01,1059.404541016
532980.01,2262761.01,1060.174926758
532980.01,2262861.01,1062.597900391
532980.01,2262961.01,1063.758300781
532980.01,2263061.01,1064.802978516
532980.01,2263161.01,1066.972900391
532980.01,2263261.01,1067.995605469
532980.01,2263361.01,1070.802368164
532980.01,2263461.01,1070.375244141
532980.01,2263561.01,1070.413085938
532980.01,2263661.01,1069.8828125
532980.01,2263761.01,1042.06262207
532980.01,2263861.01,1054.52331543
532980.01,2263961.01,1054.52331543
532980.01,2264061.01,1026.892578125
532980.01,2264161.01,1024.521972656
532980.01,2264261.01,1024.715942383
532980.01,2264361.01,1024.219604492
532980.01,2264461.01,1022.479064941
532980.01,2264561.01,1018.102722168
532980.01,2264661.01,1014.716430664
532980.01,2264761.01,1017.226928711
532980.01,2264861.01,1017.339294434
532980.01,2264961.01,1018.294250488
532980.01,2265061.01,1019.258911133
532980.01,2265161.01,1018.92376709
532980.01,2265261.01,1017.034790039
532980.01,2265361.01,1017.023986816
532980.01,2265461.01,1016.995849609
532980.01,2265561.01,1014.998901367
532980.01,2265661.01,1014.486938477
532980.01,2265761.01,1016.476623535
532980.01,2265861.01,1016.277648926
532980.01,2265961.01,1019.157348633
532980.01,2266061.01,1023.29095459
532980.01,2266161.01,1026.569091797
532980.01,2266261.01,1033.5078125
532980.01,2266361.01,1041.357788086
532980.01,2266461.01,1043.544921875
532980.01,2266561.01,1042.845336914
532980.01,2266661.01,1042.73034668
532980.01,2266761.01,1042.481933594
532980.01,2266861.01,1002.612792969
532980.01,2266961.01,1002.612792969
532980.01,2267061.01,1002.612792969
532980.01,2267161.01,1021.61706543
532980.01,2267261.01,1024.885131836
532980.01,2267361.01,1026.862304688
532980.01,2267461.01,1015.639038086
532980.01,2267561.01,1018.773986816
532980.01,2267661.01,1018.941772461
532980.01,2267761.01,1018.841918945
532980.01,2267861.01,1018.501342773
532980.01,2267961.01,1018.592651367
532980.01,2268061.01,1019.741821289
532980.01,2268161.01,1024.484985352
532980.01,2268261.01,1026.375976563
532980.01,2268361.01,1026.988647461
532980.01,2268461.01,1029.084960938
532980.01,2268561.01,1031.671020508
532980.01,2268661.01,1033.526855469
532980.01,2268761.01,1034.186157227
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,1075.2890625
533080.01,2261561.01,1070.441650391
533080.01,2261661.01,1063.444335938
533080.01,2261761.01,1059.652587891
533080.01,2261861.01,1059.092529297
533080.01,2261961.01,1058.56652832
533080.01,2262061.01,1058.56652832
533080.01,2262161.01,1058.145751953
533080.01,2262261.01,1058.388061523
533080.01,2262361.01,1057.47644043
533080.01,2262461.01,1060.060424805
533080.01,2262561.01,1058.668945313
533080.01,2262661.01,1059.964233398
533080.01,2262761.01,1060.060424805
533080.01,2262861.01,1061.405273438
533080.01,2262961.01,1062.365722656
533080.01,2263061.01,1063.320556641
533080.01,2263161.01,1064.742919922
533080.01,2263261.01,1066.135131836
533080.01,2263361.01,1071.368774414
533080.01,2263461.01,1070.802246094
533080.01,2263561.01,1070.413085938
533080.01,2263661.01,1048.763549805
533080.01,2263761.01,1044.899658203
533080.01,2263861.01,1048.426635742
533080.01,2263961.01,1052.16394043
533080.01,2264061.01,1048.620239258
533080.01,2264161.01,1031.845703125
533080.01,2264261.01,1028.108032227
533080.01,2264361.01,1020.807739258
533080.01,2264461.01,1017.581542969
533080.01,2264561.01,1016.092895508
533080.01,2264661.01,1016.786437988
533080.01,2264761.01,1019.335266113
533080.01,2264861.01,1019.262145996
533080.01,2264961.01,1018.941772461
533080.01,2265061.01,1019.249206543
533080.01,2265161.01,1016.572570801
533080.01,2265261.01,1012.719482422
533080.01,2265361.01,1012.048278809
533080.01,2265461.01,1012.737548828
533080.01,2265561.01,1012.913208008
533080.01,2265661.01,1011.297973633
533080.01,2265761.01,1011.211975098
533080.01,2265861.01,1013.92010498
533080.01,2265961.01,1017.469848633
533080.01,2266061.01,1021.842956543
533080.01,2266161.01,1023.809631348
533080.01,2266261.01,1030.361938477
533080.01,2266361.01,1038.026123047
533080.01,2266461.01,1039.337158203
533080.01,2266561.01,1041.987060547
533080.01,2266661.01,1042.73034668
533080.01,2266761.01,1042.73034668
533080.01,2266861.01,1002.612792969
533080.01,2266961.01,1013.507263184
533080.01,2267061.01,1015.08203125
533080.01,2267161.01,1023.265258789
533080.01,2267261.01,1004.825683594
533080.01,2267361.01,1018.657836914
533080.01,2267461.01,1015.560974121
533080.01,2267561.01,1017.460876465
533080.01,2267661.01,1018.553588867
533080.01,2267761.01,1018.553588867
533080.01,2267861.01,1018.553588867
533080.01,2267961.01,1018.553588867
533080.01,2268061.01,1018.553588867
533080.01,2268161.01,1023.703979492
533080.01,2268261.01,1025.967773438
533080.01,2268361.01,1027.778076172
533080.01,2268461.01,1029.053955078
533080.01,2268561.01,1031.86315918
533080.01,2268661.01,1033.86340332
533080.01,2268761.01,1034.076782227
533080.01,2268861.01,1033.407836914
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,1093.728149414
533180.01,2261561.01,1100.033203125
533180.01,2261661.01,1100.033203125
533180.01,2261761.01,1100.033203125
533180.01,2261861.01,1085.928100586
533180.01,2261961.01,1100.033203125
533180.01,2262061.01,1058.668945313
533180.01,2262161.01,1094.192504883
533180.01,2262261.01,1103.781005859
533180.01,2262361.01,1091.194580078
533180.01,2262461.01,1060.41418457
533180.01,2262561.01,1077.854736328
533180.01,2262661.01,1060.060424805
533180.01,2262761.01,1060.060424805
533180.01,2262861.01,1060.423828125
533180.01,2262961.01,1060.952880859
533180.01,2263061.01,1062.628662109
533180.01,2263161.01,1064.013671875
533180.01,2263261.01,1064.949829102
533180.01,2263361.01,1077.443359375
533180.01,2263461.01,1071.732543945
533180.01,2263561.01,1051.393188477
533180.01,2263661.01,1050.027832031
533180.01,2263761.01,1052.521728516
533180.01,2263861.01,1052.045166016
533180.01,2263961.01,1052.260131836
533180.01,2264061.01,1047.246826172
533180.01,2264161.01,1040.628417969
533180.01,2264261.01,1025.505737305
533180.01,2264361.01,1021.248352051
533180.01,2264461.01,1016.839355469
533180.01,2264561.01,1016.551940918
533180.01,2264661.01,1017.726196289
533180.01,2264761.01,1018.525817871
533180.01,2264861.01,1019.073913574
533180.01,2264961.01,1019.258483887
533180.01,2265061.01,1017.639892578
533180.01,2265161.01,1015.261901855
533180.01,2265261.01,1010.614990234
533180.01,2265361.01,1010.364379883
533180.01,2265461.01,1010.817687988
533180.01,2265561.01,1010.164855957
533180.01,2265661.01,1008.447814941
533180.01,2265761.01,1007.158630371
533180.01,2265861.01,1008.819396973
533180.01,2265961.01,1012.600585938
533180.01,2266061.01,1012.891723633
533180.01,2266161.01,1015.058044434
533180.01,2266261.01,1029.942871094
533180.01,2266361.01,1035.388061523
533180.01,2266461.01,1037.503051758
533180.01,2266561.01,1041.727416992
533180.01,2266661.01,1042.474975586
533180.01,2266761.01,1042.73034668
533180.01,2266861.01,1015.08203125
533180.01,2266961.01,1002.612792969
533180.01,2267061.01,1002.612792969
533180.01,2267161.01,1015.281005859
533180.01,2267261.01,1015.560974121
533180.01,2267361.01,1015.560974121
533180.01,2267461.01,1038.721191406
533180.01,2267561.01,1039.536743164
533180.01,2267661.01,1039.536743164
533180.01,2267761.01,1039.536743164
533180.01,2267861.01,1031.853027344
533180.01,2267961.01,1039.536743164
533180.01,2268061.01,1018.553588867
533180.01,2268161.01,1035.618530273
533180.01,2268261.01,1032.815673828
533180.01,2268361.01,1032.099121094
533180.01,2268461.01,1031.55847168
533180.01,2268561.01,1033.299072266
533180.01,2268661.01,1033.798828125
533180.01,2268761.01,1033.890625
533180.01,2268861.01,1032.295043945
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,1096.721557617
533280.01,2261461.01,1095.97277832
533280.01,2261561.01,1099.235961914
533280.01,2261661.01,1100.033203125
533280.01,2261761.01,1100.033203125
533280.01,2261861.01,1100.033203125
533280.01,2261961.01,1102.318847656
533280.01,2262061.01,1103.476196289
533280.01,2262161.01,1103.781005859
533280.01,2262261.01,1103.781005859
533280.01,2262361.01,1103.781005859
533280.01,2262461.01,1103.781005859
533280.01,2262561.01,1103.39050293
533280.01,2262661.01,1101.355957031
533280.01,2262761.01,1099.617797852
533280.01,2262861.01,1099.257324219
533280.01,2262961.01,1098.971801758
533280.01,2263061.01,1094.265991211
533280.01,2263161.01,1064.466552734
533280.01,2263261.01,1061.134033203
533280.01,2263361.01,1081.944580078
533280.01,2263461.01,1057.010498047
533280.01,2263561.01,1050.053466797
533280.01,2263661.01,1050.053466797
533280.01,2263761.01,1051.01574707
533280.01,2263861.01,1050.330566406
533280.01,2263961.01,1043.21484375
533280.01,2264061.01,1034.58996582
533280.01,2264161.01,1029.478637695
533280.01,2264261.01,1020.582702637
533280.01,2264361.01,1017.050170898
533280.01,2264461.01,1012.921569824
533280.01,2264561.01,1014.8984375
533280.01,2264661.01,1016.812011719
533280.01,2264761.01,1017.702636719
533280.01,2264861.01,1017.946289063
533280.01,2264961.01,1017.408996582
533280.01,2265061.01,1013.932617188
533280.01,2265161.01,1011.495483398
533280.01,2265261.01,1010.365661621
533280.01,2265361.01,1009.884887695
533280.01,2265461.01,1010.056762695
533280.01,2265561.01,1010.279602051
533280.01,2265661.01,1008.120178223
533280.01,2265761.01,1008.151733398
533280.01,2265861.01,1005.911254883
533280.01,2265961.01,1007.818664551
533280.01,2266061.01,1008.239685059
533280.01,2266161.01,1007.213867188
533280.01,2266261.01,1007.690429688
533280.01,2266361.01,1039.01184082
533280.01,2266461.01,1041.048583984
533280.01,2266561.01,1040.553833008
533280.01,2266661.01,1042.241821289
533280.01,2266761.01,1042.481933594
533280.01,2266861.01,1035.344604492
533280.01,2266961.01,1002.612792969
533280.01,2267061.01,1012.781799316
533280.01,2267161.01,1015.310302734
533280.01,2267261.01,1015.52532959
533280.01,2267361.01,1016.208679199
533280.01,2267461.01,1033.234375
533280.01,2267561.01,1036.80871582
533280.01,2267661.01,1037.853027344
533280.01,2267761.01,1039.333984375
533280.01,2267861.01,1039.536743164
533280.01,2267961.01,1039.44934082
533280.01,2268061.01,1039.713134766
533280.01,2268161.01,1038.889648438
533280.01,2268261.01,1036.630859375
533280.01,2268361.01,1032.215454102
533280.01,2268461.01,1031.491455078
533280.01,2268561.01,1031.565185547
533280.01,2268661.01,1031.063720703
533280.01,2268761.01,1031.760375977
533280.01,2268861.01,1032.136108398
533280.01,2268961.01,1031.888305664
533280.01,2269061.01,-9999
533280.01,2269161.01,-9999
533380.01,2261261.01,-9999
533380.01,2261361.01,1100.311645508
533380.01,2261461.01,1098.981079102
533380.01,2261561.01,1100.025512695
533380.01,2261661.01,1100.438842773
533380.01,2261761.01,1100.289306641
533380.01,2261861.01,1098.783447266
533380.01,2261961.01,1100.35925293
533380.01,2262061.01,1102.116821289
533380.01,2262161.01,1103.781005859
533380.01,2262261.01,1103.781005859
533380.01,2262361.01,1102.799560547
533380.01,2262461.01,1101.491699219
533380.01,2262561.01,1100.092163086
533380.01,2262661.01,1099.713012695
533380.01,2262761.01,1099.281860352
533380.01,2262861.01,1099.067871094
533380.01,2262961.01,1095.77746582
533380.01,2263061.01,1094.665649414
533380.01,2263161.01,1091.684204102
533380.01,2263261.01,1056.659912109
533380.01,2263361.01,1084.954711914
533380.01,2263461.01,1050.769165039
533380.01,2263561.01,1050.369506836
533380.01,2263661.01,1051.713134766
533380.01,2263761.01,1049.39855957
533380.01,2263861.01,1046.480224609
533380.01,2263961.01,1035.923828125
533380.01,2264061.01,1026.258300781
533380.01,2264161.01,1019.433837891
533380.01,2264261.01,1010.510192871
533380.01,2264361.01,1008.507324219
533380.01,2264461.01,1008.543334961
533380.01,2264561.01,1012.262084961
533380.01,2264661.01,1015.626708984
533380.01,2264761.01,1016.446899414
533380.01,2264861.01,1016.441955566
533380.01,2264961.01,1017.071655273
533380.01,2265061.01,1013.612243652
533380.01,2265161.01,1011.540344238
533380.01,2265261.01,1010.911193848
533380.01,2265361.01,1010.911193848
533380.01,2265461.01,1010.911193848
533380.01,2265561.01,1010.614318848
533380.01,2265661.01,1013.01348877
533380.01,2265761.01,1013.903015137
533380.01,2265861.01,1000.607727051
533380.01,2265961.01,1005.393615723
533380.01,2266061.01,1005.887512207
533380.01,2266161.01,1006.137268066
533380.01,2266261.01,1006.548461914
533380.01,2266361.01,1006.862976074
533380.01,2266461.01,1041.037231445
533380.01,2266561.01,1041.401733398
533380.01,2266661.01,1042.343383789
533380.01,2266761.01,1042.232910156
533380.01,2266861.01,1041.954223633
533380.01,2266961.01,1041.108276367
533380.01,2267061.01,1012.609130859
533380.01,2267161.01,1014.532043457
533380.01,2267261.01,1015.164794922
533380.01,2267361.01,1016.299621582
533380.01,2267461.01,1029.018798828
533380.01,2267561.01,1034.887939453
533380.01,2267661.01,1037.676635742
533380.01,2267761.01,1039.960327148
533380.01,2267861.01,1039.532714844
533380.01,2267961.01,1039.532714844
533380.01,2268061.01,1038.834228516
533380.01,2268161.01,1037.756835938
533380.01,2268261.01,1035.350341797
533380.01,2268361.01,1031.703735352
533380.01,2268461.01,1029.963867188
533380.01,2268561.01,1031.629272461
533380.01,2268661.01,1032.088256836
533380.01,2268761.01,1031.497192383
533380.01,2268861.01,1032.003295898
533380.01,2268961.01,1029.831787109
533380.01,2269061.01,-9999
533380.01,2269161.01,-9999
533480.01,2261161.01,-9999
533480.01,2261261.01,1105.338378906
533480.01,2261361.01,1102.981201172
533480.01,2261461.01,1101.727539063
533480.01,2261561.01,1099.818725586
533480.01,2261661.01,1098.785766602
533480.01,2261761.01,1100.662963867
533480.01,2261861.01,1100.408813477
533480.01,2261961.01,1099.541748047
533480.01,2262061.01,1100.224609375
533480.01,2262161.01,1103.171386719
533480.01,2262261.01,1103.207519531
533480.01,2262361.01,1100.615722656
533480.01,2262461.01,1099.01184082
533480.01,2262561.01,1098.819213867
533480.01,2262661.01,1099.264160156
533480.01,2262761.01,1098.85925293
533480.01,2262861.01,1092.361816406
533480.01,2262961.01,1089.19519043
533480.01,2263061.01,1087.120605469
533480.01,2263161.01,1084.388793945
533480.01,2263261.01,1067.236572266
533480.01,2263361.01,1076.782226563
533480.01,2263461.01,1074.27355957
533480.01,2263561.01,1054.567504883
533480.01,2263661.01,1054.892089844
533480.01,2263761.01,1053.376831055
533480.01,2263861.01,1045.506225586
533480.01,2263961.01,1036.262329102
533480.01,2264061.01,1024.61328125
533480.01,2264161.01,1018.661987305
533480.01,2264261.01,1004.272033691
533480.01,2264361.01,1005.11126709
533480.01,2264461.01,1008.426330566
533480.01,2264561.01,1008.780456543
533480.01,2264661.01,1010.733886719
533480.01,2264761.01,1010.739257813
533480.01,2264861.01,1013.050476074
533480.01,2264961.01,1013.469604492
533480.01,2265061.01,1011.628845215
533480.01,2265161.01,1009.461120605
533480.01,2265261.01,1010.911193848
533480.01,2265361.01,1010.911193848
533480.01,2265461.01,1010.614318848
533480.01,2265561.01,986.352783203
533480.01,2265661.01,1010.340942383
533480.01,2265761.01,1013.276672363
533480.01,2265861.01,998.509887695
533480.01,2265961.01,1004.046875
533480.01,2266061.01,1005.393615723
533480.01,2266161.01,1005.725402832
533480.01,2266261.01,1005.955810547
533480.01,2266361.01,1006.548461914
533480.01,2266461.01,1034.756591797
533480.01,2266561.01,1040.569580078
533480.01,2266661.01,1040.448364258
533480.01,2266761.01,1043.559204102
533480.01,2266861.01,1041.954223633
533480.01,2266961.01,1042.457519531
533480.01,2267061.01,1012.609130859
533480.01,2267161.01,1013.602661133
533480.01,2267261.01,1013.99005127
533480.01,2267361.01,1017.829833984
533480.01,2267461.01,1027.37878418
533480.01,2267561.01,1034.569702148
533480.01,2267661.01,1035.26940918
533480.01,2267761.01,1039.647216797
533480.01,2267861.01,1039.338256836
533480.01,2267961.01,1037.227783203
533480.01,2268061.01,1033.649169922
533480.01,2268161.01,1034.086181641
533480.01,2268261.01,1033.791992188
533480.01,2268361.01,1034.746704102
533480.01,2268461.01,1036.626953125
533480.01,2268561.01,1038.477539063
533480.01,2268661.01,1039.514282227
533480.01,2268761.01,1034.432006836
533480.01,2268861.01,1031.272094727
533480.01,2268961.01,1027.422607422
533480.01,2269061.01,1024.91809082
533480.01,2269161.01,-9999
533480.01,2269261.01,-9999
533580.01,2261161.01,1104.155395508
533580.01,2261261.01,1104.946899414
533580.01,2261361.01,1104.867919922
533580.01,2261461.01,1100.615600586
533580.01,2261561.01,1099.407104492
533580.01,2261661.01,1099.165405273
533580.01,2261761.01,1099.570800781
533580.01,2261861.01,1099.664428711
533580.01,2261961.01,1094.411499023
533580.01,2262061.01,1095.432128906
533580.01,2262161.01,1094.603759766
533580.01,2262261.01,1096.391723633
533580.01,2262361.01,1097.74987793
533580.01,2262461.01,1098.658813477
533580.01,2262561.01,1099.811035156
533580.01,2262661.01,1096.474121094
533580.01,2262761.01,1091.394897461
533580.01,2262861.01,1088.47644043
533580.01,2262961.01,1086.712646484
533580.01,2263061.01,1086.324584961
533580.01,2263161.01,1083.99621582
533580.01,2263261.01,1075.993652344
533580.01,2263361.01,1072.635620117
533580.01,2263461.01,1070.476928711
533580.01,2263561.01,1059.348022461
533580.01,2263661.01,1055.959594727
533580.01,2263761.01,1051.654052734
533580.01,2263861.01,1044.744140625
533580.01,2263961.01,1038.188598633
533580.01,2264061.01,1039.111206055
533580.01,2264161.01,1023.899047852
533580.01,2264261.01,1000.109008789
533580.01,2264361.01,999.003723145
533580.01,2264461.01,1007.387695313
533580.01,2264561.01,1008.28894043
533580.01,2264661.01,1008.048278809
533580.01,2264761.01,1007.785095215
533580.01,2264861.01,1008.884216309
533580.01,2264961.01,1007.321350098
533580.01,2265061.01,1004.433837891
533580.01,2265161.01,1004.371154785
533580.01,2265261.01,1007.788696289
533580.01,2265361.01,1010.614318848
533580.01,2265461.01,1010.614318848
533580.01,2265561.01,1009.627868652
533580.01,2265661.01,1009.517883301
533580.01,2265761.01,1010.340942383
533580.01,2265861.01,1013.592163086
533580.01,2265961.01,1014.417724609
533580.01,2266061.01,1003.654296875
533580.01,2266161.01,1005.394348145
533580.01,2266261.01,1008.400634766
533580.01,2266361.01,1012.284484863
533580.01,2266461.01,1018.202514648
533580.01,2266561.01,1027.205932617
533580.01,2266661.01,1031.120361328
533580.01,2266761.01,1037.194824219
533580.01,2266861.01,1041.124023438
533580.01,2266961.01,1041.108276367
533580.01,2267061.01,1012.609130859
533580.01,2267161.01,1013.27532959
533580.01,2267261.01,1014.337646484
533580.01,2267361.01,1016.621398926
533580.01,2267461.01,1023.018859863
533580.01,2267561.01,1025.919433594
533580.01,2267661.01,1030.262817383
533580.01,2267761.01,1034.359741211
533580.01,2267861.01,1034.466064453
533580.01,2267961.01,1033.513183594
533580.01,2268061.01,1033.212402344
533580.01,2268161.01,1033.463989258
533580.01,2268261.01,1034.371582031
533580.01,2268361.01,1036.929321289
533580.01,2268461.01,1038.681030273
533580.01,2268561.01,1038.668457031
533580.01,2268661.01,1039.536010742
533580.01,2268761.01,1037.722045898
533580.01,2268861.01,1034.534545898
533580.01,2268961.01,1029.240600586
533580.01,2269061.01,1025.091308594
533580.01,2269161.01,-9999
533580.01,2269261.01,-9999
533680.01,2261061.01,-9999
533680.01,2261161.01,1106.796630859
533680.01,2261261.01,1107.788330078
533680.01,2261361.01,1106.340087891
533680.01,2261461.01,1102.563232422
533680.01,2261561.01,1102.143188477
533680.01,2261661.01,1098.646850586
533680.01,2261761.01,1095.77746582
533680.01,2261861.01,1093.794921875
533680.01,2261961.01,1091.273925781
533680.01,2262061.01,1091.793823242
533680.01,2262161.01,1095.204223633
533680.01,2262261.01,1096.480957031
533680.01,2262361.01,1098.418701172
533680.01,2262461.01,1099.353271484
533680.01,2262561.01,1099.991210938
533680.01,2262661.01,1098.739990234
533680.01,2262761.01,1096.624145508
533680.01,2262861.01,1094.251586914
533680.01,2262961.01,1092.202880859
533680.01,2263061.01,1088.177124023
533680.01,2263161.01,1088.125366211
533680.01,2263261.01,1081.148803711
533680.01,2263361.01,1076.08996582
533680.01,2263461.01,1073.479248047
533680.01,2263561.01,1066.824951172
533680.01,2263661.01,1060.533447266
533680.01,2263761.01,1024.229370117
533680.01,2263861.01,1020.270507813
533680.01,2263961.01,1035.987304688
533680.01,2264061.01,986.649780273
533680.01,2264161.01,991.884277344
533680.01,2264261.01,1010.953674316
533680.01,2264361.01,1008.743835449
533680.01,2264461.01,1003.139038086
533680.01,2264561.01,1008.718505859
533680.01,2264661.01,1008.718505859
533680.01,2264761.01,984.563598633
533680.01,2264861.01,1008.501464844
533680.01,2264961.01,1008.856262207
533680.01,2265061.01,1008.554199219
533680.01,2265161.01,1005.686828613
533680.01,2265261.01,1008.455749512
533680.01,2265361.01,1008.654785156
533680.01,2265461.01,998.680908203
533680.01,2265561.01,1000.001037598
533680.01,2265661.01,1000.581420898
533680.01,2265761.01,1006.578552246
533680.01,2265861.01,1010.021728516
533680.01,2265961.01,1010.279174805
533680.01,2266061.01,1003.920532227
533680.01,2266161.01,1005.008605957
533680.01,2266261.01,1003.664367676
533680.01,2266361.01,1008.000549316
533680.01,2266461.01,1013.047180176
533680.01,2266561.01,1019.974731445
533680.01,2266661.01,1026.447998047
533680.01,2266761.01,1036.492431641
533680.01,2266861.01,1037.542358398
533680.01,2266961.01,1042.662841797
533680.01,2267061.01,1043.166381836
533680.01,2267161.01,1013.635437012
533680.01,2267261.01,1014.614013672
533680.01,2267361.01,1015.710327148
533680.01,2267461.01,1020.100891113
533680.01,2267561.01,1025.302001953
533680.01,2267661.01,1030.019165039
533680.01,2267761.01,1033.734619141
533680.01,2267861.01,1034.203735352
533680.01,2267961.01,1033.867675781
533680.01,2268061.01,1033.995117188
533680.01,2268161.01,1034.161621094
533680.01,2268261.01,1034.810180664
533680.01,2268361.01,1036.657714844
533680.01,2268461.01,1037.839477539
533680.01,2268561.01,1037.68359375
533680.01,2268661.01,1038.861572266
533680.01,2268761.01,1038.420410156
533680.01,2268861.01,1036.503662109
533680.01,2268961.01,1033.441162109
533680.01,2269061.01,1029.896606445
533680.01,2269161.01,1029.02331543
533680.01,2269261.01,-9999
533680.01,2269361.01,-9999
533780.01,2261061.01,-9999
533780.01,2261161.01,1108.188110352
533780.01,2261261.01,1108.672973633
533780.01,2261361.01,1107.693237305
533780.01,2261461.01,1107.453735352
533780.01,2261561.01,1104.084228516
533780.01,2261661.01,1102.915283203
533780.01,2261761.01,1098.020996094
533780.01,2261861.01,1099.640380859
533780.01,2261961.01,1096.105957031
533780.01,2262061.01,1096.059082031
533780.01,2262161.01,1098.465820313
533780.01,2262261.01,1099.522094727
533780.01,2262361.01,1099.690429688
533780.01,2262461.01,1099.905517578
533780.01,2262561.01,1099.825561523
533780.01,2262661.01,1099.901733398
533780.01,2262761.01,1099.454833984
