"X","Y","H01_T20m (Depth)"
534980.01,2260961.01,-68.09715271
534980.01,2261061.01,-67.756652832
534980.01,2261161.01,-68.485847473
534980.01,2261261.01,-69.054710388
534980.01,2261361.01,-69.174713135
534980.01,2261461.01,-69.623832703
534980.01,2261561.01,-70.098907471
534980.01,2261661.01,-70.186576843
534980.01,2261761.01,-70.167381287
534980.01,2261861.01,-70.212005615
534980.01,2261961.01,-72.774795532
534980.01,2262061.01,-74.452667236
534980.01,2262161.01,-77.148948669
534980.01,2262261.01,-77.337333679
534980.01,2262361.01,-77.450576782
534980.01,2262461.01,-80.04044342
534980.01,2262561.01,-82.564315796
534980.01,2262661.01,-83.376724243
534980.01,2262761.01,-85.333969116
534980.01,2262861.01,-85.145553589
534980.01,2262961.01,-87.153549194
534980.01,2263061.01,-89.386192322
534980.01,2263161.01,-90.540138245
534980.01,2263261.01,-92.23475647
534980.01,2263361.01,-93.28503418
534980.01,2263461.01,-94.7237854
534980.01,2263561.01,-95.658905029
534980.01,2263661.01,-97.285888672
534980.01,2263761.01,-99.414970398
534980.01,2263861.01,-100.398948669
534980.01,2263961.01,-101.694244385
534980.01,2264061.01,-103.573394775
534980.01,2264161.01,-104.658073425
534980.01,2264261.01,-104.96446991
534980.01,2264361.01,-106.407524109
534980.01,2264461.01,-107.82572937
534980.01,2264561.01,-107.858795166
534980.01,2264661.01,-107.238288879
534980.01,2264761.01,-108.615440369
534980.01,2264861.01,-109.009963989
534980.01,2264961.01,-110.044761658
534980.01,2265061.01,-112.414459229
534980.01,2265161.01,-112.108963013
534980.01,2265261.01,-111.59715271
534980.01,2265361.01,-112.205299377
534980.01,2265461.01,-112.905799866
534980.01,2265561.01,-113.192466736
534980.01,2265661.01,-113.536155701
534980.01,2265761.01,-114.480941772
534980.01,2265861.01,-115.198013306
534980.01,2265961.01,-112.82510376
534980.01,2266061.01,-110.814704895
534980.01,2266161.01,-112.550262451
534980.01,2266261.01,-111.357215881
534980.01,2266361.01,-109.111412048
534980.01,2266461.01,-106.2866745
534980.01,2266561.01,-104.193725586
534980.01,2266661.01,-102.007713318
534980.01,2266761.01,-98.221160889
534980.01,2266861.01,-95.570487976
534980.01,2266961.01,-92.967803955
534980.01,2267061.01,-90.537155151
534980.01,2267161.01,-90.408065796
534980.01,2267261.01,-90.195671082
534980.01,2267361.01,-89.485969543
534980.01,2267461.01,-88.788764954
534980.01,2267561.01,-89.823753357
534980.01,2267661.01,-91.473937988
534980.01,2267761.01,-90.202789307
534980.01,2267861.01,-89.957130432
534980.01,2267961.01,-91.471694946
534980.01,2268061.01,-92.913475037
534980.01,2268161.01,-95.338241577
534980.01,2268261.01,-97.289489746
534980.01,2268361.01,-95.351539612
534980.01,2268461.01,-93.81652832
534980.01,2268561.01,-88.830444336
534980.01,2268661.01,-85.115264893
534980.01,2268761.01,-85.29863739
534980.01,2268861.01,-83.954826355
534980.01,2268961.01,-84.883102417
534980.01,2269061.01,-85.674156189
534980.01,2269161.01,-86.381660461
534980.01,2269261.01,-86.973838806
534980.01,2269361.01,-87.074363708
534980.01,2269461.01,-86.886962891
534980.01,2269561.01,-86.408905029
534980.01,2269661.01,-86.142120361
534980.01,2269761.01,-86.480934143
534980.01,2269861.01,-86.226547241
534980.01,2269961.01,-87.708557129
534980.01,2270061.01,-87.981964111
534980.01,2270161.01,-88.450035095
534980.01,2270261.01,-89.509689331
534980.01,2270361.01,-90.337684631
534980.01,2270461.01,-90.875640869
534980.01,2270561.01,-90.911056519
534980.01,2270661.01,-90.146690369
534980.01,2270761.01,-90.054328918
534980.01,2270861.01,-90.205558777
534980.01,2270961.01,-89.932128906
534980.01,2271061.01,-89.561798096
534980.01,2271161.01,-89.053718567
534980.01,2271261.01,-88.82383728
534980.01,2271361.01,-88.004570007
534980.01,2271461.01,-87.271507263
534980.01,2271561.01,-86.776535034
535080.01,2260861.01,-69.388038635
535080.01,2260961.01,-69.354469299
535080.01,2261061.01,-69.672492981
535080.01,2261161.01,-69.693939209
535080.01,2261261.01,-69.195808411
535080.01,2261361.01,-68.920593262
535080.01,2261461.01,-69.287513733
535080.01,2261561.01,-69.591293335
535080.01,2261661.01,-70.225196838
535080.01,2261761.01,-71.094146729
535080.01,2261861.01,-72.615699768
535080.01,2261961.01,-72.251365662
535080.01,2262061.01,-73.88949585
535080.01,2262161.01,-78.545089722
535080.01,2262261.01,-77.22441864
535080.01,2262361.01,-76.100578308
535080.01,2262461.01,-79.299888611
535080.01,2262561.01,-81.202255249
535080.01,2262661.01,-80.370040894
535080.01,2262761.01,-82.659439087
535080.01,2262861.01,-83.477325439
535080.01,2262961.01,-86.579147339
535080.01,2263061.01,-88.03440094
535080.01,2263161.01,-89.130912781
535080.01,2263261.01,-92.761238098
535080.01,2263361.01,-95.804199219
535080.01,2263461.01,-97.277252197
535080.01,2263561.01,-97.191925049
535080.01,2263661.01,-99.342002869
535080.01,2263761.01,-100.7914505
535080.01,2263861.01,-101.239631653
535080.01,2263961.01,-102.067398071
535080.01,2264061.01,-103.891441345
535080.01,2264161.01,-104.5885849
535080.01,2264261.01,-104.220718384
535080.01,2264361.01,-104.122528076
535080.01,2264461.01,-104.406478882
535080.01,2264561.01,-103.964645386
535080.01,2264661.01,-103.478561401
535080.01,2264761.01,-105.317420959
535080.01,2264861.01,-105.620368958
535080.01,2264961.01,-106.332366943
535080.01,2265061.01,-109.194595337
535080.01,2265161.01,-110.116416931
535080.01,2265261.01,-110.643516541
535080.01,2265361.01,-111.386253357
535080.01,2265461.01,-111.585273743
535080.01,2265561.01,-111.922821045
535080.01,2265661.01,-112.651611328
535080.01,2265761.01,-113.770622253
535080.01,2265861.01,-114.923233032
535080.01,2265961.01,-114.514778137
535080.01,2266061.01,-113.847488403
535080.01,2266161.01,-113.902786255
535080.01,2266261.01,-112.226989746
535080.01,2266361.01,-110.509590149
535080.01,2266461.01,-107.31375885
535080.01,2266561.01,-104.719268799
535080.01,2266661.01,-102.283126831
535080.01,2266761.01,-98.729560852
535080.01,2266861.01,-95.992637634
535080.01,2266961.01,-94.017318726
535080.01,2267061.01,-92.075569153
535080.01,2267161.01,-90.887802124
535080.01,2267261.01,-91.185836792
535080.01,2267361.01,-90.640846252
535080.01,2267461.01,-89.84538269
535080.01,2267561.01,-90.710876465
535080.01,2267661.01,-92.388641357
535080.01,2267761.01,-90.866760254
535080.01,2267861.01,-90.009689331
535080.01,2267961.01,-91.701286316
535080.01,2268061.01,-93.358146667
535080.01,2268161.01,-95.820762634
535080.01,2268261.01,-96.110305786
535080.01,2268361.01,-93.47354126
535080.01,2268461.01,-91.973060608
535080.01,2268561.01,-87.510925293
535080.01,2268661.01,-85.383911133
535080.01,2268761.01,-85.051544189
535080.01,2268861.01,-84.019508362
535080.01,2268961.01,-84.703933716
535080.01,2269061.01,-85.370262146
535080.01,2269161.01,-86.232749939
535080.01,2269261.01,-86.890670776
535080.01,2269361.01,-87.009353638
535080.01,2269461.01,-86.969802856
535080.01,2269561.01,-86.987693787
535080.01,2269661.01,-86.911125183
535080.01,2269761.01,-87.930885315
535080.01,2269861.01,-87.648284912
535080.01,2269961.01,-88.380722046
535080.01,2270061.01,-87.812423706
535080.01,2270161.01,-87.785224915
535080.01,2270261.01,-88.687255859
535080.01,2270361.01,-89.808525085
535080.01,2270461.01,-90.499855042
535080.01,2270561.01,-90.525619507
535080.01,2270661.01,-89.993293762
535080.01,2270761.01,-89.947158813
535080.01,2270861.01,-89.951248169
535080.01,2270961.01,-89.9974823
535080.01,2271061.01,-90.025161743
535080.01,2271161.01,-89.244613647
535080.01,2271261.01,-88.61505127
535080.01,2271361.01,-88.041320801
535080.01,2271461.01,-87.467460632
535080.01,2271561.01,-86.993988037
535080.01,2271661.01,-86.392173767
535180.01,2260861.01,-69.792129517
535180.01,2260961.01,-70.213760376
535180.01,2261061.01,-70.924888611
535180.01,2261161.01,-70.711883545
535180.01,2261261.01,-71.415260315
535180.01,2261361.01,-71.350135803
535180.01,2261461.01,-70.945022583
535180.01,2261561.01,-70.616409302
535180.01,2261661.01,-71.719718933
535180.01,2261761.01,-73.584449768
535180.01,2261861.01,-74.690261841
535180.01,2261961.01,-73.033111572
535180.01,2262061.01,-73.88117981
535180.01,2262161.01,-77.866592407
535180.01,2262261.01,-77.590263367
535180.01,2262361.01,-76.937538147
535180.01,2262461.01,-79.800834656
535180.01,2262561.01,-83.162620544
535180.01,2262661.01,-84.516021729
535180.01,2262761.01,-84.814369202
535180.01,2262861.01,-86.514343262
535180.01,2262961.01,-87.8722229
535180.01,2263061.01,-86.778396606
535180.01,2263161.01,-86.428436279
535180.01,2263261.01,-91.14112854
535180.01,2263361.01,-95.808692932
535180.01,2263461.01,-97.967323303
535180.01,2263561.01,-98.427635193
535180.01,2263661.01,-99.206375122
535180.01,2263761.01,-100.224685669
535180.01,2263861.01,-100.758232117
535180.01,2263961.01,-101.14427948
535180.01,2264061.01,-101.276824951
535180.01,2264161.01,-101.323280334
535180.01,2264261.01,-101.65322113
535180.01,2264361.01,-101.37197876
535180.01,2264461.01,-101.198188782
535180.01,2264561.01,-101.178939819
535180.01,2264661.01,-101.801300049
535180.01,2264761.01,-104.088294983
535180.01,2264861.01,-104.063308716
535180.01,2264961.01,-104.071533203
535180.01,2265061.01,-106.030532837
535180.01,2265161.01,-107.026405334
535180.01,2265261.01,-106.805046082
535180.01,2265361.01,-108.143211365
535180.01,2265461.01,-109.125793457
535180.01,2265561.01,-110.341842651
535180.01,2265661.01,-111.388702393
535180.01,2265761.01,-112.123031616
535180.01,2265861.01,-113.728431702
535180.01,2265961.01,-115.119041443
535180.01,2266061.01,-115.02671051
535180.01,2266161.01,-114.252792358
535180.01,2266261.01,-112.608261108
535180.01,2266361.01,-111.028465271
535180.01,2266461.01,-108.103294373
535180.01,2266561.01,-105.264755249
535180.01,2266661.01,-102.657836914
535180.01,2266761.01,-99.593490601
535180.01,2266861.01,-96.567100525
535180.01,2266961.01,-94.696418762
535180.01,2267061.01,-93.573005676
535180.01,2267161.01,-92.591789246
535180.01,2267261.01,-92.606369019
535180.01,2267361.01,-91.768943787
535180.01,2267461.01,-90.67791748
535180.01,2267561.01,-91.048355103
535180.01,2267661.01,-91.847854614
535180.01,2267761.01,-90.603507996
535180.01,2267861.01,-89.923072815
535180.01,2267961.01,-91.52481842
535180.01,2268061.01,-94.030914307
535180.01,2268161.01,-96.738975525
535180.01,2268261.01,-96.209518433
535180.01,2268361.01,-93.932945251
535180.01,2268461.01,-91.779586792
535180.01,2268561.01,-87.353637695
535180.01,2268661.01,-84.763160706
535180.01,2268761.01,-83.975296021
535180.01,2268861.01,-84.207893372
535180.01,2268961.01,-84.877883911
535180.01,2269061.01,-85.417327881
535180.01,2269161.01,-86.278770447
535180.01,2269261.01,-86.815940857
535180.01,2269361.01,-87.131538391
535180.01,2269461.01,-87.640106201
535180.01,2269561.01,-87.691726685
535180.01,2269661.01,-87.519699097
535180.01,2269761.01,-88.005981445
535180.01,2269861.01,-88.450775146
535180.01,2269961.01,-89.075576782
535180.01,2270061.01,-88.253700256
535180.01,2270161.01,-88.111083984
535180.01,2270261.01,-88.699455261
535180.01,2270361.01,-89.410804749
535180.01,2270461.01,-89.755317688
535180.01,2270561.01,-89.97227478
535180.01,2270661.01,-89.989494324
535180.01,2270761.01,-90.016372681
535180.01,2270861.01,-90.00756073
535180.01,2270961.01,-89.914382935
535180.01,2271061.01,-90.091545105
535180.01,2271161.01,-89.726509094
535180.01,2271261.01,-89.125213623
535180.01,2271361.01,-88.339286804
535180.01,2271461.01,-87.672203064
535180.01,2271561.01,-86.975021362
535180.01,2271661.01,-87.061286926
535180.01,2271761.01,-87.457962036
535280.01,2260861.01,-70.072875977
535280.01,2260961.01,-70.499229431
535280.01,2261061.01,-71.182769775
535280.01,2261161.01,-71.403648376
535280.01,2261261.01,-72.557647705
535280.01,2261361.01,-73.500808716
535280.01,2261461.01,-73.431884766
535280.01,2261561.01,-72.949935913
535280.01,2261661.01,-73.621765137
535280.01,2261761.01,-75.59866333
535280.01,2261861.01,-76.159057617
535280.01,2261961.01,-74.173408508
535280.01,2262061.01,-72.835296631
535280.01,2262161.01,-75.413841248
535280.01,2262261.01,-78.24331665
535280.01,2262361.01,-79.131484985
535280.01,2262461.01,-81.200378418
535280.01,2262561.01,-84.808097839
535280.01,2262661.01,-86.66721344
535280.01,2262761.01,-87.60760498
535280.01,2262861.01,-90.000892639
535280.01,2262961.01,-90.462532043
535280.01,2263061.01,-87.53427124
535280.01,2263161.01,-85.674613953
535280.01,2263261.01,-90.073738098
535280.01,2263361.01,-94.740058899
535280.01,2263461.01,-96.811698914
535280.01,2263561.01,-97.397171021
535280.01,2263661.01,-96.377746582
535280.01,2263761.01,-96.962142944
535280.01,2263861.01,-99.529029846
535280.01,2263961.01,-101.122039795
535280.01,2264061.01,-100.614776611
535280.01,2264161.01,-100.0054245
535280.01,2264261.01,-100.681861877
535280.01,2264361.01,-102.12436676
535280.01,2264461.01,-102.531318665
535280.01,2264561.01,-102.4164505
535280.01,2264661.01,-104.134300232
535280.01,2264761.01,-107.557312012
535280.01,2264861.01,-105.314086914
535280.01,2264961.01,-104.20035553
535280.01,2265061.01,-105.124847412
535280.01,2265161.01,-105.775917053
535280.01,2265261.01,-105.125160217
535280.01,2265361.01,-105.223052979
535280.01,2265461.01,-105.939437866
535280.01,2265561.01,-108.422286987
535280.01,2265661.01,-109.921272278
535280.01,2265761.01,-111.368423462
535280.01,2265861.01,-113.136428833
535280.01,2265961.01,-114.364677429
535280.01,2266061.01,-114.252510071
535280.01,2266161.01,-114.027053833
535280.01,2266261.01,-113.451316833
535280.01,2266361.01,-112.204933167
535280.01,2266461.01,-110.625076294
535280.01,2266561.01,-107.663970947
535280.01,2266661.01,-104.398391724
535280.01,2266761.01,-101.284103394
535280.01,2266861.01,-97.754211426
535280.01,2266961.01,-95.65309906
535280.01,2267061.01,-95.134262085
535280.01,2267161.01,-94.076316833
535280.01,2267261.01,-93.110984802
535280.01,2267361.01,-92.097412109
535280.01,2267461.01,-91.129600525
535280.01,2267561.01,-91.024459839
535280.01,2267661.01,-91.068778992
535280.01,2267761.01,-90.203903198
535280.01,2267861.01,-90.394721985
535280.01,2267961.01,-91.854232788
535280.01,2268061.01,-94.854248047
535280.01,2268161.01,-97.176818848
535280.01,2268261.01,-96.281044006
535280.01,2268361.01,-94.789100647
535280.01,2268461.01,-92.645973206
535280.01,2268561.01,-88.408157349
535280.01,2268661.01,-85.525398254
535280.01,2268761.01,-84.489303589
535280.01,2268861.01,-84.797782898
535280.01,2268961.01,-85.003082275
535280.01,2269061.01,-85.533691406
535280.01,2269161.01,-86.586051941
535280.01,2269261.01,-87.186538696
535280.01,2269361.01,-87.871246338
535280.01,2269461.01,-88.291267395
535280.01,2269561.01,-88.134437561
535280.01,2269661.01,-88.291381836
535280.01,2269761.01,-88.660964966
535280.01,2269861.01,-89.482841492
535280.01,2269961.01,-89.854988098
535280.01,2270061.01,-89.163902283
535280.01,2270161.01,-88.822731018
535280.01,2270261.01,-89.264480591
535280.01,2270361.01,-89.365974426
535280.01,2270461.01,-89.106384277
535280.01,2270561.01,-89.686714172
535280.01,2270661.01,-90.313804626
535280.01,2270761.01,-90.537788391
535280.01,2270861.01,-90.620796204
535280.01,2270961.01,-90.080558777
535280.01,2271061.01,-89.809776306
535280.01,2271161.01,-90.05770874
535280.01,2271261.01,-89.834251404
535280.01,2271361.01,-88.892097473
535280.01,2271461.01,-88.353210449
535280.01,2271561.01,-87.316650391
535280.01,2271661.01,-87.621116638
535280.01,2271761.01,-88.421867371
535280.01,2271861.01,-89.510490417
535380.01,2260861.01,-70.648109436
535380.01,2260961.01,-71.159706116
535380.01,2261061.01,-71.962104797
535380.01,2261161.01,-72.07308197
535380.01,2261261.01,-72.419532776
535380.01,2261361.01,-73.924308777
535380.01,2261461.01,-75.131919861
535380.01,2261561.01,-75.254463196
535380.01,2261661.01,-74.947479248
535380.01,2261761.01,-76.46144104
535380.01,2261861.01,-76.951850891
535380.01,2261961.01,-74.736061096
535380.01,2262061.01,-72.089370728
535380.01,2262161.01,-73.916679382
535380.01,2262261.01,-78.064239502
535380.01,2262361.01,-80.288475037
535380.01,2262461.01,-82.127037048
535380.01,2262561.01,-84.670089722
535380.01,2262661.01,-86.027130127
535380.01,2262761.01,-87.324127197
535380.01,2262861.01,-90.073982239
535380.01,2262961.01,-91.589607239
535380.01,2263061.01,-89.237518311
535380.01,2263161.01,-86.623840332
535380.01,2263261.01,-90.240142822
535380.01,2263361.01,-93.259391785
535380.01,2263461.01,-94.021842957
535380.01,2263561.01,-94.915397644
535380.01,2263661.01,-93.719566345
535380.01,2263761.01,-94.935760498
535380.01,2263861.01,-100.370887756
535380.01,2263961.01,-102.995368958
535380.01,2264061.01,-104.172973633
535380.01,2264161.01,-104.941146851
535380.01,2264261.01,-105.157958984
535380.01,2264361.01,-106.470588684
535380.01,2264461.01,-106.821258545
535380.01,2264561.01,-106.057495117
535380.01,2264661.01,-108.034812927
535380.01,2264761.01,-112.575134277
535380.01,2264861.01,-109.101531982
535380.01,2264961.01,-107.23374176
535380.01,2265061.01,-107.232460022
535380.01,2265161.01,-107.541778564
535380.01,2265261.01,-106.998161316
535380.01,2265361.01,-105.4168396
535380.01,2265461.01,-105.083183289
535380.01,2265561.01,-107.571388245
535380.01,2265661.01,-109.107620239
535380.01,2265761.01,-111.223274231
535380.01,2265861.01,-112.800003052
535380.01,2265961.01,-112.590232849
535380.01,2266061.01,-113.061462402
535380.01,2266161.01,-113.992767334
535380.01,2266261.01,-114.216209412
535380.01,2266361.01,-113.640739441
535380.01,2266461.01,-112.86680603
535380.01,2266561.01,-110.247085571
535380.01,2266661.01,-106.728797913
535380.01,2266761.01,-103.814994812
535380.01,2266861.01,-100.54914856
535380.01,2266961.01,-97.887550354
535380.01,2267061.01,-96.905273438
535380.01,2267161.01,-95.211013794
535380.01,2267261.01,-93.542480469
535380.01,2267361.01,-92.546943665
535380.01,2267461.01,-91.472122192
535380.01,2267561.01,-90.980033875
535380.01,2267661.01,-90.908866882
535380.01,2267761.01,-90.628234863
535380.01,2267861.01,-91.679550171
535380.01,2267961.01,-93.578529358
535380.01,2268061.01,-95.871574402
535380.01,2268161.01,-97.679481506
535380.01,2268261.01,-96.664146423
535380.01,2268361.01,-94.419883728
535380.01,2268461.01,-92.298500061
535380.01,2268561.01,-90.531509399
535380.01,2268661.01,-87.635368347
535380.01,2268761.01,-85.346168518
535380.01,2268861.01,-85.021263123
535380.01,2268961.01,-85.072982788
535380.01,2269061.01,-85.740829468
535380.01,2269161.01,-86.897171021
535380.01,2269261.01,-87.791503906
535380.01,2269361.01,-89.151771545
535380.01,2269461.01,-89.174034119
535380.01,2269561.01,-88.674980164
535380.01,2269661.01,-89.346138
535380.01,2269761.01,-89.954307556
535380.01,2269861.01,-90.009025574
535380.01,2269961.01,-90.118629456
535380.01,2270061.01,-89.396751404
535380.01,2270161.01,-89.118026733
535380.01,2270261.01,-89.862480164
535380.01,2270361.01,-89.640281677
535380.01,2270461.01,-88.93561554
535380.01,2270561.01,-89.796958923
535380.01,2270661.01,-90.797813416
535380.01,2270761.01,-90.973930359
535380.01,2270861.01,-91.157737732
535380.01,2270961.01,-90.536155701
535380.01,2271061.01,-89.717582703
535380.01,2271161.01,-90.456359863
535380.01,2271261.01,-90.031723022
535380.01,2271361.01,-89.329124451
535380.01,2271461.01,-88.78288269
535380.01,2271561.01,-88.099746704
535380.01,2271661.01,-88.486785889
535380.01,2271761.01,-89.532737732
535380.01,2271861.01,-90.496841431
535380.01,2271961.01,-91.109169006
535480.01,2260861.01,-71.495201111
535480.01,2260961.01,-72.405822754
535480.01,2261061.01,-73.365608215
535480.01,2261161.01,-73.346687317
535480.01,2261261.01,-73.119773865
535480.01,2261361.01,-74.278427124
535480.01,2261461.01,-76.244773865
535480.01,2261561.01,-77.315513611
535480.01,2261661.01,-76.211540222
535480.01,2261761.01,-76.295547485
535480.01,2261861.01,-77.031394958
535480.01,2261961.01,-76.398605347
535480.01,2262061.01,-74.749404907
535480.01,2262161.01,-74.693405151
535480.01,2262261.01,-77.915351868
535480.01,2262361.01,-80.133720398
535480.01,2262461.01,-81.794540405
535480.01,2262561.01,-83.86416626
535480.01,2262661.01,-84.602729797
535480.01,2262761.01,-85.324432373
535480.01,2262861.01,-87.759117126
535480.01,2262961.01,-90.636268616
535480.01,2263061.01,-90.478248596
535480.01,2263161.01,-87.840072632
535480.01,2263261.01,-89.245422363
535480.01,2263361.01,-90.080680847
535480.01,2263461.01,-91.719032288
535480.01,2263561.01,-94.061691284
535480.01,2263661.01,-94.431266785
535480.01,2263761.01,-96.630943298
535480.01,2263861.01,-101.436058044
535480.01,2263961.01,-104.184364319
535480.01,2264061.01,-107.022842407
535480.01,2264161.01,-109.391807556
535480.01,2264261.01,-109.151855469
535480.01,2264361.01,-109.410881042
535480.01,2264461.01,-109.128540039
535480.01,2264561.01,-108.836074829
535480.01,2264661.01,-110.14050293
535480.01,2264761.01,-112.876808167
535480.01,2264861.01,-111.4712677
535480.01,2264961.01,-110.45476532
535480.01,2265061.01,-110.454238892
535480.01,2265161.01,-110.493484497
535480.01,2265261.01,-109.719345093
535480.01,2265361.01,-107.54611969
535480.01,2265461.01,-105.930686951
535480.01,2265561.01,-107.937057495
535480.01,2265661.01,-108.793205261
535480.01,2265761.01,-109.714851379
535480.01,2265861.01,-111.326316833
535480.01,2265961.01,-111.320350647
535480.01,2266061.01,-111.990875244
535480.01,2266161.01,-113.447349548
535480.01,2266261.01,-114.076171875
535480.01,2266361.01,-114.22039032
535480.01,2266461.01,-114.079589844
535480.01,2266561.01,-112.29498291
535480.01,2266661.01,-109.032058716
535480.01,2266761.01,-106.416740417
535480.01,2266861.01,-103.702987671
535480.01,2266961.01,-100.585197449
535480.01,2267061.01,-98.723083496
535480.01,2267161.01,-96.229522705
535480.01,2267261.01,-94.522071838
535480.01,2267361.01,-93.423934937
535480.01,2267461.01,-91.617706299
535480.01,2267561.01,-91.155464172
535480.01,2267661.01,-91.555374146
535480.01,2267761.01,-92.236907959
535480.01,2267861.01,-94.500854492
535480.01,2267961.01,-95.824432373
535480.01,2268061.01,-96.333206177
535480.01,2268161.01,-98.785423279
535480.01,2268261.01,-98.896224976
535480.01,2268361.01,-95.922889709
535480.01,2268461.01,-93.01058197
535480.01,2268561.01,-91.974060059
535480.01,2268661.01,-88.667961121
535480.01,2268761.01,-85.560836792
535480.01,2268861.01,-84.959716797
535480.01,2268961.01,-85.389541626
535480.01,2269061.01,-86.23261261
535480.01,2269161.01,-87.313369751
535480.01,2269261.01,-88.495323181
535480.01,2269361.01,-89.694923401
535480.01,2269461.01,-89.720329285
535480.01,2269561.01,-88.964065552
535480.01,2269661.01,-90.119178772
535480.01,2269761.01,-91.03125
535480.01,2269861.01,-90.099014282
535480.01,2269961.01,-89.972190857
535480.01,2270061.01,-90.053474426
535480.01,2270161.01,-89.765525818
535480.01,2270261.01,-90.082557678
535480.01,2270361.01,-89.526771545
535480.01,2270461.01,-89.052398682
535480.01,2270561.01,-90.069793701
535480.01,2270661.01,-90.934402466
535480.01,2270761.01,-90.853363037
535480.01,2270861.01,-90.995407104
535480.01,2270961.01,-90.935836792
535480.01,2271061.01,-90.748382568
535480.01,2271161.01,-91.386108398
535480.01,2271261.01,-90.139160156
535480.01,2271361.01,-89.737304688
535480.01,2271461.01,-89.414863586
535480.01,2271561.01,-89.358940125
535480.01,2271661.01,-89.861068726
535480.01,2271761.01,-90.81578064
535480.01,2271861.01,-90.917457581
535480.01,2271961.01,-90.877189636
535480.01,2272061.01,-92.037261963
535580.01,2260861.01,-72.631866455
535580.01,2260961.01,-73.7628479
535580.01,2261061.01,-74.62689209
535580.01,2261161.01,-74.387107849
535580.01,2261261.01,-74.358337402
535580.01,2261361.01,-75.362625122
535580.01,2261461.01,-77.535652161
535580.01,2261561.01,-78.805221558
535580.01,2261661.01,-77.205680847
535580.01,2261761.01,-76.45916748
535580.01,2261861.01,-77.990036011
535580.01,2261961.01,-79.70614624
535580.01,2262061.01,-78.367027283
535580.01,2262161.01,-75.627182007
535580.01,2262261.01,-77.495986938
535580.01,2262361.01,-79.079124451
535580.01,2262461.01,-80.604293823
535580.01,2262561.01,-82.046272278
535580.01,2262661.01,-83.073509216
535580.01,2262761.01,-83.505691528
535580.01,2262861.01,-85.060256958
535580.01,2262961.01,-88.97706604
535580.01,2263061.01,-90.053466797
535580.01,2263161.01,-88.360954285
535580.01,2263261.01,-88.590026855
535580.01,2263361.01,-88.771270752
535580.01,2263461.01,-91.001358032
535580.01,2263561.01,-94.579483032
535580.01,2263661.01,-96.349594116
535580.01,2263761.01,-98.476127625
535580.01,2263861.01,-101.351806641
535580.01,2263961.01,-103.41280365
535580.01,2264061.01,-106.345375061
535580.01,2264161.01,-108.949691772
535580.01,2264261.01,-108.43699646
535580.01,2264361.01,-108.914428711
535580.01,2264461.01,-108.773475647
535580.01,2264561.01,-109.221847534
535580.01,2264661.01,-110.687728882
535580.01,2264761.01,-112.037986755
535580.01,2264861.01,-112.620117188
535580.01,2264961.01,-112.746757507
535580.01,2265061.01,-112.357849121
535580.01,2265161.01,-112.311714172
535580.01,2265261.01,-111.479309082
535580.01,2265361.01,-109.204147339
535580.01,2265461.01,-107.053649902
535580.01,2265561.01,-107.080032349
535580.01,2265661.01,-107.956817627
535580.01,2265761.01,-108.543212891
535580.01,2265861.01,-109.625793457
535580.01,2265961.01,-110.131599426
535580.01,2266061.01,-110.916427612
535580.01,2266161.01,-112.38419342
535580.01,2266261.01,-113.11971283
535580.01,2266361.01,-113.55619812
535580.01,2266461.01,-114.189437866
535580.01,2266561.01,-113.362388611
535580.01,2266661.01,-110.91570282
535580.01,2266761.01,-108.719184875
535580.01,2266861.01,-106.117507935
535580.01,2266961.01,-103.044937134
535580.01,2267061.01,-100.90272522
535580.01,2267161.01,-97.470184326
535580.01,2267261.01,-95.692001343
535580.01,2267361.01,-94.006912231
535580.01,2267461.01,-91.624855042
535580.01,2267561.01,-91.743255615
535580.01,2267661.01,-92.349700928
535580.01,2267761.01,-93.377639771
535580.01,2267861.01,-95.494514465
535580.01,2267961.01,-96.706268311
535580.01,2268061.01,-97.31842804
535580.01,2268161.01,-99.536300659
535580.01,2268261.01,-99.900848389
535580.01,2268361.01,-97.050941467
535580.01,2268461.01,-93.464485168
535580.01,2268561.01,-90.156539917
535580.01,2268661.01,-87.6561203
535580.01,2268761.01,-85.435531616
535580.01,2268861.01,-84.769195557
535580.01,2268961.01,-85.564575195
535580.01,2269061.01,-86.612754822
535580.01,2269161.01,-87.681884766
535580.01,2269261.01,-88.60684967
535580.01,2269361.01,-89.162101746
535580.01,2269461.01,-90.196533203
535580.01,2269561.01,-90.13243103
535580.01,2269661.01,-91.034934998
535580.01,2269761.01,-91.574935913
535580.01,2269861.01,-90.425476074
535580.01,2269961.01,-89.928779602
535580.01,2270061.01,-90.089347839
535580.01,2270161.01,-90.419128418
535580.01,2270261.01,-89.911628723
535580.01,2270361.01,-89.038002014
535580.01,2270461.01,-89.524002075
535580.01,2270561.01,-90.195587158
535580.01,2270661.01,-90.32749176
535580.01,2270761.01,-90.268371582
535580.01,2270861.01,-90.708953857
535580.01,2270961.01,-91.125701904
535580.01,2271061.01,-91.30872345
535580.01,2271161.01,-91.174453735
535580.01,2271261.01,-90.200531006
535580.01,2271361.01,-90.193077087
535580.01,2271461.01,-90.51499939
535580.01,2271561.01,-90.835067749
535580.01,2271661.01,-90.985969543
535580.01,2271761.01,-91.534866333
535580.01,2271861.01,-91.05557251
535580.01,2271961.01,-90.822692871
535580.01,2272061.01,-92.242347717
535680.01,2260861.01,-73.751312256
