"X","Y","H10_Portl (Depth)"
535580.01,2265661.01,83.965187073
535580.01,2265761.01,82.205375671
535580.01,2265861.01,84.737327576
535580.01,2265961.01,88.955055237
535580.01,2266061.01,87.145996094
535580.01,2266161.01,90.21786499
535580.01,2266261.01,97.432388306
535580.01,2266361.01,101.581130981
535580.01,2266461.01,105.033630371
535580.01,2266561.01,109.918525696
535580.01,2266661.01,118.087348938
535580.01,2266761.01,121.561264038
535580.01,2266861.01,125.051773071
535580.01,2266961.01,131.275527954
535580.01,2267061.01,135.571151733
535580.01,2267161.01,140.80229187
535580.01,2267261.01,146.717727661
535580.01,2267361.01,150.587493896
535580.01,2267461.01,152.201889038
535580.01,2267561.01,159.082260132
535580.01,2267661.01,168.699676514
535580.01,2267761.01,172.643737793
535580.01,2267861.01,176.946243286
535580.01,2267961.01,179.23651123
535580.01,2268061.01,182.150848389
535580.01,2268161.01,164.330734253
535580.01,2268261.01,167.860656738
535580.01,2268361.01,170.111221313
535580.01,2268461.01,174.549865723
535580.01,2268561.01,180.890380859
535580.01,2268661.01,183.637756348
535580.01,2268761.01,186.000015259
535580.01,2268861.01,186.273651123
535580.01,2268961.01,185.855682373
535580.01,2269061.01,184.836959839
535580.01,2269161.01,184.869171143
535580.01,2269261.01,186.075561523
535580.01,2269361.01,186.693435669
535580.01,2269461.01,188.984161377
535580.01,2269561.01,190.518386841
535580.01,2269661.01,191.296157837
535580.01,2269761.01,192.974838257
535580.01,2269861.01,195.578598022
535580.01,2269961.01,197.698394775
535580.01,2270061.01,201.519348145
535580.01,2270161.01,207.847930908
535580.01,2270261.01,208.461029053
535580.01,2270361.01,210.727432251
535580.01,2270461.01,210.777542114
535580.01,2270561.01,211.740829468
535580.01,2270661.01,215.225921631
535580.01,2270761.01,215.325500488
535580.01,2270861.01,215.862243652
535580.01,2270961.01,217.248428345
535580.01,2271061.01,219.187332153
535580.01,2271161.01,222.779724121
535580.01,2271261.01,224.917770386
535580.01,2271361.01,223.200805664
535580.01,2271461.01,221.714874268
535580.01,2271561.01,222.750610352
535580.01,2271661.01,223.015808105
535580.01,2271761.01,221.946395874
535580.01,2271861.01,221.58984375
535580.01,2271961.01,222.239700317
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,154.854797363
535680.01,2261261.01,154.820556641
535680.01,2261361.01,154.350280762
535680.01,2261461.01,152.633865356
535680.01,2261561.01,150.584014893
535680.01,2261661.01,147.933517456
535680.01,2261761.01,144.525543213
535680.01,2261861.01,142.680969238
535680.01,2261961.01,140.666641235
535680.01,2262061.01,135.826370239
535680.01,2262161.01,132.035751343
535680.01,2262261.01,130.817947388
535680.01,2262361.01,130.851425171
535680.01,2262461.01,130.492004395
535680.01,2262561.01,130.690093994
535680.01,2262661.01,131.082870483
535680.01,2262761.01,130.504867554
535680.01,2262861.01,130.327835083
535680.01,2262961.01,129.699707031
535680.01,2263061.01,122.689239502
535680.01,2263161.01,115.784484863
535680.01,2263261.01,116.225334167
535680.01,2263361.01,115.603271484
535680.01,2263461.01,116.480583191
535680.01,2263561.01,116.378860474
535680.01,2263661.01,113.766555786
535680.01,2263761.01,110.798683167
535680.01,2263861.01,108.571380615
535680.01,2263961.01,105.75806427
535680.01,2264061.01,103.683181763
535680.01,2264161.01,102.844841003
535680.01,2264261.01,102.155227661
535680.01,2264361.01,97.222755432
535680.01,2264461.01,94.050834656
535680.01,2264561.01,95.534683228
535680.01,2264661.01,93.59815979
535680.01,2264761.01,92.147331238
535680.01,2264861.01,94.143814087
535680.01,2264961.01,95.143852234
535680.01,2265061.01,93.749549866
535680.01,2265161.01,92.138725281
535680.01,2265261.01,88.797431946
535680.01,2265361.01,85.169570923
535680.01,2265461.01,84.207885742
535680.01,2265561.01,77.939987183
535680.01,2265661.01,76.501167297
535680.01,2265761.01,78.956863403
535680.01,2265861.01,81.612197876
535680.01,2265961.01,87.547645569
535680.01,2266061.01,91.624252319
535680.01,2266161.01,93.205833435
535680.01,2266261.01,99.51209259
535680.01,2266361.01,102.8673172
535680.01,2266461.01,106.529624939
535680.01,2266561.01,117.974578857
535680.01,2266661.01,122.782211304
535680.01,2266761.01,122.862304688
535680.01,2266861.01,126.728622437
535680.01,2266961.01,132.308792114
535680.01,2267061.01,135.575698853
535680.01,2267161.01,140.097808838
535680.01,2267261.01,145.328262329
535680.01,2267361.01,147.497299194
535680.01,2267461.01,150.527053833
535680.01,2267561.01,156.611816406
535680.01,2267661.01,166.318054199
535680.01,2267761.01,170.667755127
535680.01,2267861.01,176.570419312
535680.01,2267961.01,183.435119629
535680.01,2268061.01,183.94720459
535680.01,2268161.01,168.455032349
535680.01,2268261.01,168.559890747
535680.01,2268361.01,169.087936401
535680.01,2268461.01,173.933456421
535680.01,2268561.01,179.944534302
535680.01,2268661.01,182.76725769
535680.01,2268761.01,185.250167847
535680.01,2268861.01,184.291412354
535680.01,2268961.01,183.667572021
535680.01,2269061.01,183.287460327
535680.01,2269161.01,183.463989258
535680.01,2269261.01,186.007369995
535680.01,2269361.01,188.001144409
535680.01,2269461.01,190.355026245
535680.01,2269561.01,192.099624634
535680.01,2269661.01,193.261199951
535680.01,2269761.01,194.398193359
535680.01,2269861.01,197.693130493
535680.01,2269961.01,200.807144165
535680.01,2270061.01,202.910049438
535680.01,2270161.01,205.954956055
535680.01,2270261.01,206.831314087
535680.01,2270361.01,210.174163818
535680.01,2270461.01,211.291015625
535680.01,2270561.01,211.628997803
535680.01,2270661.01,214.433685303
535680.01,2270761.01,214.375106812
535680.01,2270861.01,215.15385437
535680.01,2270961.01,217.855712891
535680.01,2271061.01,219.762069702
535680.01,2271161.01,221.734344482
535680.01,2271261.01,222.841400146
535680.01,2271361.01,221.929199219
535680.01,2271461.01,223.11932373
535680.01,2271561.01,223.921432495
535680.01,2271661.01,223.321792603
535680.01,2271761.01,223.161514282
535680.01,2271861.01,224.949401855
535680.01,2271961.01,224.692474365
535680.01,2272061.01,225.678710938
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,-9999
535780.01,2261261.01,155.460067749
535780.01,2261361.01,154.880950928
535780.01,2261461.01,152.647918701
535780.01,2261561.01,150.113632202
535780.01,2261661.01,148.245315552
535780.01,2261761.01,145.70916748
535780.01,2261861.01,142.154678345
535780.01,2261961.01,140.360351563
535780.01,2262061.01,137.099685669
535780.01,2262161.01,133.796554565
535780.01,2262261.01,133.953430176
535780.01,2262361.01,133.239456177
535780.01,2262461.01,132.122543335
535780.01,2262561.01,132.260498047
535780.01,2262661.01,131.757537842
535780.01,2262761.01,131.314575195
535780.01,2262861.01,129.967941284
535780.01,2262961.01,126.525398254
535780.01,2263061.01,121.274856567
535780.01,2263161.01,119.676490784
535780.01,2263261.01,119.043426514
535780.01,2263361.01,117.490455627
535780.01,2263461.01,118.346549988
535780.01,2263561.01,117.212738037
535780.01,2263661.01,114.396240234
535780.01,2263761.01,112.434745789
535780.01,2263861.01,111.025138855
535780.01,2263961.01,108.541671753
535780.01,2264061.01,106.170951843
535780.01,2264161.01,104.145217896
535780.01,2264261.01,102.178077698
535780.01,2264361.01,97.784759521
535780.01,2264461.01,96.143989563
535780.01,2264561.01,95.112747192
535780.01,2264661.01,98.753936768
535780.01,2264761.01,96.053886414
535780.01,2264861.01,93.264686584
535780.01,2264961.01,94.36075592
535780.01,2265061.01,92.183807373
535780.01,2265161.01,88.634521484
535780.01,2265261.01,88.181770325
535780.01,2265361.01,85.286911011
535780.01,2265461.01,81.752662659
535780.01,2265561.01,78.748794556
535780.01,2265661.01,72.894332886
535780.01,2265761.01,75.955718994
535780.01,2265861.01,85.100746155
535780.01,2265961.01,86.527458191
535780.01,2266061.01,87.760749817
535780.01,2266161.01,93.41178894
535780.01,2266261.01,100.177909851
535780.01,2266361.01,106.219474792
535780.01,2266461.01,108.885650635
535780.01,2266561.01,111.686485291
535780.01,2266661.01,123.20324707
535780.01,2266761.01,123.598228455
535780.01,2266861.01,126.093688965
535780.01,2266961.01,131.306442261
535780.01,2267061.01,135.339782715
535780.01,2267161.01,141.056442261
535780.01,2267261.01,145.234146118
535780.01,2267361.01,147.434646606
535780.01,2267461.01,151.567703247
535780.01,2267561.01,158.139846802
535780.01,2267661.01,162.914749146
535780.01,2267761.01,170.777999878
535780.01,2267861.01,177.680679321
535780.01,2267961.01,182.645629883
535780.01,2268061.01,184.451049805
535780.01,2268161.01,169.75932312
535780.01,2268261.01,169.3256073
535780.01,2268361.01,169.500656128
535780.01,2268461.01,174.454696655
535780.01,2268561.01,179.004425049
535780.01,2268661.01,180.255905151
535780.01,2268761.01,182.005203247
535780.01,2268861.01,183.45552063
535780.01,2268961.01,182.1534729
535780.01,2269061.01,183.436035156
535780.01,2269161.01,184.71812439
535780.01,2269261.01,186.142150879
535780.01,2269361.01,187.890029907
535780.01,2269461.01,190.866485596
535780.01,2269561.01,192.501113892
535780.01,2269661.01,194.398513794
535780.01,2269761.01,198.971847534
535780.01,2269861.01,198.102645874
535780.01,2269961.01,198.898468018
535780.01,2270061.01,198.908050537
535780.01,2270161.01,202.739761353
535780.01,2270261.01,204.046554565
535780.01,2270361.01,207.166183472
535780.01,2270461.01,208.866699219
535780.01,2270561.01,209.584335327
535780.01,2270661.01,212.992462158
535780.01,2270761.01,214.690444946
535780.01,2270861.01,215.456604004
535780.01,2270961.01,216.707275391
535780.01,2271061.01,218.492492676
535780.01,2271161.01,219.477661133
535780.01,2271261.01,222.387115479
535780.01,2271361.01,223.646148682
535780.01,2271461.01,224.293380737
535780.01,2271561.01,224.700912476
535780.01,2271661.01,223.784622192
535780.01,2271761.01,224.730072021
535780.01,2271861.01,225.406295776
535780.01,2271961.01,224.694778442
535780.01,2272061.01,225.431808472
535780.01,2272161.01,225.850814819
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,154.168685913
535880.01,2261461.01,151.955947876
535880.01,2261561.01,149.432479858
535880.01,2261661.01,148.049499512
535880.01,2261761.01,145.609832764
535880.01,2261861.01,142.877853394
535880.01,2261961.01,141.193252563
535880.01,2262061.01,138.533325195
535880.01,2262161.01,135.777008057
535880.01,2262261.01,136.672332764
535880.01,2262361.01,134.831832886
535880.01,2262461.01,133.877853394
535880.01,2262561.01,134.130203247
535880.01,2262661.01,133.611480713
535880.01,2262761.01,130.924484253
535880.01,2262861.01,127.995765686
535880.01,2262961.01,124.934501648
535880.01,2263061.01,122.537376404
535880.01,2263161.01,120.906929016
535880.01,2263261.01,120.457092285
535880.01,2263361.01,118.831062317
535880.01,2263461.01,118.665176392
535880.01,2263561.01,117.078308105
535880.01,2263661.01,114.631057739
535880.01,2263761.01,113.824859619
535880.01,2263861.01,114.228286743
535880.01,2263961.01,111.846191406
535880.01,2264061.01,107.914466858
535880.01,2264161.01,106.561843872
535880.01,2264261.01,102.563148499
535880.01,2264361.01,99.05368042
535880.01,2264461.01,98.689025879
535880.01,2264561.01,96.477157593
535880.01,2264661.01,97.291610718
535880.01,2264761.01,96.488937378
535880.01,2264861.01,94.835853577
535880.01,2264961.01,91.875274658
535880.01,2265061.01,85.418800354
535880.01,2265161.01,83.771659851
535880.01,2265261.01,79.388801575
535880.01,2265361.01,78.191818237
535880.01,2265461.01,79.240196228
535880.01,2265561.01,79.181228638
535880.01,2265661.01,72.78515625
535880.01,2265761.01,72.361671448
535880.01,2265861.01,83.369483948
535880.01,2265961.01,87.54864502
535880.01,2266061.01,87.149650574
535880.01,2266161.01,92.779998779
535880.01,2266261.01,97.710205078
535880.01,2266361.01,100.761993408
535880.01,2266461.01,105.877479553
535880.01,2266561.01,110.279060364
535880.01,2266661.01,113.959533691
535880.01,2266761.01,126.757507324
535880.01,2266861.01,125.810699463
535880.01,2266961.01,132.30140686
535880.01,2267061.01,136.472671509
535880.01,2267161.01,142.139450073
535880.01,2267261.01,145.72996521
535880.01,2267361.01,147.743255615
535880.01,2267461.01,153.811676025
535880.01,2267561.01,159.845306396
535880.01,2267661.01,164.976699829
535880.01,2267761.01,173.74168396
535880.01,2267861.01,180.385543823
535880.01,2267961.01,184.570114136
535880.01,2268061.01,185.228851318
535880.01,2268161.01,173.732955933
535880.01,2268261.01,174.354049683
535880.01,2268361.01,169.691894531
535880.01,2268461.01,173.822540283
535880.01,2268561.01,177.764297485
535880.01,2268661.01,180.043823242
535880.01,2268761.01,181.693084717
535880.01,2268861.01,184.697097778
535880.01,2268961.01,185.435699463
535880.01,2269061.01,186.768417358
535880.01,2269161.01,187.055648804
535880.01,2269261.01,186.034637451
535880.01,2269361.01,188.630325317
535880.01,2269461.01,191.439666748
535880.01,2269561.01,192.515991211
535880.01,2269661.01,192.972076416
535880.01,2269761.01,198.757217407
535880.01,2269861.01,197.883621216
535880.01,2269961.01,196.736373901
535880.01,2270061.01,197.833175659
535880.01,2270161.01,199.467254639
535880.01,2270261.01,200.673339844
535880.01,2270361.01,204.236923218
535880.01,2270461.01,206.85105896
535880.01,2270561.01,207.10093689
535880.01,2270661.01,209.754089355
535880.01,2270761.01,214.366210938
535880.01,2270861.01,214.300476074
535880.01,2270961.01,214.422241211
535880.01,2271061.01,216.636932373
535880.01,2271161.01,217.520904541
535880.01,2271261.01,222.436965942
535880.01,2271361.01,223.498977661
535880.01,2271461.01,223.78553772
535880.01,2271561.01,224.019592285
535880.01,2271661.01,223.428939819
535880.01,2271761.01,223.435379028
535880.01,2271861.01,224.06602478
535880.01,2271961.01,224.916503906
535880.01,2272061.01,226.157806396
535880.01,2272161.01,227.514190674
535880.01,2272261.01,231.282836914
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,154.16267395
535980.01,2261461.01,153.077041626
535980.01,2261561.01,150.092758179
535980.01,2261661.01,146.558746338
535980.01,2261761.01,145.134353638
535980.01,2261861.01,143.352294922
535980.01,2261961.01,141.844024658
535980.01,2262061.01,139.934249878
535980.01,2262161.01,138.21862793
535980.01,2262261.01,137.785476685
535980.01,2262361.01,135.812576294
535980.01,2262461.01,135.040435791
535980.01,2262561.01,135.832855225
535980.01,2262661.01,134.913848877
535980.01,2262761.01,130.269302368
535980.01,2262861.01,128.227844238
535980.01,2262961.01,125.704750061
535980.01,2263061.01,124.522918701
535980.01,2263161.01,125.024711609
535980.01,2263261.01,121.570404053
535980.01,2263361.01,120.521156311
535980.01,2263461.01,118.819747925
535980.01,2263561.01,116.505569458
535980.01,2263661.01,115.780357361
535980.01,2263761.01,114.49420166
535980.01,2263861.01,114.357093811
535980.01,2263961.01,112.208396912
535980.01,2264061.01,109.81186676
535980.01,2264161.01,109.468017578
535980.01,2264261.01,106.334884644
535980.01,2264361.01,102.554290771
535980.01,2264461.01,101.995452881
535980.01,2264561.01,99.449775696
535980.01,2264661.01,97.555908203
535980.01,2264761.01,96.881126404
535980.01,2264861.01,82.274085999
535980.01,2264961.01,81.095680237
535980.01,2265061.01,78.566497803
535980.01,2265161.01,77.470787048
535980.01,2265261.01,78.44115448
535980.01,2265361.01,73.641578674
535980.01,2265461.01,73.446296692
535980.01,2265561.01,77.882041931
535980.01,2265661.01,76.904335022
535980.01,2265761.01,74.108383179
535980.01,2265861.01,78.251068115
535980.01,2265961.01,88.375953674
535980.01,2266061.01,89.282157898
535980.01,2266161.01,92.989067078
535980.01,2266261.01,98.64226532
535980.01,2266361.01,101.216087341
535980.01,2266461.01,106.587310791
535980.01,2266561.01,113.053741455
535980.01,2266661.01,119.731315613
535980.01,2266761.01,119.406616211
535980.01,2266861.01,129.91545105
535980.01,2266961.01,132.572570801
535980.01,2267061.01,139.26776123
535980.01,2267161.01,144.951507568
535980.01,2267261.01,148.070648193
535980.01,2267361.01,150.089126587
535980.01,2267461.01,152.829193115
535980.01,2267561.01,158.109649658
535980.01,2267661.01,162.884124756
535980.01,2267761.01,172.589782715
535980.01,2267861.01,182.730270386
535980.01,2267961.01,186.890716553
535980.01,2268061.01,185.035018921
535980.01,2268161.01,171.504257202
535980.01,2268261.01,170.911087036
535980.01,2268361.01,169.87348938
535980.01,2268461.01,173.870635986
535980.01,2268561.01,176.536758423
535980.01,2268661.01,180.680877686
535980.01,2268761.01,182.330627441
535980.01,2268861.01,186.235961914
535980.01,2268961.01,188.329986572
535980.01,2269061.01,188.478088379
535980.01,2269161.01,188.232727051
535980.01,2269261.01,188.746353149
535980.01,2269361.01,189.988052368
535980.01,2269461.01,192.040039063
535980.01,2269561.01,192.72177124
535980.01,2269661.01,193.325775146
535980.01,2269761.01,193.008972168
535980.01,2269861.01,192.734024048
535980.01,2269961.01,194.88684082
535980.01,2270061.01,196.92628479
535980.01,2270161.01,198.143264771
535980.01,2270261.01,199.016937256
535980.01,2270361.01,202.086257935
535980.01,2270461.01,202.778762817
535980.01,2270561.01,204.78326416
535980.01,2270661.01,207.170455933
535980.01,2270761.01,209.827301025
535980.01,2270861.01,209.665145874
535980.01,2270961.01,211.155700684
535980.01,2271061.01,213.771148682
535980.01,2271161.01,213.275024414
535980.01,2271261.01,222.641708374
535980.01,2271361.01,223.498977661
535980.01,2271461.01,223.197906494
535980.01,2271561.01,224.361251831
535980.01,2271661.01,224.452331543
535980.01,2271761.01,226.150588989
535980.01,2271861.01,226.616500854
535980.01,2271961.01,227.355636597
535980.01,2272061.01,229.527252197
535980.01,2272161.01,231.471969604
535980.01,2272261.01,233.300460815
535980.01,2272361.01,235.231338501
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,152.949874878
536080.01,2261561.01,150.218856812
536080.01,2261661.01,146.730514526
536080.01,2261761.01,144.921310425
536080.01,2261861.01,144.477752686
536080.01,2261961.01,142.586074829
536080.01,2262061.01,140.514678955
536080.01,2262161.01,139.03112793
536080.01,2262261.01,138.238937378
536080.01,2262361.01,137.09576416
536080.01,2262461.01,138.219772339
536080.01,2262561.01,138.590240479
536080.01,2262661.01,133.840484619
536080.01,2262761.01,129.17678833
536080.01,2262861.01,127.854766846
536080.01,2262961.01,126.732688904
536080.01,2263061.01,125.956260681
536080.01,2263161.01,125.291343689
536080.01,2263261.01,122.305511475
536080.01,2263361.01,120.449310303
536080.01,2263461.01,119.240623474
536080.01,2263561.01,118.163490295
536080.01,2263661.01,117.417694092
536080.01,2263761.01,116.197601318
536080.01,2263861.01,115.352485657
536080.01,2263961.01,114.505134583
536080.01,2264061.01,111.579612732
536080.01,2264161.01,111.003921509
536080.01,2264261.01,108.937911987
536080.01,2264361.01,90.416732788
536080.01,2264461.01,89.606140137
536080.01,2264561.01,88.172721863
536080.01,2264661.01,87.070518494
536080.01,2264761.01,86.060516357
536080.01,2264861.01,81.263832092
536080.01,2264961.01,78.864997864
536080.01,2265061.01,77.876564026
536080.01,2265161.01,76.218849182
536080.01,2265261.01,76.172294617
536080.01,2265361.01,72.445640564
536080.01,2265461.01,72.293052673
536080.01,2265561.01,77.315353394
536080.01,2265661.01,73.511962891
536080.01,2265761.01,74.666885376
536080.01,2265861.01,72.438301086
536080.01,2265961.01,80.06602478
536080.01,2266061.01,83.039268494
536080.01,2266161.01,92.814292908
536080.01,2266261.01,99.419448853
536080.01,2266361.01,103.666595459
536080.01,2266461.01,106.602790833
536080.01,2266561.01,112.600349426
536080.01,2266661.01,117.697937012
536080.01,2266761.01,120.521682739
536080.01,2266861.01,130.626876831
536080.01,2266961.01,133.238800049
536080.01,2267061.01,139.890731812
536080.01,2267161.01,145.122848511
536080.01,2267261.01,146.757507324
536080.01,2267361.01,148.511489868
536080.01,2267461.01,152.861923218
536080.01,2267561.01,157.303497314
536080.01,2267661.01,162.213302612
536080.01,2267761.01,172.925384521
536080.01,2267861.01,182.766189575
536080.01,2267961.01,185.75100708
536080.01,2268061.01,185.035018921
536080.01,2268161.01,171.585678101
536080.01,2268261.01,170.522338867
536080.01,2268361.01,171.568099976
536080.01,2268461.01,174.259796143
536080.01,2268561.01,177.877746582
536080.01,2268661.01,182.726531982
536080.01,2268761.01,185.768463135
536080.01,2268861.01,187.972686768
536080.01,2268961.01,190.53515625
536080.01,2269061.01,188.758499146
536080.01,2269161.01,189.620361328
536080.01,2269261.01,189.429748535
536080.01,2269361.01,191.262252808
536080.01,2269461.01,192.718765259
536080.01,2269561.01,190.407211304
536080.01,2269661.01,192.799545288
536080.01,2269761.01,191.21824646
536080.01,2269861.01,191.230712891
536080.01,2269961.01,195.421539307
536080.01,2270061.01,196.801589966
536080.01,2270161.01,196.859527588
536080.01,2270261.01,196.933914185
536080.01,2270361.01,199.246780396
536080.01,2270461.01,200.799087524
536080.01,2270561.01,203.877029419
536080.01,2270661.01,207.035598755
536080.01,2270761.01,207.44883728
536080.01,2270861.01,206.512466431
536080.01,2270961.01,207.185699463
536080.01,2271061.01,208.291397095
536080.01,2271161.01,207.542907715
536080.01,2271261.01,210.019592285
536080.01,2271361.01,222.302444458
536080.01,2271461.01,222.896835327
536080.01,2271561.01,223.929794312
536080.01,2271661.01,225.784988403
536080.01,2271761.01,227.290802002
536080.01,2271861.01,228.891921997
536080.01,2271961.01,229.272720337
536080.01,2272061.01,230.904266357
536080.01,2272161.01,234.481185913
536080.01,2272261.01,237.008987427
536080.01,2272361.01,240.181167603
536080.01,2272461.01,242.116638184
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,149.731811523
536180.01,2261661.01,147.590744019
536180.01,2261761.01,145.591415405
536180.01,2261861.01,145.016693115
536180.01,2261961.01,143.394607544
536180.01,2262061.01,141.052886963
536180.01,2262161.01,140.564224243
536180.01,2262261.01,141.344924927
536180.01,2262361.01,139.945663452
536180.01,2262461.01,137.946060181
536180.01,2262561.01,134.176742554
536180.01,2262661.01,130.220993042
536180.01,2262761.01,128.103927612
536180.01,2262861.01,127.359764099
536180.01,2262961.01,126.572525024
536180.01,2263061.01,125.116844177
536180.01,2263161.01,123.99382782
536180.01,2263261.01,122.558479309
536180.01,2263361.01,120.920318604
536180.01,2263461.01,120.273948669
536180.01,2263561.01,120.214248657
536180.01,2263661.01,117.357078552
536180.01,2263761.01,114.516960144
536180.01,2263861.01,114.574493408
536180.01,2263961.01,100.43548584
536180.01,2264061.01,99.950500488
536180.01,2264161.01,98.416496277
536180.01,2264261.01,94.44947052
536180.01,2264361.01,91.010353088
536180.01,2264461.01,90.091300964
536180.01,2264561.01,89.345802307
536180.01,2264661.01,87.899276733
536180.01,2264761.01,87.609489441
536180.01,2264861.01,85.0912323
536180.01,2264961.01,81.629981995
536180.01,2265061.01,79.959625244
536180.01,2265161.01,78.620147705
536180.01,2265261.01,73.728408813
536180.01,2265361.01,70.681137085
536180.01,2265461.01,72.967636108
536180.01,2265561.01,75.021842957
536180.01,2265661.01,74.22668457
536180.01,2265761.01,76.172325134
536180.01,2265861.01,73.219406128
536180.01,2265961.01,71.947814941
536180.01,2266061.01,81.480255127
536180.01,2266161.01,90.48764801
536180.01,2266261.01,95.758407593
536180.01,2266361.01,99.348449707
536180.01,2266461.01,104.408668518
536180.01,2266561.01,110.866233826
536180.01,2266661.01,113.696083069
536180.01,2266761.01,118.907394409
536180.01,2266861.01,122.330993652
536180.01,2266961.01,133.640335083
536180.01,2267061.01,138.21824646
536180.01,2267161.01,144.011245728
536180.01,2267261.01,146.042419434
536180.01,2267361.01,148.65802002
536180.01,2267461.01,151.790512085
536180.01,2267561.01,156.423477173
536180.01,2267661.01,165.274780273
536180.01,2267761.01,173.302734375
536180.01,2267861.01,178.03352356
536180.01,2267961.01,183.887435913
536180.01,2268061.01,184.549758911
536180.01,2268161.01,184.206680298
536180.01,2268261.01,170.763671875
536180.01,2268361.01,171.860809326
536180.01,2268461.01,176.15977478
536180.01,2268561.01,179.960708618
536180.01,2268661.01,185.265884399
536180.01,2268761.01,187.517974854
536180.01,2268861.01,189.522567749
536180.01,2268961.01,191.734039307
536180.01,2269061.01,188.697906494
536180.01,2269161.01,189.616577148
536180.01,2269261.01,189.860687256
536180.01,2269361.01,190.812942505
536180.01,2269461.01,178.989456177
536180.01,2269561.01,179.617752075
536180.01,2269661.01,192.718765259
536180.01,2269761.01,192.222747803
536180.01,2269861.01,192.107650757
536180.01,2269961.01,194.418334961
536180.01,2270061.01,196.360824585
536180.01,2270161.01,194.240844727
536180.01,2270261.01,195.212585449
536180.01,2270361.01,198.608230591
536180.01,2270461.01,200.584472656
536180.01,2270561.01,203.942459106
536180.01,2270661.01,206.024047852
536180.01,2270761.01,205.412994385
536180.01,2270861.01,205.256515503
536180.01,2270961.01,206.349655151
536180.01,2271061.01,207.179016113
536180.01,2271161.01,220.143783569
536180.01,2271261.01,220.040054321
536180.01,2271361.01,219.989486694
536180.01,2271461.01,220.554504395
536180.01,2271561.01,224.693405151
536180.01,2271661.01,227.846069336
536180.01,2271761.01,230.266906738
536180.01,2271861.01,232.07572937
536180.01,2271961.01,233.253860474
536180.01,2272061.01,234.512695313
536180.01,2272161.01,235.94519043
536180.01,2272261.01,238.263381958
536180.01,2272361.01,241.504501343
536180.01,2272461.01,244.135818481
536180.01,2272561.01,247.228012085
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,150.504119873
536280.01,2261661.01,150.167358398
536280.01,2261761.01,148.116577148
536280.01,2261861.01,147.327178955
536280.01,2261961.01,145.391433716
536280.01,2262061.01,143.432540894
536280.01,2262161.01,143.379730225
536280.01,2262261.01,142.835205078
536280.01,2262361.01,140.453567505
536280.01,2262461.01,138.065109253
536280.01,2262561.01,134.228973389
536280.01,2262661.01,129.232330322
536280.01,2262761.01,127.23841095
536280.01,2262861.01,125.567520142
536280.01,2262961.01,124.069274902
536280.01,2263061.01,123.319717407
536280.01,2263161.01,123.242630005
536280.01,2263261.01,123.523857117
536280.01,2263361.01,122.902359009
536280.01,2263461.01,122.749359131
536280.01,2263561.01,120.315536499
536280.01,2263661.01,115.863830566
536280.01,2263761.01,112.776069641
536280.01,2263861.01,112.694145203
536280.01,2263961.01,106.979255676
536280.01,2264061.01,106.718513489
536280.01,2264161.01,102.610832214
536280.01,2264261.01,98.266990662
536280.01,2264361.01,96.433753967
536280.01,2264461.01,91.285842896
536280.01,2264561.01,88.836105347
536280.01,2264661.01,86.800827026
536280.01,2264761.01,88.953094482
536280.01,2264861.01,87.275115967
536280.01,2264961.01,82.414360046
536280.01,2265061.01,81.571334839
536280.01,2265161.01,79.278625488
536280.01,2265261.01,78.136871338
536280.01,2265361.01,78.455024719
536280.01,2265461.01,77.489044189
536280.01,2265561.01,75.32384491
536280.01,2265661.01,77.152229309
536280.01,2265761.01,77.413742065
536280.01,2265861.01,73.024276733
536280.01,2265961.01,74.684158325
536280.01,2266061.01,80.847846985
536280.01,2266161.01,85.760055542
536280.01,2266261.01,89.800109863
536280.01,2266361.01,97.058280945
536280.01,2266461.01,102.992050171
536280.01,2266561.01,109.8123703
536280.01,2266661.01,114.239906311
536280.01,2266761.01,119.437332153
536280.01,2266861.01,122.99105835
536280.01,2266961.01,134.760131836
536280.01,2267061.01,135.746841431
536280.01,2267161.01,142.347183228
536280.01,2267261.01,144.393890381
536280.01,2267361.01,148.79914856
536280.01,2267461.01,152.613510132
