"X","Y","H10_Portl (Depth)"
532380.01,2268261.01,170.043884277
532380.01,2268361.01,168.57081604
532380.01,2268461.01,168.388763428
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,181.976623535
532480.01,2262061.01,181.698516846
532480.01,2262161.01,182.987564087
532480.01,2262261.01,182.398162842
532480.01,2262361.01,181.152786255
532480.01,2262461.01,180.025527954
532480.01,2262561.01,178.658966064
532480.01,2262661.01,175.478439331
532480.01,2262761.01,175.846618652
532480.01,2262861.01,174.756896973
532480.01,2262961.01,174.007492065
532480.01,2263061.01,173.255340576
532480.01,2263161.01,171.477050781
532480.01,2263261.01,169.701644897
532480.01,2263361.01,166.741714478
532480.01,2263461.01,163.985992432
532480.01,2263561.01,161.217803955
532480.01,2263661.01,159.943481445
532480.01,2263761.01,156.544692993
532480.01,2263861.01,151.043258667
532480.01,2263961.01,142.668640137
532480.01,2264061.01,139.772781372
532480.01,2264161.01,135.804443359
532480.01,2264261.01,133.14453125
532480.01,2264361.01,127.599449158
532480.01,2264461.01,122.598999023
532480.01,2264561.01,120.466567993
532480.01,2264661.01,117.246162415
532480.01,2264761.01,117.094604492
532480.01,2264861.01,117.040458679
532480.01,2264961.01,117.218925476
532480.01,2265061.01,117.974662781
532480.01,2265161.01,138.134429932
532480.01,2265261.01,141.204452515
532480.01,2265361.01,141.243927002
532480.01,2265461.01,143.343933105
532480.01,2265561.01,143.643218994
532480.01,2265661.01,144.226501465
532480.01,2265761.01,145.908187866
532480.01,2265861.01,143.791824341
532480.01,2265961.01,143.899917603
532480.01,2266061.01,145.534332275
532480.01,2266161.01,149.344650269
532480.01,2266261.01,152.828903198
532480.01,2266361.01,158.312927246
532480.01,2266461.01,161.265533447
532480.01,2266561.01,165.361053467
532480.01,2266661.01,169.279754639
532480.01,2266761.01,173.26008606
532480.01,2266861.01,176.586380005
532480.01,2266961.01,177.150039673
532480.01,2267061.01,181.31980896
532480.01,2267161.01,181.31980896
532480.01,2267261.01,181.31980896
532480.01,2267361.01,181.796569824
532480.01,2267461.01,183.222198486
532480.01,2267561.01,183.039306641
532480.01,2267661.01,179.675750732
532480.01,2267761.01,176.238723755
532480.01,2267861.01,178.455993652
532480.01,2267961.01,176.625686646
532480.01,2268061.01,174.922348022
532480.01,2268161.01,174.346160889
532480.01,2268261.01,172.045272827
532480.01,2268361.01,170.251663208
532480.01,2268461.01,170.130187988
532480.01,2268561.01,170.307937622
532480.01,2268661.01,-9999
532580.01,2261861.01,182.664245605
532580.01,2261961.01,182.332550049
532580.01,2262061.01,181.903930664
532580.01,2262161.01,180.990081787
532580.01,2262261.01,178.300308228
532580.01,2262361.01,176.399475098
532580.01,2262461.01,175.954788208
532580.01,2262561.01,175.826553345
532580.01,2262661.01,175.613006592
532580.01,2262761.01,175.659698486
532580.01,2262861.01,175.228500366
532580.01,2262961.01,175.342056274
532580.01,2263061.01,174.626037598
532580.01,2263161.01,174.759719849
532580.01,2263261.01,170.069412231
532580.01,2263361.01,165.741394043
532580.01,2263461.01,160.303314209
532580.01,2263561.01,158.248596191
532580.01,2263661.01,156.95489502
532580.01,2263761.01,153.403625488
532580.01,2263861.01,148.022537231
532580.01,2263961.01,141.97038269
532580.01,2264061.01,139.063537598
532580.01,2264161.01,134.241668701
532580.01,2264261.01,129.052215576
532580.01,2264361.01,125.360275269
532580.01,2264461.01,122.044311523
532580.01,2264561.01,119.600372314
532580.01,2264661.01,118.576255798
532580.01,2264761.01,117.485610962
532580.01,2264861.01,117.929153442
532580.01,2264961.01,116.100418091
532580.01,2265061.01,114.083946228
532580.01,2265161.01,120.9556427
532580.01,2265261.01,132.665115356
532580.01,2265361.01,137.954345703
532580.01,2265461.01,140.526290894
532580.01,2265561.01,143.434768677
532580.01,2265661.01,141.131973267
532580.01,2265761.01,143.002563477
532580.01,2265861.01,143.089233398
532580.01,2265961.01,143.653747559
532580.01,2266061.01,146.031188965
532580.01,2266161.01,149.051956177
532580.01,2266261.01,152.396118164
532580.01,2266361.01,158.811065674
532580.01,2266461.01,163.317596436
532580.01,2266561.01,165.754684448
532580.01,2266661.01,169.741485596
532580.01,2266761.01,173.396865845
532580.01,2266861.01,175.746337891
532580.01,2266961.01,177.688568115
532580.01,2267061.01,181.31980896
532580.01,2267161.01,178.607315063
532580.01,2267261.01,181.31980896
532580.01,2267361.01,181.603149414
532580.01,2267461.01,181.413650513
532580.01,2267561.01,181.334060669
532580.01,2267661.01,179.15184021
532580.01,2267761.01,178.572357178
532580.01,2267861.01,178.761276245
532580.01,2267961.01,178.174682617
532580.01,2268061.01,176.500732422
532580.01,2268161.01,176.184310913
532580.01,2268261.01,173.786209106
532580.01,2268361.01,172.405914307
532580.01,2268461.01,172.300064087
532580.01,2268561.01,172.610488892
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,182.664245605
532680.01,2261861.01,182.012588501
532680.01,2261961.01,182.012588501
532680.01,2262061.01,182.012588501
532680.01,2262161.01,194.041168213
532680.01,2262261.01,193.28868103
532680.01,2262361.01,175.527008057
532680.01,2262461.01,180.638275146
532680.01,2262561.01,175.228500366
532680.01,2262661.01,175.228500366
532680.01,2262761.01,175.19744873
532680.01,2262861.01,173.25138855
532680.01,2262961.01,173.822509766
532680.01,2263061.01,174.028152466
532680.01,2263161.01,174.121887207
532680.01,2263261.01,169.642089844
532680.01,2263361.01,166.075546265
532680.01,2263461.01,160.942581177
532680.01,2263561.01,160.78616333
532680.01,2263661.01,160.265090942
532680.01,2263761.01,155.148040771
532680.01,2263861.01,149.293304443
532680.01,2263961.01,144.898345947
532680.01,2264061.01,139.344177246
532680.01,2264161.01,133.90435791
532680.01,2264261.01,129.013305664
532680.01,2264361.01,126.18447113
532680.01,2264461.01,122.869277954
532680.01,2264561.01,120.5131073
532680.01,2264661.01,118.529632568
532680.01,2264761.01,114.174125671
532680.01,2264861.01,114.131996155
532680.01,2264961.01,112.271430969
532680.01,2265061.01,128.159103394
532680.01,2265161.01,124.399330139
532680.01,2265261.01,126.213264465
532680.01,2265361.01,130.671600342
532680.01,2265461.01,132.005081177
532680.01,2265561.01,132.513046265
532680.01,2265661.01,135.985198975
532680.01,2265761.01,139.108459473
532680.01,2265861.01,139.030792236
532680.01,2265961.01,141.698379517
532680.01,2266061.01,145.137039185
532680.01,2266161.01,148.71913147
532680.01,2266261.01,152.062255859
532680.01,2266361.01,157.737243652
532680.01,2266461.01,163.521697998
532680.01,2266561.01,165.420776367
532680.01,2266661.01,170.268508911
532680.01,2266761.01,173.809524536
532680.01,2266861.01,176.297607422
532680.01,2266961.01,178.796890259
532680.01,2267061.01,181.31980896
532680.01,2267161.01,181.31980896
532680.01,2267261.01,181.31980896
532680.01,2267361.01,179.734512329
532680.01,2267461.01,178.267379761
532680.01,2267561.01,178.994369507
532680.01,2267661.01,179.056274414
532680.01,2267761.01,178.506652832
532680.01,2267861.01,179.369155884
532680.01,2267961.01,179.954025269
532680.01,2268061.01,178.873855591
532680.01,2268161.01,178.791534424
532680.01,2268261.01,176.471725464
532680.01,2268361.01,173.616912842
532680.01,2268461.01,173.102493286
532680.01,2268561.01,173.335220337
532680.01,2268661.01,174.988998413
532680.01,2268761.01,-9999
532780.01,2261761.01,212.182830811
532780.01,2261861.01,199.121261597
532780.01,2261961.01,212.182830811
532780.01,2262061.01,211.954055786
532780.01,2262161.01,211.091537476
532780.01,2262261.01,210.732391357
532780.01,2262361.01,208.888809204
532780.01,2262461.01,205.579315186
532780.01,2262561.01,201.222488403
532780.01,2262661.01,196.732971191
532780.01,2262761.01,194.104385376
532780.01,2262861.01,173.081970215
532780.01,2262961.01,173.081970215
532780.01,2263061.01,173.013259888
532780.01,2263161.01,172.659744263
532780.01,2263261.01,168.742111206
532780.01,2263361.01,166.237304688
532780.01,2263461.01,163.62097168
532780.01,2263561.01,161.985671997
532780.01,2263661.01,161.438674927
532780.01,2263761.01,155.801651001
532780.01,2263861.01,149.263702393
532780.01,2263961.01,147.173568726
532780.01,2264061.01,142.133102417
532780.01,2264161.01,136.406906128
532780.01,2264261.01,133.313919067
532780.01,2264361.01,124.863868713
532780.01,2264461.01,119.198974609
532780.01,2264561.01,116.286720276
532780.01,2264661.01,126.351104736
532780.01,2264761.01,123.198974609
532780.01,2264861.01,112.271430969
532780.01,2264961.01,112.271430969
532780.01,2265061.01,127.776939392
532780.01,2265161.01,125.999649048
532780.01,2265261.01,123.831535339
532780.01,2265361.01,128.658905029
532780.01,2265461.01,129.829620361
532780.01,2265561.01,130.4140625
532780.01,2265661.01,132.70866394
532780.01,2265761.01,135.00177002
532780.01,2265861.01,136.378387451
532780.01,2265961.01,139.312179565
532780.01,2266061.01,143.268188477
532780.01,2266161.01,146.661651611
532780.01,2266261.01,150.897781372
532780.01,2266361.01,155.609725952
532780.01,2266461.01,161.338775635
532780.01,2266561.01,165.261367798
532780.01,2266661.01,171.480514526
532780.01,2266761.01,176.335906982
532780.01,2266861.01,178.446060181
532780.01,2266961.01,180.348739624
532780.01,2267061.01,180.865478516
532780.01,2267161.01,181.31980896
532780.01,2267261.01,174.82963562
532780.01,2267361.01,179.270553589
532780.01,2267461.01,175.964660645
532780.01,2267561.01,178.197753906
532780.01,2267661.01,179.053222656
532780.01,2267761.01,179.0809021
532780.01,2267861.01,180.525619507
532780.01,2267961.01,181.671157837
532780.01,2268061.01,181.719528198
532780.01,2268161.01,180.976165771
532780.01,2268261.01,179.988021851
532780.01,2268361.01,177.428512573
532780.01,2268461.01,177.031784058
532780.01,2268561.01,175.829086304
532780.01,2268661.01,176.49269104
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,212.182830811
532880.01,2261761.01,212.182830811
532880.01,2261861.01,212.182830811
532880.01,2261961.01,211.695739746
532880.01,2262061.01,210.722229004
532880.01,2262161.01,208.655349731
532880.01,2262261.01,208.086776733
532880.01,2262361.01,203.329742432
532880.01,2262461.01,201.938186646
532880.01,2262561.01,199.182479858
532880.01,2262661.01,197.153427124
532880.01,2262761.01,194.164794922
532880.01,2262861.01,192.9818573
532880.01,2262961.01,173.081970215
532880.01,2263061.01,173.013259888
532880.01,2263161.01,171.912414551
532880.01,2263261.01,169.421905518
532880.01,2263361.01,168.194259644
532880.01,2263461.01,164.897064209
532880.01,2263561.01,161.250869751
532880.01,2263661.01,159.297622681
532880.01,2263761.01,155.25642395
532880.01,2263861.01,151.318481445
532880.01,2263961.01,149.285446167
532880.01,2264061.01,144.187362671
532880.01,2264161.01,139.230407715
532880.01,2264261.01,142.511779785
532880.01,2264361.01,140.751419067
532880.01,2264461.01,136.057113647
532880.01,2264561.01,125.306442261
532880.01,2264661.01,112.271430969
532880.01,2264761.01,112.271430969
532880.01,2264861.01,112.271430969
532880.01,2264961.01,112.271430969
532880.01,2265061.01,112.271430969
532880.01,2265161.01,127.572906494
532880.01,2265261.01,126.955245972
532880.01,2265361.01,128.076126099
532880.01,2265461.01,129.366012573
532880.01,2265561.01,129.880752563
532880.01,2265661.01,131.981414795
532880.01,2265761.01,134.476577759
532880.01,2265861.01,135.451889038
532880.01,2265961.01,135.960372925
532880.01,2266061.01,140.940353394
532880.01,2266161.01,144.512832642
532880.01,2266261.01,150.017990112
532880.01,2266361.01,155.035003662
532880.01,2266461.01,158.755172729
532880.01,2266561.01,164.943527222
532880.01,2266661.01,171.549255371
532880.01,2266761.01,177.008682251
532880.01,2266861.01,178.980667114
532880.01,2266961.01,179.42250061
532880.01,2267061.01,178.652938843
532880.01,2267161.01,179.599884033
532880.01,2267261.01,171.783325195
532880.01,2267361.01,171.444244385
532880.01,2267461.01,173.465011597
532880.01,2267561.01,176.351699829
532880.01,2267661.01,178.024246216
532880.01,2267761.01,178.878265381
532880.01,2267861.01,179.961730957
532880.01,2267961.01,182.212539673
532880.01,2268061.01,181.99407959
532880.01,2268161.01,182.09513855
532880.01,2268261.01,181.926956177
532880.01,2268361.01,180.963592529
532880.01,2268461.01,178.47706604
532880.01,2268561.01,178.297485352
532880.01,2268661.01,180.143066406
532880.01,2268761.01,180.251281738
532880.01,2268861.01,-9999
532980.01,2261561.01,212.238876343
532980.01,2261661.01,212.09046936
532980.01,2261761.01,211.966125488
532980.01,2261861.01,211.935577393
532980.01,2261961.01,210.907623291
532980.01,2262061.01,210.730804443
532980.01,2262161.01,204.907791138
532980.01,2262261.01,199.314834595
532980.01,2262361.01,195.763397217
532980.01,2262461.01,193.655197144
532980.01,2262561.01,195.258956909
532980.01,2262661.01,193.44821167
532980.01,2262761.01,191.693054199
532980.01,2262861.01,190.975402832
532980.01,2262961.01,189.559356689
532980.01,2263061.01,174.942672729
532980.01,2263161.01,174.845504761
532980.01,2263261.01,174.017074585
532980.01,2263361.01,169.817138672
532980.01,2263461.01,165.357055664
532980.01,2263561.01,160.623443604
532980.01,2263661.01,158.648788452
532980.01,2263761.01,155.446731567
532980.01,2263861.01,150.908370972
532980.01,2263961.01,148.596633911
532980.01,2264061.01,148.059204102
532980.01,2264161.01,146.690124512
532980.01,2264261.01,147.467041016
532980.01,2264361.01,143.73008728
532980.01,2264461.01,113.44430542
532980.01,2264561.01,113.204948425
532980.01,2264661.01,112.447731018
532980.01,2264761.01,112.244628906
532980.01,2264861.01,112.256164551
532980.01,2264961.01,112.741592407
532980.01,2265061.01,115.238212585
532980.01,2265161.01,118.680969238
532980.01,2265261.01,124.830345154
532980.01,2265361.01,127.339828491
532980.01,2265461.01,128.684112549
532980.01,2265561.01,129.883728027
532980.01,2265661.01,132.152511597
532980.01,2265761.01,134.971054077
532980.01,2265861.01,135.209289551
532980.01,2265961.01,132.905944824
532980.01,2266061.01,137.521881104
532980.01,2266161.01,140.972732544
532980.01,2266261.01,148.133361816
532980.01,2266361.01,154.829147339
532980.01,2266461.01,159.278884888
532980.01,2266561.01,166.29057312
532980.01,2266661.01,173.586395264
532980.01,2266761.01,176.172332764
532980.01,2266861.01,179.24546814
532980.01,2266961.01,179.860671997
532980.01,2267061.01,179.669525146
532980.01,2267161.01,179.511123657
532980.01,2267261.01,174.242080688
532980.01,2267361.01,170.959228516
532980.01,2267461.01,172.851196289
532980.01,2267561.01,175.597885132
532980.01,2267661.01,177.365921021
532980.01,2267761.01,179.246917725
532980.01,2267861.01,181.744598389
532980.01,2267961.01,183.02696228
532980.01,2268061.01,182.998855591
532980.01,2268161.01,183.230239868
532980.01,2268261.01,183.166717529
532980.01,2268361.01,181.598937988
532980.01,2268461.01,179.087371826
532980.01,2268561.01,179.69934082
532980.01,2268661.01,181.29750061
532980.01,2268761.01,184.740081787
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,211.860336304
533080.01,2261561.01,211.400222778
533080.01,2261661.01,211.255218506
533080.01,2261761.01,212.37538147
533080.01,2261861.01,211.460250854
533080.01,2261961.01,210.797058105
533080.01,2262061.01,208.09375
533080.01,2262161.01,204.534469604
533080.01,2262261.01,198.752075195
533080.01,2262361.01,196.181259155
533080.01,2262461.01,193.777389526
533080.01,2262561.01,191.298110962
533080.01,2262661.01,189.573699951
533080.01,2262761.01,187.385910034
533080.01,2262861.01,185.323196411
533080.01,2262961.01,183.605072021
533080.01,2263061.01,179.727035522
533080.01,2263161.01,176.58416748
533080.01,2263261.01,173.673797607
533080.01,2263361.01,169.044815063
533080.01,2263461.01,164.594955444
533080.01,2263561.01,162.020523071
533080.01,2263661.01,158.94203186
533080.01,2263761.01,155.554412842
533080.01,2263861.01,158.280059814
533080.01,2263961.01,154.337509155
533080.01,2264061.01,153.899047852
533080.01,2264161.01,150.578521729
533080.01,2264261.01,117.404975891
533080.01,2264361.01,115.433807373
533080.01,2264461.01,115.117301941
533080.01,2264561.01,114.368453979
533080.01,2264661.01,114.291320801
533080.01,2264761.01,112.752700806
533080.01,2264861.01,111.958969116
533080.01,2264961.01,112.698471069
533080.01,2265061.01,115.060630798
533080.01,2265161.01,118.52746582
533080.01,2265261.01,123.961410522
533080.01,2265361.01,127.138145447
533080.01,2265461.01,127.18434906
533080.01,2265561.01,129.123382568
533080.01,2265661.01,131.80090332
533080.01,2265761.01,132.778060913
533080.01,2265861.01,133.757644653
533080.01,2265961.01,133.057418823
533080.01,2266061.01,135.310974121
533080.01,2266161.01,139.123962402
533080.01,2266261.01,146.192123413
533080.01,2266361.01,154.224807739
533080.01,2266461.01,161.213058472
533080.01,2266561.01,166.548233032
533080.01,2266661.01,172.225769043
533080.01,2266761.01,174.698181152
533080.01,2266861.01,179.034118652
533080.01,2266961.01,181.138565063
533080.01,2267061.01,180.969329834
533080.01,2267161.01,181.168579102
533080.01,2267261.01,177.484573364
533080.01,2267361.01,174.119293213
533080.01,2267461.01,173.02684021
533080.01,2267561.01,175.106323242
533080.01,2267661.01,179.070999146
533080.01,2267761.01,181.623901367
533080.01,2267861.01,183.329986572
533080.01,2267961.01,183.969238281
533080.01,2268061.01,184.765258789
533080.01,2268161.01,184.558654785
533080.01,2268261.01,184.036148071
533080.01,2268361.01,182.472686768
533080.01,2268461.01,181.493545532
533080.01,2268561.01,180.765411377
533080.01,2268661.01,182.292297363
533080.01,2268761.01,185.585510254
533080.01,2268861.01,186.946243286
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,209.084884644
533180.01,2261561.01,210.762954712
533180.01,2261661.01,210.606063843
533180.01,2261761.01,211.757476807
533180.01,2261861.01,211.06590271
533180.01,2261961.01,209.84463501
533180.01,2262061.01,206.609817505
533180.01,2262161.01,202.468902588
533180.01,2262261.01,199.353042603
533180.01,2262361.01,196.31829834
533180.01,2262461.01,193.484481812
533180.01,2262561.01,192.394104004
533180.01,2262661.01,189.776855469
533180.01,2262761.01,187.630172729
533180.01,2262861.01,186.054443359
533180.01,2262961.01,181.396682739
533180.01,2263061.01,177.463241577
533180.01,2263161.01,173.991119385
533180.01,2263261.01,171.53968811
533180.01,2263361.01,167.673355103
533180.01,2263461.01,164.43699646
533180.01,2263561.01,164.766403198
533180.01,2263661.01,163.057113647
533180.01,2263761.01,161.116210938
533180.01,2263861.01,161.492431641
533180.01,2263961.01,159.027252197
533180.01,2264061.01,155.167633057
533180.01,2264161.01,121.572242737
533180.01,2264261.01,120.123313904
533180.01,2264361.01,120.453147888
533180.01,2264461.01,120.070655823
533180.01,2264561.01,119.743972778
533180.01,2264661.01,114.865959167
533180.01,2264761.01,112.151542664
533180.01,2264861.01,111.529708862
533180.01,2264961.01,111.852798462
533180.01,2265061.01,114.231781006
533180.01,2265161.01,117.641929626
533180.01,2265261.01,121.04524231
533180.01,2265361.01,125.113899231
533180.01,2265461.01,125.132797241
533180.01,2265561.01,126.968162537
533180.01,2265661.01,129.111801147
533180.01,2265761.01,130.363632202
533180.01,2265861.01,132.049819946
533180.01,2265961.01,134.056427002
533180.01,2266061.01,137.34185791
533180.01,2266161.01,142.797195435
533180.01,2266261.01,149.257583618
533180.01,2266361.01,156.561843872
533180.01,2266461.01,159.608551025
533180.01,2266561.01,163.748626709
533180.01,2266661.01,168.687454224
533180.01,2266761.01,171.160858154
533180.01,2266861.01,174.596038818
533180.01,2266961.01,179.731704712
533180.01,2267061.01,180.71434021
533180.01,2267161.01,182.458435059
533180.01,2267261.01,181.57472229
533180.01,2267361.01,174.351776123
533180.01,2267461.01,174.417373657
533180.01,2267561.01,179.9609375
533180.01,2267661.01,179.822265625
533180.01,2267761.01,181.524597168
533180.01,2267861.01,183.219436646
533180.01,2267961.01,183.828491211
533180.01,2268061.01,184.530593872
533180.01,2268161.01,183.757202148
533180.01,2268261.01,182.163192749
533180.01,2268361.01,181.120635986
533180.01,2268461.01,180.831695557
533180.01,2268561.01,183.027099609
533180.01,2268661.01,184.269622803
533180.01,2268761.01,185.619110107
533180.01,2268861.01,186.797470093
533180.01,2268961.01,-9999
533180.01,2269061.01,-9999
533280.01,2261361.01,205.223464966
533280.01,2261461.01,205.874771118
533280.01,2261561.01,207.967636108
533280.01,2261661.01,208.686447144
533280.01,2261761.01,210.348342896
533280.01,2261861.01,210.885513306
533280.01,2261961.01,209.460159302
533280.01,2262061.01,205.820144653
533280.01,2262161.01,200.633621216
533280.01,2262261.01,197.451431274
533280.01,2262361.01,195.582199097
533280.01,2262461.01,193.5730896
533280.01,2262561.01,192.432006836
533280.01,2262661.01,190.239624023
533280.01,2262761.01,186.869033813
533280.01,2262861.01,183.301010132
533280.01,2262961.01,179.406280518
533280.01,2263061.01,176.375549316
533280.01,2263161.01,173.679382324
533280.01,2263261.01,173.240219116
533280.01,2263361.01,172.069702148
533280.01,2263461.01,170.293762207
533280.01,2263561.01,170.004745483
533280.01,2263661.01,167.676971436
533280.01,2263761.01,164.58291626
533280.01,2263861.01,126.438056946
533280.01,2263961.01,124.663368225
533280.01,2264061.01,122.920051575
533280.01,2264161.01,123.539756775
533280.01,2264261.01,122.876724243
533280.01,2264361.01,121.231552124
533280.01,2264461.01,121.156028748
533280.01,2264561.01,119.797386169
533280.01,2264661.01,111.416320801
533280.01,2264761.01,111.602310181
533280.01,2264861.01,110.27671051
533280.01,2264961.01,111.874664307
533280.01,2265061.01,116.044944763
533280.01,2265161.01,116.780021667
533280.01,2265261.01,117.17514801
533280.01,2265361.01,122.800476074
533280.01,2265461.01,126.010810852
533280.01,2265561.01,128.106552124
533280.01,2265661.01,129.88583374
533280.01,2265761.01,131.185821533
533280.01,2265861.01,132.171981812
533280.01,2265961.01,137.071838379
533280.01,2266061.01,140.431991577
533280.01,2266161.01,145.275543213
533280.01,2266261.01,150.325485229
533280.01,2266361.01,153.108566284
533280.01,2266461.01,157.706054688
533280.01,2266561.01,160.923477173
533280.01,2266661.01,164.540084839
533280.01,2266761.01,166.032562256
533280.01,2266861.01,170.422088623
533280.01,2266961.01,175.528442383
533280.01,2267061.01,177.445709229
533280.01,2267161.01,181.499755859
533280.01,2267261.01,180.784408569
533280.01,2267361.01,180.865234375
533280.01,2267461.01,180.865234375
533280.01,2267561.01,180.805297852
533280.01,2267661.01,180.21472168
533280.01,2267761.01,179.565261841
533280.01,2267861.01,180.395263672
533280.01,2267961.01,180.287826538
533280.01,2268061.01,181.668304443
533280.01,2268161.01,182.721817017
533280.01,2268261.01,182.929153442
533280.01,2268361.01,181.416656494
533280.01,2268461.01,180.250915527
533280.01,2268561.01,183.015960693
533280.01,2268661.01,183.421340942
533280.01,2268761.01,182.783172607
533280.01,2268861.01,179.815551758
533280.01,2268961.01,179.169326782
533280.01,2269061.01,-9999
533280.01,2269161.01,-9999
533380.01,2261261.01,201.818527222
533380.01,2261361.01,203.157241821
533380.01,2261461.01,204.590835571
533380.01,2261561.01,205.087524414
533380.01,2261661.01,206.570053101
533380.01,2261761.01,208.090637207
533380.01,2261861.01,208.809158325
533380.01,2261961.01,208.137390137
533380.01,2262061.01,205.626876831
533380.01,2262161.01,200.174911499
533380.01,2262261.01,197.486907959
533380.01,2262361.01,195.526000977
533380.01,2262461.01,193.441833496
533380.01,2262561.01,191.524337769
533380.01,2262661.01,187.249710083
533380.01,2262761.01,182.466766357
533380.01,2262861.01,179.620437622
533380.01,2262961.01,176.757385254
533380.01,2263061.01,175.36769104
533380.01,2263161.01,174.760665894
533380.01,2263261.01,174.531677246
533380.01,2263361.01,174.1847229
533380.01,2263461.01,172.638061523
533380.01,2263561.01,171.643569946
533380.01,2263661.01,160.574981689
533380.01,2263761.01,128.814956665
533380.01,2263861.01,127.978637695
533380.01,2263961.01,127.58493042
533380.01,2264061.01,126.95866394
533380.01,2264161.01,126.22618103
533380.01,2264261.01,124.161087036
533380.01,2264361.01,123.865356445
533380.01,2264461.01,124.126586914
533380.01,2264561.01,123.326278687
533380.01,2264661.01,110.042243958
533380.01,2264761.01,110.119651794
533380.01,2264861.01,108.280349731
533380.01,2264961.01,109.166275024
533380.01,2265061.01,113.67905426
533380.01,2265161.01,118.420471191
533380.01,2265261.01,122.348419189
533380.01,2265361.01,126.897010803
533380.01,2265461.01,129.886932373
533380.01,2265561.01,133.009002686
533380.01,2265661.01,133.737167358
533380.01,2265761.01,134.183547974
533380.01,2265861.01,134.258407593
533380.01,2265961.01,137.910232544
533380.01,2266061.01,140.5287323
533380.01,2266161.01,144.776123047
533380.01,2266261.01,149.483551025
533380.01,2266361.01,152.698852539
533380.01,2266461.01,155.642776489
533380.01,2266561.01,158.746643066
533380.01,2266661.01,159.746139526
533380.01,2266761.01,163.338394165
533380.01,2266861.01,166.096450806
533380.01,2266961.01,167.136001587
533380.01,2267061.01,175.388778687
533380.01,2267161.01,179.451858521
533380.01,2267261.01,180.505325317
533380.01,2267361.01,180.865234375
533380.01,2267461.01,175.472122192
533380.01,2267561.01,180.616760254
533380.01,2267661.01,175.815093994
533380.01,2267761.01,175.73928833
533380.01,2267861.01,177.632339478
533380.01,2267961.01,179.640396118
533380.01,2268061.01,181.290634155
533380.01,2268161.01,182.786697388
533380.01,2268261.01,182.587142944
533380.01,2268361.01,182.862289429
533380.01,2268461.01,183.040161133
533380.01,2268561.01,182.022232056
533380.01,2268661.01,180.374954224
533380.01,2268761.01,178.440963745
533380.01,2268861.01,178.598434448
533380.01,2268961.01,178.150344849
533380.01,2269061.01,-9999
533380.01,2269161.01,-9999
533480.01,2261161.01,-9999
533480.01,2261261.01,198.882019043
533480.01,2261361.01,200.516174316
533480.01,2261461.01,203.231872559
533480.01,2261561.01,202.704086304
533480.01,2261661.01,204.361526489
533480.01,2261761.01,206.552276611
533480.01,2261861.01,206.036560059
533480.01,2261961.01,205.428619385
533480.01,2262061.01,202.947753906
533480.01,2262161.01,198.24848938
533480.01,2262261.01,195.994949341
533480.01,2262361.01,195.014877319
533480.01,2262461.01,192.968811035
533480.01,2262561.01,189.763626099
533480.01,2262661.01,185.356246948
533480.01,2262761.01,181.832366943
533480.01,2262861.01,178.964248657
533480.01,2262961.01,176.095077515
533480.01,2263061.01,174.347793579
533480.01,2263161.01,174.609161377
533480.01,2263261.01,174.609161377
533480.01,2263361.01,144.234436035
533480.01,2263461.01,142.737701416
533480.01,2263561.01,139.058166504
533480.01,2263661.01,136.113464355
533480.01,2263761.01,136.89642334
533480.01,2263861.01,134.948745728
533480.01,2263961.01,131.242248535
533480.01,2264061.01,128.742889404
533480.01,2264161.01,128.016464233
533480.01,2264261.01,123.942138672
533480.01,2264361.01,123.657363892
533480.01,2264461.01,123.999298096
533480.01,2264561.01,109.262214661
533480.01,2264661.01,109.262214661
533480.01,2264761.01,108.467819214
533480.01,2264861.01,107.834991455
533480.01,2264961.01,110.817115784
533480.01,2265061.01,114.967254639
533480.01,2265161.01,119.356109619
533480.01,2265261.01,122.9923172
533480.01,2265361.01,125.96697998
533480.01,2265461.01,134.052276611
533480.01,2265561.01,137.797576904
533480.01,2265661.01,137.906677246
533480.01,2265761.01,137.615951538
533480.01,2265861.01,136.428100586
533480.01,2265961.01,138.94770813
533480.01,2266061.01,140.795135498
533480.01,2266161.01,144.057723999
533480.01,2266261.01,148.360778809
533480.01,2266361.01,149.717880249
533480.01,2266461.01,152.79524231
533480.01,2266561.01,156.065612793
533480.01,2266661.01,156.975448608
533480.01,2266761.01,158.214660645
533480.01,2266861.01,160.729904175
533480.01,2266961.01,165.564941406
533480.01,2267061.01,167.144821167
533480.01,2267161.01,180.24546814
533480.01,2267261.01,180.525695801
533480.01,2267361.01,180.865234375
533480.01,2267461.01,180.516601563
533480.01,2267561.01,175.501449585
533480.01,2267661.01,175.337631226
533480.01,2267761.01,174.537887573
533480.01,2267861.01,177.312942505
533480.01,2267961.01,179.000640869
533480.01,2268061.01,181.131912231
533480.01,2268161.01,183.455032349
533480.01,2268261.01,183.454925537
533480.01,2268361.01,182.373550415
533480.01,2268461.01,179.137924194
533480.01,2268561.01,177.036117554
533480.01,2268661.01,176.380508423
533480.01,2268761.01,175.034820557
