"X","Y","H03_TCraie (Depth)"
531580.01,2264961.01,-89.171539307
531580.01,2265061.01,-89.395462036
531580.01,2265161.01,-88.997467041
531580.01,2265261.01,-88.142463684
531580.01,2265361.01,-86.946418762
531580.01,2265461.01,-85.158653259
531580.01,2265561.01,-82.790611267
531580.01,2265661.01,-79.916824341
531580.01,2265761.01,-76.558578491
531580.01,2265861.01,-72.875404358
531580.01,2265961.01,-69.089660645
531580.01,2266061.01,-65.422599792
531580.01,2266161.01,-62.104682922
531580.01,2266261.01,-59.340496063
531580.01,2266361.01,-57.228961945
531580.01,2266461.01,-55.735961914
531580.01,2266561.01,-54.803939819
531580.01,2266661.01,-54.253601074
531580.01,2266761.01,-54.181930542
531580.01,2266861.01,-54.443332672
531580.01,2266961.01,-54.956760406
531580.01,2267061.01,-55.640354156
531580.01,2267161.01,-56.383659363
531580.01,2267261.01,-57.171455383
531580.01,2267361.01,-57.889144897
531580.01,2267461.01,-58.51889801
531580.01,2267561.01,-58.950046539
531580.01,2267661.01,-59.131103516
531580.01,2267761.01,-58.987499237
531580.01,2267861.01,-58.475128174
531580.01,2267961.01,-57.542613983
531580.01,2268061.01,-56.17237854
531580.01,2268161.01,-54.49274826
531580.01,2268261.01,-52.636066437
531680.01,2262561.01,-42.004112244
531680.01,2262661.01,-43.704147339
531680.01,2262761.01,-45.326068878
531680.01,2262861.01,-47.17741394
531680.01,2262961.01,-49.0679245
531680.01,2263061.01,-51.265983582
531680.01,2263161.01,-53.263458252
531680.01,2263261.01,-55.524726868
531680.01,2263361.01,-57.710403442
531680.01,2263461.01,-60.117870331
531680.01,2263561.01,-62.594982147
531680.01,2263661.01,-65.005699158
531680.01,2263761.01,-67.489280701
531680.01,2263861.01,-70.08416748
531680.01,2263961.01,-72.364952087
531680.01,2264061.01,-74.69342041
531680.01,2264161.01,-76.916511536
531680.01,2264261.01,-79.144470215
531680.01,2264361.01,-80.806541443
531680.01,2264461.01,-82.512878418
531680.01,2264561.01,-84.071891785
531680.01,2264661.01,-85.413002014
531680.01,2264761.01,-86.701194763
531680.01,2264861.01,-87.506584167
531680.01,2264961.01,-88.006187439
531680.01,2265061.01,-88.349899292
531680.01,2265161.01,-88.023796082
531680.01,2265261.01,-87.358055115
531680.01,2265361.01,-86.288169861
531680.01,2265461.01,-84.58895874
531680.01,2265561.01,-82.434928894
531680.01,2265661.01,-79.777641296
531680.01,2265761.01,-76.686172485
531680.01,2265861.01,-73.303642273
531680.01,2265961.01,-69.819862366
531680.01,2266061.01,-66.441444397
531680.01,2266161.01,-63.373630524
531680.01,2266261.01,-60.797710419
531680.01,2266361.01,-58.793560028
531680.01,2266461.01,-57.368362427
531680.01,2266561.01,-56.468494415
531680.01,2266661.01,-55.929058075
531680.01,2266761.01,-55.84079361
531680.01,2266861.01,-56.074504852
531680.01,2266961.01,-56.529067993
531680.01,2267061.01,-57.148895264
531680.01,2267161.01,-57.848918915
531680.01,2267261.01,-58.58480835
531680.01,2267361.01,-59.178009033
531680.01,2267461.01,-59.700668335
531680.01,2267561.01,-60.044525146
531680.01,2267661.01,-60.134342194
531680.01,2267761.01,-59.927593231
531680.01,2267861.01,-59.348804474
531680.01,2267961.01,-58.381656647
531680.01,2268061.01,-57.041110992
531680.01,2268161.01,-55.445285797
531680.01,2268261.01,-53.672092438
531780.01,2262461.01,-39.937782288
531780.01,2262561.01,-41.440196991
531780.01,2262661.01,-42.852767944
531780.01,2262761.01,-44.576301575
531780.01,2262861.01,-46.374504089
531780.01,2262961.01,-48.103054047
531780.01,2263061.01,-49.993877411
531780.01,2263161.01,-51.849128723
531780.01,2263261.01,-53.816768646
531780.01,2263361.01,-56.225345612
531780.01,2263461.01,-58.462085724
531780.01,2263561.01,-60.672988892
531780.01,2263661.01,-63.204898834
531780.01,2263761.01,-65.549552917
531780.01,2263861.01,-67.980941772
531780.01,2263961.01,-70.374969482
531780.01,2264061.01,-72.715080261
531780.01,2264161.01,-74.962966919
531780.01,2264261.01,-77.034545898
531780.01,2264361.01,-79.018699646
531780.01,2264461.01,-80.794952393
531780.01,2264561.01,-82.356376648
531780.01,2264661.01,-83.770805359
531780.01,2264761.01,-84.951072693
531780.01,2264861.01,-86.044815063
531780.01,2264961.01,-86.863464355
531780.01,2265061.01,-87.094726563
531780.01,2265161.01,-86.886665344
531780.01,2265261.01,-86.420928955
531780.01,2265361.01,-85.367401123
531780.01,2265461.01,-83.901512146
531780.01,2265561.01,-81.956329346
531780.01,2265661.01,-79.554077148
531780.01,2265761.01,-76.773696899
531780.01,2265861.01,-73.729064941
531780.01,2265961.01,-70.589683533
531780.01,2266061.01,-67.531677246
531780.01,2266161.01,-64.752120972
531780.01,2266261.01,-62.384773254
531780.01,2266361.01,-60.517665863
531780.01,2266461.01,-59.161220551
531780.01,2266561.01,-58.211433411
531780.01,2266661.01,-57.732437134
531780.01,2266761.01,-57.614181519
531780.01,2266861.01,-57.778968811
531780.01,2266961.01,-58.140830994
531780.01,2267061.01,-58.658454895
531780.01,2267161.01,-59.28717041
531780.01,2267261.01,-59.851547241
531780.01,2267361.01,-60.332901001
531780.01,2267461.01,-60.730110168
531780.01,2267561.01,-60.950397491
531780.01,2267661.01,-60.931743622
531780.01,2267761.01,-60.630870819
531780.01,2267861.01,-59.975818634
531780.01,2267961.01,-58.976200104
531780.01,2268061.01,-57.688510895
531780.01,2268161.01,-56.18075943
531780.01,2268261.01,-54.606155396
531780.01,2268361.01,-52.981502533
531880.01,2262361.01,-38.660980225
531880.01,2262461.01,-39.493560791
531880.01,2262561.01,-40.95854187
531880.01,2262661.01,-42.294685364
531880.01,2262761.01,-43.643440247
531880.01,2262861.01,-45.145549774
531880.01,2262961.01,-47.133853912
531880.01,2263061.01,-48.533782959
531880.01,2263161.01,-50.438911438
531880.01,2263261.01,-52.587486267
531880.01,2263361.01,-54.669296265
531880.01,2263461.01,-56.788238525
531880.01,2263561.01,-58.986621857
531880.01,2263661.01,-61.323509216
531880.01,2263761.01,-63.711357117
531880.01,2263861.01,-66.098701477
531880.01,2263961.01,-68.479652405
531880.01,2264061.01,-70.625389099
531880.01,2264161.01,-72.865249634
531880.01,2264261.01,-75.154884338
531880.01,2264361.01,-77.155883789
531880.01,2264461.01,-78.957748413
531880.01,2264561.01,-80.629524231
531880.01,2264661.01,-82.037528992
531880.01,2264761.01,-83.278961182
531880.01,2264861.01,-84.27167511
531880.01,2264961.01,-85.355743408
531880.01,2265061.01,-85.610153198
531880.01,2265161.01,-85.698326111
531880.01,2265261.01,-85.209953308
531880.01,2265361.01,-84.388381958
531880.01,2265461.01,-83.131164551
531880.01,2265561.01,-81.435340881
531880.01,2265661.01,-79.330482483
531880.01,2265761.01,-76.881500244
531880.01,2265861.01,-74.20438385
531880.01,2265961.01,-71.414810181
531880.01,2266061.01,-68.712387085
531880.01,2266161.01,-66.222671509
531880.01,2266261.01,-64.083129883
531880.01,2266361.01,-62.363613129
531880.01,2266461.01,-61.083248138
531880.01,2266561.01,-60.150634766
531880.01,2266661.01,-59.652767181
531880.01,2266761.01,-59.461544037
531880.01,2266861.01,-59.514019012
531880.01,2266961.01,-59.826091766
531880.01,2267061.01,-60.18586731
531880.01,2267161.01,-60.617893219
531880.01,2267261.01,-61.026535034
531880.01,2267361.01,-61.350502014
531880.01,2267461.01,-61.567127228
531880.01,2267561.01,-61.644218445
531880.01,2267661.01,-61.495651245
531880.01,2267761.01,-61.062545776
531880.01,2267861.01,-60.361278534
531880.01,2267961.01,-59.372917175
531880.01,2268061.01,-58.086097717
531880.01,2268161.01,-56.716781616
531880.01,2268261.01,-55.238105774
531880.01,2268361.01,-53.718746185
531980.01,2262361.01,-38.654857635
531980.01,2262461.01,-39.533145905
531980.01,2262561.01,-40.455993652
531980.01,2262661.01,-41.901115417
531980.01,2262761.01,-43.137973785
531980.01,2262861.01,-44.521564484
531980.01,2262961.01,-45.796260834
531980.01,2263061.01,-47.48595047
531980.01,2263161.01,-49.393829346
531980.01,2263261.01,-51.230457306
531980.01,2263361.01,-53.41431427
531980.01,2263461.01,-55.387557983
531980.01,2263561.01,-57.537017822
531980.01,2263661.01,-59.742977142
531980.01,2263761.01,-62.056312561
531980.01,2263861.01,-64.394836426
531980.01,2263961.01,-66.579216003
531980.01,2264061.01,-68.859420776
531980.01,2264161.01,-71.069374084
531980.01,2264261.01,-73.33959198
531980.01,2264361.01,-75.327171326
531980.01,2264461.01,-77.125595093
531980.01,2264561.01,-78.807281494
531980.01,2264661.01,-80.312797546
531980.01,2264761.01,-81.550926208
531980.01,2264861.01,-82.842453003
531980.01,2264961.01,-83.600715637
531980.01,2265061.01,-84.064498901
531980.01,2265161.01,-84.294692993
531980.01,2265261.01,-83.991661072
531980.01,2265361.01,-83.371299744
531980.01,2265461.01,-82.354324341
531980.01,2265561.01,-80.943252563
531980.01,2265661.01,-79.161491394
531980.01,2265761.01,-77.075790405
531980.01,2265861.01,-74.745819092
531980.01,2265961.01,-72.355438232
531980.01,2266061.01,-69.992103577
531980.01,2266161.01,-67.796989441
531980.01,2266261.01,-65.883399963
531980.01,2266361.01,-64.315582275
531980.01,2266461.01,-63.060089111
531980.01,2266561.01,-62.187278748
531980.01,2266661.01,-61.642234802
531980.01,2266761.01,-61.357078552
531980.01,2266861.01,-61.350128174
531980.01,2266961.01,-61.452693939
531980.01,2267061.01,-61.639202118
531980.01,2267161.01,-61.87953949
531980.01,2267261.01,-62.105674744
531980.01,2267361.01,-62.247795105
531980.01,2267461.01,-62.271892548
531980.01,2267561.01,-62.11101532
531980.01,2267661.01,-61.821033478
531980.01,2267761.01,-61.261684418
531980.01,2267861.01,-60.509403229
531980.01,2267961.01,-59.508293152
531980.01,2268061.01,-58.477993011
531980.01,2268161.01,-57.107543945
531980.01,2268261.01,-55.782337189
531980.01,2268361.01,-54.505580902
531980.01,2268461.01,-52.986747742
532080.01,2262261.01,-37.66954422
532080.01,2262361.01,-38.641799927
532080.01,2262461.01,-39.452667236
532080.01,2262561.01,-40.288013458
532080.01,2262661.01,-41.304115295
532080.01,2262761.01,-42.526874542
532080.01,2262861.01,-43.838031769
532080.01,2262961.01,-45.149120331
532080.01,2263061.01,-46.879917145
532080.01,2263161.01,-48.536521912
532080.01,2263261.01,-50.331428528
532080.01,2263361.01,-52.153324127
532080.01,2263461.01,-54.072265625
532080.01,2263561.01,-56.089416504
532080.01,2263661.01,-58.405479431
532080.01,2263761.01,-60.636623383
532080.01,2263861.01,-62.795970917
532080.01,2263961.01,-65.049980164
532080.01,2264061.01,-67.266593933
532080.01,2264161.01,-69.41683197
532080.01,2264261.01,-71.634498596
532080.01,2264361.01,-73.58405304
532080.01,2264461.01,-75.349151611
532080.01,2264561.01,-77.012832642
532080.01,2264661.01,-78.511650085
532080.01,2264761.01,-79.826446533
532080.01,2264861.01,-81.11566925
532080.01,2264961.01,-81.898719788
532080.01,2265061.01,-82.638504028
532080.01,2265161.01,-82.819869995
532080.01,2265261.01,-82.763725281
532080.01,2265361.01,-82.369171143
532080.01,2265461.01,-81.622817993
532080.01,2265561.01,-80.52028656
532080.01,2265661.01,-79.095680237
532080.01,2265761.01,-77.388237
532080.01,2265861.01,-75.448417664
532080.01,2265961.01,-73.422462463
532080.01,2266061.01,-71.402404785
532080.01,2266161.01,-69.488883972
532080.01,2266261.01,-67.796157837
532080.01,2266361.01,-66.370605469
532080.01,2266461.01,-65.183891296
532080.01,2266561.01,-64.318412781
532080.01,2266661.01,-63.706401825
532080.01,2266761.01,-63.351799011
532080.01,2266861.01,-63.141456604
532080.01,2266961.01,-63.064365387
532080.01,2267061.01,-63.057201385
532080.01,2267161.01,-63.07724762
532080.01,2267261.01,-63.078655243
532080.01,2267361.01,-63.014015198
532080.01,2267461.01,-62.806026459
532080.01,2267561.01,-62.492256165
532080.01,2267661.01,-61.957836151
532080.01,2267761.01,-61.376663208
532080.01,2267861.01,-60.518543243
532080.01,2267961.01,-59.580780029
532080.01,2268061.01,-58.43460083
532080.01,2268161.01,-57.226104736
532080.01,2268261.01,-55.740142822
532080.01,2268361.01,-54.474369049
532080.01,2268461.01,-53.407814026
532180.01,2262161.01,-38.174610138
532180.01,2262261.01,-38.343803406
532180.01,2262361.01,-38.733161926
532180.01,2262461.01,-39.317562103
532180.01,2262561.01,-40.249389648
532180.01,2262661.01,-40.925682068
532180.01,2262761.01,-42.382457733
532180.01,2262861.01,-43.627471924
532180.01,2262961.01,-45.039848328
532180.01,2263061.01,-46.505378723
532180.01,2263161.01,-48.062179565
532180.01,2263261.01,-49.69209671
532180.01,2263361.01,-51.436008453
532180.01,2263461.01,-53.298915863
532180.01,2263561.01,-55.209285736
532180.01,2263661.01,-57.212779999
532180.01,2263761.01,-59.248851776
532180.01,2263861.01,-61.378528595
532180.01,2263961.01,-63.770320892
532180.01,2264061.01,-65.893852234
532180.01,2264161.01,-67.967651367
532180.01,2264261.01,-70.088088989
532180.01,2264361.01,-71.95275116
532180.01,2264461.01,-73.653671265
532180.01,2264561.01,-75.271232605
532180.01,2264661.01,-76.746963501
532180.01,2264761.01,-78.013572693
532180.01,2264861.01,-79.357978821
532180.01,2264961.01,-80.182357788
532180.01,2265061.01,-80.960289001
532180.01,2265161.01,-81.419944763
532180.01,2265261.01,-81.565948486
532180.01,2265361.01,-81.421386719
532180.01,2265461.01,-80.964187622
532180.01,2265561.01,-80.207641602
532180.01,2265661.01,-79.161781311
532180.01,2265761.01,-77.815422058
532180.01,2265861.01,-76.296157837
532180.01,2265961.01,-74.650405884
532180.01,2266061.01,-72.961669922
532180.01,2266161.01,-71.321418762
532180.01,2266261.01,-69.836357117
532180.01,2266361.01,-68.503730774
532180.01,2266461.01,-67.40827179
532180.01,2266561.01,-66.513336182
532180.01,2266661.01,-65.841804504
532180.01,2266761.01,-65.320106506
532180.01,2266861.01,-64.936187744
532180.01,2266961.01,-64.652175903
532180.01,2267061.01,-64.419815063
532180.01,2267161.01,-64.215995789
532180.01,2267261.01,-63.984924316
532180.01,2267361.01,-63.6615448
532180.01,2267461.01,-63.24521637
532180.01,2267561.01,-62.690177917
532180.01,2267661.01,-61.992462158
532180.01,2267761.01,-61.140239716
532180.01,2267861.01,-60.324401855
532180.01,2267961.01,-59.256576538
532180.01,2268061.01,-57.836936951
532180.01,2268161.01,-56.713874817
532180.01,2268261.01,-55.693840027
532180.01,2268361.01,-54.605354309
532180.01,2268461.01,-53.554130554
532180.01,2268561.01,-52.879032135
532280.01,2262061.01,-38.870323181
532280.01,2262161.01,-38.47562027
532280.01,2262261.01,-38.587837219
532280.01,2262361.01,-39.256427765
532280.01,2262461.01,-39.440986633
532280.01,2262561.01,-39.909729004
532280.01,2262661.01,-40.995563507
532280.01,2262761.01,-42.097774506
532280.01,2262861.01,-43.670185089
532280.01,2262961.01,-44.93264389
532280.01,2263061.01,-46.395454407
532280.01,2263161.01,-47.884315491
532280.01,2263261.01,-49.468139648
532280.01,2263361.01,-51.122413635
532280.01,2263461.01,-52.854995728
532280.01,2263561.01,-54.682559967
532280.01,2263661.01,-56.559394836
532280.01,2263761.01,-58.555240631
532280.01,2263861.01,-60.573696136
532280.01,2263961.01,-62.587627411
532280.01,2264061.01,-64.550193787
532280.01,2264161.01,-66.72706604
532280.01,2264261.01,-68.724197388
532280.01,2264361.01,-70.476531982
532280.01,2264461.01,-72.081665039
532280.01,2264561.01,-73.624427795
532280.01,2264661.01,-74.996887207
532280.01,2264761.01,-76.301094055
532280.01,2264861.01,-77.698913574
532280.01,2264961.01,-78.676124573
532280.01,2265061.01,-79.362297058
532280.01,2265161.01,-79.967353821
532280.01,2265261.01,-80.427314758
532280.01,2265361.01,-80.543869019
532280.01,2265461.01,-80.423576355
532280.01,2265561.01,-80.023368835
532280.01,2265661.01,-79.324775696
532280.01,2265761.01,-78.419563293
532280.01,2265861.01,-77.308143616
532280.01,2265961.01,-76.036911011
532280.01,2266061.01,-74.675979614
532280.01,2266161.01,-73.308296204
532280.01,2266261.01,-71.967826843
532280.01,2266361.01,-70.75869751
532280.01,2266461.01,-69.702110291
532280.01,2266561.01,-68.772529602
532280.01,2266661.01,-67.972343445
532280.01,2266761.01,-67.298629761
532280.01,2266861.01,-66.737594604
532280.01,2266961.01,-66.224151611
532280.01,2267061.01,-65.746871948
532280.01,2267161.01,-65.258666992
532280.01,2267261.01,-64.782600403
532280.01,2267361.01,-64.211227417
532280.01,2267461.01,-63.539268494
532280.01,2267561.01,-62.759765625
532280.01,2267661.01,-61.864959717
532280.01,2267761.01,-60.878372192
532280.01,2267861.01,-59.557880402
532280.01,2267961.01,-58.497119904
532280.01,2268061.01,-57.565834045
532280.01,2268161.01,-56.331401825
532280.01,2268261.01,-55.35761261
532280.01,2268361.01,-54.554637909
532280.01,2268461.01,-53.588291168
532280.01,2268561.01,-52.798274994
532380.01,2262061.01,-38.977775574
532380.01,2262161.01,-38.80412674
532380.01,2262261.01,-38.871040344
532380.01,2262361.01,-39.501468658
532380.01,2262461.01,-39.731933594
532380.01,2262561.01,-40.460784912
532380.01,2262661.01,-41.217655182
532380.01,2262761.01,-42.583263397
532380.01,2262861.01,-43.572601318
532380.01,2262961.01,-45.188106537
532380.01,2263061.01,-46.576190948
532380.01,2263161.01,-48.061496735
532380.01,2263261.01,-49.602996826
532380.01,2263361.01,-51.196281433
532380.01,2263461.01,-52.847694397
532380.01,2263561.01,-54.564212799
532380.01,2263661.01,-56.369007111
532380.01,2263761.01,-58.258468628
532380.01,2263861.01,-60.154502869
532380.01,2263961.01,-61.984386444
532380.01,2264061.01,-63.78635025
532380.01,2264161.01,-65.522567749
532380.01,2264261.01,-67.328102112
532380.01,2264361.01,-69.183601379
532380.01,2264461.01,-70.606285095
532380.01,2264561.01,-72.04284668
532380.01,2264661.01,-73.482772827
532380.01,2264761.01,-74.916931152
532380.01,2264861.01,-76.052253723
532380.01,2264961.01,-77.08644104
532380.01,2265061.01,-77.921173096
532380.01,2265161.01,-78.680503845
532380.01,2265261.01,-79.368652344
532380.01,2265361.01,-79.778747559
532380.01,2265461.01,-79.980400085
532380.01,2265561.01,-79.955558777
532380.01,2265661.01,-79.661026001
532380.01,2265761.01,-79.177650452
532380.01,2265861.01,-78.46875
532380.01,2265961.01,-77.56401825
532380.01,2266061.01,-76.524612427
532380.01,2266161.01,-75.395324707
532380.01,2266261.01,-74.216598511
532380.01,2266361.01,-73.084846497
532380.01,2266461.01,-72.01953125
532380.01,2266561.01,-71.030044556
532380.01,2266661.01,-70.128044128
532380.01,2266761.01,-69.290992737
532380.01,2266861.01,-68.500816345
532380.01,2266961.01,-67.743034363
532380.01,2267061.01,-67.02545166
532380.01,2267161.01,-66.278800964
532380.01,2267261.01,-65.519851685
532380.01,2267361.01,-64.68309021
532380.01,2267461.01,-63.760604858
532380.01,2267561.01,-62.84085083
532380.01,2267661.01,-61.603946686
532380.01,2267761.01,-60.299739838
532380.01,2267861.01,-59.000846863
532380.01,2267961.01,-57.727676392
532380.01,2268061.01,-56.723731995
532380.01,2268161.01,-55.541286469
532380.01,2268261.01,-54.492935181
532380.01,2268361.01,-53.641345978
532380.01,2268461.01,-53.122703552
532380.01,2268561.01,-52.529865265
532380.01,2268661.01,-52.372837067
532480.01,2261961.01,-40.05160141
532480.01,2262061.01,-39.33518219
532480.01,2262161.01,-39.121448517
532480.01,2262261.01,-39.168289185
532480.01,2262361.01,-39.527446747
532480.01,2262461.01,-40.054176331
532480.01,2262561.01,-40.798992157
532480.01,2262661.01,-42.024368286
532480.01,2262761.01,-42.906845093
532480.01,2262861.01,-44.175231934
532480.01,2262961.01,-45.402690887
532480.01,2263061.01,-47.068367004
532480.01,2263161.01,-48.565971375
532480.01,2263261.01,-50.102226257
532480.01,2263361.01,-51.669013977
532480.01,2263461.01,-53.277194977
532480.01,2263561.01,-54.91236496
532480.01,2263661.01,-56.603176117
532480.01,2263761.01,-58.34148407
532480.01,2263861.01,-60.062068939
532480.01,2263961.01,-61.736614227
532480.01,2264061.01,-63.348396301
532480.01,2264161.01,-64.8904953
532480.01,2264261.01,-66.425819397
532480.01,2264361.01,-67.82131958
532480.01,2264461.01,-69.15839386
532480.01,2264561.01,-70.750205994
532480.01,2264661.01,-71.992927551
532480.01,2264761.01,-73.357849121
532480.01,2264861.01,-74.589286804
532480.01,2264961.01,-75.489120483
532480.01,2265061.01,-76.53704834
532480.01,2265161.01,-77.486595154
532480.01,2265261.01,-78.325302124
532480.01,2265361.01,-79.09211731
532480.01,2265461.01,-79.643005371
532480.01,2265561.01,-79.973266602
532480.01,2265661.01,-80.132423401
532480.01,2265761.01,-80.067474365
532480.01,2265861.01,-79.752845764
532480.01,2265961.01,-79.208007813
532480.01,2266061.01,-78.459747314
532480.01,2266161.01,-77.511177063
532480.01,2266261.01,-76.500205994
532480.01,2266361.01,-75.43977356
532480.01,2266461.01,-74.349327087
532480.01,2266561.01,-73.290260315
532480.01,2266661.01,-72.256072998
532480.01,2266761.01,-71.235748291
532480.01,2266861.01,-70.2501297
532480.01,2266961.01,-69.275161743
532480.01,2267061.01,-68.263587952
532480.01,2267161.01,-67.250579834
532480.01,2267261.01,-66.231903076
532480.01,2267361.01,-65.118057251
532480.01,2267461.01,-63.939014435
532480.01,2267561.01,-62.581203461
532480.01,2267661.01,-61.175457001
532480.01,2267761.01,-59.806186676
532480.01,2267861.01,-58.403644562
532480.01,2267961.01,-57.017295837
532480.01,2268061.01,-55.694965363
532480.01,2268161.01,-54.727268219
532480.01,2268261.01,-53.576938629
532480.01,2268361.01,-52.743507385
532480.01,2268461.01,-52.347602844
532480.01,2268561.01,-51.831226349
532480.01,2268661.01,-51.75378418
532580.01,2261861.01,-41.145019531
532580.01,2261961.01,-40.378829956
532580.01,2262061.01,-39.638931274
532580.01,2262161.01,-39.575119019
532580.01,2262261.01,-39.364711761
532580.01,2262361.01,-40.02532196
532580.01,2262461.01,-40.58713913
532580.01,2262561.01,-41.65794754
532580.01,2262661.01,-42.455608368
532580.01,2262761.01,-43.54989624
532580.01,2262861.01,-44.923210144
532580.01,2262961.01,-46.346858978
532580.01,2263061.01,-48.045204163
532580.01,2263161.01,-49.429180145
532580.01,2263261.01,-50.978618622
532580.01,2263361.01,-52.555267334
532580.01,2263461.01,-54.105102539
532580.01,2263561.01,-55.661682129
532580.01,2263661.01,-57.228839874
532580.01,2263761.01,-58.797523499
532580.01,2263861.01,-60.333503723
532580.01,2263961.01,-61.753242493
532580.01,2264061.01,-63.133399963
532580.01,2264161.01,-64.441017151
532580.01,2264261.01,-65.827781677
532580.01,2264361.01,-67.053718567
532580.01,2264461.01,-68.277389526
532580.01,2264561.01,-69.359146118
532580.01,2264661.01,-70.666595459
532580.01,2264761.01,-71.912094116
532580.01,2264861.01,-73.019981384
532580.01,2264961.01,-74.078796387
532580.01,2265061.01,-75.208908081
532580.01,2265161.01,-76.337753296
532580.01,2265261.01,-77.424179077
532580.01,2265361.01,-78.487007141
532580.01,2265461.01,-79.398017883
532580.01,2265561.01,-80.128860474
532580.01,2265661.01,-80.699256897
532580.01,2265761.01,-81.058258057
532580.01,2265861.01,-81.136108398
532580.01,2265961.01,-80.921440125
532580.01,2266061.01,-80.412536621
532580.01,2266161.01,-79.666679382
532580.01,2266261.01,-78.769683838
532580.01,2266361.01,-77.758598328
532580.01,2266461.01,-76.673019409
532580.01,2266561.01,-75.51083374
532580.01,2266661.01,-74.350830078
532580.01,2266761.01,-73.171897888
532580.01,2266861.01,-71.998100281
532580.01,2266961.01,-70.772758484
532580.01,2267061.01,-69.515777588
532580.01,2267161.01,-68.216583252
532580.01,2267261.01,-66.863960266
532580.01,2267361.01,-65.400245667
532580.01,2267461.01,-63.954708099
532580.01,2267561.01,-62.426704407
532580.01,2267661.01,-60.878688812
532580.01,2267761.01,-59.295269012
532580.01,2267861.01,-57.719875336
532580.01,2267961.01,-56.195983887
532580.01,2268061.01,-54.770500183
532580.01,2268161.01,-53.474105835
532580.01,2268261.01,-52.562717438
532580.01,2268361.01,-51.701148987
532580.01,2268461.01,-51.197052002
532580.01,2268561.01,-51.025604248
532580.01,2268661.01,-50.892269135
532580.01,2268761.01,-51.106521606
532680.01,2261761.01,-42.587928772
532680.01,2261861.01,-41.540885925
532680.01,2261961.01,-40.738723755
532680.01,2262061.01,-40.007465363
532680.01,2262161.01,-39.544494629
532680.01,2262261.01,-39.626449585
532680.01,2262361.01,-40.006896973
532680.01,2262461.01,-41.216732025
532680.01,2262561.01,-41.900455475
532680.01,2262661.01,-43.00378418
532680.01,2262761.01,-44.235992432
532680.01,2262861.01,-45.678451538
532680.01,2262961.01,-47.255191803
532680.01,2263061.01,-48.842735291
532680.01,2263161.01,-50.633460999
532680.01,2263261.01,-52.248374939
532680.01,2263361.01,-53.801914215
532680.01,2263461.01,-55.271392822
532680.01,2263561.01,-56.767295837
532680.01,2263661.01,-58.214290619
532680.01,2263761.01,-59.579860687
532680.01,2263861.01,-60.897422791
532680.01,2263961.01,-62.124317169
532680.01,2264061.01,-63.27922821
532680.01,2264161.01,-64.346504211
532680.01,2264261.01,-65.583473206
532680.01,2264361.01,-66.504150391
532680.01,2264461.01,-67.428138733
532680.01,2264561.01,-68.329544067
532680.01,2264661.01,-69.310852051
532680.01,2264761.01,-70.548789978
532680.01,2264861.01,-71.607307434
532680.01,2264961.01,-72.756866455
532680.01,2265061.01,-73.984970093
532680.01,2265161.01,-75.275512695
532680.01,2265261.01,-76.605392456
532680.01,2265361.01,-77.930541992
532680.01,2265461.01,-79.190483093
532680.01,2265561.01,-80.351089478
532680.01,2265661.01,-81.363121033
532680.01,2265761.01,-82.122802734
532680.01,2265861.01,-82.563224792
532680.01,2265961.01,-82.631385803
532680.01,2266061.01,-82.368362427
532680.01,2266161.01,-81.792541504
532680.01,2266261.01,-80.99206543
532680.01,2266361.01,-80.019218445
532680.01,2266461.01,-78.917572021
532680.01,2266561.01,-77.69569397
532680.01,2266661.01,-76.415084839
532680.01,2266761.01,-75.139686584
532680.01,2266861.01,-73.708747864
532680.01,2266961.01,-72.252792358
532680.01,2267061.01,-70.75769043
532680.01,2267161.01,-69.125144958
532680.01,2267261.01,-67.431518555
532680.01,2267361.01,-65.75554657
532680.01,2267461.01,-64.127975464
532680.01,2267561.01,-62.367778778
532680.01,2267661.01,-60.572635651
532680.01,2267761.01,-58.773433685
532680.01,2267861.01,-57.009552002
532680.01,2267961.01,-55.325370789
532680.01,2268061.01,-53.769943237
532680.01,2268161.01,-52.382888794
532680.01,2268261.01,-51.211120605
532680.01,2268361.01,-50.578887939
532680.01,2268461.01,-49.969532013
532680.01,2268561.01,-49.632530212
532680.01,2268661.01,-49.813781738
532680.01,2268761.01,-50.021537781
532780.01,2261761.01,-42.734718323
532780.01,2261861.01,-41.641551971
532780.01,2261961.01,-40.817848206
532780.01,2262061.01,-39.894428253
532780.01,2262161.01,-39.700370789
532780.01,2262261.01,-39.83575058
532780.01,2262361.01,-40.293632507
532780.01,2262461.01,-41.360347748
532780.01,2262561.01,-42.378097534
532780.01,2262661.01,-43.560199738
532780.01,2262761.01,-45.00340271
532780.01,2262861.01,-46.58833313
532780.01,2262961.01,-48.279762268
532780.01,2263061.01,-50.058242798
532780.01,2263161.01,-51.843170166
532780.01,2263261.01,-53.642219543
532780.01,2263361.01,-55.25459671
532780.01,2263461.01,-56.78150177
532780.01,2263561.01,-58.201984406
532780.01,2263661.01,-59.511043549
532780.01,2263761.01,-60.700767517
532780.01,2263861.01,-61.803012848
532780.01,2263961.01,-62.790718079
532780.01,2264061.01,-63.668590546
532780.01,2264161.01,-64.545387268
532780.01,2264261.01,-65.400344849
532780.01,2264361.01,-66.090049744
532780.01,2264461.01,-66.785102844
532780.01,2264561.01,-67.488166809
532780.01,2264661.01,-68.503334045
532780.01,2264761.01,-69.324737549
