"X","Y","H03_TCraie (Depth)"
535080.01,2270461.01,-45.719665527
535080.01,2270561.01,-42.769920349
535080.01,2270661.01,-39.789329529
535080.01,2270761.01,-37.066596985
535080.01,2270861.01,-34.604694366
535080.01,2270961.01,-32.476272583
535080.01,2271061.01,-30.548332214
535080.01,2271161.01,-28.920114517
535080.01,2271261.01,-27.543119431
535080.01,2271361.01,-26.350812912
535080.01,2271461.01,-25.4490242
535080.01,2271561.01,-24.717004776
535080.01,2271661.01,-24.235023499
535180.01,2260861.01,-56.205307007
535180.01,2260961.01,-56.805114746
535180.01,2261061.01,-57.577224731
535180.01,2261161.01,-58.374088287
535180.01,2261261.01,-59.124881744
535180.01,2261361.01,-59.90423584
535180.01,2261461.01,-60.457012177
535180.01,2261561.01,-60.892547607
535180.01,2261661.01,-61.09690094
535180.01,2261761.01,-61.38904953
535180.01,2261861.01,-61.67628479
535180.01,2261961.01,-62.005584717
535180.01,2262061.01,-62.420711517
535180.01,2262161.01,-62.973361969
535180.01,2262261.01,-63.5715065
535180.01,2262361.01,-64.473457336
535180.01,2262461.01,-65.561508179
535180.01,2262561.01,-66.844810486
535180.01,2262661.01,-68.320960999
535180.01,2262761.01,-69.981269836
535180.01,2262861.01,-71.766220093
535180.01,2262961.01,-73.747612
535180.01,2263061.01,-75.846107483
535180.01,2263161.01,-78.039344788
535180.01,2263261.01,-80.300354004
535180.01,2263361.01,-82.604423523
535180.01,2263461.01,-84.947380066
535180.01,2263561.01,-87.28629303
535180.01,2263661.01,-89.642341614
535180.01,2263761.01,-92.018066406
535180.01,2263861.01,-94.447387695
535180.01,2263961.01,-96.892539978
535180.01,2264061.01,-99.422775269
535180.01,2264161.01,-101.323280334
535180.01,2264261.01,-101.65322113
535180.01,2264361.01,-101.37197876
535180.01,2264461.01,-101.198188782
535180.01,2264561.01,-101.178939819
535180.01,2264661.01,-101.801300049
535180.01,2264761.01,-104.088294983
535180.01,2264861.01,-104.063308716
535180.01,2264961.01,-104.071533203
535180.01,2265061.01,-100.904579163
535180.01,2265161.01,-97.539733887
535180.01,2265261.01,-94.491142273
535180.01,2265361.01,-92.37310791
535180.01,2265461.01,-91.721656799
535180.01,2265561.01,-92.93346405
535180.01,2265661.01,-95.6222229
535180.01,2265761.01,-98.995735168
535180.01,2265861.01,-102.349639893
535180.01,2265961.01,-105.242591858
535180.01,2266061.01,-107.464370728
535180.01,2266161.01,-108.931755066
535180.01,2266261.01,-109.596748352
535180.01,2266361.01,-109.416145325
535180.01,2266461.01,-108.103294373
535180.01,2266561.01,-105.264755249
535180.01,2266661.01,-102.657836914
535180.01,2266761.01,-99.593490601
535180.01,2266861.01,-96.567100525
535180.01,2266961.01,-94.696418762
535180.01,2267061.01,-92.721763611
535180.01,2267161.01,-89.593704224
535180.01,2267261.01,-86.633140564
535180.01,2267361.01,-83.855880737
535180.01,2267461.01,-81.356872559
535180.01,2267561.01,-79.298171997
535180.01,2267661.01,-77.493995667
535180.01,2267761.01,-75.832977295
535180.01,2267861.01,-74.675842285
535180.01,2267961.01,-73.464080811
535180.01,2268061.01,-72.425788879
535180.01,2268161.01,-71.508010864
535180.01,2268261.01,-70.926956177
535180.01,2268361.01,-70.167221069
535180.01,2268461.01,-69.525382996
535180.01,2268561.01,-68.908172607
535180.01,2268661.01,-68.340301514
535180.01,2268761.01,-67.662879944
535180.01,2268861.01,-66.999458313
535180.01,2268961.01,-66.37424469
535180.01,2269061.01,-65.656791687
535180.01,2269161.01,-64.93334198
535180.01,2269261.01,-64.223815918
535180.01,2269361.01,-63.473617554
535180.01,2269461.01,-62.815044403
535180.01,2269561.01,-62.154418945
535180.01,2269661.01,-61.466442108
535180.01,2269761.01,-60.668525696
535180.01,2269861.01,-59.667232513
535180.01,2269961.01,-58.397609711
535180.01,2270061.01,-56.763820648
535180.01,2270161.01,-54.793804169
535180.01,2270261.01,-52.396339417
535180.01,2270361.01,-49.692386627
535180.01,2270461.01,-46.867721558
535180.01,2270561.01,-44.099170685
535180.01,2270661.01,-41.215888977
535180.01,2270761.01,-38.566257477
535180.01,2270861.01,-36.099559784
535180.01,2270961.01,-33.910087585
535180.01,2271061.01,-31.961177826
535180.01,2271161.01,-30.254615784
535180.01,2271261.01,-28.793754578
535180.01,2271361.01,-27.580371857
535180.01,2271461.01,-26.563997269
535180.01,2271561.01,-25.793731689
535180.01,2271661.01,-25.250246048
535180.01,2271761.01,-24.913631439
535280.01,2260861.01,-59.115882874
535280.01,2260961.01,-59.905815125
535280.01,2261061.01,-60.802215576
535280.01,2261161.01,-61.691287994
535280.01,2261261.01,-62.49596405
535280.01,2261361.01,-63.234939575
535280.01,2261461.01,-63.797679901
535280.01,2261561.01,-64.166725159
535280.01,2261661.01,-64.320800781
535280.01,2261761.01,-64.525062561
535280.01,2261861.01,-64.74684906
535280.01,2261961.01,-65.006919861
535280.01,2262061.01,-65.32572937
535280.01,2262161.01,-65.764175415
535280.01,2262261.01,-66.294219971
535280.01,2262361.01,-67.045265198
535280.01,2262461.01,-68.00176239
535280.01,2262561.01,-69.12789917
535280.01,2262661.01,-70.430770874
535280.01,2262761.01,-71.903091431
535280.01,2262861.01,-73.534950256
535280.01,2262961.01,-75.309959412
535280.01,2263061.01,-77.180793762
535280.01,2263161.01,-79.194763184
535280.01,2263261.01,-81.297058105
535280.01,2263361.01,-83.474189758
535280.01,2263461.01,-85.714729309
535280.01,2263561.01,-88.009613037
535280.01,2263661.01,-90.34488678
535280.01,2263761.01,-92.74206543
535280.01,2263861.01,-95.225608826
535280.01,2263961.01,-97.767028809
535280.01,2264061.01,-100.420288086
535280.01,2264161.01,-100.0054245
535280.01,2264261.01,-100.681861877
535280.01,2264361.01,-102.12436676
535280.01,2264461.01,-102.531318665
535280.01,2264561.01,-102.4164505
535280.01,2264661.01,-104.134300232
535280.01,2264761.01,-107.557312012
535280.01,2264861.01,-105.314086914
535280.01,2264961.01,-103.401481628
535280.01,2265061.01,-99.807411194
535280.01,2265161.01,-96.15032196
535280.01,2265261.01,-92.929855347
535280.01,2265361.01,-90.691139221
535280.01,2265461.01,-89.98639679
535280.01,2265561.01,-91.095062256
535280.01,2265661.01,-93.723083496
535280.01,2265761.01,-97.153572083
535280.01,2265861.01,-100.658409119
535280.01,2265961.01,-103.781974792
535280.01,2266061.01,-106.300933838
535280.01,2266161.01,-108.084724426
535280.01,2266261.01,-109.018356323
535280.01,2266361.01,-109.040992737
535280.01,2266461.01,-108.168479919
535280.01,2266561.01,-106.586212158
535280.01,2266661.01,-104.380264282
535280.01,2266761.01,-101.284103394
535280.01,2266861.01,-97.754211426
535280.01,2266961.01,-95.505706787
535280.01,2267061.01,-92.259414673
535280.01,2267161.01,-89.092987061
535280.01,2267261.01,-86.100288391
535280.01,2267361.01,-83.367156982
535280.01,2267461.01,-80.91834259
535280.01,2267561.01,-79.033317566
535280.01,2267661.01,-77.222381592
535280.01,2267761.01,-75.663772583
535280.01,2267861.01,-74.576293945
535280.01,2267961.01,-73.459510803
535280.01,2268061.01,-72.4789505
535280.01,2268161.01,-71.795555115
535280.01,2268261.01,-71.059455872
535280.01,2268361.01,-70.345901489
535280.01,2268461.01,-69.682060242
535280.01,2268561.01,-69.00592041
535280.01,2268661.01,-68.292190552
535280.01,2268761.01,-67.497436523
535280.01,2268861.01,-66.772224426
535280.01,2268961.01,-65.74029541
535280.01,2269061.01,-64.879180908
535280.01,2269161.01,-64.027748108
535280.01,2269261.01,-63.219799042
535280.01,2269361.01,-62.462215424
535280.01,2269461.01,-61.788562775
535280.01,2269561.01,-61.187599182
535280.01,2269661.01,-60.636665344
535280.01,2269761.01,-60.045555115
535280.01,2269861.01,-59.294635773
535280.01,2269961.01,-58.307312012
535280.01,2270061.01,-56.988834381
535280.01,2270161.01,-55.325210571
535280.01,2270261.01,-53.259037018
535280.01,2270361.01,-50.822402954
535280.01,2270461.01,-48.135425568
535280.01,2270561.01,-45.550571442
535280.01,2270661.01,-42.764484406
535280.01,2270761.01,-40.17898941
535280.01,2270861.01,-37.72296524
535280.01,2270961.01,-35.507484436
535280.01,2271061.01,-33.455867767
535280.01,2271161.01,-31.684793472
535280.01,2271261.01,-30.193986893
535280.01,2271361.01,-28.885950089
535280.01,2271461.01,-27.813095093
535280.01,2271561.01,-26.965356827
535280.01,2271661.01,-26.351671219
535280.01,2271761.01,-25.934177399
535280.01,2271861.01,-25.705375671
535380.01,2260861.01,-61.840385437
535380.01,2260961.01,-62.864967346
535380.01,2261061.01,-63.895744324
535380.01,2261161.01,-64.868118286
535380.01,2261261.01,-65.716308594
535380.01,2261361.01,-66.437187195
535380.01,2261461.01,-66.951576233
535380.01,2261561.01,-67.252723694
535380.01,2261661.01,-67.330345154
535380.01,2261761.01,-67.44467926
535380.01,2261861.01,-67.569068909
535380.01,2261961.01,-67.720207214
535380.01,2262061.01,-67.959213257
535380.01,2262161.01,-68.339508057
535380.01,2262261.01,-68.778488159
535380.01,2262361.01,-69.444145203
535380.01,2262461.01,-70.265594482
535380.01,2262561.01,-71.259155273
535380.01,2262661.01,-72.411300659
535380.01,2262761.01,-73.720481873
535380.01,2262861.01,-75.18144989
535380.01,2262961.01,-76.784950256
535380.01,2263061.01,-78.51448822
535380.01,2263161.01,-80.334724426
535380.01,2263261.01,-82.286773682
535380.01,2263361.01,-84.333511353
535380.01,2263461.01,-86.467643738
535380.01,2263561.01,-88.678276062
535380.01,2263661.01,-90.956680298
535380.01,2263761.01,-93.314888
535380.01,2263861.01,-95.76399231
535380.01,2263961.01,-98.326644897
535380.01,2264061.01,-100.98500061
535380.01,2264161.01,-103.710327148
535380.01,2264261.01,-105.157958984
535380.01,2264361.01,-106.470588684
535380.01,2264461.01,-106.821258545
535380.01,2264561.01,-106.057495117
535380.01,2264661.01,-108.034812927
535380.01,2264761.01,-108.834884644
535380.01,2264861.01,-106.167869568
535380.01,2264961.01,-102.838912964
535380.01,2265061.01,-99.175262451
535380.01,2265161.01,-95.545166016
535380.01,2265261.01,-92.418411255
535380.01,2265361.01,-90.289344788
535380.01,2265461.01,-89.58883667
535380.01,2265561.01,-90.501029968
535380.01,2265661.01,-92.831306458
535380.01,2265761.01,-96.019828796
535380.01,2265861.01,-99.450965881
535380.01,2265961.01,-102.671356201
535380.01,2266061.01,-105.410270691
535380.01,2266161.01,-107.454986572
535380.01,2266261.01,-108.632369995
535380.01,2266361.01,-108.837814331
535380.01,2266461.01,-108.103019714
535380.01,2266561.01,-106.536735535
535380.01,2266661.01,-104.289978027
535380.01,2266761.01,-101.581695557
535380.01,2266861.01,-98.501472473
535380.01,2266961.01,-95.227966309
535380.01,2267061.01,-91.913490295
535380.01,2267161.01,-88.699813843
535380.01,2267261.01,-85.685874939
535380.01,2267361.01,-82.961898804
535380.01,2267461.01,-80.621406555
535380.01,2267561.01,-78.714202881
535380.01,2267661.01,-76.969581604
535380.01,2267761.01,-75.482788086
535380.01,2267861.01,-74.43157196
535380.01,2267961.01,-73.375930786
535380.01,2268061.01,-72.572525024
535380.01,2268161.01,-71.779418945
535380.01,2268261.01,-71.057929993
535380.01,2268361.01,-70.339233398
535380.01,2268461.01,-69.639007568
535380.01,2268561.01,-68.894569397
535380.01,2268661.01,-67.794258118
535380.01,2268761.01,-66.897506714
535380.01,2268861.01,-65.953178406
535380.01,2268961.01,-64.961257935
535380.01,2269061.01,-63.971385956
535380.01,2269161.01,-63.001560211
535380.01,2269261.01,-62.113185883
535380.01,2269361.01,-61.321083069
535380.01,2269461.01,-60.667560577
535380.01,2269561.01,-60.15278244
535380.01,2269661.01,-59.775543213
535380.01,2269761.01,-59.419868469
535380.01,2269861.01,-58.996322632
535380.01,2269961.01,-58.304668427
535380.01,2270061.01,-57.307991028
535380.01,2270161.01,-55.939689636
535380.01,2270261.01,-54.141525269
535380.01,2270361.01,-51.942707062
535380.01,2270461.01,-49.605998993
535380.01,2270561.01,-47.118190765
535380.01,2270661.01,-44.385478973
535380.01,2270761.01,-41.820465088
535380.01,2270861.01,-39.37820816
535380.01,2270961.01,-37.142532349
535380.01,2271061.01,-35.075157166
535380.01,2271161.01,-33.206504822
535380.01,2271261.01,-31.600315094
535380.01,2271361.01,-30.271783829
535380.01,2271461.01,-29.129436493
535380.01,2271561.01,-28.215145111
535380.01,2271661.01,-27.527765274
535380.01,2271761.01,-27.039892197
535380.01,2271861.01,-26.73683548
535380.01,2271961.01,-26.598192215
535480.01,2260861.01,-64.418655396
535480.01,2260961.01,-65.572792053
535480.01,2261061.01,-66.701133728
535480.01,2261161.01,-67.749580383
535480.01,2261261.01,-68.636886597
535480.01,2261361.01,-69.329330444
535480.01,2261461.01,-69.743286133
535480.01,2261561.01,-70.001419067
535480.01,2261661.01,-70.000045776
535480.01,2261761.01,-70.040611267
535480.01,2261861.01,-70.065185547
535480.01,2261961.01,-70.139968872
535480.01,2262061.01,-70.306121826
535480.01,2262161.01,-70.594284058
535480.01,2262261.01,-70.971290588
535480.01,2262361.01,-71.569076538
535480.01,2262461.01,-72.300300598
535480.01,2262561.01,-73.188560486
535480.01,2262661.01,-74.218406677
535480.01,2262761.01,-75.395904541
535480.01,2262861.01,-76.71913147
535480.01,2262961.01,-78.182037354
535480.01,2263061.01,-79.766967773
535480.01,2263161.01,-81.467811584
535480.01,2263261.01,-83.25844574
535480.01,2263361.01,-85.17552948
535480.01,2263461.01,-87.188858032
535480.01,2263561.01,-89.291496277
535480.01,2263661.01,-91.474884033
535480.01,2263761.01,-93.72454071
535480.01,2263861.01,-96.069801331
535480.01,2263961.01,-98.524200439
535480.01,2264061.01,-101.053611755
535480.01,2264161.01,-103.632270813
535480.01,2264261.01,-106.202285767
535480.01,2264361.01,-108.477828979
535480.01,2264461.01,-109.128540039
535480.01,2264561.01,-108.836074829
535480.01,2264661.01,-109.967124939
535480.01,2264761.01,-108.226249695
535480.01,2264861.01,-105.628852844
535480.01,2264961.01,-102.441497803
535480.01,2265061.01,-98.983673096
535480.01,2265161.01,-95.603538513
535480.01,2265261.01,-92.727844238
535480.01,2265361.01,-90.769424438
535480.01,2265461.01,-90.059440613
535480.01,2265561.01,-90.752159119
535480.01,2265661.01,-92.682678223
535480.01,2265761.01,-95.487365723
535480.01,2265861.01,-98.701255798
535480.01,2265961.01,-101.911201477
535480.01,2266061.01,-104.794815063
535480.01,2266161.01,-107.078536987
535480.01,2266261.01,-108.516578674
535480.01,2266361.01,-108.930496216
535480.01,2266461.01,-108.288169861
535480.01,2266561.01,-106.714538574
535480.01,2266661.01,-104.427261353
535480.01,2266761.01,-101.6460495
535480.01,2266861.01,-98.483955383
535480.01,2266961.01,-95.119438171
535480.01,2267061.01,-91.719581604
535480.01,2267161.01,-88.452735901
535480.01,2267261.01,-85.435882568
535480.01,2267361.01,-82.7186203
535480.01,2267461.01,-80.476142883
535480.01,2267561.01,-78.594017029
535480.01,2267661.01,-76.768127441
535480.01,2267761.01,-75.320037842
535480.01,2267861.01,-74.383026123
535480.01,2267961.01,-73.331695557
535480.01,2268061.01,-72.452095032
535480.01,2268161.01,-71.637512207
535480.01,2268261.01,-70.900772095
535480.01,2268361.01,-69.90499115
535480.01,2268461.01,-69.063346863
535480.01,2268561.01,-68.301124573
535480.01,2268661.01,-67.405838013
535480.01,2268761.01,-66.39932251
535480.01,2268861.01,-65.272445679
535480.01,2268961.01,-64.119789124
535480.01,2269061.01,-62.977550507
535480.01,2269161.01,-61.906471252
535480.01,2269261.01,-60.968299866
535480.01,2269361.01,-60.181793213
535480.01,2269461.01,-59.5896492
535480.01,2269561.01,-59.200462341
535480.01,2269661.01,-59.026161194
535480.01,2269761.01,-58.92181778
535480.01,2269861.01,-58.744773865
535480.01,2269961.01,-58.350086212
535480.01,2270061.01,-57.634376526
535480.01,2270161.01,-56.537872314
535480.01,2270261.01,-54.978096008
535480.01,2270361.01,-52.981189728
535480.01,2270461.01,-50.93397522
535480.01,2270561.01,-48.584213257
535480.01,2270661.01,-46.024181366
535480.01,2270761.01,-43.427143097
535480.01,2270861.01,-40.998718262
535480.01,2270961.01,-38.69877243
535480.01,2271061.01,-36.639846802
535480.01,2271161.01,-34.715015411
535480.01,2271261.01,-33.048377991
535480.01,2271361.01,-31.61387825
535480.01,2271461.01,-30.482225418
535480.01,2271561.01,-29.521022797
535480.01,2271661.01,-28.756210327
535480.01,2271761.01,-28.221729279
535480.01,2271861.01,-27.876777649
535480.01,2271961.01,-27.700111389
535480.01,2272061.01,-27.669370651
535580.01,2260861.01,-66.653030396
535580.01,2260961.01,-67.897369385
535580.01,2261061.01,-69.092384338
535580.01,2261161.01,-70.184318542
535580.01,2261261.01,-71.092636108
535580.01,2261361.01,-71.746589661
535580.01,2261461.01,-72.105888367
535580.01,2261561.01,-72.253364563
535580.01,2261661.01,-72.236991882
535580.01,2261761.01,-72.194274902
535580.01,2261861.01,-72.156311035
535580.01,2261961.01,-72.173873901
535580.01,2262061.01,-72.282104492
535580.01,2262161.01,-72.520446777
535580.01,2262261.01,-72.845817566
535580.01,2262361.01,-73.387458801
535580.01,2262461.01,-74.071311951
535580.01,2262561.01,-74.857872009
535580.01,2262661.01,-75.80619812
535580.01,2262761.01,-76.891044617
535580.01,2262861.01,-78.110649109
535580.01,2262961.01,-79.478279114
535580.01,2263061.01,-80.948440552
535580.01,2263161.01,-82.531486511
535580.01,2263261.01,-84.220474243
535580.01,2263361.01,-85.994148254
535580.01,2263461.01,-87.879096985
535580.01,2263561.01,-89.861656189
535580.01,2263661.01,-91.895858765
535580.01,2263761.01,-94.000083923
535580.01,2263861.01,-96.173408508
535580.01,2263961.01,-98.423179626
535580.01,2264061.01,-100.706733704
535580.01,2264161.01,-102.992927551
535580.01,2264261.01,-105.223388672
535580.01,2264361.01,-107.180084229
535580.01,2264461.01,-108.618125916
535580.01,2264561.01,-109.189399719
535580.01,2264661.01,-108.714355469
535580.01,2264761.01,-107.276275635
535580.01,2264861.01,-105.030906677
535580.01,2264961.01,-102.211921692
535580.01,2265061.01,-99.139396667
535580.01,2265161.01,-96.146125793
535580.01,2265261.01,-93.587409973
535580.01,2265361.01,-91.814926147
535580.01,2265461.01,-91.082374573
535580.01,2265561.01,-91.520462036
535580.01,2265661.01,-93.033126831
535580.01,2265761.01,-95.405181885
535580.01,2265861.01,-98.321556091
535580.01,2265961.01,-101.437522888
535580.01,2266061.01,-104.425491333
535580.01,2266161.01,-106.935394287
535580.01,2266261.01,-108.643608093
535580.01,2266361.01,-109.279846191
535580.01,2266461.01,-108.726593018
535580.01,2266561.01,-107.12600708
535580.01,2266661.01,-104.790184021
535580.01,2266761.01,-101.926300049
535580.01,2266861.01,-98.670379639
535580.01,2266961.01,-95.202606201
535580.01,2267061.01,-91.707801819
535580.01,2267161.01,-88.362617493
535580.01,2267261.01,-85.305091858
535580.01,2267361.01,-82.582550049
535580.01,2267461.01,-80.40901947
535580.01,2267561.01,-78.442680359
535580.01,2267661.01,-76.792831421
535580.01,2267761.01,-75.371185303
535580.01,2267861.01,-74.210502625
535580.01,2267961.01,-73.145713806
535580.01,2268061.01,-72.230918884
535580.01,2268161.01,-71.199989319
535580.01,2268261.01,-70.295860291
535580.01,2268361.01,-69.507904053
535580.01,2268461.01,-68.702926636
535580.01,2268561.01,-67.814460754
535580.01,2268661.01,-66.802902222
535580.01,2268761.01,-65.653411865
535580.01,2268861.01,-64.371482849
535580.01,2268961.01,-63.066253662
535580.01,2269061.01,-61.804096222
535580.01,2269161.01,-60.664237976
535580.01,2269261.01,-59.72473526
535580.01,2269361.01,-59.00220108
535580.01,2269461.01,-58.541034698
535580.01,2269561.01,-58.339324951
535580.01,2269661.01,-58.381244659
535580.01,2269761.01,-58.533325195
535580.01,2269861.01,-58.658218384
535580.01,2269961.01,-58.529266357
535580.01,2270061.01,-58.101291656
535580.01,2270161.01,-57.272232056
535580.01,2270261.01,-55.944812775
535580.01,2270361.01,-54.136268616
535580.01,2270461.01,-52.093643188
535580.01,2270561.01,-49.868106842
535580.01,2270661.01,-47.310810089
535580.01,2270761.01,-44.976512909
535580.01,2270861.01,-42.488155365
535580.01,2270961.01,-40.20615387
535580.01,2271061.01,-38.111942291
535580.01,2271161.01,-36.150814056
535580.01,2271261.01,-34.43996048
535580.01,2271361.01,-32.964206696
535580.01,2271461.01,-31.742921829
535580.01,2271561.01,-30.784212112
535580.01,2271661.01,-29.97612381
535580.01,2271761.01,-29.406322479
535580.01,2271861.01,-29.029474258
535580.01,2271961.01,-28.823507309
535580.01,2272061.01,-28.765039444
535680.01,2260861.01,-68.399688721
535680.01,2260961.01,-69.744132996
535680.01,2261061.01,-70.944869995
535680.01,2261161.01,-72.046150208
535680.01,2261261.01,-72.930679321
535680.01,2261361.01,-73.551712036
535680.01,2261461.01,-73.861915588
535680.01,2261561.01,-73.971443176
535680.01,2261661.01,-73.915519714
535680.01,2261761.01,-73.830787659
535680.01,2261861.01,-73.760978699
535680.01,2261961.01,-73.751472473
535680.01,2262061.01,-73.840637207
535680.01,2262161.01,-74.05480957
535680.01,2262261.01,-74.349403381
535680.01,2262361.01,-74.861503601
535680.01,2262461.01,-75.51159668
535680.01,2262561.01,-76.288658142
535680.01,2262661.01,-77.13621521
535680.01,2262761.01,-78.167732239
535680.01,2262861.01,-79.338218689
535680.01,2262961.01,-80.61504364
535680.01,2263061.01,-82.005203247
535680.01,2263161.01,-83.537055969
535680.01,2263261.01,-85.125717163
535680.01,2263361.01,-86.803161621
535680.01,2263461.01,-88.578239441
535680.01,2263561.01,-90.38659668
535680.01,2263661.01,-92.265449524
535680.01,2263761.01,-94.190376282
535680.01,2263861.01,-96.155784607
535680.01,2263961.01,-98.132957458
535680.01,2264061.01,-100.126235962
535680.01,2264161.01,-102.057418823
535680.01,2264261.01,-103.889923096
535680.01,2264361.01,-105.497909546
535680.01,2264461.01,-106.773139954
535680.01,2264561.01,-107.436599731
535680.01,2264661.01,-107.266448975
535680.01,2264761.01,-106.248840332
535680.01,2264861.01,-104.47416687
535680.01,2264961.01,-102.151054382
535680.01,2265061.01,-99.571395874
535680.01,2265161.01,-97.008232117
535680.01,2265261.01,-94.787826538
535680.01,2265361.01,-93.187721252
535680.01,2265461.01,-92.422279358
535680.01,2265561.01,-92.58669281
535680.01,2265661.01,-93.673522949
535680.01,2265761.01,-95.588096619
535680.01,2265861.01,-98.155792236
535680.01,2265961.01,-101.136802673
535680.01,2266061.01,-104.1769104
535680.01,2266161.01,-106.894706726
535680.01,2266261.01,-108.873260498
535680.01,2266361.01,-109.764457703
535680.01,2266461.01,-109.344894409
535680.01,2266561.01,-107.748535156
535680.01,2266661.01,-105.35282135
535680.01,2266761.01,-102.39566803
535680.01,2266861.01,-99.042785645
535680.01,2266961.01,-95.480918884
535680.01,2267061.01,-91.897186279
535680.01,2267161.01,-88.475273132
535680.01,2267261.01,-85.378349304
535680.01,2267361.01,-82.747291565
535680.01,2267461.01,-80.440734863
535680.01,2267561.01,-78.48966217
535680.01,2267661.01,-76.795303345
535680.01,2267761.01,-75.312599182
535680.01,2267861.01,-74.051651001
535680.01,2267961.01,-72.929496765
535680.01,2268061.01,-71.782066345
535680.01,2268161.01,-70.86415863
535680.01,2268261.01,-69.874282837
535680.01,2268361.01,-69.007766724
535680.01,2268461.01,-68.098548889
535680.01,2268561.01,-67.100120544
535680.01,2268661.01,-65.962867737
535680.01,2268761.01,-64.663581848
535680.01,2268861.01,-63.222743988
535680.01,2268961.01,-61.770458221
535680.01,2269061.01,-60.413764954
535680.01,2269161.01,-59.248065948
535680.01,2269261.01,-58.358104706
535680.01,2269361.01,-57.749362946
535680.01,2269461.01,-57.481533051
535680.01,2269561.01,-57.499446869
535680.01,2269661.01,-57.784122467
535680.01,2269761.01,-58.194782257
535680.01,2269861.01,-58.590976715
535680.01,2269961.01,-58.73400116
535680.01,2270061.01,-58.586112976
535680.01,2270161.01,-57.995056152
535680.01,2270261.01,-56.866676331
535680.01,2270361.01,-55.215381622
535680.01,2270461.01,-53.281051636
535680.01,2270561.01,-51.136520386
535680.01,2270661.01,-48.649478912
535680.01,2270761.01,-46.20488739
535680.01,2270861.01,-43.748332977
535680.01,2270961.01,-41.465000153
535680.01,2271061.01,-39.439823151
535680.01,2271161.01,-37.4724617
535680.01,2271261.01,-35.732082367
535680.01,2271361.01,-34.251281738
535680.01,2271461.01,-32.974582672
535680.01,2271561.01,-31.947490692
535680.01,2271661.01,-31.156520844
535680.01,2271761.01,-30.565374374
535680.01,2271861.01,-30.168899536
535680.01,2271961.01,-29.944337845
535680.01,2272061.01,-29.867322922
535680.01,2272161.01,-29.912870407
535780.01,2260861.01,-69.714324951
535780.01,2260961.01,-71.060829163
535780.01,2261061.01,-72.2237854
535780.01,2261161.01,-73.274772644
535780.01,2261261.01,-74.089752197
535780.01,2261361.01,-74.645950317
535780.01,2261461.01,-74.963172913
535780.01,2261561.01,-75.066886902
535780.01,2261661.01,-74.968009949
535780.01,2261761.01,-74.933830261
535780.01,2261861.01,-74.85925293
535780.01,2261961.01,-74.855667114
535780.01,2262061.01,-74.953552246
535780.01,2262161.01,-75.177528381
535780.01,2262261.01,-74.949645996
535780.01,2262361.01,-75.991584778
535780.01,2262461.01,-76.645904541
535780.01,2262561.01,-77.426124573
535780.01,2262661.01,-78.319755554
535780.01,2262761.01,-79.256118774
535780.01,2262861.01,-80.408996582
535780.01,2262961.01,-81.650100708
535780.01,2263061.01,-82.991943359
535780.01,2263161.01,-84.426101685
535780.01,2263261.01,-85.943527222
535780.01,2263361.01,-87.600311279
535780.01,2263461.01,-89.241119385
535780.01,2263561.01,-90.9271698
535780.01,2263661.01,-92.648521423
535780.01,2263761.01,-94.369041443
535780.01,2263861.01,-96.116516113
535780.01,2263961.01,-97.842224121
535780.01,2264061.01,-99.541015625
535780.01,2264161.01,-101.160865784
535780.01,2264261.01,-101.825309753
535780.01,2264361.01,-103.946556091
535780.01,2264461.01,-105.056884766
535780.01,2264561.01,-104.847175598
535780.01,2264661.01,-105.986930847
535780.01,2264761.01,-105.37399292
535780.01,2264861.01,-104.087547302
535780.01,2264961.01,-102.283782959
535780.01,2265061.01,-100.199623108
535780.01,2265161.01,-98.083496094
535780.01,2265261.01,-96.178291321
535780.01,2265361.01,-94.728691101
535780.01,2265461.01,-93.890663147
535780.01,2265561.01,-93.780410767
535780.01,2265661.01,-94.441070557
535780.01,2265761.01,-95.894004822
535780.01,2265861.01,-98.088890076
535780.01,2265961.01,-100.870803833
535780.01,2266061.01,-103.914924622
535780.01,2266161.01,-106.791122437
535780.01,2266261.01,-108.997650146
535780.01,2266361.01,-110.124702454
535780.01,2266461.01,-109.875343323
535780.01,2266561.01,-108.361045837
535780.01,2266661.01,-105.953163147
535780.01,2266761.01,-102.936050415
535780.01,2266861.01,-99.530982971
535780.01,2266961.01,-95.913818359
535780.01,2267061.01,-92.286575317
535780.01,2267161.01,-88.818351746
535780.01,2267261.01,-85.723358154
535780.01,2267361.01,-83.007499695
535780.01,2267461.01,-80.654701233
535780.01,2267561.01,-78.635658264
535780.01,2267661.01,-76.84160614
535780.01,2267761.01,-75.303085327
535780.01,2267861.01,-73.822746277
535780.01,2267961.01,-72.607696533
535780.01,2268061.01,-71.488616943
535780.01,2268161.01,-70.342552185
535780.01,2268261.01,-69.33228302
535780.01,2268361.01,-68.321723938
535780.01,2268461.01,-67.27053833
535780.01,2268561.01,-66.135185242
535780.01,2268661.01,-64.853378296
535780.01,2268761.01,-63.394309998
535780.01,2268861.01,-61.806995392
535780.01,2268961.01,-60.219005585
535780.01,2269061.01,-58.789905548
535780.01,2269161.01,-57.630111694
535780.01,2269261.01,-56.81696701
535780.01,2269361.01,-56.372634888
535780.01,2269461.01,-56.322887421
535780.01,2269561.01,-56.598800659
535780.01,2269661.01,-57.135536194
535780.01,2269761.01,-57.825061798
