"X","Y","H00_Ground Level (Depth)"
535080.01,2268261.01,-116.110305786
535080.01,2268361.01,-113.47354126
535080.01,2268461.01,-111.973060608
535080.01,2268561.01,-107.510925293
535080.01,2268661.01,-105.383911133
535080.01,2268761.01,-105.051544189
535080.01,2268861.01,-104.019508362
535080.01,2268961.01,-104.703933716
535080.01,2269061.01,-105.370262146
535080.01,2269161.01,-106.232749939
535080.01,2269261.01,-106.890670776
535080.01,2269361.01,-107.009353638
535080.01,2269461.01,-106.969802856
535080.01,2269561.01,-106.987693787
535080.01,2269661.01,-106.911125183
535080.01,2269761.01,-107.930885315
535080.01,2269861.01,-107.648292542
535080.01,2269961.01,-108.380722046
535080.01,2270061.01,-107.812423706
535080.01,2270161.01,-107.785224915
535080.01,2270261.01,-108.687255859
535080.01,2270361.01,-109.808525085
535080.01,2270461.01,-110.499855042
535080.01,2270561.01,-110.525619507
535080.01,2270661.01,-109.993293762
535080.01,2270761.01,-109.947158813
535080.01,2270861.01,-109.951248169
535080.01,2270961.01,-109.9974823
535080.01,2271061.01,-110.025161743
535080.01,2271161.01,-109.244613647
535080.01,2271261.01,-108.61505127
535080.01,2271361.01,-108.041320801
535080.01,2271461.01,-107.467460632
535080.01,2271561.01,-106.993988037
535080.01,2271661.01,-106.392173767
535180.01,2260861.01,-89.792129517
535180.01,2260961.01,-90.213760376
535180.01,2261061.01,-90.924888611
535180.01,2261161.01,-90.711883545
535180.01,2261261.01,-91.415260315
535180.01,2261361.01,-91.350135803
535180.01,2261461.01,-90.945022583
535180.01,2261561.01,-90.616409302
535180.01,2261661.01,-91.719718933
535180.01,2261761.01,-93.584449768
535180.01,2261861.01,-94.690261841
535180.01,2261961.01,-93.033111572
535180.01,2262061.01,-93.88117981
535180.01,2262161.01,-97.866592407
535180.01,2262261.01,-97.590263367
535180.01,2262361.01,-96.937538147
535180.01,2262461.01,-99.800834656
535180.01,2262561.01,-103.162620544
535180.01,2262661.01,-104.516021729
535180.01,2262761.01,-104.814369202
535180.01,2262861.01,-106.514343262
535180.01,2262961.01,-107.8722229
535180.01,2263061.01,-106.778396606
535180.01,2263161.01,-106.428436279
535180.01,2263261.01,-111.14112854
535180.01,2263361.01,-115.808692932
535180.01,2263461.01,-117.967323303
535180.01,2263561.01,-118.427635193
535180.01,2263661.01,-119.206375122
535180.01,2263761.01,-120.224685669
535180.01,2263861.01,-120.758232117
535180.01,2263961.01,-121.14427948
535180.01,2264061.01,-121.276824951
535180.01,2264161.01,-121.323280334
535180.01,2264261.01,-121.65322113
535180.01,2264361.01,-121.37197876
535180.01,2264461.01,-121.198188782
535180.01,2264561.01,-121.178939819
535180.01,2264661.01,-121.801300049
535180.01,2264761.01,-124.088294983
535180.01,2264861.01,-124.063308716
535180.01,2264961.01,-124.071533203
535180.01,2265061.01,-126.030532837
535180.01,2265161.01,-127.026405334
535180.01,2265261.01,-126.805046082
535180.01,2265361.01,-128.143218994
535180.01,2265461.01,-129.125793457
535180.01,2265561.01,-130.341842651
535180.01,2265661.01,-131.388702393
535180.01,2265761.01,-132.123031616
535180.01,2265861.01,-133.728424072
535180.01,2265961.01,-135.119049072
535180.01,2266061.01,-135.026702881
535180.01,2266161.01,-134.252792358
535180.01,2266261.01,-132.608261108
535180.01,2266361.01,-131.0284729
535180.01,2266461.01,-128.103286743
535180.01,2266561.01,-125.264755249
535180.01,2266661.01,-122.657836914
535180.01,2266761.01,-119.593490601
535180.01,2266861.01,-116.567100525
535180.01,2266961.01,-114.696418762
535180.01,2267061.01,-113.573005676
535180.01,2267161.01,-112.591789246
535180.01,2267261.01,-112.606369019
535180.01,2267361.01,-111.768943787
535180.01,2267461.01,-110.67791748
535180.01,2267561.01,-111.048355103
535180.01,2267661.01,-111.847854614
535180.01,2267761.01,-110.603507996
535180.01,2267861.01,-109.923072815
535180.01,2267961.01,-111.52481842
535180.01,2268061.01,-114.030914307
535180.01,2268161.01,-116.738975525
535180.01,2268261.01,-116.209518433
535180.01,2268361.01,-113.932945251
535180.01,2268461.01,-111.779586792
535180.01,2268561.01,-107.353637695
535180.01,2268661.01,-104.763160706
535180.01,2268761.01,-103.975296021
535180.01,2268861.01,-104.207893372
535180.01,2268961.01,-104.877883911
535180.01,2269061.01,-105.417327881
535180.01,2269161.01,-106.278770447
535180.01,2269261.01,-106.815940857
535180.01,2269361.01,-107.131538391
535180.01,2269461.01,-107.640106201
535180.01,2269561.01,-107.691726685
535180.01,2269661.01,-107.519699097
535180.01,2269761.01,-108.005981445
535180.01,2269861.01,-108.450775146
535180.01,2269961.01,-109.075576782
535180.01,2270061.01,-108.253700256
535180.01,2270161.01,-108.111091614
535180.01,2270261.01,-108.699455261
535180.01,2270361.01,-109.410804749
535180.01,2270461.01,-109.755317688
535180.01,2270561.01,-109.97227478
535180.01,2270661.01,-109.989494324
535180.01,2270761.01,-110.016372681
535180.01,2270861.01,-110.00756073
535180.01,2270961.01,-109.914382935
535180.01,2271061.01,-110.091545105
535180.01,2271161.01,-109.726509094
535180.01,2271261.01,-109.125213623
535180.01,2271361.01,-108.339286804
535180.01,2271461.01,-107.672203064
535180.01,2271561.01,-106.975021362
535180.01,2271661.01,-107.061286926
535180.01,2271761.01,-107.457962036
535280.01,2260861.01,-90.072875977
535280.01,2260961.01,-90.499229431
535280.01,2261061.01,-91.182769775
535280.01,2261161.01,-91.403648376
535280.01,2261261.01,-92.557647705
535280.01,2261361.01,-93.500808716
535280.01,2261461.01,-93.431884766
535280.01,2261561.01,-92.949935913
535280.01,2261661.01,-93.621765137
535280.01,2261761.01,-95.59866333
535280.01,2261861.01,-96.159057617
535280.01,2261961.01,-94.173408508
535280.01,2262061.01,-92.835296631
535280.01,2262161.01,-95.413841248
535280.01,2262261.01,-98.24331665
535280.01,2262361.01,-99.131484985
535280.01,2262461.01,-101.200378418
535280.01,2262561.01,-104.808105469
535280.01,2262661.01,-106.66721344
535280.01,2262761.01,-107.60760498
535280.01,2262861.01,-110.000892639
535280.01,2262961.01,-110.462532043
535280.01,2263061.01,-107.53427124
535280.01,2263161.01,-105.674613953
535280.01,2263261.01,-110.073738098
535280.01,2263361.01,-114.740058899
535280.01,2263461.01,-116.811698914
535280.01,2263561.01,-117.397163391
535280.01,2263661.01,-116.377746582
535280.01,2263761.01,-116.962135315
535280.01,2263861.01,-119.529029846
535280.01,2263961.01,-121.122039795
535280.01,2264061.01,-120.614776611
535280.01,2264161.01,-120.0054245
535280.01,2264261.01,-120.681861877
535280.01,2264361.01,-122.12436676
535280.01,2264461.01,-122.531318665
535280.01,2264561.01,-122.4164505
535280.01,2264661.01,-124.134300232
535280.01,2264761.01,-127.557312012
535280.01,2264861.01,-125.314086914
535280.01,2264961.01,-124.20035553
535280.01,2265061.01,-125.124847412
535280.01,2265161.01,-125.775917053
535280.01,2265261.01,-125.125160217
535280.01,2265361.01,-125.223052979
535280.01,2265461.01,-125.939437866
535280.01,2265561.01,-128.422286987
535280.01,2265661.01,-129.921264648
535280.01,2265761.01,-131.368423462
535280.01,2265861.01,-133.136428833
535280.01,2265961.01,-134.3646698
535280.01,2266061.01,-134.252502441
535280.01,2266161.01,-134.027053833
535280.01,2266261.01,-133.451324463
535280.01,2266361.01,-132.204940796
535280.01,2266461.01,-130.625076294
535280.01,2266561.01,-127.663970947
535280.01,2266661.01,-124.398391724
535280.01,2266761.01,-121.284103394
535280.01,2266861.01,-117.754211426
535280.01,2266961.01,-115.65309906
535280.01,2267061.01,-115.134254456
535280.01,2267161.01,-114.076316833
535280.01,2267261.01,-113.110984802
535280.01,2267361.01,-112.097412109
535280.01,2267461.01,-111.129600525
535280.01,2267561.01,-111.024459839
535280.01,2267661.01,-111.068778992
535280.01,2267761.01,-110.203903198
535280.01,2267861.01,-110.394721985
535280.01,2267961.01,-111.854232788
535280.01,2268061.01,-114.854248047
535280.01,2268161.01,-117.176818848
535280.01,2268261.01,-116.281044006
535280.01,2268361.01,-114.789100647
535280.01,2268461.01,-112.645973206
535280.01,2268561.01,-108.408157349
535280.01,2268661.01,-105.525398254
535280.01,2268761.01,-104.489303589
535280.01,2268861.01,-104.797782898
535280.01,2268961.01,-105.003082275
535280.01,2269061.01,-105.533691406
535280.01,2269161.01,-106.586051941
535280.01,2269261.01,-107.186538696
535280.01,2269361.01,-107.871246338
535280.01,2269461.01,-108.291267395
535280.01,2269561.01,-108.134437561
535280.01,2269661.01,-108.291381836
535280.01,2269761.01,-108.660964966
535280.01,2269861.01,-109.482841492
535280.01,2269961.01,-109.854988098
535280.01,2270061.01,-109.163902283
535280.01,2270161.01,-108.822731018
535280.01,2270261.01,-109.264480591
535280.01,2270361.01,-109.365974426
535280.01,2270461.01,-109.106384277
535280.01,2270561.01,-109.686714172
535280.01,2270661.01,-110.313804626
535280.01,2270761.01,-110.537788391
535280.01,2270861.01,-110.620796204
535280.01,2270961.01,-110.080558777
535280.01,2271061.01,-109.809776306
535280.01,2271161.01,-110.05770874
535280.01,2271261.01,-109.834251404
535280.01,2271361.01,-108.892097473
535280.01,2271461.01,-108.353210449
535280.01,2271561.01,-107.316650391
535280.01,2271661.01,-107.621116638
535280.01,2271761.01,-108.421867371
535280.01,2271861.01,-109.510490417
535380.01,2260861.01,-90.648109436
535380.01,2260961.01,-91.159706116
535380.01,2261061.01,-91.962104797
535380.01,2261161.01,-92.07308197
535380.01,2261261.01,-92.419532776
535380.01,2261361.01,-93.924308777
535380.01,2261461.01,-95.131919861
535380.01,2261561.01,-95.254463196
535380.01,2261661.01,-94.947479248
535380.01,2261761.01,-96.46144104
535380.01,2261861.01,-96.951850891
535380.01,2261961.01,-94.736061096
535380.01,2262061.01,-92.089370728
535380.01,2262161.01,-93.916679382
535380.01,2262261.01,-98.064239502
535380.01,2262361.01,-100.288482666
535380.01,2262461.01,-102.127037048
535380.01,2262561.01,-104.670089722
535380.01,2262661.01,-106.027130127
535380.01,2262761.01,-107.324127197
535380.01,2262861.01,-110.073982239
535380.01,2262961.01,-111.589607239
535380.01,2263061.01,-109.237518311
535380.01,2263161.01,-106.623840332
535380.01,2263261.01,-110.240135193
535380.01,2263361.01,-113.259391785
535380.01,2263461.01,-114.021842957
535380.01,2263561.01,-114.915397644
535380.01,2263661.01,-113.719566345
535380.01,2263761.01,-114.935760498
535380.01,2263861.01,-120.370887756
535380.01,2263961.01,-122.995368958
535380.01,2264061.01,-124.172973633
535380.01,2264161.01,-124.941146851
535380.01,2264261.01,-125.157958984
535380.01,2264361.01,-126.470588684
535380.01,2264461.01,-126.821258545
535380.01,2264561.01,-126.057495117
535380.01,2264661.01,-128.034820557
535380.01,2264761.01,-132.575134277
535380.01,2264861.01,-129.101531982
535380.01,2264961.01,-127.23374176
535380.01,2265061.01,-127.232460022
535380.01,2265161.01,-127.541778564
535380.01,2265261.01,-126.998161316
535380.01,2265361.01,-125.4168396
535380.01,2265461.01,-125.083183289
535380.01,2265561.01,-127.571388245
535380.01,2265661.01,-129.107620239
535380.01,2265761.01,-131.223266602
535380.01,2265861.01,-132.800003052
535380.01,2265961.01,-132.59022522
535380.01,2266061.01,-133.061462402
535380.01,2266161.01,-133.992767334
535380.01,2266261.01,-134.216201782
535380.01,2266361.01,-133.64074707
535380.01,2266461.01,-132.86680603
535380.01,2266561.01,-130.247085571
535380.01,2266661.01,-126.728797913
535380.01,2266761.01,-123.814994812
535380.01,2266861.01,-120.54914856
535380.01,2266961.01,-117.887550354
535380.01,2267061.01,-116.905273438
535380.01,2267161.01,-115.211013794
535380.01,2267261.01,-113.542480469
535380.01,2267361.01,-112.546943665
535380.01,2267461.01,-111.472122192
535380.01,2267561.01,-110.980033875
535380.01,2267661.01,-110.908866882
535380.01,2267761.01,-110.628234863
535380.01,2267861.01,-111.679550171
535380.01,2267961.01,-113.578529358
535380.01,2268061.01,-115.871574402
535380.01,2268161.01,-117.679481506
535380.01,2268261.01,-116.664146423
535380.01,2268361.01,-114.419883728
535380.01,2268461.01,-112.298500061
535380.01,2268561.01,-110.531509399
535380.01,2268661.01,-107.635368347
535380.01,2268761.01,-105.346168518
535380.01,2268861.01,-105.021263123
535380.01,2268961.01,-105.072982788
535380.01,2269061.01,-105.740829468
535380.01,2269161.01,-106.897171021
535380.01,2269261.01,-107.791511536
535380.01,2269361.01,-109.151771545
535380.01,2269461.01,-109.174034119
535380.01,2269561.01,-108.674980164
535380.01,2269661.01,-109.346138
535380.01,2269761.01,-109.954307556
535380.01,2269861.01,-110.009025574
535380.01,2269961.01,-110.118629456
535380.01,2270061.01,-109.396751404
535380.01,2270161.01,-109.118026733
535380.01,2270261.01,-109.862480164
535380.01,2270361.01,-109.640281677
535380.01,2270461.01,-108.93561554
535380.01,2270561.01,-109.796951294
535380.01,2270661.01,-110.797813416
535380.01,2270761.01,-110.973930359
535380.01,2270861.01,-111.157737732
535380.01,2270961.01,-110.536155701
535380.01,2271061.01,-109.717582703
535380.01,2271161.01,-110.456359863
535380.01,2271261.01,-110.031723022
535380.01,2271361.01,-109.329124451
535380.01,2271461.01,-108.78288269
535380.01,2271561.01,-108.099746704
535380.01,2271661.01,-108.486785889
535380.01,2271761.01,-109.532737732
535380.01,2271861.01,-110.496841431
535380.01,2271961.01,-111.109169006
535480.01,2260861.01,-91.495201111
535480.01,2260961.01,-92.405822754
535480.01,2261061.01,-93.365608215
535480.01,2261161.01,-93.346687317
535480.01,2261261.01,-93.119781494
535480.01,2261361.01,-94.278427124
535480.01,2261461.01,-96.244773865
535480.01,2261561.01,-97.315513611
535480.01,2261661.01,-96.211540222
535480.01,2261761.01,-96.295547485
535480.01,2261861.01,-97.031394958
535480.01,2261961.01,-96.398605347
535480.01,2262061.01,-94.749404907
535480.01,2262161.01,-94.693405151
535480.01,2262261.01,-97.915351868
535480.01,2262361.01,-100.133720398
535480.01,2262461.01,-101.794540405
535480.01,2262561.01,-103.86416626
535480.01,2262661.01,-104.602729797
535480.01,2262761.01,-105.324432373
535480.01,2262861.01,-107.759117126
535480.01,2262961.01,-110.636268616
535480.01,2263061.01,-110.478248596
535480.01,2263161.01,-107.840072632
535480.01,2263261.01,-109.245422363
535480.01,2263361.01,-110.080680847
535480.01,2263461.01,-111.719032288
535480.01,2263561.01,-114.061691284
535480.01,2263661.01,-114.431274414
535480.01,2263761.01,-116.630943298
535480.01,2263861.01,-121.436058044
535480.01,2263961.01,-124.184364319
535480.01,2264061.01,-127.022842407
535480.01,2264161.01,-129.391799927
535480.01,2264261.01,-129.151855469
535480.01,2264361.01,-129.410888672
535480.01,2264461.01,-129.128540039
535480.01,2264561.01,-128.836074829
535480.01,2264661.01,-130.14050293
535480.01,2264761.01,-132.876815796
535480.01,2264861.01,-131.4712677
535480.01,2264961.01,-130.454772949
535480.01,2265061.01,-130.454238892
535480.01,2265161.01,-130.493484497
535480.01,2265261.01,-129.719345093
535480.01,2265361.01,-127.54611969
535480.01,2265461.01,-125.930686951
535480.01,2265561.01,-127.937057495
535480.01,2265661.01,-128.793212891
535480.01,2265761.01,-129.714859009
535480.01,2265861.01,-131.326324463
535480.01,2265961.01,-131.320343018
535480.01,2266061.01,-131.990875244
535480.01,2266161.01,-133.447341919
535480.01,2266261.01,-134.076171875
535480.01,2266361.01,-134.22038269
535480.01,2266461.01,-134.079589844
535480.01,2266561.01,-132.29498291
535480.01,2266661.01,-129.032058716
535480.01,2266761.01,-126.416740417
535480.01,2266861.01,-123.702987671
535480.01,2266961.01,-120.585197449
535480.01,2267061.01,-118.723083496
535480.01,2267161.01,-116.229522705
535480.01,2267261.01,-114.522071838
535480.01,2267361.01,-113.423934937
535480.01,2267461.01,-111.617706299
535480.01,2267561.01,-111.155464172
535480.01,2267661.01,-111.555374146
535480.01,2267761.01,-112.236907959
535480.01,2267861.01,-114.500854492
535480.01,2267961.01,-115.824432373
535480.01,2268061.01,-116.333206177
535480.01,2268161.01,-118.785423279
535480.01,2268261.01,-118.896224976
535480.01,2268361.01,-115.922889709
535480.01,2268461.01,-113.01058197
535480.01,2268561.01,-111.974060059
535480.01,2268661.01,-108.667961121
535480.01,2268761.01,-105.560836792
535480.01,2268861.01,-104.959716797
535480.01,2268961.01,-105.389541626
535480.01,2269061.01,-106.23261261
535480.01,2269161.01,-107.313369751
535480.01,2269261.01,-108.495323181
535480.01,2269361.01,-109.694923401
535480.01,2269461.01,-109.720329285
535480.01,2269561.01,-108.964065552
535480.01,2269661.01,-110.119178772
535480.01,2269761.01,-111.031257629
535480.01,2269861.01,-110.099014282
535480.01,2269961.01,-109.972190857
535480.01,2270061.01,-110.053474426
535480.01,2270161.01,-109.765525818
535480.01,2270261.01,-110.082557678
535480.01,2270361.01,-109.526771545
535480.01,2270461.01,-109.052398682
535480.01,2270561.01,-110.069793701
535480.01,2270661.01,-110.934402466
535480.01,2270761.01,-110.853363037
535480.01,2270861.01,-110.995407104
535480.01,2270961.01,-110.935836792
535480.01,2271061.01,-110.748382568
535480.01,2271161.01,-111.386108398
535480.01,2271261.01,-110.139160156
535480.01,2271361.01,-109.737304688
535480.01,2271461.01,-109.414863586
535480.01,2271561.01,-109.358940125
535480.01,2271661.01,-109.861068726
535480.01,2271761.01,-110.81578064
535480.01,2271861.01,-110.917457581
535480.01,2271961.01,-110.877189636
535480.01,2272061.01,-112.037261963
535580.01,2260861.01,-92.631866455
535580.01,2260961.01,-93.7628479
535580.01,2261061.01,-94.62689209
535580.01,2261161.01,-94.387107849
535580.01,2261261.01,-94.358337402
535580.01,2261361.01,-95.362625122
535580.01,2261461.01,-97.535652161
535580.01,2261561.01,-98.805221558
535580.01,2261661.01,-97.205680847
535580.01,2261761.01,-96.45916748
535580.01,2261861.01,-97.990036011
535580.01,2261961.01,-99.70614624
535580.01,2262061.01,-98.367027283
535580.01,2262161.01,-95.627182007
535580.01,2262261.01,-97.495986938
535580.01,2262361.01,-99.079124451
535580.01,2262461.01,-100.604293823
535580.01,2262561.01,-102.046272278
535580.01,2262661.01,-103.073509216
535580.01,2262761.01,-103.505691528
535580.01,2262861.01,-105.060256958
535580.01,2262961.01,-108.97706604
535580.01,2263061.01,-110.053466797
535580.01,2263161.01,-108.360954285
535580.01,2263261.01,-108.590019226
535580.01,2263361.01,-108.771270752
535580.01,2263461.01,-111.001358032
535580.01,2263561.01,-114.579483032
535580.01,2263661.01,-116.349594116
535580.01,2263761.01,-118.476127625
535580.01,2263861.01,-121.351806641
535580.01,2263961.01,-123.41280365
535580.01,2264061.01,-126.345375061
535580.01,2264161.01,-128.949691772
535580.01,2264261.01,-128.43699646
535580.01,2264361.01,-128.914428711
535580.01,2264461.01,-128.773468018
535580.01,2264561.01,-129.221847534
535580.01,2264661.01,-130.687728882
535580.01,2264761.01,-132.037979126
535580.01,2264861.01,-132.620117188
535580.01,2264961.01,-132.746749878
535580.01,2265061.01,-132.357849121
535580.01,2265161.01,-132.311706543
535580.01,2265261.01,-131.479309082
535580.01,2265361.01,-129.204147339
535580.01,2265461.01,-127.053649902
535580.01,2265561.01,-127.080032349
535580.01,2265661.01,-127.956817627
535580.01,2265761.01,-128.543212891
535580.01,2265861.01,-129.625793457
535580.01,2265961.01,-130.131607056
535580.01,2266061.01,-130.916427612
535580.01,2266161.01,-132.384185791
535580.01,2266261.01,-133.1197052
535580.01,2266361.01,-133.55619812
535580.01,2266461.01,-134.189437866
535580.01,2266561.01,-133.36239624
535580.01,2266661.01,-130.915710449
535580.01,2266761.01,-128.719177246
535580.01,2266861.01,-126.117507935
535580.01,2266961.01,-123.044937134
535580.01,2267061.01,-120.90272522
535580.01,2267161.01,-117.470184326
535580.01,2267261.01,-115.692001343
535580.01,2267361.01,-114.006912231
535580.01,2267461.01,-111.624855042
535580.01,2267561.01,-111.743255615
535580.01,2267661.01,-112.349700928
535580.01,2267761.01,-113.377639771
535580.01,2267861.01,-115.494514465
535580.01,2267961.01,-116.706268311
535580.01,2268061.01,-117.31842804
535580.01,2268161.01,-119.536300659
535580.01,2268261.01,-119.900848389
535580.01,2268361.01,-117.050941467
535580.01,2268461.01,-113.464492798
535580.01,2268561.01,-110.156539917
535580.01,2268661.01,-107.6561203
535580.01,2268761.01,-105.435531616
535580.01,2268861.01,-104.769195557
535580.01,2268961.01,-105.564575195
535580.01,2269061.01,-106.612754822
535580.01,2269161.01,-107.681884766
535580.01,2269261.01,-108.60684967
535580.01,2269361.01,-109.162101746
535580.01,2269461.01,-110.196533203
535580.01,2269561.01,-110.132423401
535580.01,2269661.01,-111.034934998
535580.01,2269761.01,-111.574935913
535580.01,2269861.01,-110.425468445
535580.01,2269961.01,-109.928779602
535580.01,2270061.01,-110.089347839
535580.01,2270161.01,-110.419128418
535580.01,2270261.01,-109.911628723
535580.01,2270361.01,-109.038002014
535580.01,2270461.01,-109.524002075
535580.01,2270561.01,-110.195587158
535580.01,2270661.01,-110.32749176
535580.01,2270761.01,-110.268371582
535580.01,2270861.01,-110.708946228
535580.01,2270961.01,-111.125701904
535580.01,2271061.01,-111.30872345
535580.01,2271161.01,-111.174453735
535580.01,2271261.01,-110.200531006
535580.01,2271361.01,-110.193077087
535580.01,2271461.01,-110.51499939
535580.01,2271561.01,-110.835067749
535580.01,2271661.01,-110.985969543
535580.01,2271761.01,-111.534866333
535580.01,2271861.01,-111.05557251
535580.01,2271961.01,-110.822692871
535580.01,2272061.01,-112.242347717
535680.01,2260861.01,-93.751312256
535680.01,2260961.01,-94.899375916
535680.01,2261061.01,-95.513442993
535680.01,2261161.01,-95.110237122
535680.01,2261261.01,-95.466880798
535680.01,2261361.01,-96.67048645
535680.01,2261461.01,-98.375236511
535680.01,2261561.01,-99.120422363
535680.01,2261661.01,-98.077522278
535680.01,2261761.01,-97.401596069
535680.01,2261861.01,-98.940155029
535680.01,2261961.01,-101.161682129
535680.01,2262061.01,-99.662849426
535680.01,2262161.01,-95.423866272
535680.01,2262261.01,-96.501411438
535680.01,2262361.01,-98.792503357
535680.01,2262461.01,-99.814712524
535680.01,2262561.01,-100.387306213
535680.01,2262661.01,-101.561805725
535680.01,2262761.01,-101.997489929
535680.01,2262861.01,-103.607841492
535680.01,2262961.01,-107.664855957
535680.01,2263061.01,-109.379707336
535680.01,2263161.01,-108.934005737
535680.01,2263261.01,-109.478347778
535680.01,2263361.01,-110.108779907
535680.01,2263461.01,-111.542449951
535680.01,2263561.01,-114.318702698
535680.01,2263661.01,-116.626609802
535680.01,2263761.01,-118.537330627
535680.01,2263861.01,-120.2787323
535680.01,2263961.01,-122.053955078
535680.01,2264061.01,-123.498924255
535680.01,2264161.01,-125.299156189
535680.01,2264261.01,-124.27217865
535680.01,2264361.01,-127.587547302
535680.01,2264461.01,-127.452560425
535680.01,2264561.01,-127.536094666
535680.01,2264661.01,-129.346817017
535680.01,2264761.01,-130.527801514
535680.01,2264861.01,-131.874420166
535680.01,2264961.01,-132.357055664
535680.01,2265061.01,-132.822845459
535680.01,2265161.01,-132.997207642
535680.01,2265261.01,-132.300369263
535680.01,2265361.01,-130.068817139
535680.01,2265461.01,-127.874671936
535680.01,2265561.01,-127.126014709
535680.01,2265661.01,-127.558166504
535680.01,2265761.01,-128.082214355
535680.01,2265861.01,-128.796661377
535680.01,2265961.01,-129.423858643
535680.01,2266061.01,-130.152755737
535680.01,2266161.01,-131.388580322
535680.01,2266261.01,-132.630508423
535680.01,2266361.01,-133.345825195
535680.01,2266461.01,-134.057861328
535680.01,2266561.01,-133.831726074
535680.01,2266661.01,-132.156600952
535680.01,2266761.01,-130.52796936
535680.01,2266861.01,-128.595504761
535680.01,2266961.01,-126.442100525
535680.01,2267061.01,-124.211585999
535680.01,2267161.01,-120.148033142
535680.01,2267261.01,-117.247871399
535680.01,2267361.01,-114.967018127
535680.01,2267461.01,-112.835792542
535680.01,2267561.01,-112.794082642
535680.01,2267661.01,-112.98085022
535680.01,2267761.01,-113.78213501
535680.01,2267861.01,-114.474632263
535680.01,2267961.01,-116.142974854
535680.01,2268061.01,-118.024719238
535680.01,2268161.01,-119.074493408
535680.01,2268261.01,-118.828453064
535680.01,2268361.01,-116.554244995
535680.01,2268461.01,-113.749572754
535680.01,2268561.01,-109.776229858
535680.01,2268661.01,-106.449272156
535680.01,2268761.01,-105.091117859
535680.01,2268861.01,-104.936508179
535680.01,2268961.01,-105.886642456
535680.01,2269061.01,-106.863113403
535680.01,2269161.01,-108.153396606
535680.01,2269261.01,-108.822044373
535680.01,2269361.01,-109.960929871
535680.01,2269461.01,-111.004081726
535680.01,2269561.01,-110.905311584
535680.01,2269661.01,-111.544898987
535680.01,2269761.01,-112.018547058
535680.01,2269861.01,-110.743980408
535680.01,2269961.01,-110.338829041
535680.01,2270061.01,-110.568099976
535680.01,2270161.01,-110.942810059
535680.01,2270261.01,-110.060157776
535680.01,2270361.01,-109.511672974
535680.01,2270461.01,-109.971885681
535680.01,2270561.01,-110.049179077
535680.01,2270661.01,-109.908981323
535680.01,2270761.01,-110.055450439
535680.01,2270861.01,-110.782325745
535680.01,2270961.01,-111.249427795
535680.01,2271061.01,-111.178962708
535680.01,2271161.01,-110.760993958
535680.01,2271261.01,-110.479980469
535680.01,2271361.01,-110.736778259
535680.01,2271461.01,-111.022605896
535680.01,2271561.01,-110.770614624
535680.01,2271661.01,-110.084403992
535680.01,2271761.01,-111.08013916
535680.01,2271861.01,-111.037857056
535680.01,2271961.01,-111.226081848
535680.01,2272061.01,-110.986785889
535680.01,2272161.01,-111.200294495
535780.01,2260861.01,-94.667144775
535780.01,2260961.01,-95.906578064
535780.01,2261061.01,-96.636772156
535780.01,2261161.01,-96.746147156
535780.01,2261261.01,-97.103713989
535780.01,2261361.01,-98.37197113
535780.01,2261461.01,-99.219436646
535780.01,2261561.01,-99.297050476
535780.01,2261661.01,-99.154319763
535780.01,2261761.01,-98.708770752
535780.01,2261861.01,-98.955810547
535780.01,2261961.01,-100.015739441
535780.01,2262061.01,-98.955039978
535780.01,2262161.01,-95.738121033
535780.01,2262261.01,-94.949645996
535780.01,2262361.01,-97.202072144
535780.01,2262461.01,-99.078155518
535780.01,2262561.01,-99.527519226
535780.01,2262661.01,-99.783119202
535780.01,2262761.01,-100.364761353
535780.01,2262861.01,-102.778488159
535780.01,2262961.01,-106.789657593
535780.01,2263061.01,-109.516685486
535780.01,2263161.01,-109.867782593
535780.01,2263261.01,-110.603973389
535780.01,2263361.01,-111.002441406
535780.01,2263461.01,-111.537643433
535780.01,2263561.01,-113.458694458
535780.01,2263661.01,-116.010345459
535780.01,2263761.01,-117.020652771
535780.01,2263861.01,-118.154945374
535780.01,2263961.01,-119.260902405
535780.01,2264061.01,-120.632972717
535780.01,2264161.01,-122.30582428
535780.01,2264261.01,-121.825309753
535780.01,2264361.01,-124.858139038
535780.01,2264461.01,-125.056884766
535780.01,2264561.01,-124.847175598
535780.01,2264661.01,-126.753936768
535780.01,2264761.01,-128.010269165
535780.01,2264861.01,-128.978439331
535780.01,2264961.01,-129.879684448
535780.01,2265061.01,-132.457794189
535780.01,2265161.01,-133.297424316
535780.01,2265261.01,-132.745895386
535780.01,2265361.01,-130.791656494
535780.01,2265461.01,-128.897445679
535780.01,2265561.01,-128.057540894
535780.01,2265661.01,-128.103897095
535780.01,2265761.01,-128.346542358
535780.01,2265861.01,-128.70513916
535780.01,2265961.01,-129.330535889
535780.01,2266061.01,-129.835388184
535780.01,2266161.01,-130.349136353
535780.01,2266261.01,-132.090621948
535780.01,2266361.01,-133.023330688
535780.01,2266461.01,-133.86416626
535780.01,2266561.01,-134.152893066
535780.01,2266661.01,-133.032546997
535780.01,2266761.01,-131.587936401
535780.01,2266861.01,-130.339202881
535780.01,2266961.01,-129.209533691
535780.01,2267061.01,-126.958351135
535780.01,2267161.01,-122.437179565
535780.01,2267261.01,-118.890830994
535780.01,2267361.01,-115.891220093
535780.01,2267461.01,-113.806335449
535780.01,2267561.01,-113.247085571
