"X","Y","H00_Ground Level (Depth)"
532780.01,2262061.01,-103.003509521
532780.01,2262161.01,-100.1795578
532780.01,2262261.01,-99.115867615
532780.01,2262361.01,-100.468193054
532780.01,2262461.01,-101.602897644
532780.01,2262561.01,-102.271682739
532780.01,2262661.01,-102.071136475
532780.01,2262761.01,-101.839813232
532780.01,2262861.01,-102.415794373
532780.01,2262961.01,-102.685791016
532780.01,2263061.01,-99.595870972
532780.01,2263161.01,-99.606758118
532780.01,2263261.01,-100.353149414
532780.01,2263361.01,-102.001251221
532780.01,2263461.01,-103.759254456
532780.01,2263561.01,-106.344459534
532780.01,2263661.01,-107.657989502
532780.01,2263761.01,-108.976257324
532780.01,2263861.01,-109.935691833
532780.01,2263961.01,-108.414154053
532780.01,2264061.01,-105.925239563
532780.01,2264161.01,-105.687362671
532780.01,2264261.01,-107.357398987
532780.01,2264361.01,-108.145965576
532780.01,2264461.01,-109.010383606
532780.01,2264561.01,-109.921783447
532780.01,2264661.01,-110.839401245
532780.01,2264761.01,-110.060546875
532780.01,2264861.01,-109.665840149
532780.01,2264961.01,-110.583816528
532780.01,2265061.01,-110.935043335
532780.01,2265161.01,-111.416114807
532780.01,2265261.01,-112.708137512
532780.01,2265361.01,-112.769096375
532780.01,2265461.01,-112.34197998
532780.01,2265561.01,-111.210388184
532780.01,2265661.01,-110.634773254
532780.01,2265761.01,-111.896003723
532780.01,2265861.01,-112.380691528
532780.01,2265961.01,-113.239654541
532780.01,2266061.01,-112.688232422
532780.01,2266161.01,-110.970779419
532780.01,2266261.01,-109.186798096
532780.01,2266361.01,-109.254631042
532780.01,2266461.01,-108.58505249
532780.01,2266561.01,-108.013504028
532780.01,2266661.01,-108.246536255
532780.01,2266761.01,-107.895263672
532780.01,2266861.01,-106.745643616
532780.01,2266961.01,-106.157997131
532780.01,2267061.01,-105.036231995
532780.01,2267161.01,-104.025222778
532780.01,2267261.01,-101.998336792
532780.01,2267361.01,-101.000427246
532780.01,2267461.01,-100.973724365
532780.01,2267561.01,-101.253067017
532780.01,2267661.01,-101.696708679
532780.01,2267761.01,-102.329589844
532780.01,2267861.01,-103.532417297
532780.01,2267961.01,-105.302993774
532780.01,2268061.01,-106.713378906
532780.01,2268161.01,-109.279647827
532780.01,2268261.01,-109.07762146
532780.01,2268361.01,-107.253448486
532780.01,2268461.01,-106.730461121
532780.01,2268561.01,-105.428031921
532780.01,2268661.01,-104.587882996
532780.01,2268761.01,-104.100067139
532780.01,2268861.01,-103.066146851
532880.01,2261661.01,-104.115608215
532880.01,2261761.01,-104.654983521
532880.01,2261861.01,-104.683052063
532880.01,2261961.01,-103.536392212
532880.01,2262061.01,-101.783943176
532880.01,2262161.01,-99.161521912
532880.01,2262261.01,-98.248565674
532880.01,2262361.01,-99.021736145
532880.01,2262461.01,-99.947189331
532880.01,2262561.01,-100.58190155
532880.01,2262661.01,-101.128829956
532880.01,2262761.01,-100.95954895
532880.01,2262861.01,-100.976844788
532880.01,2262961.01,-101.484733582
532880.01,2263061.01,-98.92350769
532880.01,2263161.01,-99.700431824
532880.01,2263261.01,-99.875869751
532880.01,2263361.01,-100.12297821
532880.01,2263461.01,-102.24181366
532880.01,2263561.01,-104.556686401
532880.01,2263661.01,-106.690612793
532880.01,2263761.01,-107.923561096
532880.01,2263861.01,-107.715354919
532880.01,2263961.01,-107.452392578
532880.01,2264061.01,-105.963104248
532880.01,2264161.01,-106.468101501
532880.01,2264261.01,-108.215278625
532880.01,2264361.01,-107.696380615
532880.01,2264461.01,-107.748565674
532880.01,2264561.01,-108.480125427
532880.01,2264661.01,-109.210372925
532880.01,2264761.01,-109.09614563
532880.01,2264861.01,-109.037887573
532880.01,2264961.01,-109.621116638
532880.01,2265061.01,-109.938140869
532880.01,2265161.01,-110.653404236
532880.01,2265261.01,-111.803977966
532880.01,2265361.01,-112.246902466
532880.01,2265461.01,-112.067596436
532880.01,2265561.01,-110.896484375
532880.01,2265661.01,-110.517631531
532880.01,2265761.01,-111.772453308
532880.01,2265861.01,-112.651138306
532880.01,2265961.01,-114.508895874
532880.01,2266061.01,-114.205238342
532880.01,2266161.01,-112.980155945
532880.01,2266261.01,-112.042861938
532880.01,2266361.01,-110.788848877
532880.01,2266461.01,-109.927772522
532880.01,2266561.01,-108.143714905
532880.01,2266661.01,-107.590194702
532880.01,2266761.01,-105.971099854
532880.01,2266861.01,-104.463943481
532880.01,2266961.01,-104.891044617
532880.01,2267061.01,-104.368133545
532880.01,2267161.01,-104.107284546
532880.01,2267261.01,-102.604896545
532880.01,2267361.01,-101.22996521
532880.01,2267461.01,-101.006988525
532880.01,2267561.01,-101.144165039
532880.01,2267661.01,-101.911178589
532880.01,2267761.01,-102.51449585
532880.01,2267861.01,-103.684486389
532880.01,2267961.01,-107.524017334
532880.01,2268061.01,-109.166366577
532880.01,2268161.01,-109.219276428
532880.01,2268261.01,-109.699516296
532880.01,2268361.01,-108.44065094
532880.01,2268461.01,-107.427330017
532880.01,2268561.01,-105.983551025
532880.01,2268661.01,-104.667945862
532880.01,2268761.01,-103.571891785
532880.01,2268861.01,-102.285148621
532980.01,2261561.01,-100.719055176
532980.01,2261661.01,-102.304664612
532980.01,2261761.01,-102.963867188
532980.01,2261861.01,-104.276603699
532980.01,2261961.01,-102.913063049
532980.01,2262061.01,-101.433280945
532980.01,2262161.01,-99.617332458
532980.01,2262261.01,-98.337547302
532980.01,2262361.01,-98.143821716
532980.01,2262461.01,-98.683380127
532980.01,2262561.01,-99.091766357
532980.01,2262661.01,-100.252311707
532980.01,2262761.01,-101.164619446
532980.01,2262861.01,-100.797592163
532980.01,2262961.01,-100.692062378
532980.01,2263061.01,-100.152587891
532980.01,2263161.01,-99.717102051
532980.01,2263261.01,-98.681770325
532980.01,2263361.01,-98.259086609
532980.01,2263461.01,-100.619667053
532980.01,2263561.01,-103.56022644
532980.01,2263661.01,-106.079078674
532980.01,2263761.01,-106.92502594
532980.01,2263861.01,-105.93787384
532980.01,2263961.01,-106.427566528
532980.01,2264061.01,-106.089233398
532980.01,2264161.01,-106.396896362
532980.01,2264261.01,-107.234642029
532980.01,2264361.01,-106.87940979
532980.01,2264461.01,-107.215812683
532980.01,2264561.01,-107.991638184
532980.01,2264661.01,-108.557228088
532980.01,2264761.01,-109.142539978
532980.01,2264861.01,-109.450538635
532980.01,2264961.01,-109.965118408
532980.01,2265061.01,-111.053924561
532980.01,2265161.01,-111.847473145
532980.01,2265261.01,-111.990325928
532980.01,2265361.01,-111.781906128
532980.01,2265461.01,-111.305732727
532980.01,2265561.01,-110.794906616
532980.01,2265661.01,-110.732467651
532980.01,2265761.01,-112.110710144
532980.01,2265861.01,-114.65637207
532980.01,2265961.01,-116.341690063
532980.01,2266061.01,-116.036315918
532980.01,2266161.01,-114.902679443
532980.01,2266261.01,-114.058013916
532980.01,2266361.01,-111.510986328
532980.01,2266461.01,-109.261154175
532980.01,2266561.01,-107.777793884
532980.01,2266661.01,-108.742866516
532980.01,2266761.01,-107.969421387
532980.01,2266861.01,-105.243812561
532980.01,2266961.01,-104.340782166
532980.01,2267061.01,-103.774536133
532980.01,2267161.01,-104.067054749
532980.01,2267261.01,-102.997817993
532980.01,2267361.01,-101.581703186
532980.01,2267461.01,-101.792167664
532980.01,2267561.01,-102.109657288
532980.01,2267661.01,-101.870292664
532980.01,2267761.01,-103.525032043
532980.01,2267861.01,-105.490623474
532980.01,2267961.01,-110.392700195
532980.01,2268061.01,-111.965713501
532980.01,2268161.01,-111.317253113
532980.01,2268261.01,-110.163414001
532980.01,2268361.01,-108.22593689
532980.01,2268461.01,-106.907585144
532980.01,2268561.01,-107.057449341
532980.01,2268661.01,-105.646911621
532980.01,2268761.01,-103.811683655
532980.01,2268861.01,-101.875648499
532980.01,2268961.01,-100.910217285
533080.01,2261461.01,-97.429199219
533080.01,2261561.01,-99.311607361
533080.01,2261661.01,-100.650169373
533080.01,2261761.01,-101.682510376
533080.01,2261861.01,-103.236083984
533080.01,2261961.01,-102.625656128
533080.01,2262061.01,-101.323379517
533080.01,2262161.01,-99.733283997
533080.01,2262261.01,-98.438819885
533080.01,2262361.01,-98.009437561
533080.01,2262461.01,-98.175956726
533080.01,2262561.01,-97.960411072
533080.01,2262661.01,-99.009025574
533080.01,2262761.01,-100.05355072
533080.01,2262861.01,-99.479507446
533080.01,2262961.01,-100.860420227
533080.01,2263061.01,-101.801765442
533080.01,2263161.01,-100.373802185
533080.01,2263261.01,-98.591262817
533080.01,2263361.01,-98.307258606
533080.01,2263461.01,-99.866645813
533080.01,2263561.01,-102.399009705
533080.01,2263661.01,-105.228553772
533080.01,2263761.01,-106.33102417
533080.01,2263861.01,-105.925865173
533080.01,2263961.01,-105.852851868
533080.01,2264061.01,-106.05255127
533080.01,2264161.01,-105.85962677
533080.01,2264261.01,-105.801147461
533080.01,2264361.01,-106.354522705
533080.01,2264461.01,-107.880195618
533080.01,2264561.01,-108.977165222
533080.01,2264661.01,-109.80381012
533080.01,2264761.01,-110.299545288
533080.01,2264861.01,-110.818443298
533080.01,2264961.01,-111.5128479
533080.01,2265061.01,-112.917602539
533080.01,2265161.01,-113.2654953
533080.01,2265261.01,-112.60042572
533080.01,2265361.01,-111.784248352
533080.01,2265461.01,-110.952667236
533080.01,2265561.01,-111.003753662
533080.01,2265661.01,-111.085174561
533080.01,2265761.01,-112.803153992
533080.01,2265861.01,-115.973068237
533080.01,2265961.01,-117.742538452
533080.01,2266061.01,-117.355377197
533080.01,2266161.01,-115.553878784
533080.01,2266261.01,-114.196159363
533080.01,2266361.01,-111.794540405
533080.01,2266461.01,-109.349479675
533080.01,2266561.01,-108.693496704
533080.01,2266661.01,-111.709571838
533080.01,2266761.01,-110.217514038
533080.01,2266861.01,-106.936927795
533080.01,2266961.01,-104.780670166
533080.01,2267061.01,-103.24395752
533080.01,2267161.01,-103.130180359
533080.01,2267261.01,-103.475891113
533080.01,2267361.01,-103.16885376
533080.01,2267461.01,-103.678993225
533080.01,2267561.01,-103.816589355
533080.01,2267661.01,-103.438522339
533080.01,2267761.01,-103.909919739
533080.01,2267861.01,-106.311500549
533080.01,2267961.01,-110.672088623
533080.01,2268061.01,-111.149246216
533080.01,2268161.01,-112.373016357
533080.01,2268261.01,-111.909698486
533080.01,2268361.01,-109.376815796
533080.01,2268461.01,-104.706039429
533080.01,2268561.01,-106.795722961
533080.01,2268661.01,-107.038345337
533080.01,2268761.01,-104.66960144
533080.01,2268861.01,-102.024215698
533080.01,2268961.01,-100.875465393
533080.01,2269061.01,-101.251937866
533180.01,2261461.01,-96.579902649
533180.01,2261561.01,-99.364936829
533180.01,2261661.01,-100.475837708
533180.01,2261761.01,-101.210716248
533180.01,2261861.01,-103.132537842
533180.01,2261961.01,-102.873626709
533180.01,2262061.01,-101.343933105
533180.01,2262161.01,-99.626586914
533180.01,2262261.01,-98.072494507
533180.01,2262361.01,-97.241691589
533180.01,2262461.01,-97.28679657
533180.01,2262561.01,-97.465866089
533180.01,2262661.01,-98.099632263
533180.01,2262761.01,-98.174797058
533180.01,2262861.01,-98.251335144
533180.01,2262961.01,-101.607536316
533180.01,2263061.01,-103.14655304
533180.01,2263161.01,-100.547706604
533180.01,2263261.01,-98.798118591
533180.01,2263361.01,-99.188362122
533180.01,2263461.01,-100.583480835
533180.01,2263561.01,-102.716369629
533180.01,2263661.01,-105.134521484
533180.01,2263761.01,-106.127593994
533180.01,2263861.01,-104.953971863
533180.01,2263961.01,-104.927955627
533180.01,2264061.01,-105.242576599
533180.01,2264161.01,-104.888908386
533180.01,2264261.01,-105.080741882
533180.01,2264361.01,-105.879211426
533180.01,2264461.01,-107.667900085
533180.01,2264561.01,-109.895797729
533180.01,2264661.01,-111.15586853
533180.01,2264761.01,-111.148872375
533180.01,2264861.01,-111.969184875
533180.01,2264961.01,-112.583610535
533180.01,2265061.01,-113.471405029
533180.01,2265161.01,-113.18321991
533180.01,2265261.01,-112.356773376
533180.01,2265361.01,-111.903862
533180.01,2265461.01,-111.120323181
533180.01,2265561.01,-110.987976074
533180.01,2265661.01,-111.706573486
533180.01,2265761.01,-113.910545349
533180.01,2265861.01,-116.857460022
533180.01,2265961.01,-118.070411682
533180.01,2266061.01,-117.397994995
533180.01,2266161.01,-115.936210632
533180.01,2266261.01,-114.152145386
533180.01,2266361.01,-112.361434937
533180.01,2266461.01,-111.567390442
533180.01,2266561.01,-110.799705505
533180.01,2266661.01,-111.717475891
533180.01,2266761.01,-110.438392639
533180.01,2266861.01,-108.078933716
533180.01,2266961.01,-106.434158325
533180.01,2267061.01,-104.489135742
533180.01,2267161.01,-103.385383606
533180.01,2267261.01,-103.723548889
533180.01,2267361.01,-104.695953369
533180.01,2267461.01,-105.874687195
533180.01,2267561.01,-105.002655029
533180.01,2267661.01,-104.068489075
533180.01,2267761.01,-102.463661194
533180.01,2267861.01,-104.212669373
533180.01,2267961.01,-108.198883057
533180.01,2268061.01,-109.986846924
533180.01,2268161.01,-111.454719543
533180.01,2268261.01,-112.049209595
533180.01,2268361.01,-111.986747742
533180.01,2268461.01,-107.171676636
533180.01,2268561.01,-110.20022583
533180.01,2268661.01,-109.103622437
533180.01,2268761.01,-105.387992859
533180.01,2268861.01,-102.449043274
533180.01,2268961.01,-101.475219727
533180.01,2269061.01,-102.098175049
533280.01,2261361.01,-93.853057861
533280.01,2261461.01,-95.681381226
533280.01,2261561.01,-99.386978149
533280.01,2261661.01,-100.61366272
533280.01,2261761.01,-102.546638489
533280.01,2261861.01,-104.169517517
533280.01,2261961.01,-103.269165039
533280.01,2262061.01,-101.275627136
533280.01,2262161.01,-99.39541626
533280.01,2262261.01,-97.644432068
533280.01,2262361.01,-96.304649353
533280.01,2262461.01,-96.218963623
533280.01,2262561.01,-97.24508667
533280.01,2262661.01,-97.930915833
533280.01,2262761.01,-97.108016968
533280.01,2262861.01,-97.621833801
533280.01,2262961.01,-101.997879028
533280.01,2263061.01,-102.95513916
533280.01,2263161.01,-99.444992065
533280.01,2263261.01,-98.584983826
533280.01,2263361.01,-100.115760803
533280.01,2263461.01,-102.604988098
533280.01,2263561.01,-104.999389648
533280.01,2263661.01,-106.371994019
533280.01,2263761.01,-107.169509888
533280.01,2263861.01,-105.246459961
533280.01,2263961.01,-104.639289856
533280.01,2264061.01,-104.841514587
533280.01,2264161.01,-104.859588623
533280.01,2264261.01,-104.899421692
533280.01,2264361.01,-105.81287384
533280.01,2264461.01,-107.732749939
533280.01,2264561.01,-110.147247314
533280.01,2264661.01,-110.921882629
533280.01,2264761.01,-111.220718384
533280.01,2264861.01,-112.316619873
533280.01,2264961.01,-112.866378784
533280.01,2265061.01,-113.155220032
533280.01,2265161.01,-112.379707336
533280.01,2265261.01,-111.534332275
533280.01,2265361.01,-111.407188416
533280.01,2265461.01,-110.988769531
533280.01,2265561.01,-110.903282166
533280.01,2265661.01,-112.716178894
533280.01,2265761.01,-115.085197449
533280.01,2265861.01,-117.926734924
533280.01,2265961.01,-119.284828186
533280.01,2266061.01,-118.303329468
533280.01,2266161.01,-117.15461731
533280.01,2266261.01,-115.694107056
533280.01,2266361.01,-112.607696533
533280.01,2266461.01,-112.842750549
533280.01,2266561.01,-111.141967773
533280.01,2266661.01,-109.961997986
533280.01,2266761.01,-109.495399475
533280.01,2266861.01,-108.374824524
533280.01,2266961.01,-106.776107788
533280.01,2267061.01,-105.629211426
533280.01,2267161.01,-104.127548218
533280.01,2267261.01,-103.893951416
533280.01,2267361.01,-104.858924866
533280.01,2267461.01,-107.131828308
533280.01,2267561.01,-106.530700684
533280.01,2267661.01,-105.14553833
533280.01,2267761.01,-102.423576355
533280.01,2267861.01,-102.561431885
533280.01,2267961.01,-106.580108643
533280.01,2268061.01,-109.488792419
533280.01,2268161.01,-110.567260742
533280.01,2268261.01,-110.57913208
533280.01,2268361.01,-111.827789307
533280.01,2268461.01,-111.021453857
533280.01,2268561.01,-112.34198761
533280.01,2268661.01,-110.059394836
533280.01,2268761.01,-105.719673157
533280.01,2268861.01,-102.646934509
533280.01,2268961.01,-102.187767029
533280.01,2269061.01,-102.997680664
533280.01,2269161.01,-102.965530396
533380.01,2261261.01,-94.369247437
533380.01,2261361.01,-93.42049408
533380.01,2261461.01,-94.189537048
533380.01,2261561.01,-96.499282837
533380.01,2261661.01,-99.138526917
533380.01,2261761.01,-102.503555298
533380.01,2261861.01,-104.050453186
533380.01,2261961.01,-103.019859314
533380.01,2262061.01,-101.050559998
533380.01,2262161.01,-99.075492859
533380.01,2262261.01,-97.44430542
533380.01,2262361.01,-96.530181885
533380.01,2262461.01,-96.90296936
533380.01,2262561.01,-96.741722107
533380.01,2262661.01,-96.97542572
533380.01,2262761.01,-96.585144043
533380.01,2262861.01,-97.780143738
533380.01,2262961.01,-101.175422668
533380.01,2263061.01,-101.753662109
533380.01,2263161.01,-98.999786377
533380.01,2263261.01,-98.254524231
533380.01,2263361.01,-99.914001465
533380.01,2263461.01,-102.663925171
533380.01,2263561.01,-105.538833618
533380.01,2263661.01,-107.311714172
533380.01,2263761.01,-107.963737488
533380.01,2263861.01,-105.952209473
533380.01,2263961.01,-104.794380188
533380.01,2264061.01,-104.79335022
533380.01,2264161.01,-105.019699097
533380.01,2264261.01,-105.46622467
533380.01,2264361.01,-106.589874268
533380.01,2264461.01,-108.034049988
533380.01,2264561.01,-109.981117249
533380.01,2264661.01,-110.59362793
533380.01,2264761.01,-111.282974243
533380.01,2264861.01,-112.344619751
533380.01,2264961.01,-112.916343689
533380.01,2265061.01,-113.09677124
533380.01,2265161.01,-112.065391541
533380.01,2265261.01,-111.166244507
533380.01,2265361.01,-110.822914124
533380.01,2265461.01,-110.091033936
533380.01,2265561.01,-109.977470398
533380.01,2265661.01,-113.05556488
533380.01,2265761.01,-115.568984985
533380.01,2265861.01,-118.331436157
533380.01,2265961.01,-120.236442566
533380.01,2266061.01,-119.724105835
533380.01,2266161.01,-117.876724243
533380.01,2266261.01,-116.773300171
533380.01,2266361.01,-114.150856018
533380.01,2266461.01,-114.027404785
533380.01,2266561.01,-112.458206177
533380.01,2266661.01,-110.776306152
533380.01,2266761.01,-109.020271301
533380.01,2266861.01,-108.10710144
533380.01,2266961.01,-105.945655823
533380.01,2267061.01,-105.223197937
533380.01,2267161.01,-103.884094238
533380.01,2267261.01,-103.780548096
533380.01,2267361.01,-104.914489746
533380.01,2267461.01,-107.05821228
533380.01,2267561.01,-106.536056519
533380.01,2267661.01,-106.036972046
533380.01,2267761.01,-103.110054016
533380.01,2267861.01,-102.982345581
533380.01,2267961.01,-107.818489075
533380.01,2268061.01,-111.00668335
533380.01,2268161.01,-111.629295349
533380.01,2268261.01,-112.24092865
533380.01,2268361.01,-112.327400208
533380.01,2268461.01,-111.914543152
533380.01,2268561.01,-111.77154541
533380.01,2268661.01,-110.744186401
533380.01,2268761.01,-106.514831543
533380.01,2268861.01,-103.029792786
533380.01,2268961.01,-102.772117615
533380.01,2269061.01,-103.86151123
533380.01,2269161.01,-103.289108276
533480.01,2261161.01,-96.151649475
533480.01,2261261.01,-95.148597717
533480.01,2261361.01,-93.884765625
533480.01,2261461.01,-93.097869873
533480.01,2261561.01,-94.363975525
533480.01,2261661.01,-97.143470764
533480.01,2261761.01,-100.065696716
533480.01,2261861.01,-101.932556152
533480.01,2261961.01,-102.43044281
533480.01,2262061.01,-101.197463989
533480.01,2262161.01,-98.870811462
533480.01,2262261.01,-97.103027344
533480.01,2262361.01,-96.496994019
533480.01,2262461.01,-96.183921814
533480.01,2262561.01,-95.645797729
533480.01,2262661.01,-96.112098694
533480.01,2262761.01,-96.309455872
533480.01,2262861.01,-98.452606201
533480.01,2262961.01,-101.773971558
533480.01,2263061.01,-102.281402588
533480.01,2263161.01,-99.930328369
533480.01,2263261.01,-98.872779846
533480.01,2263361.01,-100.029624939
533480.01,2263461.01,-101.894577026
533480.01,2263561.01,-104.894256592
533480.01,2263661.01,-107.166137695
533480.01,2263761.01,-106.980354309
533480.01,2263861.01,-105.411720276
533480.01,2263961.01,-104.231666565
533480.01,2264061.01,-104.705001831
533480.01,2264161.01,-105.604156494
533480.01,2264261.01,-106.517875671
533480.01,2264361.01,-107.277694702
533480.01,2264461.01,-107.85383606
533480.01,2264561.01,-109.67641449
533480.01,2264661.01,-110.764144897
533480.01,2264761.01,-111.904411316
533480.01,2264861.01,-112.486534119
533480.01,2264961.01,-113.32975769
533480.01,2265061.01,-113.729263306
533480.01,2265161.01,-112.615951538
533480.01,2265261.01,-111.54410553
533480.01,2265361.01,-111.021629333
533480.01,2265461.01,-110.173377991
533480.01,2265561.01,-110.128501892
533480.01,2265661.01,-112.768615723
533480.01,2265761.01,-115.278312683
533480.01,2265861.01,-118.009361267
533480.01,2265961.01,-120.118011475
533480.01,2266061.01,-119.781890869
533480.01,2266161.01,-118.336540222
533480.01,2266261.01,-117.479881287
533480.01,2266361.01,-115.429832458
533480.01,2266461.01,-115.012611389
533480.01,2266561.01,-114.037345886
533480.01,2266661.01,-112.581520081
533480.01,2266761.01,-109.536026001
533480.01,2266861.01,-107.783195496
533480.01,2266961.01,-105.390945435
533480.01,2267061.01,-105.095375061
533480.01,2267161.01,-103.155296326
533480.01,2267261.01,-102.868232727
533480.01,2267361.01,-106.218040466
533480.01,2267461.01,-107.130218506
533480.01,2267561.01,-105.793449402
533480.01,2267661.01,-105.304008484
533480.01,2267761.01,-103.600227356
533480.01,2267861.01,-104.490440369
533480.01,2267961.01,-110.236083984
533480.01,2268061.01,-111.779373169
533480.01,2268161.01,-110.335426331
533480.01,2268261.01,-112.861801147
533480.01,2268361.01,-112.856109619
533480.01,2268461.01,-112.190032959
533480.01,2268561.01,-111.355865479
533480.01,2268661.01,-110.448226929
533480.01,2268761.01,-107.162071228
533480.01,2268861.01,-103.491539001
533480.01,2268961.01,-102.776473999
533480.01,2269061.01,-103.820999146
533480.01,2269161.01,-102.615318298
533480.01,2269261.01,-102.797843933
533580.01,2261161.01,-95.842803955
533580.01,2261261.01,-95.406600952
533580.01,2261361.01,-94.592903137
533580.01,2261461.01,-92.984008789
533580.01,2261561.01,-93.569473267
533580.01,2261661.01,-95.557640076
533580.01,2261761.01,-97.943603516
533580.01,2261861.01,-99.914619446
533580.01,2261961.01,-101.388435364
533580.01,2262061.01,-100.927597046
533580.01,2262161.01,-98.896896362
533580.01,2262261.01,-96.748519897
533580.01,2262361.01,-95.812507629
533580.01,2262461.01,-95.055618286
533580.01,2262561.01,-95.390907288
533580.01,2262661.01,-96.126296997
533580.01,2262761.01,-96.123939514
533580.01,2262861.01,-98.831680298
533580.01,2262961.01,-102.677497864
533580.01,2263061.01,-103.218559265
533580.01,2263161.01,-101.681335449
533580.01,2263261.01,-100.779029846
533580.01,2263361.01,-101.649078369
533580.01,2263461.01,-102.508300781
533580.01,2263561.01,-104.674621582
533580.01,2263661.01,-106.745132446
533580.01,2263761.01,-106.352027893
533580.01,2263861.01,-105.078216553
533580.01,2263961.01,-103.62776947
533580.01,2264061.01,-104.949386597
533580.01,2264161.01,-106.697822571
533580.01,2264261.01,-107.631164551
533580.01,2264361.01,-108.552345276
533580.01,2264461.01,-108.677566528
533580.01,2264561.01,-110.01448822
533580.01,2264661.01,-111.348724365
533580.01,2264761.01,-111.681274414
533580.01,2264861.01,-112.117706299
533580.01,2264961.01,-113.434028625
533580.01,2265061.01,-114.203491211
533580.01,2265161.01,-113.304107666
533580.01,2265261.01,-112.186943054
533580.01,2265361.01,-111.801513672
533580.01,2265461.01,-110.852989197
533580.01,2265561.01,-110.949195862
533580.01,2265661.01,-112.679199219
533580.01,2265761.01,-114.708831787
533580.01,2265861.01,-117.312255859
533580.01,2265961.01,-118.963188171
533580.01,2266061.01,-118.618888855
533580.01,2266161.01,-117.670013428
533580.01,2266261.01,-117.353805542
533580.01,2266361.01,-115.485786438
533580.01,2266461.01,-114.185920715
533580.01,2266561.01,-113.144790649
533580.01,2266661.01,-111.517860413
533580.01,2266761.01,-108.968795776
533580.01,2266861.01,-106.841308594
533580.01,2266961.01,-105.599784851
533580.01,2267061.01,-104.676246643
533580.01,2267161.01,-103.17905426
533580.01,2267261.01,-103.956436157
533580.01,2267361.01,-106.992630005
533580.01,2267461.01,-107.328613281
533580.01,2267561.01,-107.006530762
533580.01,2267661.01,-105.879165649
533580.01,2267761.01,-104.384796143
533580.01,2267861.01,-105.029098511
533580.01,2267961.01,-106.086097717
533580.01,2268061.01,-105.182929993
533580.01,2268161.01,-105.9972229
533580.01,2268261.01,-112.419120789
533580.01,2268361.01,-111.985137939
533580.01,2268461.01,-112.283706665
533580.01,2268561.01,-112.11252594
533580.01,2268661.01,-111.035346985
533580.01,2268761.01,-107.456573486
533580.01,2268861.01,-103.949485779
533580.01,2268961.01,-103.222351074
533580.01,2269061.01,-102.743515015
533580.01,2269161.01,-101.939506531
533580.01,2269261.01,-102.811355591
533680.01,2261061.01,-94.951622009
533680.01,2261161.01,-94.513198853
533680.01,2261261.01,-94.209671021
533680.01,2261361.01,-93.929801941
533680.01,2261461.01,-93.095748901
533680.01,2261561.01,-93.889060974
533680.01,2261661.01,-95.211997986
533680.01,2261761.01,-96.86378479
533680.01,2261861.01,-98.593727112
533680.01,2261961.01,-99.892478943
533680.01,2262061.01,-99.698974609
533680.01,2262161.01,-98.112998962
533680.01,2262261.01,-96.716247559
533680.01,2262361.01,-95.656692505
533680.01,2262461.01,-94.952888489
533680.01,2262561.01,-96.191184998
533680.01,2262661.01,-96.895210266
533680.01,2262761.01,-96.371284485
533680.01,2262861.01,-98.615348816
533680.01,2262961.01,-102.040382385
533680.01,2263061.01,-102.903915405
533680.01,2263161.01,-102.569702148
533680.01,2263261.01,-102.424499512
533680.01,2263361.01,-103.576530457
533680.01,2263461.01,-104.220809937
533680.01,2263561.01,-105.517875671
533680.01,2263661.01,-106.961341858
533680.01,2263761.01,-105.669006348
533680.01,2263861.01,-104.777183533
533680.01,2263961.01,-102.975822449
533680.01,2264061.01,-105.005767822
533680.01,2264161.01,-106.989097595
533680.01,2264261.01,-108.373962402
533680.01,2264361.01,-110.202362061
533680.01,2264461.01,-111.170257568
533680.01,2264561.01,-111.634925842
533680.01,2264661.01,-112.637619019
533680.01,2264761.01,-112.511016846
533680.01,2264861.01,-112.336364746
533680.01,2264961.01,-113.125137329
533680.01,2265061.01,-113.92603302
533680.01,2265161.01,-113.081192017
533680.01,2265261.01,-112.251869202
533680.01,2265361.01,-112.493515015
533680.01,2265461.01,-110.921394348
533680.01,2265561.01,-110.83405304
533680.01,2265661.01,-111.798187256
533680.01,2265761.01,-113.605415344
533680.01,2265861.01,-115.926422119
533680.01,2265961.01,-117.068122864
533680.01,2266061.01,-117.35534668
533680.01,2266161.01,-116.455680847
533680.01,2266261.01,-114.943557739
533680.01,2266361.01,-113.680641174
533680.01,2266461.01,-112.236366272
533680.01,2266561.01,-111.185180664
533680.01,2266661.01,-109.772117615
533680.01,2266761.01,-108.19203186
533680.01,2266861.01,-106.460365295
533680.01,2266961.01,-105.259757996
533680.01,2267061.01,-104.396957397
533680.01,2267161.01,-104.306610107
533680.01,2267261.01,-105.315315247
533680.01,2267361.01,-106.782821655
533680.01,2267461.01,-107.511688232
533680.01,2267561.01,-108.221443176
533680.01,2267661.01,-107.064598083
533680.01,2267761.01,-104.814781189
533680.01,2267861.01,-105.058151245
533680.01,2267961.01,-102.692184448
533680.01,2268061.01,-103.05002594
533680.01,2268161.01,-110.397583008
533680.01,2268261.01,-114.368904114
533680.01,2268361.01,-112.154167175
533680.01,2268461.01,-113.071395874
533680.01,2268561.01,-113.006950378
533680.01,2268661.01,-111.741119385
533680.01,2268761.01,-107.119644165
533680.01,2268861.01,-104.008407593
533680.01,2268961.01,-103.983940125
533680.01,2269061.01,-102.5887146
533680.01,2269161.01,-102.039596558
