"X","Y","H04_Cenom (Depth)"
531280.01,2265861.01,28.273576736
531280.01,2265961.01,30.720907211
531280.01,2266061.01,37.08165741
531280.01,2266161.01,41.207836151
531280.01,2266261.01,41.898956299
531280.01,2266361.01,42.283809662
531280.01,2266461.01,42.395484924
531280.01,2266561.01,42.936130524
531280.01,2266661.01,44.395797729
531280.01,2266761.01,45.434501648
531280.01,2266861.01,47.432914734
531280.01,2266961.01,50.328937531
531280.01,2267061.01,53.593223572
531280.01,2267161.01,55.025226593
531280.01,2267261.01,56.824226379
531280.01,2267361.01,57.768798828
531280.01,2267461.01,56.655750275
531280.01,2267561.01,55.922168732
531280.01,2267661.01,55.309223175
531280.01,2267761.01,56.795288086
531280.01,2267861.01,57.845809937
531280.01,2267961.01,56.868888855
531280.01,2268061.01,-9999
531380.01,2262761.01,39.21844101
531380.01,2262861.01,35.874649048
531380.01,2262961.01,34.800170898
531380.01,2263061.01,36.688884735
531380.01,2263161.01,35.4713974
531380.01,2263261.01,32.860267639
531380.01,2263361.01,35.942630768
531380.01,2263461.01,32.742359161
531380.01,2263561.01,29.302366257
531380.01,2263661.01,26.921308517
531380.01,2263761.01,20.816699982
531380.01,2263861.01,14.329749107
531380.01,2263961.01,11.69451046
531380.01,2264061.01,8.764993668
531380.01,2264161.01,7.93298769
531380.01,2264261.01,5.938734055
531380.01,2264361.01,4.386153221
531380.01,2264461.01,2.389323473
531380.01,2264561.01,3.537033081
531380.01,2264661.01,3.208117962
531380.01,2264761.01,2.226554632
531380.01,2264861.01,1.598221302
531380.01,2264961.01,1.476834416
531380.01,2265061.01,2.210818529
531380.01,2265161.01,2.478661299
531380.01,2265261.01,2.183811426
531380.01,2265361.01,4.116690159
531380.01,2265461.01,6.585034847
531380.01,2265561.01,8.715625763
531380.01,2265661.01,12.281467438
531380.01,2265761.01,17.267074585
531380.01,2265861.01,20.944713593
531380.01,2265961.01,27.722549438
531380.01,2266061.01,35.289970398
531380.01,2266161.01,41.576931
531380.01,2266261.01,41.978672028
531380.01,2266361.01,40.884441376
531380.01,2266461.01,43.419898987
531380.01,2266561.01,44.307235718
531380.01,2266661.01,44.317527771
531380.01,2266761.01,45.272979736
531380.01,2266861.01,47.637931824
531380.01,2266961.01,51.035743713
531380.01,2267061.01,54.65486908
531380.01,2267161.01,56.079086304
531380.01,2267261.01,57.24156189
531380.01,2267361.01,57.594226837
531380.01,2267461.01,57.49911499
531380.01,2267561.01,56.549171448
531380.01,2267661.01,55.726566315
531380.01,2267761.01,55.714660645
531380.01,2267861.01,55.002674103
531380.01,2267961.01,52.193634033
531380.01,2268061.01,-9999
531480.01,2262661.01,43.841678619
531480.01,2262761.01,42.338264465
531480.01,2262861.01,43.429069519
531480.01,2262961.01,44.763420105
531480.01,2263061.01,45.704978943
531480.01,2263161.01,45.826412201
531480.01,2263261.01,42.309215546
531480.01,2263361.01,40.982696533
531480.01,2263461.01,38.64755249
531480.01,2263561.01,34.204372406
531480.01,2263661.01,30.496383667
531480.01,2263761.01,13.816651344
531480.01,2263861.01,7.243896484
531480.01,2263961.01,5.725909233
531480.01,2264061.01,4.724636555
531480.01,2264161.01,4.953174591
531480.01,2264261.01,4.427772522
531480.01,2264361.01,3.665608883
531480.01,2264461.01,3.510772228
531480.01,2264561.01,3.028309345
531480.01,2264661.01,2.977883816
531480.01,2264761.01,2.762814522
531480.01,2264861.01,1.666824341
531480.01,2264961.01,0.827657759
531480.01,2265061.01,2.469102383
531480.01,2265161.01,1.51032865
531480.01,2265261.01,1.84122467
531480.01,2265361.01,3.245363951
531480.01,2265461.01,5.985487938
531480.01,2265561.01,8.660100937
531480.01,2265661.01,12.34478569
531480.01,2265761.01,16.152561188
531480.01,2265861.01,18.362758636
531480.01,2265961.01,24.443416595
531480.01,2266061.01,32.068611145
531480.01,2266161.01,35.339698792
531480.01,2266261.01,40.694721222
531480.01,2266361.01,41.250015259
531480.01,2266461.01,43.526699066
531480.01,2266561.01,44.371311188
531480.01,2266661.01,46.239776611
531480.01,2266761.01,47.316883087
531480.01,2266861.01,48.833438873
531480.01,2266961.01,52.286968231
531480.01,2267061.01,56.084560394
531480.01,2267161.01,57.694606781
531480.01,2267261.01,57.552612305
531480.01,2267361.01,57.294837952
531480.01,2267461.01,56.822132111
531480.01,2267561.01,55.240276337
531480.01,2267661.01,51.87469101
531480.01,2267761.01,51.473617554
531480.01,2267861.01,50.6003685
531480.01,2267961.01,48.91312027
531480.01,2268061.01,47.687877655
531480.01,2268161.01,-9999
531580.01,2262661.01,45.930751801
531580.01,2262761.01,43.644641876
531580.01,2262861.01,44.250450134
531580.01,2262961.01,45.045619965
531580.01,2263061.01,47.373889923
531580.01,2263161.01,45.973613739
531580.01,2263261.01,43.700164795
531580.01,2263361.01,44.623313904
531580.01,2263461.01,43.402397156
531580.01,2263561.01,39.163772583
531580.01,2263661.01,38.687404633
531580.01,2263761.01,40.766807556
531580.01,2263861.01,7.886829853
531580.01,2263961.01,6.621731758
531580.01,2264061.01,3.944392443
531580.01,2264161.01,3.255308628
531580.01,2264261.01,3.041895866
531580.01,2264361.01,2.952009439
531580.01,2264461.01,3.006769657
531580.01,2264561.01,2.075453281
531580.01,2264661.01,2.063430309
531580.01,2264761.01,2.41386795
531580.01,2264861.01,2.004733324
531580.01,2264961.01,0.606756806
531580.01,2265061.01,2.470679045
531580.01,2265161.01,1.921402931
531580.01,2265261.01,1.174697876
531580.01,2265361.01,2.743770123
531580.01,2265461.01,4.960021496
531580.01,2265561.01,7.091221333
531580.01,2265661.01,11.003549576
531580.01,2265761.01,13.853736877
531580.01,2265861.01,15.251314163
531580.01,2265961.01,21.414035797
531580.01,2266061.01,28.371318817
531580.01,2266161.01,30.563007355
531580.01,2266261.01,36.9270401
531580.01,2266361.01,41.207107544
531580.01,2266461.01,43.064941406
531580.01,2266561.01,44.67999649
531580.01,2266661.01,46.635757446
531580.01,2266761.01,48.878143311
531580.01,2266861.01,49.563011169
531580.01,2266961.01,52.117256165
531580.01,2267061.01,54.981315613
531580.01,2267161.01,55.592769623
531580.01,2267261.01,56.708557129
531580.01,2267361.01,55.810733795
531580.01,2267461.01,54.095657349
531580.01,2267561.01,50.852516174
531580.01,2267661.01,48.065044403
531580.01,2267761.01,48.430267334
531580.01,2267861.01,49.31420517
531580.01,2267961.01,48.406745911
531580.01,2268061.01,45.40171051
531580.01,2268161.01,-9999
531580.01,2268261.01,-9999
531680.01,2262561.01,50.159954071
531680.01,2262661.01,48.477836609
531680.01,2262761.01,44.856761932
531680.01,2262861.01,44.430000305
531680.01,2262961.01,45.294906616
531680.01,2263061.01,46.702259064
531680.01,2263161.01,45.843456268
531680.01,2263261.01,45.346118927
531680.01,2263361.01,45.461761475
531680.01,2263461.01,44.79744339
531680.01,2263561.01,41.755096436
531680.01,2263661.01,41.636863708
531680.01,2263761.01,40.766807556
531680.01,2263861.01,40.766807556
531680.01,2263961.01,40.766807556
531680.01,2264061.01,40.766807556
531680.01,2264161.01,36.236442566
531680.01,2264261.01,33.931850433
531680.01,2264361.01,2.771918058
531680.01,2264461.01,2.709920406
531680.01,2264561.01,0.809166908
531680.01,2264661.01,0.284734339
531680.01,2264761.01,0.4359411
531680.01,2264861.01,0.264453202
531680.01,2264961.01,-0.255247891
531680.01,2265061.01,0.774215996
531680.01,2265161.01,0.616112411
531680.01,2265261.01,-0.295745403
531680.01,2265361.01,1.857192397
531680.01,2265461.01,3.95983696
531680.01,2265561.01,4.907398701
531680.01,2265661.01,8.407343864
531680.01,2265761.01,11.062285423
531680.01,2265861.01,12.296258926
531680.01,2265961.01,18.549032211
531680.01,2266061.01,24.175701141
531680.01,2266161.01,26.709173203
531680.01,2266261.01,33.24332428
531680.01,2266361.01,40.049278259
531680.01,2266461.01,42.191879272
531680.01,2266561.01,44.604873657
531680.01,2266661.01,46.151275635
531680.01,2266761.01,46.838237762
531680.01,2266861.01,48.388877869
531680.01,2266961.01,51.057144165
531680.01,2267061.01,52.925239563
531680.01,2267161.01,54.993572235
531680.01,2267261.01,55.451667786
531680.01,2267361.01,54.286785126
531680.01,2267461.01,52.260375977
531680.01,2267561.01,49.469005585
531680.01,2267661.01,47.475036621
531680.01,2267761.01,48.496265411
531680.01,2267861.01,49.147872925
531680.01,2267961.01,47.269424438
531680.01,2268061.01,44.518436432
531680.01,2268161.01,41.595737457
531680.01,2268261.01,-9999
531780.01,2262461.01,52.620758057
531780.01,2262561.01,51.516426086
531780.01,2262661.01,50.707042694
531780.01,2262761.01,47.802822113
531780.01,2262861.01,46.023563385
531780.01,2262961.01,46.092258453
531780.01,2263061.01,46.796947479
531780.01,2263161.01,46.821201324
531780.01,2263261.01,45.8565979
531780.01,2263361.01,45.950653076
531780.01,2263461.01,45.905216217
531780.01,2263561.01,44.961368561
531780.01,2263661.01,43.787940979
531780.01,2263761.01,42.027084351
531780.01,2263861.01,38.700920105
531780.01,2263961.01,39.128780365
531780.01,2264061.01,38.157047272
531780.01,2264161.01,34.869045258
531780.01,2264261.01,32.259094238
531780.01,2264361.01,29.625776291
531780.01,2264461.01,26.414567947
531780.01,2264561.01,24.641597748
531780.01,2264661.01,0.284734339
531780.01,2264761.01,0.284734339
531780.01,2264861.01,0.284734339
531780.01,2264961.01,0.411679685
531780.01,2265061.01,0.654628456
531780.01,2265161.01,-0.660130739
531780.01,2265261.01,-2.326838017
531780.01,2265361.01,-0.677512884
531780.01,2265461.01,0.896166921
531780.01,2265561.01,3.739773035
531780.01,2265661.01,5.973566055
531780.01,2265761.01,7.192869186
531780.01,2265861.01,9.805276871
531780.01,2265961.01,16.306949615
531780.01,2266061.01,21.126337051
531780.01,2266161.01,24.028745651
531780.01,2266261.01,29.390846252
531780.01,2266361.01,37.291572571
531780.01,2266461.01,40.591712952
531780.01,2266561.01,44.845912933
531780.01,2266661.01,46.791347504
531780.01,2266761.01,47.839710236
531780.01,2266861.01,50.31608963
531780.01,2266961.01,51.448127747
531780.01,2267061.01,52.159065247
531780.01,2267161.01,55.139514923
531780.01,2267261.01,54.870918274
531780.01,2267361.01,54.116584778
531780.01,2267461.01,51.789966583
531780.01,2267561.01,49.815418243
531780.01,2267661.01,49.399559021
531780.01,2267761.01,48.844493866
531780.01,2267861.01,48.105548859
531780.01,2267961.01,45.852806091
531780.01,2268061.01,43.57396698
531780.01,2268161.01,40.067783356
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,54.133148193
531880.01,2262461.01,52.195335388
531880.01,2262561.01,52.098308563
531880.01,2262661.01,52.479240417
531880.01,2262761.01,50.508354187
531880.01,2262861.01,48.536491394
531880.01,2262961.01,47.826091766
531880.01,2263061.01,47.693443298
531880.01,2263161.01,47.051677704
531880.01,2263261.01,46.497703552
531880.01,2263361.01,46.072364807
531880.01,2263461.01,45.977218628
531880.01,2263561.01,45.258773804
531880.01,2263661.01,43.860210419
531880.01,2263761.01,39.966068268
531880.01,2263861.01,37.670539856
531880.01,2263961.01,34.523498535
531880.01,2264061.01,28.939804077
531880.01,2264161.01,26.915090561
531880.01,2264261.01,26.450376511
531880.01,2264361.01,26.989542007
531880.01,2264461.01,25.25194931
531880.01,2264561.01,23.891233444
531880.01,2264661.01,21.299818039
531880.01,2264761.01,18.509239197
531880.01,2264861.01,0.284734339
531880.01,2264961.01,0.284734339
531880.01,2265061.01,0.080888249
531880.01,2265161.01,-0.931725502
531880.01,2265261.01,-2.472922564
531880.01,2265361.01,-1.285924673
531880.01,2265461.01,0.943363309
531880.01,2265561.01,4.272622585
531880.01,2265661.01,6.084483624
531880.01,2265761.01,7.349495411
531880.01,2265861.01,9.576040268
531880.01,2265961.01,14.857810974
531880.01,2266061.01,17.056968689
531880.01,2266161.01,20.634357452
531880.01,2266261.01,25.296926498
531880.01,2266361.01,32.452423096
531880.01,2266461.01,36.290859222
531880.01,2266561.01,42.494869232
531880.01,2266661.01,46.873348236
531880.01,2266761.01,48.239269257
531880.01,2266861.01,49.568630219
531880.01,2266961.01,50.197689056
531880.01,2267061.01,50.616046906
531880.01,2267161.01,52.270641327
531880.01,2267261.01,52.20110321
531880.01,2267361.01,51.306545258
531880.01,2267461.01,51.302196503
531880.01,2267561.01,49.96661377
531880.01,2267661.01,49.078849792
531880.01,2267761.01,48.3996315
531880.01,2267861.01,47.780994415
531880.01,2267961.01,47.084335327
531880.01,2268061.01,43.988517761
531880.01,2268161.01,40.317996979
531880.01,2268261.01,39.886169434
531880.01,2268361.01,-9999
531980.01,2262361.01,57.650032043
531980.01,2262461.01,53.946228027
531980.01,2262561.01,53.080974579
531980.01,2262661.01,53.047027588
531980.01,2262761.01,52.604595184
531980.01,2262861.01,51.621265411
531980.01,2262961.01,48.784324646
531980.01,2263061.01,48.445228577
531980.01,2263161.01,47.824493408
531980.01,2263261.01,47.463069916
531980.01,2263361.01,46.860984802
531980.01,2263461.01,44.698486328
531980.01,2263561.01,41.984352112
531980.01,2263661.01,38.520709991
531980.01,2263761.01,34.045825958
531980.01,2263861.01,31.615427017
531980.01,2263961.01,29.442180634
531980.01,2264061.01,27.60814476
531980.01,2264161.01,25.767465591
531980.01,2264261.01,22.906015396
531980.01,2264361.01,23.466312408
531980.01,2264461.01,22.247303009
531980.01,2264561.01,18.32390213
531980.01,2264661.01,17.033494949
531980.01,2264761.01,15.418550491
531980.01,2264861.01,1.893480062
531980.01,2264961.01,2.395242453
531980.01,2265061.01,0.624515831
531980.01,2265161.01,-0.626613796
531980.01,2265261.01,-1.062795401
531980.01,2265361.01,-0.635497093
531980.01,2265461.01,0.587223172
531980.01,2265561.01,4.200635433
531980.01,2265661.01,6.212078094
531980.01,2265761.01,8.109697342
531980.01,2265861.01,9.542784691
531980.01,2265961.01,11.611963272
531980.01,2266061.01,12.901581764
531980.01,2266161.01,17.758626938
531980.01,2266261.01,23.235671997
531980.01,2266361.01,25.825918198
531980.01,2266461.01,30.913740158
531980.01,2266561.01,35.533786774
531980.01,2266661.01,43.199577332
531980.01,2266761.01,46.509288788
531980.01,2266861.01,49.774368286
531980.01,2266961.01,49.10464859
531980.01,2267061.01,49.763587952
531980.01,2267161.01,49.665054321
531980.01,2267261.01,49.597980499
531980.01,2267361.01,49.409606934
531980.01,2267461.01,50.118213654
531980.01,2267561.01,49.755893707
531980.01,2267661.01,48.651992798
531980.01,2267761.01,48.552215576
531980.01,2267861.01,48.431713104
531980.01,2267961.01,46.875946045
531980.01,2268061.01,44.75579071
531980.01,2268161.01,41.603923798
531980.01,2268261.01,41.389743805
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,60.546352386
532080.01,2262361.01,58.692676544
532080.01,2262461.01,55.521789551
532080.01,2262561.01,54.738330841
532080.01,2262661.01,53.132667542
532080.01,2262761.01,52.32075882
532080.01,2262861.01,51.876644135
532080.01,2262961.01,49.862892151
532080.01,2263061.01,49.163116455
532080.01,2263161.01,49.641296387
532080.01,2263261.01,48.087738037
532080.01,2263361.01,46.397602081
532080.01,2263461.01,44.936912537
532080.01,2263561.01,44.197250366
532080.01,2263661.01,41.898738861
532080.01,2263761.01,38.438663483
532080.01,2263861.01,29.210098267
532080.01,2263961.01,33.447597504
532080.01,2264061.01,29.62616539
532080.01,2264161.01,29.413852692
532080.01,2264261.01,24.838527679
532080.01,2264361.01,22.993927002
532080.01,2264461.01,21.592889786
532080.01,2264561.01,18.147163391
532080.01,2264661.01,12.042615891
532080.01,2264761.01,10.689352989
532080.01,2264861.01,10.364066124
532080.01,2264961.01,3.180515528
532080.01,2265061.01,2.374539137
532080.01,2265161.01,1.655693173
532080.01,2265261.01,-0.645587265
532080.01,2265361.01,-0.484953642
532080.01,2265461.01,1.010099769
532080.01,2265561.01,4.304703236
532080.01,2265661.01,6.58028841
532080.01,2265761.01,7.554656029
532080.01,2265861.01,8.590982437
532080.01,2265961.01,8.959907532
532080.01,2266061.01,10.990271568
532080.01,2266161.01,16.36607933
532080.01,2266261.01,23.328857422
532080.01,2266361.01,25.216911316
532080.01,2266461.01,29.351255417
532080.01,2266561.01,32.105228424
532080.01,2266661.01,33.364467621
532080.01,2266761.01,42.130184174
532080.01,2266861.01,49.611278534
532080.01,2266961.01,50.602375031
532080.01,2267061.01,51.048744202
532080.01,2267161.01,51.059440613
532080.01,2267261.01,49.544799805
532080.01,2267361.01,49.417980194
532080.01,2267461.01,49.097766876
532080.01,2267561.01,49.065917969
532080.01,2267661.01,48.426612854
532080.01,2267761.01,48.402446747
532080.01,2267861.01,47.005722046
532080.01,2267961.01,45.117893219
532080.01,2268061.01,44.663768768
532080.01,2268161.01,42.851421356
532080.01,2268261.01,42.491847992
532080.01,2268361.01,41.927947998
532080.01,2268461.01,-9999
532180.01,2262161.01,61.467712402
532180.01,2262261.01,60.880348206
532180.01,2262361.01,59.312469482
532180.01,2262461.01,57.087120056
532180.01,2262561.01,56.251190186
532180.01,2262661.01,53.692230225
532180.01,2262761.01,52.540340424
532180.01,2262861.01,51.423618317
532180.01,2262961.01,50.504444122
532180.01,2263061.01,49.036659241
532180.01,2263161.01,47.76789856
532180.01,2263261.01,47.300922394
532180.01,2263361.01,46.16620636
532180.01,2263461.01,45.790668488
532180.01,2263561.01,45.583248138
532180.01,2263661.01,45.377422333
532180.01,2263761.01,44.385490417
532180.01,2263861.01,41.519580841
532180.01,2263961.01,37.96257019
532180.01,2264061.01,34.335681915
532180.01,2264161.01,31.812906265
532180.01,2264261.01,28.874614716
532180.01,2264361.01,26.234804153
532180.01,2264461.01,24.872442245
532180.01,2264561.01,22.366645813
532180.01,2264661.01,13.089950562
532180.01,2264761.01,7.553501129
532180.01,2264861.01,4.529287815
532180.01,2264961.01,3.008749723
532180.01,2265061.01,3.4570539
532180.01,2265161.01,3.489815474
532180.01,2265261.01,0.397678614
532180.01,2265361.01,3.785057306
532180.01,2265461.01,5.217698097
532180.01,2265561.01,7.387946129
532180.01,2265661.01,9.317324638
532180.01,2265761.01,10.499995232
532180.01,2265861.01,10.162772179
532180.01,2265961.01,11.505243301
532180.01,2266061.01,14.314645767
532180.01,2266161.01,17.306646347
532180.01,2266261.01,21.842380524
532180.01,2266361.01,23.321426392
532180.01,2266461.01,27.678262711
532180.01,2266561.01,30.519855499
532180.01,2266661.01,30.631252289
532180.01,2266761.01,35.856151581
532180.01,2266861.01,44.280059814
532180.01,2266961.01,48.114696503
532180.01,2267061.01,54.244220734
532180.01,2267161.01,55.112670898
532180.01,2267261.01,54.155731201
532180.01,2267361.01,51.100692749
532180.01,2267461.01,49.809093475
532180.01,2267561.01,48.563388824
532180.01,2267661.01,48.566249847
532180.01,2267761.01,47.986843109
532180.01,2267861.01,47.0170784
532180.01,2267961.01,45.366363525
532180.01,2268061.01,45.408050537
532180.01,2268161.01,43.809364319
532180.01,2268261.01,42.883666992
532180.01,2268361.01,41.110248566
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,61.962516785
532280.01,2262161.01,61.842151642
532280.01,2262261.01,61.831813812
532280.01,2262361.01,61.073104858
532280.01,2262461.01,59.055110931
532280.01,2262561.01,58.479141235
532280.01,2262661.01,55.404541016
532280.01,2262761.01,52.436088562
532280.01,2262861.01,51.08316803
532280.01,2262961.01,50.574783325
532280.01,2263061.01,48.493476868
532280.01,2263161.01,45.393363953
532280.01,2263261.01,44.806495667
532280.01,2263361.01,45.583248138
532280.01,2263461.01,45.583248138
532280.01,2263561.01,32.715484619
532280.01,2263661.01,45.583248138
532280.01,2263761.01,30.903745651
532280.01,2263861.01,42.942569733
532280.01,2263961.01,36.253494263
532280.01,2264061.01,33.596878052
532280.01,2264161.01,30.451194763
532280.01,2264261.01,28.605102539
532280.01,2264361.01,26.00438118
532280.01,2264461.01,1.213449121
532280.01,2264561.01,18.994602203
532280.01,2264661.01,-1.135523796
532280.01,2264761.01,1.325586796
532280.01,2264861.01,2.791540384
532280.01,2264961.01,2.332323074
532280.01,2265061.01,3.20630765
532280.01,2265161.01,5.437695026
532280.01,2265261.01,5.753768921
532280.01,2265361.01,7.827030182
532280.01,2265461.01,9.17468071
532280.01,2265561.01,10.311576843
532280.01,2265661.01,11.829054832
532280.01,2265761.01,13.785006523
532280.01,2265861.01,12.66169548
532280.01,2265961.01,12.408408165
532280.01,2266061.01,14.022156715
532280.01,2266161.01,16.467926025
532280.01,2266261.01,18.33041954
532280.01,2266361.01,20.060697556
532280.01,2266461.01,25.039331436
532280.01,2266561.01,28.12156105
532280.01,2266661.01,28.453927994
532280.01,2266761.01,31.685350418
532280.01,2266861.01,38.350353241
532280.01,2266961.01,42.882381439
532280.01,2267061.01,52.023036957
532280.01,2267161.01,55.624607086
532280.01,2267261.01,56.027988434
532280.01,2267361.01,53.581562042
532280.01,2267461.01,53.41696167
532280.01,2267561.01,52.626926422
532280.01,2267661.01,50.541042328
532280.01,2267761.01,48.889381409
532280.01,2267861.01,46.134456635
532280.01,2267961.01,45.040630341
532280.01,2268061.01,44.500663757
532280.01,2268161.01,43.830295563
532280.01,2268261.01,43.361938477
532280.01,2268361.01,42.204868317
532280.01,2268461.01,42.164394379
532280.01,2268561.01,-9999
532380.01,2262061.01,62.23443222
532380.01,2262161.01,61.779296875
532380.01,2262261.01,60.394832611
532380.01,2262361.01,58.949504852
532380.01,2262461.01,57.942760468
532380.01,2262561.01,57.394130707
532380.01,2262661.01,54.609867096
532380.01,2262761.01,52.583240509
532380.01,2262861.01,51.291362762
532380.01,2262961.01,50.669078827
532380.01,2263061.01,48.429294586
532380.01,2263161.01,45.771568298
532380.01,2263261.01,43.722194672
532380.01,2263361.01,44.84324646
532380.01,2263461.01,45.583248138
532380.01,2263561.01,45.148571014
532380.01,2263661.01,45.011371613
532380.01,2263761.01,41.084396362
532380.01,2263861.01,10.436632156
532380.01,2263961.01,5.519608021
532380.01,2264061.01,2.501541138
532380.01,2264161.01,-2.288006306
532380.01,2264261.01,-4.42599535
532380.01,2264361.01,-4.520620346
532380.01,2264461.01,-4.634647846
532380.01,2264561.01,-4.634647846
532380.01,2264661.01,-4.634647846
532380.01,2264761.01,7.061945915
532380.01,2264861.01,-0.821126997
532380.01,2264961.01,-0.615931153
532380.01,2265061.01,0.569179654
532380.01,2265161.01,5.112453938
532380.01,2265261.01,8.249091148
532380.01,2265361.01,10.198928833
532380.01,2265461.01,13.142894745
532380.01,2265561.01,14.366155624
532380.01,2265661.01,14.81781292
532380.01,2265761.01,13.472841263
532380.01,2265861.01,12.450968742
532380.01,2265961.01,11.83564949
532380.01,2266061.01,11.765586853
532380.01,2266161.01,14.638092995
532380.01,2266261.01,16.509744644
532380.01,2266361.01,19.137496948
532380.01,2266461.01,22.286125183
532380.01,2266561.01,26.075645447
532380.01,2266661.01,26.19692421
532380.01,2266761.01,29.041389465
532380.01,2266861.01,33.707530975
532380.01,2266961.01,37.730003357
532380.01,2267061.01,47.14093399
532380.01,2267161.01,53.585811615
532380.01,2267261.01,55.809909821
532380.01,2267361.01,55.769054413
532380.01,2267461.01,56.548690796
532380.01,2267561.01,55.96156311
532380.01,2267661.01,52.689826965
532380.01,2267761.01,51.272785187
532380.01,2267861.01,49.951290131
532380.01,2267961.01,47.8673172
532380.01,2268061.01,45.952438354
532380.01,2268161.01,45.107772827
532380.01,2268261.01,44.321453094
532380.01,2268361.01,43.026493073
532380.01,2268461.01,42.81495285
532380.01,2268561.01,-9999
532380.01,2268661.01,-9999
532480.01,2261961.01,64.194023132
532480.01,2262061.01,61.417068481
532480.01,2262161.01,60.409042358
532480.01,2262261.01,59.001411438
532480.01,2262361.01,56.092487335
532480.01,2262461.01,53.644138336
532480.01,2262561.01,53.402973175
532480.01,2262661.01,50.001636505
532480.01,2262761.01,49.54417038
532480.01,2262861.01,49.479969025
532480.01,2262961.01,49.980762482
532480.01,2263061.01,50.281867981
532480.01,2263161.01,46.283294678
532480.01,2263261.01,43.477115631
532480.01,2263361.01,43.040260315
532480.01,2263461.01,43.198371887
532480.01,2263561.01,41.296100616
532480.01,2263661.01,38.575302124
532480.01,2263761.01,36.319465637
532480.01,2263861.01,14.474392891
532480.01,2263961.01,26.805486679
532480.01,2264061.01,10.50376606
532480.01,2264161.01,18.520950317
532480.01,2264261.01,0.759939253
532480.01,2264361.01,0.428593278
532480.01,2264461.01,-3.007297993
532480.01,2264561.01,-5.298413754
532480.01,2264661.01,-6.499261379
532480.01,2264761.01,-5.534794807
532480.01,2264861.01,-3.332359314
532480.01,2264961.01,-3.090419531
532480.01,2265061.01,-0.980609238
532480.01,2265161.01,3.469581604
532480.01,2265261.01,9.061237335
532480.01,2265361.01,11.86178875
532480.01,2265461.01,14.489966393
532480.01,2265561.01,15.364405632
532480.01,2265661.01,15.071807861
532480.01,2265761.01,12.741508484
532480.01,2265861.01,10.712285042
532480.01,2265961.01,10.045449257
532480.01,2266061.01,10.77387619
532480.01,2266161.01,13.526237488
532480.01,2266261.01,15.465325356
532480.01,2266361.01,17.234567642
532480.01,2266461.01,20.259349823
532480.01,2266561.01,21.322757721
532480.01,2266661.01,23.748197556
532480.01,2266761.01,27.130834579
532480.01,2266861.01,29.739658356
532480.01,2266961.01,35.279857635
532480.01,2267061.01,42.669429779
532480.01,2267161.01,51.492538452
532480.01,2267261.01,53.89396286
532480.01,2267361.01,56.145614624
532480.01,2267461.01,56.745090485
532480.01,2267561.01,56.199771881
532480.01,2267661.01,54.023002625
532480.01,2267761.01,52.812988281
532480.01,2267861.01,52.837718964
532480.01,2267961.01,51.672073364
532480.01,2268061.01,50.143600464
532480.01,2268161.01,49.69241333
532480.01,2268261.01,47.923606873
532480.01,2268361.01,47.293190002
532480.01,2268461.01,48.264209747
532480.01,2268561.01,48.503341675
532480.01,2268661.01,-9999
532580.01,2261861.01,62.021671295
532580.01,2261961.01,61.970272064
532580.01,2262061.01,61.657783508
532580.01,2262161.01,77.562446594
532580.01,2262261.01,68.466026306
532580.01,2262361.01,55.013225555
532580.01,2262461.01,62.687431335
532580.01,2262561.01,51.296730042
532580.01,2262661.01,49.124389648
532580.01,2262761.01,48.599708557
532580.01,2262861.01,48.198486328
532580.01,2262961.01,48.536495209
532580.01,2263061.01,47.671154022
532580.01,2263161.01,44.576148987
532580.01,2263261.01,43.790138245
532580.01,2263361.01,41.674160004
532580.01,2263461.01,39.483940125
532580.01,2263561.01,37.628894806
532580.01,2263661.01,35.126525879
532580.01,2263761.01,30.979364395
532580.01,2263861.01,25.366483688
532580.01,2263961.01,18.99719429
532580.01,2264061.01,15.804481506
532580.01,2264161.01,10.353204727
532580.01,2264261.01,4.75794363
532580.01,2264361.01,0.237219259
532580.01,2264461.01,-2.743577003
532580.01,2264561.01,-5.385911942
532580.01,2264661.01,-5.924898624
532580.01,2264761.01,-5.935878754
532580.01,2264861.01,-5.11096859
532580.01,2264961.01,-3.909968853
532580.01,2265061.01,-1.289007664
532580.01,2265161.01,2.302299738
532580.01,2265261.01,4.05644083
532580.01,2265361.01,8.988483429
532580.01,2265461.01,12.074103355
532580.01,2265561.01,14.961969376
532580.01,2265661.01,13.685535431
532580.01,2265761.01,11.674902916
532580.01,2265861.01,9.531992912
532580.01,2265961.01,8.538578033
532580.01,2266061.01,10.088881493
532580.01,2266161.01,11.752456665
532580.01,2266261.01,12.861041069
532580.01,2266361.01,14.668445587
532580.01,2266461.01,17.635055542
532580.01,2266561.01,18.755386353
532580.01,2266661.01,22.552185059
532580.01,2266761.01,26.325662613
532580.01,2266861.01,28.626012802
532580.01,2266961.01,34.912662506
532580.01,2267061.01,39.599403381
532580.01,2267161.01,42.704151154
532580.01,2267261.01,48.734947205
532580.01,2267361.01,53.087162018
532580.01,2267461.01,55.68195343
532580.01,2267561.01,56.172340393
532580.01,2267661.01,56.353153229
532580.01,2267761.01,55.913173676
532580.01,2267861.01,55.000061035
532580.01,2267961.01,53.030136108
