"X","Y","H04_Cenom (Depth)"
535480.01,2270561.01,79.097465515
535480.01,2270661.01,78.753448486
535480.01,2270761.01,77.673286438
535480.01,2270861.01,78.31967926
535480.01,2270961.01,77.924468994
535480.01,2271061.01,76.223487854
535480.01,2271161.01,74.848297119
535480.01,2271261.01,74.543281555
535480.01,2271361.01,74.558273315
535480.01,2271461.01,79.660972595
535480.01,2271561.01,88.33052063
535480.01,2271661.01,96.97795105
535480.01,2271761.01,100.822746277
535480.01,2271861.01,101.757949829
535480.01,2271961.01,-9999
535480.01,2272061.01,-9999
535580.01,2260861.01,-9999
535580.01,2260961.01,-9999
535580.01,2261061.01,43.843883514
535580.01,2261161.01,43.658252716
535580.01,2261261.01,41.166210175
535580.01,2261361.01,40.48015213
535580.01,2261461.01,38.097053528
535580.01,2261561.01,35.000640869
535580.01,2261661.01,33.515399933
535580.01,2261761.01,31.860248566
535580.01,2261861.01,29.268070221
535580.01,2261961.01,24.56294632
535580.01,2262061.01,22.18829155
535580.01,2262161.01,20.486885071
535580.01,2262261.01,17.346881866
535580.01,2262361.01,14.665575027
535580.01,2262461.01,14.645348549
535580.01,2262561.01,13.057510376
535580.01,2262661.01,13.109219551
535580.01,2262761.01,10.848693848
535580.01,2262861.01,5.914055824
535580.01,2262961.01,3.813708067
535580.01,2263061.01,0.644531786
535580.01,2263161.01,1.752435327
535580.01,2263261.01,-0.819034219
535580.01,2263361.01,-4.600668907
535580.01,2263461.01,-8.06795311
535580.01,2263561.01,-9.43344593
535580.01,2263661.01,-9.687839508
535580.01,2263761.01,-11.761706352
535580.01,2263861.01,-14.573438644
535580.01,2263961.01,-15.771050453
535580.01,2264061.01,-21.060560226
535580.01,2264161.01,-24.314273834
535580.01,2264261.01,-24.392400742
535580.01,2264361.01,-25.39821434
535580.01,2264461.01,-24.205682755
535580.01,2264561.01,-18.02289772
535580.01,2264661.01,-8.380206108
535580.01,2264761.01,-1.078712344
535580.01,2264861.01,5.050721645
535580.01,2264961.01,10.625480652
535580.01,2265061.01,-2.850502014
535580.01,2265161.01,-9.773833275
535580.01,2265261.01,-20.976961136
535580.01,2265361.01,-32.994052887
535580.01,2265461.01,-42.367221832
535580.01,2265561.01,-45.57793808
535580.01,2265661.01,-46.960945129
535580.01,2265761.01,-47.981121063
535580.01,2265861.01,-49.559978485
535580.01,2265961.01,-51.448863983
535580.01,2266061.01,-52.59986496
535580.01,2266161.01,-52.396427155
535580.01,2266261.01,-50.930488586
535580.01,2266361.01,-49.749008179
535580.01,2266461.01,-38.615402222
535580.01,2266561.01,-40.687232971
535580.01,2266661.01,-39.103069305
535580.01,2266761.01,-38.764209747
535580.01,2266861.01,-36.393684387
535580.01,2266961.01,-27.606389999
535580.01,2267061.01,-20.538152695
535580.01,2267161.01,-15.766424179
535580.01,2267261.01,-15.817092896
535580.01,2267361.01,-15.423500061
535580.01,2267461.01,-14.595263481
535580.01,2267561.01,-10.626781464
535580.01,2267661.01,-3.565050125
535580.01,2267761.01,1.211660266
535580.01,2267861.01,8.175040245
535580.01,2267961.01,18.464111328
535580.01,2268061.01,25.708864212
535580.01,2268161.01,33.032707214
535580.01,2268261.01,37.850326538
535580.01,2268361.01,41.20672226
535580.01,2268461.01,47.329410553
535580.01,2268561.01,51.978744507
535580.01,2268661.01,53.274089813
535580.01,2268761.01,53.385612488
535580.01,2268861.01,53.431247711
535580.01,2268961.01,53.974830627
535580.01,2269061.01,55.125831604
535580.01,2269161.01,54.954795837
535580.01,2269261.01,54.979564667
535580.01,2269361.01,57.369316101
535580.01,2269461.01,60.32617569
535580.01,2269561.01,62.111312866
535580.01,2269661.01,64.410499573
535580.01,2269761.01,66.451026917
535580.01,2269861.01,67.648208618
535580.01,2269961.01,68.605682373
535580.01,2270061.01,70.796348572
535580.01,2270161.01,71.125396729
535580.01,2270261.01,70.038513184
535580.01,2270361.01,72.311500549
535580.01,2270461.01,75.194641113
535580.01,2270561.01,76.063018799
535580.01,2270661.01,77.583618164
535580.01,2270761.01,76.620239258
535580.01,2270861.01,76.906219482
535580.01,2270961.01,77.93396759
535580.01,2271061.01,76.76763916
535580.01,2271161.01,77.058883667
535580.01,2271261.01,77.756790161
535580.01,2271361.01,76.995414734
535580.01,2271461.01,87.42199707
535580.01,2271561.01,95.179023743
535580.01,2271661.01,99.572471619
535580.01,2271761.01,98.230506897
535580.01,2271861.01,95.003997803
535580.01,2271961.01,96.680465698
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,43.169429779
535680.01,2261261.01,41.103286743
535680.01,2261361.01,40.058895111
535680.01,2261461.01,38.545940399
535680.01,2261561.01,36.565692902
535680.01,2261661.01,34.154289246
535680.01,2261761.01,32.197597504
535680.01,2261861.01,28.594070435
535680.01,2261961.01,25.898637772
535680.01,2262061.01,22.220050812
535680.01,2262161.01,18.558872223
535680.01,2262261.01,16.019599915
535680.01,2262361.01,15.729361534
535680.01,2262461.01,15.532520294
535680.01,2262561.01,15.145183563
535680.01,2262661.01,14.789518356
535680.01,2262761.01,12.927864075
535680.01,2262861.01,9.395028114
535680.01,2262961.01,7.195532322
535680.01,2263061.01,1.411198378
535680.01,2263161.01,-1.896649003
535680.01,2263261.01,-4.445217609
535680.01,2263361.01,-6.044930458
535680.01,2263461.01,-5.808597088
535680.01,2263561.01,-5.645984173
535680.01,2263661.01,-7.476417542
535680.01,2263761.01,-9.667208672
535680.01,2263861.01,-9.634724617
535680.01,2263961.01,-12.453131676
535680.01,2264061.01,-16.411964417
535680.01,2264161.01,-19.028362274
535680.01,2264261.01,-19.618835449
535680.01,2264361.01,-18.694969177
535680.01,2264461.01,-15.157148361
535680.01,2264561.01,-8.378865242
535680.01,2264661.01,2.976819992
535680.01,2264761.01,12.102996826
535680.01,2264861.01,17.642671585
535680.01,2264961.01,17.644639969
535680.01,2265061.01,1.150177717
535680.01,2265161.01,-7.526816368
535680.01,2265261.01,-20.361888885
535680.01,2265361.01,-38.785835266
535680.01,2265461.01,-45.554397583
535680.01,2265561.01,-49.626308441
535680.01,2265661.01,-49.762893677
535680.01,2265761.01,-49.869831085
535680.01,2265861.01,-49.678417206
535680.01,2265961.01,-51.717861176
535680.01,2266061.01,-53.371177673
535680.01,2266161.01,-53.344364166
535680.01,2266261.01,-51.561832428
535680.01,2266361.01,-49.510295868
535680.01,2266461.01,-47.699584961
535680.01,2266561.01,-43.268501282
535680.01,2266661.01,-40.107322693
535680.01,2266761.01,-37.708427429
535680.01,2266861.01,-34.776706696
535680.01,2266961.01,-27.44726181
535680.01,2267061.01,-20.814647675
535680.01,2267161.01,-14.773488998
535680.01,2267261.01,-12.323328972
535680.01,2267361.01,-11.558645248
535680.01,2267461.01,-14.025923729
535680.01,2267561.01,-11.892678261
535680.01,2267661.01,-5.336857319
535680.01,2267761.01,-0.719629705
535680.01,2267861.01,6.197506905
535680.01,2267961.01,17.325193405
535680.01,2268061.01,24.624462128
535680.01,2268161.01,32.340518951
535680.01,2268261.01,37.403308868
535680.01,2268361.01,41.303939819
535680.01,2268461.01,48.296058655
535680.01,2268561.01,51.870056152
535680.01,2268661.01,53.613712311
535680.01,2268761.01,54.387435913
535680.01,2268861.01,54.214344025
535680.01,2268961.01,53.106784821
535680.01,2269061.01,53.536342621
535680.01,2269161.01,55.190685272
535680.01,2269261.01,57.672122955
535680.01,2269361.01,61.361335754
535680.01,2269461.01,65.973312378
535680.01,2269561.01,67.45967865
535680.01,2269661.01,69.629226685
535680.01,2269761.01,70.81842041
535680.01,2269861.01,69.393852234
535680.01,2269961.01,67.784751892
535680.01,2270061.01,66.848510742
535680.01,2270161.01,67.97631073
535680.01,2270261.01,68.346847534
535680.01,2270361.01,71.133659363
535680.01,2270461.01,74.601860046
535680.01,2270561.01,75.342506409
535680.01,2270661.01,76.518554688
535680.01,2270761.01,75.883132935
535680.01,2270861.01,75.643165588
535680.01,2270961.01,76.20627594
535680.01,2271061.01,75.93951416
535680.01,2271161.01,76.757286072
535680.01,2271261.01,78.543968201
535680.01,2271361.01,79.075714111
535680.01,2271461.01,85.509216309
535680.01,2271561.01,92.205726624
535680.01,2271661.01,98.59463501
535680.01,2271761.01,91.994125366
535680.01,2271861.01,86.028495789
535680.01,2271961.01,88.64932251
535680.01,2272061.01,87.562721252
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,40.360980988
535780.01,2261261.01,39.995723724
535780.01,2261361.01,39.934391022
535780.01,2261461.01,38.628196716
535780.01,2261561.01,36.637195587
535780.01,2261661.01,34.277706146
535780.01,2261761.01,31.923326492
535780.01,2261861.01,27.582454681
535780.01,2261961.01,24.755094528
535780.01,2262061.01,21.755237579
535780.01,2262161.01,19.493429184
535780.01,2262261.01,19.521852493
535780.01,2262361.01,18.47857666
535780.01,2262461.01,16.885278702
535780.01,2262561.01,16.675271988
535780.01,2262661.01,15.586917877
535780.01,2262761.01,13.863944054
535780.01,2262861.01,10.918404579
535780.01,2262961.01,7.379092216
535780.01,2263061.01,1.055468917
535780.01,2263161.01,-5.198829651
535780.01,2263261.01,-7.184594154
535780.01,2263361.01,-7.175929546
535780.01,2263461.01,-6.199902058
535780.01,2263561.01,-5.218606949
535780.01,2263661.01,-5.299213886
535780.01,2263761.01,-8.091122627
535780.01,2263861.01,-8.161242485
535780.01,2263961.01,-9.864474297
535780.01,2264061.01,-13.223787308
535780.01,2264161.01,-13.168308258
535780.01,2264261.01,-15.21025753
535780.01,2264361.01,-15.995656013
535780.01,2264461.01,-9.735111237
535780.01,2264561.01,-2.679980993
535780.01,2264661.01,6.3455019
535780.01,2264761.01,11.657606125
535780.01,2264861.01,13.746874809
535780.01,2264961.01,19.039003372
535780.01,2265061.01,1.281825423
535780.01,2265161.01,-10.307501793
535780.01,2265261.01,-28.032243729
535780.01,2265361.01,-43.697277069
535780.01,2265461.01,-49.246334076
535780.01,2265561.01,-53.356620789
535780.01,2265661.01,-53.459281921
535780.01,2265761.01,-54.065494537
535780.01,2265861.01,-51.457508087
535780.01,2265961.01,-51.748729706
535780.01,2266061.01,-52.515155792
535780.01,2266161.01,-52.82559967
535780.01,2266261.01,-51.373527527
535780.01,2266361.01,-47.6378479
535780.01,2266461.01,-47.557788849
535780.01,2266561.01,-41.254562378
535780.01,2266661.01,-40.481178284
535780.01,2266761.01,-39.631587982
535780.01,2266861.01,-34.751609802
535780.01,2266961.01,-27.043741226
535780.01,2267061.01,-20.015859604
535780.01,2267161.01,-11.993142128
535780.01,2267261.01,-10.272190094
535780.01,2267361.01,-10.309817314
535780.01,2267461.01,-13.877667427
535780.01,2267561.01,-12.165699959
535780.01,2267661.01,-9.161119461
535780.01,2267761.01,-0.961184263
535780.01,2267861.01,6.325263977
535780.01,2267961.01,10.716614723
535780.01,2268061.01,21.816892624
535780.01,2268161.01,31.366044998
535780.01,2268261.01,36.171073914
535780.01,2268361.01,41.892837524
535780.01,2268461.01,47.691642761
535780.01,2268561.01,52.768875122
535780.01,2268661.01,54.086631775
535780.01,2268761.01,53.518924713
535780.01,2268861.01,52.516002655
535780.01,2268961.01,51.746780396
535780.01,2269061.01,52.818969727
535780.01,2269161.01,56.821743011
535780.01,2269261.01,59.871574402
535780.01,2269361.01,63.055080414
535780.01,2269461.01,67.218559265
535780.01,2269561.01,68.362930298
535780.01,2269661.01,70.524284363
535780.01,2269761.01,70.603599548
535780.01,2269861.01,68.159141541
535780.01,2269961.01,64.734970093
535780.01,2270061.01,62.955715179
535780.01,2270161.01,65.434616089
535780.01,2270261.01,67.611480713
535780.01,2270361.01,71.851387024
535780.01,2270461.01,72.969863892
535780.01,2270561.01,73.408744812
535780.01,2270661.01,75.859115601
535780.01,2270761.01,76.063674927
535780.01,2270861.01,76.165893555
535780.01,2270961.01,76.085380554
535780.01,2271061.01,74.697822571
535780.01,2271161.01,75.572631836
535780.01,2271261.01,77.759567261
535780.01,2271361.01,80.477989197
535780.01,2271461.01,83.880851746
535780.01,2271561.01,89.131996155
535780.01,2271661.01,93.143081665
535780.01,2271761.01,88.398590088
535780.01,2271861.01,86.634002686
535780.01,2271961.01,86.009254456
535780.01,2272061.01,86.755317688
535780.01,2272161.01,87.223831177
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,40.81426239
535880.01,2261361.01,41.141921997
535880.01,2261461.01,38.222434998
535880.01,2261561.01,34.637073517
535880.01,2261661.01,33.427906036
535880.01,2261761.01,30.702283859
535880.01,2261861.01,27.357051849
535880.01,2261961.01,25.329568863
535880.01,2262061.01,22.235292435
535880.01,2262161.01,20.509609222
535880.01,2262261.01,21.109149933
535880.01,2262361.01,19.529085159
535880.01,2262461.01,17.052526474
535880.01,2262561.01,15.762969971
535880.01,2262661.01,14.7542696
535880.01,2262761.01,12.230687141
535880.01,2262861.01,8.835607529
535880.01,2262961.01,4.385021687
535880.01,2263061.01,-0.853431821
535880.01,2263161.01,-4.257517338
535880.01,2263261.01,-7.819205284
535880.01,2263361.01,-9.52298069
535880.01,2263461.01,-7.560129166
535880.01,2263561.01,-5.868755817
535880.01,2263661.01,-4.777593613
535880.01,2263761.01,-6.421234131
535880.01,2263861.01,-6.816866875
535880.01,2263961.01,-8.238886833
535880.01,2264061.01,-9.992013931
535880.01,2264161.01,-10.884871483
535880.01,2264261.01,-9.974449158
535880.01,2264361.01,-11.240007401
535880.01,2264461.01,-9.381090164
535880.01,2264561.01,-2.767833233
535880.01,2264661.01,2.369862318
535880.01,2264761.01,-0.036895849
535880.01,2264861.01,3.753181458
535880.01,2264961.01,7.662289143
535880.01,2265061.01,-20.548784256
535880.01,2265161.01,-27.113731384
535880.01,2265261.01,-41.008464813
535880.01,2265361.01,-49.440193176
535880.01,2265461.01,-50.553153992
535880.01,2265561.01,-56.005504608
535880.01,2265661.01,-58.189079285
535880.01,2265761.01,-56.460929871
535880.01,2265861.01,-51.758842468
535880.01,2265961.01,-51.334533691
535880.01,2266061.01,-52.36706543
535880.01,2266161.01,-52.461071014
535880.01,2266261.01,-50.352077484
535880.01,2266361.01,-47.633514404
535880.01,2266461.01,-46.955486298
535880.01,2266561.01,-46.795875549
535880.01,2266661.01,-40.004455566
535880.01,2266761.01,-39.788528442
535880.01,2266861.01,-33.60149765
535880.01,2266961.01,-24.578744888
535880.01,2267061.01,-19.686489105
535880.01,2267161.01,-12.579606056
535880.01,2267261.01,-11.238438606
535880.01,2267361.01,-10.039260864
535880.01,2267461.01,-12.766311646
535880.01,2267561.01,-12.71079731
535880.01,2267661.01,-8.9715662
535880.01,2267761.01,0.589114785
535880.01,2267861.01,9.398292542
535880.01,2267961.01,15.184306145
535880.01,2268061.01,24.595939636
535880.01,2268161.01,32.90537262
535880.01,2268261.01,36.290843964
535880.01,2268361.01,41.770454407
535880.01,2268461.01,47.001724243
535880.01,2268561.01,51.145244598
535880.01,2268661.01,51.920894623
535880.01,2268761.01,52.873355865
535880.01,2268861.01,54.21736145
535880.01,2268961.01,54.77022171
535880.01,2269061.01,57.074619293
535880.01,2269161.01,60.518245697
535880.01,2269261.01,62.792339325
535880.01,2269361.01,64.412879944
535880.01,2269461.01,66.989738464
535880.01,2269561.01,68.440299988
535880.01,2269661.01,69.8150177
535880.01,2269761.01,68.709762573
535880.01,2269861.01,66.688919067
535880.01,2269961.01,63.029888153
535880.01,2270061.01,61.628799438
535880.01,2270161.01,63.352592468
535880.01,2270261.01,65.310020447
535880.01,2270361.01,69.458908081
535880.01,2270461.01,71.726974487
535880.01,2270561.01,72.564674377
535880.01,2270661.01,75.023841858
535880.01,2270761.01,75.691764832
535880.01,2270861.01,75.600143433
535880.01,2270961.01,76.153999329
535880.01,2271061.01,74.053611755
535880.01,2271161.01,74.40058136
535880.01,2271261.01,78.431884766
535880.01,2271361.01,84.51385498
535880.01,2271461.01,88.616973877
535880.01,2271561.01,90.614959717
535880.01,2271661.01,90.069107056
535880.01,2271761.01,86.346389771
535880.01,2271861.01,87.209701538
535880.01,2271961.01,89.308021545
535880.01,2272061.01,89.553840637
535880.01,2272161.01,89.343040466
535880.01,2272261.01,90.850372314
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,41.524410248
535980.01,2261461.01,39.298171997
535980.01,2261561.01,37.24200058
535980.01,2261661.01,33.626110077
535980.01,2261761.01,29.925355911
535980.01,2261861.01,27.20923233
535980.01,2261961.01,25.545753479
535980.01,2262061.01,22.313152313
535980.01,2262161.01,21.387853622
535980.01,2262261.01,21.074111938
535980.01,2262361.01,19.792856216
535980.01,2262461.01,17.112380981
535980.01,2262561.01,15.757677078
535980.01,2262661.01,15.41921711
535980.01,2262761.01,11.9529953
535980.01,2262861.01,8.576584816
535980.01,2262961.01,4.517364502
535980.01,2263061.01,0.523203492
535980.01,2263161.01,-1.407096148
535980.01,2263261.01,-7.797783375
535980.01,2263361.01,-9.518464088
535980.01,2263461.01,-7.029115677
535980.01,2263561.01,-5.505400658
535980.01,2263661.01,-4.386977196
535980.01,2263761.01,-5.662078857
535980.01,2263861.01,-6.501759529
535980.01,2263961.01,-9.012117386
535980.01,2264061.01,-13.57257843
535980.01,2264161.01,-15.421068192
535980.01,2264261.01,-8.344192505
535980.01,2264361.01,-4.43548727
535980.01,2264461.01,-5.428267479
535980.01,2264561.01,-5.823560715
535980.01,2264661.01,-0.76861769
535980.01,2264761.01,-2.721333504
535980.01,2264861.01,-0.217011958
535980.01,2264961.01,2.476615191
535980.01,2265061.01,2.579692602
535980.01,2265161.01,-33.490486145
535980.01,2265261.01,-50.531143188
535980.01,2265361.01,-50.512264252
535980.01,2265461.01,-48.167247772
535980.01,2265561.01,-50.908569336
535980.01,2265661.01,-58.764549255
535980.01,2265761.01,-58.091854095
535980.01,2265861.01,-52.880393982
535980.01,2265961.01,-51.531597137
535980.01,2266061.01,-51.961902618
535980.01,2266161.01,-52.39024353
535980.01,2266261.01,-51.151344299
535980.01,2266361.01,-49.488647461
535980.01,2266461.01,-46.761180878
535980.01,2266561.01,-44.690223694
535980.01,2266661.01,-45.246986389
535980.01,2266761.01,-36.609752655
535980.01,2266861.01,-31.196609497
535980.01,2266961.01,-26.550718307
535980.01,2267061.01,-19.346120834
535980.01,2267161.01,-12.636041641
535980.01,2267261.01,-11.092211723
535980.01,2267361.01,-11.08026123
535980.01,2267461.01,-13.567243576
535980.01,2267561.01,-13.549134254
535980.01,2267661.01,-9.676787376
535980.01,2267761.01,-1.13958168
535980.01,2267861.01,10.219618797
535980.01,2267961.01,16.386669159
535980.01,2268061.01,25.747980118
535980.01,2268161.01,33.257938385
535980.01,2268261.01,36.69487381
535980.01,2268361.01,43.414905548
535980.01,2268461.01,48.258369446
535980.01,2268561.01,49.978610992
535980.01,2268661.01,51.427967072
535980.01,2268761.01,52.649963379
535980.01,2268861.01,54.297901154
535980.01,2268961.01,56.842166901
535980.01,2269061.01,59.217781067
535980.01,2269161.01,62.364265442
535980.01,2269261.01,64.037712097
535980.01,2269361.01,64.83241272
535980.01,2269461.01,66.465385437
535980.01,2269561.01,67.091682434
535980.01,2269661.01,66.462600708
535980.01,2269761.01,63.050392151
535980.01,2269861.01,61.022026062
535980.01,2269961.01,60.238384247
535980.01,2270061.01,61.338695526
535980.01,2270161.01,62.818309784
535980.01,2270261.01,64.016334534
535980.01,2270361.01,66.905502319
535980.01,2270461.01,71.22315979
535980.01,2270561.01,72.902206421
535980.01,2270661.01,73.539993286
535980.01,2270761.01,74.104194641
535980.01,2270861.01,73.557197571
535980.01,2270961.01,74.066390991
535980.01,2271061.01,72.22518158
535980.01,2271161.01,74.211265564
535980.01,2271261.01,82.709564209
535980.01,2271361.01,88.867073059
535980.01,2271461.01,91.818992615
535980.01,2271561.01,91.313980103
535980.01,2271661.01,91.299873352
535980.01,2271761.01,81.79485321
535980.01,2271861.01,84.685928345
535980.01,2271961.01,91.407775879
535980.01,2272061.01,91.614311218
535980.01,2272161.01,92.560829163
535980.01,2272261.01,95.978408813
535980.01,2272361.01,99.10584259
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,40.938842773
536080.01,2261461.01,40.048843384
536080.01,2261561.01,38.656215668
536080.01,2261661.01,34.661689758
536080.01,2261761.01,31.061231613
536080.01,2261861.01,30.162818909
536080.01,2261961.01,26.324676514
536080.01,2262061.01,23.018596649
536080.01,2262161.01,21.148828506
536080.01,2262261.01,20.392173767
536080.01,2262361.01,19.047498703
536080.01,2262461.01,16.761562347
536080.01,2262561.01,16.648321152
536080.01,2262661.01,15.499085426
536080.01,2262761.01,12.996925354
536080.01,2262861.01,10.103189468
536080.01,2262961.01,6.188031673
536080.01,2263061.01,0.035399187
536080.01,2263161.01,-2.05576849
536080.01,2263261.01,-4.370946407
536080.01,2263361.01,-4.369167805
536080.01,2263461.01,-3.626120567
536080.01,2263561.01,-4.033259869
536080.01,2263661.01,-4.428866863
536080.01,2263761.01,-3.47645998
536080.01,2263861.01,-5.372971535
536080.01,2263961.01,-7.710323334
536080.01,2264061.01,-14.904490471
536080.01,2264161.01,-17.209348679
536080.01,2264261.01,-11.819473267
536080.01,2264361.01,-7.104653835
536080.01,2264461.01,-7.421787739
536080.01,2264561.01,-6.555300236
536080.01,2264661.01,-2.687165976
536080.01,2264761.01,-25.819618225
536080.01,2264861.01,-24.11114502
536080.01,2264961.01,-26.766679764
536080.01,2265061.01,-25.081825256
536080.01,2265161.01,-30.145479202
536080.01,2265261.01,-50.477966309
536080.01,2265361.01,-55.890022278
536080.01,2265461.01,-49.789306641
536080.01,2265561.01,-46.815444946
536080.01,2265661.01,-51.151927948
536080.01,2265761.01,-57.900150299
536080.01,2265861.01,-55.401802063
536080.01,2265961.01,-52.462615967
536080.01,2266061.01,-50.954330444
536080.01,2266161.01,-53.012985229
536080.01,2266261.01,-52.427986145
536080.01,2266361.01,-51.240005493
536080.01,2266461.01,-47.704776764
536080.01,2266561.01,-44.51531601
536080.01,2266661.01,-43.850646973
536080.01,2266761.01,-34.670043945
536080.01,2266861.01,-32.829803467
536080.01,2266961.01,-27.338794708
536080.01,2267061.01,-19.311759949
536080.01,2267161.01,-13.523530006
536080.01,2267261.01,-12.104351044
536080.01,2267361.01,-14.56536293
536080.01,2267461.01,-17.112606049
536080.01,2267561.01,-12.504602432
536080.01,2267661.01,-6.664042473
536080.01,2267761.01,0.613436997
536080.01,2267861.01,8.352168083
536080.01,2267961.01,14.486158371
536080.01,2268061.01,23.752187729
536080.01,2268161.01,31.765777588
536080.01,2268261.01,39.675640106
536080.01,2268361.01,43.100669861
536080.01,2268461.01,48.131393433
536080.01,2268561.01,49.822589874
536080.01,2268661.01,52.158302307
536080.01,2268761.01,54.158817291
536080.01,2268861.01,56.483123779
536080.01,2268961.01,59.360870361
536080.01,2269061.01,60.773513794
536080.01,2269161.01,61.307876587
536080.01,2269261.01,64.143051147
536080.01,2269361.01,65.557441711
536080.01,2269461.01,66.296691895
536080.01,2269561.01,66.881736755
536080.01,2269661.01,64.882858276
536080.01,2269761.01,59.614303589
536080.01,2269861.01,60.017482758
536080.01,2269961.01,61.318454742
536080.01,2270061.01,62.257629395
536080.01,2270161.01,63.209831238
536080.01,2270261.01,65.626068115
536080.01,2270361.01,69.180358887
536080.01,2270461.01,71.635505676
536080.01,2270561.01,72.917854309
536080.01,2270661.01,72.827987671
536080.01,2270761.01,72.992347717
536080.01,2270861.01,71.966552734
536080.01,2270961.01,72.641517639
536080.01,2271061.01,73.425209045
536080.01,2271161.01,73.780326843
536080.01,2271261.01,86.750816345
536080.01,2271361.01,92.50957489
536080.01,2271461.01,93.77305603
536080.01,2271561.01,83.843017578
536080.01,2271661.01,90.337776184
536080.01,2271761.01,91.788009644
536080.01,2271861.01,89.798149109
536080.01,2271961.01,91.790687561
536080.01,2272061.01,92.763969421
536080.01,2272161.01,95.803520203
536080.01,2272261.01,100.298057556
536080.01,2272361.01,102.108757019
536080.01,2272461.01,104.163673401
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,39.240020752
536180.01,2261561.01,38.851604462
536180.01,2261661.01,36.359260559
536180.01,2261761.01,32.722766876
536180.01,2261861.01,31.964475632
536180.01,2261961.01,28.436618805
536180.01,2262061.01,24.401418686
536180.01,2262161.01,22.559055328
536180.01,2262261.01,20.421358109
536180.01,2262361.01,18.495698929
536180.01,2262461.01,18.039861679
536180.01,2262561.01,16.767499924
536180.01,2262661.01,12.970759392
536180.01,2262761.01,11.675195694
536180.01,2262861.01,9.8574543
536180.01,2262961.01,5.183893681
536180.01,2263061.01,0.331470519
536180.01,2263161.01,-1.348298907
536180.01,2263261.01,-2.961200237
536180.01,2263361.01,-2.698101282
536180.01,2263461.01,-2.793657303
536180.01,2263561.01,-4.1168046
536180.01,2263661.01,-4.343589783
536180.01,2263761.01,-6.088139534
536180.01,2263861.01,-5.940996647
536180.01,2263961.01,-6.582570076
536180.01,2264061.01,-7.813583851
536180.01,2264161.01,-19.574159622
536180.01,2264261.01,-11.223802567
536180.01,2264361.01,-8.132775307
536180.01,2264461.01,-26.265859604
536180.01,2264561.01,-26.202875137
536180.01,2264661.01,-24.329494476
536180.01,2264761.01,-22.965032578
536180.01,2264861.01,-26.482933044
536180.01,2264961.01,-30.820573807
536180.01,2265061.01,-31.096658707
536180.01,2265161.01,-32.457962036
536180.01,2265261.01,-50.590164185
536180.01,2265361.01,-57.449729919
536180.01,2265461.01,-53.096290588
536180.01,2265561.01,-47.852828979
536180.01,2265661.01,-49.048839569
536180.01,2265761.01,-55.624900818
536180.01,2265861.01,-56.237731934
536180.01,2265961.01,-54.454658508
536180.01,2266061.01,-54.972698212
536180.01,2266161.01,-57.476989746
536180.01,2266261.01,-57.314357758
536180.01,2266361.01,-54.106613159
536180.01,2266461.01,-49.304763794
536180.01,2266561.01,-44.343044281
536180.01,2266661.01,-42.56275177
536180.01,2266761.01,-40.357597351
536180.01,2266861.01,-33.562416077
536180.01,2266961.01,-29.046525955
536180.01,2267061.01,-21.706920624
536180.01,2267161.01,-15.383822441
536180.01,2267261.01,-12.39572525
536180.01,2267361.01,-14.483873367
536180.01,2267461.01,-14.854089737
536180.01,2267561.01,-11.987778664
536180.01,2267661.01,-3.620238543
536180.01,2267761.01,4.244541645
536180.01,2267861.01,8.012541771
536180.01,2267961.01,15.654137611
536180.01,2268061.01,24.546434402
536180.01,2268161.01,26.120124817
536180.01,2268261.01,42.722259521
536180.01,2268361.01,42.563724518
536180.01,2268461.01,46.536506653
536180.01,2268561.01,48.397426605
536180.01,2268661.01,54.176532745
536180.01,2268761.01,57.367767334
536180.01,2268861.01,59.93163681
536180.01,2268961.01,61.582645416
536180.01,2269061.01,62.104946136
536180.01,2269161.01,62.573165894
536180.01,2269261.01,64.55544281
536180.01,2269361.01,66.467353821
536180.01,2269461.01,66.58278656
536180.01,2269561.01,46.783184052
536180.01,2269661.01,66.276115417
536180.01,2269761.01,61.506076813
536180.01,2269861.01,58.976020813
536180.01,2269961.01,60.454395294
536180.01,2270061.01,61.973228455
536180.01,2270161.01,63.817150116
536180.01,2270261.01,68.227767944
536180.01,2270361.01,71.863182068
536180.01,2270461.01,72.461013794
536180.01,2270561.01,72.84854126
536180.01,2270661.01,75.090568542
536180.01,2270761.01,74.832855225
