"X","Y","H60_Charm (Depth)"
535580.01,2267261.01,956.58581543
535580.01,2267361.01,961.297485352
535580.01,2267461.01,962.145446777
535580.01,2267561.01,962.239257813
535580.01,2267661.01,962.65826416
535580.01,2267761.01,966.753112793
535580.01,2267861.01,975.528503418
535580.01,2267961.01,980.828430176
535580.01,2268061.01,984.099243164
535580.01,2268161.01,988.133117676
535580.01,2268261.01,990.11730957
535580.01,2268361.01,991.198059082
535580.01,2268461.01,993.076782227
535580.01,2268561.01,992.864501953
535580.01,2268661.01,993.089660645
535580.01,2268761.01,992.319274902
535580.01,2268861.01,991.823486328
535580.01,2268961.01,993.100646973
535580.01,2269061.01,991.595092773
535580.01,2269161.01,988.344970703
535580.01,2269261.01,989.389526367
535580.01,2269361.01,989.316040039
535580.01,2269461.01,989.669189453
535580.01,2269561.01,989.801086426
535580.01,2269661.01,989.786315918
535580.01,2269761.01,988.484130859
535580.01,2269861.01,987.913085938
535580.01,2269961.01,988.796936035
535580.01,2270061.01,987.650695801
535580.01,2270161.01,989.778259277
535580.01,2270261.01,989.217834473
535580.01,2270361.01,991.717834473
535580.01,2270461.01,994.44543457
535580.01,2270561.01,993.885864258
535580.01,2270661.01,995.416931152
535580.01,2270761.01,994.248840332
535580.01,2270861.01,1000.086486816
535580.01,2270961.01,1000.086486816
535580.01,2271061.01,986.904541016
535580.01,2271161.01,986.815124512
535580.01,2271261.01,986.078125
535580.01,2271361.01,990.911499023
535580.01,2271461.01,996.425598145
535580.01,2271561.01,999.696777344
535580.01,2271661.01,1001.86114502
535580.01,2271761.01,1002.176574707
535580.01,2271861.01,1003.951904297
535580.01,2271961.01,1003.612304688
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,-9999
535680.01,2261261.01,988.025085449
535680.01,2261361.01,988.025085449
535680.01,2261461.01,979.785766602
535680.01,2261561.01,982.212463379
535680.01,2261661.01,983.26184082
535680.01,2261761.01,981.318237305
535680.01,2261861.01,978.657531738
535680.01,2261961.01,978.918823242
535680.01,2262061.01,978.628234863
535680.01,2262161.01,976.456665039
535680.01,2262261.01,974.180847168
535680.01,2262361.01,972.140380859
535680.01,2262461.01,967.502563477
535680.01,2262561.01,961.340087891
535680.01,2262661.01,954.657104492
535680.01,2262761.01,950.075622559
535680.01,2262861.01,950.446655273
535680.01,2262961.01,950.52947998
535680.01,2263061.01,951.460083008
535680.01,2263161.01,950.708190918
535680.01,2263261.01,949.844909668
535680.01,2263361.01,947.33013916
535680.01,2263461.01,944.861328125
535680.01,2263561.01,942.25958252
535680.01,2263661.01,939.589660645
535680.01,2263761.01,936.344360352
535680.01,2263861.01,933.11517334
535680.01,2263961.01,931.712158203
535680.01,2264061.01,930.059020996
535680.01,2264161.01,929.591064453
535680.01,2264261.01,927.595275879
535680.01,2264361.01,924.432678223
535680.01,2264461.01,917.221252441
535680.01,2264561.01,912.131347656
535680.01,2264661.01,905.015258789
535680.01,2264761.01,905.168334961
535680.01,2264861.01,902.96472168
535680.01,2264961.01,897.216918945
535680.01,2265061.01,894.000366211
535680.01,2265161.01,891.92779541
535680.01,2265261.01,889.063781738
535680.01,2265361.01,888.62677002
535680.01,2265461.01,888.196044922
535680.01,2265561.01,888.622375488
535680.01,2265661.01,888.208862305
535680.01,2265761.01,886.213623047
535680.01,2265861.01,887.424682617
535680.01,2265961.01,889.12487793
535680.01,2266061.01,891.650024414
535680.01,2266161.01,892.901123047
535680.01,2266261.01,896.904968262
535680.01,2266361.01,901.065673828
535680.01,2266461.01,902.713134766
535680.01,2266561.01,906.502929688
535680.01,2266661.01,916.926757813
535680.01,2266761.01,922.342712402
535680.01,2266861.01,929.225646973
535680.01,2266961.01,936.774414063
535680.01,2267061.01,941.982666016
535680.01,2267161.01,948.530578613
535680.01,2267261.01,955.879455566
535680.01,2267361.01,961.179870605
535680.01,2267461.01,963.929382324
535680.01,2267561.01,963.130859375
535680.01,2267661.01,963.035949707
535680.01,2267761.01,966.287719727
535680.01,2267861.01,975.169921875
535680.01,2267961.01,982.196289063
535680.01,2268061.01,985.456604004
535680.01,2268161.01,989.911010742
535680.01,2268261.01,990.812072754
535680.01,2268361.01,990.995239258
535680.01,2268461.01,993.946533203
535680.01,2268561.01,994.522216797
535680.01,2268661.01,994.463378906
535680.01,2268761.01,992.997253418
535680.01,2268861.01,993.955200195
535680.01,2268961.01,995.131347656
535680.01,2269061.01,992.423278809
535680.01,2269161.01,988.802429199
535680.01,2269261.01,986.708618164
535680.01,2269361.01,985.488952637
535680.01,2269461.01,986.312683105
535680.01,2269561.01,987.837646484
535680.01,2269661.01,987.221923828
535680.01,2269761.01,989.265258789
535680.01,2269861.01,990.269958496
535680.01,2269961.01,989.797790527
535680.01,2270061.01,989.36328125
535680.01,2270161.01,988.665710449
535680.01,2270261.01,987.028076172
535680.01,2270361.01,989.065246582
535680.01,2270461.01,990.947143555
535680.01,2270561.01,992.439208984
535680.01,2270661.01,993.591918945
535680.01,2270761.01,995.282409668
535680.01,2270861.01,997.934509277
535680.01,2270961.01,1000.086486816
535680.01,2271061.01,984.697570801
535680.01,2271161.01,982.666748047
535680.01,2271261.01,986.661193848
535680.01,2271361.01,992.233337402
535680.01,2271461.01,998.674926758
535680.01,2271561.01,1001.403564453
535680.01,2271661.01,1002.545227051
535680.01,2271761.01,1004.126586914
535680.01,2271861.01,1004.832641602
535680.01,2271961.01,1002.688842773
535680.01,2272061.01,999.483154297
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,-9999
535780.01,2261261.01,987.486999512
535780.01,2261361.01,985.476135254
535780.01,2261461.01,985.215148926
535780.01,2261561.01,985.748535156
535780.01,2261661.01,985.664001465
535780.01,2261761.01,982.811706543
535780.01,2261861.01,983.088256836
535780.01,2261961.01,983.150878906
535780.01,2262061.01,981.014770508
535780.01,2262161.01,978.206787109
535780.01,2262261.01,976.432678223
535780.01,2262361.01,971.501037598
535780.01,2262461.01,964.704284668
535780.01,2262561.01,955.410217285
535780.01,2262661.01,950.190795898
535780.01,2262761.01,949.906066895
535780.01,2262861.01,951.293334961
535780.01,2262961.01,952.60723877
535780.01,2263061.01,952.720947266
535780.01,2263161.01,951.651672363
535780.01,2263261.01,950.275878906
535780.01,2263361.01,945.630432129
535780.01,2263461.01,941.12713623
535780.01,2263561.01,937.37109375
535780.01,2263661.01,932.638000488
535780.01,2263761.01,928.441223145
535780.01,2263861.01,926.446105957
535780.01,2263961.01,925.888183594
535780.01,2264061.01,926.049865723
535780.01,2264161.01,925.997009277
535780.01,2264261.01,924.741638184
535780.01,2264361.01,920.549987793
535780.01,2264461.01,913.622070313
535780.01,2264561.01,910.543823242
535780.01,2264661.01,906.159423828
535780.01,2264761.01,903.543395996
535780.01,2264861.01,901.164428711
535780.01,2264961.01,897.743774414
535780.01,2265061.01,895.114379883
535780.01,2265161.01,893.474853516
535780.01,2265261.01,890.310180664
535780.01,2265361.01,890.044555664
535780.01,2265461.01,891.217102051
535780.01,2265561.01,889.442382813
535780.01,2265661.01,891.026977539
535780.01,2265761.01,890.431640625
535780.01,2265861.01,886.721801758
535780.01,2265961.01,888.697021484
535780.01,2266061.01,889.661437988
535780.01,2266161.01,893.938781738
535780.01,2266261.01,897.541625977
535780.01,2266361.01,902.023681641
535780.01,2266461.01,904.707519531
535780.01,2266561.01,909.687988281
535780.01,2266661.01,916.900024414
535780.01,2266761.01,921.803100586
535780.01,2266861.01,928.599121094
535780.01,2266961.01,935.528137207
535780.01,2267061.01,942.964355469
535780.01,2267161.01,949.506347656
535780.01,2267261.01,957.228637695
535780.01,2267361.01,961.617492676
535780.01,2267461.01,967.088378906
535780.01,2267561.01,970.096618652
535780.01,2267661.01,965.866455078
535780.01,2267761.01,968.874267578
535780.01,2267861.01,976.305053711
535780.01,2267961.01,979.421630859
535780.01,2268061.01,985.18359375
535780.01,2268161.01,990.486877441
535780.01,2268261.01,991.022583008
535780.01,2268361.01,991.107055664
535780.01,2268461.01,991.352355957
535780.01,2268561.01,992.56640625
535780.01,2268661.01,992.82043457
535780.01,2268761.01,993.199157715
535780.01,2268861.01,994.880126953
535780.01,2268961.01,994.663269043
535780.01,2269061.01,991.50982666
535780.01,2269161.01,988.983154297
535780.01,2269261.01,987.387451172
535780.01,2269361.01,985.794372559
535780.01,2269461.01,985.799987793
535780.01,2269561.01,987.092773438
535780.01,2269661.01,990.49206543
535780.01,2269761.01,995.798217773
535780.01,2269861.01,993.671020508
535780.01,2269961.01,990.357543945
535780.01,2270061.01,988.49822998
535780.01,2270161.01,985.878234863
535780.01,2270261.01,985.722900391
535780.01,2270361.01,988.760864258
535780.01,2270461.01,989.648010254
535780.01,2270561.01,990.184082031
535780.01,2270661.01,991.240844727
535780.01,2270761.01,996.262329102
535780.01,2270861.01,998.325744629
535780.01,2270961.01,983.332214355
535780.01,2271061.01,994.762939453
535780.01,2271161.01,992.513244629
535780.01,2271261.01,992.328430176
535780.01,2271361.01,997.344970703
535780.01,2271461.01,1000.153137207
535780.01,2271561.01,1001.552612305
535780.01,2271661.01,1002.92767334
535780.01,2271761.01,1004.538024902
535780.01,2271861.01,1004.030944824
535780.01,2271961.01,1003.036560059
535780.01,2272061.01,998.331787109
535780.01,2272161.01,995.087036133
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,987.727905273
535880.01,2261461.01,988.351257324
535880.01,2261561.01,987.272705078
535880.01,2261661.01,987.218261719
535880.01,2261761.01,986.381835938
535880.01,2261861.01,985.881958008
535880.01,2261961.01,985.864013672
535880.01,2262061.01,983.421142578
535880.01,2262161.01,979.576293945
535880.01,2262261.01,974.953186035
535880.01,2262361.01,967.240478516
535880.01,2262461.01,956.061828613
535880.01,2262561.01,952.862304688
535880.01,2262661.01,953.925476074
535880.01,2262761.01,955.532470703
535880.01,2262861.01,958.565734863
535880.01,2262961.01,958.40802002
535880.01,2263061.01,954.901062012
535880.01,2263161.01,950.476989746
535880.01,2263261.01,946.904418945
535880.01,2263361.01,942.962341309
535880.01,2263461.01,939.216308594
535880.01,2263561.01,935.004394531
535880.01,2263661.01,931.798400879
535880.01,2263761.01,929.870605469
535880.01,2263861.01,928.544250488
535880.01,2263961.01,925.339904785
535880.01,2264061.01,924.949157715
535880.01,2264161.01,924.606933594
535880.01,2264261.01,923.894592285
535880.01,2264361.01,919.93963623
535880.01,2264461.01,916.492004395
535880.01,2264561.01,911.364562988
535880.01,2264661.01,907.89440918
535880.01,2264761.01,906.550964355
535880.01,2264861.01,904.724060059
535880.01,2264961.01,901.26739502
535880.01,2265061.01,896.956726074
535880.01,2265161.01,895.489318848
535880.01,2265261.01,895.257080078
535880.01,2265361.01,895.840942383
535880.01,2265461.01,896.249084473
535880.01,2265561.01,892.885192871
535880.01,2265661.01,892.084777832
535880.01,2265761.01,891.131774902
535880.01,2265861.01,886.409790039
535880.01,2265961.01,887.998535156
535880.01,2266061.01,889.809082031
535880.01,2266161.01,894.701538086
535880.01,2266261.01,898.946105957
535880.01,2266361.01,901.921936035
535880.01,2266461.01,906.024658203
535880.01,2266561.01,911.917175293
535880.01,2266661.01,919.006103516
535880.01,2266761.01,922.736450195
535880.01,2266861.01,930.064147949
535880.01,2266961.01,937.890197754
535880.01,2267061.01,943.174743652
535880.01,2267161.01,949.234191895
535880.01,2267261.01,956.917419434
535880.01,2267361.01,961.501159668
535880.01,2267461.01,967.581420898
535880.01,2267561.01,972.019592285
535880.01,2267661.01,973.93145752
535880.01,2267761.01,971.970031738
535880.01,2267861.01,977.099975586
535880.01,2267961.01,980.573547363
535880.01,2268061.01,987.76574707
535880.01,2268161.01,992.840820313
535880.01,2268261.01,992.734985352
535880.01,2268361.01,991.107055664
535880.01,2268461.01,991.639282227
535880.01,2268561.01,991.639282227
535880.01,2268661.01,992.964233398
535880.01,2268761.01,991.562255859
535880.01,2268861.01,994.916503906
535880.01,2268961.01,992.82421875
535880.01,2269061.01,990.509765625
535880.01,2269161.01,987.616577148
535880.01,2269261.01,986.619018555
535880.01,2269361.01,985.922424316
535880.01,2269461.01,985.891479492
535880.01,2269561.01,990.59942627
535880.01,2269661.01,991.369445801
535880.01,2269761.01,993.595703125
535880.01,2269861.01,991.692626953
535880.01,2269961.01,989.390380859
535880.01,2270061.01,987.675231934
535880.01,2270161.01,986.570495605
535880.01,2270261.01,986.533569336
535880.01,2270361.01,987.065490723
535880.01,2270461.01,986.322875977
535880.01,2270561.01,985.122192383
535880.01,2270661.01,985.04107666
535880.01,2270761.01,976.908447266
535880.01,2270861.01,974.422363281
535880.01,2270961.01,994.762939453
535880.01,2271061.01,993.684020996
535880.01,2271161.01,991.418029785
535880.01,2271261.01,993.083557129
535880.01,2271361.01,996.127868652
535880.01,2271461.01,997.143981934
535880.01,2271561.01,1000.077758789
535880.01,2271661.01,1002.826416016
535880.01,2271761.01,1002.961303711
535880.01,2271861.01,1002.378723145
535880.01,2271961.01,997.100036621
535880.01,2272061.01,994.723510742
535880.01,2272161.01,993.377624512
535880.01,2272261.01,997.696960449
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,-9999
535980.01,2261461.01,988.340759277
535980.01,2261561.01,989.092224121
535980.01,2261661.01,990.156188965
535980.01,2261761.01,990.383605957
535980.01,2261861.01,988.795410156
535980.01,2261961.01,988.43145752
535980.01,2262061.01,985.114440918
535980.01,2262161.01,978.613647461
535980.01,2262261.01,973.330566406
535980.01,2262361.01,965.395996094
535980.01,2262461.01,956.761901855
535980.01,2262561.01,954.89453125
535980.01,2262661.01,958.157348633
535980.01,2262761.01,958.786071777
535980.01,2262861.01,958.104736328
535980.01,2262961.01,956.091308594
535980.01,2263061.01,949.582458496
535980.01,2263161.01,944.605041504
535980.01,2263261.01,941.741210938
535980.01,2263361.01,940.225952148
535980.01,2263461.01,939.481323242
535980.01,2263561.01,936.393371582
535980.01,2263661.01,933.405517578
535980.01,2263761.01,931.867492676
535980.01,2263861.01,929.99810791
535980.01,2263961.01,924.302856445
535980.01,2264061.01,922.98840332
535980.01,2264161.01,922.381164551
535980.01,2264261.01,921.216796875
535980.01,2264361.01,918.707763672
535980.01,2264461.01,916.742919922
535980.01,2264561.01,911.871459961
535980.01,2264661.01,909.163696289
535980.01,2264761.01,909.688293457
535980.01,2264861.01,908.188537598
535980.01,2264961.01,905.663146973
535980.01,2265061.01,904.364562988
535980.01,2265161.01,900.419067383
535980.01,2265261.01,897.817077637
535980.01,2265361.01,898.008483887
535980.01,2265461.01,897.892578125
535980.01,2265561.01,894.074279785
535980.01,2265661.01,890.294372559
535980.01,2265761.01,890.192626953
535980.01,2265861.01,890.004272461
535980.01,2265961.01,890.04675293
535980.01,2266061.01,891.382202148
535980.01,2266161.01,894.432189941
535980.01,2266261.01,898.895141602
535980.01,2266361.01,900.993835449
535980.01,2266461.01,904.457641602
535980.01,2266561.01,911.908996582
535980.01,2266661.01,916.275146484
535980.01,2266761.01,922.284973145
535980.01,2266861.01,930.187866211
535980.01,2266961.01,935.168518066
535980.01,2267061.01,944.066345215
535980.01,2267161.01,951.630554199
535980.01,2267261.01,958.989990234
535980.01,2267361.01,962.193969727
535980.01,2267461.01,967.822021484
535980.01,2267561.01,972.454589844
535980.01,2267661.01,975.15032959
535980.01,2267761.01,969.763061523
535980.01,2267861.01,976.249084473
535980.01,2267961.01,980.278259277
535980.01,2268061.01,988.115844727
535980.01,2268161.01,995.563598633
535980.01,2268261.01,1002.272949219
535980.01,2268361.01,1005.619567871
535980.01,2268461.01,1005.895751953
535980.01,2268561.01,1005.895751953
535980.01,2268661.01,992.715637207
535980.01,2268761.01,990.053222656
535980.01,2268861.01,989.225952148
535980.01,2268961.01,989.235290527
535980.01,2269061.01,992.059082031
535980.01,2269161.01,985.891479492
535980.01,2269261.01,985.891479492
535980.01,2269361.01,985.891479492
535980.01,2269461.01,990.898620605
535980.01,2269561.01,990.898620605
535980.01,2269661.01,991.065185547
535980.01,2269761.01,988.897949219
535980.01,2269861.01,988.406616211
535980.01,2269961.01,988.264343262
535980.01,2270061.01,987.600952148
535980.01,2270161.01,986.50592041
535980.01,2270261.01,986.366760254
535980.01,2270361.01,985.593505859
535980.01,2270461.01,982.151123047
535980.01,2270561.01,981.506713867
535980.01,2270661.01,980.548583984
535980.01,2270761.01,977.44152832
535980.01,2270861.01,975.313537598
535980.01,2270961.01,973.076416016
535980.01,2271061.01,992.954101563
535980.01,2271161.01,991.822265625
535980.01,2271261.01,991.596801758
535980.01,2271361.01,994.389465332
535980.01,2271461.01,995.676818848
535980.01,2271561.01,998.606201172
535980.01,2271661.01,1001.929931641
535980.01,2271761.01,1000.224609375
535980.01,2271861.01,997.81060791
535980.01,2271961.01,994.962463379
535980.01,2272061.01,993.891174316
535980.01,2272161.01,996.920410156
535980.01,2272261.01,1000.288818359
535980.01,2272361.01,1002.173217773
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,989.122070313
536080.01,2261561.01,989.83416748
536080.01,2261661.01,991.098571777
536080.01,2261761.01,993.26159668
536080.01,2261861.01,991.733337402
536080.01,2261961.01,987.843017578
536080.01,2262061.01,982.502746582
536080.01,2262161.01,975.385375977
536080.01,2262261.01,970.894714355
536080.01,2262361.01,961.745666504
536080.01,2262461.01,956.961364746
536080.01,2262561.01,956.949707031
536080.01,2262661.01,958.202758789
536080.01,2262761.01,957.725830078
536080.01,2262861.01,955.743347168
536080.01,2262961.01,951.944702148
536080.01,2263061.01,944.850219727
536080.01,2263161.01,943.500183105
536080.01,2263261.01,943.490661621
536080.01,2263361.01,942.14855957
536080.01,2263461.01,940.525268555
536080.01,2263561.01,935.759338379
536080.01,2263661.01,932.202941895
536080.01,2263761.01,931.030395508
536080.01,2263861.01,927.295898438
536080.01,2263961.01,924.303649902
536080.01,2264061.01,922.51751709
536080.01,2264161.01,922.016113281
536080.01,2264261.01,920.44543457
536080.01,2264361.01,919.819274902
536080.01,2264461.01,920.302307129
536080.01,2264561.01,918.54510498
536080.01,2264661.01,915.422790527
536080.01,2264761.01,914.614074707
536080.01,2264861.01,910.850036621
536080.01,2264961.01,907.434448242
536080.01,2265061.01,904.949035645
536080.01,2265161.01,899.893493652
536080.01,2265261.01,896.876953125
536080.01,2265361.01,895.992431641
536080.01,2265461.01,896.463562012
536080.01,2265561.01,893.71295166
536080.01,2265661.01,891.608520508
536080.01,2265761.01,890.329345703
536080.01,2265861.01,892.266906738
536080.01,2265961.01,893.217773438
536080.01,2266061.01,893.486328125
536080.01,2266161.01,895.191955566
536080.01,2266261.01,899.022521973
536080.01,2266361.01,899.93939209
536080.01,2266461.01,903.995666504
536080.01,2266561.01,908.946350098
536080.01,2266661.01,914.274414063
536080.01,2266761.01,920.213684082
536080.01,2266861.01,927.496765137
536080.01,2266961.01,935.449035645
536080.01,2267061.01,945.82434082
536080.01,2267161.01,952.745605469
536080.01,2267261.01,957.415710449
536080.01,2267361.01,963.487243652
536080.01,2267461.01,967.647338867
536080.01,2267561.01,974.321044922
536080.01,2267661.01,976.629394531
536080.01,2267761.01,973.459472656
536080.01,2267861.01,975.604492188
536080.01,2267961.01,980.536193848
536080.01,2268061.01,987.658752441
536080.01,2268161.01,996.186401367
536080.01,2268261.01,1003.01348877
536080.01,2268361.01,1005.497192383
536080.01,2268461.01,1005.895751953
536080.01,2268561.01,1005.591491699
536080.01,2268661.01,1004.647277832
536080.01,2268761.01,1003.79095459
536080.01,2268861.01,987.193603516
536080.01,2268961.01,995.448486328
536080.01,2269061.01,994.710571289
536080.01,2269161.01,993.444030762
536080.01,2269261.01,992.241455078
536080.01,2269361.01,990.898620605
536080.01,2269461.01,990.898620605
536080.01,2269561.01,991.139587402
536080.01,2269661.01,987.915710449
536080.01,2269761.01,987.218444824
536080.01,2269861.01,986.549255371
536080.01,2269961.01,984.970214844
536080.01,2270061.01,984.490478516
536080.01,2270161.01,984.433776855
536080.01,2270261.01,981.973876953
536080.01,2270361.01,980.862915039
536080.01,2270461.01,979.792053223
536080.01,2270561.01,979.94732666
536080.01,2270661.01,978.273193359
536080.01,2270761.01,980.647399902
536080.01,2270861.01,988.081115723
536080.01,2270961.01,973.076416016
536080.01,2271061.01,975.28704834
536080.01,2271161.01,978.200378418
536080.01,2271261.01,981.185241699
536080.01,2271361.01,990.924560547
536080.01,2271461.01,993.301147461
536080.01,2271561.01,996.141540527
536080.01,2271661.01,998.639404297
536080.01,2271761.01,997.205749512
536080.01,2271861.01,994.865234375
536080.01,2271961.01,993.715026855
536080.01,2272061.01,994.121582031
536080.01,2272161.01,1000.573242188
536080.01,2272261.01,1004.656311035
536080.01,2272361.01,1006.438415527
536080.01,2272461.01,1007.941223145
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,992.594848633
536180.01,2261661.01,993.886108398
536180.01,2261761.01,993.148620605
536180.01,2261861.01,990.831420898
536180.01,2261961.01,988.351074219
536180.01,2262061.01,984.323059082
536180.01,2262161.01,979.084289551
536180.01,2262261.01,966.725585938
536180.01,2262361.01,960.828369141
536180.01,2262461.01,960.911621094
536180.01,2262561.01,959.909301758
536180.01,2262661.01,959.076293945
536180.01,2262761.01,956.431640625
536180.01,2262861.01,953.682006836
536180.01,2262961.01,948.877624512
536180.01,2263061.01,945.133056641
536180.01,2263161.01,944.438537598
536180.01,2263261.01,944.299682617
536180.01,2263361.01,943.139648438
536180.01,2263461.01,941.068908691
536180.01,2263561.01,935.754821777
536180.01,2263661.01,932.74621582
536180.01,2263761.01,932.015930176
536180.01,2263861.01,927.586791992
536180.01,2263961.01,925.57611084
536180.01,2264061.01,923.151062012
536180.01,2264161.01,921.969604492
536180.01,2264261.01,920.536254883
536180.01,2264361.01,920.754943848
536180.01,2264461.01,920.923400879
536180.01,2264561.01,921.361450195
536180.01,2264661.01,918.006103516
536180.01,2264761.01,912.451293945
536180.01,2264861.01,908.164367676
536180.01,2264961.01,903.779785156
536180.01,2265061.01,901.534545898
536180.01,2265161.01,896.702514648
536180.01,2265261.01,893.736450195
536180.01,2265361.01,892.968078613
536180.01,2265461.01,891.72467041
536180.01,2265561.01,891.48614502
536180.01,2265661.01,890.555297852
536180.01,2265761.01,889.580627441
536180.01,2265861.01,891.443664551
536180.01,2265961.01,894.606750488
536180.01,2266061.01,895.125549316
536180.01,2266161.01,897.042785645
536180.01,2266261.01,899.760314941
536180.01,2266361.01,901.362854004
536180.01,2266461.01,906.07623291
536180.01,2266561.01,910.376647949
536180.01,2266661.01,914.459289551
536180.01,2266761.01,920.511291504
536180.01,2266861.01,927.627746582
536180.01,2266961.01,933.32635498
536180.01,2267061.01,944.225952148
536180.01,2267161.01,951.567077637
536180.01,2267261.01,956.061645508
536180.01,2267361.01,964.81072998
536180.01,2267461.01,971.050231934
536180.01,2267561.01,975.778381348
536180.01,2267661.01,977.134460449
536180.01,2267761.01,972.427429199
536180.01,2267861.01,975.873535156
536180.01,2267961.01,982.108764648
536180.01,2268061.01,989.439453125
536180.01,2268161.01,997.481323242
536180.01,2268261.01,1001.441162109
536180.01,2268361.01,1005.129089355
536180.01,2268461.01,1005.606994629
536180.01,2268561.01,1003.596191406
536180.01,2268661.01,999.630859375
536180.01,2268761.01,1001.363647461
536180.01,2268861.01,987.417358398
536180.01,2268961.01,987.643554688
536180.01,2269061.01,987.477172852
536180.01,2269161.01,990.560424805
536180.01,2269261.01,990.292236328
536180.01,2269361.01,990.895324707
536180.01,2269461.01,991.574462891
536180.01,2269561.01,989.48034668
536180.01,2269661.01,985.838378906
536180.01,2269761.01,984.801696777
536180.01,2269861.01,984.125976563
536180.01,2269961.01,982.577453613
536180.01,2270061.01,982.083068848
536180.01,2270161.01,982.429199219
536180.01,2270261.01,980.855529785
536180.01,2270361.01,978.206604004
536180.01,2270461.01,976.226074219
536180.01,2270561.01,974.129211426
536180.01,2270661.01,979.584533691
536180.01,2270761.01,982.296081543
536180.01,2270861.01,980.612976074
536180.01,2270961.01,974.505249023
536180.01,2271061.01,976.584411621
536180.01,2271161.01,978.075317383
536180.01,2271261.01,980.950012207
536180.01,2271361.01,984.786987305
536180.01,2271461.01,990.881713867
536180.01,2271561.01,995.052429199
536180.01,2271661.01,996.482543945
536180.01,2271761.01,996.065795898
536180.01,2271861.01,991.177124023
536180.01,2271961.01,991.471618652
536180.01,2272061.01,994.713134766
536180.01,2272161.01,1000.34387207
536180.01,2272261.01,1004.117492676
536180.01,2272361.01,1006.632873535
536180.01,2272461.01,1008.133178711
536180.01,2272561.01,1010.273498535
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,996.150878906
536280.01,2261661.01,993.702148438
536280.01,2261761.01,990.690917969
536280.01,2261861.01,988.707641602
536280.01,2261961.01,986.233337402
536280.01,2262061.01,979.638122559
536280.01,2262161.01,974.901123047
536280.01,2262261.01,966.933776855
536280.01,2262361.01,963.43170166
536280.01,2262461.01,964.408630371
536280.01,2262561.01,962.677062988
536280.01,2262661.01,960.635986328
536280.01,2262761.01,958.276916504
536280.01,2262861.01,953.366455078
536280.01,2262961.01,949.37878418
536280.01,2263061.01,946.216186523
536280.01,2263161.01,944.554870605
536280.01,2263261.01,942.764465332
536280.01,2263361.01,941.383361816
536280.01,2263461.01,939.481323242
536280.01,2263561.01,936.460632324
536280.01,2263661.01,935.085693359
536280.01,2263761.01,934.157836914
536280.01,2263861.01,927.668457031
536280.01,2263961.01,932.757141113
536280.01,2264061.01,930.349243164
536280.01,2264161.01,927.64453125
536280.01,2264261.01,925.842224121
536280.01,2264361.01,922.180908203
536280.01,2264461.01,917.895080566
536280.01,2264561.01,915.740783691
536280.01,2264661.01,913.437011719
536280.01,2264761.01,910.217102051
536280.01,2264861.01,906.857177734
536280.01,2264961.01,903.565185547
536280.01,2265061.01,901.527404785
536280.01,2265161.01,898.220825195
536280.01,2265261.01,895.399353027
536280.01,2265361.01,893.648803711
536280.01,2265461.01,891.997558594
536280.01,2265561.01,891.80645752
536280.01,2265661.01,891.371826172
536280.01,2265761.01,891.311096191
536280.01,2265861.01,893.298828125
536280.01,2265961.01,895.313415527
536280.01,2266061.01,895.928466797
536280.01,2266161.01,898.203369141
536280.01,2266261.01,899.507202148
536280.01,2266361.01,901.432617188
536280.01,2266461.01,906.569702148
536280.01,2266561.01,909.59576416
536280.01,2266661.01,913.269104004
536280.01,2266761.01,920.406860352
536280.01,2266861.01,928.422058105
536280.01,2266961.01,935.058166504
536280.01,2267061.01,946.287109375
536280.01,2267161.01,953.324462891
536280.01,2267261.01,957.252990723
536280.01,2267361.01,963.937866211
536280.01,2267461.01,971.434753418
536280.01,2267561.01,976.031799316
536280.01,2267661.01,978.137268066
536280.01,2267761.01,973.389282227
536280.01,2267861.01,978.216430664
536280.01,2267961.01,984.207763672
536280.01,2268061.01,989.548400879
536280.01,2268161.01,992.778564453
536280.01,2268261.01,998.050048828
536280.01,2268361.01,1000.927856445
536280.01,2268461.01,999.492370605
536280.01,2268561.01,996.653137207
536280.01,2268661.01,996.366333008
536280.01,2268761.01,991.060424805
