"X","Y","H60_Charm (Depth)"
530980.01,2265961.01,953.526245117
530980.01,2266061.01,955.889160156
530980.01,2266161.01,971.625244141
530980.01,2266261.01,981.883972168
530980.01,2266361.01,985.777770996
530980.01,2266461.01,989.998596191
530980.01,2266561.01,990.245727539
530980.01,2266661.01,989.671081543
530980.01,2266761.01,991.778686523
530980.01,2266861.01,996.523864746
530980.01,2266961.01,997.642883301
530980.01,2267061.01,995.619689941
530980.01,2267161.01,994.75567627
530980.01,2267261.01,995.003356934
530980.01,2267361.01,994.958557129
530980.01,2267461.01,993.66809082
530980.01,2267561.01,991.530029297
530980.01,2267661.01,988.326843262
530980.01,2267761.01,987.685791016
530980.01,2267861.01,988.697937012
531080.01,2262961.01,976.823303223
531080.01,2263061.01,972.577026367
531080.01,2263161.01,972.210876465
531080.01,2263261.01,972.482788086
531080.01,2263361.01,969.727416992
531080.01,2263461.01,972.042114258
531080.01,2263561.01,972.841552734
531080.01,2263661.01,972.479064941
531080.01,2263761.01,971.629577637
531080.01,2263861.01,970.725219727
531080.01,2263961.01,967.774414063
531080.01,2264061.01,966.904968262
531080.01,2264161.01,967.225646973
531080.01,2264261.01,967.161010742
531080.01,2264361.01,966.06072998
531080.01,2264461.01,967.885498047
531080.01,2264561.01,967.891418457
531080.01,2264661.01,966.495056152
531080.01,2264761.01,965.60748291
531080.01,2264861.01,966.151000977
531080.01,2264961.01,966.889404297
531080.01,2265061.01,967.066772461
531080.01,2265161.01,969.454406738
531080.01,2265261.01,972.252746582
531080.01,2265361.01,972.735961914
531080.01,2265461.01,972.926147461
531080.01,2265561.01,971.901855469
531080.01,2265661.01,972.280700684
531080.01,2265761.01,972.685668945
531080.01,2265861.01,973.340026855
531080.01,2265961.01,951.131652832
531080.01,2266061.01,956.531188965
531080.01,2266161.01,969.455444336
531080.01,2266261.01,977.460632324
531080.01,2266361.01,985.791137695
531080.01,2266461.01,989.915344238
531080.01,2266561.01,991.649780273
531080.01,2266661.01,991.070983887
531080.01,2266761.01,992.449035645
531080.01,2266861.01,997.019958496
531080.01,2266961.01,997.72253418
531080.01,2267061.01,996.755981445
531080.01,2267161.01,995.663208008
531080.01,2267261.01,996.789428711
531080.01,2267361.01,999.423034668
531080.01,2267461.01,996.160949707
531080.01,2267561.01,994.33605957
531080.01,2267661.01,991.095153809
531080.01,2267761.01,988.921691895
531080.01,2267861.01,986.308044434
531080.01,2267961.01,-9999
531180.01,2262961.01,981.522644043
531180.01,2263061.01,981.538574219
531180.01,2263161.01,978.773193359
531180.01,2263261.01,974.012207031
531180.01,2263361.01,972.628295898
531180.01,2263461.01,973.277954102
531180.01,2263561.01,973.244567871
531180.01,2263661.01,973.181884766
531180.01,2263761.01,973.188720703
531180.01,2263861.01,971.482849121
531180.01,2263961.01,969.407409668
531180.01,2264061.01,967.051513672
531180.01,2264161.01,965.483703613
531180.01,2264261.01,965.126098633
531180.01,2264361.01,965.160583496
531180.01,2264461.01,964.413879395
531180.01,2264561.01,964.944946289
531180.01,2264661.01,965.21697998
531180.01,2264761.01,963.965576172
531180.01,2264861.01,965.509643555
531180.01,2264961.01,965.479736328
531180.01,2265061.01,966.223815918
531180.01,2265161.01,965.916320801
531180.01,2265261.01,968.315063477
531180.01,2265361.01,969.030578613
531180.01,2265461.01,971.240539551
531180.01,2265561.01,972.234375
531180.01,2265661.01,972.256408691
531180.01,2265761.01,971.317199707
531180.01,2265861.01,976.55456543
531180.01,2265961.01,952.896179199
531180.01,2266061.01,955.395141602
531180.01,2266161.01,965.480285645
531180.01,2266261.01,973.797119141
531180.01,2266361.01,983.595581055
531180.01,2266461.01,989.446472168
531180.01,2266561.01,991.877502441
531180.01,2266661.01,991.33013916
531180.01,2266761.01,993.34979248
531180.01,2266861.01,995.206970215
531180.01,2266961.01,995.346191406
531180.01,2267061.01,997.914978027
531180.01,2267161.01,995.891174316
531180.01,2267261.01,995.640869141
531180.01,2267361.01,1001.175109863
531180.01,2267461.01,997.695678711
531180.01,2267561.01,992.937683105
531180.01,2267661.01,990.536437988
531180.01,2267761.01,983.528930664
531180.01,2267861.01,978.806335449
531180.01,2267961.01,973.812194824
531280.01,2262861.01,980.819885254
531280.01,2262961.01,981.783813477
531280.01,2263061.01,981.330993652
531280.01,2263161.01,979.957580566
531280.01,2263261.01,975.180847168
531280.01,2263361.01,972.761352539
531280.01,2263461.01,971.714416504
531280.01,2263561.01,970.997497559
531280.01,2263661.01,969.665527344
531280.01,2263761.01,968.433837891
531280.01,2263861.01,968.538208008
531280.01,2263961.01,967.426391602
531280.01,2264061.01,966.798583984
531280.01,2264161.01,966.662109375
531280.01,2264261.01,965.61340332
531280.01,2264361.01,964.616943359
531280.01,2264461.01,962.661865234
531280.01,2264561.01,962.071716309
531280.01,2264661.01,963.255126953
531280.01,2264761.01,963.640686035
531280.01,2264861.01,964.41619873
531280.01,2264961.01,963.776367188
531280.01,2265061.01,963.772949219
531280.01,2265161.01,963.960449219
531280.01,2265261.01,963.958984375
531280.01,2265361.01,965.976623535
531280.01,2265461.01,968.355651855
531280.01,2265561.01,970.563293457
531280.01,2265661.01,969.940307617
531280.01,2265761.01,968.779663086
531280.01,2265861.01,977.977539063
531280.01,2265961.01,983.407531738
531280.01,2266061.01,956.919372559
531280.01,2266161.01,964.78125
531280.01,2266261.01,971.228027344
531280.01,2266361.01,982.108459473
531280.01,2266461.01,988.518493652
531280.01,2266561.01,990.878234863
531280.01,2266661.01,991.268432617
531280.01,2266761.01,994.408691406
531280.01,2266861.01,999.342163086
531280.01,2266961.01,995.772888184
531280.01,2267061.01,996.282653809
531280.01,2267161.01,996.383056641
531280.01,2267261.01,992.034423828
531280.01,2267361.01,994.219421387
531280.01,2267461.01,992.199951172
531280.01,2267561.01,989.432006836
531280.01,2267661.01,984.935058594
531280.01,2267761.01,979.297302246
531280.01,2267861.01,975.063049316
531280.01,2267961.01,970.676818848
531280.01,2268061.01,-9999
531380.01,2262761.01,-9999
531380.01,2262861.01,979.647949219
531380.01,2262961.01,979.897094727
531380.01,2263061.01,979.509460449
531380.01,2263161.01,979.306518555
531380.01,2263261.01,974.405395508
531380.01,2263361.01,969.843383789
531380.01,2263461.01,967.988525391
531380.01,2263561.01,965.667358398
531380.01,2263661.01,964.71282959
531380.01,2263761.01,964.309020996
531380.01,2263861.01,965.709411621
531380.01,2263961.01,966.340332031
531380.01,2264061.01,967.145141602
531380.01,2264161.01,967.053771973
531380.01,2264261.01,965.707092285
531380.01,2264361.01,963.58404541
531380.01,2264461.01,962.1015625
531380.01,2264561.01,961.018432617
531380.01,2264661.01,960.798583984
531380.01,2264761.01,961.858581543
531380.01,2264861.01,960.14263916
531380.01,2264961.01,959.72088623
531380.01,2265061.01,958.65802002
531380.01,2265161.01,958.580505371
531380.01,2265261.01,958.490844727
531380.01,2265361.01,961.433837891
531380.01,2265461.01,963.776306152
531380.01,2265561.01,964.698669434
531380.01,2265661.01,967.715087891
531380.01,2265761.01,970.661621094
531380.01,2265861.01,974.726745605
531380.01,2265961.01,984.236633301
531380.01,2266061.01,956.943237305
531380.01,2266161.01,964.522949219
531380.01,2266261.01,968.919921875
531380.01,2266361.01,979.099121094
531380.01,2266461.01,988.494934082
531380.01,2266561.01,989.389648438
531380.01,2266661.01,992.885681152
531380.01,2266761.01,997.340759277
531380.01,2266861.01,999.082336426
531380.01,2266961.01,996.268066406
531380.01,2267061.01,993.610473633
531380.01,2267161.01,993.823486328
531380.01,2267261.01,994.039245605
531380.01,2267361.01,991.313537598
531380.01,2267461.01,991.087341309
531380.01,2267561.01,986.418457031
531380.01,2267661.01,983.765869141
531380.01,2267761.01,979.904418945
531380.01,2267861.01,977.033813477
531380.01,2267961.01,970.545410156
531380.01,2268061.01,-9999
531480.01,2262661.01,-9999
531480.01,2262761.01,968.927001953
531480.01,2262861.01,973.997497559
531480.01,2262961.01,974.451538086
531480.01,2263061.01,972.006896973
531480.01,2263161.01,970.380310059
531480.01,2263261.01,969.349487305
531480.01,2263361.01,968.071960449
531480.01,2263461.01,966.585876465
531480.01,2263561.01,964.94152832
531480.01,2263661.01,963.632995605
531480.01,2263761.01,963.505187988
531480.01,2263861.01,964.357788086
531480.01,2263961.01,964.573547363
531480.01,2264061.01,964.705749512
531480.01,2264161.01,963.584533691
531480.01,2264261.01,961.82623291
531480.01,2264361.01,959.703735352
531480.01,2264461.01,959.224914551
531480.01,2264561.01,957.488037109
531480.01,2264661.01,957.303527832
531480.01,2264761.01,958.997009277
531480.01,2264861.01,958.409606934
531480.01,2264961.01,956.185974121
531480.01,2265061.01,952.121520996
531480.01,2265161.01,952.112548828
531480.01,2265261.01,952.846801758
531480.01,2265361.01,956.457702637
531480.01,2265461.01,958.787963867
531480.01,2265561.01,960.886535645
531480.01,2265661.01,965.451782227
531480.01,2265761.01,974.283935547
531480.01,2265861.01,978.163757324
531480.01,2265961.01,983.585571289
531480.01,2266061.01,991.325683594
531480.01,2266161.01,960.778320313
531480.01,2266261.01,967.052734375
531480.01,2266361.01,975.050720215
531480.01,2266461.01,984.39831543
531480.01,2266561.01,986.739624023
531480.01,2266661.01,990.412841797
531480.01,2266761.01,995.689453125
531480.01,2266861.01,995.592285156
531480.01,2266961.01,995.972045898
531480.01,2267061.01,996.222839355
531480.01,2267161.01,996.76348877
531480.01,2267261.01,994.462097168
531480.01,2267361.01,991.888427734
531480.01,2267461.01,990.014465332
531480.01,2267561.01,987.453552246
531480.01,2267661.01,984.859680176
531480.01,2267761.01,984.889831543
531480.01,2267861.01,980.383422852
531480.01,2267961.01,972.237304688
531480.01,2268061.01,967.918395996
531480.01,2268161.01,-9999
531580.01,2262661.01,963.398681641
531580.01,2262761.01,966.796447754
531580.01,2262861.01,968.832275391
531580.01,2262961.01,969.122558594
531580.01,2263061.01,966.562744141
531580.01,2263161.01,964.333129883
531580.01,2263261.01,964.881103516
531580.01,2263361.01,964.457885742
531580.01,2263461.01,963.760375977
531580.01,2263561.01,962.016174316
531580.01,2263661.01,961.523376465
531580.01,2263761.01,962.467224121
531580.01,2263861.01,963.151794434
531580.01,2263961.01,962.75213623
531580.01,2264061.01,962.482055664
531580.01,2264161.01,959.475585938
531580.01,2264261.01,958.071777344
531580.01,2264361.01,956.664367676
531580.01,2264461.01,956.534545898
531580.01,2264561.01,954.844726563
531580.01,2264661.01,953.62097168
531580.01,2264761.01,953.407531738
531580.01,2264861.01,951.312683105
531580.01,2264961.01,949.051330566
531580.01,2265061.01,948.761108398
531580.01,2265161.01,949.481872559
531580.01,2265261.01,950.53918457
531580.01,2265361.01,953.617858887
531580.01,2265461.01,955.515563965
531580.01,2265561.01,956.939025879
531580.01,2265661.01,963.307373047
531580.01,2265761.01,973.966186523
531580.01,2265861.01,979.926330566
531580.01,2265961.01,986.557495117
531580.01,2266061.01,991.495178223
531580.01,2266161.01,993.205200195
531580.01,2266261.01,968.145446777
531580.01,2266361.01,972.151184082
531580.01,2266461.01,976.058959961
531580.01,2266561.01,984.291503906
531580.01,2266661.01,988.870849609
531580.01,2266761.01,994.52545166
531580.01,2266861.01,996.223815918
531580.01,2266961.01,997.02355957
531580.01,2267061.01,996.259521484
531580.01,2267161.01,993.646911621
531580.01,2267261.01,991.520507813
531580.01,2267361.01,988.156677246
531580.01,2267461.01,987.162414551
531580.01,2267561.01,986.636352539
531580.01,2267661.01,985.720031738
531580.01,2267761.01,985.366149902
531580.01,2267861.01,979.494689941
531580.01,2267961.01,972.487304688
531580.01,2268061.01,969.741699219
531580.01,2268161.01,969.367980957
531580.01,2268261.01,-9999
531680.01,2262561.01,959.40625
531680.01,2262661.01,960.193359375
531680.01,2262761.01,962.115783691
531680.01,2262861.01,964.094116211
531680.01,2262961.01,964.282897949
531680.01,2263061.01,963.328918457
531680.01,2263161.01,961.322570801
531680.01,2263261.01,958.672729492
531680.01,2263361.01,959.911560059
531680.01,2263461.01,960.803833008
531680.01,2263561.01,960.429138184
531680.01,2263661.01,960.116516113
531680.01,2263761.01,960.152160645
531680.01,2263861.01,960.503540039
531680.01,2263961.01,959.189331055
531680.01,2264061.01,957.827087402
531680.01,2264161.01,957.26965332
531680.01,2264261.01,956.152404785
531680.01,2264361.01,956.071960449
531680.01,2264461.01,955.309082031
531680.01,2264561.01,950.922180176
531680.01,2264661.01,949.216674805
531680.01,2264761.01,947.918945313
531680.01,2264861.01,946.974121094
531680.01,2264961.01,947.392822266
531680.01,2265061.01,948.078613281
531680.01,2265161.01,949.27947998
531680.01,2265261.01,950.686462402
531680.01,2265361.01,952.283325195
531680.01,2265461.01,953.072814941
531680.01,2265561.01,954.056152344
531680.01,2265661.01,959.722961426
531680.01,2265761.01,971.637207031
531680.01,2265861.01,980.643249512
531680.01,2265961.01,988.402587891
531680.01,2266061.01,991.979919434
531680.01,2266161.01,992.947753906
531680.01,2266261.01,969.276245117
531680.01,2266361.01,972.786193848
531680.01,2266461.01,973.296020508
531680.01,2266561.01,977.647155762
531680.01,2266661.01,986.16027832
531680.01,2266761.01,988.642578125
531680.01,2266861.01,993.70703125
531680.01,2266961.01,994.037841797
531680.01,2267061.01,992.478820801
531680.01,2267161.01,988.947753906
531680.01,2267261.01,989.491333008
531680.01,2267361.01,989.473205566
531680.01,2267461.01,988.946533203
531680.01,2267561.01,986.855285645
531680.01,2267661.01,984.384277344
531680.01,2267761.01,982.132141113
531680.01,2267861.01,978.316467285
531680.01,2267961.01,974.382507324
531680.01,2268061.01,972.48651123
531680.01,2268161.01,970.061096191
531680.01,2268261.01,-9999
531780.01,2262461.01,959.234985352
531780.01,2262561.01,959.240356445
531780.01,2262661.01,959.240356445
531780.01,2262761.01,960.2734375
531780.01,2262861.01,960.664001465
531780.01,2262961.01,961.050415039
531780.01,2263061.01,960.879638672
531780.01,2263161.01,961.26348877
531780.01,2263261.01,959.668151855
531780.01,2263361.01,958.92199707
531780.01,2263461.01,959.397766113
531780.01,2263561.01,959.148925781
531780.01,2263661.01,959.27911377
531780.01,2263761.01,958.770080566
531780.01,2263861.01,959.707397461
531780.01,2263961.01,958.087768555
531780.01,2264061.01,954.482055664
531780.01,2264161.01,953.825073242
531780.01,2264261.01,953.502441406
531780.01,2264361.01,956.999755859
531780.01,2264461.01,954.545715332
531780.01,2264561.01,950.636535645
531780.01,2264661.01,948.838134766
531780.01,2264761.01,947.19152832
531780.01,2264861.01,946.477539063
531780.01,2264961.01,947.593383789
531780.01,2265061.01,949.668518066
531780.01,2265161.01,949.248657227
531780.01,2265261.01,949.950866699
531780.01,2265361.01,949.637878418
531780.01,2265461.01,949.552978516
531780.01,2265561.01,951.12322998
531780.01,2265661.01,958.249694824
531780.01,2265761.01,970.397888184
531780.01,2265861.01,977.692260742
531780.01,2265961.01,986.673095703
531780.01,2266061.01,992.432739258
531780.01,2266161.01,993.863464355
531780.01,2266261.01,993.205200195
531780.01,2266361.01,970.966308594
531780.01,2266461.01,971.109863281
531780.01,2266561.01,971.456054688
531780.01,2266661.01,979.43371582
531780.01,2266761.01,982.112670898
531780.01,2266861.01,987.396972656
531780.01,2266961.01,989.889892578
531780.01,2267061.01,988.580810547
531780.01,2267161.01,988.090393066
531780.01,2267261.01,989.06628418
531780.01,2267361.01,990.410644531
531780.01,2267461.01,989.921447754
531780.01,2267561.01,988.64453125
531780.01,2267661.01,985.720458984
531780.01,2267761.01,984.497741699
531780.01,2267861.01,982.32232666
531780.01,2267961.01,978.170043945
531780.01,2268061.01,976.256530762
531780.01,2268161.01,973.444335938
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,1001.285949707
531880.01,2262461.01,959.257629395
531880.01,2262561.01,959.257629395
531880.01,2262661.01,959.257629395
531880.01,2262761.01,959.686401367
531880.01,2262861.01,960.52142334
531880.01,2262961.01,959.281860352
531880.01,2263061.01,958.928649902
531880.01,2263161.01,958.928649902
531880.01,2263261.01,958.928649902
531880.01,2263361.01,958.928649902
531880.01,2263461.01,958.945068359
531880.01,2263561.01,959.283996582
531880.01,2263661.01,957.796813965
531880.01,2263761.01,957.318054199
531880.01,2263861.01,956.000061035
531880.01,2263961.01,959.44720459
531880.01,2264061.01,954.004943848
531880.01,2264161.01,953.666809082
531880.01,2264261.01,951.410705566
531880.01,2264361.01,958.971557617
531880.01,2264461.01,958.130187988
531880.01,2264561.01,957.887878418
531880.01,2264661.01,947.328979492
531880.01,2264761.01,946.213317871
531880.01,2264861.01,945.783203125
531880.01,2264961.01,946.325683594
531880.01,2265061.01,948.426513672
531880.01,2265161.01,948.5390625
531880.01,2265261.01,948.699768066
531880.01,2265361.01,946.62902832
531880.01,2265461.01,946.079528809
531880.01,2265561.01,947.404174805
531880.01,2265661.01,955.431335449
531880.01,2265761.01,962.57019043
531880.01,2265861.01,975.303100586
531880.01,2265961.01,985.031738281
531880.01,2266061.01,990.52746582
531880.01,2266161.01,995.637939453
531880.01,2266261.01,993.824707031
531880.01,2266361.01,968.817077637
531880.01,2266461.01,969.313659668
531880.01,2266561.01,969.175170898
531880.01,2266661.01,972.039733887
531880.01,2266761.01,975.839294434
531880.01,2266861.01,982.581176758
531880.01,2266961.01,987.865600586
531880.01,2267061.01,989.307861328
531880.01,2267161.01,990.024658203
531880.01,2267261.01,990.228637695
531880.01,2267361.01,990.358215332
531880.01,2267461.01,990.226257324
531880.01,2267561.01,989.499633789
531880.01,2267661.01,988.405761719
531880.01,2267761.01,985.693786621
531880.01,2267861.01,982.70513916
531880.01,2267961.01,980.750610352
531880.01,2268061.01,976.77331543
531880.01,2268161.01,973.894042969
531880.01,2268261.01,972.919189453
531880.01,2268361.01,-9999
531980.01,2262361.01,1001.784057617
531980.01,2262461.01,1001.784057617
531980.01,2262561.01,1001.784057617
531980.01,2262661.01,1001.784057617
531980.01,2262761.01,995.054077148
531980.01,2262861.01,993.793151855
531980.01,2262961.01,993.209289551
531980.01,2263061.01,993.209289551
531980.01,2263161.01,958.928649902
531980.01,2263261.01,991.759277344
531980.01,2263361.01,980.655029297
531980.01,2263461.01,958.928649902
531980.01,2263561.01,958.693969727
531980.01,2263661.01,955.34197998
531980.01,2263761.01,953.83770752
531980.01,2263861.01,952.86932373
531980.01,2263961.01,953.92388916
531980.01,2264061.01,953.92388916
531980.01,2264161.01,953.92388916
531980.01,2264261.01,951.743041992
531980.01,2264361.01,949.344787598
531980.01,2264461.01,959.266113281
531980.01,2264561.01,947.405334473
531980.01,2264661.01,947.152099609
531980.01,2264761.01,947.152099609
531980.01,2264861.01,947.07421875
531980.01,2264961.01,946.810180664
531980.01,2265061.01,946.077331543
531980.01,2265161.01,945.83782959
531980.01,2265261.01,945.200805664
531980.01,2265361.01,944.186401367
531980.01,2265461.01,943.503295898
531980.01,2265561.01,944.517333984
531980.01,2265661.01,951.420166016
531980.01,2265761.01,957.081542969
531980.01,2265861.01,970.990722656
531980.01,2265961.01,982.327697754
531980.01,2266061.01,986.598388672
531980.01,2266161.01,992.637451172
531980.01,2266261.01,992.612976074
531980.01,2266361.01,993.115478516
531980.01,2266461.01,968.183776855
531980.01,2266561.01,968.116943359
531980.01,2266661.01,969.545410156
531980.01,2266761.01,972.273925781
531980.01,2266861.01,979.807739258
531980.01,2266961.01,986.374145508
531980.01,2267061.01,989.436889648
531980.01,2267161.01,991.281616211
531980.01,2267261.01,992.310119629
531980.01,2267361.01,991.191223145
531980.01,2267461.01,989.229309082
531980.01,2267561.01,988.371520996
531980.01,2267661.01,986.904541016
531980.01,2267761.01,982.985229492
531980.01,2267861.01,983.033996582
531980.01,2267961.01,981.881225586
531980.01,2268061.01,979.106689453
531980.01,2268161.01,975.867797852
531980.01,2268261.01,974.41204834
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,1000.289611816
532080.01,2262361.01,1002.000305176
532080.01,2262461.01,1000.199035645
532080.01,2262561.01,1000.134277344
532080.01,2262661.01,998.375549316
532080.01,2262761.01,996.394226074
532080.01,2262861.01,994.015563965
532080.01,2262961.01,993.147766113
532080.01,2263061.01,993.133544922
532080.01,2263161.01,992.64263916
532080.01,2263261.01,991.87298584
532080.01,2263361.01,990.982971191
532080.01,2263461.01,989.395202637
532080.01,2263561.01,988.029418945
532080.01,2263661.01,985.230285645
532080.01,2263761.01,956.555847168
532080.01,2263861.01,955.06427002
532080.01,2263961.01,953.92388916
532080.01,2264061.01,964.233886719
532080.01,2264161.01,953.92388916
532080.01,2264261.01,960.761474609
532080.01,2264361.01,959.266113281
532080.01,2264461.01,959.266113281
532080.01,2264561.01,947.405334473
532080.01,2264661.01,947.152099609
532080.01,2264761.01,947.804626465
532080.01,2264861.01,947.530090332
532080.01,2264961.01,946.331787109
532080.01,2265061.01,945.457885742
532080.01,2265161.01,945.59967041
532080.01,2265261.01,943.901000977
532080.01,2265361.01,941.691772461
532080.01,2265461.01,940.537597656
532080.01,2265561.01,941.088012695
532080.01,2265661.01,946.430114746
532080.01,2265761.01,951.682006836
532080.01,2265861.01,965.346923828
532080.01,2265961.01,977.468811035
532080.01,2266061.01,981.505432129
532080.01,2266161.01,988.553833008
532080.01,2266261.01,988.326477051
532080.01,2266361.01,988.884643555
532080.01,2266461.01,966.054321289
532080.01,2266561.01,967.007629395
532080.01,2266661.01,965.230529785
532080.01,2266761.01,967.498413086
532080.01,2266861.01,975.334960938
532080.01,2266961.01,979.233459473
532080.01,2267061.01,988.201721191
532080.01,2267161.01,991.384094238
532080.01,2267261.01,992.6875
532080.01,2267361.01,992.051391602
532080.01,2267461.01,988.46105957
532080.01,2267561.01,985.768310547
532080.01,2267661.01,984.804382324
532080.01,2267761.01,983.833251953
532080.01,2267861.01,983.487548828
532080.01,2267961.01,982.925842285
532080.01,2268061.01,981.764099121
532080.01,2268161.01,979.783813477
532080.01,2268261.01,978.161499023
532080.01,2268361.01,975.301696777
532080.01,2268461.01,-9999
532180.01,2262161.01,1003.171264648
532180.01,2262261.01,1003.964477539
532180.01,2262361.01,1002.893432617
532180.01,2262461.01,997.60534668
532180.01,2262561.01,997.102661133
532180.01,2262661.01,995.11340332
532180.01,2262761.01,995.127319336
532180.01,2262861.01,992.92175293
532180.01,2262961.01,992.689819336
532180.01,2263061.01,992.058227539
532180.01,2263161.01,991.345581055
532180.01,2263261.01,990.780395508
532180.01,2263361.01,988.01574707
532180.01,2263461.01,986.424804688
532180.01,2263561.01,986.811645508
532180.01,2263661.01,984.292053223
532180.01,2263761.01,958.025390625
532180.01,2263861.01,956.878112793
532180.01,2263961.01,954.39666748
532180.01,2264061.01,962.970275879
532180.01,2264161.01,961.423400879
532180.01,2264261.01,960.071594238
532180.01,2264361.01,959.372741699
532180.01,2264461.01,958.456848145
532180.01,2264561.01,957.320800781
532180.01,2264661.01,949.691162109
532180.01,2264761.01,948.491821289
532180.01,2264861.01,946.637268066
532180.01,2264961.01,945.225219727
532180.01,2265061.01,943.886962891
532180.01,2265161.01,942.925720215
532180.01,2265261.01,942.138671875
532180.01,2265361.01,938.39263916
532180.01,2265461.01,938.127075195
532180.01,2265561.01,938.756591797
532180.01,2265661.01,943.399047852
532180.01,2265761.01,947.804748535
532180.01,2265861.01,958.485351563
532180.01,2265961.01,969.702270508
532180.01,2266061.01,972.626831055
532180.01,2266161.01,979.204956055
532180.01,2266261.01,983.287414551
532180.01,2266361.01,982.395568848
532180.01,2266461.01,983.646118164
532180.01,2266561.01,965.590942383
532180.01,2266661.01,964.964233398
532180.01,2266761.01,964.980041504
532180.01,2266861.01,967.563232422
532180.01,2266961.01,971.30279541
532180.01,2267061.01,983.167358398
532180.01,2267161.01,988.258117676
532180.01,2267261.01,989.848144531
532180.01,2267361.01,989.174072266
532180.01,2267461.01,985.860900879
532180.01,2267561.01,984.724182129
532180.01,2267661.01,984.580749512
532180.01,2267761.01,984.558532715
532180.01,2267861.01,983.348876953
532180.01,2267961.01,983.911437988
532180.01,2268061.01,982.42791748
532180.01,2268161.01,981.5078125
532180.01,2268261.01,979.206176758
532180.01,2268361.01,975.018005371
532180.01,2268461.01,-9999
532180.01,2268561.01,-9999
532280.01,2262061.01,998.982543945
532280.01,2262161.01,1002.954223633
532280.01,2262261.01,1005.061706543
532280.01,2262361.01,999.836181641
532280.01,2262461.01,995.87878418
532280.01,2262561.01,994.346801758
532280.01,2262661.01,992.925292969
532280.01,2262761.01,992.858947754
532280.01,2262861.01,992.364807129
532280.01,2262961.01,991.737670898
532280.01,2263061.01,991.11529541
532280.01,2263161.01,989.839538574
532280.01,2263261.01,988.227294922
532280.01,2263361.01,985.622314453
532280.01,2263461.01,981.211547852
532280.01,2263561.01,977.727661133
532280.01,2263661.01,976.410400391
532280.01,2263761.01,962.702453613
532280.01,2263861.01,963.182739258
532280.01,2263961.01,959.815063477
532280.01,2264061.01,957.529663086
532280.01,2264161.01,960.103820801
532280.01,2264261.01,959.663391113
532280.01,2264361.01,959.647033691
532280.01,2264461.01,958.034790039
532280.01,2264561.01,955.313293457
532280.01,2264661.01,950.184448242
532280.01,2264761.01,947.868103027
532280.01,2264861.01,944.546936035
532280.01,2264961.01,941.93359375
532280.01,2265061.01,939.96661377
532280.01,2265161.01,938.24810791
532280.01,2265261.01,937.648864746
532280.01,2265361.01,937.08013916
532280.01,2265461.01,936.884277344
532280.01,2265561.01,938.496459961
532280.01,2265661.01,939.037658691
532280.01,2265761.01,943.575744629
532280.01,2265861.01,951.085021973
532280.01,2265961.01,954.029541016
532280.01,2266061.01,961.351806641
532280.01,2266161.01,969.262145996
532280.01,2266261.01,976.269104004
532280.01,2266361.01,977.382568359
532280.01,2266461.01,965.578369141
532280.01,2266561.01,965.343811035
532280.01,2266661.01,966.480773926
532280.01,2266761.01,964.459350586
532280.01,2266861.01,965.676025391
532280.01,2266961.01,973.676635742
532280.01,2267061.01,984.252929688
532280.01,2267161.01,986.971618652
532280.01,2267261.01,985.831176758
532280.01,2267361.01,984.749084473
532280.01,2267461.01,985.272521973
532280.01,2267561.01,984.486816406
532280.01,2267661.01,984.264099121
532280.01,2267761.01,984.570373535
532280.01,2267861.01,984.531311035
532280.01,2267961.01,984.089416504
532280.01,2268061.01,982.735351563
532280.01,2268161.01,981.47467041
532280.01,2268261.01,978.959594727
532280.01,2268361.01,973.551879883
532280.01,2268461.01,970.825256348
532280.01,2268561.01,-9999
532380.01,2262061.01,1000.231506348
532380.01,2262161.01,1003.505859375
532380.01,2262261.01,1003.503723145
532380.01,2262361.01,1000.09753418
532380.01,2262461.01,999.640319824
532380.01,2262561.01,998.150390625
532380.01,2262661.01,995.392150879
532380.01,2262761.01,995.025085449
532380.01,2262861.01,992.250610352
532380.01,2262961.01,991.417053223
532380.01,2263061.01,987.60723877
532380.01,2263161.01,990.316589355
532380.01,2263261.01,989.544189453
532380.01,2263361.01,991.456054688
532380.01,2263461.01,990.904663086
532380.01,2263561.01,967.103027344
532380.01,2263661.01,965.443969727
532380.01,2263761.01,961.552307129
532380.01,2263861.01,961.470397949
532380.01,2263961.01,960.456542969
532380.01,2264061.01,958.205200195
532380.01,2264161.01,957.437988281
532380.01,2264261.01,959.437194824
532380.01,2264361.01,959.255065918
532380.01,2264461.01,957.166381836
532380.01,2264561.01,954.28314209
532380.01,2264661.01,950.654052734
532380.01,2264761.01,948.157287598
532380.01,2264861.01,941.702880859
532380.01,2264961.01,938.139526367
532380.01,2265061.01,936.472839355
532380.01,2265161.01,935.326782227
532380.01,2265261.01,934.828674316
532380.01,2265361.01,933.94140625
532380.01,2265461.01,933.350463867
532380.01,2265561.01,934.475952148
532380.01,2265661.01,935.010009766
532380.01,2265761.01,938.993286133
532380.01,2265861.01,945.619812012
532380.01,2265961.01,948.788696289
532380.01,2266061.01,955.416931152
532380.01,2266161.01,963.513000488
532380.01,2266261.01,967.538085938
532380.01,2266361.01,972.322387695
532380.01,2266461.01,967.487915039
532380.01,2266561.01,965.578369141
