"X","Y","H02_TBeauce (Depth)"
531980.01,2263061.01,-80.956932068
531980.01,2263161.01,-81.087615967
531980.01,2263261.01,-81.390777588
531980.01,2263361.01,-82.282463074
531980.01,2263461.01,-83.526893616
531980.01,2263561.01,-83.699195862
531980.01,2263661.01,-85.276374817
531980.01,2263761.01,-86.641616821
531980.01,2263861.01,-87.390510559
531980.01,2263961.01,-89.33215332
531980.01,2264061.01,-91.02696991
531980.01,2264161.01,-91.546211243
531980.01,2264261.01,-91.07359314
531980.01,2264361.01,-90.638397217
531980.01,2264461.01,-91.241271973
531980.01,2264561.01,-91.988334656
531980.01,2264661.01,-92.380935669
531980.01,2264761.01,-93.720085144
531980.01,2264861.01,-94.000602722
531980.01,2264961.01,-93.744384766
531980.01,2265061.01,-92.990776062
531980.01,2265161.01,-92.902671814
531980.01,2265261.01,-93.25491333
531980.01,2265361.01,-93.873123169
531980.01,2265461.01,-93.986312866
531980.01,2265561.01,-94.751953125
531980.01,2265661.01,-96.453681946
531980.01,2265761.01,-97.239677429
531980.01,2265861.01,-96.956871033
531980.01,2265961.01,-95.457824707
531980.01,2266061.01,-92.891998291
531980.01,2266161.01,-91.886314392
531980.01,2266261.01,-92.333686829
531980.01,2266361.01,-93.270462036
531980.01,2266461.01,-92.842338562
531980.01,2266561.01,-93.036575317
531980.01,2266661.01,-94.750602722
531980.01,2266761.01,-94.769508362
531980.01,2266861.01,-91.55606842
531980.01,2266961.01,-88.664382935
531980.01,2267061.01,-87.14200592
531980.01,2267161.01,-85.927864075
531980.01,2267261.01,-84.124916077
531980.01,2267361.01,-83.888900757
531980.01,2267461.01,-83.218193054
531980.01,2267561.01,-81.319366455
531980.01,2267661.01,-80.979988098
531980.01,2267761.01,-81.053642273
531980.01,2267861.01,-80.534706116
531980.01,2267961.01,-80.190032959
531980.01,2268061.01,-80.856430054
531980.01,2268161.01,-79.605239868
531980.01,2268261.01,-80.492332458
531980.01,2268361.01,-81.701049805
531980.01,2268461.01,-82.401000977
532080.01,2262261.01,-85.711730957
532080.01,2262361.01,-84.650062561
532080.01,2262461.01,-84.483840942
532080.01,2262561.01,-83.006942749
532080.01,2262661.01,-81.880004883
532080.01,2262761.01,-82.504699707
532080.01,2262861.01,-83.242156982
532080.01,2262961.01,-81.760177612
532080.01,2263061.01,-80.078338623
532080.01,2263161.01,-79.83190918
532080.01,2263261.01,-81.402313232
532080.01,2263361.01,-84.712059021
532080.01,2263461.01,-87.07245636
532080.01,2263561.01,-86.734680176
532080.01,2263661.01,-86.914077759
532080.01,2263761.01,-87.137145996
532080.01,2263861.01,-87.148155212
532080.01,2263961.01,-89.085281372
532080.01,2264061.01,-89.760482788
532080.01,2264161.01,-90.098579407
532080.01,2264261.01,-89.930038452
532080.01,2264361.01,-90.131538391
532080.01,2264461.01,-91.46547699
532080.01,2264561.01,-92.44758606
532080.01,2264661.01,-92.699867249
532080.01,2264761.01,-93.71509552
532080.01,2264861.01,-94.276908875
532080.01,2264961.01,-93.563430786
532080.01,2265061.01,-92.703422546
532080.01,2265161.01,-92.895545959
532080.01,2265261.01,-92.951210022
532080.01,2265361.01,-93.169822693
532080.01,2265461.01,-93.716598511
532080.01,2265561.01,-94.081047058
532080.01,2265661.01,-95.206161499
532080.01,2265761.01,-96.159225464
532080.01,2265861.01,-96.832015991
532080.01,2265961.01,-95.492668152
532080.01,2266061.01,-92.832954407
532080.01,2266161.01,-91.835952759
532080.01,2266261.01,-92.079727173
532080.01,2266361.01,-92.540779114
532080.01,2266461.01,-92.073165894
532080.01,2266561.01,-92.475517273
532080.01,2266661.01,-93.709381104
532080.01,2266761.01,-95.047149658
532080.01,2266861.01,-92.68572998
532080.01,2266961.01,-88.187957764
532080.01,2267061.01,-87.05443573
532080.01,2267161.01,-86.084579468
532080.01,2267261.01,-85.074768066
532080.01,2267361.01,-83.366111755
532080.01,2267461.01,-83.072135925
532080.01,2267561.01,-81.696777344
532080.01,2267661.01,-81.14540863
532080.01,2267761.01,-81.269439697
532080.01,2267861.01,-80.997589111
532080.01,2267961.01,-81.244285583
532080.01,2268061.01,-81.835876465
532080.01,2268161.01,-80.244102478
532080.01,2268261.01,-80.270362854
532080.01,2268361.01,-81.072761536
532080.01,2268461.01,-81.828590393
532180.01,2262161.01,-87.188476563
532180.01,2262261.01,-83.735786438
532180.01,2262361.01,-83.384338379
532180.01,2262461.01,-84.236869812
532180.01,2262561.01,-83.144348145
532180.01,2262661.01,-81.979057312
532180.01,2262761.01,-83.202857971
532180.01,2262861.01,-84.700553894
532180.01,2262961.01,-82.178741455
532180.01,2263061.01,-79.777053833
532180.01,2263161.01,-78.802108765
532180.01,2263261.01,-82.821235657
532180.01,2263361.01,-87.788513184
532180.01,2263461.01,-91.050010681
532180.01,2263561.01,-90.677330017
532180.01,2263661.01,-89.757408142
532180.01,2263761.01,-88.029449463
532180.01,2263861.01,-86.824684143
532180.01,2263961.01,-87.782241821
532180.01,2264061.01,-88.208885193
532180.01,2264161.01,-88.765701294
532180.01,2264261.01,-89.017219543
532180.01,2264361.01,-90.082771301
532180.01,2264461.01,-91.893486023
532180.01,2264561.01,-93.108413696
532180.01,2264661.01,-93.622497559
532180.01,2264761.01,-94.409683228
532180.01,2264861.01,-94.83341217
532180.01,2264961.01,-93.133705139
532180.01,2265061.01,-92.565193176
532180.01,2265161.01,-93.077865601
532180.01,2265261.01,-92.559181213
532180.01,2265361.01,-92.936813354
532180.01,2265461.01,-93.39855957
532180.01,2265561.01,-93.681312561
532180.01,2265661.01,-94.362808228
532180.01,2265761.01,-94.725746155
532180.01,2265861.01,-96.01449585
532180.01,2265961.01,-96.055648804
532180.01,2266061.01,-93.13066864
532180.01,2266161.01,-92.031852722
532180.01,2266261.01,-91.585655212
532180.01,2266361.01,-91.332885742
532180.01,2266461.01,-91.674781799
532180.01,2266561.01,-92.979553223
532180.01,2266661.01,-93.455444336
532180.01,2266761.01,-95.03302002
532180.01,2266861.01,-93.162322998
532180.01,2266961.01,-88.028541565
532180.01,2267061.01,-86.938400269
532180.01,2267161.01,-85.146827698
532180.01,2267261.01,-84.361030579
532180.01,2267361.01,-83.093238831
532180.01,2267461.01,-82.9347229
532180.01,2267561.01,-82.575454712
532180.01,2267661.01,-82.208229065
532180.01,2267761.01,-81.910202026
532180.01,2267861.01,-81.433311462
532180.01,2267961.01,-81.119117737
532180.01,2268061.01,-81.360923767
532180.01,2268161.01,-79.591163635
532180.01,2268261.01,-79.760734558
532180.01,2268361.01,-80.732673645
532180.01,2268461.01,-81.675109863
532180.01,2268561.01,-82.794326782
532280.01,2262061.01,-88.296569824
532280.01,2262161.01,-85.19228363
532280.01,2262261.01,-81.058624268
532280.01,2262361.01,-81.753936768
532280.01,2262461.01,-83.760871887
532280.01,2262561.01,-84.03414917
532280.01,2262661.01,-83.240226746
532280.01,2262761.01,-84.045974731
532280.01,2262861.01,-84.579460144
532280.01,2262961.01,-81.619422913
532280.01,2263061.01,-80.044265747
532280.01,2263161.01,-80.213088989
532280.01,2263261.01,-83.842163086
532280.01,2263361.01,-88.514381409
532280.01,2263461.01,-91.685089111
532280.01,2263561.01,-91.839996338
532280.01,2263661.01,-91.627967834
532280.01,2263761.01,-89.459602356
532280.01,2263861.01,-87.660049438
532280.01,2263961.01,-87.870407104
532280.01,2264061.01,-88.476867676
532280.01,2264161.01,-88.957901001
532280.01,2264261.01,-88.273902893
532280.01,2264361.01,-89.350784302
532280.01,2264461.01,-90.734931946
532280.01,2264561.01,-92.158042908
532280.01,2264661.01,-93.271644592
532280.01,2264761.01,-94.429794312
532280.01,2264861.01,-95.37828064
532280.01,2264961.01,-93.142173767
532280.01,2265061.01,-93.928985596
532280.01,2265161.01,-94.096694946
532280.01,2265261.01,-92.020423889
532280.01,2265361.01,-92.868026733
532280.01,2265461.01,-93.285255432
532280.01,2265561.01,-92.920120239
532280.01,2265661.01,-93.522720337
532280.01,2265761.01,-94.619819641
532280.01,2265861.01,-94.999198914
532280.01,2265961.01,-96.261245728
532280.01,2266061.01,-93.87046814
532280.01,2266161.01,-91.644325256
532280.01,2266261.01,-90.583984375
532280.01,2266361.01,-90.088867188
532280.01,2266461.01,-91.036483765
532280.01,2266561.01,-92.473472595
532280.01,2266661.01,-93.234085083
532280.01,2266761.01,-94.162376404
532280.01,2266861.01,-93.671913147
532280.01,2266961.01,-89.438804626
532280.01,2267061.01,-87.087516785
532280.01,2267161.01,-85.269073486
532280.01,2267261.01,-83.49634552
532280.01,2267361.01,-82.970001221
532280.01,2267461.01,-82.992218018
532280.01,2267561.01,-83.006004333
532280.01,2267661.01,-83.156562805
532280.01,2267761.01,-82.043319702
532280.01,2267861.01,-81.618606567
532280.01,2267961.01,-81.000183105
532280.01,2268061.01,-80.911605835
532280.01,2268161.01,-79.996391296
532280.01,2268261.01,-80.329696655
532280.01,2268361.01,-81.165367126
532280.01,2268461.01,-82.199211121
532280.01,2268561.01,-83.062149048
532380.01,2262061.01,-86.521903992
532380.01,2262161.01,-83.662254333
532380.01,2262261.01,-80.888809204
532380.01,2262361.01,-81.929351807
532380.01,2262461.01,-84.025535583
532380.01,2262561.01,-85.406227112
532380.01,2262661.01,-85.021636963
532380.01,2262761.01,-85.084617615
532380.01,2262861.01,-84.200065613
532380.01,2262961.01,-80.768951416
532380.01,2263061.01,-79.109985352
532380.01,2263161.01,-79.548484802
532380.01,2263261.01,-81.752105713
532380.01,2263361.01,-85.915344238
532380.01,2263461.01,-89.087036133
532380.01,2263561.01,-90.263687134
532380.01,2263661.01,-91.98777771
532380.01,2263761.01,-91.115348816
532380.01,2263861.01,-89.224349976
532380.01,2263961.01,-89.178131104
532380.01,2264061.01,-89.539283752
532380.01,2264161.01,-89.319343567
532380.01,2264261.01,-88.123733521
532380.01,2264361.01,-88.658706665
532380.01,2264461.01,-89.108901978
532380.01,2264561.01,-90.394470215
532380.01,2264661.01,-91.814537048
532380.01,2264761.01,-93.332572937
532380.01,2264861.01,-94.265464783
532380.01,2264961.01,-93.243888855
532380.01,2265061.01,-94.959709167
532380.01,2265161.01,-94.499549866
532380.01,2265261.01,-92.751731873
532380.01,2265361.01,-92.926086426
532380.01,2265461.01,-93.089866638
532380.01,2265561.01,-92.502197266
532380.01,2265661.01,-92.417701721
532380.01,2265761.01,-93.997177124
532380.01,2265861.01,-94.820533752
532380.01,2265961.01,-95.144622803
532380.01,2266061.01,-93.514709473
532380.01,2266161.01,-91.137123108
532380.01,2266261.01,-89.991989136
532380.01,2266361.01,-89.666313171
532380.01,2266461.01,-90.181365967
532380.01,2266561.01,-91.332595825
532380.01,2266661.01,-92.385559082
532380.01,2266761.01,-92.663085938
532380.01,2266861.01,-93.992874146
532380.01,2266961.01,-91.685958862
532380.01,2267061.01,-88.696617126
532380.01,2267161.01,-86.321220398
532380.01,2267261.01,-83.601051331
532380.01,2267361.01,-83.006568909
532380.01,2267461.01,-82.534133911
532380.01,2267561.01,-82.427452087
532380.01,2267661.01,-82.087837219
532380.01,2267761.01,-81.211532593
532380.01,2267861.01,-81.140052795
532380.01,2267961.01,-81.414253235
532380.01,2268061.01,-81.425048828
532380.01,2268161.01,-81.647346497
532380.01,2268261.01,-81.762947083
532380.01,2268361.01,-81.974159241
532380.01,2268461.01,-82.519767761
532380.01,2268561.01,-82.640953064
532380.01,2268661.01,-83.051925659
532480.01,2261961.01,-86.937789917
532480.01,2262061.01,-85.27671051
532480.01,2262161.01,-83.117683411
532480.01,2262261.01,-81.611488342
532480.01,2262361.01,-82.406593323
532480.01,2262461.01,-83.944442749
532480.01,2262561.01,-85.994308472
532480.01,2262661.01,-85.974021912
532480.01,2262761.01,-85.980667114
532480.01,2262861.01,-84.81136322
532480.01,2262961.01,-81.126113892
532480.01,2263061.01,-78.55128479
532480.01,2263161.01,-78.292289734
532480.01,2263261.01,-79.71673584
532480.01,2263361.01,-83.148384094
532480.01,2263461.01,-86.579277039
532480.01,2263561.01,-89.276885986
532480.01,2263661.01,-91.337539673
532480.01,2263761.01,-91.10067749
532480.01,2263861.01,-90.287330627
532480.01,2263961.01,-90.037872314
532480.01,2264061.01,-90.061180115
532480.01,2264161.01,-89.551933289
532480.01,2264261.01,-88.570220947
532480.01,2264361.01,-89.285079956
532480.01,2264461.01,-89.823875427
532480.01,2264561.01,-91.135932922
532480.01,2264661.01,-91.754829407
532480.01,2264761.01,-92.322143555
532480.01,2264861.01,-93.204582214
532480.01,2264961.01,-92.950195313
532480.01,2265061.01,-94.175621033
532480.01,2265161.01,-94.083984375
532480.01,2265261.01,-93.641136169
532480.01,2265361.01,-92.998825073
532480.01,2265461.01,-92.245552063
532480.01,2265561.01,-92.159484863
532480.01,2265661.01,-91.872558594
532480.01,2265761.01,-92.977645874
532480.01,2265861.01,-94.149330139
532480.01,2265961.01,-93.858558655
532480.01,2266061.01,-91.89074707
532480.01,2266161.01,-91.108482361
532480.01,2266261.01,-90.132743835
532480.01,2266361.01,-89.787155151
532480.01,2266461.01,-89.300231934
532480.01,2266561.01,-89.944793701
532480.01,2266661.01,-91.039649963
532480.01,2266761.01,-91.712966919
532480.01,2266861.01,-93.443130493
532480.01,2266961.01,-92.940612793
532480.01,2267061.01,-90.376571655
532480.01,2267161.01,-86.792755127
532480.01,2267261.01,-84.362304688
532480.01,2267361.01,-83.069648743
532480.01,2267461.01,-82.125007629
532480.01,2267561.01,-81.984954834
532480.01,2267661.01,-81.275512695
532480.01,2267761.01,-80.069290161
532480.01,2267861.01,-80.844429016
532480.01,2267961.01,-82.014793396
532480.01,2268061.01,-82.357940674
532480.01,2268161.01,-82.759048462
532480.01,2268261.01,-82.503555298
532480.01,2268361.01,-82.356742859
532480.01,2268461.01,-82.17590332
532480.01,2268561.01,-82.275901794
532480.01,2268661.01,-82.651153564
532580.01,2261861.01,-87.26776123
532580.01,2261961.01,-85.933815002
532580.01,2262061.01,-84.31577301
532580.01,2262161.01,-82.391548157
532580.01,2262261.01,-81.187957764
532580.01,2262361.01,-81.833900452
532580.01,2262461.01,-83.423713684
532580.01,2262561.01,-85.399284363
532580.01,2262661.01,-85.192840576
532580.01,2262761.01,-85.302970886
532580.01,2262861.01,-85.109809875
532580.01,2262961.01,-81.736618042
532580.01,2263061.01,-79.047821045
532580.01,2263161.01,-78.178634644
532580.01,2263261.01,-78.845428467
532580.01,2263361.01,-81.175338745
532580.01,2263461.01,-84.821624756
532580.01,2263561.01,-88.901855469
532580.01,2263661.01,-90.207969666
532580.01,2263761.01,-90.626029968
532580.01,2263861.01,-90.885253906
532580.01,2263961.01,-89.78175354
532580.01,2264061.01,-89.447135925
532580.01,2264161.01,-89.257049561
532580.01,2264261.01,-88.447555542
532580.01,2264361.01,-89.51852417
532580.01,2264461.01,-90.599082947
532580.01,2264561.01,-91.922607422
532580.01,2264661.01,-92.322257996
532580.01,2264761.01,-91.832176208
532580.01,2264861.01,-92.810264587
532580.01,2264961.01,-94.173835754
532580.01,2265061.01,-94.06199646
532580.01,2265161.01,-94.172927856
532580.01,2265261.01,-94.166969299
532580.01,2265361.01,-93.021896362
532580.01,2265461.01,-91.951728821
532580.01,2265561.01,-91.959152222
532580.01,2265661.01,-91.760284424
532580.01,2265761.01,-92.5362854
532580.01,2265861.01,-93.39641571
532580.01,2265961.01,-92.721122742
532580.01,2266061.01,-90.875518799
532580.01,2266161.01,-92.031066895
532580.01,2266261.01,-90.266441345
532580.01,2266361.01,-89.253379822
532580.01,2266461.01,-88.438346863
532580.01,2266561.01,-88.502670288
532580.01,2266661.01,-89.345993042
532580.01,2266761.01,-90.752052307
532580.01,2266861.01,-92.08694458
532580.01,2266961.01,-92.115409851
532580.01,2267061.01,-89.783981323
532580.01,2267161.01,-85.572990417
532580.01,2267261.01,-83.406532288
532580.01,2267361.01,-82.903800964
532580.01,2267461.01,-80.617706299
532580.01,2267561.01,-81.177711487
532580.01,2267661.01,-80.569755554
532580.01,2267761.01,-80.178535461
532580.01,2267861.01,-81.586578369
532580.01,2267961.01,-82.894416809
532580.01,2268061.01,-83.722297668
532580.01,2268161.01,-83.543701172
532580.01,2268261.01,-82.637985229
532580.01,2268361.01,-82.098968506
532580.01,2268461.01,-81.828155518
532580.01,2268561.01,-81.900779724
532580.01,2268661.01,-82.231643677
532580.01,2268761.01,-82.764900208
532680.01,2261761.01,-87.071907043
532680.01,2261861.01,-86.453529358
532680.01,2261961.01,-85.390960693
532680.01,2262061.01,-83.89364624
532680.01,2262161.01,-81.494781494
532680.01,2262261.01,-80.247131348
532680.01,2262361.01,-81.172691345
532680.01,2262461.01,-82.819450378
532680.01,2262561.01,-84.09539032
532680.01,2262661.01,-83.646682739
532680.01,2262761.01,-83.670303345
532680.01,2262861.01,-84.255523682
532680.01,2262961.01,-82.832427979
532680.01,2263061.01,-80.101898193
532680.01,2263161.01,-78.914924622
532680.01,2263261.01,-79.199310303
532680.01,2263361.01,-80.54196167
532680.01,2263461.01,-83.775817871
532680.01,2263561.01,-87.846725464
532680.01,2263661.01,-88.806777954
532680.01,2263761.01,-89.782661438
532680.01,2263861.01,-90.837974548
532680.01,2263961.01,-89.162620544
532680.01,2264061.01,-87.442100525
532680.01,2264161.01,-86.821853638
532680.01,2264261.01,-87.319564819
532680.01,2264361.01,-88.475799561
532680.01,2264461.01,-89.842399597
532680.01,2264561.01,-90.949279785
532680.01,2264661.01,-91.860244751
532680.01,2264761.01,-91.139396667
532680.01,2264861.01,-91.147842407
532680.01,2264961.01,-92.500801086
532680.01,2265061.01,-92.899765015
532680.01,2265161.01,-93.240074158
532680.01,2265261.01,-93.791023254
532680.01,2265361.01,-93.070266724
532680.01,2265461.01,-92.215744019
532680.01,2265561.01,-91.689064026
532680.01,2265661.01,-91.296783447
532680.01,2265761.01,-92.651374817
532680.01,2265861.01,-92.911079407
532680.01,2265961.01,-92.603729248
532680.01,2266061.01,-91.614189148
532680.01,2266161.01,-90.629905701
532680.01,2266261.01,-89.451461792
532680.01,2266361.01,-88.562088013
532680.01,2266461.01,-87.782463074
532680.01,2266561.01,-87.851470947
532680.01,2266661.01,-88.620903015
532680.01,2266761.01,-89.904380798
532680.01,2266861.01,-89.542640686
532680.01,2266961.01,-88.97644043
532680.01,2267061.01,-87.34954834
532680.01,2267161.01,-84.371246338
532680.01,2267261.01,-81.820770264
532680.01,2267361.01,-81.590141296
532680.01,2267461.01,-80.890884399
532680.01,2267561.01,-81.04271698
532680.01,2267661.01,-80.99042511
532680.01,2267761.01,-81.678588867
532680.01,2267861.01,-83.000114441
532680.01,2267961.01,-84.006103516
532680.01,2268061.01,-84.714950562
532680.01,2268161.01,-83.365631104
532680.01,2268261.01,-82.437004089
532680.01,2268361.01,-81.858345032
532680.01,2268461.01,-81.592102051
532680.01,2268561.01,-81.618896484
532680.01,2268661.01,-81.871856689
532680.01,2268761.01,-82.332183838
532780.01,2261761.01,-85.959190369
532780.01,2261861.01,-85.547538757
532780.01,2261961.01,-84.640342712
532780.01,2262061.01,-83.003509521
532780.01,2262161.01,-80.1795578
532780.01,2262261.01,-79.115867615
532780.01,2262361.01,-80.468193054
532780.01,2262461.01,-81.602897644
532780.01,2262561.01,-82.271682739
532780.01,2262661.01,-82.071136475
532780.01,2262761.01,-81.839820862
532780.01,2262861.01,-82.415794373
532780.01,2262961.01,-82.685791016
532780.01,2263061.01,-79.595870972
532780.01,2263161.01,-79.606758118
532780.01,2263261.01,-80.353149414
532780.01,2263361.01,-82.001251221
532780.01,2263461.01,-83.759254456
532780.01,2263561.01,-86.344459534
532780.01,2263661.01,-87.657989502
532780.01,2263761.01,-88.976257324
532780.01,2263861.01,-89.935691833
532780.01,2263961.01,-88.414154053
532780.01,2264061.01,-85.925239563
532780.01,2264161.01,-85.687362671
532780.01,2264261.01,-87.357398987
532780.01,2264361.01,-88.145965576
532780.01,2264461.01,-89.010383606
532780.01,2264561.01,-89.921783447
532780.01,2264661.01,-90.839401245
532780.01,2264761.01,-90.060546875
532780.01,2264861.01,-89.665840149
532780.01,2264961.01,-90.583816528
532780.01,2265061.01,-90.935043335
532780.01,2265161.01,-91.416114807
532780.01,2265261.01,-92.708137512
532780.01,2265361.01,-92.769096375
532780.01,2265461.01,-92.34197998
532780.01,2265561.01,-91.210388184
532780.01,2265661.01,-90.634773254
532780.01,2265761.01,-91.896003723
532780.01,2265861.01,-92.380691528
532780.01,2265961.01,-93.239654541
532780.01,2266061.01,-92.688232422
532780.01,2266161.01,-90.970779419
532780.01,2266261.01,-89.186798096
532780.01,2266361.01,-89.254631042
532780.01,2266461.01,-88.58505249
532780.01,2266561.01,-88.013504028
532780.01,2266661.01,-88.246543884
532780.01,2266761.01,-87.895263672
532780.01,2266861.01,-86.745635986
532780.01,2266961.01,-86.157997131
532780.01,2267061.01,-85.036231995
532780.01,2267161.01,-84.025222778
532780.01,2267261.01,-81.998336792
532780.01,2267361.01,-81.000427246
532780.01,2267461.01,-80.973724365
532780.01,2267561.01,-81.253067017
532780.01,2267661.01,-81.696708679
532780.01,2267761.01,-82.329589844
532780.01,2267861.01,-83.532417297
532780.01,2267961.01,-85.302993774
532780.01,2268061.01,-84.553771973
532780.01,2268161.01,-83.273628235
532780.01,2268261.01,-82.335243225
532780.01,2268361.01,-81.7159729
532780.01,2268461.01,-81.400741577
532780.01,2268561.01,-81.370521545
532780.01,2268661.01,-81.552627563
532780.01,2268761.01,-81.919654846
532780.01,2268861.01,-82.484992981
532880.01,2261661.01,-84.115615845
532880.01,2261761.01,-84.654975891
532880.01,2261861.01,-84.683052063
532880.01,2261961.01,-83.536392212
532880.01,2262061.01,-81.783943176
532880.01,2262161.01,-79.161521912
532880.01,2262261.01,-78.248565674
532880.01,2262361.01,-79.021736145
532880.01,2262461.01,-79.947189331
532880.01,2262561.01,-80.58190155
532880.01,2262661.01,-81.128829956
532880.01,2262761.01,-80.95954895
532880.01,2262861.01,-80.976844788
532880.01,2262961.01,-81.484733582
532880.01,2263061.01,-78.92350769
532880.01,2263161.01,-79.700431824
532880.01,2263261.01,-79.875869751
532880.01,2263361.01,-80.12297821
532880.01,2263461.01,-82.24181366
532880.01,2263561.01,-84.556686401
532880.01,2263661.01,-86.690612793
532880.01,2263761.01,-87.923561096
532880.01,2263861.01,-87.715354919
532880.01,2263961.01,-87.452392578
532880.01,2264061.01,-85.963111877
532880.01,2264161.01,-86.468101501
532880.01,2264261.01,-88.215278625
532880.01,2264361.01,-87.696380615
532880.01,2264461.01,-87.748565674
532880.01,2264561.01,-88.480125427
532880.01,2264661.01,-89.210372925
532880.01,2264761.01,-89.09614563
532880.01,2264861.01,-89.037887573
532880.01,2264961.01,-89.621109009
532880.01,2265061.01,-89.938140869
532880.01,2265161.01,-90.653404236
532880.01,2265261.01,-91.803977966
532880.01,2265361.01,-92.246902466
532880.01,2265461.01,-92.067596436
532880.01,2265561.01,-90.896484375
532880.01,2265661.01,-90.517631531
532880.01,2265761.01,-91.772460938
532880.01,2265861.01,-92.651138306
532880.01,2265961.01,-94.508895874
532880.01,2266061.01,-94.205238342
532880.01,2266161.01,-92.980155945
532880.01,2266261.01,-92.042861938
532880.01,2266361.01,-90.788848877
532880.01,2266461.01,-89.927772522
532880.01,2266561.01,-88.143714905
532880.01,2266661.01,-87.590194702
532880.01,2266761.01,-85.971099854
532880.01,2266861.01,-84.463943481
532880.01,2266961.01,-84.891044617
532880.01,2267061.01,-84.368133545
532880.01,2267161.01,-84.107284546
532880.01,2267261.01,-82.604896545
532880.01,2267361.01,-81.22996521
532880.01,2267461.01,-81.006988525
532880.01,2267561.01,-81.144165039
532880.01,2267661.01,-81.911178589
532880.01,2267761.01,-82.51449585
532880.01,2267861.01,-83.684486389
532880.01,2267961.01,-85.97077179
532880.01,2268061.01,-84.438682556
532880.01,2268161.01,-83.187141418
532880.01,2268261.01,-82.242729187
532880.01,2268361.01,-81.6276474
532880.01,2268461.01,-81.239273071
532880.01,2268561.01,-81.143821716
532880.01,2268661.01,-81.261962891
532880.01,2268761.01,-81.573532104
532880.01,2268861.01,-82.060920715
532980.01,2261561.01,-80.719055176
532980.01,2261661.01,-82.304664612
532980.01,2261761.01,-82.963867188
532980.01,2261861.01,-84.276603699
532980.01,2261961.01,-82.913063049
532980.01,2262061.01,-81.433280945
532980.01,2262161.01,-79.617332458
532980.01,2262261.01,-78.337547302
532980.01,2262361.01,-78.143821716
532980.01,2262461.01,-78.683380127
532980.01,2262561.01,-79.091766357
532980.01,2262661.01,-80.252311707
532980.01,2262761.01,-81.164619446
532980.01,2262861.01,-80.797592163
532980.01,2262961.01,-80.692062378
532980.01,2263061.01,-80.152587891
532980.01,2263161.01,-79.717102051
532980.01,2263261.01,-78.681770325
532980.01,2263361.01,-78.259086609
532980.01,2263461.01,-80.619667053
532980.01,2263561.01,-83.56022644
532980.01,2263661.01,-86.079078674
532980.01,2263761.01,-86.92502594
532980.01,2263861.01,-85.93787384
532980.01,2263961.01,-86.427566528
532980.01,2264061.01,-86.089233398
532980.01,2264161.01,-86.396896362
532980.01,2264261.01,-87.234642029
532980.01,2264361.01,-86.87940979
532980.01,2264461.01,-87.215812683
532980.01,2264561.01,-87.991638184
532980.01,2264661.01,-88.557228088
532980.01,2264761.01,-89.142539978
532980.01,2264861.01,-89.450538635
532980.01,2264961.01,-89.965118408
532980.01,2265061.01,-91.053924561
532980.01,2265161.01,-91.847473145
532980.01,2265261.01,-91.990325928
532980.01,2265361.01,-91.781906128
532980.01,2265461.01,-91.305732727
532980.01,2265561.01,-90.794906616
532980.01,2265661.01,-90.732467651
532980.01,2265761.01,-92.110710144
532980.01,2265861.01,-94.65637207
532980.01,2265961.01,-96.341690063
532980.01,2266061.01,-96.036315918
532980.01,2266161.01,-94.902679443
532980.01,2266261.01,-94.058013916
532980.01,2266361.01,-91.510986328
532980.01,2266461.01,-89.261154175
532980.01,2266561.01,-87.777793884
532980.01,2266661.01,-88.742866516
532980.01,2266761.01,-87.969421387
532980.01,2266861.01,-85.243812561
532980.01,2266961.01,-84.340782166
532980.01,2267061.01,-83.774536133
532980.01,2267161.01,-84.067054749
532980.01,2267261.01,-82.997817993
532980.01,2267361.01,-81.581703186
532980.01,2267461.01,-81.792167664
532980.01,2267561.01,-82.109657288
532980.01,2267661.01,-81.870292664
532980.01,2267761.01,-83.525032043
532980.01,2267861.01,-85.490623474
532980.01,2267961.01,-85.796188354
532980.01,2268061.01,-84.346588135
532980.01,2268161.01,-83.122215271
532980.01,2268261.01,-82.154815674
532980.01,2268361.01,-81.486022949
532980.01,2268461.01,-81.081787109
532980.01,2268561.01,-80.924850464
532980.01,2268661.01,-80.989738464
532980.01,2268761.01,-81.263427734
532980.01,2268861.01,-81.677734375
532980.01,2268961.01,-80.910217285
533080.01,2261461.01,-77.429199219
533080.01,2261561.01,-79.311607361
533080.01,2261661.01,-80.650169373
533080.01,2261761.01,-81.682510376
533080.01,2261861.01,-83.236083984
533080.01,2261961.01,-82.625656128
533080.01,2262061.01,-81.323379517
533080.01,2262161.01,-79.733283997
533080.01,2262261.01,-78.438819885
533080.01,2262361.01,-78.009437561
533080.01,2262461.01,-78.175956726
533080.01,2262561.01,-77.960411072
533080.01,2262661.01,-79.009025574
533080.01,2262761.01,-80.05355072
533080.01,2262861.01,-79.479507446
533080.01,2262961.01,-80.860420227
533080.01,2263061.01,-81.801765442
533080.01,2263161.01,-80.373802185
533080.01,2263261.01,-78.591262817
533080.01,2263361.01,-78.307258606
533080.01,2263461.01,-79.866645813
533080.01,2263561.01,-82.399009705
533080.01,2263661.01,-85.228553772
533080.01,2263761.01,-86.33102417
533080.01,2263861.01,-85.925865173
533080.01,2263961.01,-85.852851868
533080.01,2264061.01,-86.05255127
533080.01,2264161.01,-85.85962677
533080.01,2264261.01,-85.801147461
533080.01,2264361.01,-86.354522705
533080.01,2264461.01,-87.880195618
