"X","Y","H02_TBeauce (Depth)"
535580.01,2261761.01,-76.45916748
535580.01,2261861.01,-77.990036011
535580.01,2261961.01,-79.70614624
535580.01,2262061.01,-78.367027283
535580.01,2262161.01,-75.627182007
535580.01,2262261.01,-77.495986938
535580.01,2262361.01,-79.079124451
535580.01,2262461.01,-80.604293823
535580.01,2262561.01,-82.046272278
535580.01,2262661.01,-83.073509216
535580.01,2262761.01,-83.505691528
535580.01,2262861.01,-85.060256958
535580.01,2262961.01,-88.97706604
535580.01,2263061.01,-90.053466797
535580.01,2263161.01,-88.360954285
535580.01,2263261.01,-88.590026855
535580.01,2263361.01,-88.771270752
535580.01,2263461.01,-91.001358032
535580.01,2263561.01,-94.579483032
535580.01,2263661.01,-96.349594116
535580.01,2263761.01,-98.476127625
535580.01,2263861.01,-101.351806641
535580.01,2263961.01,-103.41280365
535580.01,2264061.01,-106.345375061
535580.01,2264161.01,-108.949691772
535580.01,2264261.01,-108.43699646
535580.01,2264361.01,-108.914428711
535580.01,2264461.01,-108.773475647
535580.01,2264561.01,-109.221847534
535580.01,2264661.01,-110.687728882
535580.01,2264761.01,-112.037986755
535580.01,2264861.01,-112.620117188
535580.01,2264961.01,-112.746757507
535580.01,2265061.01,-112.357849121
535580.01,2265161.01,-112.311714172
535580.01,2265261.01,-111.479309082
535580.01,2265361.01,-109.204147339
535580.01,2265461.01,-107.053649902
535580.01,2265561.01,-107.080032349
535580.01,2265661.01,-107.956817627
535580.01,2265761.01,-108.543212891
535580.01,2265861.01,-109.625793457
535580.01,2265961.01,-110.131599426
535580.01,2266061.01,-110.916427612
535580.01,2266161.01,-112.38419342
535580.01,2266261.01,-113.11971283
535580.01,2266361.01,-113.55619812
535580.01,2266461.01,-114.189437866
535580.01,2266561.01,-113.362388611
535580.01,2266661.01,-110.91570282
535580.01,2266761.01,-108.719184875
535580.01,2266861.01,-106.117507935
535580.01,2266961.01,-103.044937134
535580.01,2267061.01,-100.90272522
535580.01,2267161.01,-97.470184326
535580.01,2267261.01,-95.692001343
535580.01,2267361.01,-94.006912231
535580.01,2267461.01,-91.624855042
535580.01,2267561.01,-91.743255615
535580.01,2267661.01,-92.349700928
535580.01,2267761.01,-93.377639771
535580.01,2267861.01,-95.494514465
535580.01,2267961.01,-96.099388123
535580.01,2268061.01,-94.31325531
535580.01,2268161.01,-92.895683289
535580.01,2268261.01,-91.828941345
535580.01,2268361.01,-91.084388733
535580.01,2268461.01,-90.633865356
535580.01,2268561.01,-90.156539917
535580.01,2268661.01,-87.6561203
535580.01,2268761.01,-85.435531616
535580.01,2268861.01,-84.769195557
535580.01,2268961.01,-85.564575195
535580.01,2269061.01,-86.612754822
535580.01,2269161.01,-87.681884766
535580.01,2269261.01,-88.60684967
535580.01,2269361.01,-89.162101746
535580.01,2269461.01,-90.196533203
535580.01,2269561.01,-90.085510254
535580.01,2269661.01,-88.524543762
535580.01,2269761.01,-86.46282959
535580.01,2269861.01,-84.226501465
535580.01,2269961.01,-82.13999939
535580.01,2270061.01,-80.344665527
535580.01,2270161.01,-78.729804993
535580.01,2270261.01,-77.175773621
535580.01,2270361.01,-75.656303406
535580.01,2270461.01,-74.162086487
535580.01,2270561.01,-72.750213623
535580.01,2270661.01,-71.405014038
535580.01,2270761.01,-70.19203186
535580.01,2270861.01,-69.117294312
535580.01,2270961.01,-68.171905518
535580.01,2271061.01,-67.345344543
535580.01,2271161.01,-66.629058838
535580.01,2271261.01,-66.02129364
535580.01,2271361.01,-65.523918152
535580.01,2271461.01,-65.138587952
535580.01,2271561.01,-64.896842957
535580.01,2271661.01,-64.846496582
535580.01,2271761.01,-64.988395691
535580.01,2271861.01,-65.309127808
535580.01,2271961.01,-65.792121887
535580.01,2272061.01,-66.408103943
535680.01,2260861.01,-73.751312256
535680.01,2260961.01,-74.899375916
535680.01,2261061.01,-75.513442993
535680.01,2261161.01,-75.110237122
535680.01,2261261.01,-75.466880798
535680.01,2261361.01,-76.67048645
535680.01,2261461.01,-78.375236511
535680.01,2261561.01,-79.120422363
535680.01,2261661.01,-78.077522278
535680.01,2261761.01,-77.401596069
535680.01,2261861.01,-78.940155029
535680.01,2261961.01,-81.161682129
535680.01,2262061.01,-79.662849426
535680.01,2262161.01,-75.423866272
535680.01,2262261.01,-76.501411438
535680.01,2262361.01,-78.792503357
535680.01,2262461.01,-79.814712524
535680.01,2262561.01,-80.387306213
535680.01,2262661.01,-81.561805725
535680.01,2262761.01,-81.997489929
535680.01,2262861.01,-83.607841492
535680.01,2262961.01,-87.664855957
535680.01,2263061.01,-89.379707336
535680.01,2263161.01,-88.934005737
535680.01,2263261.01,-89.478347778
535680.01,2263361.01,-90.108779907
535680.01,2263461.01,-91.542449951
535680.01,2263561.01,-94.318702698
535680.01,2263661.01,-96.626609802
535680.01,2263761.01,-98.537330627
535680.01,2263861.01,-100.2787323
535680.01,2263961.01,-102.053955078
535680.01,2264061.01,-103.498924255
535680.01,2264161.01,-105.299156189
535680.01,2264261.01,-104.27217865
535680.01,2264361.01,-107.587547302
535680.01,2264461.01,-107.452560425
535680.01,2264561.01,-107.536094666
535680.01,2264661.01,-109.346817017
535680.01,2264761.01,-110.527801514
535680.01,2264861.01,-111.874412537
535680.01,2264961.01,-112.357055664
535680.01,2265061.01,-112.82283783
535680.01,2265161.01,-112.997207642
535680.01,2265261.01,-112.300369263
535680.01,2265361.01,-110.068817139
535680.01,2265461.01,-107.874671936
535680.01,2265561.01,-107.126014709
535680.01,2265661.01,-107.558166504
535680.01,2265761.01,-108.082221985
535680.01,2265861.01,-108.796661377
535680.01,2265961.01,-109.423851013
535680.01,2266061.01,-110.152748108
535680.01,2266161.01,-111.388580322
535680.01,2266261.01,-112.630500793
535680.01,2266361.01,-113.345817566
535680.01,2266461.01,-114.057861328
535680.01,2266561.01,-113.831726074
535680.01,2266661.01,-112.156600952
535680.01,2266761.01,-110.52796936
535680.01,2266861.01,-108.59551239
535680.01,2266961.01,-106.442100525
535680.01,2267061.01,-104.211585999
535680.01,2267161.01,-100.148033142
535680.01,2267261.01,-97.247871399
535680.01,2267361.01,-94.967018127
535680.01,2267461.01,-92.835792542
535680.01,2267561.01,-92.794082642
535680.01,2267661.01,-92.98085022
535680.01,2267761.01,-93.78213501
535680.01,2267861.01,-94.474632263
535680.01,2267961.01,-95.8307724
535680.01,2268061.01,-94.175788879
535680.01,2268161.01,-92.920692444
535680.01,2268261.01,-92.028686523
535680.01,2268361.01,-91.45766449
535680.01,2268461.01,-91.169639587
535680.01,2268561.01,-89.776229858
535680.01,2268661.01,-86.449272156
535680.01,2268761.01,-85.091117859
535680.01,2268861.01,-84.936508179
535680.01,2268961.01,-85.886642456
535680.01,2269061.01,-86.863113403
535680.01,2269161.01,-88.153396606
535680.01,2269261.01,-88.822044373
535680.01,2269361.01,-89.960929871
535680.01,2269461.01,-91.004074097
535680.01,2269561.01,-90.177597046
535680.01,2269661.01,-88.595703125
535680.01,2269761.01,-86.573478699
535680.01,2269861.01,-84.398445129
535680.01,2269961.01,-82.371604919
535680.01,2270061.01,-80.614875793
535680.01,2270161.01,-79.014678955
535680.01,2270261.01,-77.486961365
535680.01,2270361.01,-75.948814392
535680.01,2270461.01,-74.445991516
535680.01,2270561.01,-73.009529114
535680.01,2270661.01,-71.688095093
535680.01,2270761.01,-70.479446411
535680.01,2270861.01,-69.404678345
535680.01,2270961.01,-68.510887146
535680.01,2271061.01,-67.723144531
535680.01,2271161.01,-67.045715332
535680.01,2271261.01,-66.474723816
535680.01,2271361.01,-65.99962616
535680.01,2271461.01,-65.627693176
535680.01,2271561.01,-65.377548218
535680.01,2271661.01,-65.325767517
535680.01,2271761.01,-65.431617737
535680.01,2271861.01,-65.708969116
535680.01,2271961.01,-66.138542175
535680.01,2272061.01,-66.683021545
535680.01,2272161.01,-67.370498657
535780.01,2260861.01,-74.667144775
535780.01,2260961.01,-75.906578064
535780.01,2261061.01,-76.636772156
535780.01,2261161.01,-76.746147156
535780.01,2261261.01,-77.103713989
535780.01,2261361.01,-78.37197113
535780.01,2261461.01,-79.219436646
535780.01,2261561.01,-79.297050476
535780.01,2261661.01,-79.154319763
535780.01,2261761.01,-78.708770752
535780.01,2261861.01,-78.955810547
535780.01,2261961.01,-80.015739441
535780.01,2262061.01,-78.955039978
535780.01,2262161.01,-75.738121033
535780.01,2262261.01,-74.949645996
535780.01,2262361.01,-77.202072144
535780.01,2262461.01,-79.078155518
535780.01,2262561.01,-79.527519226
535780.01,2262661.01,-79.783119202
535780.01,2262761.01,-80.364761353
535780.01,2262861.01,-82.778488159
535780.01,2262961.01,-86.789657593
535780.01,2263061.01,-89.516685486
535780.01,2263161.01,-89.867782593
535780.01,2263261.01,-90.603973389
535780.01,2263361.01,-91.002441406
535780.01,2263461.01,-91.537651062
535780.01,2263561.01,-93.458694458
535780.01,2263661.01,-96.010345459
535780.01,2263761.01,-97.020645142
535780.01,2263861.01,-98.154945374
535780.01,2263961.01,-99.260902405
535780.01,2264061.01,-100.632972717
535780.01,2264161.01,-102.30582428
535780.01,2264261.01,-101.825309753
535780.01,2264361.01,-104.858139038
535780.01,2264461.01,-105.056884766
535780.01,2264561.01,-104.847175598
535780.01,2264661.01,-106.753936768
535780.01,2264761.01,-108.010269165
535780.01,2264861.01,-108.978439331
535780.01,2264961.01,-109.879684448
535780.01,2265061.01,-112.45778656
535780.01,2265161.01,-113.297424316
535780.01,2265261.01,-112.745887756
535780.01,2265361.01,-110.791656494
535780.01,2265461.01,-108.897445679
535780.01,2265561.01,-108.057548523
535780.01,2265661.01,-108.103897095
535780.01,2265761.01,-108.346542358
535780.01,2265861.01,-108.705131531
535780.01,2265961.01,-109.330535889
535780.01,2266061.01,-109.835395813
535780.01,2266161.01,-110.349136353
535780.01,2266261.01,-112.090614319
535780.01,2266361.01,-113.023330688
535780.01,2266461.01,-113.86415863
535780.01,2266561.01,-114.152893066
535780.01,2266661.01,-113.032546997
535780.01,2266761.01,-111.587928772
535780.01,2266861.01,-110.33921051
535780.01,2266961.01,-109.209526062
535780.01,2267061.01,-106.958351135
535780.01,2267161.01,-102.437179565
535780.01,2267261.01,-98.890830994
535780.01,2267361.01,-95.891220093
535780.01,2267461.01,-93.806335449
535780.01,2267561.01,-93.247085571
535780.01,2267661.01,-92.913795471
535780.01,2267761.01,-94.334152222
535780.01,2267861.01,-94.305137634
535780.01,2267961.01,-95.437553406
535780.01,2268061.01,-93.918693542
535780.01,2268161.01,-92.809188843
535780.01,2268261.01,-92.089889526
535780.01,2268361.01,-91.697929382
535780.01,2268461.01,-91.557998657
535780.01,2268561.01,-89.575164795
535780.01,2268661.01,-85.694740295
535780.01,2268761.01,-84.972724915
535780.01,2268861.01,-85.376655579
535780.01,2268961.01,-86.164207458
535780.01,2269061.01,-86.749740601
535780.01,2269161.01,-88.531051636
535780.01,2269261.01,-89.012298584
535780.01,2269361.01,-89.792144775
535780.01,2269461.01,-90.945350647
535780.01,2269561.01,-90.16191864
535780.01,2269661.01,-88.597640991
535780.01,2269761.01,-86.670066833
535780.01,2269861.01,-84.623207092
535780.01,2269961.01,-82.706161499
535780.01,2270061.01,-81.002494812
535780.01,2270161.01,-79.416900635
535780.01,2270261.01,-77.857040405
535780.01,2270361.01,-76.309555054
535780.01,2270461.01,-74.76776123
535780.01,2270561.01,-73.306602478
535780.01,2270661.01,-71.963623047
535780.01,2270761.01,-70.760879517
535780.01,2270861.01,-69.760040283
535780.01,2270961.01,-68.87436676
535780.01,2271061.01,-68.118003845
535780.01,2271161.01,-67.481658936
535780.01,2271261.01,-66.945404053
535780.01,2271361.01,-66.504440308
535780.01,2271461.01,-66.139602661
535780.01,2271561.01,-65.8854599
535780.01,2271661.01,-65.783294678
535780.01,2271761.01,-65.862640381
535780.01,2271861.01,-66.08127594
535780.01,2271961.01,-66.436897278
535780.01,2272061.01,-66.926673889
535780.01,2272161.01,-67.509628296
535780.01,2272261.01,-68.165016174
535880.01,2260861.01,-75.502105713
535880.01,2260961.01,-76.885421753
535880.01,2261061.01,-78.002540588
535880.01,2261161.01,-78.602386475
535880.01,2261261.01,-78.702346802
535880.01,2261361.01,-79.368545532
535880.01,2261461.01,-80.760978699
535880.01,2261561.01,-80.761558533
535880.01,2261661.01,-80.362915039
535880.01,2261761.01,-79.860420227
535880.01,2261861.01,-79.043762207
535880.01,2261961.01,-79.162200928
535880.01,2262061.01,-79.030433655
535880.01,2262161.01,-77.095108032
535880.01,2262261.01,-75.254798889
535880.01,2262361.01,-75.596733093
535880.01,2262461.01,-77.897621155
535880.01,2262561.01,-78.080703735
535880.01,2262661.01,-77.758094788
535880.01,2262761.01,-78.93421936
535880.01,2262861.01,-82.152153015
535880.01,2262961.01,-86.042915344
535880.01,2263061.01,-89.626075745
535880.01,2263161.01,-90.418495178
535880.01,2263261.01,-91.272781372
535880.01,2263361.01,-91.064422607
535880.01,2263461.01,-91.024215698
535880.01,2263561.01,-92.677604675
535880.01,2263661.01,-95.301986694
535880.01,2263761.01,-96.523429871
535880.01,2263861.01,-96.362350464
535880.01,2263961.01,-96.670928955
535880.01,2264061.01,-98.030418396
535880.01,2264161.01,-99.74772644
535880.01,2264261.01,-100.263587952
535880.01,2264361.01,-101.431129456
535880.01,2264461.01,-102.154098511
535880.01,2264561.01,-101.743652344
535880.01,2264661.01,-103.671386719
535880.01,2264761.01,-105.816879272
535880.01,2264861.01,-107.0832901
535880.01,2264961.01,-108.878959656
535880.01,2265061.01,-112.267311096
535880.01,2265161.01,-112.655021667
535880.01,2265261.01,-112.81854248
535880.01,2265361.01,-111.640777588
535880.01,2265461.01,-110.061897278
535880.01,2265561.01,-109.340904236
535880.01,2265661.01,-109.190032959
535880.01,2265761.01,-108.967903137
535880.01,2265861.01,-109.050392151
535880.01,2265961.01,-109.647499084
535880.01,2266061.01,-110.224342346
535880.01,2266161.01,-110.209732056
535880.01,2266261.01,-111.106414795
535880.01,2266361.01,-112.004692078
535880.01,2266461.01,-113.969947815
535880.01,2266561.01,-114.731269836
535880.01,2266661.01,-114.035552979
535880.01,2266761.01,-113.130737305
535880.01,2266861.01,-111.755226135
535880.01,2266961.01,-110.533424377
535880.01,2267061.01,-107.547660828
535880.01,2267161.01,-103.628837585
535880.01,2267261.01,-100.25945282
535880.01,2267361.01,-97.213920593
535880.01,2267461.01,-94.73626709
535880.01,2267561.01,-93.873222351
535880.01,2267661.01,-93.281021118
535880.01,2267761.01,-94.07674408
535880.01,2267861.01,-94.045524597
535880.01,2267961.01,-94.949012756
535880.01,2268061.01,-93.567184448
535880.01,2268161.01,-92.625427246
535880.01,2268261.01,-92.071983337
535880.01,2268361.01,-91.81464386
535880.01,2268461.01,-91.803985596
535880.01,2268561.01,-88.909484863
535880.01,2268661.01,-85.482223511
535880.01,2268761.01,-84.80216217
535880.01,2268861.01,-85.495414734
535880.01,2268961.01,-86.483085632
535880.01,2269061.01,-86.844093323
535880.01,2269161.01,-88.185997009
535880.01,2269261.01,-89.522598267
535880.01,2269361.01,-90.242889404
535880.01,2269461.01,-91.279808044
535880.01,2269561.01,-90.134300232
535880.01,2269661.01,-88.600982666
535880.01,2269761.01,-86.779922485
535880.01,2269861.01,-84.868965149
535880.01,2269961.01,-83.073219299
535880.01,2270061.01,-81.434806824
535880.01,2270161.01,-79.847732544
535880.01,2270261.01,-78.242103577
535880.01,2270361.01,-76.644256592
535880.01,2270461.01,-75.060890198
535880.01,2270561.01,-73.547027588
535880.01,2270661.01,-72.185470581
535880.01,2270761.01,-71.042617798
535880.01,2270861.01,-70.04485321
535880.01,2270961.01,-69.204559326
535880.01,2271061.01,-68.502281189
535880.01,2271161.01,-67.920448303
535880.01,2271261.01,-67.427558899
535880.01,2271361.01,-67.003036499
535880.01,2271461.01,-66.638565063
535880.01,2271561.01,-66.389877319
535880.01,2271661.01,-66.249183655
535880.01,2271761.01,-66.253639221
535880.01,2271861.01,-66.414428711
535880.01,2271961.01,-66.69278717
535880.01,2272061.01,-67.094665527
535880.01,2272161.01,-67.552978516
535880.01,2272261.01,-68.121253967
535880.01,2272361.01,-68.764160156
535980.01,2260861.01,-76.388626099
535980.01,2260961.01,-77.816345215
535980.01,2261061.01,-79.08366394
535980.01,2261161.01,-79.81047821
535980.01,2261261.01,-79.445365906
535980.01,2261361.01,-79.303192139
535980.01,2261461.01,-81.659690857
535980.01,2261561.01,-82.835121155
535980.01,2261661.01,-81.571411133
535980.01,2261761.01,-80.891593933
535980.01,2261861.01,-79.545600891
535980.01,2261961.01,-78.867759705
535980.01,2262061.01,-78.974517822
535980.01,2262161.01,-78.469055176
535980.01,2262261.01,-76.992126465
535980.01,2262361.01,-74.417823792
535980.01,2262461.01,-75.809707642
535980.01,2262561.01,-76.285049438
535980.01,2262661.01,-76.645874023
535980.01,2262761.01,-78.758224487
535980.01,2262861.01,-82.452804565
535980.01,2262961.01,-85.682853699
535980.01,2263061.01,-88.751739502
535980.01,2263161.01,-90.430503845
535980.01,2263261.01,-91.444786072
535980.01,2263361.01,-91.272789001
535980.01,2263461.01,-91.007881165
535980.01,2263561.01,-91.950241089
535980.01,2263661.01,-93.939628601
535980.01,2263761.01,-94.60068512
535980.01,2263861.01,-94.262321472
535980.01,2263961.01,-94.409004211
535980.01,2264061.01,-95.690170288
535980.01,2264161.01,-96.98991394
535980.01,2264261.01,-97.559120178
535980.01,2264361.01,-98.59790802
535980.01,2264461.01,-99.622161865
535980.01,2264561.01,-99.619789124
535980.01,2264661.01,-101.715827942
535980.01,2264761.01,-104.935783386
535980.01,2264861.01,-106.731781006
535980.01,2264961.01,-109.064842224
535980.01,2265061.01,-111.958374023
535980.01,2265161.01,-112.075592041
535980.01,2265261.01,-112.974525452
535980.01,2265361.01,-112.613777161
535980.01,2265461.01,-111.163284302
535980.01,2265561.01,-110.531990051
535980.01,2265661.01,-110.317062378
535980.01,2265761.01,-109.688392639
535980.01,2265861.01,-109.409255981
535980.01,2265961.01,-109.922683716
535980.01,2266061.01,-110.911857605
535980.01,2266161.01,-110.934661865
535980.01,2266261.01,-110.981216431
535980.01,2266361.01,-112.757522583
535980.01,2266461.01,-114.319923401
535980.01,2266561.01,-115.146736145
535980.01,2266661.01,-114.965667725
535980.01,2266761.01,-114.370895386
535980.01,2266861.01,-113.457565308
535980.01,2266961.01,-111.444946289
535980.01,2267061.01,-107.796615601
535980.01,2267161.01,-104.332763672
535980.01,2267261.01,-101.12171936
535980.01,2267361.01,-98.586799622
535980.01,2267461.01,-95.472625732
535980.01,2267561.01,-95.186836243
535980.01,2267661.01,-95.089668274
535980.01,2267761.01,-94.339187622
535980.01,2267861.01,-94.417274475
535980.01,2267961.01,-94.404197693
535980.01,2268061.01,-93.163948059
535980.01,2268161.01,-92.383956909
535980.01,2268261.01,-91.961074829
535980.01,2268361.01,-91.83745575
535980.01,2268461.01,-91.920654297
535980.01,2268561.01,-88.103622437
535980.01,2268661.01,-85.791519165
535980.01,2268761.01,-85.119926453
535980.01,2268861.01,-85.705360413
535980.01,2268961.01,-86.779190063
535980.01,2269061.01,-87.014678955
535980.01,2269161.01,-87.837120056
535980.01,2269261.01,-89.607040405
535980.01,2269361.01,-90.653968811
535980.01,2269461.01,-91.309593201
535980.01,2269561.01,-90.108840942
535980.01,2269661.01,-88.605514526
535980.01,2269761.01,-86.88444519
535980.01,2269861.01,-85.103065491
535980.01,2269961.01,-83.413520813
535980.01,2270061.01,-81.817100525
535980.01,2270161.01,-80.219017029
535980.01,2270261.01,-78.547904968
535980.01,2270361.01,-76.858711243
535980.01,2270461.01,-75.230171204
535980.01,2270561.01,-73.666122437
535980.01,2270661.01,-72.346466064
535980.01,2270761.01,-71.189170837
535980.01,2270861.01,-70.232910156
535980.01,2270961.01,-69.451026917
535980.01,2271061.01,-68.824478149
535980.01,2271161.01,-68.305328369
535980.01,2271261.01,-67.870895386
535980.01,2271361.01,-67.482299805
535980.01,2271461.01,-67.133155823
535980.01,2271561.01,-66.860794067
535980.01,2271661.01,-66.697654724
535980.01,2271761.01,-66.633018494
535980.01,2271861.01,-66.713851929
535980.01,2271961.01,-66.916969299
535980.01,2272061.01,-67.203285217
535980.01,2272161.01,-67.540931702
535980.01,2272261.01,-67.990402222
535980.01,2272361.01,-68.523361206
535980.01,2272461.01,-69.055870056
536080.01,2260861.01,-77.263816833
536080.01,2260961.01,-78.753005981
536080.01,2261061.01,-79.954200745
536080.01,2261161.01,-80.311286926
536080.01,2261261.01,-79.821929932
536080.01,2261361.01,-79.269309998
536080.01,2261461.01,-80.658782959
536080.01,2261561.01,-83.201934814
536080.01,2261661.01,-82.97858429
536080.01,2261761.01,-81.818641663
536080.01,2261861.01,-80.384735107
536080.01,2261961.01,-79.042037964
536080.01,2262061.01,-78.349357605
536080.01,2262161.01,-78.598526001
536080.01,2262261.01,-77.676040649
536080.01,2262361.01,-74.521026611
536080.01,2262461.01,-74.224098206
536080.01,2262561.01,-76.366630554
536080.01,2262661.01,-77.905403137
536080.01,2262761.01,-79.950912476
536080.01,2262861.01,-83.642715454
536080.01,2262961.01,-85.791923523
536080.01,2263061.01,-88.330711365
536080.01,2263161.01,-90.373847961
536080.01,2263261.01,-91.372535706
536080.01,2263361.01,-91.303161621
536080.01,2263461.01,-90.794029236
536080.01,2263561.01,-91.129478455
536080.01,2263661.01,-92.533584595
536080.01,2263761.01,-92.778190613
536080.01,2263861.01,-92.00743103
536080.01,2263961.01,-92.325767517
536080.01,2264061.01,-93.750930786
536080.01,2264161.01,-94.691917419
536080.01,2264261.01,-94.999412537
536080.01,2264361.01,-96.415855408
536080.01,2264461.01,-97.624710083
536080.01,2264561.01,-99.506515503
536080.01,2264661.01,-102.604896545
536080.01,2264761.01,-106.174087524
536080.01,2264861.01,-107.888748169
536080.01,2264961.01,-109.727920532
536080.01,2265061.01,-112.2186203
536080.01,2265161.01,-113.245887756
536080.01,2265261.01,-113.999031067
536080.01,2265361.01,-113.536804199
536080.01,2265461.01,-112.151557922
536080.01,2265561.01,-111.182189941
536080.01,2265661.01,-110.792625427
536080.01,2265761.01,-110.391860962
536080.01,2265861.01,-109.821754456
536080.01,2265961.01,-109.857177734
536080.01,2266061.01,-110.934913635
536080.01,2266161.01,-110.835189819
536080.01,2266261.01,-110.147293091
536080.01,2266361.01,-110.980232239
536080.01,2266461.01,-113.296028137
536080.01,2266561.01,-114.657356262
536080.01,2266661.01,-115.294975281
536080.01,2266761.01,-115.282569885
536080.01,2266861.01,-114.600631714
536080.01,2266961.01,-112.010192871
536080.01,2267061.01,-108.789138794
536080.01,2267161.01,-105.370498657
536080.01,2267261.01,-101.566070557
536080.01,2267361.01,-99.166503906
536080.01,2267461.01,-96.971321106
536080.01,2267561.01,-96.858200073
536080.01,2267661.01,-96.185852051
536080.01,2267761.01,-94.907836914
536080.01,2267861.01,-95.193382263
536080.01,2267961.01,-93.854415894
536080.01,2268061.01,-92.746276855
536080.01,2268161.01,-92.085548401
536080.01,2268261.01,-91.793731689
536080.01,2268361.01,-91.771347046
536080.01,2268461.01,-91.931922913
536080.01,2268561.01,-88.592071533
536080.01,2268661.01,-87.102478027
536080.01,2268761.01,-85.896560669
536080.01,2268861.01,-86.037506104
536080.01,2268961.01,-86.467468262
536080.01,2269061.01,-86.401649475
536080.01,2269161.01,-87.216499329
536080.01,2269261.01,-89.142585754
536080.01,2269361.01,-90.672966003
536080.01,2269461.01,-91.297134399
536080.01,2269561.01,-90.038467407
536080.01,2269661.01,-88.55165863
536080.01,2269761.01,-86.907951355
536080.01,2269861.01,-85.241455078
536080.01,2269961.01,-83.615242004
536080.01,2270061.01,-82.04385376
536080.01,2270161.01,-80.411354065
536080.01,2270261.01,-78.656845093
536080.01,2270361.01,-76.869827271
536080.01,2270461.01,-75.137924194
536080.01,2270561.01,-73.620521545
536080.01,2270661.01,-72.288124084
536080.01,2270761.01,-71.17590332
536080.01,2270861.01,-70.271713257
536080.01,2270961.01,-69.582748413
536080.01,2271061.01,-69.033332825
536080.01,2271161.01,-68.591140747
536080.01,2271261.01,-68.224937439
536080.01,2271361.01,-67.891937256
536080.01,2271461.01,-67.573554993
536080.01,2271561.01,-67.315925598
536080.01,2271661.01,-67.098060608
536080.01,2271761.01,-66.995292664
536080.01,2271861.01,-67.000228882
536080.01,2271961.01,-67.084083557
536080.01,2272061.01,-67.268692017
536080.01,2272161.01,-67.473808289
536080.01,2272261.01,-67.808074951
536080.01,2272361.01,-68.201583862
536080.01,2272461.01,-68.641220093
536180.01,2260861.01,-78.217559814
536180.01,2260961.01,-79.828117371
536180.01,2261061.01,-81.109977722
536180.01,2261161.01,-81.607254028
536180.01,2261261.01,-81.254798889
536180.01,2261361.01,-80.387840271
536180.01,2261461.01,-80.459877014
536180.01,2261561.01,-82.999794006
536180.01,2261661.01,-84.538726807
536180.01,2261761.01,-83.188095093
536180.01,2261861.01,-81.336151123
536180.01,2261961.01,-79.704818726
536180.01,2262061.01,-78.027130127
536180.01,2262161.01,-77.77848053
536180.01,2262261.01,-77.236122131
536180.01,2262361.01,-75.07926178
536180.01,2262461.01,-74.512954712
536180.01,2262561.01,-78.193412781
536180.01,2262661.01,-80.268478394
536180.01,2262761.01,-81.888122559
536180.01,2262861.01,-83.731864929
536180.01,2262961.01,-85.358009338
536180.01,2263061.01,-88.204963684
536180.01,2263161.01,-90.418777466
536180.01,2263261.01,-91.024353027
536180.01,2263361.01,-90.672088623
536180.01,2263461.01,-90.363845825
536180.01,2263561.01,-90.895423889
536180.01,2263661.01,-92.148384094
536180.01,2263761.01,-91.938796997
536180.01,2263861.01,-90.262519836
536180.01,2263961.01,-90.83039093
536180.01,2264061.01,-92.417015076
536180.01,2264161.01,-93.72428894
536180.01,2264261.01,-94.321479797
536180.01,2264361.01,-96.135620117
536180.01,2264461.01,-98.17250061
536180.01,2264561.01,-101.518508911
536180.01,2264661.01,-105.394935608
536180.01,2264761.01,-108.340042114
536180.01,2264861.01,-109.909729004
536180.01,2264961.01,-111.199653625
536180.01,2265061.01,-112.788352966
536180.01,2265161.01,-113.851272583
536180.01,2265261.01,-114.292526245
536180.01,2265361.01,-113.72315979
536180.01,2265461.01,-112.628456116
536180.01,2265561.01,-111.64617157
536180.01,2265661.01,-111.411193848
536180.01,2265761.01,-111.514282227
536180.01,2265861.01,-110.567146301
536180.01,2265961.01,-110.173316956
536180.01,2266061.01,-110.326980591
536180.01,2266161.01,-110.156387329
536180.01,2266261.01,-109.760047913
536180.01,2266361.01,-110.127082825
536180.01,2266461.01,-111.847839355
536180.01,2266561.01,-113.880599976
536180.01,2266661.01,-115.425079346
536180.01,2266761.01,-115.691322327
536180.01,2266861.01,-114.053901672
536180.01,2266961.01,-111.427635193
536180.01,2267061.01,-109.272346497
536180.01,2267161.01,-106.21496582
536180.01,2267261.01,-102.145309448
536180.01,2267361.01,-99.744506836
536180.01,2267461.01,-98.603767395
536180.01,2267561.01,-97.510116577
536180.01,2267661.01,-96.004089355
536180.01,2267761.01,-94.983734131
536180.01,2267861.01,-94.931121826
536180.01,2267961.01,-93.405334473
536180.01,2268061.01,-92.392715454
536180.01,2268161.01,-91.812187195
536180.01,2268261.01,-91.595077515
536180.01,2268361.01,-91.62701416
536180.01,2268461.01,-91.873779297
536180.01,2268561.01,-92.207305908
536180.01,2268661.01,-89.50252533
536180.01,2268761.01,-86.855415344
536180.01,2268861.01,-86.146614075
536180.01,2268961.01,-86.256347656
536180.01,2269061.01,-85.938873291
536180.01,2269161.01,-86.904075623
536180.01,2269261.01,-88.672348022
536180.01,2269361.01,-91.196098328
536180.01,2269461.01,-91.186660767
536180.01,2269561.01,-89.866294861
536180.01,2269661.01,-88.370979309
536180.01,2269761.01,-86.763587952
536180.01,2269861.01,-85.120315552
536180.01,2269961.01,-83.525222778
536180.01,2270061.01,-81.950386047
